style,brewery-name,original_index,unique_index
German Pilsener,Real Ale Brewing Company,1687,1335
American Blonde Ale,Real Ale Brewing Company,1688,1333
American Blonde Ale,Real Ale Brewing Company,1689,1333
American Brown Ale,Red Hare Brewing Company,1690,1336
American IPA,Red Hare Brewing Company,1691,1337
Czech Pilsener,Red Hare Brewing Company,1692,1338
American Blonde Ale,Red Shedman Farm Brewery and Hop...,1693,1339
American IPA,Red Shedman Farm Brewery and Hop...,1694,1340
Belgian IPA,Red Shedman Farm Brewery and Hop...,1695,1341
American Porter,Red Shedman Farm Brewery and Hop...,1696,1342
Rye Beer,Red Shedman Farm Brewery and Hop...,1697,1343
Cider,Red Tank Cider Company,1698,1344
American IPA,Redhook Brewery,1699,1345
American IPA,Redhook Brewery,1700,1345
American Amber / Red Ale,Redhook Brewery,1701,1346
Mead,Redstone Meadery,1702,1347
Mead,Redstone Meadery,1703,1347
Mead,Redstone Meadery,1704,1347
Witbier,Refuge Brewery,1705,1348
American Pale Ale (APA),Renegade Brewing Company,1706,1349
Russian Imperial Stout,Renegade Brewing Company,1707,1350
American IPA,Renegade Brewing Company,1708,1351
American Double / Imperial IPA,Renegade Brewing Company,1709,1352
American Blonde Ale,Renegade Brewing Company,1710,1353
American IPA,Renegade Brewing Company,1711,1351
American Stout,Revolution Brewing,1712,1354
American Stout,Revolution Brewing,1713,1354
American Porter,Revolution Brewing,1714,1355
American Blonde Ale,Revolution Brewing,1715,1356
Vienna Lager,Revolution Brewing,1716,1357
American Pale Ale (APA),Revolution Brewing,1717,1358
American Amber / Red Ale,Revolution Brewing,1718,1359
American Blonde Ale,Revolution Brewing,1719,1356
American Pale Ale (APA),Revolution Brewing Company,1720,1360
Belgian Pale Ale,Revolution Brewing Company,1721,1361
Herbed / Spiced Beer,Revolution Brewing Company,1722,1362
Herbed / Spiced Beer,Revolution Brewing Company,1723,1362
Märzen / Oktoberfest,Revolution Brewing Company,1724,1363
American Porter,Revolution Brewing Company,1725,1364
American IPA,Revolution Brewing Company,1726,1365
Witbier,Revolution Brewing Company,1727,1366
American Amber / Red Ale,Rhinegeist Brewery,1728,1367
American Pale Ale (APA),Rhinegeist Brewery,1729,1368
American Amber / Red Ale,Rhinegeist Brewery,1730,1367
American Porter,Rhinegeist Brewery,1731,1369
Märzen / Oktoberfest,Rhinegeist Brewery,1732,1370
American Pale Ale (APA),Rhinegeist Brewery,1733,1368
American IPA,Rhinegeist Brewery,1734,1371
American Blonde Ale,Rhinegeist Brewery,1735,1372
Cream Ale,Right Brain Brewery,1736,1373
Gose,Rising Tide Brewing Company,1737,1374
American Pale Ale (APA),Rising Tide Brewing Company,1738,1375
Witbier,River North Brewery,1739,1376
American Amber / Red Ale,River North Brewery,1740,1377
American IPA,Rivertown Brewing Company,1741,1378
American Pale Ale (APA),Rivertown Brewing Company,1742,1379
American IPA,Rivertowne Brewing Company,1743,1380
Märzen / Oktoberfest,Rivertowne Brewing Company,1744,1381
Pumpkin Ale,Rivertowne Brewing Company,1745,1382
American IPA,Rivertowne Brewing Company,1746,1380
Oatmeal Stout,Rivertowne Brewing Company,1747,1383
American White IPA,Rivertowne Brewing Company,1748,1384
American Pale Ale (APA),Rivertowne Brewing Company,1749,1385
American Amber / Red Ale,Rivertowne Brewing Company,1750,1386
American Amber / Red Ale,Rivertowne Brewing Company,1751,1386
American Blonde Ale,Rivertowne Brewing Company,1752,1387
Scottish Ale,Rivertowne Brewing Company,1753,1388
Witbier,Rivertowne Brewing Company,1754,1389
American Amber / Red Lager,Rivertowne Brewing Company,1755,1390
American IPA,Rivertowne Brewing Company,1756,1380
Fruit / Vegetable Beer,Rivertowne Brewing Company,1757,1391
American Amber / Red Lager,Roanoke Railhouse Brewery,1758,1392
Czech Pilsener,Rochester Mills Brewing Company,1759,1393
American Porter,Rochester Mills Brewing Company,1760,1394
American Adjunct Lager,Rochester Mills Brewing Company,1761,1395
American Amber / Red Ale,Rochester Mills Brewing Company,1762,1396
Milk / Sweet Stout,Rochester Mills Brewing Company,1763,1397
American IPA,Rochester Mills Brewing Company,1764,1398
American Adjunct Lager,Rochester Mills Brewing Company,1765,1395
American Amber / Red Ale,Rogue Ales,1766,1399
American Strong Ale,RoughTail Brewing Company,1767,1400
American IPA,RoughTail Brewing Company,1768,1401
American Stout,RoughTail Brewing Company,1769,1402
Saison / Farmhouse Ale,Round Guys Brewing,1770,1403
Belgian Strong Pale Ale,Round Guys Brewing,1771,1404
American Pale Ale (APA),Round Guys Brewing,1772,1405
English Brown Ale,Round Guys Brewing,1773,1406
American Black Ale,Round Guys Brewing,1774,1407
American IPA,Round Guys Brewing,1775,1408
Kölsch,Round Guys Brewing,1776,1409
American Amber / Red Ale,Ruhstaller Beer Company,1777,1410
American Black Ale,Ruhstaller Beer Company,1778,1411
American Amber / Red Lager,Ruhstaller Beer Company,1779,1412
American Black Ale,Ruhstaller Beer Company,1780,1411
American Amber / Red Ale,Ruhstaller Beer Company,1781,1410
Witbier,Saint Archer Brewery,1782,1413
American IPA,Saint Archer Brewery,1783,1414
American Pale Ale (APA),Saint Archer Brewery,1784,1415
Kölsch,Saint Archer Brewery,1785,1416
American Porter,SanTan Brewing Company,1786,1417
Winter Warmer,SanTan Brewing Company,1787,1418
American Double / Imperial IPA,SanTan Brewing Company,1788,1419
Märzen / Oktoberfest,SanTan Brewing Company,1789,1420
American Blonde Ale,SanTan Brewing Company,1790,1421
American Pale Wheat Ale,SanTan Brewing Company,1791,1422
Belgian IPA,SanTan Brewing Company,1792,1423
American Amber / Red Ale,SanTan Brewing Company,1793,1424
Hefeweizen,SanTan Brewing Company,1794,1425
American IPA,SanTan Brewing Company,1795,1426
American Porter,SanTan Brewing Company,1796,1417
American Pale Ale (APA),SanTan Brewing Company,1797,1427
Herbed / Spiced Beer,SanTan Brewing Company,1798,1428
Fruit / Vegetable Beer,SanTan Brewing Company,1799,1429
American Pale Ale (APA),SanTan Brewing Company,1800,1427
American IPA,SanTan Brewing Company,1801,1426
Hefeweizen,SanTan Brewing Company,1802,1425
American Pale Ale (APA),SanTan Brewing Company,1803,1427
American Amber / Red Ale,SanTan Brewing Company,1804,1424
Saison / Farmhouse Ale,Sanitas Brewing Company,1805,1430
American Black Ale,Sanitas Brewing Company,1806,1431
American Double / Imperial IPA,Santa Cruz Mountain Brewing,1807,1432
American Brown Ale,Santa Cruz Mountain Brewing,1808,1433
English India Pale Ale (IPA),Santa Cruz Mountain Brewing,1809,1434
Saison / Farmhouse Ale,Santa Fe Brewing Company,1810,1435
American Black Ale,Santa Fe Brewing Company,1811,1436
Irish Red Ale,Santa Fe Brewing Company,1812,1437
Märzen / Oktoberfest,Santa Fe Brewing Company,1813,1438
Russian Imperial Stout,Santa Fe Brewing Company,1814,1439
German Pilsener,Santa Fe Brewing Company,1815,1440
American IPA,Santa Fe Brewing Company,1816,1441
American Blonde Ale,Saugatuck Brewing Company,1817,1442
Cider,Schilling & Company,1818,1443
Cider,Schilling & Company,1819,1443
Cider,Schilling & Company,1820,1443
American Pale Wheat Ale,Schlafly Brewing Company,1821,1444
Schwarzbier,Schlafly Brewing Company,1822,1445
American IPA,Schlafly Brewing Company,1823,1446
American Brown Ale,Schlafly Brewing Company,1824,1447
Hefeweizen,Schlafly Brewing Company,1825,1448
Munich Helles Lager,Schlafly Brewing Company,1826,1449
Fruit / Vegetable Beer,Sea Dog Brewing Company,1827,1450
American IPA,Seabright Brewery,1828,1451
Cider,Seattle Cider Company,1829,1452
Cider,Seattle Cider Company,1830,1452
American IPA,Seven Brides Brewery,1831,1453
American Porter,Seven Brides Brewery,1832,1454
American Strong Ale,Seventh Son Brewing Company,1833,1455
English Brown Ale,Seventh Son Brewing Company,1834,1456
American Amber / Red Ale,Seventh Son Brewing Company,1835,1457
American Pale Ale (APA),Seventh Son Brewing Company,1836,1458
American IPA,Seventh Son Brewing Company,1837,1459
American Black Ale,Shebeen Brewing Company,1838,1460
English Pale Ale,Sherwood Forest Brewers,1839,1461
American IPA,Shipyard Brewing Company,1840,1462
American Pale Wheat Ale,Shipyard Brewing Company,1841,1463
Pumpkin Ale,Shipyard Brewing Company,1842,1464
American Blonde Ale,Shipyard Brewing Company,1843,1465
German Pilsener,Sierra Nevada Brewing Company,1844,1466
American IPA,Sierra Nevada Brewing Company,1845,1467
Maibock / Helles Bock,Sierra Nevada Brewing Company,1846,1468
Rye Beer,Sierra Nevada Brewing Company,1847,1469
American Pale Ale (APA),Sierra Nevada Brewing Company,1848,1470
American Pale Wheat Ale,Sierra Nevada Brewing Company,1849,1471
Czech Pilsener,Sierra Nevada Brewing Company,1850,1472
American IPA,Sierra Nevada Brewing Company,1851,1467
American Pale Ale (APA),Sierra Nevada Brewing Company,1852,1470
Cider,Sietsema Orchards and Cider Mill,1853,1473
American Brown Ale,Silverton Brewery,1854,1474
American Amber / Red Ale,Silverton Brewery,1855,1475
American IPA,Silverton Brewery,1856,1476
Baltic Porter,Sixpoint Craft Ales,1857,1477
Gose,Sixpoint Craft Ales,1858,1478
Belgian Pale Ale,Sixpoint Craft Ales,1859,1479
Fruit / Vegetable Beer,Sixpoint Craft Ales,1860,1480
American IPA,Sixpoint Craft Ales,1861,1481
American Pale Ale (APA),Sixpoint Craft Ales,1862,1482
American Double / Imperial IPA,Sixpoint Craft Ales,1863,1483
American Strong Ale,Sixpoint Craft Ales,1864,1484
American IPA,Sixpoint Craft Ales,1865,1481
German Pilsener,Sixpoint Craft Ales,1866,1485
Cream Ale,Sixpoint Craft Ales,1867,1486
Rye Beer,Sixpoint Craft Ales,1868,1487
American IPA,Sixpoint Craft Ales,1869,1481
Baltic Porter,Sixpoint Craft Ales,1870,1477
American Brown Ale,Sixpoint Craft Ales,1871,1488
American Pale Wheat Ale,Sixpoint Craft Ales,1872,1489
Saison / Farmhouse Ale,Sixpoint Craft Ales,1873,1490
American Double / Imperial IPA,Sixpoint Craft Ales,1874,1483
American Stout,Sixpoint Craft Ales,1875,1491
Pumpkin Ale,Sixpoint Craft Ales,1876,1492
German Pilsener,Sixpoint Craft Ales,1877,1485
Cream Ale,Sixpoint Craft Ales,1878,1486
Rye Beer,Sixpoint Craft Ales,1879,1487
American IPA,Sixpoint Craft Ales,1880,1481
American IPA,Ska Brewing Company,1881,1493
Doppelbock,Ska Brewing Company,1882,1494
American IPA,Ska Brewing Company,1883,1493
American Stout,Ska Brewing Company,1884,1495
American Stout,Ska Brewing Company,1885,1495
Foreign / Export Stout,Ska Brewing Company,1886,1496
American Stout,Ska Brewing Company,1887,1495
American Pale Lager,Ska Brewing Company,1888,1497
American Blonde Ale,Ska Brewing Company,1889,1498
American Pale Ale (APA),Ska Brewing Company,1890,1499
Extra Special / Strong Bitter (ESB),Ska Brewing Company,1891,1500
American IPA,Ska Brewing Company,1892,1493
American Amber / Red Ale,Slanted Rock Brewing Company,1893,1501
American IPA,Slanted Rock Brewing Company,1894,1502
Belgian IPA,SlapShot Brewing Company,1895,1503
Tripel,SlapShot Brewing Company,1896,1504
English Pale Ale,Sleeping Lady Brewing Company,1897,1505
American IPA,Sly Fox Brewing Company,1898,1506
Winter Warmer,Sly Fox Brewing Company,1899,1507
Grisette,Sly Fox Brewing Company,1900,1508
American IPA,Sly Fox Brewing Company,1901,1506
Munich Helles Lager,Sly Fox Brewing Company,1902,1509
Winter Warmer,Sly Fox Brewing Company,1903,1507
American Double / Imperial IPA,Sly Fox Brewing Company,1904,1510
Märzen / Oktoberfest,Sly Fox Brewing Company,1905,1511
American IPA,Sly Fox Brewing Company,1906,1506
Munich Dunkel Lager,Sly Fox Brewing Company,1907,1512
Hefeweizen,Sly Fox Brewing Company,1908,1513
German Pilsener,Sly Fox Brewing Company,1909,1514
American Pale Ale (APA),Sly Fox Brewing Company,1910,1515
American IPA,Smartmouth Brewing Company,1911,1516
American Amber / Red Ale,Smartmouth Brewing Company,1912,1517
Saison / Farmhouse Ale,Smartmouth Brewing Company,1913,1518
American Pilsner,Snake River Brewing Company,1914,1519
American Pale Ale (APA),Snake River Brewing Company,1915,1520
Foreign / Export Stout,Snake River Brewing Company,1916,1521
English Brown Ale,Snake River Brewing Company,1917,1522
Vienna Lager,Snake River Brewing Company,1918,1523
American Pale Ale (APA),Snake River Brewing Company,1919,1520
American IPA,Snake River Brewing Company,1920,1524
Kölsch,Sockeye Brewing Company,1921,1525
American Double / Imperial IPA,Sockeye Brewing Company,1922,1526
American IPA,Sockeye Brewing Company,1923,1527
American IPA,Sockeye Brewing Company,1924,1527
Märzen / Oktoberfest,Sockeye Brewing Company,1925,1528
American Double / Imperial IPA,Sockeye Brewing Company,1926,1526
American Double / Imperial Stout,Sockeye Brewing Company,1927,1529
Saison / Farmhouse Ale,Sockeye Brewing Company,1928,1530
Witbier,Sockeye Brewing Company,1929,1531
Maibock / Helles Bock,Sockeye Brewing Company,1930,1532
American Barleywine,Sockeye Brewing Company,1931,1533
American Blonde Ale,Sockeye Brewing Company,1932,1534
American Pale Ale (APA),Sockeye Brewing Company,1933,1535
American Pale Wheat Ale,Sockeye Brewing Company,1934,1536
American Porter,Sockeye Brewing Company,1935,1537
American Strong Ale,Sockeye Brewing Company,1936,1538
American IPA,Sockeye Brewing Company,1937,1527
Bock,South Austin Brewery,1938,1539
American IPA,South Austin Brewery,1939,1540
Saison / Farmhouse Ale,South Austin Brewery,1940,1541
Kölsch,South Austin Brewery,1941,1542
Light Lager,Southampton Publick House,1942,1543
Czech Pilsener,Southern Oregon Brewing Company,1943,1544
American IPA,Southern Oregon Brewing Company,1944,1545
American IPA,Southern Prohibition Brewing Com...,1945,1546
American IPA,Southern Prohibition Brewing Com...,1946,1546
Extra Special / Strong Bitter (ESB),Southern Prohibition Brewing Com...,1947,1547
American Pale Ale (APA),Southern Prohibition Brewing Com...,1948,1548
American Blonde Ale,Southern Prohibition Brewing Com...,1949,1549
American Amber / Red Ale,Southern Prohibition Brewing Com...,1950,1550
Oatmeal Stout,Southern Prohibition Brewing Com...,1951,1551
American Blonde Ale,Southern Prohibition Brewing Com...,1952,1549
American Pale Ale (APA),Southern Prohibition Brewing Com...,1953,1548
American Pale Ale (APA),Southern Star Brewing Company,1954,1552
Saison / Farmhouse Ale,Southern Star Brewing Company,1955,1553
Bière de Garde,Southern Star Brewing Company,1956,1554
American Double / Imperial IPA,Southern Star Brewing Company,1957,1555
American Double / Imperial IPA,Southern Star Brewing Company,1958,1555
American Double / Imperial IPA,Southern Star Brewing Company,1959,1555
Old Ale,Southern Star Brewing Company,1960,1556
American Blonde Ale,Southern Star Brewing Company,1961,1557
American Double / Imperial IPA,Southern Star Brewing Company,1962,1555
Saison / Farmhouse Ale,Southern Star Brewing Company,1963,1553
Bière de Garde,Southern Star Brewing Company,1964,1554
Foreign / Export Stout,Southern Star Brewing Company,1965,1558
American Pale Ale (APA),Southern Star Brewing Company,1966,1552
American Blonde Ale,Southern Star Brewing Company,1967,1557
American IPA,Speakasy Ales & Lagers,1968,1559
English India Pale Ale (IPA),Spilker Ales,1969,1560
American Pale Ale (APA),Spiteful Brewing Company,1970,1561
American Double / Imperial IPA,Spiteful Brewing Company,1971,1562
American Porter,Spiteful Brewing Company,1972,1563
American Double / Imperial IPA,Spiteful Brewing Company,1973,1562
American Amber / Red Ale,Spiteful Brewing Company,1974,1564
American Stout,Spiteful Brewing Company,1975,1565
American Double / Imperial IPA,Spiteful Brewing Company,1976,1562
American Pale Ale (APA),Spiteful Brewing Company,1977,1561
American IPA,Spiteful Brewing Company,1978,1566
American Pale Ale (APA),Spiteful Brewing Company,1979,1561
Irish Red Ale,Spiteful Brewing Company,1980,1567
American Pale Wheat Ale,Spiteful Brewing Company,1981,1568
Vienna Lager,Sprecher Brewing Company,1982,1569
Vienna Lager,Sprecher Brewing Company,1983,1569
American Pale Ale (APA),Spring House Brewing Company,1984,1570
Cider,St. Julian Winery,1985,1571
German Pilsener,Starr Hill Brewery,1986,1572
American IPA,Starr Hill Brewery,1987,1573
Märzen / Oktoberfest,Starr Hill Brewery,1988,1574
American IPA,Starr Hill Brewery,1989,1573
American Pale Ale (APA),Steamworks Brewing Company,1990,1575
Kölsch,Steamworks Brewing Company,1991,1576
American Amber / Red Lager,Steamworks Brewing Company,1992,1577
American IPA,Steamworks Brewing Company,1993,1578
American Adjunct Lager,Stevens Point Brewery,1994,1579
American Adjunct Lager,Stevens Point Brewery,1995,1579
American Pale Ale (APA),Stevens Point Brewery,1996,1580
American Adjunct Lager,Stevens Point Brewery,1997,1579
American Black Ale,Stevens Point Brewery,1998,1581
American IPA,Stevens Point Brewery,1999,1582
American Adjunct Lager,Stevens Point Brewery,2000,1579
American Adjunct Lager,Stevens Point Brewery,2001,1579
American Adjunct Lager,Stevens Point Brewery,2002,1579
Winter Warmer,Stevens Point Brewery,2003,1583
Märzen / Oktoberfest,Stevens Point Brewery,2004,1584
American Pale Wheat Ale,Stevens Point Brewery,2005,1585
American Pale Wheat Ale,Stevens Point Brewery,2006,1585
American Pale Wheat Ale,Stevens Point Brewery,2007,1585
American Blonde Ale,Stevens Point Brewery,2008,1586
Kölsch,Stevens Point Brewery,2009,1587
Märzen / Oktoberfest,Stevens Point Brewery,2010,1584
American Brown Ale,Stevens Point Brewery,2011,1588
American Pale Wheat Ale,Stevens Point Brewery,2012,1585
American Pale Ale (APA),Stevens Point Brewery,2013,1580
American Amber / Red Lager,Stevens Point Brewery,2014,1589
American Adjunct Lager,Stevens Point Brewery,2015,1579
American Amber / Red Ale,Stillmank Beer Company,2016,1590
American Black Ale,Stillwater Artisanal Ales,2017,1591
American Black Ale,Stillwater Artisanal Ales,2018,1591
Saison / Farmhouse Ale,Stillwater Artisanal Ales,2019,1592
American Blonde Ale,Stone Coast Brewing Company,2020,1593
Kölsch,Straight to Ale,2021,1594
Milk / Sweet Stout,Straight to Ale,2022,1595
American IPA,Straight to Ale,2023,1596
American Adjunct Lager,Straub Brewery,2024,1597
American Adjunct Lager,Straub Brewery,2025,1597
American Amber / Red Lager,Straub Brewery,2026,1598
Light Lager,Straub Brewery,2027,1599
American Pale Ale (APA),Summit Brewing Company,2028,1600
Extra Special / Strong Bitter (ESB),Summit Brewing Company,2029,1601
American Pale Ale (APA),Summit Brewing Company,2030,1600
American Double / Imperial IPA,Summit Brewing Company,2031,1602
Altbier,Sun King Brewing Company,2032,1603
Scottish Ale,Sun King Brewing Company,2033,1604
American Porter,Sun King Brewing Company,2034,1605
Belgian Pale Ale,Sun King Brewing Company,2035,1606
Scotch Ale / Wee Heavy,Sun King Brewing Company,2036,1607
Belgian Dark Ale,Sun King Brewing Company,2037,1608
Scotch Ale / Wee Heavy,Sun King Brewing Company,2038,1607
Scotch Ale / Wee Heavy,Sun King Brewing Company,2039,1607
American IPA,Sun King Brewing Company,2040,1609
American IPA,Sun King Brewing Company,2041,1609
American IPA,Sun King Brewing Company,2042,1609
American IPA,Sun King Brewing Company,2043,1609
Belgian IPA,Sun King Brewing Company,2044,1610
Scotch Ale / Wee Heavy,Sun King Brewing Company,2045,1607
Extra Special / Strong Bitter (ESB),Sun King Brewing Company,2046,1611
American IPA,Sun King Brewing Company,2047,1609
American Pale Ale (APA),Sun King Brewing Company,2048,1612
Russian Imperial Stout,Sun King Brewing Company,2049,1613
Flanders Oud Bruin,Sun King Brewing Company,2050,1614
American Porter,Sun King Brewing Company,2051,1605
German Pilsener,Sun King Brewing Company,2052,1615
Irish Dry Stout,Sun King Brewing Company,2053,1616
Scottish Ale,Sun King Brewing Company,2054,1604
English Barleywine,Sun King Brewing Company,2055,1617
American Brown Ale,Sun King Brewing Company,2056,1618
Quadrupel (Quad),Sun King Brewing Company,2057,1619
Märzen / Oktoberfest,Sun King Brewing Company,2058,1620
Dortmunder / Export Lager,Sun King Brewing Company,2059,1621
Dortmunder / Export Lager,Sun King Brewing Company,2060,1621
Belgian Strong Pale Ale,Sun King Brewing Company,2061,1622
American Double / Imperial IPA,Sun King Brewing Company,2062,1623
Scotch Ale / Wee Heavy,Sun King Brewing Company,2063,1607
American IPA,Sun King Brewing Company,2064,1609
Märzen / Oktoberfest,Sun King Brewing Company,2065,1620
English Barleywine,Sun King Brewing Company,2066,1617
Scottish Ale,Sun King Brewing Company,2067,1604
Cream Ale,Sun King Brewing Company,2068,1624
American Pale Ale (APA),Sun King Brewing Company,2069,1612
American Amber / Red Lager,Sunken City Brewing Company,2070,1625
American IPA,Sunken City Brewing Company,2071,1626
American IPA,Surly Brewing Company,2072,1627
Extra Special / Strong Bitter (ESB),Surly Brewing Company,2073,1628
American Black Ale,Surly Brewing Company,2074,1629
American IPA,Surly Brewing Company,2075,1627
American IPA,Surly Brewing Company,2076,1627
English Bitter,Surly Brewing Company,2077,1630
Rye Beer,Surly Brewing Company,2078,1631
American Brown Ale,Surly Brewing Company,2079,1632
American Brown Ale,Surly Brewing Company,2080,1632
American Double / Imperial IPA,Surly Brewing Company,2081,1633
Keller Bier / Zwickel Bier,Surly Brewing Company,2082,1634
Saison / Farmhouse Ale,Surly Brewing Company,2083,1635
American IPA,Surly Brewing Company,2084,1627
American IPA,Swamp Head Brewery,2085,1636
Witbier,Swamp Head Brewery,2086,1637
American Pale Ale (APA),Swamp Head Brewery,2087,1638
Oatmeal Stout,Swamp Head Brewery,2088,1639
Cream Ale,Swamp Head Brewery,2089,1640
Herbed / Spiced Beer,Swashbuckler Brewing Company,2090,1641
German Pilsener,SweetWater Brewing Company,2091,1642
Hefeweizen,SweetWater Brewing Company,2092,1643
American IPA,SweetWater Brewing Company,2093,1644
American Pale Ale (APA),SweetWater Brewing Company,2094,1645
American Double / Imperial IPA,TailGate Beer,2095,1646
Saison / Farmhouse Ale,TailGate Beer,2096,1647
American IPA,TailGate Beer,2097,1648
American IPA,TailGate Beer,2098,1648
Hefeweizen,TailGate Beer,2099,1649
American Blonde Ale,TailGate Beer,2100,1650
American Blonde Ale,TailGate Beer,2101,1650
Hefeweizen,TailGate Beer,2102,1649
Tripel,Tallgrass Brewing Company,2103,1651
Saison / Farmhouse Ale,Tallgrass Brewing Company,2104,1652
American Porter,Tallgrass Brewing Company,2105,1653
Saison / Farmhouse Ale,Tallgrass Brewing Company,2106,1652
Oatmeal Stout,Tallgrass Brewing Company,2107,1654
American IPA,Tallgrass Brewing Company,2108,1655
American Brown Ale,Tallgrass Brewing Company,2109,1656
Extra Special / Strong Bitter (ESB),Tallgrass Brewing Company,2110,1657
Milk / Sweet Stout,Tallgrass Brewing Company,2111,1658
American Pale Wheat Ale,Tallgrass Brewing Company,2112,1659
American Pale Ale (APA),Tallgrass Brewing Company,2113,1660
Tripel,Tallgrass Brewing Company,2114,1651
American Pale Wheat Ale,Tallgrass Brewing Company,2115,1659
German Pilsener,Tallgrass Brewing Company,2116,1661
American Double / Imperial IPA,Tallgrass Brewing Company,2117,1662
American Brown Ale,Tallgrass Brewing Company,2118,1656
Milk / Sweet Stout,Tallgrass Brewing Company,2119,1658
American IPA,Tallgrass Brewing Company,2120,1655
American IPA,Tamarack Brewing Company,2121,1663
American Amber / Red Ale,Tamarack Brewing Company,2122,1664
Altbier,Tampa Bay Brewing Company,2123,1665
American IPA,Tampa Bay Brewing Company,2124,1666
American Porter,Tapistry Brewing,2125,1667
American IPA,Tapistry Brewing,2126,1668
Witbier,Tapistry Brewing,2127,1669
Dubbel,Taxman Brewing Company,2128,1670
American Brown Ale,Telluride Brewing Company,2129,1671
American IPA,Telluride Brewing Company,2130,1672
American Pale Ale (APA),Telluride Brewing Company,2131,1673
Extra Special / Strong Bitter (ESB),Temperance Beer Company,2132,1674
Fruit / Vegetable Beer,Temperance Beer Company,2133,1675
English India Pale Ale (IPA),Temperance Beer Company,2134,1676
American Pale Ale (APA),Terrapin Brewing Company,2135,1677
Saison / Farmhouse Ale,Texian Brewing Co.,2136,1678
American Brown Ale,Texian Brewing Co.,2137,1679
Dunkelweizen,Texian Brewing Co.,2138,1680
English India Pale Ale (IPA),Texian Brewing Co.,2139,1681
American Wild Ale,The Alchemist,2140,1682
American Double / Imperial IPA,The Alchemist,2141,1683
American Double / Imperial Stout,The Alchemist,2142,1684
American IPA,The Alchemist,2143,1685
American Double / Imperial IPA,The Alchemist,2144,1683
American Double / Imperial IPA,The Alchemist,2145,1683
American Amber / Red Ale,The Black Tooth Brewing Company,2146,1686
American IPA,The Black Tooth Brewing Company,2147,1687
English Brown Ale,The Black Tooth Brewing Company,2148,1688
American Pale Wheat Ale,The Black Tooth Brewing Company,2149,1689
Belgian Pale Ale,The Brewer's Art,2150,1690
Belgian Pale Ale,The Brewer's Art,2151,1690
Dubbel,The Brewer's Art,2152,1691
American Pale Ale (APA),The Bronx Brewery,2153,1692
American Black Ale,The Bronx Brewery,2154,1693
American Pale Ale (APA),The Bronx Brewery,2155,1692
American Pale Ale (APA),The Dudes' Brewing Company,2156,1694
Kölsch,The Dudes' Brewing Company,2157,1695
American IPA,The Dudes' Brewing Company,2158,1696
English Brown Ale,The Dudes' Brewing Company,2159,1697
American Double / Imperial IPA,The Dudes' Brewing Company,2160,1698
American IPA,The Just Beer Project,2161,1699
American Pilsner,The Lion Brewery,2162,1700
American Amber / Red Lager,The Manhattan Brewing Company,2163,1701
American Pale Ale (APA),The Mitten Brewing Company,2164,1702
American Amber / Red Ale,The Right Brain Brewery,2165,1703
American Stout,The Right Brain Brewery,2166,1704
American Pale Ale (APA),The Right Brain Brewery,2167,1705
Shandy,The Traveler Beer Company,2168,1706
American Pale Wheat Ale,Third Street Brewhouse,2169,1707
American Pale Ale (APA),Third Street Brewhouse,2170,1708
Cream Ale,Third Street Brewhouse,2171,1709
American Brown Ale,Third Street Brewhouse,2172,1710
Fruit / Vegetable Beer,Thomas Hooker Brewing Company,2173,1711
American Blonde Ale,Three Creeks Brewing,2174,1712
American Porter,Three Creeks Brewing,2175,1713
American IPA,Three Creeks Brewing,2176,1714
Irish Red Ale,Three Notch'd Brewing Company,2177,1715
American IPA,Three Notch'd Brewing Company,2178,1716
American Pale Wheat Ale,Three Pints Brewing,2179,1717
Oatmeal Stout,Three Pints Brewing,2180,1718
American Pale Ale (APA),Three Pints Brewing,2181,1719
California Common / Steam Beer,Three Pints Brewing,2182,1720
American Amber / Red Ale,Thunderhead Brewing Company,2183,1721
American IPA,Thunderhead Brewing Company,2184,1722
Braggot,Thunderhead Brewing Company,2185,1723
American Dark Wheat Ale,Thunderhead Brewing Company,2186,1724
American Porter,Tin Man Brewing Company,2187,1725
Fruit / Vegetable Beer,Tin Man Brewing Company,2188,1726
Russian Imperial Stout,Tin Man Brewing Company,2189,1727
Roggenbier,Tin Man Brewing Company,2190,1728
American Double / Imperial IPA,Tin Man Brewing Company,2191,1729
American IPA,Tin Man Brewing Company,2192,1730
Irish Red Ale,Tin Man Brewing Company,2193,1731
American Porter,Tin Man Brewing Company,2194,1725
Czech Pilsener,Tin Man Brewing Company,2195,1732
American Blonde Ale,Tin Roof Brewing Company,2196,1733
American IPA,Tin Roof Brewing Company,2197,1734
American Porter,Tin Roof Brewing Company,2198,1735
Fruit / Vegetable Beer,Tin Roof Brewing Company,2199,1736
American Blonde Ale,Tin Roof Brewing Company,2200,1733
American Pale Ale (APA),Tin Roof Brewing Company,2201,1737
American Amber / Red Ale,Tin Roof Brewing Company,2202,1738
American IPA,Tommyknocker Brewery,2203,1739
Vienna Lager,Tommyknocker Brewery,2204,1740
Shandy,Tonka Beer Company,2205,1741
American IPA,Tonka Beer Company,2206,1742
American IPA,Tractor Brewing Company,2207,1743
Milk / Sweet Stout,Tractor Brewing Company,2208,1744
American Amber / Red Ale,Tractor Brewing Company,2209,1745
American IPA,Triangle Brewing Company,2210,1746
Witbier,Triangle Brewing Company,2211,1747
Belgian Strong Pale Ale,Triangle Brewing Company,2212,1748
Doppelbock,Tröegs Brewing Company,2213,1749
