flight,original_index,unique_index
AA-1917-JFK-MCO,2309,39
AA-2268-PHX-ORD,2310,40
AA-4277-CVG-JFK,2311,41
AA-789-ORD-DEN,2312,42
AA-85-JFK-SFO,2313,44
AA-3786-IAH-ORD,2314,46
AA-222-LAX-BOS,2315,47
UA-3099-PHX-PHL,2316,98
AA-4198-ORD-CLE,2317,30
CO-45-EWR-MIA,2318,99
AA-3809-PHX-LAX,2319,48
AA-59-JFK-SFO,2320,49
AA-3859-IAH-ORD,2321,0
AA-518-MIA-JFK,2322,3
UA-397-JFK-SFO,2323,51
AA-1733-ORD-PHX,2324,1
AA-1640-MIA-MCO,2325,2
CO-1694-LAX-IAH,2326,76
UA-2830-MCO-CLT,2327,53
AA-204-LAX-MCO,2328,5
UA-2726-FLL-PHL,2329,58
AA-3468-CVG-MIA,2330,6
AA-484-DFW-MIA,2331,7
AA-616-DFW-DTW,2332,15
AA-446-DFW-PHL,2333,8
AA-466-IAH-MIA,2334,9
UA-3050-PHX-CLT,2335,66
AA-2957-DFW-CVG,2336,11
AA-1664-MIA-ATL,2337,12
AA-3979-CVG-ORD,2338,13
AA-1279-DFW-PHX,2339,14
AA-404-MIA-MCO,2340,18
AA-3756-ORD-SLC,2341,4
UA-2945-PHL-CLT,2342,72
AA-2525-DFW-MIA,2343,17
AA-271-MIA-LAX,2344,19
AA-2050-ORD-MIA,2345,20
AA-1434-DFW-MCO,2346,22
AA-4307-ORD-DTW,2347,23
AA-3-JFK-LAX,2348,24
CO-1193-EWR-MCO,2349,78
AA-3842-MSP-ORD,2350,25
AA-643-MIA-ORD,2351,26
UA-2906-PHL-MCO,2352,79
AA-1221-MCO-ORD,2353,28
UA-664-ORD-PHL,2354,83
AA-1522-SFO-ORD,2355,31
UA-233-LAX-JFK,2356,85
AA-3823-LAX-DEN,2357,32
AA-2312-DFW-DTW,2358,33
AA-1165-JFK-MIA,2359,34
AA-431-MIA-SFO,2360,35
UA-257-JFK-SFO,2361,71
AA-649-ORD-SNA,2362,36
AA-3804-PHL-ORD,2363,38
AA-1917-JFK-MCO,2364,39
AA-2268-PHX-ORD,2365,40
AA-4277-CVG-JFK,2366,41
AA-789-ORD-DEN,2367,42
AA-85-JFK-SFO,2368,44
AA-3786-IAH-ORD,2369,46
AA-222-LAX-BOS,2370,47
UA-3099-PHX-PHL,2371,98
AA-4198-ORD-CLE,2372,30
CO-45-EWR-MIA,2373,99
AA-3809-PHX-LAX,2374,48
AA-59-JFK-SFO,2375,49
