Year,Release Date,original_index,unique_index
1936,14 November 1936 (USA),5829,4301
1993,30 April 1993 (USA),5830,2637
2005,20 October 2005 (USA),5831,4302
2014,18 August 2014 (USA),5832,2430
2012,4 July 2012 (USA),5833,4303
2002,20 August 2002 (USA),5834,4304
2015,24 April 2015 (USA),5835,374
2007,May 2007 (USA),5836,4305
2011,16 August 2012 (Israel),5837,4306
2013,3 April 2014 (Singapore),5838,4307
2010,3 March 2011 (Israel),5839,4308
2012,22 March 2013 (USA),5840,4309
2013,21 June 2013 (USA),5841,21
2013,19 September 2013 (Croatia),5842,4310
2015,31 July 2015 (USA),5843,1334
2008,14 March 2011 (Portugal),5844,4311
2007,2010 (USA),5845,4312
2014,21 August 2015 (USA),5846,2792
2012 2013 2014,"Apr 26, 2013 Limited",5847,4313
2011,16 March 2012 (USA),5848,4314
2013,23 August 2013 (UK),5849,4315
2007,22 February 2008 (USA),5850,4316
2013,26 July 2013 (USA),5851,1106
2014,8 August 2014 (USA),5852,1850
2013,26 July 2013 (USA),5853,1106
2012,22 June 2012 (USA),5854,778
2011,11 May 2012 (UK),5855,4317
2011,29 June 2012 (UK),5856,2016
2015,7 August 2015 (USA),5857,235
2009,3 April 2009 (USA),5858,3834
2012 2013 2014,"Aug 9, 2013 Limited",5859,4318
2014,26 June 2014 (USA),5860,2182
2012,3 December 2013 (USA),5861,4319
2013,7 June 2013 (USA),5862,2234
2009,23 December 2009 (USA),5863,898
2013,7 February 2014 (USA),5864,4320
1990,9 November 1990 (USA),5865,4321
2008,March 2008 (USA),5866,4322
2008,24 October 2008 (India),5867,4323
2006,4 August 2006 (USA),5868,4324
2002,March 2002 (USA),5869,4325
2001,5 October 2001 (Canada),5870,4326
2009,16 October 2009 (USA),5871,555
1985,October 1985 (USA),5872,4327
2015,13 March 2015 (USA),5873,763
2015,25 January 2015 (USA),5874,2885
2011,11 January 2014 (Japan),5875,4328
2004,23 April 2004 (USA),5876,209
2015,26 June 2015 (USA),5877,261
2013,10 April 2015 (USA),5878,4329
2013,15 October 2013 (USA),5879,2985
2015,22 September 2015 (USA),5880,4330
2009,4 September 2012 (USA),5881,4331
1987,24 December 1989 (West Germany),5882,4332
2011,2 July 2011 (USA),5883,4333
1998,24 April 1998 (USA),5884,4177
1987,April 1987 (USA),5885,4334
1977,August 1978 (USA),5886,4335
1962,8 December 1962 (USA),5887,4336
1982,February 1982 (USA),5888,4337
1999,,5889,706
1995,15 December 1995 (Canada),5890,4338
1996,15 October 1996 (USA),5891,4339
1993,24 September 1993 (Brazil),5892,4340
1996,13 August 1996 (USA),5893,4341
1994,27 July 1994 (USA),5894,1631
1996,,5895,2306
2003,9 October 2003 (USA),5896,3168
2005,October 2005 (USA),5897,4342
1969,31 October 1969 (USA),5898,4343
2012,26 April 2013 (UK),5899,4344
2015,14 August 2015 (USA),5900,471
2000,September 2001 (USA),5901,4345
1982,15 April 1983 (USA),5902,4346
1994,,5903,2262
1934,31 March 1934 (USA),5904,499
2009,,5905,3583
2008,6 March 2008 (USA),5906,4347
1989,1 December 1989 (USA),5907,2360
2013,29 November 2013 (USA),5908,4348
2006,9 March 2007 (USA),5909,1830
2013,1 August 2013 (USA),5910,4349
2014,4 April 2014 (USA),5911,304
2011,24 December 2011 (USA),5912,4350
2013,23 November 2013 (USA),5913,4351
1994,23 September 1994 (USA),5914,3062
1996,6 September 1996 (USA),5915,2223
2002,26 July 2002 (USA),5916,911
2015,21 August 2015 (USA),5917,1359
1973,20 June 1973 (USA),5918,4352
1975,21 March 1975 (USA),5919,4353
1977,16 December 1977 (USA),5920,3017
2001,9 November 2001 (USA),5921,2896
1996,11 October 1996 (USA),5922,3237
1991,28 February 1992 (USA),5923,4354
2015,7 April 2015 (USA),5924,4355
1996,27 September 1996 (USA),5925,2657
1991,15 March 1991 (USA),5926,3640
2006,5 April 2007 (Germany),5927,4356
2010,16 October 2010 (USA),5928,4357
2001,2 November 2001 (USA),5929,840
2006,17 February 2006 (USA),5930,1507
2007,18 January 2008 (Finland),5931,4358
1988,7 October 1988 (USA),5932,3768
2001,23 March 2001 (USA),5933,2949
1997,26 September 1997 (USA),5934,1550
2011,2011 (USA),5935,45
2015,11 September 2015 (USA),5936,56
1992,19 February 1993 (USA),5937,4359
2015,15 March 2015 (USA),5938,971
2014,17 May 2014 (USA),5939,4360
2014,,5940,1649
2014,26 June 2015 (USA),5941,4058
2014,15 June 2014 (USA),5942,3527
2014,6 October 2014 (USA),5943,4361
2014,4 March 2015 (Philippines),5944,4362
2008,31 October 2008 (USA),5945,188
1995,22 March 1995 (USA),5946,4363
1993,,5947,1960
1993,27 September 1993 (USA),5948,4364
1975,27 April 1975 (USA),5949,4365
2014,23 October 2014 (USA),5950,4366
1961,20 February 1961 (Denmark),5951,4367
1992,18 December 1992 (USA),5952,4368
2000,7 July 2000 (USA),5953,1285
1999,10 September 1999 (USA),5954,4369
2015,,5955,1514
2002,,5956,3111
1984,31 August 1984 (USA),5957,4370
1995,5 May 1995 (USA),5958,4371
1998,29 May 1998 (USA),5959,2221
2000,3 March 2000 (USA),5960,2748
2001,23 March 2001 (USA),5961,2949
2002,15 May 2003 (Australia),5962,4372
2003,9 May 2003 (UK),5963,4373
1998,27 February 1998 (USA),5964,3124
2001,30 November 2001 (USA),5965,3269
2001,3 August 2001 (Portugal),5966,4374
2000,20 October 2000 (USA),5967,347
2008,20 June 2008 (USA),5968,1764
2002,21 June 2002 (UK),5969,4375
2009,16 April 2010 (Mexico),5970,4376
2014,22 August 2014 (USA),5971,1725
2015,25 January 2015 (USA),5972,2885
1993,13 August 1993 (USA),5973,2592
2012,18 April 2013 (Russia),5974,4377
1964,8 March 1964 (USA),5975,4378
1990,19 October 1990 (USA),5976,4379
1996,2 October 1996 (USA),5977,4380
2006 2007 2008,"Sep 8, 2007 Wide",5978,4381
1931,8 August 1931 (USA),5979,4382
2005,26 April 2007 (Germany),5980,4383
1935,23 January 1935 (USA),5981,4384
1936,February 1936 (USA),5982,4385
1933,20 May 1933 (USA),5983,4386
2002,31 January 2003 (UK),5984,4387
1953,1 April 1953 (USA),5985,4388
1935,19 October 1935 (USA),5986,4389
2011,14 October 2011 (USA),5987,4390
2007,4 December 2007 (USA),5988,4391
1932,28 October 1932 (USA),5989,4392
1947,March 1947 (USA),5990,4393
2010,30 April 2010 (USA),5991,2400
1986,9 May 1986 (USA),5992,3837
1981,24 April 1981 (USA),5993,1933
2010,November 2010 (Australia),5994,4394
2006,2 April 2010 (Italy),5995,4395
2013,7 November 2013 (Qatar),5996,4396
1982,1 January 1982 (USA),5997,4397
1998,6 June 2000 (USA),5998,4398
2006,8 February 2008 (USA),5999,4399
2013,10 March 2013 (USA),6000,1237
2010,31 May 2013 (Mexico),6001,4400
2004 2005 2006,"Nov 23, 2005 Wide",6002,4401
2003,21 July 2007 (Japan),6003,4402
2006,11 March 2008 (USA),6004,4403
2004,14 August 2004 (USA),6005,4404
1996,23 March 1996 (South Korea),6006,4405
1978,27 April 1979 (USA),6007,4406
1986,11 April 1986 (USA),6008,2057
1987,15 January 1988 (USA),6009,3797
1977,1 December 1977 (West Germany),6010,4407
2004,30 July 2004 (USA),6011,452
2010,17 September 2010 (USA),6012,238
2008,13 June 2008 (USA),6013,1091
2006,21 July 2006 (USA),6014,1022
2012 2013 2014,"May 31, 2013 Wide",6015,4408
2013,20 January 2013 (USA),6016,4409
2011,24 April 2011 (USA),6017,4410
2010,21 April 2010 (USA),6018,4411
2010,January 2010 (USA),6019,4412
2002,7 May 2003 (France),6020,4413
2010,4 March 2011 (UK),6021,4414
2013,11 July 2013 (Germany),6022,4415
2012,12 November 2012 (USA),6023,4416
2015,3 July 2015 (USA),6024,3937
1982,30 April 1982 (USA),6025,4417
2014,18 July 2014 (USA),6026,1128
2013,20 September 2013 (USA),6027,212
2006,22 September 2006 (USA),6028,814
1991,9 August 1991 (USA),6029,4418
2012,3 September 2014 (Netherlands),6030,4419
2014,17 October 2014 (USA),6031,1831
2012,22 March 2013 (UK),6032,4420
1966,15 November 1966 (USA),6033,4421
1986,21 November 1986 (USA),6034,949
2008,21 February 2008 (Russia),6035,4422
2007,27 July 2007 (USA),6036,909
1988,1988 (USA),6037,3560
2003,20 June 2003 (USA),6038,1820
2006,1 September 2006 (USA),6039,2044
1998,,6040,4066
1989,12 May 1989 (USA),6041,4423
2012,22 February 2013 (Ireland),6042,4424
2002,7 March 2003 (USA),6043,4425
2013,6 June 2015 (USA),6044,4426
2016,21 October 2016 (USA),6045,29
1995,2 February 1996 (USA),6046,4427
2001,18 January 2002 (USA),6047,3865
2000,19 January 2001 (USA),6048,1901
2006,20 October 2006 (USA),6049,2278
2007,12 October 2007 (USA),6050,2648
2003,27 May 2003 (USA),6051,4428
1976,24 December 1976 (USA),6052,4429
1977,31 August 1977 (USA),6053,4430
1975,28 September 1975 (USA),6054,4431
1974,1 December 1975 (Sweden),6055,4432
1973,22 October 1973 (Sweden),6056,4433
1975,August 1975 (USA),6057,4434
1971,2 August 1971 (Sweden),6058,4435
2014,22 May 2015 (USA),6059,4436
2007,9 December 2007 (USA),6060,4437
2015,29 November 2015 (USA),6061,4438
2011,1 January 2012 (USA),6062,4439
2013,12 February 2013 (USA),6063,4440
2012,30 September 2012 (USA),6064,4441
2007,March 2008 (France),6065,4442
2010,,6066,708
2007,16 October 2009 (USA),6067,4443
2011,31 October 2011 (USA),6068,420
2015,27 March 2015 (USA),6069,771
2014,20 March 2015 (USA),6070,4444
2014,19 June 2015 (USA),6071,234
2013,9 July 2013 (USA),6072,4445
2009,12 September 2009 (USA),6073,4446
2011,22 March 2011 (USA),6074,4447
2013,4 January 2013 (USA),6075,4448
1995,24 February 1995 (USA),6076,4449
1936,14 March 1936 (USA),6077,4450
2015,12 August 2015 (Philippines),6078,4451
2015,13 March 2015 (USA),6079,763
1989,8 November 1990 (Australia),6080,4452
2015,11 February 2016 (Germany),6081,4453
1990,12 January 1990 (USA),6082,4454
2013,18 October 2013 (USA),6083,252
2013,March 2013 (USA),6084,4455
2015,21 July 2015 (Germany),6085,4456
1996,14 August 2007 (Hungary),6086,4457
2013,15 January 2013 (USA),6087,4458
2014,8 August 2014 (USA),6088,1850
2014,8 April 2014 (USA),6089,4459
2009,10 March 2009 (USA),6090,4460
2009,November 2011 (USA),6091,4461
2011,22 October 2011 (USA),6092,4462
2011,31 December 2011 (USA),6093,4073
1979,27 July 1979 (USA),6094,4463
2012,2012 (USA),6095,3334
1989,11 August 1989 (USA),6096,4464
2015,19 June 2015 (USA),6097,823
1949,January 1950 (USA),6098,1756
1923,23 November 1923 (USA),6099,4465
1961,30 October 1961 (USA),6100,515
1951,25 December 1951 (USA),6101,2530
1953,4 December 1953 (France),6102,4466
1963,31 July 1963 (UK),6103,4467
1961,14 December 1961 (USA),6104,4468
1966,28 September 1966 (USA),6105,4469
1952,14 September 1952 (USA),6106,4470
1994,21 October 1995 (Japan),6107,4471
2008,24 October 2008 (USA),6108,2090
2009 2010 2011,"Oct 29, 2010 Wide",6109,4472
1970,20 June 1970 (Japan),6110,4473
2007,26 October 2007 (USA),6111,3685
1972,13 December 1972 (USA),6112,3309
1970,13 May 1970 (USA),6113,4474
1973,31 August 1973 (Hong Kong),6114,4475
1971,9 April 1971 (USA),6115,4476
1964,14 October 1964 (USA),6116,2486
1966,10 June 1966 (USA),6117,4477
1967,1 August 1967 (USA),6118,4478
1952,13 February 1952 (USA),6119,4479
1968,20 September 1968 (West Germany),6120,4480
2009,23 October 2009 (USA),6121,1312
1967,1 May 1967 (USA),6122,4481
1970 1971 1972,"Jan 1, 1971 Wide",6123,4482
1998,25 September 1998 (USA),6124,2000
1968,19 June 1968 (USA),6125,4483
1966,20 December 1966 (USA),6126,4484
1984,2 March 1984 (USA),6127,995
1993,4 June 1993 (USA),6128,4185
1988,21 October 1988 (USA),6129,2821
1991,15 March 1991 (USA),6130,3640
1992,8 October 1992 (Germany),6131,4485
1992,8 May 1992 (USA),6132,3504
1999,21 January 2000 (USA),6133,1427
1993,10 September 1993 (USA),6134,661
1981,19 March 1982 (USA),6135,4486
1983,24 June 1983 (USA),6136,4280
1986,13 June 1986 (USA),6137,4487
1987,10 July 1987 (USA),6138,1013
1985,7 August 1985 (USA),6139,4488
1985,22 March 1985 (USA),6140,4006
1992,24 April 1992 (USA),6141,4489
1991,16 August 1991 (USA),6142,4490
2001,16 January 2002 (USA),6143,4491
1995,5 May 1995 (USA),6144,4371
1982,19 February 1982 (USA),6145,4492
1997 1998 1999,"Jan 30, 1998 Limited",6146,4493
1990,19 October 1990 (USA),6147,4379
1991,18 January 1991 (USA),6148,4494
1938 1939 1940,"Sep 2, 1939 Limited",6149,4495
1994,January 1994 (USA),6150,4496
1998,16 July 1999 (USA),6151,4497
2000,9 June 2000 (Poland),6152,4498
1997 1998 1999,"Oct 9, 1998 Wide",6153,4499
1991,19 June 1993 (South Korea),6154,4500
1991,22 March 1991 (USA),6155,1368
1987,9 April 1988 (Japan),6156,4501
1999,22 January 1999 (USA),6157,3557
2003,19 September 2003 (USA),6158,18
1993 1994 1995,"Jan 21, 1994 Wide",6159,4502
1981,18 September 1981 (USA),6160,230
1985,2 October 1985 (USA),6161,4503
1987,30 October 1987 (USA),6162,2831
1982,3 February 1983 (Argentina),6163,4504
1984,29 September 1984 (USA),6164,4505
1986,29 January 1987 (Australia),6165,4506
1990,15 June 1990 (Netherlands),6166,4507
1988,11 November 1988 (USA),6167,1339
1984,19 December 1984 (USA),6168,4508
1994,16 September 1994 (USA),6169,3117
1980,21 August 1981 (Finland),6170,4509
1986,23 May 1986 (USA),6171,2662
1985,22 August 1985 (Argentina),6172,4510
2002,4 September 2003 (Argentina),6173,4511
1997,20 February 1998 (USA),6174,2475
1984 1985 1986,"Aug 1, 1985 Wide",6175,4512
1989,3 February 1989 (USA),6176,4236
1979,2 March 1979 (USA),6177,4513
1979,26 October 1979 (USA),6178,4514
1984,5 October 1984 (USA),6179,3074
1980 1981 1982,"Dec 4, 1981 Wide",6180,4515
2004,22 December 2004 (USA),6181,947
2008,26 November 2008 (USA),6182,3064
2007,20 July 2007 (USA),6183,2063
1963,5 July 1963 (West Germany),6184,4516
1965,10 December 1965 (USA),6185,4517
1962 1963 1964,"Nov 7, 1963 Limited",6186,4518
1955,16 January 1956 (Brazil),6187,4519
1956,17 July 1956 (USA),6188,4520
1941,25 April 1941 (USA),6189,4521
1990,9 November 1990 (USA),6190,4321
2006,6 June 2006 (USA),6191,3174
2001,30 March 2001 (USA),6192,2258
2005,17 August 2006 (Hungary),6193,4522
2001 2002 2003,"Dec 13, 2002 Wide",6194,4523
2001,14 December 2001 (USA),6195,3056
2003,5 March 2003 (USA),6196,4524
2009,20 February 2009 (USA),6197,4525
1955,27 October 1955 (USA),6198,4526
1974,14 June 1974 (USA),6199,4527
1999,26 March 1999 (USA),6200,4528
1983,15 July 1983 (USA),6201,918
1980,16 May 1980 (USA),6202,4529
1980,6 June 1980 (USA),6203,4530
1981,20 March 1981 (USA),6204,561
1978,9 June 1978 (USA),6205,4531
1982,January 1983 (USA),6206,4532
2015,16 October 2015 (USA),6207,377
2007,20 April 2007 (USA),6208,2017
2014,13 October 2014 (USA),6209,4533
2011,25 October 2011 (USA),6210,4534
2015,19 February 2016 (USA),6211,4535
2014,25 March 2015 (Philippines),6212,4536
2015,5 February 2015 (Kuwait),6213,4537
2014,20 February 2015 (USA),6214,4187
2008 2009 2010,"Oct 30, 2009 Wide",6215,4538
2013,6 June 2013 (USA),6216,4539
2013 2014 2015,"Oct 31, 2014 Limited",6217,4540
2012,6 September 2012 (Russia),6218,3789
1961,May 1961 (UK),6219,4541
2011,24 July 2012 (USA),6220,4542
2007,3 April 2008 (Singapore),6221,4543
2014,11 April 2014 (Poland),6222,4544
1956,13 December 1956 (USA),6223,4545
2013,27 January 2015 (Japan),6224,4546
2011,29 March 2012 (Russia),6225,4547
1942,18 September 1942 (USA),6226,4548
1946,7 June 1946 (USA),6227,4549
1942,12 February 1943 (USA),6228,4550
1939,1 September 1939 (USA),6229,4551
1945,26 October 1945 (USA),6230,3638
1943,30 April 1943 (USA),6231,4552
1944,21 January 1944 (USA),6232,4553
1945,27 July 1945 (USA),6233,4554
1945,16 March 1945 (USA),6234,4555
1944,1 August 1944 (USA),6235,4556
1944,26 May 1944 (USA),6236,4557
2013 2014 2015,"Aug 1, 2014 Limited",6237,4558
2013,30 August 2013 (USA),6238,4559
2015,1 January 2015 (France),6239,4560
1965,15 April 1965 (USA),6240,4561
1999,1 October 1999 (USA),6241,1018
2001,27 July 2001 (USA),6242,4562
2013,25 October 2013 (UK),6243,4563
2014,25 July 2014 (USA),6244,2928
2013,8 July 2013 (USA),6245,4564
2013,8 May 2014 (USA),6246,4565
2009,31 July 2009 (USA),6247,1294
2012,27 April 2012 (USA),6248,1413
2008,7 August 2008 (Russia),6249,4566
2013,3 January 2014 (USA),6250,4567
2012,30 November 2012 (USA),6251,1634
2015,18 September 2015 (USA),6252,195
2013,27 September 2013 (USA),6253,4568
1990,7 September 1990 (USA),6254,4569
2010,1 October 2010 (USA),6255,2020
1984,August 1984 (USA),6256,4570
1981,September 1981 (USA),6257,4571
1987,28 August 1987 (USA),6258,331
2013,24 October 2013 (Russia),6259,4572
2014,21 October 2014 (USA),6260,2172
2014,9 June 2014 (China),6261,4573
1978 1979 1980,"Jan 1, 1979 Wide",6262,3225
2013,1 November 2013 (USA),6263,1890
2010,27 August 2010 (Italy),6264,4574
2010,12 December 2010 (Chile),6265,4575
1999,23 January 1999 (USA),6266,4576
1986,16 April 1986 (USA),6267,4577
2007,11 October 2007 (USA),6268,4578
2003,30 April 2004 (UK),6269,4579
2013,25 June 2013 (USA),6270,4580
2009,16 January 2009 (USA),6271,2154
1992,9 September 1994 (USA),6272,4581
2001,14 September 2001 (Italy),6273,4582
1979,30 September 1979 (USA),6274,4126
2010,25 March 2010 (Kazakhstan),6275,4583
2007,17 October 2007 (USA),6276,4584
2005,13 January 2006 (UK),6277,4585
2013,22 May 2013 (France),6278,4586
2013 2014 2015,"Apr 25, 2014 Limited",6279,4587
2014,5 September 2014 (USA),6280,4588
2003,26 March 2004 (USA),6281,4589
2003,5 September 2003 (USA),6282,3811
2001,11 May 2001 (USA),6283,3045
2005,6 January 2006 (USA),6284,1252
2002,20 September 2002 (USA),6285,2659
2014,9 January 2015 (USA),6286,4204
2014,27 February 2015 (USA),6287,4590
2008,12 June 2008 (Israel),6288,4591
2004,6 May 2004 (USA),6289,4592
2015,,6290,1514
2009,5 May 2010 (France),6291,4593
1962,21 November 1962 (USA),6292,4594
1965,30 June 1965 (USA),6293,4595
1969,September 1969 (USA),6294,4596
2015,23 October 2015 (USA),6295,2894
1967,4 December 1967 (USA),6296,4597
2000,25 August 2000 (USA),6297,4598
1964,20 May 1964 (USA),6298,4599
1969,21 January 1970 (USA),6299,4600
1977,22 July 1977 (USA),6300,3705
2008,4 January 2008 (USA),6301,4601
2009,9 January 2009 (USA),6302,2785
2007,23 May 2008 (UK),6303,4602
2008,15 July 2008 (USA),6304,4603
2009,11 September 2009 (USA),6305,3108
2008,6 February 2009 (USA),6306,4604
2010,13 December 2012 (Kuwait),6307,4605
2006,3 February 2006 (USA),6308,2691
2009,29 January 2010 (Mexico),6309,4606
2009,8 January 2009 (Russia),6310,4607
2010,9 March 2010 (USA),6311,4608
2011,11 March 2011 (UK),6312,4609
2012,9 October 2012 (USA),6313,4610
1984,August 1985 (USA),6314,4611
2009,1 March 2009 (USA),6315,367
1978,22 November 1978 (USA),6316,4612
2010,2010 (USA),6317,2409
2013,19 January 2014 (Japan),6318,4613
2010,25 June 2010 (USA),6319,2066
2015,27 November 2015 (USA),6320,2895
2014,15 August 2014 (USA),6321,1851
2014,5 September 2014 (UK),6322,4162
2011,November 2011 (Australia),6323,4614
2014,31 October 2014 (USA),6324,257
2013,20 April 2013 (USA),6325,190
2015,18 June 2015 (Taiwan),6326,4615
2011,26 July 2012 (Russia),6327,4616
2015,,6328,1514
2014,22 August 2014 (USA),6329,1725
2014,23 January 2015 (USA),6330,2793
2014,28 December 2014 (USA),6331,4617
2014,8 January 2015 (Denmark),6332,4618
2014,27 November 2014 (Kuwait),6333,4619
2014,29 August 2014 (USA),6334,4620
2014,23 June 2015 (USA),6335,4621
2014 2015 2016,"Apr 3, 2015 Wide",6336,4622
2011,23 August 2013 (USA),6337,4623
1937,5 April 1937 (USA),6338,4624
2014,21 October 2014 (USA),6339,2172
2013,11 April 2014 (USA),6340,1685
2013,1 May 2014 (USA),6341,3142
2013,14 March 2014 (USA),6342,4148
2014,21 February 2014 (USA),6343,1724
2009,11 September 2009 (USA),6344,3108
2015,6 March 2015 (USA),6345,1590
2013,28 November 2013 (Hungary),6346,4625
2014,26 December 2014 (Australia),6347,4626
1963,18 September 1963 (USA),6348,3674
2014,20 March 2015 (USA),6349,4444
2014,7 November 2014 (USA),6350,825
2014,17 October 2014 (USA),6351,1831
2012,23 January 2013 (USA),6352,4627
2014,November 2014 (USA),6353,968
2014,5 December 2014 (USA),6354,4046
2015,15 May 2015 (USA),6355,2298
2014,1 May 2014 (Singapore),6356,4628
2012,14 September 2012 (USA),6357,4629
2015,27 February 2015 (USA),6358,2287
2014,10 October 2014 (USA),6359,785
2014,3 October 2014 (USA),6360,4175
2008,1 January 2011 (USA),6361,4630
2015,,6362,1514
2014,27 March 2014 (USA),6363,4631
2009,7 November 2009 (Japan),6364,4632
2015,24 April 2015 (USA),6365,374
1991,1 November 1991 (USA),6366,2834
2013,28 February 2014 (USA),6367,4633
1988,5 February 1988 (USA),6368,258
2009,18 January 2009 (USA),6369,4634
2000,14 June 2002 (UK),6370,4635
1992,17 January 1992 (USA),6371,1549
2010,19 November 2010 (USA),6372,1145
2000,8 December 2000 (USA),6373,4636
2013,18 January 2013 (USA),6374,4637
2010,11 February 2011 (USA),6375,4638
2000,18 February 2000 (USA),6376,1658
2006,8 September 2006 (USA),6377,4639
2005,30 May 2006 (USA),6378,4640
1993,20 August 1993 (USA),6379,1342
2000,27 October 2000 (USA),6380,4641
2004,22 October 2004 (USA),6381,3261
1997,30 May 1997 (USA),6382,4642
2000,17 November 2000 (USA),6383,1295
2005,1 January 2005 (USA),6384,4643
1997,,6385,4644
2007,23 January 2007 (USA),6386,4645
2009,6 November 2009 (USA),6387,1297
1989,10 November 1989 (USA),6388,1638
2013,22 February 2013 (USA),6389,2021
1992,9 May 1992 (USA),6390,4646
1991,April 1991 (USA),6391,4647
1997,22 August 1997 (Turkey),6392,4648
2000,18 September 2001 (USA),6393,4649
1990,14 May 1990 (USA),6394,4650
1989,4 November 1989 (Japan),6395,4651
2003,16 November 2004 (USA),6396,4652
2008,11 July 2008 (Latvia),6397,4653
1990,24 August 1990 (USA),6398,2139
1990,20 July 1990 (USA),6399,4654
1990,15 February 1991 (USA),6400,4655
1997,18 July 1997 (Germany),6401,4656
1993,22 April 1993 (Germany),6402,4657
1984,26 October 1984 (USA),6403,934
2007,16 November 2007 (Spain),6404,4658
1992,7 August 1992 (USA),6405,957
1989,18 August 1989 (USA),6406,2587
2002,18 October 2002 (USA),6407,1824
1997,4 April 1997 (USA),6408,2134
2013,24 January 2013 (Russia),6409,4659
1980,1 April 1980 (USA),6410,4660
1987,,6411,1385
1974,22 July 1974 (Sweden),6412,4661
1984,14 September 1984 (USA),6413,4662
1976,30 July 1976 (USA),6414,4663
1981,26 February 1982 (USA),6415,4664
1989,October 1990 (USA),6416,4665
1980,26 November 1980 (France),6417,4666
1982,29 October 1982 (USA),6418,4667
1983,1 May 1983 (USA),6419,4668
1988,13 May 1988 (USA),6420,4014
1982,1 October 1982 (USA),6421,4669
1982,12 March 1982 (USA),6422,1970
2015,14 August 2015 (USA),6423,471
1978,3 August 1978 (USA),6424,4670
1973,July 1973 (USA),6425,4671
1977,15 June 1977 (USA),6426,1057
2014,20 April 2014 (USA),6427,2927
1991,13 July 1991 (South Korea),6428,4672
1979 1980 1981,"Jan 1, 1980 Wide",6429,4673
2015,2 October 2015 (USA),6430,2514
2014,7 October 2014 (USA),6431,4674
1977,November 1977 (USA),6432,4675
1981,24 July 1981 (West Germany),6433,4676
1977,December 1977 (USA),6434,4677
1972,10 March 1972 (USA),6435,119
1975 1976 1977,"Jun 2, 1976 Wide",6436,4678
1975,6 June 1975 (USA),6437,4679
1960,22 September 1960 (USA),6438,4680
1972,4 October 1972 (USA),6439,4681
1978,15 April 1978 (Japan),6440,4682
1977,20 November 1977 (USA),6441,4683
1966,20 April 1966 (USA),6442,4684
1979,22 August 1979 (France),6443,4685
2013,18 October 2013 (USA),6444,252
1981,5 November 1982 (USA),6445,4686
1979,7 December 1979 (USA),6446,3180
1976,July 1976 (USA),6447,4687
2015,28 February 2015 (USA),6448,4688
1978,26 October 1978 (Mexico),6449,4689
2015,10 April 2015 (USA),6450,2011
1980,19 September 1980 (USA),6451,4065
1981,1 May 1981 (USA),6452,1239
1988,14 May 1999 (UK),6453,4690
1983,27 May 1983 (USA),6454,4691
1985,28 May 1985 (USA),6455,4692
1985,September 1985 (USA),6456,3380
1986,14 November 1986 (USA),6457,3704
2015,14 August 2015 (USA),6458,471
2014,12 June 2014 (USA),6459,4693
1985,November 1985 (USA),6460,4694
1987,1 May 1987 (USA),6461,7
1985,27 September 1985 (USA),6462,3769
1987,February 1987 (USA),6463,4695
1980,14 August 1980 (USA),6464,4696
1993,30 July 1993 (Brazil),6465,4697
1989,24 February 1989 (USA),6466,4698
1985,30 August 1985 (USA),6467,3129
1983,16 September 1983 (USA),6468,4699
1985,April 1985 (USA),6469,4700
1986,12 September 1986 (USA),6470,4701
1981,October 1981 (USA),6471,4702
1986,14 February 1986 (USA),6472,4703
1982,7 May 1982 (USA),6473,4704
1970,April 1975 (USA),6474,4705
1983,16 September 1983 (USA),6475,4699
1985,14 June 1985 (USA),6476,2668
1982,January 1983 (USA),6477,4532
1980,16 May 1980 (USA),6478,4529
2015,15 March 2015 (USA),6479,971
2015,6 October 2015 (USA),6480,308
2015,14 March 2015 (USA),6481,49
1952 1953 1954,"Feb 13, 1953 Wide",6482,4706
2014,31 July 2015 (USA),6483,4707
2009,1 October 2010 (USA),6484,4708
1951,31 October 1951 (USA),6485,4709
1997,11 March 1998 (France),6486,4710
2014,17 May 2014 (USA),6487,4360
2010,6 August 2010 (USA),6488,394
2006,29 April 2006 (USA),6489,4711
2011,5 October 2011 (USA),6490,4712
2008,13 June 2008 (USA),6491,1091
2012,5 October 2012 (USA),6492,830
2003,23 October 2003 (USA),6493,4713
1961,15 March 1961 (USA),6494,4714
1940,19 April 1940 (USA),6495,2196
1945,29 October 1945 (Sweden),6496,4715
1941,21 February 1941 (USA),6497,4716
1945,5 December 1945 (USA),6498,4717
1949,17 February 1949 (USA),6499,4718
1935,4 May 1935 (USA),6500,4719
1959,24 July 1959 (Finland),6501,4720
1939,19 August 1939 (USA),6502,4721
1960,13 June 1960 (Sweden),6503,4722
1942,12 May 1942 (USA),6504,4723
1947,5 September 1947 (USA),6505,4724
2006,27 October 2006 (USA),6506,122
2009,11 February 2010 (USA),6507,4725
2009,12 May 2009 (USA),6508,4726
2013,6 May 2013 (USA),6509,4727
2006,13 October 2006 (USA),6510,1511
2009,28 August 2009 (USA),6511,124
2007,29 June 2007 (USA),6512,862
2003,31 January 2003 (Mexico),6513,4728
2007,26 January 2007 (USA),6514,3943
2005,27 January 2006 (USA),6515,4729
2002,27 November 2002 (USA),6516,1064
1996,20 December 1996 (USA),6517,366
1995,28 April 1995 (USA),6518,4287
2015,8 January 2016 (USA),6519,4730
2015,20 November 2015 (USA),6520,1008
2015,13 November 2015 (USA),6521,1539
2011,20 May 2011 (UK),6522,4731
1998,October 1998 (USA),6523,4732
2016,,6524,536
