Release Date,Country,original_index,unique_index
18 December 2012 (USA),USA,5456,4458
,USA,5457,47
22 November 1985 (USA),"Canada,USA",5458,4459
1 August 2011 (USA),USA,5459,4460
September 2011 (USA),USA,5460,4461
13 April 2016 (USA),USA,5461,4462
15 October 1999 (USA),USA,5462,4463
3 October 2008 (USA),USA,5463,2324
21 August 2009 (USA),"USA,United Arab Emirates",5464,4464
20 January 1966 (USA),USA,5465,4465
18 March 1994 (USA),"Japan,USA",5466,4466
10 August 1984 (USA),USA,5467,3245
25 April 2013 (USA),USA,5468,4467
4 January 2011 (USA),USA,5469,2597
"Mar 15, 2001 Wide","Germany,USA",5470,4468
29 August 2014 (France),USA,5471,4469
23 November 2014 (USA),USA,5472,4470
11 July 2013 (USA),USA,5473,4471
2015 (USA),USA,5474,258
,USA,5475,47
May 2016 (USA),USA,5476,1584
1 May 2016 (USA),USA,5477,4472
2016 (USA),USA,5478,441
4 October 2015 (USA),USA,5479,4473
30 October 2015 (USA),USA,5480,3121
5 November 2015 (USA),USA,5481,4474
1 August 2016 (USA),USA,5482,4475
7 December 1967 (Australia),USA,5483,4476
18 December 1964 (USA),USA,5484,4477
9 July 1975 (USA),"UK,USA",5485,4478
19 July 1967 (USA),USA,5486,4479
6 June 1962 (USA),"USA,Canada",5487,4480
11 July 1995 (USA),USA,5488,4481
8 May 1937 (USA),USA,5489,4482
25 December 1958 (USA),USA,5490,4483
8 July 1964 (USA),"USA,UK,Argentina",5491,4484
11 June 1960 (USA),USA,5492,4485
8 January 2011 (Japan),"USA,Japan,South Africa",5493,4486
5 July 1978 (USA),USA,5494,4487
1 December 1966 (USA),USA,5495,4488
24 December 1958 (UK),"UK,USA",5496,4489
6 February 1975 (USA),USA,5497,4490
17 January 1927 (USA),USA,5498,4491
20 April 1924 (USA),USA,5499,4492
22 September 1928 (USA),USA,5500,4493
20 May 1928 (USA),USA,5501,4494
11 March 1925 (USA),USA,5502,4495
20 September 1925 (USA),USA,5503,4496
4 November 1988 (USA),USA,5504,2512
25 December 1987 (USA),USA,5505,2913
3 November 2012 (USA),"Canada,UK,USA",5506,4497
1993 (South Africa),"UK,USA",5507,4498
21 August 2015 (USA),USA,5508,3105
30 September 1979 (USA),USA,5509,4499
1 December 1945 (USA),USA,5510,4500
4 August 1972 (USA),USA,5511,4501
9 June 1989 (USA),USA,5512,1924
11 December 2013 (USA),USA,5513,4502
1 April 2011 (USA),USA,5514,913
4 April 2014 (Poland),USA,5515,4503
6 April 2014 (Belgium),USA,5516,4504
10 November 2014 (USA),USA,5517,4505
6 June 2014 (USA),USA,5518,2508
21 July 2000 (USA),"Japan,USA",5519,4506
12 November 2013 (USA),USA,5520,4369
18 April 2014 (Poland),USA,5521,4507
22 July 2014 (USA),USA,5522,4508
29 April 2015 (USA),USA,5523,4509
19 May 1914 (USA),USA,5524,4510
August 1986 (USA),USA,5525,4511
21 December 1999 (USA),USA,5526,4512
25 April 1997 (USA),USA,5527,3274
March 1959 (USA),USA,5528,4513
25 November 2015 (USA),USA,5529,1607
4 March 2013 (USA),USA,5530,4514
13 July 2013 (USA),USA,5531,46
12 December 2014 (USA),USA,5532,1009
9 November 2014 (USA),"USA,France",5533,4515
4 October 2014 (USA),"UK,USA",5534,4516
9 February 2001 (USA),"USA,Australia",5535,4517
"Jan 11, 2002 Wide",USA,5536,4518
26 April 2014 (USA),USA,5537,2276
21 January 2013 (USA),USA,5538,4519
29 January 2015 (Germany),"USA,Russia",5539,4520
14 March 2014 (USA),"UK,Denmark,USA",5540,4521
18 April 2014 (USA),USA,5541,4280
12 December 2014 (UK),USA,5542,4522
30 January 2015 (UK),"USA,UK",5543,4523
January 1994 (USA),USA,5544,4524
20 April 2015 (USA),USA,5545,4525
29 June 2012 (USA),USA,5546,2820
21 February 2015 (Japan),USA,5547,4526
10 July 2015 (USA),USA,5548,470
5 June 2015 (Mexico),USA,5549,4527
24 April 2015 (USA),"Mexico,USA",5550,4528
24 July 2015 (USA),USA,5551,472
21 July 2015 (USA),USA,5552,4529
3 July 2015 (USA),"Mexico,USA",5553,4530
27 September 2015 (USA),USA,5554,4531
16 September 2015 (Canada),USA,5555,4532
21 August 2015 (USA),USA,5556,3105
26 October 2012 (USA),USA,5557,4533
1 September 2015 (USA),USA,5558,4534
14 February 2014 (USA),USA,5559,390
16 October 2014 (Germany),USA,5560,4535
6 September 2013 (USA),USA,5561,4536
17 October 2014 (USA),USA,5562,2582
5 September 2014 (UK),USA,5563,4537
4 December 2014 (Brazil),USA,5564,4538
20 February 2015 (USA),USA,5565,1618
25 December 2014 (USA),"USA,UK,Canada",5566,4539
17 April 2015 (USA),USA,5567,816
21 June 2013 (USA),USA,5568,21
19 May 2000 (USA),USA,5569,1810
24 April 2015 (USA),USA,5570,375
5 December 2014 (USA),USA,5571,4540
20 September 2002 (USA),"USA,Germany",5572,2845
27 June 1952 (USA),USA,5573,4541
17 August 1979 (USA),USA,5574,4542
24 November 1950 (USA),USA,5575,4543
18 February 1913 (USA),USA,5576,4544
25 December 1955 (USA),USA,5577,4545
11 November 1938 (USA),USA,5578,4546
28 November 1941 (USA),USA,5579,4547
17 October 1947 (USA),USA,5580,4548
25 December 1935 (USA),USA,5581,68
31 August 1943 (Argentina),USA,5582,4549
25 December 2014 (USA),"UK,USA",5583,4550
3 October 2014 (USA),USA,5584,4551
14 November 2014 (USA),USA,5585,964
19 September 2014 (USA),USA,5586,369
13 March 2015 (USA),USA,5587,766
12 August 2005 (USA),USA,5588,4183
6 March 2009 (USA),USA,5589,4552
5 January 2007 (USA),"USA,UK",5590,4553
13 May 2011 (USA),USA,5591,4116
19 October 2007 (USA),"USA,New Zealand",5592,4554
22 January 2010 (USA),USA,5593,4555
24 April 1998 (USA),"UK,USA",5594,4556
15 May 2015 (USA),USA,5595,2614
15 October 2014 (Philippines),USA,5596,4557
6 March 2015 (USA),"USA,Mexico",5597,4558
6 February 2015 (USA),"USA,UK,Australia",5598,4559
22 August 2014 (USA),USA,5599,1802
23 July 2002 (USA),USA,5600,4560
12 November 2002 (USA),USA,5601,4561
17 May 1996 (USA),USA,5602,4562
31 March 1995 (USA),"USA,Japan",5603,4563
19 June 1987 (USA),USA,5604,4228
28 October 1994 (USA),USA,5605,4564
16 January 2004 (USA),USA,5606,2041
12 March 1993 (USA),USA,5607,3313
20 March 1981 (USA),USA,5608,4565
26 July 1979 (USA),USA,5609,4566
12 August 1988 (USA),USA,5610,1206
2 April 1993 (USA),USA,5611,3425
30 May 1986 (USA),USA,5612,4567
6 March 1981 (USA),USA,5613,4568
18 December 1981 (USA),USA,5614,84
24 March 1995 (USA),USA,5615,2091
25 December 1994 (USA),USA,5616,4569
4 June 1993 (USA),USA,5617,4570
5 October 2001 (USA),USA,5618,3033
4 October 2002 (USA),USA,5619,4571
20 August 1982 (USA),USA,5620,4572
31 October 2015 (USA),USA,5621,2295
27 February 2004 (USA),USA,5622,4573
3 October 1980 (USA),USA,5623,4574
2 September 2001 (USA),"USA,Germany,UK",5624,4575
30 March 2001 (USA),USA,5625,2406
20 February 2015 (USA),"USA,France",5626,4576
1 June 1934 (USA),USA,5627,442
December 1972 (UK),USA,5628,4577
13 December 1965 (UK),USA,5629,4578
27 December 1935 (USA),USA,5630,4579
17 April 1936 (USA),USA,5631,4580
18 March 1938 (USA),USA,5632,4581
16 October 1936 (USA),USA,5633,4582
4 May 1934 (USA),USA,5634,4583
17 May 1935 (USA),USA,5635,4584
17 March 1971 (USA),USA,5636,4585
5 February 1976 (USA),USA,5637,4586
15 April 1994 (USA),USA,5638,4587
14 August 1996 (USA),USA,5639,4588
17 May 1962 (USA),USA,5640,4589
13 January 1995 (USA),USA,5641,3945
,USA,5642,47
15 August 2014 (USA),USA,5643,4590
10 June 1977 (USA),USA,5644,4591
17 October 1974 (USA),USA,5645,4592
9 January 2015 (USA),"UK,USA",5646,4593
1 September 1992 (USA),USA,5647,4594
2000 (USA),USA,5648,4595
,USA,5649,47
1 March 1991 (USA),USA,5650,1205
15 January 1988 (USA),USA,5651,125
11 January 1991 (USA),USA,5652,4596
11 June 1997 (USA),USA,5653,4597
15 March 1973 (USA),USA,5654,4598
10 February 1939 (USA),USA,5655,4599
3 August 1960 (USA),USA,5656,4600
August 1963 (USA),USA,5657,4601
22 July 1994 (USA),USA,5658,2961
7 August 2015 (USA),USA,5659,479
12 March 2015 (Singapore),USA,5660,4602
15 May 2015 (USA),USA,5661,2614
9 April 1964 (USA),USA,5662,4603
10 March 1965 (USA),"USA,West Germany",5663,4604
25 June 1980 (USA),USA,5664,2258
4 December 2015 (USA),"Canada,Germany,Australia,USA",5665,4605
October 1957 (USA),USA,5666,4606
19 December 1997 (USA),USA,5667,1134
26 August 2005 (USA),"USA,France",5668,4607
1 February 2008 (USA),USA,5669,4608
14 December 2007 (USA),USA,5670,1126
25 December 2004 (USA),USA,5671,2948
19 February 1999 (USA),USA,5672,804
17 November 1972 (USA),USA,5673,4609
7 February 1969 (Brazil),USA,5674,4610
28 March 1964 (USA),USA,5675,4611
30 July 1993 (USA),USA,5676,3957
4 April 1947 (USA),USA,5677,4612
8 October 1947 (USA),USA,5678,4613
12 February 2015 (Brazil),"USA,UK",5679,4614
1955 (UK),USA,5680,4615
14 August 1953 (France),USA,5681,4616
"May 19, 1960 Wide",USA,5682,4617
22 May 2015 (USA),"USA,Canada",5683,4618
February 1950 (USA),USA,5684,4619
26 January 1951 (USA),USA,5685,4620
11 April 1939 (USA),USA,5686,4621
16 June 1939 (USA),USA,5687,4622
13 September 2013 (USA),"USA,Canada",5688,4623
24 October 1997 (USA),"UK,USA",5689,2479
5 December 2005 (Hungary),USA,5690,4624
25 June 1994 (USA),USA,5691,4625
21 June 1974 (USA),USA,5692,2976
3 October 2014 (USA),USA,5693,4551
15 December 1989 (USA),USA,5694,4626
3 June 1988 (USA),USA,5695,51
15 August 1986 (USA),USA,5696,3920
9 August 1985 (USA),USA,5697,2911
26 January 2015 (Netherlands),"Switzerland,Germany,USA",5698,4627
3 February 1989 (USA),"USA,Canada",5699,4628
"Jul 1, 2015 Limited",USA,5700,4629
26 March 2010 (USA),USA,5701,27
13 March 2015 (USA),USA,5702,766
30 January 2015 (USA),USA,5703,1448
6 March 2015 (USA),USA,5704,2616
25 April 2014 (USA),USA,5705,4630
2 October 1998 (USA),USA,5706,844
7 November 2014 (USA),"USA,UK,Canada",5707,4631
January 2005 (USA),USA,5708,4632
,USA,5709,47
2 December 1988 (USA),USA,5710,2873
11 December 2008 (Germany),USA,5711,4633
25 August 1993 (USA),USA,5712,4634
17 July 2010 (USA),USA,5713,4635
10 August 1990 (USA),USA,5714,731
11 February 2014 (USA),USA,5715,4636
16 December 1987 (USA),USA,5716,4637
17 June 1994 (USA),USA,5717,2423
15 March 2012 (Israel),USA,5718,4638
25 May 1988 (USA),USA,5719,4639
21 July 2014 (USA),USA,5720,4640
18 August 1993 (USA),USA,5721,4641
12 December 1997 (USA),USA,5722,1304
17 September 1976 (USA),USA,5723,4642
11 January 1996 (USA),USA,5724,4643
14 March 1986 (USA),USA,5725,4644
18 September 1992 (USA),USA,5726,1636
28 March 2014 (USA),"USA,Germany,UK",5727,4645
21 February 1996 (USA),USA,5728,4646
26 October 2007 (USA),USA,5729,4647
30 January 2009 (USA),"USA,Germany",5730,4648
8 January 2010 (USA),USA,5731,4649
25 February 1952 (Norway),USA,5732,4650
4 April 1952 (USA),USA,5733,4651
13 March 1957 (USA),USA,5734,4652
11 April 2014 (USA),"Indonesia,USA",5735,4653
20 February 1953 (USA),USA,5736,4654
19 January 1934 (USA),USA,5737,4655
February 1944 (USA),USA,5738,4656
27 June 1956 (USA),USA,5739,4657
9 May 1952 (Finland),USA,5740,4658
14 June 1985 (USA),USA,5741,4659
18 January 2008 (USA),"USA,UK,France",5742,4660
22 October 2010 (USA),"USA,Spain",5743,4661
12 November 2003 (USA),USA,5744,4662
19 May 2000 (USA),USA,5745,1810
8 April 2005 (USA),USA,5746,2020
"May 3, 2002 Wide",USA,5747,4663
15 August 2014 (USA),"USA,UK",5748,4664
24 August 2001 (USA),"USA,Germany",5749,4665
19 September 2003 (USA),"USA,France,UK",5750,4666
8 October 1977 (Sweden),USA,5751,4667
16 July 2010 (USA),USA,5752,1028
10 October 2008 (USA),"UK,Italy,France,USA",5753,4668
26 January 1996 (USA),"USA,UK",5754,4669
19 August 2011 (USA),"USA,UK",5755,4670
29 February 2008 (USA),"UK,USA",5756,2067
22 April 2011 (USA),"UK,USA",5757,4671
23 November 2005 (USA),"France,UK,USA",5758,4672
8 January 2010 (USA),"UK,USA",5759,4673
5 February 2010 (USA),"UK,USA",5760,4674
15 October 2010 (USA),"UK,USA",5761,4675
9 December 2011 (USA),USA,5762,1586
19 January 2007 (USA),USA,5763,1976
7 October 1994 (USA),USA,5764,4676
7 February 1986 (USA),USA,5765,3413
26 November 2008 (USA),"UK,USA",5766,4677
27 November 2013 (USA),"USA,Germany",5767,4678
July 1960 (USA),USA,5768,249
21 September 2012 (USA),USA,5769,4679
"Dec 17, 1999 Wide",USA,5770,4680
20 October 2006 (USA),USA,5771,4681
16 January 2009 (USA),USA,5772,4682
5 March 2004 (USA),"USA,Morocco",5773,4683
25 February 2000 (USA),"USA,Germany,UK,Japan",5774,4684
23 October 1998 (USA),USA,5775,4685
1 August 1973 (USA),USA,5776,4686
22 December 1989 (USA),USA,5777,735
17 December 1953 (Italy),"UK,USA,Italy",5778,4687
23 January 2009 (USA),"USA,UK",5779,4688
14 August 2009 (USA),USA,5780,3094
2016 (USA),USA,5781,441
23 November 1994 (USA),"USA,Canada",5782,4689
25 June 2008 (USA),USA,5783,4690
24 June 2005 (USA),"Canada,France,USA",5784,4691
19 October 2012 (USA),USA,5785,4692
3 January 2014 (USA),USA,5786,4693
21 October 2011 (USA),USA,5787,4694
22 October 2010 (USA),USA,5788,342
30 January 2009 (USA),"USA,Canada,Germany",5789,4695
27 March 2009 (USA),"USA,Canada",5790,4696
15 August 2008 (USA),"USA,Romania,Germany",5791,4697
26 October 2001 (USA),"USA,Canada",5792,4698
6 May 2005 (USA),"Australia,USA",5793,4699
29 August 2003 (USA),USA,5794,4115
30 May 2008 (USA),USA,5795,4700
17 June 2011 (USA),USA,5796,947
21 November 2007 (USA),"France,USA",5797,4701
25 November 2009 (USA),"USA,Germany",5798,4702
5 April 1974 (USA),USA,5799,4250
"Dec 14, 1979 Wide",USA,5800,4703
24 September 1999 (USA),"France,Hungary,USA",5801,4704
13 September 2002 (USA),USA,5802,3188
15 October 2004 (USA),"USA,Canada,Germany",5803,4705
24 June 1983 (USA),USA,5804,4706
29 December 2004 (USA),"USA,Germany,UK",5805,4707
24 June 1998 (USA),"Ireland,UK,USA",5806,4708
2 November 2014 (USA),USA,5807,4709
27 May 2011 (USA),USA,5808,4710
14 September 2014 (USA),USA,5809,4711
12 April 2014 (USA),USA,5810,4712
28 April 1995 (USA),USA,5811,505
11 November 2011 (USA),USA,5812,4713
19 July 2013 (USA),"USA,France,Canada",5813,4714
28 June 2013 (USA),USA,5814,4069
14 August 2015 (USA),USA,5815,474
2 August 2014 (USA),USA,5816,4715
17 May 2011 (France),USA,5817,4716
25 May 2012 (USA),"UK,USA,United Arab Emirates",5818,4717
11 March 2014 (Netherlands),USA,5819,4718
10 October 1975 (USA),USA,5820,4719
6 December 2013 (USA),USA,5821,3447
27 May 1977 (USA),USA,5822,647
"Mar 15, 1972 Limited",USA,5823,4720
29 March 1974 (Denmark),USA,5824,4721
March 1970 (USA),USA,5825,4722
25 March 1988 (USA),USA,5826,4723
26 October 1966 (Italy),USA,5827,4724
24 July 1987 (USA),"UK,USA",5828,4725
14 November 1936 (USA),USA,5829,4726
30 April 1993 (USA),USA,5830,2817
20 October 2005 (USA),USA,5831,4727
18 August 2014 (USA),USA,5832,2602
4 July 2012 (USA),USA,5833,4728
20 August 2002 (USA),USA,5834,4729
24 April 2015 (USA),"USA,Canada",5835,4730
May 2007 (USA),USA,5836,4731
16 August 2012 (Israel),USA,5837,4732
3 April 2014 (Singapore),USA,5838,4733
3 March 2011 (Israel),USA,5839,4734
22 March 2013 (USA),USA,5840,779
21 June 2013 (USA),"USA,UK,France,Germany,Japan",5841,4735
19 September 2013 (Croatia),USA,5842,4736
31 July 2015 (USA),USA,5843,3734
14 March 2011 (Portugal),USA,5844,4737
2010 (USA),USA,5845,2580
21 August 2015 (USA),USA,5846,3105
"Apr 26, 2013 Limited",USA,5847,4738
16 March 2012 (USA),USA,5848,4251
23 August 2013 (UK),USA,5849,4739
22 February 2008 (USA),USA,5850,2063
26 July 2013 (USA),USA,5851,4740
8 August 2014 (USA),USA,5852,1938
26 July 2013 (USA),USA,5853,4740
22 June 2012 (USA),"USA,Singapore,Malaysia,Indonesia",5854,4741
11 May 2012 (UK),USA,5855,4742
29 June 2012 (UK),USA,5856,2135
7 August 2015 (USA),USA,5857,479
3 April 2009 (USA),USA,5858,4134
"Aug 9, 2013 Limited",USA,5859,4743
26 June 2014 (USA),USA,5860,2318
3 December 2013 (USA),USA,5861,4744
7 June 2013 (USA),USA,5862,676
23 December 2009 (USA),USA,5863,911
7 February 2014 (USA),USA,5864,4745
9 November 1990 (USA),"USA,Japan,UK",5865,4746
March 2008 (USA),USA,5866,4747
24 October 2008 (India),"India,USA",5867,4748
4 August 2006 (USA),"Germany,USA,Netherlands",5868,4749
March 2002 (USA),USA,5869,4750
5 October 2001 (Canada),"Canada,USA",5870,4751
16 October 2009 (USA),"Germany,Australia,USA",5871,4752
October 1985 (USA),"Argentina,USA",5872,4753
13 March 2015 (USA),USA,5873,766
25 January 2015 (USA),USA,5874,3106
11 January 2014 (Japan),"USA,Canada",5875,4754
23 April 2004 (USA),USA,5876,2985
26 June 2015 (USA),USA,5877,770
10 April 2015 (USA),USA,5878,2129
15 October 2013 (USA),USA,5879,3228
22 September 2015 (USA),USA,5880,4755
4 September 2012 (USA),USA,5881,4756
24 December 1989 (West Germany),USA,5882,4757
2 July 2011 (USA),USA,5883,4758
24 April 1998 (USA),"USA,Germany,Australia",5884,4759
April 1987 (USA),"USA,Israel",5885,4760
August 1978 (USA),"Canada,USA",5886,4761
8 December 1962 (USA),USA,5887,4762
February 1982 (USA),USA,5888,4763
,"Canada,USA",5889,1588
15 December 1995 (Canada),"USA,Canada",5890,4764
15 October 1996 (USA),USA,5891,4765
24 September 1993 (Brazil),USA,5892,4766
13 August 1996 (USA),"Romania,USA",5893,4767
27 July 1994 (USA),USA,5894,1709
,USA,5895,47
9 October 2003 (USA),USA,5896,3431
October 2005 (USA),USA,5897,4768
31 October 1969 (USA),USA,5898,4769
26 April 2013 (UK),"USA,New Zealand",5899,4770
14 August 2015 (USA),USA,5900,474
September 2001 (USA),"Australia,USA",5901,4771
15 April 1983 (USA),USA,5902,3272
,USA,5903,47
31 March 1934 (USA),USA,5904,503
,USA,5905,47
6 March 2008 (USA),USA,5906,4772
1 December 1989 (USA),USA,5907,2520
29 November 2013 (USA),USA,5908,4773
9 March 2007 (USA),USA,5909,1916
1 August 2013 (USA),USA,5910,4774
4 April 2014 (USA),USA,5911,303
24 December 2011 (USA),USA,5912,4775
23 November 2013 (USA),USA,5913,4776
23 September 1994 (USA),USA,5914,4777
6 September 1996 (USA),USA,5915,2360
26 July 2002 (USA),USA,5916,927
21 August 2015 (USA),USA,5917,3105
20 June 1973 (USA),USA,5918,4778
21 March 1975 (USA),USA,5919,4779
16 December 1977 (USA),"UK,USA",5920,4780
9 November 2001 (USA),"Canada,USA",5921,4781
11 October 1996 (USA),USA,5922,3508
28 February 1992 (USA),"UK,USA",5923,4782
7 April 2015 (USA),USA,5924,4783
27 September 1996 (USA),USA,5925,2843
15 March 1991 (USA),USA,5926,3921
5 April 2007 (Germany),"Germany,USA",5927,4784
16 October 2010 (USA),USA,5928,4785
2 November 2001 (USA),USA,5929,850
17 February 2006 (USA),USA,5930,1577
18 January 2008 (Finland),USA,5931,4786
7 October 1988 (USA),USA,5932,4060
23 March 2001 (USA),USA,5933,3180
26 September 1997 (USA),USA,5934,1626
2011 (USA),USA,5935,45
11 September 2015 (USA),USA,5936,56
19 February 1993 (USA),USA,5937,4787
15 March 2015 (USA),USA,5938,997
17 May 2014 (USA),USA,5939,4788
,USA,5940,47
26 June 2015 (USA),USA,5941,770
15 June 2014 (USA),USA,5942,3810
6 October 2014 (USA),USA,5943,4789
4 March 2015 (Philippines),USA,5944,4790
31 October 2008 (USA),USA,5945,1979
22 March 1995 (USA),USA,5946,4791
,USA,5947,47
27 September 1993 (USA),USA,5948,4792
27 April 1975 (USA),USA,5949,4793
23 October 2014 (USA),USA,5950,4794
20 February 1961 (Denmark),"Denmark,USA",5951,4795
18 December 1992 (USA),USA,5952,4796
7 July 2000 (USA),USA,5953,1332
10 September 1999 (USA),USA,5954,4797
,USA,5955,47
,USA,5956,47
31 August 1984 (USA),USA,5957,4798
5 May 1995 (USA),"UK,USA",5958,4799
29 May 1998 (USA),USA,5959,2358
3 March 2000 (USA),USA,5960,2940
23 March 2001 (USA),USA,5961,3180
15 May 2003 (Australia),USA,5962,4800
9 May 2003 (UK),"UK,USA",5963,4801
27 February 1998 (USA),USA,5964,4802
30 November 2001 (USA),USA,5965,3543
3 August 2001 (Portugal),USA,5966,4803
20 October 2000 (USA),"USA,Germany",5967,4804
20 June 2008 (USA),"USA,UK,Germany",5968,4805
21 June 2002 (UK),"USA,UK",5969,4806
16 April 2010 (Mexico),USA,5970,4807
22 August 2014 (USA),USA,5971,1802
25 January 2015 (USA),USA,5972,3106
13 August 1993 (USA),USA,5973,2768
18 April 2013 (Russia),"UK,Canada,USA",5974,4808
8 March 1964 (USA),"USA,Italy",5975,4809
19 October 1990 (USA),USA,5976,4810
2 October 1996 (USA),"Slovenia,USA",5977,4811
"Sep 8, 2007 Wide",USA,5978,4812
8 August 1931 (USA),USA,5979,4813
26 April 2007 (Germany),"USA,Canada",5980,4814
23 January 1935 (USA),USA,5981,4815
February 1936 (USA),USA,5982,4816
20 May 1933 (USA),USA,5983,4817
31 January 2003 (UK),USA,5984,4818
1 April 1953 (USA),USA,5985,4819
19 October 1935 (USA),USA,5986,4820
14 October 2011 (USA),"USA,Canada",5987,4821
4 December 2007 (USA),USA,5988,4822
28 October 1932 (USA),USA,5989,4823
March 1947 (USA),USA,5990,4824
30 April 2010 (USA),USA,5991,4825
9 May 1986 (USA),USA,5992,4137
24 April 1981 (USA),USA,5993,2046
November 2010 (Australia),USA,5994,4826
2 April 2010 (Italy),USA,5995,4827
7 November 2013 (Qatar),USA,5996,4828
1 January 1982 (USA),USA,5997,165
6 June 2000 (USA),USA,5998,4829
8 February 2008 (USA),USA,5999,2131
10 March 2013 (USA),USA,6000,1277
31 May 2013 (Mexico),"Mexico,USA",6001,4830
"Nov 23, 2005 Wide",USA,6002,4831
21 July 2007 (Japan),USA,6003,4832
11 March 2008 (USA),"USA,Canada,UK",6004,4833
14 August 2004 (USA),USA,6005,4834
23 March 1996 (South Korea),USA,6006,4835
27 April 1979 (USA),USA,6007,3662
11 April 1986 (USA),USA,6008,2184
15 January 1988 (USA),USA,6009,125
1 December 1977 (West Germany),USA,6010,4836
30 July 2004 (USA),USA,6011,455
17 September 2010 (USA),USA,6012,236
13 June 2008 (USA),"USA,India",6013,4837
21 July 2006 (USA),USA,6014,1050
"May 31, 2013 Wide",USA,6015,4838
20 January 2013 (USA),USA,6016,4839
24 April 2011 (USA),USA,6017,4840
21 April 2010 (USA),USA,6018,4841
January 2010 (USA),USA,6019,4842
7 May 2003 (France),"USA,UK,Denmark,France,Canada,Australia",6020,4843
4 March 2011 (UK),USA,6021,4844
11 July 2013 (Germany),USA,6022,4845
12 November 2012 (USA),"USA,South Africa",6023,4846
3 July 2015 (USA),USA,6024,4847
30 April 1982 (USA),USA,6025,4848
18 July 2014 (USA),USA,6026,1160
20 September 2013 (USA),USA,6027,210
22 September 2006 (USA),USA,6028,824
9 August 1991 (USA),USA,6029,4849
3 September 2014 (Netherlands),USA,6030,3533
17 October 2014 (USA),"UK,USA,Canada,Spain",6031,4850
22 March 2013 (UK),USA,6032,4851
15 November 1966 (USA),USA,6033,4852
21 November 1986 (USA),"USA,Canada",6034,4853
21 February 2008 (Russia),USA,6035,4854
27 July 2007 (USA),USA,6036,924
1988 (USA),"South Africa,USA",6037,4855
20 June 2003 (USA),USA,6038,1907
1 September 2006 (USA),USA,6039,4193
,USA,6040,47
12 May 1989 (USA),USA,6041,4856
22 February 2013 (Ireland),USA,6042,4857
7 March 2003 (USA),"UK,Germany,USA,Australia,France",6043,4858
6 June 2015 (USA),USA,6044,4215
21 October 2016 (USA),USA,6045,29
2 February 1996 (USA),"UK,USA",6046,4859
18 January 2002 (USA),USA,6047,4860
19 January 2001 (USA),"UK,USA",6048,2004
20 October 2006 (USA),"USA,France,Japan",6049,4861
12 October 2007 (USA),"UK,France,Germany,USA",6050,4862
27 May 2003 (USA),USA,6051,4863
24 December 1976 (USA),USA,6052,4864
31 August 1977 (USA),USA,6053,4865
28 September 1975 (USA),USA,6054,4866
1 December 1975 (Sweden),USA,6055,4867
22 October 1973 (Sweden),USA,6056,4868
August 1975 (USA),USA,6057,4869
2 August 1971 (Sweden),USA,6058,4870
22 May 2015 (USA),"Norway,USA",6059,4871
9 December 2007 (USA),USA,6060,4872
29 November 2015 (USA),USA,6061,4873
1 January 2012 (USA),"USA,UK",6062,4874
12 February 2013 (USA),USA,6063,1381
30 September 2012 (USA),USA,6064,4875
March 2008 (France),USA,6065,4876
,USA,6066,47
16 October 2009 (USA),USA,6067,558
31 October 2011 (USA),USA,6068,423
27 March 2015 (USA),USA,6069,775
20 March 2015 (USA),USA,6070,2751
19 June 2015 (USA),USA,6071,232
9 July 2013 (USA),USA,6072,4877
12 September 2009 (USA),USA,6073,4878
22 March 2011 (USA),USA,6074,4879
4 January 2013 (USA),USA,6075,4880
24 February 1995 (USA),USA,6076,4881
14 March 1936 (USA),USA,6077,4882
12 August 2015 (Philippines),USA,6078,4883
13 March 2015 (USA),USA,6079,766
8 November 1990 (Australia),USA,6080,4884
11 February 2016 (Germany),USA,6081,4885
12 January 1990 (USA),USA,6082,4886
18 October 2013 (USA),USA,6083,250
March 2013 (USA),USA,6084,4887
21 July 2015 (Germany),USA,6085,4888
14 August 2007 (Hungary),USA,6086,4889
15 January 2013 (USA),USA,6087,4890
8 August 2014 (USA),USA,6088,1938
8 April 2014 (USA),USA,6089,4891
10 March 2009 (USA),USA,6090,4892
November 2011 (USA),USA,6091,4893
22 October 2011 (USA),USA,6092,1748
31 December 2011 (USA),USA,6093,4444
27 July 1979 (USA),USA,6094,4894
2012 (USA),USA,6095,3609
11 August 1989 (USA),USA,6096,4895
19 June 2015 (USA),USA,6097,232
January 1950 (USA),USA,6098,1837
23 November 1923 (USA),USA,6099,4896
30 October 1961 (USA),USA,6100,519
25 December 1951 (USA),"USA,Italy",6101,4897
4 December 1953 (France),USA,6102,4898
31 July 1963 (UK),"UK,USA,Switzerland",6103,4899
14 December 1961 (USA),"Italy,USA",6104,4900
28 September 1966 (USA),"USA,Italy",6105,4901
14 September 1952 (USA),USA,6106,4902
21 October 1995 (Japan),USA,6107,4903
24 October 2008 (USA),"USA,Canada",6108,4904
"Oct 29, 2010 Wide","Canada,USA",6109,4905
20 June 1970 (Japan),USA,6110,4906
26 October 2007 (USA),"USA,Canada",6111,4907
13 December 1972 (USA),USA,6112,3586
13 May 1970 (USA),USA,6113,4908
31 August 1973 (Hong Kong),USA,6114,4909
9 April 1971 (USA),"USA,Spain",6115,4910
14 October 1964 (USA),USA,6116,2660
10 June 1966 (USA),USA,6117,4911
1 August 1967 (USA),USA,6118,4912
13 February 1952 (USA),USA,6119,4913
20 September 1968 (West Germany),USA,6120,4914
