article_title,author_list,original_index,unique_index,count
Osteoporosis in men,"{""M. Galus""}",775,775,1.0
Neurolymphatische Bahnen: neue wissenschaftliche Nachweise untermauern die Perrin-Technik,"{""Raymond N. Perrin""}",776,776,1.0
Long term follow-up of conservative treatment of severely traumatized maxillary incisors,"{""Z. Hirschfeld"",""I. Brin"",""A. Fuks"",""M. Guelmann""}",777,777,1.0
Magnetic resonance imaging evaluation of bone marrow changes in obstructive sleep apnoea syndrome in adults,"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}",778,778,1.0
Pulpal response to a fluoride-releasing all-in-one resin bonding system.,"{""Masayuki Otsuki"",""Makoto Arakawa"",""Hidekazu Sonoda"",""Yasutaka Sasafuchi"",""Yuichi Kitasako"",""Junji Tagami""}",779,779,1.0
Improvement of action tremor by chronic cortical stimulation,"{""B. Pollin"",""C. Geny"",""J. P. Nguyen"",""P. Cesaro"",""A. Feve""}",780,780,1.0
Validity of Rorschach Inkblot scores for discriminating psychopaths from non-psychopaths in forensic populations: a meta-analysis.,"{""Scott O Lilienfeld"",""Keli Holloway Allen"",""Howard N Garb"",""Jessica L Wildermuth"",""M Teresa Nezworski"",""James M Wood""}",781,781,1.0
Use of a Brief Phone Call After ED Discharge,"{""NCT01893931 ""}",782,782,1.0
The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations,"{""Wu-Yuin Hwang"",""Guo-Liang Hsu""}",783,783,1.0
[Occupational exposure to sevoflurane in pediatric operating rooms: the multi-point sampling method for risk assessment].,"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}",784,784,1.0
Impact of crizotinib on patient-reported symptoms and global quality of life (QoL) compared with chemotherapy in a phase III study of advanced alk-positive non-small cell lung cancer (NSCLC),"{""V. Hirsh"",""J.Y. Han"",""F. Blackhall"",""S. Iyer"",""D.W. Kim"",""A. Shaw"",""A. Reisman"",""K. Wilner"",""H. Nokihara"",""B. Besse""}",785,785,1.0
A systematic review and meta-analysis of trials of treatment of depression from India,"{""S. Sarkar"",""S. Grover""}",786,786,1.0
[The use of ethonium paste in the treatment of deep dental caries].,"{""P K Shestakov""}",787,787,1.0
Reporting methods in studies developing prognostic models in cancer: a review.,"{""Patrick Royston"",""Rachel Waters"",""Susan Mallett"",""Douglas G Altman"",""Susan Dutton""}",788,788,1.0
Hospital discharge after ambulatory knee arthroscopy: a comparison of epidural 2-chloroprocaine versus lidocaine,"{""J. M. Neal"",""D. J. Kopacz"",""M. A. Lewis"",""J. J. Deck""}",789,789,1.0
p16(INK4) Expression is not associated with human papillomavirus in oral lichen planus.,"{""Lucio Montebugnoli"",""Luca Morandi"",""Luca Scapoli"",""Annalisa Palmieri"",""Davide B Gissi"",""Maria Pia Foschini"",""Ilaria Manelli""}",790,790,1.0
"Association of bleeding, mortality and sex in acute coronary syndromes: the missing triangle.","{""Rossana De Palma"",""Paolo Ortolani"",""Caterina Caminiti"",""Emilia Solinas"",""Piera Angelica Merlini"",""Diego Ardissino"",""Giorgia Paoli"",""Maria Francesca Notarangelo"",""Paolo Guastaroba"",""Antonio Marzocchi"",""Luigi Vignali"",""Roxana Mehran"",""Antonio Manari""}",791,791,1.0
"[Severe exposure to environmental lead in a child population in Antofagasta, Chile]","{""I. Delgado"",""J. Vega""}",792,792,1.0
Tracheostomy Care and Complications in the Intensive Care Unit,"{""Linda L. Morris"",""Andrea Whitmer"",""Erik McIntosh""}",793,793,1.0
"Monitoring of fluid changes in hospitalized, Malnourished, Guatemalan children using bioelectrical impedance spectroscopy (BIS).","{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F�_rst""}",794,794,1.0
Preliminary state of development of prediction models for primary care physical therapy: a systematic review.,"{""Martijn W Heymans"",""Tobias van den Berg"",""Han J R Anema"",""Lieke van Oort"",""Bart W Koes"",""Arianne P Verhagen"",""Riekie H C W de Vet""}",795,795,1.0
Bruxismo em crian̤as Bruxism in children,"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nah��s Pires Corr̻a""}",796,796,1.0
A cadaver model to evaluate the accuracy and reproducibility of plain radiograph step and gap measurements for intra-articular fracture of the distal radius.,"{""Jeff Knight"",""Jeffery M Smith"",""Thomas E Trumble"",""Wren V McCallister""}",797,797,1.0
"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",{NULL},798,798,1.0
"A systematic review on the application of cardiovascular risk prediction models in pharmacoeconomics, with a focus on primary prevention.","{""Maarten J Postma"",""Petros Pechlivanoglou"",""Jelena Stevanovic""}",799,799,1.0
Pan-Canadian study of mammography screening and mortality from breast cancer.,"{""Jennifer Payne"",""Rukshanda Ahmad"",""Gregory Doyle"",""Norm Phillips"",""Anna M Chiarelli"",""Christine Wilson"",""Kathleen Decker"",""Andrew Coldman"",""Bin Zhang"",""Jacques Brisson""}",800,800,1.0
Alcohol-related morbidity and mortality.,"{""J�_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}",801,801,1.0
Clinical outcome following ICD removal. The Bilitch Registry Group,"{""S. Furman"",""D. T. Kawanishi"",""S. L. Song""}",802,802,1.0
Eliciting relative preferences for two methods of colorectal cancer screening,"{""E. J. Frew"",""J. L. Wolstenholme"",""D. K. Whynes""}",803,803,1.0
Bilingual speech: Bilateral control?,"{""H.M. Sussman"",""P. Franklin"",""T. Simon""}",804,804,1.0
Tiao-She nursing of traditional Chinese medicine for mild cognitive disorder: An assessment of clinical evidence,"{""Li X.-H."",""Li G.-C."",""Xie Y.-L."",""Shang H.-C."",""Chi K.-L."",""Jin Y.-H.""}",805,805,1.0
One-pot semisynthesis of exon 1 of the Huntingtin protein: new tools for elucidating the role of posttranslational modifications in the pathogenesis of Huntington's disease.,"{""Annalisa Ansaloni"",""Jae Sun Jeong"",""Francesco Simone Ruggeri"",""Giovanni Dietler"",""Zhe-Ming Wang"",""Hilal A Lashuel""}",806,806,1.0
Pathophysiology of paradoxical embolism: evaluation of the role of interatrial septum anatomy based on the intracardiac echocardiography assessment of patients with right-to-left shunting.,"{""Gianluca Rigatelli"",""Paolo Cardaioli"",""Massimo Giordan"",""Ashesh Buch"",""Laura Oliva"",""Dobrin Vassiliev"",""Aravinda Nanjiundappa"",""Fabio Dell'Avvocata"",""Ramesh Daggubati"",""Dario Adami""}",807,807,1.0
Impact of physical abuse on adulthood depressive symptoms among women.,"{""Hanan Al-Modallal"",""Ann Peden"",""Debra Anderson""}",808,808,1.0
[The microclimate of apartments and its hygienic norms],"{""M. S. Goromossow""}",809,809,1.0
Prediction Study of Complications After Severe Trauma,"{""NCT01713205 ""}",810,810,1.0
"American Society of Clinical Oncology clinical practice guideline update on the use of pharmacologic interventions including tamoxifen, raloxifene, and aromatase inhibition for breast cancer risk reduction.",{NULL},811,811,1.0
Preliminary validity and reliability of a Thai Berlin questionnaire in stroke patients,"{""J. Saengsuwan"",""K. Sawanyawisuth"",""N. Ungtrakul"",""J. Saengsuwan""}",812,812,1.0
Spectrum and frequency of illness presenting to a pediatric emergency department.,"{""P G̩rard"",""J Montesanti"",""P Lepage"",""M M Massin""}",813,813,1.0
Organization of ribosomes and nucleoids in escherichia coli cells during growth and in quiescence,"{""K. Peisker"",""B. Singh"",""S. Sanyal"",""Q. Chai"",""X. Ge"",""N. Metzendorf"",""S. Dasgupta""}",814,814,1.0
"Ventricular arrhythmias in the North American multidisciplinary study of ARVC: predictors, characteristics, and treatment","{""N. A. Mark Estes"",""Scott McNitt"",""Wojciech Zareba"",""Bronislava Polonsky"",""Douglas Laidlaw"",""Mark S. Link"",""Frank Marcus"",""Kathleen Gear""}",815,815,1.0
Maxillofacial metastases: a retrospective review of one institution's 15-year experience,"{""R. A. Ord"",""A. Salama"",""R. Movahed"",""S. A. McClure""}",816,816,1.0
Precocious and delayed sexual development in children,"{""B. T. Rudd""}",817,817,1.0
Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?,"{""L. Starka"",""J. Vrbikova"",""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill"",""M. Duskova"",""I. Cermakova""}",818,818,1.0
Pancytopenia : A rare presentation of legionella pneumonia,"{""Cayetano K."",""Ghannam D."",""Rawat N.""}",819,819,1.0
Mold contamination in a controlled hospital environment: a 3-year surveillance in southern Italy,"{""C. Coretti"",""C. Napoli"",""G. Lovero"",""M. T. Montagna"",""G. Caggiano"",""G. Scarafile"",""O. de Giglio""}",820,820,1.0
Effect of (D)-fagomine on excreted Enterobacteria and weight gain in rats fed a high-fat high-sucrose diet.,"{""Eunice Molinar-Toribio"",""Benjam�_n Pi̱a"",""Livia G�_mez"",""Jara P̩rez-Jim̩nez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Clap̩s"",""Josep Llu�_s Torres""}",821,821,1.0
CSM2004 best platform,{NULL},822,822,1.0
"The importance, and important limitations, of ultrasound imaging for evaluating thyroid nodules.","{""David Cooper"",""Erik K Alexander""}",823,823,1.0
Blood 25-hydroxyvitamin D concentration and hypertension: a meta-analysis.,"{""Susanna C Larsson"",""Ann Burgaz"",""Alicja Wolk"",""Nicola Orsini""}",824,824,1.0
CT features of pulmonary arterial hypertension and its major subtypes: a systematic CT evaluation of 292 patients from the ASPIRE Registry.,"{""R Condliffe"",""J Hurdman"",""J M Wild"",""D G Kiely"",""S Rajaram"",""A J Swift"",""C A Elliot"",""C Davies"",""C Hill"",""I Sabroe"",""C Johns""}",825,825,1.0
Clinical effect observation of fule cream to cure dermatitis eczemal,"{""X. H. LYWXWF Wu""}",826,826,1.0
A randomized controlled trial of the effects of vitamin D on muscle strength and mobility in older women with vitamin D insufficiency.,"{""Amanda Devine"",""Nicole Austin"",""Richard L Prince"",""Kun Zhu"",""David Bruce""}",827,827,1.0
Sleep and sleep disorders in the hospital,"{""S. B. Venkateshiah"",""N. A. Collop""}",828,828,1.0
Doppler-derived flow pattern in the descending aorta does not predict systemic to pulmonary arterial collateral flow in patients with single ventricle palliation: a cross-sectional study.,"{""Mark A Fogel"",""Michael V Di Maria"",""Matthew A Harris"",""Meryl S Cohen"",""Kevin K Whitehead""}",829,829,1.0
Sleep-disordered breathing associated with long-term opioid therapy,"{""T. V. Cloward"",""J. M. Walker"",""S. Rhondeau"",""R. J. Farney""}",830,830,1.0
Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.,"{""Nobuhiko Emi"",""Masamitsu Yanada"",""Tomoki Naoe"",""Keitaro Matsuo""}",831,831,1.0
[Case management for moderate-need patients and recovery: what can we learn from experimental and quasi-experimental studies?]. [Review] [French],{NULL},832,832,1.0
Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.,"{""Stephen A Geraci"",""Mohammed Kazi"",""Christian A Koch""}",833,833,1.0
A comparison of early gastric and post-pyloric feeding in critically ill patients: a meta-analysis.,"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}",834,834,1.0
Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience,"{""Martinez-Indart L"",""Cacicedo J"",""del Hoyo"",""Gomez-Iturriaga A"",""Casquero F"",""Lopez J L"",""Bilbao P"",""O ""}",835,835,1.0
Comparison of methods for defining prevalent vertebral deformities: the Study of Osteoporotic Fractures.,"{""M C Nevitt"",""L Palermo"",""H K Genant"",""R San Valentin"",""D M Black"",""R Epstein"",""S R Cummings""}",836,836,1.0
Children are pharmaco-therapeutic orphans.,"{""C K Naspitz"",""J O Warner""}",837,837,1.0
Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.,"{""David B Hoyt"",""Sandro B Rizoli"",""Andrew J Baker"",""Eileen M Bulger"",""Wolfgang G Junger"",""Joseph Cuschieri"",""Shawn G Rhind"",""Pang N Shek""}",838,838,1.0
Value of intravenous cholangiography prior to laparoscopic cholecystectomy,"{""S. Truong"",""K. H. Treutner"",""M. Jansen"",""C. Schraven"",""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick"",""J. Neuerburg""}",839,839,1.0
Systematic review of occupational engagement and health outcomes among community-dwelling older adults,{NULL},840,840,1.0
Fractional flow reserve for guiding PCI.,"{""Somjot S Brar"",""William A Gray""}",841,841,1.0
Difference in postural control between patients with functional and mechanical ankle instability,"{""S Y Chen"",""H Chen"",""H Y Li"",""J Zhang"",""Y H Hua""}",842,842,1.0
"Early ankle mobilization, Part I: The immediate effect on acute, lateral ankle sprains (a randomized clinical trial)","{""J R Dettori"",""B D Pearson"",""C J Basmania"",""W M Lednar""}",843,843,1.0
Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka,"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}",844,844,1.0
Chiropractic vertebral subluxations,"{""S. Homola""}",845,845,1.0
Effect of infliximab on the healing of intestinal anastomosis. An experimental study in rats.,"{""Konstantinos Nastos"",""Konstantinos Evangelou"",""Marilena Papaioannou"",""John Vlachogiannakos"",""Maria Gazouli"",""Apostolos Papalois"",""Christos Zeglinas"",""Ioannis Papaconstantinou"",""Panagis Lykoudis"",""Charalampos Tzathas"",""Anneza Yiallourou""}",846,846,1.0
How to appraise the effectiveness of treatment,"{""Suzanne B. Stewart"",""Phillip Dahm"",""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}",847,847,1.0
Non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.,"{""E H Choy"",""D L Scott"",""P A Scott"",""G H Kingsley"",""C M Smith""}",848,848,1.0
Using a social communication intervention to improve the social interactions and employment experiences of adolescents with high functioning autism spectrum disorders,"{""Beth Anne Clavenna-Deane""}",849,849,1.0
Is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? A systematic review.,"{""Ruud R M Bos"",""Gerry M Raghoebar"",""Pepijn F M Gielkens"",""Boudewijn Stegenga""}",850,850,1.0
"Recognizing, naming, and measuring a family intensive care unit syndrome","{""D. R. Sullivan"",""G. Netzer""}",851,851,1.0
"Association of diet, exercise, and smoking modification with risk of early cardiovascular events after acute coronary syndromes.","{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}",852,852,1.0
Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.,"{""G Jayashree Jagadeesh"",""David L Nelson"",""Taizo Wada"",""Fabio Candotti""}",853,853,1.0
Complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,"{""A van Breda"",""M B von Bartheld"",""J T Annema""}",854,854,1.0
Comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity,"{""S. A. Brown"",""F. B. Garry""}",855,855,1.0
The Antiseptic Efficacy and Tolerability of Lavasept� 0.04% on Acute Traumatic Wounds,"{""NCT01153620 ""}",856,856,1.0
Determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the Reversal of Atherosclerosis with Aggressive Lipid Lowering Therapy (REVERSAL) trial,"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}",857,857,1.0
Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation,"{""A. M. Hibbs"",""D. M. Black"",""J. A. F. Zupancic"",""A. Cnaan"",""P. L. Ballard"",""S. R. Wadlinger"",""L. Palermo"",""W. E. Truog"",""R. A. Ballard""}",858,858,1.0
"The impact of emotional and social support on the quality of life, depression, and disability among us adults with chronic obstructive pulmonary disorder (COPD): A propensity score analysis","{""R. Arabyat"",""D. W. Raisch""}",859,859,1.0
Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fern����ndez CS"",""Fornell LL"",""���lvarez S���"",""Fern����ndez EA"",""Rodriguez MVF"",""Sim���_ MR"",""Mayo EP""}",860,860,1.0
Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.,"{""Nk Shukla"",""Sn Das"",""P Gaur"",""Ak Singh""}",861,861,1.0
[Use of probiotics and prebiotics in infant formulas].,"{""Venancio Mart�_nez Su��rez""}",862,862,1.0
[Postacute care].,"{""Margarita Admetlla Falgueras"",""Josep Fust��� Sugra���es""}",863,863,1.0
Internet-delivered exposure and mindfulness based therapy for irritable bowel syndrome--a randomized controlled trial,"{""Perjohan Lindfors"",""Liselotte Jansson"",""Brjann Ljotsson"",""Lisa Falk"",""Erik Hedman"",""Christian Ruck"",""Amanda Wibron Vesterlund"",""Sergej Andreewitch"",""Nils Lindefors"",""Gerhard Andersson"",""Timo Hursti""}",864,864,1.0
Sleep-related nighttime crying (yonaki) in Japan: a community-based study.,"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}",865,865,1.0
WITHDRAWN: Zinc for the common cold.,"{""I Marshall""}",866,866,1.0
Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.,"{""Andrea Tendas"",""Paolo de Fabritiis"",""Marco Giovannini"",""Daniela Piccioni"",""Roberto Palumbo"",""Alessio Pio Perrotti"",""Luca Cupelli"",""Teresa Dentamaro"",""Laura Scaramucci"",""Pasquale Niscola""}",867,867,1.0
In this issue,{NULL},868,868,1.0
Exercise-induced changes of the upper extremity in chronic stroke survivors,"{""P. Kluding"",""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}",869,869,1.0
Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract),"{""G. Bauer"",""E. Laffaire"",""L. Bouzas"",""C. Gilli"",""L. Novali"",""S. P. Rodriguez"",""D. Farina"",""H. Gonzalez""}",870,870,1.0
Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,"{""Thirimon Moe-Byrne"",""Duncan Chambers"",""Melissa Harden"",""Catriona McDaid""}",871,871,1.0
Sex differences in pain.,"{""K J Berkley""}",872,872,1.0
Preoperative radiotherapy for esophageal carcinoma,"{""M. Wang"",""G. Stewart"",""J. F. Tierney"",""G. Spilopoulos"",""W. Duncan"",""H. S. Hansen"",""Z. Rhugang"",""M. K. Parmar"",""A. Rousell"",""B. Launois"",""K. Nygaard"",""S. J. Arnott"",""M. Gignoux""}",873,873,1.0
Robotic surgery in gynecology.,"{""Axel Schindelhauer"",""Pauline Wimberger""}",874,874,1.0
Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial,"{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}",875,875,1.0
The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness,"{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig"",""J. A. Scott-Lennox"",""R. D. Lennox""}",876,876,1.0
Are birth kits a good idea? A systematic review of the evidence.,{NULL},877,877,1.0
Differential functional connectivity within an emotion regulation neural network among individuals resilient and susceptible to the depressogenic effects of early life stress.,"{""J M Cisler"",""T Mletzko"",""C D Kilts"",""S Tripathi"",""G A James"",""X P Hu"",""C Heim"",""C B Nemeroff"",""H S Mayberg""}",878,878,1.0
Nurturing students' interest in primary care research through summer training in meta-analysis.,"{""L N Meurer""}",879,879,1.0
Obesity from cradle to grave.,"{""T Fors̩n"",""J Eriksson"",""C Osmond"",""D Barker""}",880,880,1.0
Effects on prolongation of Bazett�۪s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis,"{""Albert K. K. Chung"",""Siew-eng Chua""}",881,881,1.0
Cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (Structured abstract),"{""P. Phanthunane"",""M. Bertram"",""H. Whiteford"",""T. Vos""}",882,882,1.0
Sports injuries of the ankle. [Japanese],"{""E Fujimaki""}",883,883,1.0
,"{""H. Shue""}",884,884,
Chronic heart failure: Current guideline recommendations and innovations. [German],"{""S. Ewen"",""F. Mahfoud"",""M. Bohm""}",885,885,1.0
[Procalcitonin as an early marker of sepsis],"{""O. Thuemer"",""S. G. Sakka"",""E. Huttemann""}",886,886,1.0
"The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension, exploiting the physical properties of the arterial vasculature.","{""Adam Witkowski"",""Ajay K Jain"",""Ivan Casserly"",""David E Kandzari"",""David Deaton"",""Paul A Sobotka"",""John P Foran"",""Krishna J Rocha-Singh"",""Barry T Katzen"",""Peter Balmforth""}",887,887,1.0
Downregulated E-cadherin expression indicates worse prognosis in Asian patients with colorectal cancer: evidence from meta-analysis.,"{""Zhigang Chen"",""Minyue Jia"",""Xiaoying Zhao"",""Xin He""}",888,888,1.0
Preoperative administration of tramadol continuous infusion reduces postoperative morphine requirements in patients undergoing surgery following femur fracture,"{""Anastasiou M"",""Tzortzopoulou A"",""Emexidis T"",""Koudouna E"",""Pouliou A"",""Vasilas N""}",889,889,1.0
A re-appraisal of screening for colour vision impairments,"{""D. M. B. Hall"",""E. Holroyd""}",890,890,1.0
Comparison of different distal radius dorsal and volar fracture fixation plates: a biomechanical study,"{""M. A. Shah"",""S. F. Viegas"",""R. P. Morris"",""R. M. Patterson"",""D. Osada""}",891,891,1.0
Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?,"{""A. Sengupta"",""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies"",""G. U. Liepa""}",892,892,1.0
"Maternal use of folic acid supplements during pregnancy, and childhood respiratory health and atopy.","{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri��tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}",893,893,1.0
Shedding health risks with bariatric weight loss surgery,"{""S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden""}",894,894,1.0
Historical misrepresentation in science: the case of fetal alcohol syndrome,"{""S. N. Pennington"",""I. A. Shibley""}",895,895,1.0
Effects of different antihypertensive drugs on plasma fibrinogen in hypertensive patients.,"{""G Villa"",""A Zoppi"",""G D Malamani"",""G Marasi"",""A Vanasia"",""R Fogari""}",896,896,1.0
"Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls","{""C. Hagen"",""K. Brusgaard"",""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen"",""A. P. Hermann"",""J. Hangaard"",""D. Glintborg""}",897,897,1.0
Too little but not too late: results of a literature review to improve routine immunization programs in developing countries,{NULL},898,898,1.0
Outcomes among patients with end-stage liver disease who are coinfected with HIV and hepatitis C virus.,"{""Norah J Shire"",""Guy W Neff"",""Steven M Rudich""}",899,899,1.0
Phase II study to evaluate the safety and efficacy of the oral neurokinin-1 receptor antagonist casopitant (GW679769) administered with ondansetron for the prevention of postoperative and postdischarge nausea and vomiting in high-risk patients,"{""Demetrios J. Kutsogiannis"",""Neil K. Singla"",""Frances Chung"",""Stephen R. Lane"",""Jeremey Levin"",""Joseph V.J. Pergolizzi"",""Brendan Johnson"",""Linda Blackburn"",""Sonia K. Singla""}",900,900,1.0
Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis,"{""Steven P. Cohen"",""Giselle McKnight"",""Kayode A. Williams"",""Joshua Stream"",""Zahid H. Bajwa"",""Jan J. Kraemer"",""Robert W. Hurley"",""Anthony Dragovich"",""Anthony Sireci""}",901,901,1.0
Mediterranean diet and metabolic syndrome: an updated systematic review.,"{""Demosthenes B Panagiotakos"",""Katherine Esposito"",""Christina-Maria Kastorini"",""Dario Giugliano""}",902,902,1.0
Immunotherapy for autoimmune autonomic ganglionopathy,"{""S. Vernino"",""P.A. Low"",""P. Sandroni"",""K. Kimpinski"",""V. Iodice""}",903,903,1.0
Challenges in deactivating a total artificial heart for a patient with capacity.,"{""Erik E Suarez"",""Bridget N Fahy"",""Brian A Bruckner"",""Courtenay R Bruce"",""Nathan G Allen"",""Harvey L Gordon""}",904,904,1.0
Readmissions after hospital discharge with acute exacerbation of COPD: are we missing something?,"{""W. Sexauer"",""M. S. Kavuru"",""U. Vaid"",""K. Gaurav""}",905,905,1.0
Read with Me! Examining the Effects of a Community Volunteer Reading Program on Preschoolers' Literacy Skills,"{""Cynthia J. Carson""}",906,906,1.0
Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,"{""How Lee"",""Greta G Cummings"",""Daniel Scott"",""E Denise Brown""}",907,907,1.0
"Autonomic activity, pain, and perceived health in patients on sick leave due to stress-related illnesses","{""M. Heiden"",""E. Lyskov"",""M. Barnekow-Bergkvist"",""M. Nakata""}",908,908,1.0
"Body mass index and socioeconomic status measured in adolescence, country of origin, and the incidence of gastroesophageal adenocarcinoma in a cohort of 1 million men.","{""Estela Derazne"",""Jeremy D Kark"",""Yaron Niv"",""Lital Keinan-Boker"",""Ari Shamiss"",""Irena Liphshitz"",""Arnon Afek"",""Dorit Tzur"",""Moshe Furman"",""Zohar Levi""}",909,909,1.0
Galphai generates multiple Pins activation states to link cortical polarity and spindle orientation in Drosophila neuroblasts,"{""R. W. Nipper"",""C. Q. Doe"",""K. E. Prehoda"",""K. H. Siller"",""N. R. Smith""}",910,910,1.0
Exposure to second-hand smoke and the risk of tuberculosis in children and adults: a systematic review and meta-analysis of 18 observational studies.,"{""Mehak Bhatia"",""Shaun K Morris"",""Prabhat Jha"",""Wilson Suraweera"",""Jayadeep Patra"",""Cyril Patra"",""Prakash C Gupta""}",911,911,1.0
"Disordered eating, acculturation, and treatment-seeking in a community sample of Hispanic, Asian, Black, and White women","{""Ruth H. Striegel-Moore"",""Emilia Barzegarnazari"",""Fary M. Cachelin"",""Catherine Veisel""}",912,912,1.0
Semi-automated scoring of pulmonary emphysema from X-ray CT: trainee reproducibility and accuracy.,"{""Roya Etemad-Rezai"",""Amir M Owrangi"",""Nabil Hussain"",""Jack Chiu"",""Andrew Lu"",""Brandon Entwistle"",""Grace Parraga""}",913,913,1.0
The choice of whether to participate in a phase I clinical trial: increasing the awareness of patients with cancer. An exploratory study.,"{""G Spitaleri"",""L Adamoli"",""F Vecchio"",""F de Braud"",""C Catania"",""A Delmonte"",""F Toffalorio"",""T De Pas"",""C Noberasco"",""D Radice"",""A Goldhirsch""}",914,914,1.0
Study of high- and low-current-configuration homes from the 1988 Denver Childhood Cancer Study,"{""T. Dovan"",""R. R. Neutra"",""D. A. Savitz"",""R. I. Kavet""}",915,915,1.0
Health services research methods: a guide to best practice,"{""N Black  Brazier, J. & Fitzpatrick, R.""}",916,916,1.0
