Release Date,Language,original_index,unique_index
26 September 1997 (USA),"English,Russian,Serbian,Bosnian,Croatian",5934,4764
2011 (USA),English,5935,45
11 September 2015 (USA),English,5936,56
19 February 1993 (USA),English,5937,4765
15 March 2015 (USA),English,5938,990
17 May 2014 (USA),English,5939,4766
,English,5940,47
26 June 2015 (USA),"English,Turkish",5941,4767
15 June 2014 (USA),English,5942,3808
6 October 2014 (USA),English,5943,4768
4 March 2015 (Philippines),English,5944,4769
31 October 2008 (USA),English,5945,1970
22 March 1995 (USA),English,5946,4770
,English,5947,47
27 September 1993 (USA),English,5948,4771
27 April 1975 (USA),"English,Brazilian Sign Language,Spanish",5949,4772
23 October 2014 (USA),"English,Spanish",5950,4773
20 February 1961 (Denmark),"Danish,English",5951,4774
18 December 1992 (USA),English,5952,4775
7 July 2000 (USA),English,5953,1326
10 September 1999 (USA),"Spanish,English",5954,4776
,English,5955,47
,English,5956,47
31 August 1984 (USA),English,5957,4777
5 May 1995 (USA),"English,French",5958,4778
29 May 1998 (USA),English,5959,2356
3 March 2000 (USA),English,5960,4779
23 March 2001 (USA),English,5961,4780
15 May 2003 (Australia),English,5962,4781
9 May 2003 (UK),English,5963,4782
27 February 1998 (USA),English,5964,3373
30 November 2001 (USA),English,5965,4783
3 August 2001 (Portugal),English,5966,4784
20 October 2000 (USA),"English,Spanish,Russian",5967,4785
20 June 2008 (USA),English,5968,4786
21 June 2002 (UK),English,5969,4787
16 April 2010 (Mexico),English,5970,4788
22 August 2014 (USA),English,5971,1791
25 January 2015 (USA),English,5972,3113
13 August 1993 (USA),English,5973,2776
18 April 2013 (Russia),English,5974,4789
8 March 1964 (USA),English,5975,4790
19 October 1990 (USA),English,5976,4791
2 October 1996 (USA),English,5977,4792
"Sep 8, 2007 Wide",English,5978,4793
8 August 1931 (USA),"English,Cantonese",5979,4794
26 April 2007 (Germany),"Slovenian,English",5980,4795
23 January 1935 (USA),"English,Spanish",5981,4796
February 1936 (USA),"English,French,Russian",5982,4797
20 May 1933 (USA),"English,French",5983,4798
31 January 2003 (UK),"English,French",5984,4799
1 April 1953 (USA),English,5985,4800
19 October 1935 (USA),English,5986,4801
14 October 2011 (USA),"English,Norwegian,Danish",5987,4802
4 December 2007 (USA),English,5988,4803
28 October 1932 (USA),English,5989,4804
March 1947 (USA),English,5990,4805
30 April 2010 (USA),English,5991,2568
9 May 1986 (USA),English,5992,4144
24 April 1981 (USA),English,5993,2037
November 2010 (Australia),English,5994,4806
2 April 2010 (Italy),English,5995,4807
7 November 2013 (Qatar),English,5996,4808
1 January 1982 (USA),English,5997,165
6 June 2000 (USA),English,5998,4809
8 February 2008 (USA),English,5999,2125
10 March 2013 (USA),English,6000,1273
31 May 2013 (Mexico),English,6001,4810
"Nov 23, 2005 Wide",English,6002,4811
21 July 2007 (Japan),English,6003,4812
11 March 2008 (USA),"English,French",6004,4813
14 August 2004 (USA),English,6005,4814
23 March 1996 (South Korea),English,6006,4815
27 April 1979 (USA),English,6007,3661
11 April 1986 (USA),English,6008,2177
15 January 1988 (USA),English,6009,125
1 December 1977 (West Germany),English,6010,4816
30 July 2004 (USA),English,6011,1797
17 September 2010 (USA),"English,Ukrainian,Spanish",6012,4817
13 June 2008 (USA),"English,French",6013,4818
21 July 2006 (USA),English,6014,1042
"May 31, 2013 Wide",English,6015,4819
20 January 2013 (USA),English,6016,4820
24 April 2011 (USA),English,6017,4821
21 April 2010 (USA),English,6018,4822
January 2010 (USA),English,6019,4823
7 May 2003 (France),English,6020,4824
4 March 2011 (UK),English,6021,4825
11 July 2013 (Germany),English,6022,4826
12 November 2012 (USA),English,6023,4827
3 July 2015 (USA),English,6024,4277
30 April 1982 (USA),English,6025,4828
18 July 2014 (USA),English,6026,1154
20 September 2013 (USA),English,6027,210
22 September 2006 (USA),English,6028,818
9 August 1991 (USA),English,6029,4829
3 September 2014 (Netherlands),English,6030,3522
17 October 2014 (USA),English,6031,2582
22 March 2013 (UK),English,6032,4830
15 November 1966 (USA),English,6033,4831
21 November 1986 (USA),English,6034,966
21 February 2008 (Russia),English,6035,4832
27 July 2007 (USA),English,6036,920
1988 (USA),English,6037,3839
20 June 2003 (USA),English,6038,4833
1 September 2006 (USA),English,6039,2162
,English,6040,47
12 May 1989 (USA),English,6041,3659
22 February 2013 (Ireland),"English,French,Spanish,Italian,Sign Languages,Russian",6042,4834
7 March 2003 (USA),"English,French,Vietnamese",6043,4835
6 June 2015 (USA),English,6044,4215
21 October 2016 (USA),English,6045,29
2 February 1996 (USA),English,6046,322
18 January 2002 (USA),English,6047,1022
19 January 2001 (USA),"English,French",6048,4836
20 October 2006 (USA),"English,Latin,French",6049,4837
12 October 2007 (USA),"English,Spanish,Swedish",6050,4838
27 May 2003 (USA),English,6051,4839
24 December 1976 (USA),English,6052,4840
31 August 1977 (USA),English,6053,4841
28 September 1975 (USA),English,6054,4842
1 December 1975 (Sweden),English,6055,4843
22 October 1973 (Sweden),English,6056,4844
August 1975 (USA),English,6057,4845
2 August 1971 (Sweden),English,6058,4846
22 May 2015 (USA),English,6059,1602
9 December 2007 (USA),English,6060,4847
29 November 2015 (USA),English,6061,4848
1 January 2012 (USA),English,6062,4849
12 February 2013 (USA),"English,Bulgarian",6063,4850
30 September 2012 (USA),English,6064,4851
March 2008 (France),English,6065,4852
,English,6066,47
16 October 2009 (USA),English,6067,558
31 October 2011 (USA),English,6068,424
27 March 2015 (USA),English,6069,771
20 March 2015 (USA),English,6070,2761
19 June 2015 (USA),English,6071,232
9 July 2013 (USA),English,6072,4853
12 September 2009 (USA),English,6073,4854
22 March 2011 (USA),English,6074,4855
4 January 2013 (USA),English,6075,3469
24 February 1995 (USA),English,6076,4856
14 March 1936 (USA),English,6077,4857
12 August 2015 (Philippines),English,6078,4858
13 March 2015 (USA),English,6079,763
8 November 1990 (Australia),English,6080,4859
11 February 2016 (Germany),English,6081,4860
12 January 1990 (USA),English,6082,4861
18 October 2013 (USA),English,6083,461
March 2013 (USA),English,6084,4862
21 July 2015 (Germany),English,6085,4863
14 August 2007 (Hungary),English,6086,4864
15 January 2013 (USA),English,6087,4865
8 August 2014 (USA),English,6088,3167
8 April 2014 (USA),English,6089,4866
10 March 2009 (USA),English,6090,4867
November 2011 (USA),English,6091,4868
22 October 2011 (USA),English,6092,1736
31 December 2011 (USA),English,6093,4433
27 July 1979 (USA),English,6094,4869
2012 (USA),English,6095,3608
11 August 1989 (USA),English,6096,4870
19 June 2015 (USA),English,6097,232
January 1950 (USA),English,6098,1826
23 November 1923 (USA),English,6099,4871
30 October 1961 (USA),English,6100,519
25 December 1951 (USA),English,6101,2709
4 December 1953 (France),English,6102,4872
31 July 1963 (UK),English,6103,4873
14 December 1961 (USA),"English,Latin",6104,4874
28 September 1966 (USA),English,6105,4875
14 September 1952 (USA),"English,Irish",6106,4876
21 October 1995 (Japan),English,6107,4877
24 October 2008 (USA),English,6108,4878
"Oct 29, 2010 Wide",English,6109,4879
20 June 1970 (Japan),English,6110,4880
26 October 2007 (USA),English,6111,4881
13 December 1972 (USA),"English,Spanish",6112,4882
13 May 1970 (USA),English,6113,4883
31 August 1973 (Hong Kong),English,6114,4884
9 April 1971 (USA),"English,Spanish",6115,4885
14 October 1964 (USA),English,6116,2664
10 June 1966 (USA),English,6117,4886
1 August 1967 (USA),English,6118,4887
13 February 1952 (USA),English,6119,4888
20 September 1968 (West Germany),English,6120,4889
23 October 2009 (USA),English,6121,1357
1 May 1967 (USA),English,6122,4890
"Jan 1, 1971 Wide",English,6123,4891
25 September 1998 (USA),English,6124,3969
19 June 1968 (USA),English,6125,4892
20 December 1966 (USA),"English,Mandarin",6126,4893
2 March 1984 (USA),English,6127,4894
4 June 1993 (USA),English,6128,4558
21 October 1988 (USA),English,6129,3035
15 March 1991 (USA),English,6130,4758
8 October 1992 (Germany),English,6131,4895
8 May 1992 (USA),English,6132,3784
21 January 2000 (USA),"English,Italian",6133,4896
10 September 1993 (USA),English,6134,3976
19 March 1982 (USA),English,6135,4897
24 June 1983 (USA),English,6136,4898
13 June 1986 (USA),English,6137,4899
10 July 1987 (USA),English,6138,4900
7 August 1985 (USA),English,6139,4901
22 March 1985 (USA),English,6140,4359
24 April 1992 (USA),English,6141,4902
16 August 1991 (USA),English,6142,4903
16 January 2002 (USA),English,6143,4904
5 May 1995 (USA),English,6144,4905
19 February 1982 (USA),English,6145,4906
"Jan 30, 1998 Limited","English,French",6146,4907
19 October 1990 (USA),English,6147,4791
18 January 1991 (USA),English,6148,3503
"Sep 2, 1939 Limited",English,6149,4908
January 1994 (USA),English,6150,4516
16 July 1999 (USA),English,6151,39
9 June 2000 (Poland),English,6152,4909
"Oct 9, 1998 Wide",English,6153,4910
19 June 1993 (South Korea),English,6154,4911
22 March 1991 (USA),English,6155,1415
9 April 1988 (Japan),English,6156,4912
22 January 1999 (USA),English,6157,2817
19 September 2003 (USA),English,6158,18
"Jan 21, 1994 Wide",English,6159,4913
18 September 1981 (USA),English,6160,228
2 October 1985 (USA),English,6161,4914
30 October 1987 (USA),English,6162,3051
3 February 1983 (Argentina),English,6163,4915
29 September 1984 (USA),English,6164,4916
29 January 1987 (Australia),English,6165,4917
15 June 1990 (Netherlands),English,6166,4918
11 November 1988 (USA),English,6167,1384
19 December 1984 (USA),English,6168,4919
16 September 1994 (USA),"English,French",6169,4920
21 August 1981 (Finland),English,6170,4921
23 May 1986 (USA),English,6171,2856
22 August 1985 (Argentina),English,6172,4922
4 September 2003 (Argentina),"English,Spanish,German",6173,4923
20 February 1998 (USA),English,6174,2652
"Aug 1, 1985 Wide","English,French,Portuguese,German",6175,4924
3 February 1989 (USA),"English,Romanian,Spanish",6176,4925
2 March 1979 (USA),English,6177,4926
26 October 1979 (USA),English,6178,4927
5 October 1984 (USA),English,6179,3322
"Dec 4, 1981 Wide","English,Russian,German,French,Finnish",6180,4928
22 December 2004 (USA),"English,Italian",6181,4929
26 November 2008 (USA),"English,Aboriginal,Chinese,Japanese",6182,4930
20 July 2007 (USA),English,6183,2184
5 July 1963 (West Germany),"English,German,Spanish",6184,4931
10 December 1965 (USA),English,6185,4932
"Nov 7, 1963 Limited",English,6186,4933
16 January 1956 (Brazil),English,6187,4934
17 July 1956 (USA),English,6188,4935
25 April 1941 (USA),English,6189,4936
9 November 1990 (USA),English,6190,4937
6 June 2006 (USA),"English,Italian",6191,4938
30 March 2001 (USA),English,6192,4563
17 August 2006 (Hungary),English,6193,4939
"Dec 13, 2002 Wide",English,6194,4940
14 December 2001 (USA),English,6195,4941
5 March 2003 (USA),English,6196,4942
20 February 2009 (USA),English,6197,4943
27 October 1955 (USA),English,6198,4944
14 June 1974 (USA),English,6199,4945
26 March 1999 (USA),English,6200,4946
15 July 1983 (USA),English,6201,4947
16 May 1980 (USA),"English,Spanish,French,Russian",6202,4948
6 June 1980 (USA),English,6203,4949
20 March 1981 (USA),English,6204,564
9 June 1978 (USA),English,6205,4950
January 1983 (USA),English,6206,4951
16 October 2015 (USA),English,6207,379
20 April 2007 (USA),English,6208,2132
13 October 2014 (USA),English,6209,4952
25 October 2011 (USA),English,6210,4953
19 February 2016 (USA),English,6211,4954
25 March 2015 (Philippines),"English,Spanish",6212,4955
5 February 2015 (Kuwait),English,6213,4956
20 February 2015 (USA),English,6214,683
"Oct 30, 2009 Wide",English,6215,4957
6 June 2013 (USA),"English,Indonesian",6216,4958
"Oct 31, 2014 Limited","English,Japanese,Hebrew,Portuguese,French,Arabic,Filipino,German",6217,4959
6 September 2012 (Russia),English,6218,4078
May 1961 (UK),English,6219,4960
24 July 2012 (USA),English,6220,4961
3 April 2008 (Singapore),English,6221,4962
11 April 2014 (Poland),English,6222,4963
13 December 1956 (USA),"English,French",6223,4964
27 January 2015 (Japan),"English,French,Italian",6224,4965
29 March 2012 (Russia),English,6225,4966
18 September 1942 (USA),English,6226,4967
7 June 1946 (USA),English,6227,4968
12 February 1943 (USA),"English,French,Indonesian",6228,4969
1 September 1939 (USA),English,6229,4970
26 October 1945 (USA),English,6230,3915
30 April 1943 (USA),English,6231,4971
21 January 1944 (USA),English,6232,4972
27 July 1945 (USA),English,6233,4973
16 March 1945 (USA),English,6234,4974
1 August 1944 (USA),English,6235,4975
26 May 1944 (USA),English,6236,4976
"Aug 1, 2014 Limited",English,6237,4977
30 August 2013 (USA),English,6238,4978
1 January 2015 (France),English,6239,4979
15 April 1965 (USA),English,6240,4980
1 October 1999 (USA),"English,Arabic",6241,4981
27 July 2001 (USA),English,6242,4982
25 October 2013 (UK),English,6243,4983
25 July 2014 (USA),English,6244,3157
8 July 2013 (USA),English,6245,4984
8 May 2014 (USA),English,6246,4985
31 July 2009 (USA),English,6247,1292
27 April 2012 (USA),English,6248,1461
7 August 2008 (Russia),English,6249,4986
3 January 2014 (USA),English,6250,4987
30 November 2012 (USA),English,6251,1698
18 September 2015 (USA),English,6252,42
27 September 2013 (USA),"English,German,Italian,French,Spanish",6253,4988
7 September 1990 (USA),English,6254,4989
1 October 2010 (USA),English,6255,2301
August 1984 (USA),English,6256,4990
September 1981 (USA),English,6257,4991
28 August 1987 (USA),English,6258,329
24 October 2013 (Russia),English,6259,4992
21 October 2014 (USA),English,6260,2304
9 June 2014 (China),English,6261,4993
"Jan 1, 1979 Wide",English,6262,3485
1 November 2013 (USA),English,6263,1901
27 August 2010 (Italy),English,6264,4994
12 December 2010 (Chile),English,6265,4995
23 January 1999 (USA),English,6266,4996
16 April 1986 (USA),English,6267,4997
11 October 2007 (USA),English,6268,4998
30 April 2004 (UK),English,6269,4999
25 June 2013 (USA),English,6270,5000
16 January 2009 (USA),English,6271,2283
9 September 1994 (USA),English,6272,5001
14 September 2001 (Italy),English,6273,5002
30 September 1979 (USA),"Italian,English",6274,5003
25 March 2010 (Kazakhstan),English,6275,5004
17 October 2007 (USA),English,6276,5005
13 January 2006 (UK),English,6277,5006
22 May 2013 (France),"English,Thai",6278,5007
"Apr 25, 2014 Limited",English,6279,5008
5 September 2014 (USA),"English,French,German",6280,5009
26 March 2004 (USA),English,6281,191
5 September 2003 (USA),"English,Syriac,Aramaic,Italian,Latin",6282,5010
11 May 2001 (USA),English,6283,3292
6 January 2006 (USA),English,6284,4102
20 September 2002 (USA),English,6285,2853
9 January 2015 (USA),"English,Japanese",6286,5011
27 February 2015 (USA),English,6287,5012
12 June 2008 (Israel),"Hebrew,Arabic,German,English",6288,5013
6 May 2004 (USA),English,6289,5014
,English,6290,47
5 May 2010 (France),"English,Russian",6291,5015
21 November 1962 (USA),English,6292,5016
30 June 1965 (USA),English,6293,5017
September 1969 (USA),English,6294,5018
23 October 2015 (USA),English,6295,3123
4 December 1967 (USA),English,6296,5019
25 August 2000 (USA),"English,Spanish",6297,5020
20 May 1964 (USA),English,6298,5021
21 January 1970 (USA),English,6299,5022
22 July 1977 (USA),English,6300,3987
4 January 2008 (USA),English,6301,5023
9 January 2009 (USA),"English,Hebrew",6302,5024
23 May 2008 (UK),English,6303,5025
15 July 2008 (USA),English,6304,3903
11 September 2009 (USA),English,6305,3357
6 February 2009 (USA),English,6306,546
13 December 2012 (Kuwait),English,6307,5026
3 February 2006 (USA),English,6308,2847
29 January 2010 (Mexico),English,6309,5027
8 January 2009 (Russia),English,6310,5028
9 March 2010 (USA),English,6311,5029
11 March 2011 (UK),English,6312,5030
9 October 2012 (USA),English,6313,5031
August 1985 (USA),English,6314,5032
1 March 2009 (USA),English,6315,369
22 November 1978 (USA),English,6316,5033
2010 (USA),English,6317,1208
19 January 2014 (Japan),"English,Bulgarian",6318,5034
25 June 2010 (USA),English,6319,5035
27 November 2015 (USA),English,6320,3124
15 August 2014 (USA),English,6321,2290
5 September 2014 (UK),English,6322,4528
November 2011 (Australia),English,6323,5036
31 October 2014 (USA),English,6324,255
20 April 2013 (USA),English,6325,189
18 June 2015 (Taiwan),English,6326,5037
26 July 2012 (Russia),English,6327,5038
,English,6328,47
22 August 2014 (USA),English,6329,1791
23 January 2015 (USA),"English,Japanese",6330,5039
28 December 2014 (USA),English,6331,5040
8 January 2015 (Denmark),English,6332,5041
27 November 2014 (Kuwait),English,6333,5042
29 August 2014 (USA),"English,French,Latin",6334,5043
23 June 2015 (USA),English,6335,5044
"Apr 3, 2015 Wide",English,6336,5045
23 August 2013 (USA),English,6337,2835
5 April 1937 (USA),English,6338,5046
21 October 2014 (USA),English,6339,2304
11 April 2014 (USA),English,6340,1750
1 May 2014 (USA),English,6341,3397
14 March 2014 (USA),English,6342,3154
21 February 2014 (USA),English,6343,5047
11 September 2009 (USA),"English,Russian",6344,5048
6 March 2015 (USA),"English,Dutch,German",6345,5049
28 November 2013 (Hungary),English,6346,5050
26 December 2014 (Australia),"English,Turkish,Greek,Russian",6347,5051
18 September 1963 (USA),English,6348,3954
20 March 2015 (USA),English,6349,2761
7 November 2014 (USA),English,6350,828
17 October 2014 (USA),English,6351,2582
23 January 2013 (USA),English,6352,5052
November 2014 (USA),English,6353,987
5 December 2014 (USA),English,6354,4405
15 May 2015 (USA),English,6355,2617
1 May 2014 (Singapore),English,6356,5053
14 September 2012 (USA),English,6357,5054
27 February 2015 (USA),English,6358,5012
10 October 2014 (USA),English,6359,786
3 October 2014 (USA),English,6360,3303
1 January 2011 (USA),English,6361,5055
,English,6362,47
27 March 2014 (USA),English,6363,794
7 November 2009 (Japan),English,6364,5056
24 April 2015 (USA),English,6365,376
1 November 1991 (USA),English,6366,5057
28 February 2014 (USA),English,6367,5058
5 February 1988 (USA),"English,French,Spanish",6368,5059
18 January 2009 (USA),English,6369,5060
14 June 2002 (UK),English,6370,5061
17 January 1992 (USA),English,6371,1608
19 November 2010 (USA),English,6372,1175
8 December 2000 (USA),"English,Spanish,Russian,Italian,French",6373,5062
18 January 2013 (USA),"English,Spanish",6374,5063
11 February 2011 (USA),English,6375,905
18 February 2000 (USA),"English,Russian",6376,5064
8 September 2006 (USA),"English,Spanish",6377,5065
30 May 2006 (USA),English,6378,5066
20 August 1993 (USA),English,6379,1388
27 October 2000 (USA),"English,Spanish",6380,5067
22 October 2004 (USA),"English,Spanish",6381,5068
30 May 1997 (USA),English,6382,5069
17 November 2000 (USA),English,6383,1336
1 January 2005 (USA),English,6384,5070
,English,6385,47
23 January 2007 (USA),English,6386,5071
6 November 2009 (USA),"English,Aboriginal",6387,5072
10 November 1989 (USA),English,6388,1702
22 February 2013 (USA),English,6389,5073
9 May 1992 (USA),English,6390,5074
April 1991 (USA),English,6391,5075
22 August 1997 (Turkey),English,6392,5076
18 September 2001 (USA),English,6393,5077
14 May 1990 (USA),English,6394,5078
4 November 1989 (Japan),English,6395,5079
16 November 2004 (USA),English,6396,5080
11 July 2008 (Latvia),"English,Norse, Old,Latin",6397,5081
24 August 1990 (USA),English,6398,2267
20 July 1990 (USA),"English,Arabic",6399,5082
15 February 1991 (USA),English,6400,5083
18 July 1997 (Germany),English,6401,5084
22 April 1993 (Germany),English,6402,5085
26 October 1984 (USA),English,6403,5086
16 November 2007 (Spain),"English,French,Arabic,German",6404,5087
7 August 1992 (USA),"English,Spanish",6405,5088
18 August 1989 (USA),"English,Vietnamese",6406,5089
18 October 2002 (USA),English,6407,4093
4 April 1997 (USA),"English,Russian",6408,5090
24 January 2013 (Russia),"Russian,English",6409,5091
1 April 1980 (USA),English,6410,5092
,English,6411,47
22 July 1974 (Sweden),"English,Russian",6412,5093
14 September 1984 (USA),English,6413,5094
30 July 1976 (USA),English,6414,5095
26 February 1982 (USA),English,6415,5096
October 1990 (USA),English,6416,5097
26 November 1980 (France),English,6417,5098
29 October 1982 (USA),English,6418,5099
1 May 1983 (USA),English,6419,5100
13 May 1988 (USA),English,6420,4367
1 October 1982 (USA),English,6421,5101
12 March 1982 (USA),English,6422,5102
14 August 2015 (USA),English,6423,475
3 August 1978 (USA),English,6424,5103
July 1973 (USA),English,6425,5104
15 June 1977 (USA),English,6426,5105
20 April 2014 (USA),English,6427,3156
13 July 1991 (South Korea),English,6428,5106
"Jan 1, 1980 Wide",English,6429,5107
2 October 2015 (USA),English,6430,2692
7 October 2014 (USA),English,6431,5108
November 1977 (USA),English,6432,5109
24 July 1981 (West Germany),English,6433,5110
December 1977 (USA),English,6434,5111
10 March 1972 (USA),English,6435,119
"Jun 2, 1976 Wide",English,6436,5112
6 June 1975 (USA),English,6437,5113
22 September 1960 (USA),English,6438,5114
4 October 1972 (USA),English,6439,5115
15 April 1978 (Japan),English,6440,5116
20 November 1977 (USA),English,6441,5117
20 April 1966 (USA),English,6442,5118
22 August 1979 (France),English,6443,5119
18 October 2013 (USA),English,6444,461
5 November 1982 (USA),English,6445,5120
7 December 1979 (USA),"English,Portuguese",6446,5121
July 1976 (USA),English,6447,5122
28 February 2015 (USA),English,6448,5123
26 October 1978 (Mexico),English,6449,5124
10 April 2015 (USA),English,6450,2123
19 September 1980 (USA),English,6451,4424
1 May 1981 (USA),English,6452,1275
14 May 1999 (UK),English,6453,5125
27 May 1983 (USA),English,6454,5126
28 May 1985 (USA),English,6455,5127
September 1985 (USA),"English,Italian",6456,5128
14 November 1986 (USA),English,6457,3986
14 August 2015 (USA),English,6458,475
12 June 2014 (USA),English,6459,5129
November 1985 (USA),English,6460,5130
1 May 1987 (USA),English,6461,7
27 September 1985 (USA),"English,Russian,Spanish",6462,5131
February 1987 (USA),English,6463,5132
14 August 1980 (USA),English,6464,5133
30 July 1993 (Brazil),English,6465,5134
24 February 1989 (USA),English,6466,279
30 August 1985 (USA),English,6467,5135
16 September 1983 (USA),English,6468,5136
April 1985 (USA),English,6469,5137
12 September 1986 (USA),English,6470,5138
October 1981 (USA),English,6471,5139
14 February 1986 (USA),English,6472,5140
7 May 1982 (USA),English,6473,5141
April 1975 (USA),English,6474,5142
16 September 1983 (USA),English,6475,5136
14 June 1985 (USA),English,6476,2864
January 1983 (USA),English,6477,4951
16 May 1980 (USA),"English,Swedish",6478,5143
15 March 2015 (USA),English,6479,990
6 October 2015 (USA),English,6480,270
14 March 2015 (USA),English,6481,49
"Feb 13, 1953 Wide",English,6482,5144
31 July 2015 (USA),English,6483,1380
1 October 2010 (USA),English,6484,2301
31 October 1951 (USA),English,6485,5145
11 March 1998 (France),English,6486,5146
17 May 2014 (USA),English,6487,4766
6 August 2010 (USA),English,6488,397
29 April 2006 (USA),"English,Arabic",6489,5147
5 October 2011 (USA),"English,Pushto,Dari",6490,5148
13 June 2008 (USA),"English,Japanese,Mandarin",6491,5149
5 October 2012 (USA),English,6492,834
23 October 2003 (USA),English,6493,5150
15 March 1961 (USA),English,6494,5151
19 April 1940 (USA),English,6495,2327
29 October 1945 (Sweden),English,6496,5152
21 February 1941 (USA),"English,Sioux",6497,5153
5 December 1945 (USA),English,6498,5154
17 February 1949 (USA),English,6499,5155
4 May 1935 (USA),English,6500,5156
24 July 1959 (Finland),English,6501,5157
19 August 1939 (USA),English,6502,5158
13 June 1960 (Sweden),English,6503,5159
12 May 1942 (USA),English,6504,5160
5 September 1947 (USA),English,6505,5161
27 October 2006 (USA),"English,Afrikaans,Zulu,Portuguese",6506,5162
11 February 2010 (USA),English,6507,5163
12 May 2009 (USA),"English,Japanese",6508,5164
6 May 2013 (USA),"French,English,Creole",6509,5165
13 October 2006 (USA),"English,Japanese",6510,5166
28 August 2009 (USA),English,6511,124
29 June 2007 (USA),English,6512,5167
31 January 2003 (Mexico),English,6513,5168
26 January 2007 (USA),"English,Romanian",6514,5169
27 January 2006 (USA),English,6515,3151
27 November 2002 (USA),English,6516,1088
20 December 1996 (USA),"English,Spanish",6517,5170
28 April 1995 (USA),English,6518,505
8 January 2016 (USA),English,6519,4005
20 November 2015 (USA),English,6520,1026
13 November 2015 (USA),English,6521,5171
20 May 2011 (UK),English,6522,3631
October 1998 (USA),English,6523,686
,English,6524,47
29 July 2016 (USA),English,6525,5172
2012 (USA),"English,Spanish",6526,5173
,English,6527,47
26 September 2012 (France),English,6528,5174
23 March 2018 (USA),English,6529,5175
11 October 2011 (USA),English,6530,5176
28 January 2012 (USA),English,6531,5177
10 September 2013 (USA),English,6532,5178
12 October 2013 (USA),English,6533,5179
9 June 2014 (USA),English,6534,3010
6 November 2014 (USA),English,6535,5180
,English,6536,47
28 May 1952 (USA),English,6537,5181
,English,6538,47
1 March 2013 (USA),English,6539,3407
7 February 2004 (USA),English,6540,5182
19 April 2014 (USA),"English,French",6541,5183
21 March 2014 (USA),English,6542,4414
September 2008 (Italy),English,6543,5184
November 2015 (USA),English,6544,5185
2 September 2012 (Italy),English,6545,5186
28 June 2011 (Belgium),English,6546,5187
"Jan 10, 2014 Limited",English,6547,5188
20 September 2012 (Russia),English,6548,5189
2014 (USA),English,6549,1594
14 October 2011 (USA),English,6550,5190
,English,6551,47
19 July 2012 (Russia),English,6552,5191
18 October 1996 (USA),English,6553,2150
12 March 1999 (USA),English,6554,750
19 September 1997 (USA),English,6555,1993
11 August 1995 (USA),English,6556,1238
20 January 2014 (USA),English,6557,5192
30 September 2005 (USA),English,6558,2140
February 2014 (USA),English,6559,5193
2015 (USA),English,6560,258
,English,6561,47
28 May 2008 (USA),English,6562,5194
1 September 2014 (USA),English,6563,2602
4 June 2013 (USA),English,6564,5195
6 March 2015 (USA),English,6565,1654
25 December 1942 (USA),"English,Czech,Serbian",6566,5196
13 February 2015 (USA),"English,German,Spanish",6567,5197
18 July 2014 (USA),English,6568,1154
24 October 2014 (USA),English,6569,2274
2 January 2015 (USA),English,6570,1447
25 April 2014 (USA),English,6571,4621
2 May 2014 (UK),English,6572,5198
12 November 1993 (USA),English,6573,1421
12 December 2013 (USA),English,6574,5199
22 August 2014 (USA),English,6575,1791
26 February 1958 (Japan),"English,Polish,Russian",6576,5200
27 March 2015 (Poland),"Spanish,English",6577,5201
7 January 2012 (USA),English,6578,5202
19 July 2013 (USA),English,6579,407
24 June 2009 (USA),English,6580,5203
2012 (Canada),English,6581,5204
10 April 2008 (USA),English,6582,5205
20 July 2009 (USA),English,6583,5206
31 January 2007 (France),English,6584,5207
January 2010 (USA),English,6585,4823
23 June 2011 (USA),English,6586,5208
28 March 2008 (USA),English,6587,1570
1 May 2011 (USA),English,6588,1003
14 May 2009 (Germany),English,6589,5209
21 October 2006 (USA),English,6590,5210
3 June 2010 (USA),English,6591,5211
4 October 2013 (USA),English,6592,5212
13 March 1978 (Sweden),English,6593,5213
21 January 2013 (USA),"English,Spanish",6594,5214
19 July 2012 (USA),"English,French",6595,5215
12 February 2013 (USA),"English,French",6596,5216
July 2014 (USA),English,6597,5217
6 May 2014 (USA),English,6598,5218
11 July 2009 (USA),English,6599,5219
2 June 2015 (USA),English,6600,5220
15 June 2014 (USA),English,6601,3808
6 November 2008 (Germany),"English,Spanish",6602,5221
5 February 2014 (Philippines),English,6603,5222
28 September 2006 (Germany),English,6604,5223
21 July 2013 (USA),English,6605,5224
5 December 2013 (USA),English,6606,5225
9 May 2014 (USA),English,6607,689
31 October 2014 (USA),English,6608,255
30 June 2013 (USA),English,6609,5226
11 January 2014 (USA),English,6610,5227
10 April 2015 (USA),English,6611,2123
27 February 2015 (USA),English,6612,5012
1 June 2015 (USA),English,6613,1916
29 March 2015 (USA),English,6614,5228
15 April 2015 (USA),English,6615,1435
4 May 2013 (USA),English,6616,1445
28 February 2015 (USA),English,6617,5123
26 September 2015 (USA),English,6618,789
27 February 2015 (USA),English,6619,5012
2 May 2015 (USA),English,6620,3331
2015 (USA),English,6621,258
26 October 2014 (USA),English,6622,5229
26 September 2015 (USA),English,6623,789
7 March 2013 (USA),English,6624,5230
1 June 2015 (USA),English,6625,1916
,English,6626,47
26 April 2015 (USA),"Thai,English",6627,5231
9 September 2015 (France),English,6628,5232
2010 (USA),English,6629,1208
15 May 2006 (USA),English,6630,5233
1 July 2015 (USA),English,6631,2443
1 June 2014 (USA),English,6632,5234
