style,ounces,original_index,unique_index
American Double / Imperial IPA,12.0 ounce,1958,7
American Double / Imperial IPA,12.0 oz.,1959,25
Old Ale,12.0 oz,1960,339
American Blonde Ale,16.0 oz.,1961,178
American Double / Imperial IPA,12.0 oz,1962,3
Saison / Farmhouse Ale,12.0 ounce,1963,143
Bière de Garde,12.0 oz,1964,495
Foreign / Export Stout,12.0 oz,1965,480
American Pale Ale (APA),16.0 ounce,1966,150
American Blonde Ale,12.0 oz.,1967,29
American IPA,12.0 oz.,1968,23
English India Pale Ale (IPA),16.0 oz,1969,223
American Pale Ale (APA),16.0 oz,1970,85
American Double / Imperial IPA,16.0 oz.,1971,46
American Porter,16.0 OZ.,1972,348
American Double / Imperial IPA,16.0 oz,1973,211
American Amber / Red Ale,16.0 oz.,1974,215
American Stout,16.0 oz.,1975,144
American Double / Imperial IPA,12.0 oz,1976,3
American Pale Ale (APA),16.0 OZ.,1977,65
American IPA,12.0 oz.,1978,23
American Pale Ale (APA),12.0 oz.,1979,1
Irish Red Ale,12.0 oz,1980,291
American Pale Wheat Ale,12.0 oz.,1981,36
Vienna Lager,12.0 ounce,1982,164
Vienna Lager,12.0 ounce,1983,164
American Pale Ale (APA),12.0 oz,1984,20
Cider,16.0 oz,1985,253
German Pilsener,12.0 oz,1986,156
American IPA,16.0 ounce,1987,37
Märzen / Oktoberfest,12.0 oz,1988,184
American IPA,12.0 ounce,1989,2
American Pale Ale (APA),12.0 oz.,1990,1
Kölsch,12.0 oz,1991,97
American Amber / Red Lager,12.0 oz,1992,48
American IPA,12.0 oz. Alumi-Tek,1993,73
American Adjunct Lager,12.0 oz.,1994,496
American Adjunct Lager,12.0 oz. Alumi-Tek,1995,469
American Pale Ale (APA),12.0 oz,1996,20
American Adjunct Lager,12.0 ounce,1997,497
American Black Ale,12.0 oz.,1998,34
American IPA,12.0 oz. Alumi-Tek,1999,73
American Adjunct Lager,12.0 oz,2000,244
American Adjunct Lager,12.0 oz,2001,244
American Adjunct Lager,16.0 oz.,2002,498
Winter Warmer,12.0 oz.,2003,176
Märzen / Oktoberfest,16.0 ounce,2004,267
American Pale Wheat Ale,16.0 oz,2005,271
American Pale Wheat Ale,12.0 oz. Alumi-Tek,2006,499
American Pale Wheat Ale,12.0 oz. Alumi-Tek,2007,499
American Blonde Ale,12.0 oz,2008,32
Kölsch,12.0 oz.,2009,251
Märzen / Oktoberfest,12.0 ounce,2010,374
American Brown Ale,12.0 oz,2011,33
American Pale Wheat Ale,12.0 oz,2012,74
American Pale Ale (APA),12.0 ounce,2013,11
American Amber / Red Lager,12.0 oz.,2014,51
American Adjunct Lager,12.0 oz,2015,244
American Amber / Red Ale,16.0 ounce,2016,189
American Black Ale,12.0 OZ.,2017,135
American Black Ale,12.0 oz.,2018,34
Saison / Farmhouse Ale,12.0 ounce,2019,143
American Blonde Ale,12.0 oz,2020,32
Kölsch,12.0 oz.,2021,251
Milk / Sweet Stout,12.0 oz.,2022,457
American IPA,12.0 oz.,2023,23
American Adjunct Lager,12.0 oz,2024,244
American Adjunct Lager,12.0 oz.,2025,496
American Amber / Red Lager,12.0 oz.,2026,51
Light Lager,12.0 oz.,2027,273
American Pale Ale (APA),12.0 oz.,2028,1
Extra Special / Strong Bitter (ESB),12.0 ounce,2029,136
American Pale Ale (APA),16.0 ounce,2030,150
American Double / Imperial IPA,16.0 oz.,2031,46
Altbier,16.0 ounce,2032,268
Scottish Ale,16.0 ounce,2033,310
American Porter,16.0 oz.,2034,102
Belgian Pale Ale,16.0 ounce,2035,318
Scotch Ale / Wee Heavy,16.0 oz.,2036,171
Belgian Dark Ale,16.0 ounce,2037,214
Scotch Ale / Wee Heavy,16.0 oz,2038,296
Scotch Ale / Wee Heavy,16.0 ounce,2039,500
American IPA,16.0 oz. Alumi-Tek,2040,99
American IPA,16.0 oz,2041,43
American IPA,16.0 oz.,2042,39
American IPA,16.0 oz,2043,43
Belgian IPA,16.0 ounce,2044,306
Scotch Ale / Wee Heavy,16.0 ounce,2045,500
Extra Special / Strong Bitter (ESB),16.0 oz. Silo Can,2046,501
American IPA,16.0 oz,2047,43
American Pale Ale (APA),16.0 ounce,2048,150
Russian Imperial Stout,16.0 oz.,2049,502
Flanders Oud Bruin,16.0 oz.,2050,503
American Porter,16.0 OZ.,2051,348
German Pilsener,16.0 ounce,2052,277
Irish Dry Stout,16.0 oz.,2053,170
Scottish Ale,16.0 oz.,2054,504
English Barleywine,16.0 oz,2055,505
American Brown Ale,16.0 oz,2056,449
Quadrupel (Quad),16.0 ounce,2057,506
Märzen / Oktoberfest,16.0 oz. Alumi-Tek,2058,347
Dortmunder / Export Lager,16.0 oz,2059,331
Dortmunder / Export Lager,16.0 oz,2060,331
Belgian Strong Pale Ale,16.0 oz,2061,507
American Double / Imperial IPA,16.0 oz.,2062,46
Scotch Ale / Wee Heavy,16.0 oz,2063,296
American IPA,16.0 oz.,2064,39
Märzen / Oktoberfest,16.0 ounce,2065,267
English Barleywine,16.0 oz,2066,505
Scottish Ale,16.0 oz.,2067,504
Cream Ale,16.0 oz,2068,400
American Pale Ale (APA),16.0 oz. Alumi-Tek,2069,72
American Amber / Red Lager,12.0 OZ.,2070,508
American IPA,12.0 ounce,2071,2
American IPA,16.0 oz.,2072,39
Extra Special / Strong Bitter (ESB),16.0 oz.,2073,298
American Black Ale,16.0 oz,2074,105
American IPA,16.0 ounce,2075,37
American IPA,16.0 ounce,2076,37
English Bitter,16.0 ounce,2077,456
Rye Beer,16.0 oz,2078,151
American Brown Ale,16.0 oz,2079,449
American Brown Ale,16.0 oz.,2080,133
American Double / Imperial IPA,16.0 OZ.,2081,149
Keller Bier / Zwickel Bier,16.0 oz.,2082,509
Saison / Farmhouse Ale,16.0 oz.,2083,220
American IPA,16.0 oz. Alumi-Tek,2084,99
American IPA,12.0 oz,2085,35
Witbier,12.0 oz.,2086,108
American Pale Ale (APA),12.0 OZ.,2087,69
Oatmeal Stout,12.0 OZ.,2088,510
Cream Ale,12.0 oz,2089,82
Herbed / Spiced Beer,12.0 OZ.,2090,511
German Pilsener,12.0 oz.,2091,106
Hefeweizen,12.0 oz.,2092,186
American IPA,12.0 oz.,2093,23
American Pale Ale (APA),12.0 oz.,2094,1
American Double / Imperial IPA,12.0 ounce,2095,7
Saison / Farmhouse Ale,12.0 oz.,2096,8
American IPA,24.0 oz.,2097,512
American IPA,12.0 oz. Silo Can,2098,270
Hefeweizen,24.0 oz.,2099,513
American Blonde Ale,24.0 oz.,2100,514
American Blonde Ale,12.0 oz,2101,32
Hefeweizen,12.0 ounce,2102,152
Tripel,16.9 OZ.,2103,515
Saison / Farmhouse Ale,16.0 oz.,2104,220
American Porter,16.0 oz.,2105,102
Saison / Farmhouse Ale,16.0 OZ.,2106,61
Oatmeal Stout,16.0 oz,2107,278
American IPA,16.0 oz,2108,43
American Brown Ale,16.0 oz,2109,449
Extra Special / Strong Bitter (ESB),16.0 ounce,2110,516
Milk / Sweet Stout,16.0 oz.,2111,427
American Pale Wheat Ale,16.0 ounce,2112,237
American Pale Ale (APA),16.0 oz.,2113,56
Tripel,16.0 OZ.,2114,517
American Pale Wheat Ale,12.0 ounce,2115,112
German Pilsener,16.0 oz,2116,57
American Double / Imperial IPA,16.0 oz.,2117,46
American Brown Ale,16.0 oz.,2118,133
Milk / Sweet Stout,16.0 oz,2119,433
American IPA,16.0 oz,2120,43
American IPA,16.0 oz. Alumi-Tek,2121,99
American Amber / Red Ale,16.0 oz.,2122,215
Altbier,16.0 oz.,2123,518
American IPA,16.0 oz. Alumi-Tek,2124,99
American Porter,16.0 oz.,2125,102
American IPA,16.0 oz.,2126,39
Witbier,16.0 oz,2127,335
Dubbel,12.0 oz,2128,519
American Brown Ale,12.0 ounce,2129,109
American IPA,12.0 oz.,2130,23
American Pale Ale (APA),12.0 oz.,2131,1
Extra Special / Strong Bitter (ESB),12.0 oz.,2132,158
Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,2133,305
English India Pale Ale (IPA),12.0 ounce,2134,137
American Pale Ale (APA),12.0 oz,2135,20
Saison / Farmhouse Ale,12.0 ounce,2136,143
American Brown Ale,12.0 oz,2137,33
Dunkelweizen,12.0 oz,2138,520
English India Pale Ale (IPA),12.0 oz.,2139,134
American Wild Ale,16.0 oz,2140,521
American Double / Imperial IPA,16.0 oz.,2141,46
American Double / Imperial Stout,16.0 oz.,2142,522
American IPA,16.0 oz.,2143,39
American Double / Imperial IPA,16.0 oz. Alumi-Tek,2144,523
American Double / Imperial IPA,16.0 oz. Alumi-Tek,2145,523
American Amber / Red Ale,12.0 ounce,2146,83
American IPA,12.0 ounce,2147,2
English Brown Ale,12.0 ounce,2148,115
American Pale Wheat Ale,12.0 oz.,2149,36
Belgian Pale Ale,12.0 ounce,2150,286
Belgian Pale Ale,12.0 oz,2151,462
Dubbel,12.0 oz,2152,519
American Pale Ale (APA),16.0 oz,2153,85
American Black Ale,16.0 oz,2154,105
American Pale Ale (APA),16.0 ounce,2155,150
American Pale Ale (APA),16.0 ounce,2156,150
Kölsch,16.0 oz.,2157,240
American IPA,16.0 oz,2158,43
English Brown Ale,16.0 oz.,2159,265
American Double / Imperial IPA,16.0 oz,2160,211
American IPA,12.0 ounce,2161,2
American Pilsner,12.0 oz. Alumi-Tek,2162,120
American Amber / Red Lager,12.0 ounce,2163,49
American Pale Ale (APA),16.0 oz.,2164,56
American Amber / Red Ale,12.0 OZ.,2165,101
American Stout,16.0 oz.,2166,144
American Pale Ale (APA),16.0 oz.,2167,56
Shandy,12.0 oz.,2168,524
American Pale Wheat Ale,12.0 oz. Alumi-Tek,2169,499
American Pale Ale (APA),12.0 oz,2170,20
Cream Ale,12.0 oz,2171,82
American Brown Ale,12.0 ounce,2172,109
Fruit / Vegetable Beer,12.0 ounce,2173,21
American Blonde Ale,12.0 oz. Alumi-Tek,2174,174
American Porter,12.0 oz.,2175,113
American IPA,12.0 oz.,2176,23
Irish Red Ale,12.0 oz. Silo Can,2177,525
American IPA,12.0 oz,2178,35
American Pale Wheat Ale,16.0 oz,2179,271
Oatmeal Stout,16.0 oz.,2180,86
American Pale Ale (APA),16.0 oz,2181,85
California Common / Steam Beer,16.0 OZ.,2182,526
American Amber / Red Ale,12.0 ounce,2183,83
American IPA,12.0 oz,2184,35
Braggot,12.0 oz,2185,527
American Dark Wheat Ale,12.0 oz,2186,455
American Porter,16.0 ounce,2187,93
Fruit / Vegetable Beer,16.0 oz,2188,103
Russian Imperial Stout,16.0 oz,2189,389
Roggenbier,16.0 OZ.,2190,528
American Double / Imperial IPA,16.0 ounce,2191,53
American IPA,16.0 oz.,2192,39
Irish Red Ale,16.0 oz,2193,346
American Porter,16.0 oz.,2194,102
Czech Pilsener,16.0 oz.,2195,358
American Blonde Ale,12.0 ounce,2196,147
American IPA,12.0 oz,2197,35
American Porter,12.0 oz,2198,98
Fruit / Vegetable Beer,12.0 ounce,2199,21
American Blonde Ale,12.0 oz.,2200,29
American Pale Ale (APA),12.0 oz,2201,20
American Amber / Red Ale,12.0 oz.,2202,30
American IPA,12.0 oz.,2203,23
Vienna Lager,12.0 oz.,2204,183
Shandy,16.0 oz.,2205,529
American IPA,16.0 oz.,2206,39
American IPA,12.0 oz.,2207,23
Milk / Sweet Stout,12.0 oz,2208,238
American Amber / Red Ale,12.0 oz. Alumi-Tek,2209,187
American IPA,12.0 oz.,2210,23
Witbier,12.0 ounce,2211,90
Belgian Strong Pale Ale,12.0 ounce,2212,470
Doppelbock,16.0 ounce,2213,530
American Amber / Red Ale,16.0 ounce,2214,189
American Pilsner,12.0 oz.,2215,245
Doppelbock,16.0 ounce,2216,530
American IPA,12.0 ounce,2217,2
American Pale Ale (APA),12.0 oz.,2218,1
American IPA,16.0 ounce,2219,37
American Amber / Red Lager,12.0 ounce,2220,49
American IPA,12.0 oz. Alumi-Tek,2221,73
American Adjunct Lager,12.0 oz.,2222,496
American IPA,12.0 oz,2223,35
American IPA,12.0 oz,2224,35
American Amber / Red Ale,12.0 oz,2225,154
American IPA,12.0 ounce,2226,2
Czech Pilsener,12.0 ounce,2227,177
American IPA,12.0 oz.,2228,23
American Pale Ale (APA),12.0 ounce,2229,11
American Brown Ale,12.0 ounce,2230,109
American Amber / Red Ale,12.0 oz,2231,154
American IPA,12.0 oz.,2232,23
American IPA,12.0 ounce,2233,2
American Pale Wheat Ale,12.0 ounce,2234,112
American IPA,16.0 oz,2235,43
American Dark Wheat Ale,12.0 oz,2236,455
American Dark Wheat Ale,12.0 oz.,2237,380
Dortmunder / Export Lager,12.0 oz.,2238,165
American Pale Ale (APA),12.0 oz. Alumi-Tek,2239,67
Märzen / Oktoberfest,12.0 oz,2240,184
Bière de Garde,12.0 ounce,2241,531
American Pale Ale (APA),12.0 ounce,2242,11
American Strong Ale,12.0 oz,2243,153
American IPA,12.0 OZ.,2244,4
Munich Helles Lager,12.0 oz,2245,117
Hefeweizen,16.0 oz.,2246,381
American White IPA,12.0 oz,2247,454
American Double / Imperial IPA,12.0 oz.,2248,25
Saison / Farmhouse Ale,12.0 oz,2249,325
German Pilsener,12.0 ounce,2250,387
Pumpkin Ale,12.0 OZ.,2251,532
American Amber / Red Lager,12.0 oz,2252,48
American IPA,12.0 oz.,2253,23
American IPA,12.0 OZ.,2254,4
American Blonde Ale,12.0 ounce,2255,147
Schwarzbier,12.0 oz,2256,533
American IPA,12.0 oz.,2257,23
American Pale Ale (APA),12.0 oz.,2258,1
American Pale Ale (APA),12.0 oz.,2259,1
German Pilsener,12.0 ounce,2260,387
American IPA,16.0 oz,2261,43
Maibock / Helles Bock,16.0 oz.,2262,534
Cider,16.0 ounce,2263,397
Cider,16.0 ounce,2264,397
Cider,16.0 oz,2265,253
Low Alcohol Beer,16.0 ounce,2266,535
American Brown Ale,16.0 oz,2267,449
Belgian Pale Ale,16.0 oz.,2268,191
Baltic Porter,16.0 oz.,2269,536
Dubbel,16.0 OZ.,2270,537
American Double / Imperial IPA,12.0 oz,2271,3
Gose,12.0 OZ.,2272,293
American Pale Ale (APA),12.0 oz,2273,20
Altbier,12.0 oz.,2274,166
American IPA,16.0 oz.,2275,39
Witbier,16.0 oz. Alumi-Tek,2276,538
American IPA,16.0 oz.,2277,39
Quadrupel (Quad),19.2 oz.,2278,539
Rye Beer,19.2 oz,2279,540
American Wild Ale,19.2 oz.,2280,541
American Double / Imperial Stout,19.2 OZ.,2281,542
American Brown Ale,19.2 OZ.,2282,543
Saison / Farmhouse Ale,12.0 oz.,2283,8
American White IPA,12.0 oz.,2284,163
American Wild Ale,19.2 oz,2285,544
American Double / Imperial IPA,19.2 oz.,2286,545
Winter Warmer,16.0 oz.,2287,546
Pumpkin Ale,16.0 ounce,2288,58
Belgian Pale Ale,12.0 oz.,2289,89
Foreign / Export Stout,12.0 oz.,2290,126
Vienna Lager,12.0 ounce,2291,164
Vienna Lager,12.0 oz,2292,487
English Brown Ale,12.0 oz,2293,430
American Pale Ale (APA),12.0 oz.,2294,1
American IPA,12.0 ounce,2295,2
American Brown Ale,16.0 OZ.,2296,235
American IPA,12.0 oz,2297,35
American Pale Ale (APA),12.0 oz.,2298,1
American Double / Imperial IPA,12.0 ounce,2299,7
Doppelbock,12.0 oz. Alumi-Tek,2300,547
American White IPA,12.0 ounce,2301,321
American White IPA,12.0 oz.,2302,163
Fruit / Vegetable Beer,12.0 ounce,2303,21
American Double / Imperial IPA,12.0 ounce,2304,7
American Pale Ale (APA),12.0 ounce,2305,11
Cider,16.0 oz.,2306,87
Cider,16.0 oz.,2307,87
Cider,16.0 ounce,2308,397
Cider,16.0 OZ.,2309,396
Cider,16.0 oz,2310,253
American Stout,12.0 ounce,2311,157
Tripel,12.0 oz,2312,340
Witbier,12.0 oz.,2313,108
American Brown Ale,12.0 OZ.,2314,548
Belgian Strong Pale Ale,12.0 oz.,2315,549
American IPA,12.0 oz. Alumi-Tek,2316,73
American Double / Imperial Pilsner,12.0 ounce,2317,550
American IPA,12.0 oz,2318,35
American IPA,12.0 oz,2319,35
American IPA,12.0 OZ.,2320,4
Witbier,12.0 OZ.,2321,255
American Double / Imperial IPA,12.0 ounce,2322,7
American Pale Wheat Ale,12.0 OZ.,2323,425
English Pale Ale,12.0 ounce,2324,474
American IPA,12.0 oz,2325,35
Pumpkin Ale,12.0 oz.,2326,352
Fruit / Vegetable Beer,12.0 oz.,2327,22
American IPA,12.0 oz.,2328,23
American Amber / Red Ale,12.0 oz.,2329,30
American IPA,16.0 oz,2330,43
Cream Ale,16.0 oz.,2331,259
Oatmeal Stout,16.0 oz.,2332,86
American IPA,16.0 oz.,2333,39
Herbed / Spiced Beer,12.0 oz.,2334,472
American Porter,12.0 oz.,2335,113
American Amber / Red Ale,12.0 ounce,2336,83
American IPA,12.0 oz.,2337,23
American Pale Ale (APA),12.0 ounce,2338,11
Gose,12.0 ounce,2339,551
Witbier,12.0 oz.,2340,108
American IPA,12.0 oz,2341,35
Märzen / Oktoberfest,12.0 oz.,2342,111
American Amber / Red Lager,12.0 oz,2343,48
American IPA,12.0 oz,2344,35
American Pale Lager,16.0 ounce,2345,552
Bock,12.0 oz,2346,553
English Stout,12.0 ounce,2347,554
American IPA,12.0 ounce,2348,2
Cream Ale,12.0 oz,2349,82
Chile Beer,12.0 oz.,2350,555
American Amber / Red Ale,12.0 oz,2351,154
Berliner Weissbier,12.0 oz,2352,31
American IPA,12.0 oz.,2353,23
Berliner Weissbier,12.0 oz.,2354,47
Berliner Weissbier,12.0 ounce,2355,281
American IPA,16.0 ounce,2356,37
Radler,12.0 oz,2357,556
Hefeweizen,12.0 oz.,2358,186
Hefeweizen,12.0 oz.,2359,186
American Double / Imperial IPA,12.0 oz. Alumi-Tek,2360,488
Pumpkin Ale,12.0 oz,2361,77
American Brown Ale,12.0 ounce,2362,109
American Blonde Ale,12.0 OZ.,2363,114
American Double / Imperial IPA,12.0 oz,2364,3
American Double / Imperial IPA,12.0 oz. Alumi-Tek,2365,488
Witbier,12.0 oz,2366,234
Oatmeal Stout,12.0 oz.,2367,328
Pumpkin Ale,12.0 ounce,2368,388
American Pale Ale (APA),12.0 oz,2369,20
Belgian Pale Ale,12.0 oz,2370,462
Scotch Ale / Wee Heavy,12.0 oz.,2371,439
American Pilsner,12.0 ounce,2372,357
American Pale Ale (APA),12.0 oz,2373,20
Irish Dry Stout,16.0 oz. Alumi-Tek,2374,557
Bock,16.0 oz.,2375,429
Munich Helles Lager,16.0 oz.,2376,558
American Pale Ale (APA),16.0 ounce,2377,150
American Blonde Ale,16.0 oz,2378,241
American IPA,16.0 ounce,2379,37
American Porter,16.0 oz,2380,205
American Amber / Red Lager,12.0 oz.,2381,51
American IPA,12.0 ounce,2382,2
American Porter,12.0 oz.,2383,113
American IPA,12.0 OZ.,2384,4
Saison / Farmhouse Ale,12.0 oz,2385,325
American IPA,12.0 ounce,2386,2
American Pilsner,12.0 OZ.,2387,66
American IPA,12.0 oz.,2388,23
American Brown Ale,12.0 oz.,2389,146
American IPA,12.0 oz,2390,35
American Pale Lager,12.0 oz.,2391,287
Cider,12.0 oz,2392,301
American IPA,12.0 ounce,2393,2
American Pilsner,12.0 oz.,2394,245
American IPA,16.0 oz,2395,43
American IPA,12.0 oz.,2396,23
Kölsch,12.0 oz,2397,97
American Double / Imperial IPA,12.0 oz,2398,3
American IPA,12.0 oz,2399,35
American Pale Ale (APA),12.0 oz,2400,20
Chile Beer,12.0 oz.,2401,555
American Strong Ale,12.0 oz,2402,153
Pumpkin Ale,12.0 oz.,2403,352
American Stout,12.0 oz.,2404,19
Belgian IPA,12.0 oz.,2405,10
American Amber / Red Ale,12.0 oz. Alumi-Tek,2406,187
Schwarzbier,12.0 oz.,2407,123
American Pale Ale (APA),12.0 ounce,2408,11
American Amber / Red Ale,12.0 oz.,2409,30
