beer_name,style,original_index,unique_index,count
Three Skulls Ale Pale Ale,American Pale Ale (APA),1501,1450,1.0
Walter's Premium Pilsener Beer,German Pilsener,1502,1451,1.0
Floppin' Crappie,American Pale Wheat Ale,1503,1452,1.0
Left of the Dial IPA,American IPA,1504,1453,1.0
Notch Session Pils,Czech Pilsener,1505,1454,1.0
O'Fallon Pumpkin Beer,Pumpkin Ale,1506,1455,1.0
5 Day IPA,American IPA,1507,1456,1.0
O'Fallon Wheach,Fruit / Vegetable Beer,1508,1457,1.0
Watershed IPA,American IPA,1509,1458,1.0
Oakshire Amber Ale,American Amber / Red Ale,1510,1459,1.0
Overcast Espresso Stout,American Stout,1511,1460,1.0
Watershed IPA (2013),American IPA,1512,1461,1.0
Lake Monster,Baltic Porter,1513,1462,1.0
London Homesick Ale,English Bitter,1514,1463,1.0
Luchesa Lager,Keller Bier / Zwickel Bier,1515,1464,1.0
Slow Ride,American Pale Ale (APA),1516,1465,1.0
Occidental Hefeweizen,American Pale Wheat Ale,1517,1466,1.0
Occidental Dunkel,Dunkelweizen,1518,1467,1.0
Occidental Altbier,Altbier,1519,1468,1.0
Occidental Kölsch,Kölsch,1520,1469,1.0
Perpetual Darkness,Belgian Strong Dark Ale,1521,1470,1.0
Clan Warrior,Scotch Ale / Wee Heavy,1522,1471,1.0
Psycho Penguin Vanilla Porter,American Porter,1523,1472,1.0
Heliocentric Hefeweizen,Hefeweizen,1524,1473,1.0
Ghose Drifter Pale Ale,American Pale Ale (APA),1525,1474,1.0
Ghost Rider Pale Ale (2013),American Pale Ale (APA),1526,1475,1.0
Helios Hefeweizen (2013),Hefeweizen,1527,1476,1.0
The Hole in Hadrian's Wall,Scottish Ale,1528,1477,1.0
33 Select Brown Ale,American Brown Ale,1529,1478,1.0
Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,1530,1479,1.0
Boji Blue Pale Ale,American Pale Ale (APA),1531,1480,1.0
Winter Games Select #32 Stout,American Stout,1532,1481,1.0
Boji Beach Golden Rye Ale,Rye Beer,1533,1482,1.0
Hopsmith Pale Lager,American Pale Lager,1534,1483,1.0
Falling Down Brown Ale,American Brown Ale,1535,1484,1.0
Resolution Rye Stout,American Stout,1536,1485,1.0
Plowshare Porter,American Porter,1537,1486,1.0
Old Forge Pumpkin Ale,Pumpkin Ale,1538,1487,1.0
Endless Sun Ale,American Pale Wheat Ale,1539,1488,1.0
Celestial Blonde Ale,American Blonde Ale,1540,1489,1.0
Overbite IPA,American IPA,1541,1490,1.0
T-Rail Pale Ale,American Pale Ale (APA),1542,1491,1.0
Endless Summer Ale (2011),American Pale Wheat Ale,1543,1492,1.0
Clem's Gold,American Pale Lager,1544,1493,1.0
Lizzy's Red,American Amber / Red Lager,1545,1494,1.0
Orlison India Pale Lager,American Pale Lager,1546,1495,1.0
Brünette,Euro Dark Lager,1547,1496,1.0
Havanüther,Light Lager,1548,1497,1.0
Lyric Ale,Saison / Farmhouse Ale,1549,1498,1.0
Atalanta,Saison / Farmhouse Ale,1550,1499,1.0
Pinner Throwback IPA,American IPA,1551,1500,1.0
Centennial State Pale Ale,American Pale Ale (APA),1552,1501,1.0
Old Chub NITRO,Scotch Ale / Wee Heavy,1553,1502,1.0
The CROWLER™,,1554,1503,
CAN'D AID Foundation,,1555,1504,
Icey.P.A.,American IPA,1556,1505,1.0
One Nut Brown,English Brown Ale,1557,1506,1.0
Birth IPA,American IPA,1558,1507,1.0
Dale's Pale Ale,American Pale Ale (APA),1559,1508,6.0
Dale's Pale Ale,American Pale Ale (APA),1560,1508,6.0
Mama's Little Yella Pils,Czech Pilsener,1561,1509,2.0
oSKAr the G'Rauch,American IPA,1562,1510,2.0
oSKAr the G'Rauch,American IPA,1563,1510,2.0
Dale's Pale Ale,American Pale Ale (APA),1564,1508,6.0
The Deuce,American Brown Ale,1565,1511,2.0
Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),1566,1512,1.0
Dale's Pale Ale (2012),American Pale Ale (APA),1567,1513,1.0
Gordon Imperial Red (2010),American Double / Imperial IPA,1568,1514,1.0
Dale's Pale Ale (2011),American Pale Ale (APA),1569,1515,1.0
Dale's Pale Ale (2010),American Pale Ale (APA),1570,1516,1.0
G'KNIGHT (16 oz.),American Double / Imperial IPA,1571,1517,1.0
15th Anniversary Abbey Ale (2012),Belgian Dark Ale,1572,1518,1.0
Chaka,Belgian Strong Pale Ale,1573,1519,2.0
HGH (Home Grown Hops): Part Duh,American Strong Ale,1574,1520,1.0
Deviant Dale's IPA,American Double / Imperial IPA,1575,1521,2.0
One Hit Wonder,American Double / Imperial IPA,1576,1522,1.0
G'KNIGHT (12 oz.),American Double / Imperial IPA,1577,1523,1.0
Ten Fidy Imperial Stout,Russian Imperial Stout,1578,1524,1.0
Mama's Little Yella Pils,Czech Pilsener,1579,1509,2.0
GUBNA Imperial IPA,American Double / Imperial IPA,1580,1525,1.0
Old Chub,Scottish Ale,1581,1526,2.0
Gordon Ale (2009),American Double / Imperial IPA,1582,1527,1.0
Dale's Pale Ale,American Pale Ale (APA),1583,1508,6.0
Gordon (2005),American Double / Imperial IPA,1584,1528,1.0
Ten Fidy Imperial Stout (2008),Russian Imperial Stout,1585,1529,1.0
Ten Fidy Imperial Stout (2007),Russian Imperial Stout,1586,1530,1.0
Old Chub (2008),Scottish Ale,1587,1531,1.0
Old Chub (2004),Scottish Ale,1588,1532,1.0
Old Chub (2003),Scottish Ale,1589,1533,1.0
Dale's Pale Ale (2008),American Pale Ale (APA),1590,1534,1.0
Dale's Pale Ale (2006),American Pale Ale (APA),1591,1535,1.0
Dale's Pale Ale (2004),American Pale Ale (APA),1592,1536,1.0
Dale's Pale Ale (2003),American Pale Ale (APA),1593,1537,1.0
Dale's Pale Ale (2002),American Pale Ale (APA),1594,1538,1.0
Leroy (2005),American Brown Ale,1595,1539,1.0
Gordon Beer (2006),American Double / Imperial IPA,1596,1540,1.0
G'KNIGHT,American Double / Imperial IPA,1597,1541,1.0
Ten Fidy,Russian Imperial Stout,1598,1542,1.0
Deviant Dale's IPA,American Double / Imperial IPA,1599,1521,2.0
Old Chub,Scottish Ale,1600,1526,2.0
Dale's Pale Ale,American Pale Ale (APA),1601,1508,6.0
Dale's Pale Ale,American Pale Ale (APA),1602,1508,6.0
Fresh Slice White IPA,American White IPA,1603,1543,1.0
Overgrown American Pale Ale,American Pale Ale (APA),1604,1544,1.0
Ozark American Pale Ale,American Pale Ale (APA),1605,1545,1.0
Hula Hoppie Session IPA,American IPA,1606,1546,1.0
Dirty Hippie Dark Wheat,American Dark Wheat Ale,1607,1547,1.0
Rustic Red,Irish Red Ale,1608,1548,1.0
Stimulator Pale Ale,American Pale Ale (APA),1609,1549,1.0
Old Town Ale,Kölsch,1610,1550,1.0
Car 21,English Bitter,1611,1551,1.0
Cache La Porter,American Porter,1612,1552,1.0
Rodeo Rye Pale Ale,American Pale Ale (APA),1613,1553,1.0
Outlaw IPA,American IPA,1614,1554,1.0
North Fork Lager,American Pale Lager,1615,1555,1.0
Payette Pale Ale,American Pale Ale (APA),1616,1556,1.0
Mutton Buster,American Brown Ale,1617,1557,1.0
Side Kick Kölsch,Kölsch,1618,1558,1.0
Fresh Cut Pilsner,American Pilsner,1619,1559,1.0
Summer Session Ale,American Pale Wheat Ale,1620,1560,1.0
Lobo Lito,Light Lager,1621,1561,1.0
Robert Earl Keen Honey Pils,American Pilsner,1622,1562,1.0
Mound Builder IPA,American IPA,1623,1563,1.0
Amazon Princess IPA,American IPA,1624,1564,1.0
Farmer's Daughter Wheat,American Pale Wheat Ale,1625,1565,1.0
People's Pilsner,German Pilsener,1626,1566,1.0
Hotbox Brown,American Brown Ale,1627,1567,1.0
Gold,American Blonde Ale,1628,1568,1.0
Black,American Black Ale,1629,1569,1.0
98 Problems (Cuz A Hop Ain't One),American IPA,1630,1570,1.0
Veteran’s Pale Ale (VPA),American Pale Ale (APA),1631,1571,1.0
Grapefruit IPA,American IPA,1632,1572,1.0
Pete's ESP Lager (1998),American Pale Lager,1633,1573,1.0
Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,1634,1574,1.0
Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,1635,1575,1.0
Pete's Wicked Pale Ale (1997),American Pale Ale (APA),1636,1576,1.0
Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,1637,1577,1.0
Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,1638,1578,1.0
Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,1639,1579,1.0
Sparkle,American Pale Lager,1640,1580,1.0
North 45 Amber Ale,American Amber / Red Ale,1641,1581,1.0
Horny Monk,Dubbel,1642,1582,1.0
Mind's Eye PA,American IPA,1643,1583,1.0
Camelback,American IPA,1644,1584,1.0
Local 5 Pale Ale,American Pale Ale (APA),1645,1585,1.0
Devils Head Red Ale,American Amber / Red Ale,1646,1586,1.0
Elephant Rock IPA,American IPA,1647,1587,1.0
Black Bay Milk Stout,Milk / Sweet Stout,1648,1588,1.0
Atom Splitter Pale Ale,American Pale Ale (APA),1649,1589,1.0
Hot Date Ale,Chile Beer,1650,1590,1.0
Masked Bandit IPA,American Black Ale,1651,1591,1.0
Sweet Potato Ale,Fruit / Vegetable Beer,1652,1592,1.0
Float Trip Ale,American Blonde Ale,1653,1593,1.0
Old Tom Porter,American Porter,1654,1594,1.0
Black Walnut Wheat,American Dark Wheat Ale,1655,1595,1.0
McKinney Eddy Amber Ale,American Amber / Red Ale,1656,1596,1.0
Missouri Mule India Pale Ale,American IPA,1657,1597,1.0
Blood of the Unicorn,American Amber / Red Ale,1658,1598,1.0
GreyBeard™ IPA,American IPA,1659,1599,1.0
Pisgah Pale Ale,American Pale Ale (APA),1660,1600,1.0
PONTO S.I.P.A.,American IPA,1661,1601,1.0
Chronic Ale,American Amber / Red Ale,1662,1602,1.0
Swami's India Pale Ale,American IPA,1663,1603,1.0
New Cleveland Palesner,American Pilsner,1664,1604,1.0
Mazzie,American Pale Ale (APA),1665,1605,1.0
Big Chuck Barleywine,American Barleywine,1666,1606,1.0
Ponderosa IPA,American IPA,1667,1607,1.0
Liquid Amber Ale,American Amber / Red Ale,1668,1608,1.0
Morning Wood Wheat (Current),American Pale Wheat Ale,1669,1609,2.0
Hideout Helles,Munich Helles Lager,1670,1610,1.0
Dead Eye Dunkel,Munich Dunkel Lager,1671,1611,1.0
Peacemaker Pilsner,Czech Pilsener,1672,1612,1.0
Over the Rail Pale Ale,American Pale Ale (APA),1673,1613,1.0
Pallavicini Pilsner (2009),Czech Pilsener,1674,1614,1.0
Morning Wood Wheat (Current),American Pale Wheat Ale,1675,1609,2.0
Pyramid Hefeweizen (2011),Hefeweizen,1676,1615,1.0
Haywire Hefeweizen (2010),Hefeweizen,1677,1616,1.0
Golden Fleece,Belgian Pale Ale,1678,1617,1.0
Smoking Mirror,American Porter,1679,1618,1.0
Rahr's Blonde,Munich Helles Lager,1680,1619,1.0
Pride of Texas Pale Ale,American Pale Ale (APA),1681,1620,1.0
18th Anniversary Gose,Gose,1682,1621,1.0
White (2015),Witbier,1683,1622,1.0
BLAKKR,American Black Ale,1684,1623,2.0
Firemans #4 Blonde Ale (2013),American Blonde Ale,1685,1624,1.0
The Sword Iron Swan Ale,English Pale Ale,1686,1625,1.0
Hans' Pils (2015),German Pilsener,1687,1626,1.0
Four Squared (2015),American Blonde Ale,1688,1627,1.0
Firemans #4 Blonde Ale (2015),American Blonde Ale,1689,1628,1.0
Watership Brown Ale,American Brown Ale,1690,1629,1.0
Gangway IPA,American IPA,1691,1630,1.0
Long Day Lager,Czech Pilsener,1692,1631,1.0
Farmer's Daughter Blonde,American Blonde Ale,1693,1632,1.0
Pump House IPA,American IPA,1694,1633,1.0
Suicide Blonde IPA,Belgian IPA,1695,1634,1.0
Vanilla Porter,American Porter,1696,885,2.0
Honey Rye,Rye Beer,1697,1635,1.0
Happy Cider,Cider,1698,1636,1.0
Long Hammer IPA,American IPA,1699,1637,2.0
Long Hammer IPA,American IPA,1700,1637,2.0
Copper Hook (2011),American Amber / Red Ale,1701,1638,1.0
Nectar of the Hops,Mead,1702,1639,1.0
Sunshine Nectar,Mead,1703,1640,1.0
Black Raspberry Nectar,Mead,1704,1641,1.0
Blood Orange Wit,Witbier,1705,1642,1.0
Consilium,American Pale Ale (APA),1706,1643,1.0
Hammer & Sickle,Russian Imperial Stout,1707,1644,1.0
Redacted Rye IPA,American IPA,1708,1645,1.0
Elevation Triple India Pale Ale,American Double / Imperial IPA,1709,1646,1.0
5:00 O'Clock Afternoon Ale,American Blonde Ale,1710,1647,1.0
Ryeteous Rye IPA (2012),American IPA,1711,1648,1.0
Stout Ol' Friend,American Stout,1712,1649,1.0
Stout Ol' Friend (2012),American Stout,1713,1650,1.0
Rye Porter,American Porter,1714,401,2.0
Miner's Gold,American Blonde Ale,1715,1651,2.0
Vienna Lager,Vienna Lager,1716,1652,1.0
Jessie's Garage,American Pale Ale (APA),1717,1653,1.0
Colorado Red Ale,American Amber / Red Ale,1718,279,2.0
Miner's Gold,American Blonde Ale,1719,1651,2.0
Fist City,American Pale Ale (APA),1720,1654,1.0
A Little Crazy,Belgian Pale Ale,1721,1655,1.0
Rosa Hibiscus Ale,Herbed / Spiced Beer,1722,1656,1.0
Fistmas Ale,Herbed / Spiced Beer,1723,1657,1.0
Oktoberfest Revolution,Märzen / Oktoberfest,1724,1658,1.0
Eugene Porter,American Porter,1725,1659,1.0
Anti-Hero IPA,American IPA,1726,1660,1.0
Bottom Up Belgian Wit,Witbier,1727,1661,1.0
Hustle,American Amber / Red Ale,1728,1662,1.0
Pure Fury,American Pale Ale (APA),1729,1663,1.0
Dad,American Amber / Red Ale,1730,1664,1.0
Panther,American Porter,1731,1665,1.0
Franz,Märzen / Oktoberfest,1732,1666,1.0
Zen,American Pale Ale (APA),1733,1667,1.0
Truth,American IPA,1734,1668,1.0
Cougar,American Blonde Ale,1735,1669,1.0
Smooth Operator,Cream Ale,1736,1670,1.0
Gose,Gose,1737,1184,2.0
Maine Island Trail Ale,American Pale Ale (APA),1738,1671,1.0
River North White Ale,Witbier,1739,1672,1.0
River North Ale,American Amber / Red Ale,1740,1673,1.0
Lil SIPA,American IPA,1741,1674,1.0
Hop Bomber Rye Pale Ale,American Pale Ale (APA),1742,1675,1.0
Jah Mon,American IPA,1743,1676,1.0
Oktoberfest,Märzen / Oktoberfest,1744,573,6.0
Headless Wylie,Pumpkin Ale,1745,1677,1.0
Dayman IPA,American IPA,1746,1678,1.0
All Aboard! Anniversary Stout,Oatmeal Stout,1747,1679,1.0
Hop Lace,American White IPA,1748,1680,1.0
OH-PA Session Pale Ale,American Pale Ale (APA),1749,1681,1.0
Patrick's Poison,American Amber / Red Ale,1750,1682,1.0
Rudolph's Red,American Amber / Red Ale,1751,1683,1.0
Babbling Blonde,American Blonde Ale,1752,1684,1.0
Maxwell's Scottish Ale,Scottish Ale,1753,1685,1.0
Grateful White,Witbier,1754,1686,1.0
RT Lager,American Amber / Red Lager,1755,1687,1.0
Old Wylie's IPA,American IPA,1756,1688,1.0
Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,1757,1689,1.0
Track 1 Amber Lager,American Amber / Red Lager,1758,1690,1.0
Pine Knob Pilsner,Czech Pilsener,1759,1691,1.0
Cal and Co. Black Cherry Porter,American Porter,1760,1692,1.0
Lazy Daze Lager,American Adjunct Lager,1761,1693,2.0
Rochester Red Ale,American Amber / Red Ale,1762,1694,1.0
Milkshake Stout,Milk / Sweet Stout,1763,1695,1.0
Cornerstone IPA,American IPA,1764,1696,1.0
Lazy Daze Lager,American Adjunct Lager,1765,1693,2.0
Rogue American Amber Ale,American Amber / Red Ale,1766,1697,1.0
12th Round,American Strong Ale,1767,1698,1.0
RoughTail IPA,American IPA,1768,1699,1.0
Polar Night Stout,American Stout,1769,1700,1.0
Sundown,Saison / Farmhouse Ale,1770,1701,1.0
Sanctified,Belgian Strong Pale Ale,1771,1702,1.0
Fear of a Brett Planet,American Pale Ale (APA),1772,1703,1.0
Original Slacker Ale,English Brown Ale,1773,1704,1.0
Alpha Blackback,American Black Ale,1774,1705,1.0
Kiss Off IPA,American IPA,1775,1706,1.0
Dog Days Summer Ale,Kölsch,1776,1707,1.0
1881 California Red,American Amber / Red Ale,1777,1708,1.0
CAPT Black IPA,American Black Ale,1778,1709,2.0
Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,1779,1710,1.0
CAPT Black IPA,American Black Ale,1780,1709,2.0
1881 California Red Ale,American Amber / Red Ale,1781,1711,1.0
Saint Archer White Ale,Witbier,1782,1712,1.0
Saint Archer IPA,American IPA,1783,1713,1.0
Saint Archer Pale Ale,American Pale Ale (APA),1784,1714,1.0
Saint Archer Blonde,Kölsch,1785,1715,1.0
Sex Panther,American Porter,1786,1716,1.0
Winter Warmer (Vault Series),Winter Warmer,1787,1717,1.0
Count Hopula (Vault Series),American Double / Imperial IPA,1788,1718,1.0
Oktoberfest,Märzen / Oktoberfest,1789,573,6.0
SunSpot Golden Ale,American Blonde Ale,1790,1719,1.0
I.W.A. (2011),American Pale Wheat Ale,1791,1720,1.0
Supermonk I.P.A.,Belgian IPA,1792,1721,1.0
Epicenter Amber Ale,American Amber / Red Ale,1793,1722,1.0
SanTan HefeWeizen,Hefeweizen,1794,1723,1.0
Hop Shock IPA,American IPA,1795,1724,1.0
Sex Panther (2014),American Porter,1796,1725,1.0
Devil’s Ale,American Pale Ale (APA),1797,1726,1.0
Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,1798,1727,1.0
Mr. Pineapple,Fruit / Vegetable Beer,1799,1728,1.0
American Idiot Ale (2012),American Pale Ale (APA),1800,1729,1.0
Hop Shock IPA (2010),American IPA,1801,1730,1.0
SanTan HefeWeizen (2010),Hefeweizen,1802,1731,1.0
Devil’s Ale (2010),American Pale Ale (APA),1803,1732,1.0
Epicenter Amber Ale (2010),American Amber / Red Ale,1804,1733,1.0
Sanitas Saison Ale,Saison / Farmhouse Ale,1805,1734,1.0
Sanitas Black IPA,American Black Ale,1806,1735,1.0
Giant DIPA,American Double / Imperial IPA,1807,1736,1.0
Dread Brown Ale,American Brown Ale,1808,1737,1.0
Casinos IPA,English India Pale Ale (IPA),1809,1738,1.0
Saison 88,Saison / Farmhouse Ale,1810,1739,1.0
Black IPA,American Black Ale,1811,1740,1.0
Santa Fe Irish Red Ale,Irish Red Ale,1812,1741,1.0
Santa Fe Oktoberfest,Märzen / Oktoberfest,1813,1742,1.0
Imperial Java Stout,Russian Imperial Stout,1814,1743,1.0
Freestyle Pilsner,German Pilsener,1815,1744,1.0
Happy Camper IPA,American IPA,1816,1745,1.0
Oval Beach Blonde Ale,American Blonde Ale,1817,1746,1.0
Oak Aged Cider,Cider,1818,1747,1.0
Ginger Cider,Cider,1819,1748,1.0
Schilling Hard Cider,Cider,1820,1749,1.0
Schlafly Yakima Wheat Ale,American Pale Wheat Ale,1821,1750,1.0
Schlafly Black Lager,Schwarzbier,1822,1751,1.0
Schlafly IPA,American IPA,1823,1752,1.0
Schlafly American Brown Ale,American Brown Ale,1824,1753,1.0
Schlafly Hefeweizen,Hefeweizen,1825,1754,1.0
Schlafly Summer Lager,Munich Helles Lager,1826,1755,1.0
Sea Dog Wild Blueberry Wheat Ale,Fruit / Vegetable Beer,1827,1756,1.0
Blur India Pale Ale,American IPA,1828,1757,1.0
Dry Cider,Cider,1829,1758,1.0
Dry Hard Cider,Cider,1830,1759,1.0
Frankenlou's IPA,American IPA,1831,1760,1.0
Becky's Black Cat Porter,American Porter,1832,1761,1.0
Seventh Son of a Seventh Son,American Strong Ale,1833,1762,1.0
Stone Fort Brown Ale,English Brown Ale,1834,1763,1.0
Seventh Son Hopped Red Ale,American Amber / Red Ale,1835,1764,1.0
Humulus Nimbus Super Pale Ale,American Pale Ale (APA),1836,1765,1.0
Golden Ratio IPA,American IPA,1837,1766,1.0
Black Hop IPA,American Black Ale,1838,1767,1.0
Archer's Ale (2004),English Pale Ale,1839,1768,1.0
Monkey Fist IPA,American IPA,1840,1769,1.0
Shipyard Summer Ale,American Pale Wheat Ale,1841,1770,1.0
Pumpkinhead Ale,Pumpkin Ale,1842,1771,1.0
Shipyard Export,American Blonde Ale,1843,1772,1.0
Nooner,German Pilsener,1844,1773,1.0
Torpedo,American IPA,1845,1774,2.0
Yonder Bock,Maibock / Helles Bock,1846,1775,1.0
CANfusion Rye Bock,Rye Beer,1847,1776,1.0
Sierra Nevada Pale Ale,American Pale Ale (APA),1848,1777,2.0
Old Chico Crystal Wheat,American Pale Wheat Ale,1849,1778,1.0
Summerfest,Czech Pilsener,1850,1779,1.0
Torpedo,American IPA,1851,1774,2.0
Sierra Nevada Pale Ale,American Pale Ale (APA),1852,1777,2.0
Sietsema Red Label,Cider,1853,1780,1.0
Bear Ass Brown,American Brown Ale,1854,1781,1.0
Red Mountain Ale,American Amber / Red Ale,1855,1782,1.0
Ice Pick Ale,American IPA,1856,1783,1.0
4Beans,Baltic Porter,1857,1784,1.0
Jammer,Gose,1858,1785,1.0
Abigale,Belgian Pale Ale,1859,1786,1.0
Rad,Fruit / Vegetable Beer,1860,1787,1.0
Bengali,American IPA,1861,1788,1.0
Sensi Harvest,American Pale Ale (APA),1862,1789,1.0
Hi-Res,American Double / Imperial IPA,1863,1790,1.0
Global Warmer,American Strong Ale,1864,1791,1.0
Autumnation (2013),American IPA,1865,1792,1.0
The Crisp,German Pilsener,1866,1793,1.0
Sweet Action,Cream Ale,1867,1794,1.0
Righteous Ale,Rye Beer,1868,1795,1.0
Bengali Tiger,American IPA,1869,1796,1.0
3Beans,Baltic Porter,1870,1797,1.0
Brownstone,American Brown Ale,1871,1798,1.0
Apollo,American Pale Wheat Ale,1872,1799,1.0
Harbinger,Saison / Farmhouse Ale,1873,1800,1.0
Resin,American Double / Imperial IPA,1874,1801,1.0
Diesel,American Stout,1875,1802,1.0
Autumnation (2011-12) (2011),Pumpkin Ale,1876,1803,1.0
The Crisp (2011),German Pilsener,1877,1804,1.0
Sweet Action (2011),Cream Ale,1878,1805,1.0
Righteous Ale (2011),Rye Beer,1879,1806,1.0
Bengali Tiger (2011),American IPA,1880,1807,1.0
Rudie Session IPA,American IPA,1881,1808,1.0
Taster's Choice,Doppelbock,1882,1809,1.0
Modus Hoperandi,American IPA,1883,1810,2.0
Estival Cream Stout,American Stout,1884,1811,1.0
Vernal Minthe Stout,American Stout,1885,1812,1.0
Hibernal Vinifera Stout,Foreign / Export Stout,1886,1813,1.0
Autumnal Molé Stout,American Stout,1887,1814,1.0
Mexican Logger,American Pale Lager,1888,1815,1.0
True Blonde Ale,American Blonde Ale,1889,1816,1.0
Euphoria Pale Ale,American Pale Ale (APA),1890,1817,1.0
ESB Special Ale,Extra Special / Strong Bitter (ESB),1891,1818,1.0
Modus Hoperandi,American IPA,1892,1810,2.0
Iron Butt Red Ale,American Amber / Red Ale,1893,1819,1.0
Initial Point India Pale Ale,American IPA,1894,1820,1.0
Monkey Dancing On A Razor Blade,Belgian IPA,1895,1821,1.0
Tripel Deke,Tripel,1896,1822,1.0
Urban Wilderness Pale Ale,English Pale Ale,1897,1823,1.0
Homefront IPA,American IPA,1898,1824,1.0
Sly Fox Christmas Ale 2013,Winter Warmer,1899,1825,1.0
Grisette,Grisette,1900,1826,1.0
360° India Pale Ale,American IPA,1901,1827,1.0
Helles Golden Lager,Munich Helles Lager,1902,1828,1.0
Sly Fox Christmas Ale 2012 (2012),Winter Warmer,1903,1829,1.0
Odyssey Imperial IPA,American Double / Imperial IPA,1904,1830,1.0
Oktoberfest Lager,Märzen / Oktoberfest,1905,1831,1.0
113 IPA,American IPA,1906,1832,1.0
Dunkel Lager,Munich Dunkel Lager,1907,1833,1.0
Royal Weisse Ale,Hefeweizen,1908,1834,1.0
Pikeland Pils,German Pilsener,1909,1835,1.0
Phoenix Pale Ale,American Pale Ale (APA),1910,1836,1.0
Rule G IPA,American IPA,1911,1837,1.0
Murphy's Law,American Amber / Red Ale,1912,1838,1.0
Alter Ego,Saison / Farmhouse Ale,1913,1839,1.0
Monarch Pilsner,American Pilsner,1914,1840,1.0
Snow King Pale Ale,American Pale Ale (APA),1915,1841,1.0
Zonker Stout,Foreign / Export Stout,1916,1842,1.0
OB-1 Organic Ale,English Brown Ale,1917,1843,1.0
Snake River Lager,Vienna Lager,1918,1844,1.0
Snake River Pale Ale,American Pale Ale (APA),1919,1845,1.0
Pako’s EyePA,American IPA,1920,1846,1.0
Thanksgiving Ale,Kölsch,1921,1847,1.0
Double Dagger Imperial IPA,American Double / Imperial IPA,1922,1848,1.0
Dagger Falls IPA,American IPA,1923,1849,3.0
Dagger Falls IPA,American IPA,1924,1849,3.0
Socktoberfest,Märzen / Oktoberfest,1925,1850,1.0
Hopnoxious Imperial IPA,American Double / Imperial IPA,1926,1851,1.0
Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,1927,1852,1.0
Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,1928,1853,1.0
Sockeye Belgian Style Summer Ale,Witbier,1929,1854,1.0
Sockeye Maibock,Maibock / Helles Bock,1930,1855,1.0
Old Devil's Tooth,American Barleywine,1931,1856,1.0
Galena Golden,American Blonde Ale,1932,1857,1.0
Hell-Diver Pale Ale,American Pale Ale (APA),1933,1858,1.0
Woolybugger Wheat,American Pale Wheat Ale,1934,1859,1.0
Power House Porter,American Porter,1935,1860,1.0
Winterfest,American Strong Ale,1936,1861,1.0
Dagger Falls IPA,American IPA,1937,1849,3.0
LuckenBock,Bock,1938,1862,1.0
Texas Pale Ale (TPA),American IPA,1939,1863,1.0
6 String Saison,Saison / Farmhouse Ale,1940,1864,1.0
Kol' Beer,Kölsch,1941,1865,1.0
Montauk Light,Light Lager,1942,1866,1.0
Na Zdraví Pilsner,Czech Pilsener,1943,1867,1.0
Nice Rack IPA,American IPA,1944,1868,1.0
2014 IPA Cicada Series,American IPA,1945,1869,1.0
Sinister Minister Black IPA,American IPA,1946,1870,1.0
Jack the Sipper,Extra Special / Strong Bitter (ESB),1947,1871,1.0
Devil's Harvest Extra Pale Ale,American Pale Ale (APA),1948,1872,2.0
Suzy B Dirty Blonde Ale,American Blonde Ale,1949,1873,2.0
Mississippi Fire Ant,American Amber / Red Ale,1950,1874,1.0
Hipster Breakfast,Oatmeal Stout,1951,1875,1.0
Suzy B Dirty Blonde Ale,American Blonde Ale,1952,1873,2.0
Devil's Harvest Extra Pale Ale,American Pale Ale (APA),1953,1872,2.0
Pine Belt Pale Ale,American Pale Ale (APA),1954,1876,2.0
Walloon,Saison / Farmhouse Ale,1955,1877,1.0
Le Mort Vivant,Bière de Garde,1956,1878,1.0
Red Cockaded Ale,American Double / Imperial IPA,1957,1879,1.0
Valkyrie Double IPA,American Double / Imperial IPA,1958,1880,1.0
Red Cockaded Ale (2013),American Double / Imperial IPA,1959,1881,1.0
Old Potentate,Old Ale,1960,1882,1.0
Bombshell Blonde,American Blonde Ale,1961,1883,2.0
PRO-AM (2012) (2012),American Double / Imperial IPA,1962,1884,1.0
Walloon (2014),Saison / Farmhouse Ale,1963,1885,1.0
Le Mort Vivant (2011),Bière de Garde,1964,1886,1.0
Buried Hatchet Stout,Foreign / Export Stout,1965,1887,1.0
Pine Belt Pale Ale,American Pale Ale (APA),1966,1876,2.0
Bombshell Blonde,American Blonde Ale,1967,1883,2.0
Baby Daddy Session IPA,American IPA,1968,1888,1.0
Hopluia (2004),English India Pale Ale (IPA),1969,1889,1.0
Ball & Chain (2014),American Pale Ale (APA),1970,1890,1.0
Bitter Biker Double IPA,American Double / Imperial IPA,1971,1891,2.0
God Damn Pigeon Porter,American Porter,1972,1892,1.0
Working for the Weekend,American Double / Imperial IPA,1973,1893,1.0
