beer_name,abv,original_index,unique_index,count
Grateful White,0.061,1754,1715,1.0
RT Lager,0.055,1755,1716,1.0
Old Wylie's IPA,0.062,1756,1717,1.0
Hala Kahiki Pineapple Beer,0.048,1757,1718,1.0
Track 1 Amber Lager,0.045,1758,1719,1.0
Pine Knob Pilsner,0.053,1759,1720,1.0
Cal and Co. Black Cherry Porter,,1760,1721,
Lazy Daze Lager,0.055%,1761,1722,2.0
Rochester Red Ale,0.059,1762,1723,1.0
Milkshake Stout,0.05,1763,1724,1.0
Cornerstone IPA,0.07%,1764,1725,1.0
Lazy Daze Lager,0.055%,1765,1722,2.0
Rogue American Amber Ale,0.051,1766,1726,1.0
12th Round,0.076,1767,1727,1.0
RoughTail IPA,0.07,1768,1728,1.0
Polar Night Stout,0.08,1769,1729,1.0
Sundown,0.071%,1770,1730,1.0
Sanctified,0.099,1771,1731,1.0
Fear of a Brett Planet,0.051,1772,1732,1.0
Original Slacker Ale,0.056,1773,1733,1.0
Alpha Blackback,0.07200000000000001%,1774,1734,1.0
Kiss Off IPA,0.063%,1775,1735,1.0
Dog Days Summer Ale,0.045%,1776,1736,1.0
1881 California Red,0.055999999999999994%,1777,1737,1.0
CAPT Black IPA,0.073,1778,1738,1.0
Ruhstaller's Gilt Edge Lager Beer,0.048,1779,1739,1.0
CAPT Black IPA,0.073%,1780,1740,1.0
1881 California Red Ale,0.056,1781,1741,1.0
Saint Archer White Ale,0.05,1782,1742,1.0
Saint Archer IPA,0.068%,1783,1743,1.0
Saint Archer Pale Ale,0.052000000000000005%,1784,1744,1.0
Saint Archer Blonde,0.048%,1785,1745,1.0
Sex Panther,0.069%,1786,1746,1.0
Winter Warmer (Vault Series),0.095,1787,1747,1.0
Count Hopula (Vault Series),0.091%,1788,1748,1.0
Oktoberfest,0.055,1789,580,3.0
SunSpot Golden Ale,0.05%,1790,1749,1.0
I.W.A. (2011),0.06,1791,1750,1.0
Supermonk I.P.A.,0.065,1792,1751,1.0
Epicenter Amber Ale,0.055%,1793,1752,1.0
SanTan HefeWeizen,0.05%,1794,1753,1.0
Hop Shock IPA,0.07,1795,1754,1.0
Sex Panther (2014),0.069%,1796,1755,1.0
Devil’s Ale,0.055,1797,1756,1.0
Rail Slide Imperial Spiced Ale,0.081,1798,1757,1.0
Mr. Pineapple,0.05,1799,1758,1.0
American Idiot Ale (2012),0.055,1800,1759,1.0
Hop Shock IPA (2010),0.07,1801,1760,1.0
SanTan HefeWeizen (2010),0.05,1802,1761,1.0
Devil’s Ale (2010),0.055%,1803,1762,1.0
Epicenter Amber Ale (2010),0.055%,1804,1763,1.0
Sanitas Saison Ale,0.057999999999999996%,1805,1764,1.0
Sanitas Black IPA,0.068,1806,1765,1.0
Giant DIPA,0.08900000000000001%,1807,1766,1.0
Dread Brown Ale,0.054000000000000006%,1808,1767,1.0
Casinos IPA,0.07,1809,1768,1.0
Saison 88,0.055,1810,1769,1.0
Black IPA,0.071,1811,1770,1.0
Santa Fe Irish Red Ale,0.045,1812,1771,1.0
Santa Fe Oktoberfest,,1813,1772,
Imperial Java Stout,0.08%,1814,1773,1.0
Freestyle Pilsner,0.055,1815,1774,1.0
Happy Camper IPA,0.066,1816,1775,1.0
Oval Beach Blonde Ale,0.05%,1817,1776,1.0
Oak Aged Cider,0.065,1818,1777,1.0
Ginger Cider,0.065%,1819,1778,1.0
Schilling Hard Cider,0.065,1820,1779,1.0
Schlafly Yakima Wheat Ale,0.05,1821,1780,1.0
Schlafly Black Lager,0.05,1822,1781,1.0
Schlafly IPA,0.045%,1823,1782,1.0
Schlafly American Brown Ale,0.05,1824,1783,1.0
Schlafly Hefeweizen,0.040999999999999995%,1825,1784,1.0
Schlafly Summer Lager,0.045%,1826,1785,1.0
Sea Dog Wild Blueberry Wheat Ale,0.047,1827,1786,1.0
Blur India Pale Ale,0.074,1828,1787,1.0
Dry Cider,0.065,1829,1788,1.0
Dry Hard Cider,0.065,1830,1789,1.0
Frankenlou's IPA,0.07%,1831,1790,1.0
Becky's Black Cat Porter,0.07%,1832,1791,1.0
Seventh Son of a Seventh Son,0.077%,1833,1792,1.0
Stone Fort Brown Ale,0.053,1834,1793,1.0
Seventh Son Hopped Red Ale,0.077,1835,1794,1.0
Humulus Nimbus Super Pale Ale,0.06,1836,1795,1.0
Golden Ratio IPA,0.07,1837,1796,1.0
Black Hop IPA,0.068,1838,1797,1.0
Archer's Ale (2004),0.05,1839,1798,1.0
Monkey Fist IPA,0.069%,1840,1799,1.0
Shipyard Summer Ale,0.051,1841,1800,1.0
Pumpkinhead Ale,0.047,1842,1801,1.0
Shipyard Export,0.051,1843,1802,1.0
Nooner,0.052,1844,1803,1.0
Torpedo,0.072,1845,1804,2.0
Yonder Bock,0.06,1846,1805,1.0
CANfusion Rye Bock,0.06,1847,1806,1.0
Sierra Nevada Pale Ale,0.055999999999999994%,1848,1807,2.0
Old Chico Crystal Wheat,0.048%,1849,1808,1.0
Summerfest,0.05%,1850,1809,1.0
Torpedo,0.072,1851,1804,2.0
Sierra Nevada Pale Ale,0.055999999999999994%,1852,1807,2.0
Sietsema Red Label,0.069%,1853,1810,1.0
Bear Ass Brown,0.042%,1854,1811,1.0
Red Mountain Ale,0.06,1855,1812,1.0
Ice Pick Ale,0.068%,1856,1813,1.0
4Beans,0.1,1857,1814,1.0
Jammer,0.042,1858,1815,1.0
Abigale,0.08,1859,1816,1.0
Rad,0.032,1860,1817,1.0
Bengali,0.065,1861,1818,1.0
Sensi Harvest,0.047,1862,1819,1.0
Hi-Res,0.099,1863,1820,1.0
Global Warmer,0.07,1864,1821,1.0
Autumnation (2013),0.067,1865,1822,1.0
The Crisp,0.054,1866,1823,1.0
Sweet Action,0.052000000000000005%,1867,1824,1.0
Righteous Ale,0.063%,1868,1825,1.0
Bengali Tiger,0.064,1869,1826,1.0
3Beans,0.099%,1870,1827,1.0
Brownstone,0.059,1871,1828,1.0
Apollo,0.052,1872,1829,1.0
Harbinger,0.049,1873,1830,1.0
Resin,0.091%,1874,1831,1.0
Diesel,0.063,1875,1832,1.0
Autumnation (2011-12) (2011),0.06,1876,1833,1.0
The Crisp (2011),0.054000000000000006%,1877,1834,1.0
Sweet Action (2011),0.052,1878,1835,1.0
Righteous Ale (2011),0.063,1879,1836,1.0
Bengali Tiger (2011),0.064,1880,1837,1.0
Rudie Session IPA,0.045,1881,1838,1.0
Taster's Choice,0.074,1882,1839,1.0
Modus Hoperandi,0.068%,1883,1840,1.0
Estival Cream Stout,0.058,1884,1841,1.0
Vernal Minthe Stout,0.058,1885,1842,1.0
Hibernal Vinifera Stout,0.08,1886,1843,1.0
Autumnal Molé Stout,,1887,1844,
Mexican Logger,0.042,1888,1845,1.0
True Blonde Ale,0.053,1889,1846,1.0
Euphoria Pale Ale,0.061,1890,1847,1.0
ESB Special Ale,0.057,1891,1848,1.0
Modus Hoperandi,0.068,1892,1849,1.0
Iron Butt Red Ale,0.057999999999999996%,1893,1850,1.0
Initial Point India Pale Ale,0.071,1894,1851,1.0
Monkey Dancing On A Razor Blade,0.085,1895,1852,1.0
Tripel Deke,0.082,1896,1853,1.0
Urban Wilderness Pale Ale,0.049%,1897,1854,1.0
Homefront IPA,0.06%,1898,1855,1.0
Sly Fox Christmas Ale 2013,0.055,1899,1856,1.0
Grisette,0.056,1900,1857,1.0
360° India Pale Ale,0.062%,1901,1858,1.0
Helles Golden Lager,0.049,1902,1859,1.0
Sly Fox Christmas Ale 2012 (2012),0.055,1903,1860,1.0
Odyssey Imperial IPA,0.084,1904,1861,1.0
Oktoberfest Lager,0.057999999999999996%,1905,1862,1.0
113 IPA,0.07,1906,1863,1.0
Dunkel Lager,0.053,1907,1864,1.0
Royal Weisse Ale,0.055999999999999994%,1908,1865,1.0
Pikeland Pils,0.049%,1909,1866,1.0
Phoenix Pale Ale,0.051,1910,1867,1.0
Rule G IPA,0.07%,1911,1868,1.0
Murphy's Law,0.058,1912,1869,1.0
Alter Ego,0.062,1913,1870,1.0
Monarch Pilsner,0.05,1914,1871,1.0
Snow King Pale Ale,0.06,1915,1872,1.0
Zonker Stout,0.054000000000000006%,1916,1873,1.0
OB-1 Organic Ale,0.05,1917,1874,1.0
Snake River Lager,0.05,1918,1875,1.0
Snake River Pale Ale,0.052,1919,1876,1.0
Pako’s EyePA,0.068,1920,1877,1.0
Thanksgiving Ale,0.05,1921,1878,1.0
Double Dagger Imperial IPA,0.092,1922,1879,1.0
Dagger Falls IPA,0.063,1923,1880,3.0
Dagger Falls IPA,0.063,1924,1880,3.0
Socktoberfest,0.06%,1925,1881,1.0
Hopnoxious Imperial IPA,0.079,1926,1882,1.0
Barrel Aged Seven Devils Imperial Stout,0.099,1927,1883,1.0
Boise Co-Op Two Score Ale,0.055%,1928,1884,1.0
Sockeye Belgian Style Summer Ale,0.05,1929,1885,1.0
Sockeye Maibock,0.064,1930,1886,1.0
Old Devil's Tooth,0.099%,1931,1887,1.0
Galena Golden,0.043%,1932,1888,1.0
Hell-Diver Pale Ale,0.052000000000000005%,1933,1889,1.0
Woolybugger Wheat,0.046,1934,1890,1.0
Power House Porter,0.057%,1935,1891,1.0
Winterfest,0.084,1936,1892,1.0
Dagger Falls IPA,0.063,1937,1880,3.0
LuckenBock,0.07,1938,1893,1.0
Texas Pale Ale (TPA),0.055,1939,1894,1.0
6 String Saison,0.08,1940,1895,1.0
Kol' Beer,0.05%,1941,1896,1.0
Montauk Light,0.035%,1942,1897,1.0
Na Zdraví Pilsner,0.048,1943,1898,1.0
Nice Rack IPA,0.055,1944,1899,1.0
2014 IPA Cicada Series,0.075,1945,1900,1.0
Sinister Minister Black IPA,0.077,1946,1901,1.0
Jack the Sipper,0.053%,1947,1902,1.0
Devil's Harvest Extra Pale Ale,0.058,1948,1903,2.0
Suzy B Dirty Blonde Ale,0.05,1949,1904,1.0
Mississippi Fire Ant,0.08,1950,1905,1.0
Hipster Breakfast,0.057999999999999996%,1951,1906,1.0
Suzy B Dirty Blonde Ale,0.05%,1952,1907,1.0
Devil's Harvest Extra Pale Ale,0.058,1953,1903,2.0
Pine Belt Pale Ale,0.065,1954,1908,2.0
Walloon,0.055,1955,1909,1.0
Le Mort Vivant,0.069,1956,1910,1.0
Red Cockaded Ale,0.085,1957,1911,1.0
Valkyrie Double IPA,0.092,1958,1912,1.0
Red Cockaded Ale (2013),0.085%,1959,1913,1.0
Old Potentate,0.072,1960,1914,1.0
Bombshell Blonde,0.05,1961,1915,2.0
PRO-AM (2012) (2012),0.099,1962,1916,1.0
Walloon (2014),0.055,1963,1917,1.0
Le Mort Vivant (2011),0.069,1964,1918,1.0
Buried Hatchet Stout,0.083,1965,1919,1.0
Pine Belt Pale Ale,0.065,1966,1908,2.0
Bombshell Blonde,0.05,1967,1915,2.0
Baby Daddy Session IPA,0.047,1968,1920,1.0
Hopluia (2004),,1969,1921,
Ball & Chain (2014),0.058,1970,1922,1.0
Bitter Biker Double IPA,0.096,1971,1923,1.0
God Damn Pigeon Porter,0.082,1972,1924,1.0
Working for the Weekend,0.079%,1973,1925,1.0
Angry Adam,0.06,1974,1926,1.0
Freedom Fries,0.055,1975,1927,1.0
Bitter Biker Double IPA,0.096%,1976,1928,1.0
Ghost Bike Pale Ale,0.073,1977,1929,1.0
Spiteful IPA,0.062%,1978,1930,1.0
Alley Time,0.06,1979,1931,1.0
Fat Badger,0.058,1980,1932,1.0
In the Weeds,0.055,1981,1933,1.0
Special Amber,0.05,1982,1934,1.0
Special Amber,0.05%,1983,1935,1.0
Seven Gates Pale Ale,0.056,1984,1936,1.0
Gunga Din,0.052,1985,1937,1.0
Starr Pils,0.042,1986,1938,1.0
Northern Lights India Pale Ale,0.065,1987,1939,1.0
Festie,0.048%,1988,1940,1.0
Northern Lights India Pale Ale,0.065%,1989,1941,1.0
Third Eye Enlightened Pale Ale,0.065,1990,1942,1.0
Colorado Kölsch,0.049%,1991,1943,1.0
Steam Engine Lager,0.057,1992,1944,1.0
Third Eye Pale Ale,0.065,1993,1945,1.0
Point Special (Current),0.047,1994,1946,1.0
Point Special,0.047,1995,1947,2.0
Point Cascade Pale Ale (2013),0.054,1996,1948,1.0
Point Special,0.047,1997,1947,2.0
Onyx Black Ale,0.052000000000000005%,1998,1949,1.0
Beyond The Pale IPA,0.063,1999,1950,1.0
Point Special (2013),0.047%,2000,1951,1.0
Point Special (2012),0.047%,2001,1952,1.0
Point Special Lager,0.047%,2002,1953,1.0
St. Benedict's Winter Ale,0.062,2003,1954,1.0
Point Oktoberfest,0.057,2004,1955,1.0
Point Nude Beach Summer Wheat,0.052000000000000005%,2005,1956,1.0
Point Nude Beach Summer Wheat,0.05,2006,1957,1.0
Point Nude Beach Summer Wheat (2011),0.05%,2007,1958,1.0
Drop Dead Blonde,0.035,2008,1959,1.0
Three Kings Ale,0.049,2009,1960,1.0
Point Oktoberfest,0.057%,2010,1961,1.0
2012 Black Ale,0.054,2011,1962,1.0
Point Nude Beach Summer Wheat (2010),0.05%,2012,1963,1.0
Point Cascade Pale Ale,0.054,2013,1964,1.0
Point Amber Classic,0.047,2014,1965,1.0
Point Special Lager,0.047,2015,1966,1.0
Wisco Disco,0.051%,2016,1967,1.0
Brontide,0.05,2017,1968,2.0
Brontide,0.05,2018,1968,2.0
Classique,0.045,2019,1969,1.0
Sunsplash Golden Ale (2004),0.045,2020,1970,1.0
Sand Island Lighthouse,0.051,2021,1971,1.0
Lily Flagg Milk Stout,0.05,2022,1972,1.0
Monkeynaut IPA,0.07200000000000001%,2023,1973,1.0
Straub Beer (Current),0.05,2024,1974,1.0
American Lager,0.041,2025,1975,1.0
American Amber,0.041,2026,1976,1.0
American Light,0.032,2027,1977,1.0
Extra Pale Ale,0.053,2028,1978,1.0
Make It So,0.053,2029,1979,1.0
Hopvale Organic Ale,0.047%,2030,1980,1.0
Unchained #18 Hop Silo,0.083%,2031,1981,1.0
Tip Off,0.052,2032,1982,1.0
Java Mac,0.054,2033,1983,1.0
Cowbell,0.054,2034,1984,1.0
Hop Up Offa That Brett (2014),0.057999999999999996%,2035,1985,1.0
PV Muckle (2013),0.083,2036,1986,1.0
Bourbon Barrel Batch 666: Sympathy for the Devil,0.099%,2037,1987,1.0
Whip Fight,0.09,2038,1988,1.0
Port Barrel Wee Mac,0.053%,2039,1989,1.0
Fistful Of Hops Red,0.064,2040,1990,1.0
Fistful of Hops Orange,0.063,2041,1991,1.0
Fistful Of Hops Blue,0.064,2042,1992,1.0
Fistful of Hops Green,0.064,2043,1993,1.0
30 Min Coma,,2044,1994,
Wee Muckle,0.09,2045,1995,1.0
Royal Brat,0.065%,2046,1996,1.0
Grapefruit Jungle (GFJ),0.075,2047,1997,1.0
Osiris Pale Ale,0.055999999999999994%,2048,1998,1.0
Bourbon Barrel Aged Timmie,0.099,2049,1999,1.0
Stupid Sexy Flanders,0.063,2050,2000,1.0
Bourbon Barrel Cowbell,,2051,2001,
Popcorn Pilsner,0.054,2052,2002,1.0
Ring of Dingle,0.071%,2053,2003,1.0
Bourbon Barrel Wee Mac,0.054,2054,2004,1.0
Bourbon Barrel Johan,0.099%,2055,2005,1.0
The Deuce,0.07%,2056,1533,2.0
The Velvet Fog,0.09,2057,2006,1.0
Sun King Oktoberfest,0.055,2058,2007,1.0
Indianapolis Indians Lager,0.052,2059,2008,1.0
Indians Victory Lager (2012),0.052,2060,2009,1.0
Chaka,0.08,2061,2010,1.0
Isis,0.091%,2062,2011,1.0
Wee Muckle (2011),0.09%,2063,2012,1.0
Grapefruit Jungle (GFJ) (2011),0.075,2064,2013,1.0
Sun King Oktoberfest (2011),0.055,2065,2014,1.0
Johan the Barleywine,0.099%,2066,2015,1.0
Wee Mac Scottish-Style Ale,0.054,2067,2016,1.0
Sunlight Cream Ale,0.053,2068,2017,1.0
Osiris Pale Ale (2010),0.055999999999999994%,2069,2018,1.0
Dam Lager,0.045,2070,2019,1.0
Red Clay IPA,0.07,2071,2020,1.0
Todd the Axe Man,0.07200000000000001%,2072,2021,1.0
Doomtree,0.057,2073,2022,1.0
BLAKKR,0.099%,2074,1646,2.0
Overrated! West Coast Style IPA,0.073%,2075,2023,1.0
WET,0.075,2076,2024,1.0
Bitter Brewer,0.04,2077,2025,1.0
SurlyFest,0.055,2078,2026,1.0
Coffee Bender,0.051,2079,2027,1.0
Bender,0.051,2080,2028,1.0
Abrasive Ale,0.09699999999999999%,2081,2029,1.0
Hell,0.051%,2082,2030,1.0
CynicAle,0.067,2083,2031,1.0
Furious,0.062,2084,2032,1.0
Big Nose,0.073,2085,2033,1.0
Cotton Mouth,0.05%,2086,2034,1.0
Stump Knocker Pale Ale,0.056,2087,2035,1.0
Midnight Oil,0.05,2088,2036,1.0
Wild Night,0.059000000000000004%,2089,2037,1.0
Bermuda Triangle Ginger Beer,0.045,2090,2038,1.0
Take Two Pils,0.055,2091,2039,1.0
Waterkeeper,0.057%,2092,2040,1.0
SweetWater IPA,0.064%,2093,2041,1.0
420 Extra Pale Ale,0.054,2094,2042,1.0
Dodgy Knight Imperial IPA,0.08,2095,2043,1.0
TailGate Saison,0.05%,2096,2044,1.0
TailGate IPA,0.05,2097,2045,2.0
TailGate IPA,0.05,2098,2045,2.0
TailGate Hefeweizen,0.049%,2099,2046,2.0
Blacktop Blonde,0.05%,2100,2047,1.0
Blacktop Blonde,0.05,2101,2048,1.0
TailGate Hefeweizen,0.049%,2102,2046,2.0
Wooden Rooster,0.085,2103,2049,1.0
Ginger Peach Saison,0.048%,2104,2050,1.0
Zombie Monkie,0.062,2105,2051,1.0
Wild Plum Farmhouse Ale,0.055999999999999994%,2106,2052,1.0
Vanilla Bean Buffalo Sweat,0.05,2107,2053,1.0
Ethos IPA,0.068%,2108,2054,1.0
Tallgrass Pub Ale,0.044000000000000004%,2109,2055,1.0
Oasis,0.072,2110,2056,1.0
Buffalo Sweat,0.05,2111,2057,1.0
Halcyon Unfiltered Wheat,0.05%,2112,2058,1.0
8-Bit Pale Ale,0.052,2113,2059,1.0
Velvet Rooster,0.085,2114,2060,1.0
Halcyon Unfiltered Wheat,0.05,2115,2061,1.0
Köld Lager (2010),0.05,2116,2062,1.0
Oasis (2010),0.07200000000000001%,2117,2063,1.0
Tallgrass Ale,0.044,2118,2064,1.0
Buffalo Sweat (2010),0.05%,2119,2065,1.0
Tallgrass IPA,0.063,2120,2066,1.0
Hat Trick Hop IPA,0.068,2121,2067,1.0
Yard Sale Amber Ale,0.055999999999999994%,2122,2068,1.0
Loafin Bräu,0.055,2123,2069,1.0
Old Elephant Foot IPA,0.07%,2124,2070,1.0
Peck's Porter,0.065,2125,2071,1.0
Reactor,0.07%,2126,2072,1.0
Mr. Orange,0.057,2127,2073,1.0
Deduction,0.08,2128,2074,1.0
Face Down Brown Ale,0.057,2129,2075,1.0
Tempter IPA,0.064,2130,2076,1.0
Bridal Veil Rye Pale Ale,0.055,2131,2077,1.0
Smittytown,0.048%,2132,2078,1.0
Greenwood Beach,0.04%,2133,2079,1.0
Gatecrasher,0.066,2134,2080,1.0
RecreationAle,0.047%,2135,2081,1.0
First Stand,0.055,2136,2082,1.0
Battle LIne,0.063,2137,2083,1.0
Broken Bridge,0.056,2138,2084,1.0
Brutus,0.071,2139,2085,1.0
Petit Mutant,0.06,2140,2086,1.0
The Crusher,0.096%,2141,2087,1.0
Beelzebub,0.08,2142,2088,1.0
Focal Banger,0.07,2143,2089,1.0
Heady Topper,0.08,2144,2090,2.0
Heady Topper,0.08,2145,2090,2.0
Bomber Mountain Amber Ale (2013),0.046%,2146,2091,1.0
Indian Paintbrush IPA,0.07%,2147,2092,1.0
Saddle Bronc Brown Ale (2013),0.048%,2148,2093,1.0
Wagon Box Wheat Beer,0.059,2149,2094,1.0
Birdhouse Pale Ale,0.05,2150,2095,1.0
Ozzy,0.073,2151,2096,1.0
Resurrection,0.07%,2152,2097,1.0
Bronx Summer Pale Ale,0.052,2153,2098,1.0
Bronx Black Pale Ale,0.057%,2154,2099,1.0
Bronx Pale Ale,0.063,2155,2100,1.0
Surfrider,0.052,2156,2101,1.0
Kolschtal Eddy,0.055%,2157,2102,1.0
South Bay Session IPA,0.05,2158,2103,1.0
Grandma's Pecan,0.069,2159,2104,1.0
Double Trunk,0.099,2160,2105,1.0
Just IPA,0.046,2161,2106,1.0
Lionshead,0.045,2162,2107,1.0
Manhattan Gold Lager (1990),,2163,2108,
G. B. Russo’s Italian Pistachio Pale Ale,0.052,2164,2109,1.0
Northern Hawk Owl Amber,0.058,2165,2110,1.0
CEO Stout,0.059,2166,2111,1.0
Will Power Pale Ale,0.047,2167,2112,1.0
Curious Traveler Shandy,0.044,2168,2113,1.0
Hunny Do Wheat,0.048,2169,2114,1.0
Three Way Pale Ale,0.052000000000000005%,2170,2115,1.0
Rise to the Top,0.040999999999999995%,2171,2116,1.0
Lost Trout Brown Ale,0.049,2172,2117,1.0
Watermelon Ale,0.051%,2173,2118,1.0
Knotty Blonde Ale,0.04%,2174,2119,1.0
Fivepine Chocolate Porter,0.062,2175,2120,1.0
Hoodoo Voodoo IPA,0.062,2176,2121,1.0
Hydraulion Red,0.053,2177,2122,1.0
40 Mile IPA,0.06,2178,2123,1.0
Citra Faced,0.055%,2179,2124,1.0
Pole Barn Stout,0.055,2180,2125,1.0
Pale,0.054,2181,2126,1.0
Yoshi's Nectar,0.053,2182,2127,1.0
Leatherhead Red,0.052,2183,2128,1.0
Cropduster Mid-American IPA,0.065%,2184,2129,1.0
Golden Frau Honey Wheat,0.075,2185,2130,1.0
Cornstalker Dark Wheat,,2186,2131,
Cafe Leche,0.058,2187,2132,1.0
Damascene Apricot Sour,0.052,2188,2133,1.0
Csar,0.12,2189,2134,1.0
Klingon Warnog Roggen Dunkel,0.055%,2190,2135,1.0
Overlord Imperial IPA,0.085,2191,2136,1.0
Alloy,0.058,2192,2137,1.0
Rivet Irish Red Ale,0.051,2193,2138,1.0
3 Gear Robust Porter,0.052,2194,2139,1.0
Circuit Bohemian Pilsner,0.045,2195,2140,1.0
Turnrow Harvest Ale,0.055,2196,2141,1.0
Juke Joint IPA,0.07%,2197,2142,1.0
Parade Ground Coffee Porter,0.07,2198,2143,1.0
Tin Roof Watermelon Wheat,0.05,2199,2144,1.0
Tin Roof Blonde Ale,0.045,2200,2145,1.0
Voodoo Bengal Pale Ale,0.055,2201,2146,1.0
Perfect Tin Amber,0.045,2202,2147,1.0
IPA & a Half,0.073,2203,2148,1.0
Ornery Amber Lager (2003),0.055%,2204,2149,1.0
Big Island Shandy,0.05,2205,2150,1.0
Preservation IPA,0.068,2206,2151,1.0
Almanac IPA,0.062,2207,2152,1.0
Milk Mustachio Stout,0.065%,2208,2153,1.0
Farmer's Tan Red Ale,0.06,2209,2154,1.0
Triangle India Pale Ale,0.057,2210,2155,1.0
Triangle White Ale,0.05,2211,2156,1.0
Triangle Belgian Golden Ale,0.08%,2212,2157,1.0
Troegenator,0.082,2213,2158,1.0
Nugget Nectar,0.075,2214,2159,1.0
Sunshine Pils,0.045,2215,2160,1.0
Troegenator Doublebock,0.08199999999999999%,2216,2161,1.0
Perpetual IPA,0.075%,2217,2162,1.0
Greenville Pale Ale,0.055%,2218,2163,1.0
Hoppy Boy,0.062,2219,2164,1.0
Cow Creek,0.054000000000000006%,2220,2165,1.0
Chupahopra,0.075,2221,2166,1.0
Twisted X,0.051%,2222,2167,1.0
Day Hike Session,0.041,2223,2168,1.0
Trailhead ISA,0.048,2224,2169,1.0
Immersion Amber,0.052000000000000005%,2225,2170,1.0
Evo IPA,0.062%,2226,2171,1.0
Presidential Pils,0.048,2227,2172,1.0
Evolutionary IPA (2012),0.062%,2228,2173,1.0
Persnickety Pale,0.057,2229,2174,1.0
SoDo Brown Ale,0.054,2230,2175,1.0
Immersion Amber Ale (2011),0.052,2231,2176,1.0
Evolutionary IPA (2011),0.062,2232,2177,1.0
Trailhead India Style Session Ale (2011),0.048,2233,2178,1.0
Panorama Wheat Ale,0.046,2234,2179,1.0
Wobble,0.063,2235,2180,1.0
Night Cat,0.057999999999999996%,2236,2181,1.0
Night Cat (2014),0.057999999999999996%,2237,2182,1.0
Dog Days Lager,0.051%,2238,2183,1.0
Sidekick Extra Pale Ale,0.051%,2239,2184,1.0
Atom Smasher,0.077,2240,2185,1.0
Testudo,0.045,2241,2186,1.0
Hobnob B & B Pale Ale,0.065,2242,2187,1.0
Cane and Ebel,0.07,2243,2188,1.0
Outlaw IPA (2015),0.065%,2244,2189,1.0
The Gilded Age,0.045,2245,2190,1.0
No Limits Hefeweizen,0.05,2246,2191,1.0
Honeyspot Road White IPA,0.06,2247,2192,1.0
Road 2 Ruin Double IPA,0.072,2248,2193,1.0
Workers Comp Saison,0.048%,2249,2194,1.0
Ol' Factory Pils,0.05%,2250,2195,1.0
PUNK'N,0.05,2251,2196,1.0
Yard Sale Winter Lager,0.04,2252,2197,1.0
Trader Session IPA,0.04,2253,2198,1.0
Hop Nosh IPA,0.073%,2254,2199,1.0
SUM'R,0.04%,2255,2200,1.0
Organic Baba Black Lager,0.04%,2256,2201,1.0
Hop Notch IPA (2013),0.073,2257,2202,1.0
Cutthroat Pale Ale,0.04%,2258,2203,1.0
WYLD Extra Pale Ale,0.04,2259,2204,1.0
Pilsner Ukiah,0.055,2260,2205,1.0
The Green Room,0.06%,2261,2206,1.0
Humbucker Helles,0.047%,2262,2207,1.0
Uncle John's Apple Cherry Cider,0.065,2263,2208,1.0
Uncle John's Apricot Apple Cider,0.065%,2264,2209,1.0
Draught Hard Apple Cider,0.065,2265,2210,1.0
Scotty K NA,0.001%,2266,2211,1.0
Bacon Brown Ale,0.068%,2267,2212,1.0
Golden State Ale,0.064,2268,2213,1.0
Baltic Porter,0.078,2269,2214,1.0
Siamese twin,0.085,2270,2215,1.0
Double Duckpin,0.085,2271,2216,1.0
Old Pro,0.042%,2272,2217,1.0
Duckpin Pale Ale,0.055,2273,2218,1.0
Balt Altbier,0.06,2274,2219,1.0
Campside Session IPA,0.045,2275,2220,1.0
Upland Wheat Ale,0.045,2276,2221,1.0
Dragonfly IPA,0.06,2277,2222,1.0
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,0.128%,2278,2223,1.0
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,0.10400000000000001%,2279,2224,1.0
Lee Hill Series Vol. 2 - Wild Saison,0.068,2280,2225,1.0
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,2281,2226,1.0
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,0.076,2282,2227,1.0
Blood Orange Saison,0.06,2283,2228,1.0
Thai Style White IPA,0.065%,2284,2229,1.0
Ferus Fluxus Wild Belgian Pale Ale,0.075,2285,2230,1.0
Upslope Imperial India Pale Ale,0.099,2286,2231,1.0
Upslope Christmas Ale,0.082,2287,2232,1.0
Upslope Pumpkin Ale,0.077,2288,2233,1.0
Upslope Belgian Style Pale Ale,0.075,2289,2234,1.0
Upslope Foreign Style Stout,0.069%,2290,2235,1.0
Top Rope Mexican-style Craft Lager,0.048%,2291,2236,1.0
Upslope Craft Lager,0.048,2292,2237,1.0
Upslope Brown Ale,0.067,2293,2238,1.0
Upslope Pale Ale,0.058,2294,2239,1.0
Upslope India Pale Ale,0.072,2295,2240,1.0
Common Sense Kentucky Common Ale,0.053,2296,2241,1.0
Upstate I.P.W.,0.065%,2297,2242,1.0
Squatters Full Suspension Pale Ale,0.04%,2298,2243,1.0
Squatters Hop Rising Double IPA,0.09,2299,2244,1.0
Devastator Double Bock,0.08%,2300,2245,1.0
Wasatch Ghostrider White IPA,0.06,2301,2246,1.0
Wasatch Ghostrider White IPA (2014),0.06,2302,2247,1.0
Wasatch Apricot Hefeweizen,0.04,2303,2248,1.0
Squatters Hop Rising Double IPA (2014),0.09,2304,2249,1.0
