Filming Locations,original_index,unique_index
"Central Park, Manhattan, New York City, New York, USA",5127,228
"Boulder Creek, California, USA",5128,2465
"Beauharnois, Québec, Canada",5129,2466
"Waxahachie, Texas, USA",5130,2467
"Los Angeles, California, USA",5131,10
"Waxahachie, Texas, USA",5132,2467
"Los Angeles, California, USA",5133,10
"June Mountain, California, USA",5134,2468
"Hamilton, Ontario, Canada",5135,441
,5136,3
"Media, Pennsylvania, USA",5137,2469
"Santa Clarita, California, USA",5138,26
,5139,3
"Los Angeles, California, USA",5140,10
"Los Angeles, California, USA",5141,10
"Albuquerque, New Mexico, USA",5142,227
"San Francisco, California, USA",5143,338
"Los Angeles, California, USA",5144,10
"Huntington Library & Botanical Gardens - 1151 Oxford Road, San Marino, California, USA",5145,2470
"Beehive Pub, Hare Street, Nr Buntingford, Hertfordshire, England, UK",5146,2471
"Santa Clarita, California, USA",5147,26
"Lebua at State Tower - 1055 Silom Road, Bangrak, Bangkok, Thailand",5148,2472
"Fenway Park - 4 Yawkey Way, Boston, Massachusetts, USA",5149,2473
"San Juan, Puerto Rico",5150,306
,5151,3
"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",5152,551
"Ashbridge's Bay, Toronto, Ontario, Canada",5153,2474
"Bernau, Brandenburg, Germany",5154,2475
"Shortsville, New York, USA",5155,2476
,5156,3
"4688 Connaught Drive, Vancouver, British Columbia, Canada",5157,2477
"Toronto, Ontario, Canada",5158,87
"18421 Ventura Blvd., Tarzana, California, USA",5159,2478
"San Antonio, Texas, USA",5160,1395
"Stevenson Ranch, California, USA",5161,2479
"New York City, New York, USA",5162,9
"Louisiana, USA",5163,25
"Los Angeles, California, USA",5164,10
"Louisiana, USA",5165,25
"Los Angeles, California, USA",5166,10
"Detroit, Michigan, USA",5167,448
"Los Angeles, California, USA",5168,10
"4160 Klump Ave, Los Angeles, California, USA",5169,2480
"British Columbia, Canada",5170,400
"Alumni Park - 3551 Trousdale Parkway, University of Southern California, Los Angeles, California, USA",5171,2481
"Campbell River, British Columbia, Canada",5172,1143
"Cypress Park, British Columbia, Canada",5173,2482
"Aoyama, Tokyo, Japan",5174,2483
"Belle Glade, Florida, USA",5175,2484
"Berkshire, England, UK",5176,2485
"New Jersey, USA",5177,139
"Toney Burger Center, Sunset Valley TX",5178,2486
"366 South June St., Los Angeles, California, USA",5179,2487
"1423 Sycamore Lane, Northbrook, Illinois, USA",5180,2488
"5148 Louise Avenue, Encino, California, USA",5181,2489
"L'Orangerie - 903 North La Cienega Boulevard, Los Angeles, California, USA",5182,2414
"Greenaway Pool, Cloverdale, British Columbia, Canada",5183,2490
"Seattle, Washington, USA",5184,486
"Brooklyn, New York City, New York, USA",5185,33
"10709 Hawthorne Blvd, Lennox, California, USA",5186,2491
"Grand Rapids, Michigan, USA",5187,1578
"New York City, New York, USA",5188,9
Germany,5189,72
"Santa Clarita, California, USA",5190,26
"Bedford, Massachusetts, USA",5191,2492
"Santa Clarita, California, USA",5192,26
"Chapman University - One University Drive, Orange, California, USA",5193,2493
"British Columbia, Canada",5194,400
,5195,3
"California, USA",5196,27
"Los Angeles, California, USA",5197,10
,5198,3
"England, UK",5199,45
"Covington, Louisiana, USA",5200,1987
"Los Angeles, California, USA",5201,10
"Bond University, Gold Coast, Queensland, Australia",5202,2494
"Fort Worth Stockyards - 121 E. Exchange Avenue, Fort Worth, Texas, USA",5203,2495
"La Reina High School, 106 West Janss Road, Thousand Oaks, California, USA",5204,2496
"Santa Barbara, California, USA",5205,418
"Boerne, Texas, USA",5206,2497
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5207,54
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5208,58
"Palm Springs, California, USA",5209,1178
,5210,3
"Merrifield Farms, Dallas, Texas, USA",5211,2498
"Nebraska, USA",5212,383
,5213,3
"Hydra, Greece",5214,2499
"Boyle Heights, Los Angeles, California, USA",5215,1617
"Monterey, California, USA",5216,471
,5217,3
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5218,56
,5219,3
,5220,3
"Los Angeles, California, USA",5221,10
"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",5222,68
"Louisiana, USA",5223,25
,5224,3
"Angel's Flight Railway, Bunker Hill, Downtown, Los Angeles, California, USA",5225,2500
"Los Angeles, California, USA",5226,10
,5227,3
"Spokane, Washington, USA",5228,1567
"Nashville, Tennessee, USA",5229,785
"Covington, Georgia, USA",5230,750
"Buffalo, New York, USA",5231,1048
"Guadalupe Sand Dunes, Santa Barbara County, California, USA",5232,2501
"Yuma, Arizona, USA",5233,95
"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",5234,186
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5235,54
"Anchor Bay, Malta",5236,2502
,5237,3
"Akron, Ohio, USA",5238,1416
"Orange County, California, USA",5239,2503
"Maine, USA",5240,2504
,5241,3
"Winnipeg, Manitoba, Canada",5242,2505
"23 Windward Avenue, Venice, California, USA",5243,2506
"Harvard Square, Cambridge, Massachusetts, USA",5244,2507
"Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA",5245,238
"Sandy's Char Burger - 6223 Lankershim Boulevard, North Hollywood, California, USA",5246,1536
"Hollywood Boulevard, Hollywood, Los Angeles, California, USA",5247,2508
"Homestead, Florida, USA",5248,2509
"Los Angeles, California, USA",5249,10
"Los Angeles, California, USA",5250,10
"Los Angeles, California, USA",5251,10
"4839 Louise Avenue, Encino, Los Angeles, California, USA",5252,2510
"Cooperstown, California, USA",5253,2511
,5254,3
,5255,3
"1926 Lincoln St, Salt Lake City, Utah, USA",5256,2512
"Santa Clarita, California, USA",5257,26
"Conyers, Georgia, USA",5258,157
USA,5259,21
"3rd Street Tunnel, Downtown, Los Angeles, California, USA",5260,2513
"Los Angeles, California, USA",5261,10
"1007 1st Ave, Salt Lake City, Utah, USA",5262,2514
"Canfield-Moreno Estate - 1923 Micheltorena Street, Silver Lake, Los Angeles, California, USA",5263,2515
"Midway, Utah, USA",5264,2516
,5265,3
,5266,3
"Austin, Texas, USA",5267,203
,5268,3
"Japanese Garden, Donald C. Tillman Water Reclamation Plant - 6100 Woodley Avenue, Van Nuys, Los Angeles, California, USA",5269,2517
,5270,3
"Santa Clarita, California, USA",5271,26
"Culver, Indiana, USA",5272,2518
"Santa Paula, California, USA",5273,790
"Louisville, Kentucky, USA",5274,1993
"Kansas City, Missouri, USA",5275,887
"Edmonton, Alberta, Canada",5276,2519
,5277,3
,5278,3
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5279,54
"Los Angeles, California, USA",5280,10
"Bangkok, Thailand",5281,739
"Vancouver, British Columbia, Canada",5282,47
"Conzelman Road, Marin Headlands, California, USA",5283,2520
"Los Angeles, California, USA",5284,10
"Cody, Wyoming, USA",5285,2521
,5286,3
"Los Angeles, California, USA",5287,10
,5288,3
,5289,3
Ghana,5290,730
,5291,3
"Donaldson Correctional Facility, Bessemer, Alabama, USA",5292,2522
"Bloomington, Indiana, USA",5293,2523
,5294,3
"California, USA",5295,27
"Lake Myojin, Kochi, Japan",5296,2524
,5297,3
,5298,3
"Georgia, USA",5299,518
"Asheville, North Carolina, USA",5300,495
"Utah, USA",5301,350
"NBC Building, Rockefeller Center, Manhattan, New York City, New York, USA",5302,2525
"Alabama, USA",5303,2020
,5304,3
"Richmond, Virginia, USA",5305,872
,5306,3
"Pita Pit, Cheney, Washington, USA",5307,2526
"South Lyon, Michigan, USA",5308,2527
"Moundsville, West Virginia, USA",5309,2528
"Pittsburgh, Pennsylvania, USA",5310,680
"New York City, New York, USA",5311,9
"Fort Totten, Bayside, Queens, New York City, New York, USA",5312,2529
"Phoenix, Arizona, USA",5313,503
"Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA",5314,2530
"London, England, UK",5315,22
"Scotland, UK",5316,1606
,5317,3
"1190 Red Hawk Road, Wimberley, Texas, USA",5318,2531
"Utah, USA",5319,350
"Los Angeles, California, USA",5320,10
"Malibu, California, USA",5321,1438
,5322,3
"Crossville, Tennessee, USA",5323,2532
,5324,3
"Oriental City Shopping Centre, Colindale, London, England, UK",5325,2533
"Castle Hayne, North Carolina, USA",5326,2534
"Celano, Italy",5327,2535
"Ontario, Canada",5328,794
"Algonquin College, Ottawa, Ontario, Canada",5329,2536
"Los Angeles, California, USA",5330,10
"British Columbia, Canada",5331,400
"Alex Theatre - 216 N. Brand Boulevard, Glendale, California, USA",5332,2537
"New Orleans, Louisiana, USA",5333,48
"Toronto, Ontario, Canada",5334,87
"Monument Valley, Utah, USA",5335,2538
"New Orleans, Louisiana, USA",5336,48
"Shepperton Studios, Shepperton, Surrey, England, UK",5337,32
"Melbourne, Victoria, Australia",5338,2539
,5339,3
"Los Angeles, California, USA",5340,10
"Bossier City, Louisiana, USA",5341,1857
"Los Angeles, California, USA",5342,10
"Las Vegas, Nevada, USA",5343,141
"Los Angeles, California, USA",5344,10
,5345,3
"Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA",5346,321
"Los Angeles, California, USA",5347,10
"Petaluma, California, USA",5348,2401
"Los Angeles, California, USA",5349,10
,5350,3
"Louisiana, USA",5351,25
,5352,3
,5353,3
,5354,3
"Phoenix, Arizona, USA",5355,503
"Detroit, Michigan, USA",5356,448
"Bailey Canyon Wilderness Park, Sierra Madre, California, USA",5357,2540
"Charles Evans Hughes Jr. High School - 5607 Capistrano, Woodland Hills, Los Angeles, California, USA",5358,2541
"Churchill Downs - 700 Central Avenue, Louisville, Kentucky, USA",5359,2542
,5360,3
"Pemberton, British Columbia, Canada",5361,2339
"Vitello's Italian Restaurant, 4349 Tujunga Ave, Studio City, California, USA",5362,2543
,5363,3
"Chapman University - One University Drive, Orange, California, USA",5364,2493
"Houston, Texas, USA",5365,2044
"Baton Rouge, Louisiana, USA",5366,229
,5367,3
,5368,3
,5369,3
,5370,3
,5371,3
,5372,3
"Assateague Island, Virginia, USA",5373,2544
"Inveraray, Argyll and Bute, Scotland, UK",5374,2545
"Dallas, Texas, USA",5375,1146
"Isothermal Community College, Rutherford Campus - 286 ICC Loop Road, Spindale, North Carolina, USA",5376,2546
"Freeport, Grand Bahama Island, Bahamas",5377,2547
,5378,3
"Chicago, Illinois, USA",5379,230
"Aurora University, Aurora, Illinois, USA",5380,2548
"Vancouver, British Columbia, Canada",5381,47
,5382,3
"Los Angeles, California, USA",5383,10
"Bonny Doon, California, USA",5384,2549
"Malibu, California, USA",5385,1438
USA,5386,21
"California, USA",5387,27
"Austin, Texas, USA",5388,203
"Ontario, Canada",5389,794
"Texas, USA",5390,626
"Bryce Canyon National Park, Bryce, Utah, USA",5391,2550
"Lancaster, Ohio, USA",5392,2551
,5393,3
,5394,3
"Southern California, California, USA",5395,1569
"CLA Studios, Morocco",5396,2552
,5397,3
"Cape Town, Western Cape, South Africa",5398,972
"New Orleans, Louisiana, USA",5399,48
,5400,3
"Wynn Las Vegas - 3131 Las Vegas Blvd South, Las Vegas, Nevada, USA",5401,2553
"Everett, Washington, USA",5402,2554
"Dundas, Ontario, Canada",5403,2555
,5404,3
"Downtown, Los Angeles, California, USA",5405,94
,5406,3
,5407,3
"Ottawa, Ontario, Canada",5408,2556
"Pasadena, California, USA",5409,823
"Hollywood, Los Angeles, California, USA",5410,586
"New York City, New York, USA",5411,9
"Los Angeles, California, USA",5412,10
"Mandeville, Louisiana, USA",5413,2557
"Cahuenga General Store - 5510 Cahuenga Blvd, North Hollywood, California, USA",5414,2558
"Connecticut, USA",5415,621
,5416,3
"Santa Anita Park & Racetrack - 285 West Huntington Drive, Arcadia, California, USA",5417,2559
Dominican Republic,5418,2560
"Wilmington, North Carolina, USA",5419,249
"Los Angeles, California, USA",5420,10
"New York City, New York, USA",5421,9
Morocco,5422,130
"Texas Ave & Levy St, Shreveport, Louisiana, USA",5423,2561
"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",5424,551
Romania,5425,80
"Los Angeles, California, USA",5426,10
"Roberts Creek, Sunshine Coast, British Columbia, Canada",5427,2562
"Tulsa, Oklahoma, USA",5428,1383
"San Diego, California, USA",5429,1204
"Los Angeles, California, USA",5430,10
,5431,3
Colombia,5432,2563
"Orlando, Florida, USA",5433,1527
"Charlevoix, Michigan, USA",5434,2564
"Provo, Utah, USA",5435,1706
"Sarasota, Florida, USA",5436,2565
,5437,3
,5438,3
,5439,3
,5440,3
"Southampton, Long Island, New York, USA",5441,2566
"New York City, New York, USA",5442,9
"Lodi, Wisconsin, USA",5443,2567
"Wilmington, North Carolina, USA",5444,249
"Los Angeles, California, USA",5445,10
"Herald Examiner - 1111 S. Broadway, Downtown, Los Angeles, California, USA",5446,2568
"British Columbia Institute of Technology - Aerospace Technology Campus, 3800 Cessna Drive, Richmond, British Columbia, Canada",5447,2569
"Astoria, Oregon, USA",5448,784
"Oujda, Morocco",5449,2570
,5450,3
"McKinley Home for Boys - 13840 Riverside Drive, Van Nuys, Los Angeles, California, USA",5451,2571
"Chenies Manor House, Chenies, Buckinghamshire, England, UK",5452,2572
,5453,3
"New York City, New York, USA",5454,9
"Waller, Texas, USA",5455,2573
,5456,3
"Seattle, Washington, USA",5457,486
"Collingwood, Ontario, Canada",5458,2574
"Tulsa, Oklahoma, USA",5459,1383
"Los Angeles, California, USA",5460,10
"Makoto Sushi, Encino, California, USA",5461,2575
"Santa Clarita, California, USA",5462,26
"Austin, Texas, USA",5463,203
"Austin, Texas, USA",5464,203
"Colonial Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5465,273
"Warwick Building; 109 N. Sycamore Avenue, Los Angeles, California, USA",5466,2576
"The Alamo - 300 Alamo Plaza, San Antonio, Texas, USA",5467,2577
"Hudson Valley, New York, USA",5468,2578
"Santa Clarita, California, USA",5469,26
"Cape Canaveral Air Station, Cape Canaveral, Florida, USA",5470,2579
"Los Angeles, California, USA",5471,10
"Palm Springs, California, USA",5472,1178
,5473,3
"Toronto, Ontario, Canada",5474,87
,5475,3
"Santa Clarita, California, USA",5476,26
"Baton Rouge, Louisiana, USA",5477,229
"Franklin, Tennessee, USA",5478,2580
,5479,3
"Los Angeles, California, USA",5480,10
"San Bernardino, California, USA",5481,2581
"Los Angeles, California, USA",5482,10
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",5483,355
"Berliner Union-Film, Oberlandstraße 26-35, Tempelhof, Berlin, Germany",5484,2582
"Elstree Studios, Borehamwood, Hertfordshire, England, UK",5485,1512
"Big Basin, California, USA",5486,2583
"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",5487,68
"New Orleans, Louisiana, USA",5488,48
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5489,56
"Bend, Oregon, USA",5490,2584
"Agios Nicholaos, Crete, Greece",5491,2585
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",5492,355
"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",5493,374
"Bend, Oregon, USA",5494,2584
"Santa Clarita, California, USA",5495,26
"MGM British Studios, Borehamwood, Hertfordshire, England, UK",5496,2177
"Glendale, California, USA",5497,93
"Placentia, California, USA",5498,2586
"Culver City, California, USA",5499,278
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5500,54
"Sacramento River, California, USA",5501,2587
"Greater Page Temple - West Adams Boulevard & La Salle Avenue, West Adams, Los Angeles, California, USA",5502,2588
"Culver City, California, USA",5503,278
"Baton Rouge, Louisiana, USA",5504,229
UK,5505,35
,5506,3
"London, England, UK",5507,22
,5508,3
,5509,3
USA,5510,21
"East Village, Manhattan, New York City, New York, USA",5511,2387
"Everett Theatre - 47 West Main Street, Middletown, Delaware, USA",5512,2589
,5513,3
"Guggenheim Hall, University of Washington, Seattle, Washington, USA",5514,2590
"San Francisco, California, USA",5515,338
"California, USA",5516,27
"Hillsboro, Oregon, USA",5517,2591
,5518,3
,5519,3
"Anaheim, California, USA",5520,2592
,5521,3
"Los Angeles, California, USA",5522,10
,5523,3
"New Rochelle, New York, USA",5524,2593
"Congress Street, Tucson, Arizona, USA",5525,2594
"Agoura Hills, California, USA",5526,245
"Topanga, California, USA",5527,2595
,5528,3
,5529,3
,5530,3
,5531,3
"Los Angeles, California, USA",5532,10
"Texas, USA",5533,626
,5534,3
"Granville Island, Vancouver, British Columbia, Canada",5535,2408
"California Institute of Technology - 1200 E. California Boulevard, Pasadena, California, USA",5536,2596
,5537,3
,5538,3
,5539,3
Ghana,5540,730
,5541,3
,5542,3
"Los Angeles, California, USA",5543,10
,5544,3
,5545,3
"Tampa, Florida, USA",5546,1773
"Oklahoma, USA",5547,2597
"Nashville, Tennessee, USA",5548,785
"Albuquerque, New Mexico, USA",5549,227
"Winnipeg, Manitoba, Canada",5550,2505
,5551,3
,5552,3
,5553,3
,5554,3
,5555,3
"Chicago, Illinois, USA",5556,230
"Cain Park Apartments, 1823 Lee Road, Cleveland Heights, Ohio, USA",5557,2598
"Fresno, California, USA",5558,786
,5559,3
,5560,3
"Austin, Texas, USA",5561,203
"Austin, Texas, USA",5562,203
"Arsenal Bar, Los Angeles, California, USA",5563,2599
"Minneapolis, Minnesota, USA",5564,1069
"Atlanta, Georgia, USA",5565,154
"Shepperton Studios, Shepperton, Surrey, England, UK",5566,32
"Venice Beach, Venice, Los Angeles, California, USA",5567,2600
"Belen, New Mexico, USA",5568,2601
"28 Dunloe Road, Toronto, Ontario, Canada",5569,2602
"New York, USA",5570,314
,5571,3
"Vancouver Public Library, 360 West Georgia Street, Vancouver, British Columbia, Canada",5572,2603
"Château de Pierrefonds, Pierrefonds, Oise, France",5573,210
"Universal Studios Theme Park, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5574,2604
"White Sands National Monument, Alamogordo, New Mexico, USA",5575,2605
,5576,3
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5577,54
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5578,58
,5579,3
,5580,3
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5581,54
,5582,3
"London, England, UK",5583,22
"Cape Girardeau, Missouri, USA",5584,2606
"New York City, New York, USA",5585,9
"Green-Wood Cemetery, Brooklyn, New York City, New York, USA",5586,2607
"Queens Hospital Center, Jamaica, New York, USA",5587,2608
Canada,5588,190
"Bloedel Floral Conservatory, Vancouver, British Columbia, Canada",5589,2609
"Admiralty Arch, The Mall, St. James's, London, England, UK",5590,2610
"433 S Spring St, Los Angeles, California, USA",5591,2611
"Auckland, New Zealand",5592,1190
,5593,3
"Waterloo & City Line, London Underground, London, England, UK",5594,2612
,5595,3
"Santa Clarita, California, USA",5596,26
"Johannesburg, South Africa",5597,1943
"Chicago, Illinois, USA",5598,230
"Vancouver, British Columbia, Canada",5599,47
,5600,3
,5601,3
"Nassau, New Providence Island, Bahamas",5602,2613
"Goat Rock Beach, California, USA",5603,2614
"Newport, Oregon, USA",5604,2615
"Louisbourg Harbour, Louisbourg, Nova Scotia, Canada",5605,2616
,5606,3
Namibia,5607,910
,5608,3
"Alnwick Castle, Alnwick, Northumberland, England, UK",5609,213
"Calabasas, California, USA",5610,523
"Dade City, Florida, USA",5611,1188
"Phoenix, Arizona, USA",5612,503
"Los Angeles, California, USA",5613,10
"Staten Island, New York City, New York, USA",5614,2617
"Barstow, California, USA",5615,1001
"Beaufort, South Carolina, USA",5616,237
"New York City, New York, USA",5617,9
"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5618,69
,5619,3
"Madaket, Nantucket, Massachusetts, USA",5620,2618
,5621,3
Puerto Rico,5622,2619
"Grand Hotel, 1 Grand Ave, Mackinac Island, Michigan, USA",5623,2620
"Highclere Castle, Highclere, Hampshire, England, UK",5624,2621
"New York City, New York, USA",5625,9
"New York City, New York, USA",5626,9
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5627,54
"San Francisco, California, USA",5628,338
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5629,58
"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5630,69
"Monterey, California, USA",5631,471
"Santa Catalina Island, Channel Islands, California, USA",5632,1068
"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5633,69
,5634,3
"Lake Sherwood, California, USA",5635,120
"Long Beach, California, USA",5636,23
"Pasadena, California, USA",5637,823
"Aspen, Colorado, USA",5638,499
"Alaska, USA",5639,437
"Côte d'Azur, France",5640,2622
"British Columbia, Canada",5641,400
,5642,3
"Texas, USA",5643,626
"Athens, Greece",5644,526
"Denton, Texas, USA",5645,2623
"Marietta, Georgia, USA",5646,2624
,5647,3
"Ridgecrest, California, USA",5648,2625
,5649,3
"Yosemite National Park, California, USA",5650,293
"Bangkok, Thailand",5651,739
"Williamsbridge Oval, Bronx, New York, USA",5652,2626
,5653,3
Julia Belle Swain River Boat as 'River Queen',5654,2627
"Alabama, USA",5655,2020
"Sacramento River Valley, California, USA",5656,2628
,5657,3
"Hinton, West Virginia, USA",5658,2629
"600 Tuckahoe Rd, Yonkers, New York, USA",5659,2630
"Yale University, New Haven, Connecticut, USA",5660,2631
"Louisville, Kentucky, USA",5661,1993
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5662,58
"CCC-Studios, Berlin, Germany",5663,2632
"Kaua'i, Hawaii, USA",5664,128
"Toronto, Ontario, Canada",5665,87
"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",5666,362
"Bass Lake, California, USA",5667,2633
"Riverdale, Morris County, New York, USA",5668,2634
"Buffalo, New York, USA",5669,1048
"City Island, Bronx, New York City, New York, USA",5670,2429
"Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",5671,646
"Forest Club, 9950 Memorial Drive, Houston, Texas, USA",5672,2635
"Columbia Pictures Ranch - 411 N. Hollywood Way, Burbank, California, USA",5673,2636
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",5674,355
"Weeki Wachee, Florida, USA",5675,2637
,5676,3
"Gilmore Stadium, Los Angeles, California, USA",5677,2638
"Vasquez Rocks, Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA",5678,656
"Baton Rouge, Louisiana, USA",5679,229
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5680,58
"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",5681,1135
"Southern Pacific Railroad Station, St Helena, California, USA",5682,2639
"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",5683,551
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5684,271
"Alabama Hills, Lone Pine, California, USA",5685,127
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5686,271
"Backlot, Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5687,1367
"Los Angeles, California, USA",5688,10
"Cottingley, West Yorkshire, England, UK",5689,2640
"Coconut Creek, Florida, USA",5690,2641
"Los Angeles, California, USA",5691,10
"Tahlequah, Oklahoma, USA",5692,2642
"Langham Apartments - 715 South Normandie Avenue, Los Angeles, California, USA",5693,2643
"Nevada, USA",5694,2644
"The Apthorp building - 2211 Broadway, New York City, New York, USA",5695,2645
"6312 Hollywood Boulevard - Los Angeles, California, USA",5696,2646
"18220 Sunset Boulevard, Redington Shores, Florida, USA",5697,2647
"California, USA",5698,27
"Hollywood Freeway, Hollywood, Los Angeles, California, USA",5699,2648
,5700,3
"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",5701,68
"New York City, New York, USA",5702,9
"Atlanta, Georgia, USA",5703,154
"Berlin, Germany",5704,12
"New York City, New York, USA",5705,9
"Beverly Hills, California, USA",5706,110
"Okotoks, Alberta, Canada",5707,2649
"Los Angeles, California, USA",5708,10
,5709,3
"Manhattan Beach, California, USA",5710,96
"Baton Rouge, Louisiana, USA",5711,229
"Bath, Maine, USA",5712,398
"San Francisco, California, USA",5713,338
"Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA",5714,464
"New Jersey, USA",5715,139
"Newport, Oregon, USA",5716,2615
"Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA",5717,238
"Brownsville, Texas, USA",5718,2650
"Yuma Territorial Prison State Park - 206 N. Fourth Avenue, Yuma, Arizona, USA",5719,2651
"Oberlin, Ohio, USA",5720,2652
"201 West 72nd Street, Manhattan, New York City, New York, USA",5721,1793
"Tuxedo, New York, USA",5722,2653
"New York City, New York, USA",5723,9
"5th Avenue, Manhattan, New York City, New York, USA",5724,280
"5th Avenue, Manhattan, New York City, New York, USA",5725,280
"4651 Fieldston Road, Riverdale, Bronx, New York City, New York, USA",5726,2654
"Görlitz, Saxony, Germany",5727,2655
"Hinckley Cold Storage, 4008 Commerce Sreet,. Dallas, Texas, USA",5728,2656
India,5729,1094
Germany,5730,72
"Meadow Brook Hall, Rochester, Michigan, USA",5731,2657
"Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany",5732,642
"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5733,69
"Tobago, Trinidad and Tobago",5734,2658
Indonesia,5735,2659
"MGM British Studios, Borehamwood, Hertfordshire, England, UK",5736,2177
,5737,3
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5738,54
"Associated British Elstree Studios, Shenley Road, Borehamwood, Hertfordshire, England, UK",5739,2660
,5740,3
"3 Pierrepont Place, Brooklyn Heights, Brooklyn, New York City, New York, USA",5741,2661
"7 Barlby Road, Kensington, London, England, UK",5742,2662
"Albion Riverside, Battersea, London, England, UK",5743,2663
"Mt. Desert Island, Maine, USA",5744,2664
"Doyers Street, Manhattan, New York City, New York, USA",5745,2665
"Central Park, Manhattan, New York City, New York, USA",5746,228
"Central Park, Manhattan, New York City, New York, USA",5747,228
"Côte d'Azur, France",5748,2622
"Los Angeles, California, USA",5749,10
"50 Commerce St, Greenwich Village, Manhattan, New York City, New York, USA",5750,2666
,5751,3
"Branson, Missouri, USA",5752,2667
"Bath, Somerset, England, UK",5753,2668
"Berry Pomeroy Church, Berry Pomeroy, Devon, England, UK",5754,2669
"Dinan, Côtes-d'Armor, France",5755,2670
"Bath, Somerset, England, UK",5756,2668
"Broughton Castle, Banbury, Oxfordshire, England, UK",5757,2671
"Basildon Park, Lower Basildon, Berkshire, England, UK",5758,2672
"Arundel Castle, Arundel, West Sussex, England, UK",5759,2673
"Bloomsbury Service Station - 6 Store Street, Bloomsbury, London, England, UK",5760,2674
"Chiswick Town Hall, Heathfield Terrace, Chiswick, London, England, UK",5761,2675
"Lihue Airport - 3901 Mokulele Loop, Lihue, Kaua'i, Hawaii, USA",5762,2676
"California, USA",5763,27
"Bronx, New York City, New York, USA",5764,315
"Mentryville, California, USA",5765,2677
Hungary,5766,222
"Berlin, Germany",5767,12
"Columbia Pictures Ranch - 411 N. Hollywood Way, Burbank, California, USA",5768,2636
"Oakland, California, USA",5769,2678
"Angelus Oaks, California, USA",5770,2679
"Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5771,1398
Lithuania,5772,2680
"Los Angeles, California, USA",5773,10
"Pittsburgh International Airport, Pittsburgh, Pennsylvania, USA",5774,2681
"Petaluma, California, USA",5775,2401
"American Zoetrope Studios, San Francisco, California, USA",5776,2682
"Bull Lake, Montana, USA",5777,2683
