ReviewCount,original_index,unique_index
"13 user,5 critic",5629,641
"24 user,7 critic",5630,4314
"19 user,11 critic",5631,3380
"18 user,5 critic",5632,1622
"15 user,11 critic",5633,4315
"12 user,4 critic",5634,957
"10 user,1 critic",5635,1819
"14 user,8 critic",5636,723
"7 user,1 critic",5637,470
"17 user,10 critic",5638,1773
"37 user,16 critic",5639,3794
"7 user,1 critic",5640,470
"17 user,11 critic",5641,418
"2 user,1 critic",5642,524
"788 user,525 critic",5643,4316
"11 user,2 critic",5644,492
"35 user,4 critic",5645,4317
"198 user,348 critic",5646,4318
3 user,5647,46
"6 user,1 critic",5648,73
"6 user,1 critic",5649,73
"4 user,2 critic",5650,1405
"125 user,59 critic",5651,1782
"169 user,35 critic",5652,4319
"4 user,1 critic",5653,9
"15 user,10 critic",5654,1233
"18 user,5 critic",5655,1622
"15 user,1 critic",5656,2584
"3 user,1 critic",5657,1236
"18 user,12 critic",5658,2822
"60 user,153 critic",5659,4320
"21 user,65 critic",5660,4321
"20 user,12 critic",5661,3757
"36 user,23 critic",5662,4322
"5 user,19 critic",5663,4323
"8 user,5 critic",5664,577
"7 user,71 critic",5665,4324
"42 user,9 critic",5666,4325
"86 user,65 critic",5667,4326
"517 user,231 critic",5668,4327
"126 user,200 critic",5669,4328
"111 user,184 critic",5670,4329
"628 user,253 critic",5671,4330
"636 user,177 critic",5672,4331
"127 user,35 critic",5673,4332
"7 user,4 critic",5674,217
"33 user,20 critic",5675,102
"52 user,8 critic",5676,4333
"13 user,3 critic",5677,4067
"10 user,2 critic",5678,2587
"28 user,44 critic",5679,4334
"14 user,7 critic",5680,381
"23 user,15 critic",5681,2184
"59 user,17 critic",5682,4280
"253 user,242 critic",5683,4335
"12 user,2 critic",5684,74
"28 user,9 critic",5685,471
"10 user,7 critic",5686,3495
"17 user,18 critic",5687,447
"255 user,312 critic",5688,4336
"54 user,39 critic",5689,4337
"4 user,1 critic",5690,9
,5691,29
"23 user,9 critic",5692,4338
"272 user,261 critic",5693,4339
"101 user,28 critic",5694,4340
"74 user,21 critic",5695,4341
"36 user,7 critic",5696,4342
"40 user,13 critic",5697,946
6 critic,5698,2594
"49 user,11 critic",5699,4343
"31 user,8 critic",5700,4344
"235 user,265 critic",5701,4345
"86 user,109 critic",5702,4346
"155 user,169 critic",5703,4347
"67 user,83 critic",5704,4348
"185 user,187 critic",5705,4349
"238 user,63 critic",5706,4350
"2,524 user,681 critic",5707,4351
"57 user,43 critic",5708,4352
2 critic,5709,962
"73 user,25 critic",5710,4353
"28 user,15 critic",5711,167
"88 user,23 critic",5712,4354
"20 user,11 critic",5713,967
"41 user,23 critic",5714,3082
"2 user,8 critic",5715,3318
"99 user,31 critic",5716,4355
"134 user,60 critic",5717,460
"128 user,199 critic",5718,4356
"164 user,80 critic",5719,4357
2 user,5720,267
"88 user,51 critic",5721,4358
"128 user,103 critic",5722,4359
"57 user,40 critic",5723,4360
"89 user,59 critic",5724,4361
"163 user,82 critic",5725,4362
"74 user,43 critic",5726,4363
"616 user,514 critic",5727,4364
"182 user,80 critic",5728,4365
"276 user,273 critic",5729,4366
"364 user,299 critic",5730,4367
"103 user,191 critic",5731,4368
"44 user,24 critic",5732,2490
"43 user,6 critic",5733,4369
"64 user,41 critic",5734,4370
"271 user,434 critic",5735,4371
"57 user,18 critic",5736,4372
"3 user,2 critic",5737,972
"23 user,15 critic",5738,2184
"114 user,43 critic",5739,4373
"12 user,3 critic",5740,261
"84 user,39 critic",5741,4374
"140 user,180 critic",5742,4375
"103 user,221 critic",5743,4376
"35 user,63 critic",5744,4377
"189 user,125 critic",5745,4378
"174 user,173 critic",5746,4379
"146 user,108 critic",5747,4380
"148 user,256 critic",5748,4381
"172 user,114 critic",5749,4382
"155 user,125 critic",5750,4383
"60 user,56 critic",5751,4384
"290 user,361 critic",5752,4385
"136 user,193 critic",5753,4386
"192 user,63 critic",5754,4387
"178 user,219 critic",5755,4388
"250 user,169 critic",5756,4389
"161 user,273 critic",5757,2739
"1,038 user,175 critic",5758,4390
"95 user,187 critic",5759,4391
"234 user,277 critic",5760,4392
"303 user,324 critic",5761,4393
"434 user,542 critic",5762,4394
"173 user,182 critic",5763,4395
"158 user,59 critic",5764,4396
"191 user,64 critic",5765,4397
"374 user,182 critic",5766,4398
"220 user,249 critic",5767,4399
"80 user,41 critic",5768,1551
"396 user,540 critic",5769,4400
"1,428 user,221 critic",5770,4401
"412 user,280 critic",5771,4402
"228 user,201 critic",5772,4403
"339 user,139 critic",5773,1813
"332 user,172 critic",5774,4404
"689 user,162 critic",5775,4405
"236 user,96 critic",5776,4406
"106 user,35 critic",5777,3290
"112 user,29 critic",5778,4407
"411 user,321 critic",5779,4408
"39 user,78 critic",5780,4409
,5781,29
"42 user,23 critic",5782,4410
9 user,5783,371
"659 user,249 critic",5784,4411
"244 user,247 critic",5785,4412
"150 user,216 critic",5786,4413
"312 user,248 critic",5787,4414
"357 user,258 critic",5788,4415
"164 user,189 critic",5789,4416
"188 user,164 critic",5790,4417
"232 user,206 critic",5791,4418
"480 user,146 critic",5792,4419
"572 user,225 critic",5793,4420
"314 user,160 critic",5794,4421
"674 user,274 critic",5795,4422
"62 user,82 critic",5796,4423
"371 user,187 critic",5797,4424
"189 user,230 critic",5798,4425
"51 user,49 critic",5799,4426
"212 user,52 critic",5800,4427
"87 user,68 critic",5801,4428
"602 user,204 critic",5802,4429
"134 user,71 critic",5803,4430
"121 user,74 critic",5804,4431
"246 user,113 critic",5805,4432
"29 user,29 critic",5806,4433
,5807,29
1 critic,5808,741
"3 user,3 critic",5809,2585
1 user,5810,185
"114 user,68 critic",5811,4434
"272 user,385 critic",5812,4435
"195 user,230 critic",5813,4436
"423 user,332 critic",5814,4437
"5 user,26 critic",5815,4438
"10 user,17 critic",5816,2586
"971 user,574 critic",5817,4439
"256 user,259 critic",5818,4440
3 critic,5819,454
1 critic,5820,741
"6 user,17 critic",5821,2907
"4 user,1 critic",5822,9
"92 user,34 critic",5823,4441
"25 user,26 critic",5824,3327
"215 user,110 critic",5825,4442
"38 user,19 critic",5826,3627
"146 user,76 critic",5827,4443
"250 user,86 critic",5828,4444
1 user,5829,185
"126 user,11 critic",5830,4445
1 user,5831,185
5 user,5832,670
,5833,29
"25 user,1 critic",5834,4446
"163 user,203 critic",5835,4447
,5836,29
"33 user,50 critic",5837,4448
"23 user,52 critic",5838,4449
"52 user,99 critic",5839,4450
"539 user,436 critic",5840,4451
"165 user,331 critic",5841,4452
"65 user,185 critic",5842,4453
"11 user,13 critic",5843,4454
"17 user,32 critic",5844,4455
"11 user,11 critic",5845,594
"6 user,32 critic",5846,4456
"6 user,9 critic",5847,4457
"99 user,169 critic",5848,4458
"95 user,155 critic",5849,4459
"122 user,145 critic",5850,4460
"206 user,273 critic",5851,4461
"63 user,100 critic",5852,4462
"76 user,96 critic",5853,4463
"213 user,259 critic",5854,4464
"110 user,179 critic",5855,4465
"60 user,166 critic",5856,4466
"38 user,29 critic",5857,4467
"218 user,243 critic",5858,4468
"78 user,159 critic",5859,4469
"22 user,63 critic",5860,4470
"2 user,18 critic",5861,4245
"44 user,54 critic",5862,2565
"442 user,381 critic",5863,4471
"10 user,33 critic",5864,4472
"57 user,27 critic",5865,4473
"6 user,2 critic",5866,1437
"17 user,6 critic",5867,2878
"154 user,98 critic",5868,4474
"18 user,2 critic",5869,2546
"6 user,4 critic",5870,2549
"383 user,329 critic",5871,4475
"20 user,9 critic",5872,4134
20 critic,5873,4476
"2 user,25 critic",5874,4477
"23 user,73 critic",5875,3124
"8 user,9 critic",5876,4478
"16 user,30 critic",5877,4479
"24 user,70 critic",5878,644
,5879,29
,5880,29
1 user,5881,185
"14 user,2 critic",5882,2279
"10 user,29 critic",5883,4480
"37 user,32 critic",5884,3651
"20 user,2 critic",5885,2705
"40 user,41 critic",5886,4481
"8 user,3 critic",5887,425
"34 user,34 critic",5888,4482
"4 user,1 critic",5889,9
"1 user,1 critic",5890,717
"1 user,3 critic",5891,673
"11 user,8 critic",5892,2450
"3 user,2 critic",5893,972
"5 user,5 critic",5894,2254
"6 user,2 critic",5895,1437
"7 user,5 critic",5896,422
3 user,5897,46
"4 user,7 critic",5898,1238
"121 user,199 critic",5899,4483
"9 user,24 critic",5900,4484
"92 user,49 critic",5901,4485
"71 user,26 critic",5902,4486
"3 user,3 critic",5903,2585
"23 user,6 critic",5904,3693
,5905,29
1 user,5906,185
"22 user,15 critic",5907,266
"2 user,2 critic",5908,586
"80 user,45 critic",5909,2199
,5910,29
,5911,29
"20 user,7 critic",5912,2623
"2 user,1 critic",5913,524
"33 user,8 critic",5914,4487
"30 user,15 critic",5915,224
"73 user,43 critic",5916,4488
"13 user,24 critic",5917,4489
"7 user,2 critic",5918,2597
"55 user,33 critic",5919,4490
"40 user,7 critic",5920,4491
"268 user,123 critic",5921,4492
"44 user,38 critic",5922,4493
"21 user,14 critic",5923,4494
"15 user,17 critic",5924,2643
"71 user,46 critic",5925,4495
"24 user,18 critic",5926,4496
"106 user,68 critic",5927,4497
,5928,29
"187 user,97 critic",5929,4498
"183 user,100 critic",5930,4499
"54 user,46 critic",5931,4500
"61 user,20 critic",5932,175
"214 user,113 critic",5933,4501
"153 user,93 critic",5934,4502
"3 user,1 critic",5935,1236
"22 user,12 critic",5936,4301
"592 user,207 critic",5937,4503
1 critic,5938,741
"3 user,31 critic",5939,1537
,5940,29
"4 user,27 critic",5941,4504
,5942,29
"19 user,11 critic",5943,3380
"12 user,3 critic",5944,261
"111 user,74 critic",5945,4505
"8 user,1 critic",5946,75
"5 user,5 critic",5947,2254
5 user,5948,670
"143 user,161 critic",5949,4506
"84 user,106 critic",5950,4507
"78 user,44 critic",5951,4508
"151 user,24 critic",5952,4509
"137 user,86 critic",5953,4510
8 user,5954,1456
,5955,29
"38 user,5 critic",5956,4511
"84 user,70 critic",5957,4512
"115 user,39 critic",5958,4513
"162 user,65 critic",5959,4514
"90 user,81 critic",5960,4515
"87 user,87 critic",5961,4516
"27 user,27 critic",5962,4517
"79 user,23 critic",5963,4518
"35 user,36 critic",5964,4519
"62 user,72 critic",5965,4520
"43 user,15 critic",5966,4521
"249 user,125 critic",5967,4522
"247 user,149 critic",5968,4523
"101 user,62 critic",5969,4524
"14 user,11 critic",5970,4525
"228 user,326 critic",5971,4526
"1 user,31 critic",5972,4527
"311 user,110 critic",5973,4528
"161 user,226 critic",5974,4529
"163 user,122 critic",5975,4530
"199 user,93 critic",5976,2225
"1 user,3 critic",5977,673
"329 user,278 critic",5978,4531
"39 user,30 critic",5979,4532
"10 user,23 critic",5980,4533
"25 user,7 critic",5981,4534
"24 user,6 critic",5982,430
"13 user,6 critic",5983,2308
"30 user,40 critic",5984,3090
"41 user,56 critic",5985,4535
"12 user,5 critic",5986,436
"478 user,339 critic",5987,4536
"7 user,7 critic",5988,1408
"19 user,12 critic",5989,572
"27 user,7 critic",5990,4537
"634 user,355 critic",5991,4538
"38 user,32 critic",5992,2403
"36 user,49 critic",5993,3766
"65 user,129 critic",5994,4539
"232 user,225 critic",5995,4540
"37 user,106 critic",5996,4541
"110 user,103 critic",5997,4542
"4 user,6 critic",5998,3257
"15 user,3 critic",5999,78
"14 user,8 critic",6000,723
,6001,29
"752 user,142 critic",6002,4543
"4 user,7 critic",6003,1238
"14 user,29 critic",6004,4544
7 user,6005,568
"4 user,1 critic",6006,9
"6 user,5 critic",6007,667
"20 user,17 critic",6008,4545
"12 user,9 critic",6009,2650
"6 user,4 critic",6010,2549
"1,996 user,265 critic",6011,4546
"312 user,268 critic",6012,4547
"1,255 user,318 critic",6013,4548
"1,039 user,282 critic",6014,4549
"730 user,341 critic",6015,4550
,6016,29
"2 user,6 critic",6017,4551
"12 user,7 critic",6018,1658
"7 user,44 critic",6019,4203
"10 user,30 critic",6020,4552
"21 user,65 critic",6021,4321
"41 user,92 critic",6022,4553
"15 user,2 critic",6023,1359
"2 user,2 critic",6024,586
"20 user,10 critic",6025,264
"22 user,24 critic",6026,1442
,6027,29
"192 user,103 critic",6028,4554
"67 user,38 critic",6029,4555
"1 user,3 critic",6030,673
"20 user,11 critic",6031,967
"6 user,15 critic",6032,4072
"656 user,78 critic",6033,4556
"94 user,67 critic",6034,4557
"103 user,77 critic",6035,4558
"47 user,24 critic",6036,2227
"176 user,26 critic",6037,4559
"304 user,53 critic",6038,4560
"35 user,25 critic",6039,4561
"15 user,4 critic",6040,76
"143 user,12 critic",6041,4562
"126 user,293 critic",6042,4563
"197 user,148 critic",6043,4564
"14 user,30 critic",6044,4565
,6045,29
"187 user,76 critic",6046,4566
"207 user,119 critic",6047,4567
"494 user,150 critic",6048,4568
"615 user,258 critic",6049,4569
"214 user,199 critic",6050,4570
"33 user,64 critic",6051,4571
"94 user,75 critic",6052,4572
"9 user,12 critic",6053,4156
"10 user,14 critic",6054,743
"21 user,18 critic",6055,3264
"36 user,18 critic",6056,3296
"6 user,15 critic",6057,4072
"118 user,44 critic",6058,4573
"7 user,45 critic",6059,4574
"243 user,195 critic",6060,4575
"7 user,9 critic",6061,3760
"3 user,1 critic",6062,1236
"7 user,4 critic",6063,217
"2 user,7 critic",6064,448
"9 user,17 critic",6065,4576
"1 user,10 critic",6066,3026
"1,183 user,403 critic",6067,4577
"13 user,18 critic",6068,4578
"25 user,31 critic",6069,3725
"64 user,131 critic",6070,4579
"22 user,108 critic",6071,4580
"9 user,5 critic",6072,2639
"44 user,48 critic",6073,4581
4 critic,6074,2588
"248 user,272 critic",6075,4582
"9 user,7 critic",6076,3550
"44 user,21 critic",6077,2661
"25 user,36 critic",6078,3197
"35 user,39 critic",6079,4583
"21 user,31 critic",6080,1449
"6 user,20 critic",6081,4584
"142 user,59 critic",6082,4585
"357 user,356 critic",6083,4586
4 critic,6084,2588
"9 user,17 critic",6085,4576
"4 user,2 critic",6086,1405
"13 user,27 critic",6087,4587
3 critic,6088,454
"1 user,8 critic",6089,961
"8 user,2 critic",6090,2644
"10 user,3 critic",6091,2632
"12 user,7 critic",6092,1658
"11 user,5 critic",6093,574
"285 user,134 critic",6094,4588
"7 user,10 critic",6095,669
"216 user,86 critic",6096,4589
"41 user,116 critic",6097,4590
"56 user,23 critic",6098,3842
"28 user,8 critic",6099,4591
"102 user,41 critic",6100,4592
"88 user,51 critic",6101,4358
"67 user,42 critic",6102,3595
"186 user,70 critic",6103,4593
"92 user,35 critic",6104,4594
"46 user,16 critic",6105,609
"208 user,83 critic",6106,4595
"264 user,40 critic",6107,4596
"259 user,159 critic",6108,4597
"274 user,176 critic",6109,4598
"17 user,12 critic",6110,4599
"315 user,189 critic",6111,4600
"128 user,67 critic",6112,2932
"60 user,29 critic",6113,4601
"106 user,51 critic",6114,4602
"49 user,6 critic",6115,4603
"18 user,9 critic",6116,652
"61 user,11 critic",6117,4234
"9 user,7 critic",6118,3550
"41 user,36 critic",6119,4242
"19 user,10 critic",6120,3680
"191 user,156 critic",6121,4604
"16 user,3 critic",6122,2158
"160 user,88 critic",6123,4605
"422 user,101 critic",6124,4606
"128 user,56 critic",6125,4607
"100 user,31 critic",6126,4608
"322 user,122 critic",6127,4609
"36 user,10 critic",6128,1394
"26 user,15 critic",6129,4610
"17 user,14 critic",6130,4611
"29 user,14 critic",6131,3835
"146 user,58 critic",6132,4612
"160 user,70 critic",6133,4613
"19 user,8 critic",6134,4614
"148 user,70 critic",6135,4615
"46 user,23 critic",6136,1863
"78 user,23 critic",6137,4616
"33 user,16 critic",6138,703
"124 user,46 critic",6139,4617
"28 user,24 critic",6140,4618
"78 user,25 critic",6141,4619
"16 user,8 critic",6142,3614
"21 user,9 critic",6143,4246
"20 user,5 critic",6144,4039
"31 user,18 critic",6145,4620
"196 user,73 critic",6146,4621
"47 user,25 critic",6147,2202
"27 user,10 critic",6148,668
"31 user,10 critic",6149,4622
"22 user,3 critic",6150,3717
"40 user,18 critic",6151,2688
"22 user,5 critic",6152,634
"112 user,57 critic",6153,2272
"12 user,3 critic",6154,261
"20 user,5 critic",6155,4039
"15 user,2 critic",6156,1359
"34 user,45 critic",6157,4623
"258 user,108 critic",6158,4624
"39 user,20 critic",6159,3947
"13 user,6 critic",6160,2308
"41 user,12 critic",6161,380
"49 user,24 critic",6162,3780
"53 user,19 critic",6163,4625
"9 user,7 critic",6164,3550
"40 user,11 critic",6165,2909
"30 user,7 critic",6166,4626
"12 user,6 critic",6167,1423
"10 user,12 critic",6168,3791
"32 user,29 critic",6169,4627
"25 user,6 critic",6170,2556
"109 user,68 critic",6171,4628
"70 user,19 critic",6172,2203
"59 user,41 critic",6173,1641
"156 user,93 critic",6174,4629
"50 user,46 critic",6175,4630
"24 user,11 critic",6176,2613
"43 user,31 critic",6177,3295
"38 user,20 critic",6178,4631
"48 user,25 critic",6179,4632
"124 user,57 critic",6180,4633
"2,034 user,150 critic",6181,4634
"444 user,242 critic",6182,4635
"399 user,219 critic",6183,4636
"73 user,18 critic",6184,4637
"69 user,15 critic",6185,4638
"343 user,59 critic",6186,4639
"130 user,52 critic",6187,4640
"134 user,40 critic",6188,4641
"47 user,9 critic",6189,1390
"163 user,57 critic",6190,4642
"549 user,227 critic",6191,4643
"121 user,75 critic",6192,8
"28 user,16 critic",6193,69
"203 user,75 critic",6194,4644
"392 user,97 critic",6195,4645
"11 user,18 critic",6196,4646
"64 user,87 critic",6197,4647
"277 user,133 critic",6198,4648
"122 user,63 critic",6199,4649
"19 user,28 critic",6200,659
"92 user,17 critic",6201,4650
"101 user,48 critic",6202,4651
"67 user,15 critic",6203,4652
"95 user,64 critic",6204,4653
"137 user,85 critic",6205,4654
"18 user,7 critic",6206,976
"3 user,36 critic",6207,4655
"300 user,216 critic",6208,4656
"65 user,45 critic",6209,4657
"100 user,95 critic",6210,4658
7 critic,6211,794
"14 user,4 critic",6212,3543
"19 user,37 critic",6213,4659
"27 user,68 critic",6214,4660
"186 user,231 critic",6215,4661
"118 user,206 critic",6216,4662
"34 user,122 critic",6217,4663
"256 user,261 critic",6218,4664
"13 user,1 critic",6219,1738
"34 user,23 critic",6220,4665
"159 user,217 critic",6221,4666
"57 user,89 critic",6222,4667
"45 user,27 critic",6223,4668
"97 user,100 critic",6224,4669
"242 user,284 critic",6225,4670
"51 user,17 critic",6226,4671
"58 user,20 critic",6227,3695
"60 user,21 critic",6228,4672
"61 user,27 critic",6229,612
"38 user,12 critic",6230,2817
"37 user,16 critic",6231,3794
"42 user,17 critic",6232,4673
"60 user,22 critic",6233,4674
"49 user,15 critic",6234,4675
"50 user,15 critic",6235,1880
"49 user,14 critic",6236,4676
"12 user,23 critic",6237,4677
"107 user,144 critic",6238,4678
,6239,29
"45 user,23 critic",6240,313
"555 user,146 critic",6241,4679
"1,365 user,229 critic",6242,4680
"59 user,173 critic",6243,4681
"33 user,14 critic",6244,99
"55 user,75 critic",6245,4682
"29 user,122 critic",6246,4683
"184 user,149 critic",6247,4684
"187 user,263 critic",6248,4685
"197 user,172 critic",6249,4686
"73 user,81 critic",6250,4687
"93 user,144 critic",6251,4688
"11 user,29 critic",6252,4689
"460 user,388 critic",6253,4690
"50 user,46 critic",6254,4630
"12 user,2 critic",6255,74
"57 user,44 critic",6256,4691
"79 user,75 critic",6257,4692
"33 user,36 critic",6258,4693
"63 user,116 critic",6259,4694
"54 user,72 critic",6260,4695
"28 user,32 critic",6261,3818
"104 user,58 critic",6262,4696
"9 user,27 critic",6263,4697
"52 user,161 critic",6264,4698
"6 user,37 critic",6265,4699
"11 user,18 critic",6266,4646
"4 user,4 critic",6267,1534
"9 user,7 critic",6268,3550
"19 user,44 critic",6269,4700
3 user,6270,46
"264 user,261 critic",6271,4701
"72 user,38 critic",6272,4702
"472 user,124 critic",6273,4703
"40 user,27 critic",6274,4704
"297 user,227 critic",6275,4705
"15 user,27 critic",6276,2289
"46 user,53 critic",6277,4706
"464 user,433 critic",6278,4707
"238 user,336 critic",6279,4708
"111 user,251 critic",6280,4709
"133 user,28 critic",6281,4710
"204 user,112 critic",6282,4711
"658 user,164 critic",6283,4712
"143 user,120 critic",6284,4713
"213 user,105 critic",6285,4714
"216 user,381 critic",6286,4715
"108 user,292 critic",6287,4716
"152 user,228 critic",6288,4717
"68 user,61 critic",6289,4718
,6290,29
"59 user,161 critic",6291,4719
"26 user,8 critic",6292,4720
29 user,6293,4721
"15 user,14 critic",6294,3245
15 critic,6295,4722
"36 user,11 critic",6296,1385
"46 user,53 critic",6297,4706
"75 user,30 critic",6298,4723
"52 user,14 critic",6299,4724
"196 user,105 critic",6300,2040
"188 user,141 critic",6301,4725
"225 user,177 critic",6302,4726
"46 user,65 critic",6303,4727
"33 user,42 critic",6304,4728
"123 user,166 critic",6305,4729
"57 user,46 critic",6306,4730
"97 user,79 critic",6307,4731
"464 user,150 critic",6308,4732
"59 user,20 critic",6309,225
"38 user,29 critic",6310,4467
"59 user,25 critic",6311,4733
"97 user,112 critic",6312,4734
"20 user,8 critic",6313,4735
"58 user,51 critic",6314,4736
15 critic,6315,4722
"322 user,174 critic",6316,4737
3 user,6317,46
"91 user,72 critic",6318,4738
"31 user,7 critic",6319,4185
9 critic,6320,257
"246 user,194 critic",6321,4739
"217 user,260 critic",6322,4740
"216 user,181 critic",6323,4741
"95 user,145 critic",6324,4742
"3 user,1 critic",6325,1236
"70 user,83 critic",6326,4743
"63 user,61 critic",6327,4744
,6328,29
"95 user,45 critic",6329,4745
"65 user,102 critic",6330,4746
"5 user,2 critic",6331,230
"36 user,46 critic",6332,4747
"26 user,28 critic",6333,359
"197 user,184 critic",6334,4748
"43 user,65 critic",6335,4749
"520 user,468 critic",6336,4750
"264 user,378 critic",6337,4751
"6 user,1 critic",6338,73
"52 user,75 critic",6339,4752
"310 user,325 critic",6340,4753
"73 user,191 critic",6341,4754
"54 user,55 critic",6342,4755
"298 user,268 critic",6343,4756
"140 user,163 critic",6344,4757
"27 user,85 critic",6345,4758
"21 user,8 critic",6346,1704
"166 user,172 critic",6347,4759
"369 user,128 critic",6348,4760
"51 user,154 critic",6349,4761
"52 user,73 critic",6350,4762
"60 user,139 critic",6351,4763
"51 user,92 critic",6352,4764
"35 user,97 critic",6353,4765
"77 user,97 critic",6354,4766
"47 user,48 critic",6355,4767
"40 user,39 critic",6356,4768
"23 user,33 critic",6357,4769
"102 user,133 critic",6358,4770
"38 user,48 critic",6359,4771
"53 user,72 critic",6360,4772
"1 user,2 critic",6361,48
,6362,29
1 user,6363,185
"23 user,34 critic",6364,4773
"480 user,424 critic",6365,4774
"142 user,88 critic",6366,4775
"183 user,129 critic",6367,4776
"77 user,77 critic",6368,3667
"14 user,29 critic",6369,4544
"10 user,24 critic",6370,4777
"63 user,36 critic",6371,4778
"235 user,237 critic",6372,4779
"265 user,134 critic",6373,4780
"133 user,294 critic",6374,4781
"119 user,218 critic",6375,4782
"244 user,129 critic",6376,4783
"296 user,216 critic",6377,4784
"6 user,16 critic",6378,467
"174 user,65 critic",6379,4785
"137 user,92 critic",6380,4786
"109 user,78 critic",6381,1837
"42 user,32 critic",6382,4787
"161 user,106 critic",6383,4788
"37 user,17 critic",6384,4789
,6385,29
"42 user,13 critic",6386,3765
"322 user,182 critic",6387,4790
"48 user,19 critic",6388,4791
"206 user,243 critic",6389,4792
"22 user,5 critic",6390,634
"4 user,3 critic",6391,27
"21 user,11 critic",6392,4793
"19 user,1 critic",6393,3740
"12 user,8 critic",6394,1465
"10 user,7 critic",6395,3495
"8 user,6 critic",6396,937
"155 user,113 critic",6397,4794
"56 user,23 critic",6398,3842
"79 user,21 critic",6399,4795
"30 user,9 critic",6400,1187
1 critic,6401,741
"45 user,11 critic",6402,635
"173 user,87 critic",6403,4796
"108 user,132 critic",6404,4797
"76 user,26 critic",6405,4798
"125 user,67 critic",6406,4799
"152 user,90 critic",6407,4800
"185 user,59 critic",6408,4801
1 critic,6409,741
6 user,6410,372
1 user,6411,185
"25 user,12 critic",6412,3083
"47 user,45 critic",6413,4802
"101 user,116 critic",6414,4803
"58 user,91 critic",6415,4804
"22 user,43 critic",6416,4805
"62 user,60 critic",6417,4806
"79 user,85 critic",6418,4807
"49 user,50 critic",6419,4808
"29 user,34 critic",6420,3072
"35 user,23 critic",6421,4809
"30 user,24 critic",6422,214
"1 user,19 critic",6423,4810
"115 user,144 critic",6424,1244
"50 user,41 critic",6425,1716
"76 user,52 critic",6426,4811
"11 user,28 critic",6427,265
"31 user,23 critic",6428,451
"97 user,85 critic",6429,4812
"4 user,3 critic",6430,27
"20 user,25 critic",6431,2656
"82 user,93 critic",6432,4813
"19 user,18 critic",6433,4814
"90 user,97 critic",6434,4815
"131 user,82 critic",6435,4816
"58 user,68 critic",6436,4817
"42 user,45 critic",6437,4818
"59 user,30 critic",6438,4819
"116 user,77 critic",6439,4820
"70 user,59 critic",6440,4821
"18 user,24 critic",6441,2180
"16 user,10 critic",6442,2689
"75 user,70 critic",6443,4822
"5 user,7 critic",6444,2249
"74 user,69 critic",6445,1447
"20 user,29 critic",6446,4823
"14 user,20 critic",6447,363
"9 user,23 critic",6448,1441
"10 user,17 critic",6449,2586
"13 user,17 critic",6450,47
"79 user,86 critic",6451,4824
"58 user,75 critic",6452,2998
"34 user,29 critic",6453,4825
"32 user,45 critic",6454,4826
"11 user,29 critic",6455,4689
"12 user,12 critic",6456,3864
"36 user,24 critic",6457,2956
"4 user,12 critic",6458,3404
"11 user,27 critic",6459,4827
"26 user,17 critic",6460,2821
"44 user,35 critic",6461,4828
"86 user,44 critic",6462,4829
"8 user,17 critic",6463,2913
"39 user,40 critic",6464,4830
"27 user,8 critic",6465,950
"35 user,14 critic",6466,3723
"71 user,41 critic",6467,3000
"50 user,45 critic",6468,4831
"25 user,20 critic",6469,4832
"20 user,17 critic",6470,4545
"90 user,65 critic",6471,4833
"56 user,45 critic",6472,4834
"32 user,69 critic",6473,4835
"4 user,3 critic",6474,27
"26 user,27 critic",6475,4836
"100 user,102 critic",6476,4837
"71 user,73 critic",6477,3463
"75 user,49 critic",6478,229
"2 user,11 critic",6479,615
"2 user,17 critic",6480,4258
4 critic,6481,2588
"32 user,11 critic",6482,4838
"4 user,17 critic",6483,4019
"168 user,164 critic",6484,4839
"6 user,1 critic",6485,73
"281 user,124 critic",6486,4840
"7 user,19 critic",6487,4841
"69 user,117 critic",6488,4842
"14 user,47 critic",6489,4843
"17 user,32 critic",6490,4455
"31 user,67 critic",6491,4844
1 user,6492,185
"25 user,3 critic",6493,4845
"4 user,5 critic",6494,2590
"20 user,10 critic",6495,264
"38 user,24 critic",6496,4846
"28 user,25 critic",6497,4847
"56 user,36 critic",6498,4848
"42 user,33 critic",6499,2807
"31 user,14 critic",6500,1430
6 user,6501,372
"32 user,11 critic",6502,4838
"32 user,2 critic",6503,4849
"17 user,1 critic",6504,2455
"49 user,15 critic",6505,4675
"59 user,107 critic",6506,4850
"9 user,5 critic",6507,2639
"64 user,42 critic",6508,718
"2 user,11 critic",6509,615
"283 user,129 critic",6510,3938
"68 user,121 critic",6511,4851
"100 user,116 critic",6512,4852
"54 user,8 critic",6513,4853
"186 user,106 critic",6514,4854
"106 user,104 critic",6515,4855
"711 user,193 critic",6516,4856
"88 user,39 critic",6517,4857
"32 user,25 critic",6518,4858
,6519,29
,6520,29
2 critic,6521,962
"114 user,102 critic",6522,4859
2 user,6523,267
,6524,29
,6525,29
,6526,29
,6527,29
"168 user,280 critic",6528,4860
,6529,29
14 user,6530,2700
,6531,29
,6532,29
,6533,29
,6534,29
,6535,29
,6536,29
"5 user,2 critic",6537,230
1 user,6538,185
"3 user,37 critic",6539,4861
3 critic,6540,454
21 critic,6541,3609
"12 user,31 critic",6542,4862
"1 user,6 critic",6543,1457
13 critic,6544,4309
12 critic,6545,4863
2 critic,6546,962
"2 user,10 critic",6547,1480
