Duration,RatingCount,original_index,unique_index
82 min,210,3042,2982
94 min,379,3043,2983
132 min,499,3044,2984
94 min,215,3045,2985
80 min,54,3046,2986
103 min,"112,245",3047,2987
110 min,"2,055",3048,2988
101 min,"1,900",3049,2989
88 min,"3,122",3050,2990
86 min,846,3051,2991
,82,3052,2992
98 min,"3,886",3053,2993
104 min,"2,113",3054,2994
89 min,157,3055,2995
,58,3056,2996
85 min,41,3057,2997
,,3058,29
,,3059,29
,,3060,29
,,3061,29
93 min,"1,609",3062,2998
80 min,"1,039",3063,2999
48 min,60,3064,3000
92 min,421,3065,3001
93 min,"2,110",3066,3002
90 min,187,3067,3003
96 min,589,3068,3004
83 min,348,3069,3005
81 min,299,3070,3006
85 min,672,3071,3007
81 min,908,3072,3008
107 min,557,3073,3009
75 min,165,3074,3010
93 min,"5,015",3075,3011
100 min,"2,427",3076,3012
85 min,274,3077,3013
91 min,665,3078,3014
93 min,735,3079,3015
91 min,"2,655",3080,3016
119 min,80,3081,3017
91 min,"3,454",3082,3018
91 min,"2,242",3083,794
95 min,"1,525",3084,3019
91 min,"1,167",3085,3020
51 min,75,3086,3021
94 min,"1,316",3087,3022
85 min,"2,158",3088,3023
78 min,856,3089,3024
72 min,"1,522",3090,3025
85 min,"1,607",3091,3026
95 min,"1,094",3092,3027
162 min,40,3093,3028
100 min,"1,244",3094,3029
109 min,"9,488",3095,3030
114 min,"2,805",3096,3031
84 min,241,3097,3032
98 min,"1,224",3098,3033
100 min,"1,917",3099,3034
85 min,241,3100,3035
124 min,"81,422",3101,3036
65 min,56,3102,3037
,53,3103,1535
89 min,453,3104,3038
105 min,167,3105,3039
157 min,"5,776",3106,3040
100 min,766,3107,3041
132 min,"1,967",3108,3042
96 min,286,3109,3043
132 min,"2,839",3110,3044
115 min,"2,282",3111,3045
2 hr. 18 min.,"4,261",3112,3046
114 min,"6,254",3113,3047
151 min,"12,580",3114,3048
133 min,"18,147",3115,3049
189 min,"1,946",3116,3050
92 min,"1,828",3117,3051
93 min,"1,690",3118,3052
73 min,"1,885",3119,3053
71 min,"2,850",3120,3054
96 min,"2,351",3121,3055
95 min,"1,434",3122,3056
101 min,"3,134",3123,3057
101 min,"195,887",3124,3058
117 min,"237,247",3125,3059
133 min,"263,502",3126,3060
138 min,"246,478",3127,3061
109 min,"143,755",3128,3062
83 min,"1,640",3129,3063
121 min,"180,525",3130,3064
126 min,"154,153",3131,3065
87 min,"116,246",3132,3066
,"100,365",3133,3067
91 min,"527,251",3134,3068
89 min,"39,364",3135,3069
82 min,"2,865",3136,3070
119 min,"103,785",3137,3071
113 min,"255,807",3138,3072
,"214,408",3139,3073
88 min,955,3140,3074
82 min,"1,569",3141,3075
,348,3142,3076
88 min,"1,770",3143,3077
89 min,"4,255",3144,3078
88 min,"6,714",3145,3079
118 min,"8,245",3146,3080
84 min,"2,935",3147,3081
89 min,375,3148,3082
83 min,623,3149,3083
83 min,"5,989",3150,3084
105 min,"39,278",3151,3085
93 min,"5,097",3152,3086
107 min,"81,390",3153,3087
90 min,"5,551",3154,3088
114 min,"21,800",3155,3089
90 min,264,3156,3090
101 min,"26,239",3157,3091
100 min,"7,529",3158,3092
89 min,"1,493",3159,3093
91 min,246,3160,3094
92 min,204,3161,3095
76 min,555,3162,3096
99 min,346,3163,3097
87 min,818,3164,3098
74 min,250,3165,3099
100 min,"1,032",3166,3100
80 min,"2,566",3167,3101
133 min,"1,880",3168,3102
95 min,129,3169,3103
137 min,"59,384",3170,3104
110 min,248,3171,3105
91 min,"1,158",3172,2412
102 min,496,3173,3106
1 hr. 36 min.,893,3174,3107
112 min,454,3175,3108
100 min,"12,356",3176,3109
92 min,"1,816",3177,3110
89 min,"9,817",3178,3111
91 min,"11,105",3179,3112
94 min,"5,005",3180,3113
81 min,"57,470",3181,3114
181 min,"28,127",3182,3115
75 min,542,3183,3116
94 min,549,3184,3117
82 min,"3,929",3185,3118
101 min,"8,762",3186,3119
110 min,"5,496",3187,3120
87 min,"2,799",3188,3121
,,3189,29
,,3190,29
72 min,429,3191,3122
103 min,"5,897",3192,3123
,"14,591",3193,3124
86 min,"6,055",3194,3125
93 min,"14,515",3195,3126
99 min,"14,031",3196,3127
90 min,"6,400",3197,3128
111 min,"1,600",3198,3129
92 min,"1,891",3199,3130
,"3,005",3200,3131
107 min,"2,877",3201,3132
102 min,"1,123",3202,3133
137 min,"26,175",3203,3134
107 min,"64,725",3204,3135
121 min,"48,066",3205,3136
60 min,194,3206,3137
130 min,"93,955",3207,3138
104 min,"81,821",3208,3139
114 min,156,3209,3140
98 min,"1,112",3210,3141
100 min,325,3211,3142
97 min,"14,278",3212,3143
82 min,"2,794",3213,3144
102 min,"1,605",3214,3145
75 min,34,3215,3146
96 min,"96,901",3216,3147
94 min,"217,431",3217,3148
96 min,"182,703",3218,3149
124 min,"154,399",3219,3150
108 min,"510,007",3220,3151
112 min,"62,495",3221,3152
96 min,"62,483",3222,3153
122 min,"487,358",3223,3154
93 min,"173,969",3224,3155
92 min,"55,112",3225,3156
98 min,"133,738",3226,3157
120 min,"411,303",3227,3158
131 min,"303,719",3228,3159
132 min,"435,043",3229,3160
134 min,"373,297",3230,3161
119 min,"126,685",3231,3162
101 min,"300,963",3232,3163
101 min,"331,349",3233,3164
96 min,"386,014",3234,3165
152 min,"101,790",3235,3166
123 min,"179,831",3236,3167
93 min,"81,295",3237,3168
126 min,"141,349",3238,3169
134 min,"243,728",3239,3170
146 min,"108,164",3240,3171
158 min,"338,649",3241,3172
141 min,"126,489",3242,3173
140 min,"55,410",3243,3174
164 min,"167,842",3244,3175
114 min,"92,896",3245,3176
170 min,"241,130",3246,3177
96 min,"3,005",3247,3178
98 min,"3,692",3248,3179
104 min,"3,806",3249,3180
104 min,"15,083",3250,3181
108 min,"20,677",3251,3182
106 min,"18,780",3252,3183
112 min,"89,649",3253,3184
102 min,"25,833",3254,3185
96 min,"18,849",3255,3186
87 min,"45,463",3256,3187
132 min,"58,882",3257,3188
93 min,"34,027",3258,3189
109 min,"26,942",3259,3190
90 min,"1,106",3260,3191
70 min,136,3261,3192
95 min,"1,615",3262,3193
106 min,"1,278",3263,3194
76 min,"1,051",3264,3195
131 min,60,3265,3196
99 min,"8,985",3266,3197
135 min,"42,883",3267,3198
128 min,"43,459",3268,3199
116 min,"37,058",3269,3200
93 min,"66,535",3270,3201
83 min,5,3271,3202
80 min,157,3272,3203
105 min,"23,271",3273,3204
56 min,13,3274,3205
114 min,"16,322",3275,3206
122 min,"16,520",3276,3207
58 min,"1,023",3277,3208
103 min,"38,226",3278,3209
92 min,"61,372",3279,3210
105 min,"33,601",3280,3211
85 min,"77,154",3281,3212
101 min,310,3282,3213
102 min,"1,046",3283,3214
92 min,"5,058",3284,3215
68 min,"57,980",3285,3216
118 min,"92,919",3286,3217
93 min,"18,521",3287,3218
110 min,"39,116",3288,3219
85 min,"105,122",3289,3220
90 min,"31,202",3290,3221
110 min,"47,628",3291,3222
98 min,"4,608",3292,3223
112 min,"20,675",3293,3224
129 min,"34,351",3294,3225
77 min,"3,987",3295,3226
76 min,"4,147",3296,3227
92 min,69,3297,3228
97 min,"26,028",3298,3229
100 min,"16,040",3299,3230
92 min,"6,367",3300,3231
101 min,"97,539",3301,3232
86 min,"94,651",3302,3233
90 min,"70,218",3303,3234
90 min,"42,105",3304,3235
83 min,"40,220",3305,3236
104 min,"72,507",3306,3237
92 min,"1,791",3307,3238
122 min,"4,486",3308,3239
93 min,"3,956",3309,3240
87 min,736,3310,3241
101 min,"19,714",3311,3242
119 min,721,3312,3243
105 min,"1,145",3313,3244
117 min,"1,265",3314,3245
100 min,971,3315,3246
86 min,"1,949",3316,3247
85 min,"1,403",3317,3248
75 min,347,3318,3249
,,3319,29
,,3320,29
,,3321,29
88 min,"4,984",3322,3250
112 min,24,3323,3251
95 min,"8,053",3324,3252
69 min,"3,760",3325,3253
75 min,295,3326,3254
90 min,"2,565",3327,3255
88 min,"2,853",3328,3256
89 min,"3,650",3329,3257
90 min,335,3330,3258
82 min,"12,374",3331,3259
84 min,190,3332,3260
101 min,309,3333,3261
,,3334,29
,,3335,29
102 min,"15,489",3336,3262
100 min,123,3337,3263
91 min,"39,101",3338,3264
74 min,"3,388",3339,3265
87 min,367,3340,3266
85 min,"11,796",3341,3267
82 min,"6,121",3342,3268
114 min,"19,162",3343,3269
116 min,"29,367",3344,3270
97 min,"19,172",3345,3271
87 min,93,3346,2895
,96,3347,3272
106 min,"16,894",3348,3273
91 min,115,3349,3274
90 min,547,3350,3275
100 min,"10,255",3351,3276
97 min,"1,354",3352,3277
135 min,"11,549",3353,3278
122 min,"20,558",3354,3279
104 min,"10,628",3355,3280
134 min,"15,233",3356,3281
160 min,"245,302",3357,3282
103 min,"72,046",3358,3283
90 min,"6,671",3359,3284
107 min,"21,924",3360,3285
72 min,"12,173",3361,3286
81 min,"6,811",3362,3287
101 min,"1,462",3363,3288
92 min,"1,086",3364,3289
95 min,"8,741",3365,3290
127 min,"87,113",3366,3291
110 min,"17,391",3367,3292
97 min,"16,288",3368,3293
118 min,"111,416",3369,3294
123 min,"40,501",3370,3295
104 min,"56,031",3371,3296
124 min,"82,460",3372,3297
105 min,"53,363",3373,3298
119 min,"43,026",3374,3299
95 min,"16,047",3375,3300
90 min,429,3376,3301
101 min,"4,218",3377,3302
80 min,111,3378,3303
104 min,"15,892",3379,3304
88 min,"7,801",3380,3305
94 min,209,3381,3306
90 min,691,3382,3307
90 min,"4,072",3383,3308
88 min,606,3384,3309
93 min,"8,948",3385,3310
83 min,"12,706",3386,3311
103 min,"10,041",3387,3312
94 min,"3,074",3388,3313
55 min,62,3389,3314
84 min,"33,623",3390,3315
83 min,"4,880",3391,3316
98 min,"17,634",3392,3317
114 min,"20,297",3393,3318
126 min,"9,386",3394,3319
102 min,"24,721",3395,3320
88 min,"27,472",3396,3321
93 min,"127,355",3397,3322
93 min,"2,197",3398,3323
93 min,"1,670",3399,3324
86 min,94,3400,3325
115 min,"28,664",3401,3326
87 min,"10,940",3402,3327
90 min,417,3403,3328
113 min,"1,023",3404,3329
106 min,"1,602",3405,3330
101 min,"1,412",3406,3331
112 min,"2,836",3407,3332
133 min,"1,519",3408,3333
100 min,"3,788",3409,3334
112 min,"3,000",3410,3335
113 min,"19,643",3411,3336
129 min,"9,939",3412,3337
,,3413,29
,,3414,29
,,3415,29
,,3416,29
89 min,14,3417,3338
76 min,483,3418,3339
98 min,"35,484",3419,3340
95 min,"14,460",3420,3341
105 min,96,3421,3342
94 min,,3422,3343
135 min,"3,708",3423,3344
91 min,"28,640",3424,3345
130 min,"1,430",3425,3346
90 min,467,3426,3347
,,3427,29
,,3428,29
60 min,22,3429,3348
,,3430,29
89 min,"72,157",3431,3349
99 min,"131,919",3432,3350
100 min,"68,536",3433,3351
102 min,"135,629",3434,3352
114 min,"86,581",3435,3353
98 min,"110,994",3436,3354
112 min,"132,047",3437,3355
108 min,"154,749",3438,3356
,,3439,29
,,3440,29
,,3441,29
85 min,"49,912",3442,3357
99 min,"43,599",3443,3358
101 min,"67,800",3444,3359
110 min,"288,175",3445,3360
97 min,"222,494",3446,3361
98 min,"10,820",3447,3362
93 min,"7,444",3448,3363
98 min,"59,026",3449,3364
88 min,"18,991",3450,3365
102 min,"21,081",3451,3366
87 min,352,3452,3367
,,3453,29
80 min,5,3454,3368
,,3455,29
87 min,"1,524",3456,3369
100 min,"5,658",3457,3370
100 min,"1,434",3458,3371
104 min,570,3459,3372
95 min,"2,947",3460,3373
119 min,"1,123",3461,3374
,26,3462,3375
,,3463,29
,,3464,29
92 min,"2,653",3465,3376
101 min,"1,161",3466,3377
95 min,832,3467,3378
,,3468,29
,10,3469,2879
78 min,792,3470,3379
108 min,"2,593",3471,3380
127 min,"1,065",3472,3381
,,3473,29
92 min,876,3474,3382
82 min,387,3475,3383
114 min,"1,008",3476,3384
,,3477,29
,,3478,29
92 min,,3479,3385
87 min,,3480,3386
,,3481,29
,,3482,29
102 min,"25,576",3483,3387
131 min,328,3484,3388
118 min,,3485,3389
,,3486,29
,,3487,29
100 min,893,3488,3390
,,3489,29
,,3490,29
110 min,"27,688",3491,3391
107 min,"22,577",3492,3392
106 min,"9,972",3493,3393
141 min,"55,650",3494,3394
123 min,"73,642",3495,3395
138 min,"167,344",3496,3396
104 min,"160,507",3497,3397
105 min,"67,191",3498,3398
92 min,"14,992",3499,3399
119 min,"140,828",3500,3400
97 min,"157,199",3501,3401
103 min,"66,152",3502,3402
108 min,"66,786",3503,3403
96 min,"75,767",3504,3404
94 min,"13,348",3505,3405
115 min,"46,536",3506,3406
130 min,"48,456",3507,3407
123 min,"17,074",3508,3408
104 min,"16,902",3509,3409
110 min,"18,568",3510,3410
118 min,"1,699",3511,3411
135 min,"294,276",3512,3412
101 min,"137,178",3513,3413
109 min,"260,147",3514,3414
100 min,"129,924",3515,3415
106 min,"4,404",3516,3416
105 min,"158,103",3517,3417
,"24,415",3518,3418
81 min,"175,150",3519,3419
90 min,"79,906",3520,3420
108 min,"11,459",3521,3421
123 min,"9,321",3522,3422
113 min,"2,670",3523,3423
129 min,"12,873",3524,3424
95 min,"1,760",3525,3425
82 min,"2,216",3526,3426
81 min,"2,606",3527,3427
97 min,"37,556",3528,3428
77 min,"2,385",3529,3429
91 min,"37,636",3530,3430
103 min,"8,615",3531,3431
99 min,"10,854",3532,3432
87 min,168,3533,3433
76 min,"3,508",3534,3434
82 min,"6,620",3535,3435
118 min,"1,421",3536,3436
75 min,"1,707",3537,3437
,,3538,29
91 min,"57,554",3539,3438
95 min,"1,423",3540,3439
88 min,494,3541,3440
124 min,"20,043",3542,3441
102 min,"2,412",3543,3442
70 min,647,3544,3443
100 min,"41,149",3545,3444
,,3546,29
,,3547,29
114 min,"26,857",3548,3445
89 min,"9,098",3549,3446
89 min,"34,567",3550,3447
105 min,"38,736",3551,3448
107 min,"11,207",3552,3449
101 min,"8,038",3553,3450
,,3554,29
,,3555,29
97 min,,3556,3451
92 min,"27,440",3557,3452
96 min,"11,081",3558,3453
,,3559,29
,,3560,29
100 min,,3561,3454
80 min,143,3562,3455
,"3,467",3563,3456
106 min,"18,444",3564,3457
85 min,"5,744",3565,3458
100 min,"65,242",3566,3459
112 min,"45,079",3567,3460
117 min,"83,640",3568,3461
91 min,"59,376",3569,3462
71 min,,3570,3463
104 min,"56,054",3571,3464
104 min,924,3572,3465
105 min,"45,539",3573,3466
84 min,428,3574,3467
106 min,"20,892",3575,3468
95 min,"42,028",3576,3469
91 min,"8,340",3577,3470
86 min,"35,712",3578,3471
,,3579,29
,,3580,29
95 min,"78,351",3581,3472
92 min,648,3582,3473
104 min,"23,568",3583,3474
96 min,"18,366",3584,3475
90 min,"1,966",3585,3476
98 min,"10,393",3586,3477
106 min,"54,413",3587,3478
125 min,"9,233",3588,3479
,"26,851",3589,3480
97 min,"2,790",3590,3481
98 min,"11,601",3591,3482
60 min,31,3592,3483
110 min,"9,436",3593,3484
115 min,"75,214",3594,3485
132 min,"81,037",3595,3486
93 min,"2,179",3596,3487
82 min,39,3597,3488
103 min,"28,371",3598,3489
48 min,21,3599,3490
113 min,"44,195",3600,3491
107 min,"54,872",3601,3492
100 min,"8,056",3602,3493
100 min,"2,371",3603,3494
1 hr. 34 min.,"3,374",3604,3495
98 min,"3,750",3605,3496
94 min,,3606,3343
97 min,"38,649",3607,3497
91 min,"7,762",3608,3498
115 min,"11,240",3609,3499
107 min,"106,946",3610,3500
95 min,"30,093",3611,3501
70 min,45,3612,3502
,,3613,29
,,3614,29
105 min,283,3615,3503
,,3616,29
,,3617,29
121 min,,3618,3504
,,3619,29
90 min,984,3620,3505
122 min,"1,132",3621,3506
85 min,"1,264",3622,3507
98 min,184,3623,3508
101 min,"1,073",3624,3509
95 min,600,3625,3510
106 min,"2,124",3626,3511
105 min,"2,078",3627,3512
63 min,"14,568",3628,3513
77 min,"12,567",3629,3514
90 min,299,3630,3515
75 min,"4,287",3631,3516
94 min,425,3632,3517
95 min,"5,979",3633,3518
60 min,776,3634,3519
129 min,544,3635,3520
,,3636,29
,,3637,29
,142,3638,3521
102 min,77,3639,3522
88 min,173,3640,3523
,,3641,29
122 min,"1,283",3642,3524
133 min,871,3643,3525
120 min,"1,504",3644,3526
114 min,"104,294",3645,3527
100 min,282,3646,3528
118 min,"1,218",3647,3529
108 min,603,3648,3530
95 min,"5,093",3649,3531
110 min,165,3650,3532
121 min,174,3651,3533
105 min,82,3652,3534
80 min,90,3653,3535
103 min,62,3654,3536
90 min,170,3655,3537
,,3656,29
135 min,65,3657,3538
,,3658,29
,239,3659,3539
132 min,"30,391",3660,3540
103 min,"10,406",3661,3541
99 min,"3,525",3662,3542
119 min,"179,774",3663,3543
,,3664,29
108 min,"2,562",3665,3544
128 min,577,3666,3545
90 min,10,3667,3546
125 min,"105,696",3668,3547
129 min,"75,855",3669,3548
108 min,"47,735",3670,3549
105 min,"114,320",3671,3550
102 min,"84,422",3672,3551
90 min,"11,346",3673,3552
128 min,"277,957",3674,3553
94 min,"81,417",3675,3554
109 min,"36,248",3676,3555
75 min,"4,171",3677,3556
,,3678,29
,275,3679,3557
90 min,"19,865",3680,3558
118 min,"22,930",3681,3559
95 min,"2,350",3682,3560
95 min,"2,421",3683,3561
114 min,"213,907",3684,3562
90 min,"10,035",3685,3563
107 min,"8,072",3686,3564
109 min,"163,731",3687,3565
103 min,"45,245",3688,3566
100 min,"55,868",3689,3567
94 min,"4,849",3690,3568
98 min,"44,365",3691,3569
106 min,"105,245",3692,3570
94 min,"7,274",3693,3571
,,3694,29
90 min,"1,146",3695,3572
124 min,"9,956",3696,3573
93 min,90,3697,3574
80 min,36,3698,466
95 min,"1,300",3699,3575
124 min,"3,000",3700,3576
91 min,"9,635",3701,3577
81 min,"12,086",3702,3578
99 min,"24,215",3703,3579
132 min,"125,881",3704,3580
106 min,"14,132",3705,3581
106 min,"24,838",3706,3582
103 min,"11,411",3707,3583
99 min,"3,880",3708,3584
102 min,"6,295",3709,3585
89 min,"3,316",3710,3586
102 min,"2,205",3711,3587
92 min,"2,149",3712,3588
88 min,"1,020",3713,3589
133 min,"2,867",3714,3590
98 min,640,3715,3591
85 min,212,3716,3592
79 min,"3,417",3717,3593
87 min,75,3718,3594
84 min,740,3719,3595
99 min,"3,824",3720,3596
93 min,"26,510",3721,3597
111 min,926,3722,3598
88 min,"6,359",3723,3599
90 min,"2,505",3724,3600
84 min,"13,964",3725,3601
,21,3726,3602
104 min,"3,812",3727,3603
98 min,"24,630",3728,3604
112 min,"87,011",3729,3605
91 min,"11,048",3730,3606
111 min,"5,549",3731,3607
97 min,"6,233",3732,3608
120 min,"6,057",3733,3609
106 min,"2,988",3734,3610
124 min,"5,152",3735,3611
106 min,"6,102",3736,3612
109 min,"5,568",3737,3613
124 min,"7,003",3738,3614
90 min,"4,105",3739,3615
105 min,"4,377",3740,3616
127 min,"13,997",3741,3617
123 min,"2,947",3742,3618
110 min,"1,048",3743,3619
89 min,"35,443",3744,3620
105 min,"8,204",3745,3621
97 min,"7,907",3746,3622
102 min,"19,899",3747,3623
147 min,"46,540",3748,3624
85 min,"17,315",3749,3625
93 min,"39,566",3750,3626
102 min,"77,210",3751,3627
96 min,"6,011",3752,3628
75 min,"5,520",3753,3629
122 min,"32,086",3754,3630
104 min,"1,084",3755,3631
76 min,46,3756,3632
106 min,"13,262",3757,3633
124 min,"13,198",3758,3634
116 min,"2,831",3759,3635
84 min,"34,510",3760,3636
98 min,"2,014",3761,3637
117 min,"484,805",3762,3638
113 min,"532,737",3763,3639
98 min,"1,828",3764,3640
138 min,"690,350",3765,3641
132 min,"716,846",3766,3642
130 min,"752,420",3767,3643
85 min,"57,758",3768,3644
184 min,"91,820",3769,3645
129 min,"424,155",3770,3646
109 min,"233,008",3771,3647
93 min,"2,291",3772,3648
97 min,"203,505",3773,3649
90 min,"1,056",3774,3650
90 min,"5,905",3775,3651
100 min,"254,756",3776,3652
105 min,"3,349",3777,3653
78 min,"2,185",3778,3654
102 min,"316,939",3779,3655
106 min,"232,491",3780,3656
90 min,"5,536",3781,3657
82 min,"2,507",3782,3658
85 min,"5,405",3783,3659
88 min,"2,405",3784,3660
94 min,"10,873",3785,3661
144 min,"201,850",3786,3662
91 min,"14,921",3787,3663
170 min,"131,172",3788,3664
126 min,"75,787",3789,3665
124 min,"71,866",3790,3666
125 min,"3,203",3791,3667
,,3792,29
90 min,173,3793,3668
88 min,"1,429",3794,3669
89 min,"1,257",3795,3670
100 min,399,3796,3671
,34,3797,3672
98 min,15,3798,3673
89 min,775,3799,3674
126 min,"542,175",3800,3675
105 min,"90,294",3801,3676
104 min,"74,936",3802,3677
112 min,"35,185",3803,3678
96 min,"1,862",3804,3679
71 min,225,3805,3680
91 min,"135,860",3806,3681
93 min,"33,042",3807,3682
96 min,"45,332",3808,3683
105 min,"20,233",3809,3684
105 min,"55,664",3810,3685
91 min,"1,706",3811,3686
119 min,"57,984",3812,3687
100 min,"1,528",3813,3688
145 min,"59,662",3814,3689
95 min,"2,328",3815,3690
105 min,"1,466",3816,3691
114 min,"43,340",3817,3692
102 min,"11,202",3818,3693
106 min,"198,128",3819,3694
90 min,"37,478",3820,3695
103 min,"3,244",3821,3696
105 min,"2,711",3822,3697
92 min,"6,859",3823,3698
127 min,"213,006",3824,3699
136 min,"44,893",3825,3700
108 min,"26,746",3826,3701
98 min,"11,336",3827,3702
100 min,"4,200",3828,3703
176 min,"4,672",3829,3704
139 min,"214,071",3830,3705
104 min,"2,836",3831,3706
108 min,"134,476",3832,3707
88 min,"27,868",3833,3708
125 min,"1,164",3834,3709
106 min,"3,489",3835,3710
106 min,"24,542",3836,3711
111 min,"74,719",3837,3712
138 min,"66,867",3838,3713
95 min,"70,194",3839,3714
93 min,"2,155",3840,3715
93 min,919,3841,3716
118 min,"49,849",3842,3717
100 min,"1,784",3843,3718
88 min,"1,481",3844,3719
100 min,"3,278",3845,3720
89 min,129,3846,3721
83 min,"8,203",3847,3722
117 min,"20,299",3848,3723
108 min,"32,073",3849,3724
80 min,"6,860",3850,3725
100 min,"58,892",3851,3726
95 min,"32,466",3852,3727
107 min,"33,383",3853,3728
107 min,"47,302",3854,3729
104 min,"54,602",3855,3730
108 min,"58,067",3856,3731
113 min,"136,599",3857,3732
135 min,"73,283",3858,3733
98 min,"78,585",3859,3734
130 min,"126,746",3860,3735
94 min,"36,996",3861,3736
106 min,"37,303",3862,3737
93 min,"27,455",3863,3738
112 min,"11,520",3864,3739
89 min,330,3865,3740
97 min,"54,555",3866,3741
95 min,"80,339",3867,3742
117 min,"19,105",3868,3743
95 min,"19,440",3869,3744
97 min,"39,941",3870,3745
78 min,163,3871,3746
96 min,"54,846",3872,3747
108 min,"72,302",3873,3748
98 min,397,3874,3749
96 min,875,3875,3750
,20,3876,2933
93 min,"1,019",3877,3751
85 min,"8,646",3878,3752
83 min,"3,399",3879,3753
95 min,168,3880,3754
,33,3881,3755
105 min,"3,088",3882,3756
84 min,198,3883,3757
103 min,810,3884,3758
97 min,"40,309",3885,3759
100 min,"9,185",3886,3760
84 min,"1,648",3887,3761
90 min,"3,575",3888,3762
101 min,122,3889,3763
112 min,"26,506",3890,3764
98 min,"7,927",3891,3765
87 min,"13,066",3892,3766
101 min,"9,921",3893,3767
101 min,,3894,3768
109 min,"34,664",3895,3769
120 min,"44,658",3896,3770
136 min,"196,090",3897,3771
130 min,"207,984",3898,3772
109 min,"139,079",3899,3773
146 min,"223,192",3900,3774
127 min,"108,646",3901,3775
98 min,"54,646",3902,3776
108 min,"73,666",3903,3777
104 min,"29,697",3904,3778
109 min,"14,984",3905,3779
101 min,"2,213",3906,3780
102 min,"10,138",3907,3781
114 min,"57,589",3908,3782
,7,3909,3783
94 min,"13,747",3910,3784
106 min,"45,462",3911,3785
134 min,"75,736",3912,3786
88 min,"45,029",3913,3787
100 min,748,3914,3788
106 min,"96,346",3915,3789
97 min,64,3916,3790
88 min,"1,247",3917,3791
104 min,"5,381",3918,3792
88 min,609,3919,3793
95 min,100,3920,3794
98 min,,3921,1648
91 min,"4,264",3922,3795
103 min,"4,043",3923,3796
89 min,"3,030",3924,3797
91 min,"2,243",3925,3798
103 min,"37,810",3926,3799
93 min,"2,072",3927,3800
97 min,"1,186",3928,3801
99 min,"2,720",3929,3802
80 min,"4,481",3930,3803
88 min,"4,901",3931,3804
83 min,314,3932,3805
85 min,391,3933,3806
82 min,71,3934,3807
105 min,,3935,3808
93 min,190,3936,3809
85 min,"1,415",3937,3810
102 min,680,3938,3811
111 min,777,3939,3812
,,3940,29
91 min,47,3941,3813
100 min,345,3942,3814
89 min,"2,373",3943,3815
111 min,"2,873",3944,3816
121 min,"242,124",3945,3817
174 min,"3,250",3946,3818
86 min,"12,366",3947,3819
80 min,597,3948,3820
102 min,"13,248",3949,3821
82 min,743,3950,3822
92 min,422,3951,3823
87 min,153,3952,3824
92 min,147,3953,3825
77 min,227,3954,3826
,52,3955,3827
114 min,"134,740",3956,3828
89 min,"68,233",3957,3829
105 min,"92,910",3958,3830
96 min,"82,251",3959,3831
99 min,"41,476",3960,3832
97 min,"20,752",3961,3833
103 min,"46,996",3962,3834
109 min,"32,651",3963,3835
106 min,420,3964,3836
109 min,"6,638",3965,3837
108 min,"57,637",3966,3838
83 min,737,3967,3839
96 min,"15,495",3968,3840
93 min,699,3969,3841
65 min,14,3970,3842
102 min,513,3971,3843
115 min,"21,744",3972,3844
118 min,"2,918",3973,3845
95 min,589,3974,3846
88 min,"1,743",3975,3847
101 min,210,3976,3848
105 min,"21,873",3977,3849
,15,3978,2903
90 min,476,3979,3850
91 min,"4,776",3980,3851
91 min,"6,177",3981,3852
99 min,"1,395",3982,3853
89 min,"1,672",3983,3854
115 min,"6,250",3984,3855
95 min,70,3985,3856
103 min,"3,701",3986,3857
99 min,"41,945",3987,3858
111 min,"24,192",3988,3859
90 min,132,3989,3860
92 min,"3,207",3990,3861
101 min,691,3991,3862
107 min,"1,405",3992,3863
88 min,256,3993,3864
118 min,500,3994,3865
99 min,962,3995,3866
100 min,"147,391",3996,3867
137 min,"129,204",3997,3868
150 min,"185,640",3998,3869
86 min,54,3999,3870
106 min,"202,930",4000,3871
96 min,"110,181",4001,3872
107 min,"177,047",4002,3873
96 min,"8,118",4003,3874
101 min,"17,835",4004,3875
91 min,"36,770",4005,3876
100 min,"4,813",4006,3877
98 min,862,4007,3878
95 min,"21,349",4008,3879
94 min,"24,013",4009,3880
95 min,"11,862",4010,3881
97 min,"32,246",4011,3882
95 min,726,4012,3883
126 min,"12,240",4013,3884
102 min,154,4014,3885
106 min,"2,859",4015,3886
108 min,18,4016,3887
86 min,"9,759",4017,3888
93 min,"14,100",4018,3889
95 min,"22,508",4019,3890
99 min,"11,727",4020,3891
90 min,"4,585",4021,3892
95 min,"39,947",4022,3893
87 min,"1,318",4023,3894
103 min,"1,692",4024,3895
47 min,"5,919",4025,3896
94 min,96,4026,3897
100 min,"2,499",4027,3898
98 min,"1,091",4028,2973
,87,4029,3899
97 min,"9,529",4030,3900
1 hr. 6 min.,"3,755",4031,3901
105 min,168,4032,3902
97 min,"2,647",4033,3903
100 min,"1,465",4034,3904
96 min,"8,739",4035,3905
104 min,"36,239",4036,3906
85 min,88,4037,3907
136 min,"18,677",4038,3908
103 min,"2,765",4039,3909
110 min,"3,094",4040,3910
109 min,"12,627",4041,3911
84 min,34,4042,3912
117 min,"17,948",4043,3913
111 min,"13,539",4044,3914
83 min,"15,758",4045,3915
97 min,"1,452",4046,3916
88 min,"3,780",4047,3917
80 min,"1,858",4048,3918
128 min,"31,653",4049,3919
85 min,"2,841",4050,3920
87 min,"3,688",4051,3921
87 min,"9,679",4052,3922
68 min,"2,124",4053,3923
