Year,Genre,original_index,unique_index
2014,"Animation,Family",5437,2134
2015,"Action,Thriller,Western",5438,3519
2013,Horror,5439,120
2015,"Sci-Fi,Thriller",5440,3520
2014,"Drama,Horror,Thriller",5441,3521
2014,Drama,5442,366
2015,"Crime,Drama,Mystery",5443,2782
2013,Horror,5444,120
2012,"Horror,Mystery",5445,3522
2010,"Drama,Horror,Mystery",5446,3523
2012,"Horror,Mystery,Thriller",5447,3466
2005,"Horror,Mystery,Thriller",5448,2342
2015,"Action,Adventure,Thriller",5449,2579
2013,"Documentary,Biography,Drama",5450,3524
1948,"Comedy,Drama,Family",5451,3525
1999,"Adventure,Family,Fantasy",5452,3526
2017,"Adventure,Sci-Fi,Thriller",5453,3527
1998,Drama,5454,1400
2013,"Documentary,Drama",5455,3528
2012,"Action,Thriller",5456,127
2015,Drama,5457,50
1985,"Family,Fantasy",5458,3529
2011,"Drama,Family",5459,909
2011,Family,5460,1275
2016,"Action,Drama,Family",5461,3530
1999,"Comedy,Drama,Romance",5462,1372
2008,"Crime,Drama,Western",5463,3531
2009,"Comedy,Family,Fantasy",5464,3532
1966,"Comedy,Family,Mystery",5465,3533
1994,"Adventure,Comedy,Family",5466,2112
1984,"Action,Adventure,Crime",5467,3534
2013,"Family,Fantasy",5468,3535
2011,"Comedy,Family,Sci-Fi",5469,3536
2000 2001 2002,"Drama,Kids & Family",5470,3537
2014,Family,5471,1257
2014,Family,5472,1257
2013,"Comedy,Family",5473,2223
2015,"Animation,Comedy,Family",5474,698
2016,"Adventure,Family",5475,3538
2016,Family,5476,1277
2016,Family,5477,1277
2016,Family,5478,1277
2015,Family,5479,706
2015,"Comedy,Drama,Family",5480,882
2015,Family,5481,706
2016,Family,5482,1277
1967,"Comedy,Family,Musical",5483,3539
1964,"Comedy,Family,Drama",5484,3540
1975,"Family,Adventure,Comedy",5485,3541
1967,"Adventure,Family,Fantasy",5486,3542
1962,"Adventure,Drama,Family",5487,3543
1995,"Action,Thriller",5488,1318
1937,"Adventure,Drama,Family",5489,67
1958,"Adventure,Drama,Family",5490,2235
1964,"Family,Mystery,Romance",5491,3544
1958,"Adventure,Drama,Family",5492,2235
2009,Horror,5493,3444
1978,"Family,Western,Action",5494,3545
1966,"Drama,Family",5495,3546
1958,"Family,Fantasy,Musical",5496,3547
1975,"Family,Comedy,Fantasy",5497,3548
1927,"Comedy,Drama,Family",5498,3549
1924,"Action,Comedy,Romance",5499,3550
1928,"Comedy,Romance,Family",5500,3551
1928,"Action,Comedy,Drama",5501,3552
1925,"Comedy,Family,Romance",5502,3553
1925,"Comedy,Family,Sport",5503,3554
1988,"Drama,Romance,Sport",5504,3555
1987,"Drama,History,War",5505,3556
2012,"Documentary,History",5506,3557
1993,"Animation,Adventure,Comedy",5507,3558
2014,"Comedy,Drama",5508,232
1979,"Animation,Family,Music",5509,3559
1945,"Action,Crime,Film-Noir",5510,3560
1972,"Action,Crime,Drama",5511,209
1989,Drama,5512,450
2013,Drama,5513,181
2011,"Drama,Sci-Fi",5514,2136
2013,Drama,5515,181
2014,"Comedy,Horror,Thriller",5516,3561
2014,"Mystery,Thriller",5517,3562
2013,"Biography,Drama,Romance",5518,3563
1999,"Animation,Action,Adventure",5519,1435
2013,"Mystery,Thriller",5520,3564
2013,"Drama,Romance,Thriller",5521,3282
2012,Comedy,5522,387
2015,"Drama,Horror,Sci-Fi",5523,1201
1914,"Short,Drama",5524,3565
1986,"Drama,Family,Romance",5525,3566
1999,"Comedy,Family,Fantasy",5526,3567
1996,"Drama,Family",5527,3568
1959,"Family,Drama",5528,3569
2015,"Animation,Short",5529,3570
2013,Drama,5530,181
2013,"Drama,Romance",5531,2356
2014,Thriller,5532,3571
2014,Thriller,5533,3571
2014,"Drama,Romance",5534,1380
2001,"Comedy,Crime,Romance",5535,3572
2001 2002 2003,Comedy,5536,3573
2014,"Documentary,Drama",5537,1939
2013,Documentary,5538,444
2014,"Documentary,Biography,History",5539,3574
2013,Documentary,5540,444
2014,"Documentary,History,Thriller",5541,3575
2014,Documentary,5542,49
2014,"Documentary,Crime",5543,3576
1993,"Documentary,History",5544,3577
2015,Documentary,5545,373
2012,"Comedy,Drama",5546,1393
2014,"Comedy,Drama,Music",5547,3578
2014,Drama,5548,366
2015,Drama,5549,50
2015,"Comedy,Drama,War",5550,3579
2015,"Comedy,Drama",5551,1384
2014,"Comedy,Drama,Romance",5552,2573
2015,"Documentary,Action,Drama",5553,3580
2015,,5554,1362
2015,"Horror,Sci-Fi,Thriller",5555,477
2015,"Horror,Mystery,Thriller",5556,2182
2012,"Adventure,Comedy",5557,3581
2015,Comedy,5558,573
2013,"Comedy,Drama,Romance",5559,651
2014,"Comedy,Drama,Romance",5560,2573
2013,Drama,5561,181
2014,"Comedy,Drama",5562,232
2014,Comedy,5563,652
2014,"Comedy,Drama",5564,232
2015,Comedy,5565,573
2014,"Adventure,Fantasy,Musical",5566,3582
2014,Drama,5567,366
2013,"Comedy,Drama",5568,709
1999,"Drama,Romance",5569,528
2014,"Comedy,Drama",5570,232
2014,"Comedy,Drama,Romance",5571,2573
2002,"Action,Crime,Sci-Fi",5572,3583
1952,"Action,Adventure,Comedy",5573,3584
1979,"Adventure,Comedy",5574,3585
1950,"Adventure,Romance,Action",5575,3586
1913,Adventure,5576,3587
1955,"Biography,Drama,Music",5577,2206
1938,"Adventure,History",5578,3588
1941,Adventure,5579,3589
1947,"Adventure,Romance",5580,3590
1935,"Drama,History,Romance",5581,3591
1942,"Drama,Romance",5582,111
2014,"Biography,Drama,Thriller",5583,3592
2014,"Drama,Mystery,Thriller",5584,2483
2014,"Comedy,Drama",5585,232
2014,"Crime,Drama,Mystery",5586,3593
2015,"Action,Crime,Drama",5587,3214
2005,"Action,Crime,Drama",5588,1485
2009,"Action,Mystery,Sci-Fi",5589,3594
2006,"Drama,Sci-Fi,Thriller",5590,1931
2011,"Action,Fantasy,Horror",5591,3595
2007,"Horror,Thriller",5592,3511
2010,"Action,Fantasy,Horror",5593,3596
1998,"Comedy,Drama,Fantasy",5594,1969
2014,"Sci-Fi,Thriller",5595,2682
2014,"Drama,Music",5596,3597
2015,"Action,Crime,Sci-Fi",5597,3598
2015,"Action,Adventure,Sci-Fi",5598,233
2014,"Drama,Music,Romance",5599,3599
2002,"Animation,Family",5600,3600
2002,"Animation,Family",5601,3600
1996,"Family,Adventure",5602,3601
1995,"Adventure,Comedy,Drama",5603,2113
1987,"Adventure,Family",5604,3602
1994,"Adventure,Biography,Drama",5605,3603
2004,"Animation,Family,Comedy",5606,3604
1993,"Adventure,Drama,Family",5607,1114
1981,"Family,Drama",5608,3605
1979,"Comedy,Family,Adventure",5609,3606
1988,"Adventure,Family,Fantasy",5610,3607
1993,"Comedy,Crime,Family",5611,3608
1986,Comedy,5612,2005
1981,"Comedy,Family,Fantasy",5613,3609
1981,Comedy,5614,347
1995,"Adventure,Family,Fantasy",5615,818
1994,"Adventure,Family,Romance",5616,3610
1993,"Comedy,Family",5617,1237
2001,"Comedy,Crime,Family",5618,3611
2002,"Animation,Adventure,Comedy",5619,775
1982,"Drama,Thriller",5620,3612
2015,"Crime,Drama,Mystery",5621,2782
2004,"Romance,Drama",5622,3613
1980,"Drama,Fantasy,Romance",5623,3614
2001,"Adventure,Family,Fantasy",5624,817
2001,"Comedy,Romance",5625,691
2014,Drama,5626,366
1934,"Comedy,Musical",5627,3615
1970,"Family,Adventure,Animation",5628,3616
1965,"Comedy,Family,Musical",5629,3617
1935,"Comedy,Drama,Family",5630,3618
1936,"Comedy,Musical,Family",5631,3619
1938,"Family,Comedy,Drama",5632,3620
1936,"Family,Musical",5633,3621
1934,"Comedy,Musical",5634,3615
1935,"Comedy,Drama,Family",5635,3618
1971,"Family,Comedy",5636,3622
1976,"Family,Comedy",5637,3623
1994,"Adventure,Family",5638,3624
1996,"Adventure,Family",5639,3625
1962,"Family,Comedy,Adventure",5640,3626
1995,"Adventure,Family",5641,3627
1999,"Adventure,Fantasy,Family",5642,3628
2014,Drama,5643,366
1977,"Adventure,Comedy,Drama",5644,3629
1974,"Adventure,Family,Romance",5645,3630
2014,"Biography,Drama,History",5646,3631
1992,"Family,Adventure",5647,3632
2000,"Action,Adventure,Family",5648,3633
1993,"Drama,Family",5649,2080
1991,"Drama,Family,Western",5650,3634
1987,"Biography,Comedy,Drama",5651,3635
1990,"Biography,Drama",5652,3636
1982,"Family,Fantasy,Sci-Fi",5653,3637
1973,"Adventure,Musical,Family",5654,3638
1939,"Adventure,Drama,Family",5655,3639
1960,"Adventure,Comedy,Drama",5656,3640
1963,"Family,Drama",5657,3641
1994,"Family,Adventure",5658,3642
2015,"Comedy,Drama,Music",5659,460
2014,Drama,5660,366
2014,Drama,5661,366
1964,Drama,5662,71
1964,Comedy,5663,565
1980,"Adventure,Family",5664,3643
2015,"Biography,Drama",5665,1387
1957,"Adventure,Comedy,Family",5666,3644
1997,"Comedy,Family",5667,1134
2005,"Comedy,Drama,Mystery",5668,3645
2007,"Comedy,Drama",5669,648
2007,"Comedy,Drama",5670,648
2004,"Adventure,Comedy,Drama",5671,3646
1998,"Comedy,Drama",5672,911
1972,"Drama,Family,History",5673,3647
1968,"Family,Comedy,Drama",5674,3648
1964,"Animation,Comedy,Family",5675,3649
1992,"Animation,Comedy,Drama",5676,3650
1947,"Action,Comedy,Family",5677,3651
1947,"Action,Comedy,Family",5678,3651
2015,"Horror,Thriller",5679,59
1955,"Biography,Comedy,Drama",5680,3652
1952,"Biography,Family,Musical",5681,3653
1959 1960 1961,"Drama,Kids & Family",5682,3654
2015,"Horror,Thriller",5683,59
1950,"Comedy,War,Fantasy",5684,3655
1950,"Adventure,Drama,Family",5685,3656
1939,"Adventure,Family,Fantasy",5686,1093
1939,"Action,Adventure,Family",5687,3657
2013,"Horror,Thriller",5688,3442
1997,"Drama,Family,Fantasy",5689,3658
2005,"Adventure,Comedy,Family",5690,710
1994,"Animation,Family,Fantasy",5691,867
1974,"Drama,Family",5692,3659
2014,"Horror,Mystery",5693,3660
1989,"Adventure,Comedy,Drama",5694,3661
1988,"Comedy,Drama",5695,1854
1986,"Action,Comedy,Crime",5696,3662
1985,Comedy,5697,2121
2015,"Documentary,Adventure,Drama",5698,3663
1989,"Comedy,Crime,Mystery",5699,3664
2014 2015 2016,"Horror,Science Fiction & Fantasy,Special Interest",5700,3665
2010,"Comedy,Sci-Fi",5701,3666
2014,"Comedy,Drama,Fantasy",5702,3667
2014,"Sci-Fi,Thriller",5703,2682
2015,Comedy,5704,573
2014,"Comedy,Romance",5705,382
1998,"Comedy,Music,Romance",5706,3668
2014,"Adventure,Drama,Sci-Fi",5707,3669
2005,Drama,5708,1735
1999,,5709,2085
1988,"Crime,Drama,Romance",5710,2810
2008,"Drama,Romance",5711,310
1993,Drama,5712,1334
2010,Drama,5713,1035
1990,"Action,Comedy",5714,3670
2013,"Drama,Thriller",5715,2843
1987,"Comedy,Romance",5716,3360
1994,"Drama,Horror,Romance",5717,3671
2012,"Action,Crime,Drama",5718,1344
1988,"Action,Adventure,Thriller",5719,3672
2014,"Comedy,Family,Musical",5720,3673
1993,"Comedy,Mystery",5721,3674
1997,Comedy,5722,733
1976,"Comedy,Drama",5723,3675
1995,"Comedy,Fantasy,Romance",5724,3676
1986,"Comedy,Drama",5725,2643
1992,"Comedy,Drama,Romance",5726,2100
2014,"Adventure,Comedy,Drama",5727,3677
1996,"Comedy,Crime,Drama",5728,1082
2007,"Adventure,Comedy,Drama",5729,2040
2008,"Drama,Romance",5730,310
2009,"Comedy,Drama,Romance",5731,531
1951,"Drama,War",5732,2994
1952,"Biography,Drama,Musical",5733,3678
1957,"Action,Adventure,Drama",5734,2998
2014,"Action,Crime,Thriller",5735,1292
1952,"Adventure,Drama,History",5736,3679
1934,Comedy,5737,3680
1943,"Biography,Drama,Romance",5738,3681
1956,"Adventure,Drama",5739,3682
1951,Drama,5740,2968
1985,"Comedy,Crime,Drama",5741,278
2007,"Crime,Drama,Romance",5742,2552
2010,"Comedy,Drama,Romance",5743,712
2003,"Documentary,Biography",5744,1940
2000,"Comedy,Crime",5745,1720
2004,"Comedy,Drama,Romance",5746,190
2001 2002 2003,Comedy,5747,3573
2014,"Comedy,Romance",5748,382
2001,"Comedy,Crime,Mystery",5749,3270
2003,"Comedy,Romance",5750,1812
1976,"Crime,Drama",5751,922
2010,Drama,5752,1035
2008,"Biography,Drama,History",5753,416
1995,"Drama,Romance",5754,1081
2011,"Drama,Romance",5755,2397
2008,"Biography,Drama,History",5756,416
2011,"Drama,Romance",5757,2397
2005,"Drama,Romance",5758,2362
2009,"Biography,Drama,History",5759,341
2009,Drama,5760,433
2010,"Drama,Romance,Sci-Fi",5761,3683
2011,"Comedy,Drama",5762,395
2006,"Drama,Mystery,Thriller",5763,1745
1994,"Drama,History",5764,3684
1985,Drama,5765,3391
2008,"Drama,War",5766,1361
2013,"Drama,War",5767,3685
1960,Drama,5768,3077
2012,Drama,5769,688
1998 1999 2000,Drama,5770,363
2006,"Drama,History,War",5771,2364
2008,"Action,Drama,History",5772,3686
2004,"Action,Adventure,Western",5773,3687
2000,"Comedy,Drama",5774,1991
1998,"Comedy,Drama,Fantasy",5775,1969
1973,"Comedy,Drama,Romance",5776,3688
1989,"Drama,Fantasy,Romance",5777,3689
1953,"Action,Adventure,Comedy",5778,3690
2008,"Drama,Romance",5779,310
2009,"Comedy,Drama,Family",5780,2031
2016,"Adventure,Comedy,Drama",5781,3691
1994,"Biography,Drama",5782,3692
2008,"Comedy,Romance",5783,290
2005,Horror,5784,1127
2012,Horror,5785,674
2014,"Horror,Thriller",5786,270
2011,Horror,5787,2586
2010,Horror,5788,675
2009,"Drama,Horror,Mystery",5789,3693
2009,"Drama,Horror,Mystery",5790,3693
2008,"Horror,Mystery,Thriller",5791,3694
2001,"Horror,Mystery,Thriller",5792,393
2005,"Horror,Thriller",5793,3695
2003,"Horror,Thriller",5794,3404
2008,"Horror,Mystery,Thriller",5795,3694
2011,"Horror,Mystery,Sci-Fi",5796,3696
2007,"Action,Crime,Drama",5797,3697
2009,"Action,Crime,Thriller",5798,3337
1974,"Adventure,Comedy,Crime",5799,3698
1978 1979 1980,"Action & Adventure,Comedy",5800,3699
1999,"Comedy,Drama,War",5801,3700
2002,"Drama,Thriller",5802,2690
2004,"Action,Sci-Fi,Thriller",5803,3701
1983,"Horror,Sci-Fi",5804,3702
2004,"Biography,Drama,Music",5805,2360
1997,"Action,Comedy,Crime",5806,2662
2014,"Drama,Family",5807,809
2011,"Drama,Family,Romance",5808,3703
2014,"Drama,Family,History",5809,3704
2014,"Drama,Family",5810,809
1995,"Horror,Sci-Fi,Thriller",5811,3705
2011,"Biography,Crime,Drama",5812,3706
2013,"Action,Comedy,Crime",5813,1580
2013,"Action,Drama,Thriller",5814,333
2014,Comedy,5815,652
2014,Horror,5816,3707
2011,"Drama,Fantasy",5817,3708
2011,"Comedy,Drama",5818,395
2013,"Documentary,Drama,Family",5819,755
1975,Comedy,5820,446
2013,"Comedy,Drama",5821,709
1977,"Animation,Family",5822,3709
1971 1972 1973,"Drama,Classics,Science Fiction & Fantasy,Comedy",5823,3710
1973,"Drama,Sci-Fi,Thriller",5824,3711
1970,"Comedy,War,Drama",5825,3712
1988,"Comedy,Drama",5826,1854
1966,"Adventure,Comedy,Family",5827,3713
1987,"Action,Adventure,Family",5828,3714
1936,Western,5829,3715
1993,"Crime,Drama",5830,798
2005,Comedy,5831,1045
2014,Drama,5832,366
2012,"Short,Drama",5833,3716
2002,"Drama,Sport",5834,3717
2015,"Drama,Fantasy,Romance",5835,3718
2007,Documentary,5836,566
2011,"Comedy,Drama,Music",5837,3719
2013,"Crime,Drama,Thriller",5838,2853
2010,"Comedy,Drama,Romance",5839,712
2012,"Action,Crime,Drama",5840,1344
2013,"Biography,Crime,Drama",5841,3720
2013,"Biography,Drama,Romance",5842,3563
2015,"Comedy,Drama",5843,1384
2008,"Comedy,Drama",5844,1118
2007,"Crime,Drama,Thriller",5845,534
2014,"Comedy,Romance",5846,382
2012 2013 2014,"Drama,Romance,Comedy",5847,3721
2011,"Comedy,Drama,Romance",5848,201
2013,"Adventure,Comedy,Drama",5849,1489
2007,"Comedy,Drama,Romance",5850,1990
2013,"Comedy,Drama",5851,709
2014,"Comedy,Drama,Romance",5852,2573
2013,Comedy,5853,381
2012,"Adventure,Comedy,Drama",5854,2350
2011,"Comedy,Drama",5855,395
2011,"Comedy,Drama",5856,395
2015,"Horror,Sci-Fi",5857,304
2009,"Comedy,Drama,Romance",5858,531
2012 2013 2014,"Drama,Comedy",5859,3722
2014,"Comedy,Drama",5860,232
2012,Drama,5861,688
2013,"Comedy,Fantasy",5862,1999
2009,"Drama,Romance",5863,2540
2013,"Comedy,Drama",5864,709
1990,"Biography,Drama,Mystery",5865,3723
2008,"Animation,Family",5866,3724
2008,"Animation,Comedy,Family",5867,2011
2006,"Animation,Comedy,Family",5868,147
2002,"Comedy,Family",5869,3725
2001,"Comedy,Family,Sport",5870,3726
2009,"Adventure,Drama,Family",5871,3727
1985,"Action,Adventure,Family",5872,3728
2015,"Drama,Thriller",5873,57
2015,"Drama,Thriller",5874,57
2011,"Action,Comedy,Horror",5875,3729
2004,"Animation,Family",5876,3730
2015,"Horror,Thriller",5877,59
2013,"Horror,Thriller",5878,3442
2013,"Adventure,Comedy,Family",5879,3731
2015,Family,5880,706
2009,"Action,Comedy,Family",5881,3732
1987,"Family,Musical,Fantasy",5882,3733
2011,"Family,Fantasy",5883,3734
1998,"Action,Adventure,Family",5884,2304
1987,"Family,Fantasy,Musical",5885,3735
1977,"Adventure,Thriller",5886,3736
1962,"Family,Fantasy,Horror",5887,3737
1982,Horror,5888,62
1999,"Comedy,Drama,Family",5889,3738
1995,"Adventure,Comedy,Family",5890,2296
1996,"Family,Fantasy,Horror",5891,3739
1993,"Adventure,Comedy,Family",5892,2139
1996,"Adventure,Comedy,Family",5893,1141
1994,"Adventure,Family,Fantasy",5894,3740
1996,"Comedy,Family,Sci-Fi",5895,3741
2003,"Comedy,Drama,Family",5896,1348
2005,"Family,Comedy",5897,3742
1969,"Family,Fantasy,Musical",5898,3743
2012,"Comedy,Horror",5899,1688
2015,"Drama,Horror,Mystery",5900,3744
2000,"Comedy,Horror,Mystery",5901,3092
1982,Sci-Fi,5902,3745
1994,Action,5903,3746
1934,"Crime,Drama,Musical",5904,3747
2009,"Documentary,Music",5905,1771
2008,Documentary,5906,44
1989,"Comedy,Horror,Sci-Fi",5907,2760
2013,"Family,Fantasy",5908,3535
2006,"Drama,Family,Romance",5909,3748
2013,Family,5910,2168
2014,"Comedy,Drama,Family",5911,703
2011,"Comedy,Drama,Family",5912,1120
2013,"Comedy,Family",5913,2223
1994,"Comedy,Family",5914,1212
1996,"Comedy,Family,Fantasy",5915,1210
2002,"Comedy,Family,Music",5916,3749
2015,"Drama,Horror,Mystery",5917,3744
1973,"Comedy,Family,Western",5918,3750
1975,"Adventure,Family,Fantasy",5919,3751
1977,"Adventure,Comedy,Drama",5920,3629
2001,"Action,Crime,Drama",5921,1878
1996,"Drama,Thriller",5922,319
1991,"Crime,Drama,Thriller",5923,199
2015,Horror,5924,448
1996,"Crime,Drama,Mystery",5925,1839
1991,"Drama,Thriller",5926,3752
2006,"Action,Crime,Drama",5927,694
2010,"Short,Drama",5928,3753
2001,"Crime,Mystery,Thriller",5929,3754
2006,"Crime,Drama,Mystery",5930,204
2007,"Crime,Drama,Mystery",5931,555
1988,"Biography,Drama",5932,2813
2001,"Comedy,Crime,Romance",5933,3572
1997,"Action,Thriller",5934,2734
2011,"Action,Family,Sci-Fi",5935,3755
2015,"Action,Crime,Thriller",5936,1224
1992,"Comedy,Fantasy,Horror",5937,3756
2015,,5938,1362
2014,"Fantasy,Horror,Sci-Fi",5939,3757
2014,"Drama,Horror,Thriller",5940,3521
2014,"Drama,Mystery",5941,3758
2014,Horror,5942,3707
2014,Horror,5943,3707
2014,"Horror,Thriller",5944,270
2008,"Drama,Horror,Thriller",5945,2880
1995,"Family,Fantasy,Thriller",5946,3759
1993,"Comedy,Family,Fantasy",5947,1232
1993,"Comedy,Family",5948,1237
1975,"Action,Comedy,Sci-Fi",5949,3760
2014,"Action,Horror,Thriller",5950,3761
1961,"Action,Horror,Sci-Fi",5951,3762
1992,"Comedy,Drama,Family",5952,517
2000,"Comedy,Family,Fantasy",5953,1166
1999,"Comedy,Family,Fantasy",5954,3567
2015,Horror,5955,448
2002,"Comedy,Drama,Fantasy",5956,1046
1984,"Horror,Sci-Fi",5957,3763
1995,"Comedy,Drama,Romance",5958,178
1998,"Drama,Romance",5959,3764
2000,"Comedy,Sci-Fi",5960,3765
2001,"Comedy,Romance",5961,691
2002,"Comedy,Romance",5962,1371
2003,"Comedy,Romance",5963,1812
1998,"Comedy,Romance",5964,389
2001,"Comedy,Romance",5965,691
2001,"Comedy,Crime,Drama",5966,3766
2000,"Comedy,Fantasy,Romance",5967,1305
2008,"Comedy,Romance,Sport",5968,3767
2002,"Drama,Mystery,Romance",5969,3768
2009,"Comedy,Romance",5970,289
2014,"Crime,Thriller",5971,2284
2015,"Drama,Mystery,Thriller",5972,456
1993,"Fantasy,Horror,Thriller",5973,3769
2012,"Horror,Thriller",5974,2776
1964,"Horror,Sci-Fi",5975,3770
1990,"Horror,Thriller",5976,3771
1996,"Documentary,Music",5977,3772
2006 2007 2008,"Mystery & Suspense,Horror",5978,3773
1931,"Crime,Drama,Mystery",5979,3774
2005,Documentary,5980,325
1935,"Crime,Drama",5981,3775
1936,"Biography,Drama,History",5982,3776
1933,"Comedy,Crime,Romance",5983,3777
2002,Documentary,5984,617
1953,"War,Drama",5985,3778
1935,"Crime,Drama,Romance",5986,564
2011,"Horror,Mystery,Sci-Fi",5987,3696
2007,"Documentary,Comedy",5988,2626
1932,"Drama,Romance",5989,94
1947,"Drama,Music,Romance",5990,3024
2010,"Horror,Mystery,Thriller",5991,3374
1986,"Comedy,Horror",5992,2743
1981,"Horror,Mystery",5993,1460
2010,"Comedy,Horror,Thriller",5994,3779
2006,"Comedy,Horror",5995,2003
2013,"Action,Comedy,Horror",5996,3780
1982,"Horror,Thriller",5997,3448
1998,"Comedy,Romance,Thriller",5998,3781
2006,Drama,5999,2394
2013,"Drama,Thriller",6000,2843
2010,Drama,6001,1035
2004 2005 2006,"Romance,Musical & Performing Arts,Comedy",6002,3782
2003,"Musical,Comedy",6003,3783
2006,"Crime,Horror,Mystery",6004,3784
2004,"Horror,Sci-Fi",6005,3785
1996,Thriller,6006,2589
1978,Drama,6007,679
1986,"Action,Crime,Drama",6008,3786
1987,"Action,Comedy,Crime",6009,1247
1977,"Drama,Mystery",6010,3787
2004,"Drama,Mystery,Romance",6011,2804
2010,"Drama,Horror,Mystery",6012,3523
2008,"Drama,Sci-Fi,Thriller",6013,1846
2006,"Fantasy,Mystery,Thriller",6014,3788
2012 2013 2014,"Action & Adventure,Science Fiction & Fantasy",6015,779
2013,"Documentary,Short",6016,3789
2011,"Documentary,Biography,History",6017,3790
2010,Documentary,6018,27
2010,Documentary,6019,27
2002,Documentary,6020,617
2010,Documentary,6021,27
2013,Documentary,6022,444
2012,Documentary,6023,455
2015,"Documentary,Comedy",6024,3791
1982,"Comedy,Crime",6025,3792
2014,"Documentary,Animation,History",6026,3793
2013,Documentary,6027,444
2006,"Documentary,Action,Comedy",6028,3794
1991,"Action,Comedy,Crime",6029,541
2012,Documentary,6030,455
2014,"Documentary,News",6031,3795
2012,"Documentary,Music",6032,3796
1966,Horror,6033,3797
1986,"Action,Horror,Romance",6034,3798
2008,"Comedy,Romance",6035,290
2007,"Comedy,Sport",6036,1153
1988,"Action,Adventure,Romance",6037,3799
2003,"Comedy,Musical,Romance",6038,3800
2006,"Action,Sport",6039,3801
1998,"Comedy,Horror",6040,3802
1989,Comedy,6041,2107
2012,"Drama,Romance",6042,2478
2002,"Drama,Mystery,Romance",6043,3768
2013,"Drama,Horror,Thriller",6044,3803
2016,"Action,Horror",6045,3804
1995,"Crime,Drama",6046,2615
2001,Drama,6047,438
2000,"Drama,Romance",6048,3805
2006,"Biography,Drama,History",6049,1336
2007,"Biography,Drama,History",6050,3350
2003,Horror,6051,2771
1976,"Crime,Drama,Horror",6052,3806
1977,"Action,Crime,Drama",6053,3807
1975,"Action,Biography,Crime",6054,3808
1974,"Drama,Action",6055,3809
1973,"Action,Drama,Crime",6056,3810
1975,"Action,Crime,Drama",6057,2876
1971,"Action,Drama",6058,3811
2014,"Documentary,Biography,Sport",6059,3812
2007,"Horror,Thriller",6060,3511
2015,"Crime,Horror,Thriller",6061,3813
2011,Horror,6062,2586
2013,Horror,6063,120
2012,"Horror,Thriller",6064,2776
2007,Horror,6065,638
2010,Comedy,6066,670
2007,Horror,6067,638
2011,"Horror,Sci-Fi",6068,3814
2015,Horror,6069,448
2014,"Comedy,Horror",6070,2172
2014,"Comedy,Horror",6071,2172
2013,"Action,Crime,Thriller",6072,297
2009,"Animation,Action,Comedy",6073,3815
2011,Documentary,6074,45
2013,"Horror,Thriller",6075,3442
1995,"Drama,War",6076,3816
1936,"Crime,Horror,Sci-Fi",6077,3817
2015,"Horror,Thriller",6078,59
2015,Horror,6079,448
1989,"Comedy,Drama,Romance",6080,1263
2015,Horror,6081,448
1990,"Horror,Thriller",6082,3771
2013,"Drama,Horror",6083,3818
2013,"Action,Adventure,Comedy",6084,2479
2015,Horror,6085,448
1996,,6086,3819
2013,Comedy,6087,381
2014,"Mystery,Romance,Thriller",6088,3820
2014,Sci-Fi,6089,3292
2009,Horror,6090,3444
2009,"Comedy,Music,Romance",6091,3821
2011,"Crime,Horror,Mystery",6092,3822
2011,Comedy,6093,701
1979,"Drama,Horror",6094,3823
2012,Comedy,6095,387
1989,"Horror,Thriller",6096,2733
2015,"Comedy,Crime,Drama",6097,2046
1949,"Adventure,Drama,History",6098,3824
1923,"Biography,Drama",6099,3825
1961,"Biography,Drama,History",6100,3826
1951,"Biography,Drama,History",6101,3827
1953,"Drama,History",6102,3828
1963,"Biography,Drama,History",6103,3829
1961,"Adventure,Biography,Drama",6104,3830
1966,Drama,6105,2276
1952,"Comedy,Drama,Romance",6106,3831
1994,"Comedy,Horror,Thriller",6107,3832
2008,"Horror,Mystery",6108,3833
2009 2010 2011,Horror,6109,3834
1970,Western,6110,214
2007,"Horror,Mystery",6111,3835
1972,"Action,Crime,Thriller",6112,3083
1970,"Comedy,Drama,Romance",6113,3836
1973,"Drama,History,Western",6114,3837
1971,Western,6115,3838
1964,Western,6116,3839
1966,Western,6117,1971
1967,"Romance,Western",6118,511
1952,"Action,Adventure,Western",6119,3840
1968,"War,Western",6120,3841
2009,"Horror,Mystery",6121,3842
1967,"Western,Adventure,Romance",6122,3843
1970 1971 1972,"Drama,Action & Adventure,Classics",6123,3844
1998,"Horror,Mystery,Thriller",6124,3405
1968,"Crime,Drama,Romance",6125,3845
1966,"Adventure,Drama,Romance",6126,3846
1984,"Comedy,Music",6127,3847
1993,Drama,6128,1334
1988,"Comedy,Music",6129,3848
1991,Drama,6130,1470
1992,"Adventure,Comedy,Drama",6131,3849
1992,"Comedy,Drama",6132,3392
1999,Drama,6133,1401
1993,"Comedy,Crime,Drama",6134,3850
1981,Comedy,6135,347
1983,Comedy,6136,526
1986,"Comedy,Romance,Sport",6137,3851
1987,Comedy,6138,811
1985,"Comedy,Romance,Sci-Fi",6139,3852
1985,Comedy,6140,2121
1992,"Drama,War",6141,3853
1991,"Comedy,Crime,Romance",6142,3854
2001,"Comedy,Drama",6143,12
1995,"Action,Comedy,Drama",6144,3855
1982,Drama,6145,618
1997 1998 1999,"Drama,Kids & Family,Romance",6146,3856
1990,"Drama,Romance",6147,3857
1991,"Adventure,Drama",6148,3858
