Language,Country,original_index,unique_index
English,USA,5497,0
English,USA,5498,0
English,USA,5499,0
English,USA,5500,0
English,USA,5501,0
English,USA,5502,0
English,USA,5503,0
English,USA,5504,0
"English,Japanese,Mandarin",USA,5505,839
English,"Canada,UK,USA",5506,818
English,"UK,USA",5507,16
English,USA,5508,0
English,USA,5509,0
English,USA,5510,0
English,USA,5511,0
English,USA,5512,0
English,USA,5513,0
English,USA,5514,0
English,USA,5515,0
English,USA,5516,0
English,USA,5517,0
English,USA,5518,0
"Japanese,English","Japan,USA",5519,346
English,USA,5520,0
English,USA,5521,0
English,USA,5522,0
English,USA,5523,0
English,USA,5524,0
English,USA,5525,0
English,USA,5526,0
English,USA,5527,0
English,USA,5528,0
English,USA,5529,0
English,USA,5530,0
English,USA,5531,0
English,USA,5532,0
English,"USA,France",5533,90
English,"UK,USA",5534,16
"English,Thai","USA,Australia",5535,840
"English,Spanish",USA,5536,15
English,USA,5537,0
English,USA,5538,0
"English,Russian","USA,Russia",5539,841
English,"UK,Denmark,USA",5540,842
English,USA,5541,0
English,USA,5542,0
English,"USA,UK",5543,41
English,USA,5544,0
English,USA,5545,0
English,USA,5546,0
English,USA,5547,0
English,USA,5548,0
English,USA,5549,0
English,"Mexico,USA",5550,359
English,USA,5551,0
English,USA,5552,0
"English,Spanish","Mexico,USA",5553,626
English,USA,5554,0
English,USA,5555,0
English,USA,5556,0
English,USA,5557,0
English,USA,5558,0
English,USA,5559,0
English,USA,5560,0
English,USA,5561,0
English,USA,5562,0
English,USA,5563,0
English,USA,5564,0
English,USA,5565,0
English,"USA,UK,Canada",5566,391
English,USA,5567,0
English,USA,5568,0
English,USA,5569,0
English,USA,5570,0
English,USA,5571,0
English,"USA,Germany",5572,14
English,USA,5573,0
English,USA,5574,0
English,USA,5575,0
English,USA,5576,0
English,USA,5577,0
English,USA,5578,0
English,USA,5579,0
"English,French",USA,5580,26
English,USA,5581,0
English,USA,5582,0
"English,German","UK,USA",5583,42
English,USA,5584,0
English,USA,5585,0
"English,Spanish",USA,5586,15
English,USA,5587,0
English,USA,5588,0
English,USA,5589,0
"English,German,Italian,Romanian,Spanish,Arabic,Georgian","USA,UK",5590,843
English,USA,5591,0
English,"USA,New Zealand",5592,19
English,USA,5593,0
English,"UK,USA",5594,16
English,USA,5595,0
English,USA,5596,0
English,"USA,Mexico",5597,301
"English,Russian","USA,UK,Australia",5598,844
English,USA,5599,0
English,USA,5600,0
English,USA,5601,0
English,USA,5602,0
English,"USA,Japan",5603,112
English,USA,5604,0
English,USA,5605,0
English,USA,5606,0
English,USA,5607,0
"English,American Sign Language",USA,5608,74
English,USA,5609,0
English,USA,5610,0
English,USA,5611,0
English,USA,5612,0
English,USA,5613,0
"English,German",USA,5614,33
English,USA,5615,0
English,USA,5616,0
English,USA,5617,0
English,USA,5618,0
English,USA,5619,0
English,USA,5620,0
English,USA,5621,0
"English,Spanish",USA,5622,15
English,USA,5623,0
English,"USA,Germany,UK",5624,332
English,USA,5625,0
English,"USA,France",5626,90
English,USA,5627,0
English,USA,5628,0
English,USA,5629,0
English,USA,5630,0
English,USA,5631,0
English,USA,5632,0
English,USA,5633,0
English,USA,5634,0
English,USA,5635,0
English,USA,5636,0
English,USA,5637,0
English,USA,5638,0
English,USA,5639,0
English,USA,5640,0
English,USA,5641,0
English,USA,5642,0
"English,Spanish",USA,5643,15
"English,Greek",USA,5644,27
English,USA,5645,0
English,"UK,USA",5646,16
English,USA,5647,0
English,USA,5648,0
English,USA,5649,0
English,USA,5650,0
English,USA,5651,0
English,USA,5652,0
English,USA,5653,0
English,USA,5654,0
English,USA,5655,0
English,USA,5656,0
English,USA,5657,0
English,USA,5658,0
English,USA,5659,0
English,USA,5660,0
English,USA,5661,0
English,USA,5662,0
"German,English","USA,West Germany",5663,845
English,USA,5664,0
English,"Canada,Germany,Australia,USA",5665,846
English,USA,5666,0
English,USA,5667,0
English,"USA,France",5668,90
"English,German,Cantonese",USA,5669,847
English,USA,5670,0
"English,Icelandic,Filipino,Portuguese,French,Tagalog,German,Italian",USA,5671,848
"English,Spanish,Latin,French",USA,5672,849
English,USA,5673,0
English,USA,5674,0
English,USA,5675,0
English,USA,5676,0
English,USA,5677,0
English,USA,5678,0
English,"USA,UK",5679,41
English,USA,5680,0
English,USA,5681,0
English,USA,5682,0
English,"USA,Canada",5683,39
English,USA,5684,0
"English,Russian",USA,5685,17
English,USA,5686,0
English,USA,5687,0
English,"USA,Canada",5688,39
English,"UK,USA",5689,16
English,USA,5690,0
English,USA,5691,0
English,USA,5692,0
English,USA,5693,0
English,USA,5694,0
English,USA,5695,0
English,USA,5696,0
"English,Spanish",USA,5697,15
English,"Switzerland,Germany,USA",5698,850
English,"USA,Canada",5699,39
English,USA,5700,0
"English,Russian",USA,5701,17
"English,Yiddish",USA,5702,203
English,USA,5703,0
English,USA,5704,0
English,USA,5705,0
English,USA,5706,0
English,"USA,UK,Canada",5707,391
English,USA,5708,0
English,USA,5709,0
"English,Spanish",USA,5710,15
English,USA,5711,0
English,USA,5712,0
English,USA,5713,0
"English,Lao",USA,5714,851
English,USA,5715,0
"English,French",USA,5716,26
"English,Spanish",USA,5717,15
"English,Spanish",USA,5718,15
"English,Russian",USA,5719,17
English,USA,5720,0
English,USA,5721,0
English,USA,5722,0
English,USA,5723,0
English,USA,5724,0
English,USA,5725,0
English,USA,5726,0
"English,French","USA,Germany,UK",5727,852
"English,Spanish",USA,5728,15
"English,Hindi,German,Tibetan",USA,5729,853
"English,German,Greek,Latin","USA,Germany",5730,854
"English,French",USA,5731,26
"English,French,German",USA,5732,197
"English,Portuguese",USA,5733,30
"English,Japanese",USA,5734,99
"Indonesian,Japanese,English","Indonesia,USA",5735,855
English,USA,5736,0
English,USA,5737,0
English,USA,5738,0
English,USA,5739,0
English,USA,5740,0
English,USA,5741,0
English,"USA,UK,France",5742,212
English,"USA,Spain",5743,155
English,USA,5744,0
English,USA,5745,0
English,USA,5746,0
"English,Mandarin",USA,5747,242
English,"USA,UK",5748,41
English,"USA,Germany",5749,14
English,"USA,France,UK",5750,682
English,USA,5751,0
English,USA,5752,0
English,"UK,Italy,France,USA",5753,856
"English,French","USA,UK",5754,2
English,"USA,UK",5755,41
English,"UK,USA",5756,16
"English,French","UK,USA",5757,22
English,"France,UK,USA",5758,100
"English,German","UK,USA",5759,42
"English,French","UK,USA",5760,22
English,"UK,USA",5761,16
English,USA,5762,0
"English,German,Russian",USA,5763,181
English,USA,5764,0
English,USA,5765,0
English,"UK,USA",5766,16
"English,German","USA,Germany",5767,302
English,USA,5768,0
English,USA,5769,0
"English,German,French",USA,5770,248
English,USA,5771,0
"English,German,Russian",USA,5772,181
"English,Arabic,Sioux","USA,Morocco",5773,857
English,"USA,Germany,UK,Japan",5774,858
English,USA,5775,0
English,USA,5776,0
English,USA,5777,0
"English,Italian","UK,USA,Italy",5778,859
English,"USA,UK",5779,41
English,USA,5780,0
English,USA,5781,0
English,"USA,Canada",5782,39
English,USA,5783,0
"English,Spanish,Italian,Polish,French","Canada,France,USA",5784,860
English,USA,5785,0
"English,Spanish",USA,5786,15
English,USA,5787,0
"English,Spanish",USA,5788,15
English,"USA,Canada,Germany",5789,861
English,"USA,Canada",5790,39
English,"USA,Romania,Germany",5791,862
English,"USA,Canada",5792,39
English,"Australia,USA",5793,46
English,USA,5794,0
English,USA,5795,0
English,USA,5796,0
"English,Russian,Serbo-Croatian","France,USA",5797,863
English,"USA,Germany",5798,14
English,USA,5799,0
"English,Japanese,German,Spanish",USA,5800,864
English,"France,Hungary,USA",5801,865
English,USA,5802,0
English,"USA,Canada,Germany",5803,861
"English,French,German,Vietnamese",USA,5804,866
English,"USA,Germany,UK",5805,332
English,"Ireland,UK,USA",5806,227
English,USA,5807,0
English,USA,5808,0
English,USA,5809,0
English,USA,5810,0
English,USA,5811,0
English,USA,5812,0
"English,Russian,French","USA,France,Canada",5813,867
English,USA,5814,0
English,USA,5815,0
English,USA,5816,0
English,USA,5817,0
"English,Hindi","UK,USA,United Arab Emirates",5818,868
English,USA,5819,0
English,USA,5820,0
English,USA,5821,0
English,USA,5822,0
"English,German",USA,5823,33
English,USA,5824,0
"English,Japanese,Korean",USA,5825,869
English,USA,5826,0
English,USA,5827,0
"English,Russian,French,Italian","UK,USA",5828,870
English,USA,5829,0
"English,Arabic,Spanish",USA,5830,13
English,USA,5831,0
English,USA,5832,0
English,USA,5833,0
English,USA,5834,0
"English,Portuguese,Italian","USA,Canada",5835,871
English,USA,5836,0
English,USA,5837,0
English,USA,5838,0
English,USA,5839,0
English,USA,5840,0
English,"USA,UK,France,Germany,Japan",5841,872
English,USA,5842,0
English,USA,5843,0
English,USA,5844,0
English,USA,5845,0
English,USA,5846,0
English,USA,5847,0
English,USA,5848,0
English,USA,5849,0
English,USA,5850,0
English,USA,5851,0
English,USA,5852,0
"English,Sanskrit",USA,5853,873
English,"USA,Singapore,Malaysia,Indonesia",5854,874
English,USA,5855,0
English,USA,5856,0
English,USA,5857,0
English,USA,5858,0
English,USA,5859,0
English,USA,5860,0
English,USA,5861,0
English,USA,5862,0
English,USA,5863,0
English,USA,5864,0
"English,German","USA,Japan,UK",5865,875
English,USA,5866,0
"Hindi,English","India,USA",5867,876
English,"Germany,USA,Netherlands",5868,877
English,USA,5869,0
English,"Canada,USA",5870,86
English,"Germany,Australia,USA",5871,878
English,"Argentina,USA",5872,879
English,USA,5873,0
English,USA,5874,0
English,"USA,Canada",5875,39
English,USA,5876,0
English,USA,5877,0
English,USA,5878,0
English,USA,5879,0
English,USA,5880,0
English,USA,5881,0
English,USA,5882,0
English,USA,5883,0
"English,Zulu","USA,Germany,Australia",5884,880
English,"USA,Israel",5885,833
English,"Canada,USA",5886,86
English,USA,5887,0
English,USA,5888,0
English,"Canada,USA",5889,86
English,"USA,Canada",5890,39
English,USA,5891,0
English,USA,5892,0
English,"Romania,USA",5893,362
English,USA,5894,0
English,USA,5895,0
English,USA,5896,0
English,USA,5897,0
English,USA,5898,0
"English,Spanish,Japanese,German,French,Korean","USA,New Zealand",5899,881
English,USA,5900,0
English,"Australia,USA",5901,46
English,USA,5902,0
English,USA,5903,0
English,USA,5904,0
English,USA,5905,0
English,USA,5906,0
English,USA,5907,0
English,USA,5908,0
"English,Spanish",USA,5909,15
English,USA,5910,0
English,USA,5911,0
English,USA,5912,0
English,USA,5913,0
English,USA,5914,0
"English,French",USA,5915,26
English,USA,5916,0
English,USA,5917,0
English,USA,5918,0
English,USA,5919,0
English,"UK,USA",5920,16
English,"Canada,USA",5921,86
English,USA,5922,0
English,"UK,USA",5923,16
English,USA,5924,0
English,USA,5925,0
English,USA,5926,0
English,"Germany,USA",5927,110
English,USA,5928,0
English,USA,5929,0
"English,Italian",USA,5930,5
English,USA,5931,0
English,USA,5932,0
"English,Russian",USA,5933,17
"English,Russian,Serbian,Bosnian,Croatian",USA,5934,882
English,USA,5935,0
English,USA,5936,0
English,USA,5937,0
English,USA,5938,0
English,USA,5939,0
English,USA,5940,0
"English,Turkish",USA,5941,495
English,USA,5942,0
English,USA,5943,0
English,USA,5944,0
English,USA,5945,0
English,USA,5946,0
English,USA,5947,0
English,USA,5948,0
"English,Brazilian Sign Language,Spanish",USA,5949,883
"English,Spanish",USA,5950,15
"Danish,English","Denmark,USA",5951,884
English,USA,5952,0
English,USA,5953,0
"Spanish,English",USA,5954,175
English,USA,5955,0
English,USA,5956,0
English,USA,5957,0
"English,French","UK,USA",5958,22
English,USA,5959,0
English,USA,5960,0
English,USA,5961,0
English,USA,5962,0
English,"UK,USA",5963,16
English,USA,5964,0
English,USA,5965,0
English,USA,5966,0
"English,Spanish,Russian","USA,Germany",5967,885
English,"USA,UK,Germany",5968,156
English,"USA,UK",5969,41
English,USA,5970,0
English,USA,5971,0
English,USA,5972,0
English,USA,5973,0
English,"UK,Canada,USA",5974,339
English,"USA,Italy",5975,29
English,USA,5976,0
English,"Slovenia,USA",5977,886
English,USA,5978,0
"English,Cantonese",USA,5979,202
"Slovenian,English","USA,Canada",5980,887
"English,Spanish",USA,5981,15
"English,French,Russian",USA,5982,47
"English,French",USA,5983,26
"English,French",USA,5984,26
English,USA,5985,0
English,USA,5986,0
"English,Norwegian,Danish","USA,Canada",5987,888
English,USA,5988,0
English,USA,5989,0
English,USA,5990,0
English,USA,5991,0
English,USA,5992,0
English,USA,5993,0
English,USA,5994,0
English,USA,5995,0
English,USA,5996,0
English,USA,5997,0
English,USA,5998,0
English,USA,5999,0
English,USA,6000,0
English,"Mexico,USA",6001,359
English,USA,6002,0
English,USA,6003,0
"English,French","USA,Canada,UK",6004,889
English,USA,6005,0
English,USA,6006,0
English,USA,6007,0
English,USA,6008,0
English,USA,6009,0
English,USA,6010,0
English,USA,6011,0
"English,Ukrainian,Spanish",USA,6012,890
"English,French","USA,India",6013,891
English,USA,6014,0
English,USA,6015,0
English,USA,6016,0
English,USA,6017,0
English,USA,6018,0
English,USA,6019,0
English,"USA,UK,Denmark,France,Canada,Australia",6020,892
English,USA,6021,0
English,USA,6022,0
English,"USA,South Africa",6023,369
English,USA,6024,0
English,USA,6025,0
English,USA,6026,0
English,USA,6027,0
English,USA,6028,0
English,USA,6029,0
English,USA,6030,0
English,"UK,USA,Canada,Spain",6031,893
English,USA,6032,0
English,USA,6033,0
English,"USA,Canada",6034,39
English,USA,6035,0
English,USA,6036,0
English,"South Africa,USA",6037,894
English,USA,6038,0
English,USA,6039,0
English,USA,6040,0
English,USA,6041,0
"English,French,Spanish,Italian,Sign Languages,Russian",USA,6042,895
"English,French,Vietnamese","UK,Germany,USA,Australia,France",6043,896
English,USA,6044,0
English,USA,6045,0
English,"UK,USA",6046,16
English,USA,6047,0
"English,French","UK,USA",6048,22
"English,Latin,French","USA,France,Japan",6049,897
"English,Spanish,Swedish","UK,France,Germany,USA",6050,898
English,USA,6051,0
English,USA,6052,0
English,USA,6053,0
English,USA,6054,0
English,USA,6055,0
English,USA,6056,0
English,USA,6057,0
English,USA,6058,0
English,"Norway,USA",6059,899
English,USA,6060,0
English,USA,6061,0
English,"USA,UK",6062,41
"English,Bulgarian",USA,6063,900
English,USA,6064,0
English,USA,6065,0
English,USA,6066,0
English,USA,6067,0
English,USA,6068,0
English,USA,6069,0
English,USA,6070,0
English,USA,6071,0
English,USA,6072,0
English,USA,6073,0
English,USA,6074,0
English,USA,6075,0
English,USA,6076,0
English,USA,6077,0
English,USA,6078,0
English,USA,6079,0
English,USA,6080,0
English,USA,6081,0
English,USA,6082,0
English,USA,6083,0
English,USA,6084,0
English,USA,6085,0
English,USA,6086,0
English,USA,6087,0
English,USA,6088,0
English,USA,6089,0
English,USA,6090,0
English,USA,6091,0
English,USA,6092,0
English,USA,6093,0
English,USA,6094,0
English,USA,6095,0
English,USA,6096,0
English,USA,6097,0
English,USA,6098,0
English,USA,6099,0
English,USA,6100,0
English,"USA,Italy",6101,29
English,USA,6102,0
English,"UK,USA,Switzerland",6103,658
"English,Latin","Italy,USA",6104,901
English,"USA,Italy",6105,29
"English,Irish",USA,6106,559
English,USA,6107,0
English,"USA,Canada",6108,39
English,"Canada,USA",6109,86
English,USA,6110,0
English,"USA,Canada",6111,39
"English,Spanish",USA,6112,15
English,USA,6113,0
English,USA,6114,0
"English,Spanish","USA,Spain",6115,471
English,USA,6116,0
English,USA,6117,0
English,USA,6118,0
English,USA,6119,0
English,USA,6120,0
English,"Canada,USA,UK,Australia",6121,902
English,USA,6122,0
English,"USA,UK",6123,41
English,"USA,France",6124,90
English,USA,6125,0
"English,Mandarin",USA,6126,242
English,USA,6127,0
English,USA,6128,0
English,USA,6129,0
English,USA,6130,0
English,USA,6131,0
English,USA,6132,0
"English,Italian",USA,6133,5
English,USA,6134,0
English,"Canada,USA",6135,86
English,"Canada,USA",6136,86
English,USA,6137,0
English,USA,6138,0
English,USA,6139,0
English,"USA,Canada",6140,39
English,USA,6141,0
English,USA,6142,0
English,USA,6143,0
English,USA,6144,0
English,USA,6145,0
"English,French",USA,6146,26
English,USA,6147,0
English,USA,6148,0
English,USA,6149,0
English,USA,6150,0
English,USA,6151,0
English,"USA,UK",6152,41
English,USA,6153,0
English,USA,6154,0
English,USA,6155,0
English,USA,6156,0
English,USA,6157,0
English,"USA,Canada,UK",6158,186
English,USA,6159,0
English,USA,6160,0
English,USA,6161,0
English,USA,6162,0
English,USA,6163,0
English,USA,6164,0
English,USA,6165,0
English,USA,6166,0
English,USA,6167,0
English,USA,6168,0
"English,French",USA,6169,26
English,USA,6170,0
English,USA,6171,0
English,USA,6172,0
"English,Spanish,German","USA,Argentina",6173,903
English,USA,6174,0
"English,French,Portuguese,German","Brazil,USA",6175,904
"English,Romanian,Spanish",USA,6176,905
English,USA,6177,0
English,USA,6178,0
English,USA,6179,0
"English,Russian,German,French,Finnish",USA,6180,906
"English,Italian","UK,USA",6181,907
"English,Aboriginal,Chinese,Japanese","Australia,USA,UK",6182,908
English,"USA,UK",6183,41
"English,German,Spanish",USA,6184,114
English,USA,6185,0
English,USA,6186,0
English,USA,6187,0
English,USA,6188,0
English,USA,6189,0
English,USA,6190,0
"English,Italian",USA,6191,5
English,USA,6192,0
English,USA,6193,0
English,USA,6194,0
English,USA,6195,0
English,USA,6196,0
English,USA,6197,0
English,USA,6198,0
English,USA,6199,0
English,USA,6200,0
English,USA,6201,0
"English,Spanish,French,Russian",USA,6202,3
English,USA,6203,0
English,"UK,USA",6204,16
English,USA,6205,0
English,USA,6206,0
English,USA,6207,0
English,USA,6208,0
English,USA,6209,0
English,"USA,Germany",6210,14
English,USA,6211,0
"English,Spanish",USA,6212,15
English,USA,6213,0
English,USA,6214,0
English,USA,6215,0
"English,Indonesian","USA,Canada,Indonesia",6216,909
"English,Japanese,Hebrew,Portuguese,French,Arabic,Filipino,German","USA,New Zealand,Canada,Israel,Japan",6217,910
English,USA,6218,0
English,"UK,USA",6219,16
English,USA,6220,0
English,USA,6221,0
English,USA,6222,0
"English,French",USA,6223,26
"English,French,Italian","Canada,USA",6224,911
English,USA,6225,0
English,USA,6226,0
English,USA,6227,0
"English,French,Indonesian",USA,6228,912
English,USA,6229,0
English,USA,6230,0
English,USA,6231,0
English,USA,6232,0
English,USA,6233,0
English,USA,6234,0
English,USA,6235,0
English,USA,6236,0
English,USA,6237,0
English,"USA,Bulgaria",6238,360
English,"USA,France",6239,90
English,USA,6240,0
"English,Arabic","USA,Australia",6241,913
English,USA,6242,0
English,"USA,France",6243,90
English,USA,6244,0
English,USA,6245,0
English,USA,6246,0
English,USA,6247,0
English,"USA,Spain,Hungary,Serbia",6248,914
English,USA,6249,0
English,USA,6250,0
English,USA,6251,0
English,USA,6252,0
"English,German,Italian,French,Spanish","UK,Germany,USA",6253,915
English,USA,6254,0
English,USA,6255,0
English,USA,6256,0
English,USA,6257,0
English,USA,6258,0
English,USA,6259,0
English,USA,6260,0
English,USA,6261,0
English,USA,6262,0
English,USA,6263,0
English,USA,6264,0
English,USA,6265,0
English,USA,6266,0
English,USA,6267,0
English,USA,6268,0
English,USA,6269,0
English,USA,6270,0
English,USA,6271,0
English,"USA,France",6272,90
English,USA,6273,0
"Italian,English","Italy,USA",6274,783
English,USA,6275,0
English,USA,6276,0
English,USA,6277,0
"English,Thai","Denmark,Sweden,Thailand,USA,France",6278,916
English,"UK,USA",6279,16
"English,French,German","UK,Ireland,USA",6280,917
English,"Australia,UK,USA,France",6281,918
"English,Syriac,Aramaic,Italian,Latin","USA,Germany",6282,919
English,USA,6283,0
English,USA,6284,0
English,"UK,USA",6285,16
"English,Japanese",USA,6286,99
English,"Canada,Germany,France,USA",6287,920
"Hebrew,Arabic,German,English","Israel,France,Germany,USA,Finland,Switzerland,Belgium,Australia",6288,921
English,USA,6289,0
English,USA,6290,0
"English,Russian","USA,France",6291,922
English,USA,6292,0
English,USA,6293,0
English,USA,6294,0
English,USA,6295,0
English,USA,6296,0
"English,Spanish",USA,6297,15
English,USA,6298,0
English,USA,6299,0
English,USA,6300,0
English,"Japan,USA,Germany",6301,923
"English,Hebrew",USA,6302,58
English,USA,6303,0
English,USA,6304,0
English,USA,6305,0
English,USA,6306,0
English,USA,6307,0
English,USA,6308,0
English,USA,6309,0
English,USA,6310,0
English,USA,6311,0
English,"UK,USA",6312,16
English,USA,6313,0
English,"UK,USA",6314,16
English,USA,6315,0
English,USA,6316,0
English,USA,6317,0
"English,Bulgarian",USA,6318,900
English,USA,6319,0
English,USA,6320,0
English,USA,6321,0
English,"USA,UK",6322,41
English,USA,6323,0
English,"UK,USA,France,Sweden",6324,924
English,USA,6325,0
English,USA,6326,0
English,USA,6327,0
English,USA,6328,0
English,"USA,UK",6329,41
"English,Japanese",USA,6330,99
English,USA,6331,0
English,"UK,USA,Sweden,Denmark",6332,925
English,USA,6333,0
"English,French,Latin",USA,6334,761
English,USA,6335,0
English,USA,6336,0
English,"USA,UK",6337,41
English,USA,6338,0
English,USA,6339,0
English,USA,6340,0
English,USA,6341,0
English,USA,6342,0
English,"Canada,Germany,USA",6343,926
"English,Russian","USA,Canada,France,Turkey",6344,927
"English,Dutch,German","Belgium,Netherlands,USA,UK",6345,928
English,USA,6346,0
"English,Turkish,Greek,Russian","Australia,USA,Turkey",6347,929
English,"UK,USA",6348,16
English,USA,6349,0
English,USA,6350,0
English,USA,6351,0
English,USA,6352,0
English,USA,6353,0
English,USA,6354,0
English,USA,6355,0
English,USA,6356,0
English,USA,6357,0
English,USA,6358,0
English,USA,6359,0
English,USA,6360,0
English,USA,6361,0
English,USA,6362,0
English,USA,6363,0
English,"USA,Spain",6364,155
English,"UK,USA",6365,16
English,USA,6366,0
English,USA,6367,0
"English,French,Spanish",USA,6368,125
English,"USA,Sweden",6369,930
English,USA,6370,0
English,USA,6371,0
English,"USA,France",6372,90
"English,Spanish,Russian,Italian,French",USA,6373,931
"English,Spanish",USA,6374,15
English,"UK,USA",6375,16
"English,Russian",USA,6376,17
"English,Spanish",USA,6377,15
English,USA,6378,0
English,USA,6379,0
"English,Spanish",USA,6380,15
"English,Spanish",USA,6381,15
English,USA,6382,0
English,USA,6383,0
English,USA,6384,0
English,USA,6385,0
English,USA,6386,0
"English,Aboriginal","USA,UK",6387,932
English,"USA,UK",6388,41
English,USA,6389,0
English,USA,6390,0
English,USA,6391,0
English,USA,6392,0
English,USA,6393,0
English,USA,6394,0
English,USA,6395,0
English,USA,6396,0
"English,Norse, Old,Latin","USA,Germany,France",6397,933
English,USA,6398,0
"English,Arabic",USA,6399,73
English,"USA,Canada",6400,39
English,USA,6401,0
English,USA,6402,0
English,USA,6403,0
"English,French,Arabic,German","USA,Canada",6404,934
"English,Spanish",USA,6405,15
"English,Vietnamese",USA,6406,305
English,USA,6407,0
"English,Russian",USA,6408,17
"Russian,English","Russia,USA",6409,935
English,USA,6410,0
English,"UK,France,USA",6411,118
"English,Russian","UK,USA",6412,461
English,USA,6413,0
English,USA,6414,0
English,USA,6415,0
English,USA,6416,0
English,USA,6417,0
English,USA,6418,0
English,USA,6419,0
English,USA,6420,0
English,USA,6421,0
English,USA,6422,0
English,USA,6423,0
English,USA,6424,0
English,USA,6425,0
English,"Italy,USA",6426,150
English,USA,6427,0
English,USA,6428,0
English,USA,6429,0
English,USA,6430,0
English,USA,6431,0
English,USA,6432,0
English,USA,6433,0
English,USA,6434,0
English,USA,6435,0
English,USA,6436,0
English,USA,6437,0
English,USA,6438,0
English,USA,6439,0
English,"USA,Canada",6440,39
English,USA,6441,0
English,USA,6442,0
English,USA,6443,0
English,USA,6444,0
English,"USA,Italy,Netherlands",6445,936
"English,Portuguese","Italy,UK,Brazil,USA",6446,937
English,USA,6447,0
English,USA,6448,0
English,"Mexico,USA,Italy",6449,938
English,USA,6450,0
English,USA,6451,0
English,USA,6452,0
English,USA,6453,0
English,"USA,West Germany",6454,130
English,"West Germany,USA,Austria",6455,939
"English,Italian","Italy,USA",6456,940
English,USA,6457,0
English,USA,6458,0
English,USA,6459,0
English,USA,6460,0
English,USA,6461,0
"English,Russian,Spanish",USA,6462,348
English,"Argentina,USA",6463,879
English,USA,6464,0
English,USA,6465,0
English,"USA,Canada,South Africa",6466,941
English,USA,6467,0
English,USA,6468,0
English,USA,6469,0
English,USA,6470,0
English,USA,6471,0
English,USA,6472,0
English,USA,6473,0
English,USA,6474,0
English,USA,6475,0
English,USA,6476,0
English,"UK,USA",6477,16
"English,Swedish",USA,6478,169
English,USA,6479,0
English,USA,6480,0
English,USA,6481,0
English,USA,6482,0
English,USA,6483,0
English,"USA,Canada",6484,39
English,USA,6485,0
English,"USA,France",6486,90
English,"USA,Italy,Afghanistan",6487,942
English,USA,6488,0
"English,Arabic",USA,6489,73
"English,Pushto,Dari","USA,UK,Afghanistan",6490,943
"English,Japanese,Mandarin","Australia,China,Germany,USA",6491,944
English,"USA,UK,Rwanda,Palestine,Israel,Ireland",6492,945
English,USA,6493,0
English,USA,6494,0
English,USA,6495,0
English,USA,6496,0
"English,Sioux",USA,6497,587
English,USA,6498,0
English,USA,6499,0
English,USA,6500,0
English,USA,6501,0
English,USA,6502,0
English,USA,6503,0
English,USA,6504,0
English,USA,6505,0
"English,Afrikaans,Zulu,Portuguese","France,UK,South Africa,USA",6506,946
English,"USA,Canada,Palestine,Israel,Lebanon",6507,947
"English,Japanese","USA,Japan",6508,233
"French,English,Creole","France,Haiti,USA,Belgium",6509,948
"English,Japanese","USA,Japan",6510,233
English,USA,6511,0
English,"USA,Germany",6512,14
English,"USA,Malaysia,Germany",6513,949
"English,Romanian","USA,UK,Germany,Romania",6514,950
English,USA,6515,0
English,USA,6516,0
"English,Spanish",USA,6517,15
English,USA,6518,0
English,USA,6519,0
English,USA,6520,0
English,"USA,UK",6521,41
English,"UK,France,USA",6522,118
English,USA,6523,0
English,USA,6524,0
English,USA,6525,0
"English,Spanish",USA,6526,15
English,"USA,UK",6527,41
English,USA,6528,0
English,USA,6529,0
English,USA,6530,0
English,USA,6531,0
English,USA,6532,0
English,USA,6533,0
English,USA,6534,0
English,USA,6535,0
English,"Canada,South Africa,USA",6536,951
English,"UK,USA",6537,16
English,"Canada,USA",6538,86
English,USA,6539,0
English,USA,6540,0
"English,French",USA,6541,26
English,USA,6542,0
English,"USA,Italy",6543,29
English,USA,6544,0
English,"Italy,Belgium,USA",6545,952
English,"USA,Belgium",6546,660
English,USA,6547,0
English,USA,6548,0
English,USA,6549,0
English,USA,6550,0
English,USA,6551,0
English,"Russia,USA",6552,953
English,USA,6553,0
English,USA,6554,0
English,USA,6555,0
English,USA,6556,0
English,USA,6557,0
English,"USA,Germany,Canada",6558,288
English,USA,6559,0
English,USA,6560,0
English,"Canada,USA",6561,86
English,USA,6562,0
English,USA,6563,0
English,USA,6564,0
English,USA,6565,0
"English,Czech,Serbian",USA,6566,954
"English,German,Spanish","New Zealand,USA",6567,955
English,"USA,France",6568,90
English,USA,6569,0
English,"UK,USA,Canada",6570,120
English,"USA,UK",6571,41
English,USA,6572,0
English,USA,6573,0
English,"Germany,USA",6574,110
English,USA,6575,0
"English,Polish,Russian",USA,6576,956
"Spanish,English","USA,Spain",6577,957
English,USA,6578,0
English,USA,6579,0
English,USA,6580,0
English,USA,6581,0
English,USA,6582,0
English,USA,6583,0
English,USA,6584,0
English,USA,6585,0
English,USA,6586,0
English,USA,6587,0
English,USA,6588,0
English,USA,6589,0
English,"Belgium,USA",6590,550
English,USA,6591,0
English,USA,6592,0
English,USA,6593,0
"English,Spanish",USA,6594,15
"English,French",USA,6595,26
"English,French",USA,6596,26
English,USA,6597,0
English,USA,6598,0
English,USA,6599,0
English,USA,6600,0
English,USA,6601,0
"English,Spanish","USA,Germany",6602,134
English,USA,6603,0
English,USA,6604,0
English,USA,6605,0
English,USA,6606,0
English,USA,6607,0
English,USA,6608,0
