beer_name,ibu,original_index,unique_index,count
Third Eye Enlightened Pale Ale,65.0,1990,1912,1.0
Colorado Kölsch,17.0,1991,1913,1.0
Steam Engine Lager,25.0,1992,1914,1.0
Third Eye Pale Ale,65.0,1993,1915,1.0
Point Special (Current),9.0,1994,1916,1.0
Point Special,9.0,1995,1917,2.0
Point Cascade Pale Ale (2013),33.0,1996,1918,1.0
Point Special,9.0,1997,1917,2.0
Onyx Black Ale,9.0,1998,1919,1.0
Beyond The Pale IPA,64.0,1999,1920,1.0
Point Special (2013),9.0,2000,1921,1.0
Point Special (2012),9.0,2001,1922,1.0
Point Special Lager,9.0,2002,1923,2.0
St. Benedict's Winter Ale,,2003,1924,
Point Oktoberfest,15.0,2004,1925,2.0
Point Nude Beach Summer Wheat,7.0,2005,1926,2.0
Point Nude Beach Summer Wheat,7.0,2006,1926,2.0
Point Nude Beach Summer Wheat (2011),7.0,2007,1927,1.0
Drop Dead Blonde,,2008,1928,
Three Kings Ale,13.0,2009,1929,1.0
Point Oktoberfest,15.0,2010,1925,2.0
2012 Black Ale,32.0,2011,1930,1.0
Point Nude Beach Summer Wheat (2010),7.0,2012,1931,1.0
Point Cascade Pale Ale,33.0,2013,1932,1.0
Point Amber Classic,14.0,2014,1933,1.0
Point Special Lager,9.0,2015,1923,2.0
Wisco Disco,31.0,2016,1934,1.0
Brontide,,2017,1935,
Brontide,,2018,1935,
Classique,,2019,1936,
Sunsplash Golden Ale (2004),,2020,1937,
Sand Island Lighthouse,25.0,2021,1938,1.0
Lily Flagg Milk Stout,30.0,2022,1939,1.0
Monkeynaut IPA,70.0,2023,1940,1.0
Straub Beer (Current),,2024,1941,
American Lager,8.0,2025,1942,1.0
American Amber,8.0,2026,1943,1.0
American Light,13.0,2027,1944,1.0
Extra Pale Ale,49.0,2028,1945,1.0
Make It So,40.0,2029,1946,1.0
Hopvale Organic Ale,55.0,2030,1947,1.0
Unchained #18 Hop Silo,100.0,2031,1948,1.0
Tip Off,29.0,2032,1949,1.0
Java Mac,,2033,1950,
Cowbell,23.0,2034,1951,1.0
Hop Up Offa That Brett (2014),20.0,2035,1952,1.0
PV Muckle (2013),23.0,2036,1953,1.0
Bourbon Barrel Batch 666: Sympathy for the Devil,36.0,2037,1954,1.0
Whip Fight,30.0,2038,1955,1.0
Port Barrel Wee Mac,23.0,2039,1956,1.0
Fistful Of Hops Red,75.0,2040,1957,1.0
Fistful of Hops Orange,75.0,2041,1958,1.0
Fistful Of Hops Blue,75.0,2042,1959,1.0
Fistful of Hops Green,75.0,2043,1960,1.0
30 Min Coma,,2044,1961,
Wee Muckle,30.0,2045,1962,1.0
Royal Brat,55.0,2046,1963,1.0
Grapefruit Jungle (GFJ),77.0,2047,1964,1.0
Osiris Pale Ale,50.0,2048,1965,1.0
Bourbon Barrel Aged Timmie,75.0,2049,1966,1.0
Stupid Sexy Flanders,23.0,2050,1967,1.0
Bourbon Barrel Cowbell,,2051,1968,
Popcorn Pilsner,,2052,1969,
Ring of Dingle,27.0,2053,1970,1.0
Bourbon Barrel Wee Mac,23.0,2054,1971,1.0
Bourbon Barrel Johan,60.0,2055,1972,1.0
The Deuce,,2056,1512,
The Velvet Fog,24.0,2057,1973,1.0
Sun King Oktoberfest,23.0,2058,1974,1.0
Indianapolis Indians Lager,24.0,2059,1975,1.0
Indians Victory Lager (2012),24.0,2060,1976,1.0
Chaka,,2061,1520,
Isis,91.0,2062,1977,1.0
Wee Muckle (2011),30.0,2063,1978,1.0
Grapefruit Jungle (GFJ) (2011),77.0,2064,1979,1.0
Sun King Oktoberfest (2011),23.0,2065,1980,1.0
Johan the Barleywine,60.0,2066,1981,1.0
Wee Mac Scottish-Style Ale,23.0,2067,1982,1.0
Sunlight Cream Ale,20.0,2068,1983,1.0
Osiris Pale Ale (2010),50.0,2069,1984,1.0
Dam Lager,,2070,1985,
Red Clay IPA,,2071,1986,
Todd the Axe Man,,2072,1987,
Doomtree,,2073,1988,
BLAKKR,85.0,2074,1625,2.0
Overrated! West Coast Style IPA,69.0,2075,1989,1.0
WET,90.0,2076,1990,1.0
Bitter Brewer,37.0,2077,1991,1.0
SurlyFest,34.0,2078,1992,1.0
Coffee Bender,45.0,2079,1993,1.0
Bender,45.0,2080,1994,1.0
Abrasive Ale,120.0,2081,1995,1.0
Hell,20.0,2082,1996,1.0
CynicAle,33.0,2083,1997,1.0
Furious,99.0,2084,1998,1.0
Big Nose,50.0,2085,1999,1.0
Cotton Mouth,10.0,2086,2000,1.0
Stump Knocker Pale Ale,35.0,2087,2001,1.0
Midnight Oil,38.0,2088,2002,1.0
Wild Night,18.0,2089,2003,1.0
Bermuda Triangle Ginger Beer,,2090,2004,
Take Two Pils,35.0,2091,2005,1.0
Waterkeeper,,2092,2006,
SweetWater IPA,,2093,2007,
420 Extra Pale Ale,,2094,2008,
Dodgy Knight Imperial IPA,95.0,2095,2009,1.0
TailGate Saison,,2096,2010,
TailGate IPA,44.0,2097,2011,2.0
TailGate IPA,44.0,2098,2011,2.0
TailGate Hefeweizen,28.0,2099,2012,2.0
Blacktop Blonde,19.0,2100,2013,2.0
Blacktop Blonde,19.0,2101,2013,2.0
TailGate Hefeweizen,28.0,2102,2012,2.0
Wooden Rooster,34.0,2103,2014,1.0
Ginger Peach Saison,20.0,2104,2015,1.0
Zombie Monkie,35.0,2105,2016,1.0
Wild Plum Farmhouse Ale,20.0,2106,2017,1.0
Vanilla Bean Buffalo Sweat,20.0,2107,2018,1.0
Ethos IPA,110.0,2108,2019,1.0
Tallgrass Pub Ale,12.0,2109,2020,1.0
Oasis,93.0,2110,2021,1.0
Buffalo Sweat,20.0,2111,2022,1.0
Halcyon Unfiltered Wheat,20.0,2112,2023,2.0
8-Bit Pale Ale,,2113,2024,
Velvet Rooster,,2114,2025,
Halcyon Unfiltered Wheat,20.0,2115,2023,2.0
Köld Lager (2010),16.0,2116,2026,1.0
Oasis (2010),93.0,2117,2027,1.0
Tallgrass Ale,22.0,2118,2028,1.0
Buffalo Sweat (2010),20.0,2119,2029,1.0
Tallgrass IPA,60.0,2120,2030,1.0
Hat Trick Hop IPA,,2121,2031,
Yard Sale Amber Ale,,2122,2032,
Loafin Bräu,,2123,2033,
Old Elephant Foot IPA,80.0,2124,2034,1.0
Peck's Porter,35.0,2125,2035,1.0
Reactor,,2126,2036,
Mr. Orange,,2127,2037,
Deduction,22.0,2128,2038,1.0
Face Down Brown Ale,,2129,2039,
Tempter IPA,,2130,2040,
Bridal Veil Rye Pale Ale,,2131,2041,
Smittytown,,2132,2042,
Greenwood Beach,,2133,2043,
Gatecrasher,,2134,2044,
RecreationAle,42.0,2135,2045,1.0
First Stand,35.0,2136,2046,1.0
Battle LIne,23.0,2137,2047,1.0
Broken Bridge,12.0,2138,2048,1.0
Brutus,69.0,2139,2049,1.0
Petit Mutant,,2140,2050,
The Crusher,,2141,2051,
Beelzebub,,2142,2052,
Focal Banger,,2143,2053,
Heady Topper,120.0,2144,2054,2.0
Heady Topper,120.0,2145,2054,2.0
Bomber Mountain Amber Ale (2013),20.0,2146,2055,1.0
Indian Paintbrush IPA,75.0,2147,2056,1.0
Saddle Bronc Brown Ale (2013),16.0,2148,2057,1.0
Wagon Box Wheat Beer,15.0,2149,2058,1.0
Birdhouse Pale Ale,,2150,2059,
Ozzy,,2151,2060,
Resurrection,,2152,2061,
Bronx Summer Pale Ale,16.0,2153,2062,1.0
Bronx Black Pale Ale,46.0,2154,2063,1.0
Bronx Pale Ale,50.0,2155,2064,1.0
Surfrider,35.0,2156,2065,1.0
Kolschtal Eddy,,2157,2066,
South Bay Session IPA,,2158,2067,
Grandma's Pecan,34.0,2159,2068,1.0
Double Trunk,101.0,2160,2069,1.0
Just IPA,45.0,2161,2070,1.0
Lionshead,,2162,2071,
Manhattan Gold Lager (1990),,2163,2072,
G. B. Russo’s Italian Pistachio Pale Ale,,2164,2073,
Northern Hawk Owl Amber,,2165,2074,
CEO Stout,,2166,2075,
Will Power Pale Ale,,2167,2076,
Curious Traveler Shandy,,2168,2077,
Hunny Do Wheat,18.0,2169,2078,1.0
Three Way Pale Ale,,2170,2079,
Rise to the Top,,2171,2080,
Lost Trout Brown Ale,,2172,2081,
Watermelon Ale,11.0,2173,2082,1.0
Knotty Blonde Ale,18.0,2174,2083,1.0
Fivepine Chocolate Porter,40.0,2175,2084,1.0
Hoodoo Voodoo IPA,82.0,2176,2085,1.0
Hydraulion Red,22.0,2177,2086,1.0
40 Mile IPA,50.0,2178,2087,1.0
Citra Faced,64.0,2179,2088,1.0
Pole Barn Stout,31.0,2180,2089,1.0
Pale,37.0,2181,2090,1.0
Yoshi's Nectar,27.0,2182,2091,1.0
Leatherhead Red,,2183,2092,
Cropduster Mid-American IPA,,2184,2093,
Golden Frau Honey Wheat,,2185,2094,
Cornstalker Dark Wheat,,2186,2095,
Cafe Leche,20.0,2187,2096,1.0
Damascene Apricot Sour,12.0,2188,2097,1.0
Csar,90.0,2189,2098,1.0
Klingon Warnog Roggen Dunkel,,2190,2099,
Overlord Imperial IPA,115.0,2191,2100,1.0
Alloy,36.0,2192,2101,1.0
Rivet Irish Red Ale,22.0,2193,2102,1.0
3 Gear Robust Porter,50.0,2194,2103,1.0
Circuit Bohemian Pilsner,35.0,2195,2104,1.0
Turnrow Harvest Ale,,2196,2105,
Juke Joint IPA,60.0,2197,2106,1.0
Parade Ground Coffee Porter,35.0,2198,2107,1.0
Tin Roof Watermelon Wheat,21.0,2199,2108,1.0
Tin Roof Blonde Ale,18.0,2200,2109,1.0
Voodoo Bengal Pale Ale,37.0,2201,2110,1.0
Perfect Tin Amber,28.0,2202,2111,1.0
IPA & a Half,87.0,2203,2112,1.0
Ornery Amber Lager (2003),33.0,2204,2113,1.0
Big Island Shandy,,2205,2114,
Preservation IPA,,2206,2115,
Almanac IPA,72.0,2207,2116,1.0
Milk Mustachio Stout,,2208,2117,
Farmer's Tan Red Ale,30.0,2209,2118,1.0
Triangle India Pale Ale,,2210,2119,
Triangle White Ale,,2211,2120,
Triangle Belgian Golden Ale,,2212,2121,
Troegenator,,2213,2122,
Nugget Nectar,93.0,2214,2123,1.0
Sunshine Pils,45.0,2215,2124,1.0
Troegenator Doublebock,25.0,2216,2125,1.0
Perpetual IPA,85.0,2217,2126,1.0
Greenville Pale Ale,52.0,2218,2127,1.0
Hoppy Boy,65.0,2219,2128,1.0
Cow Creek,26.0,2220,2129,1.0
Chupahopra,63.0,2221,2130,1.0
Twisted X,19.0,2222,2131,1.0
Day Hike Session,41.0,2223,2132,1.0
Trailhead ISA,48.0,2224,2133,1.0
Immersion Amber,27.0,2225,2134,1.0
Evo IPA,70.0,2226,2135,1.0
Presidential Pils,,2227,2136,
Evolutionary IPA (2012),70.0,2228,2137,1.0
Persnickety Pale,36.0,2229,2138,1.0
SoDo Brown Ale,20.0,2230,2139,1.0
Immersion Amber Ale (2011),27.0,2231,2140,1.0
Evolutionary IPA (2011),70.0,2232,2141,1.0
Trailhead India Style Session Ale (2011),48.0,2233,2142,1.0
Panorama Wheat Ale,,2234,2143,
Wobble,69.0,2235,2144,1.0
Night Cat,43.0,2236,2145,1.0
Night Cat (2014),43.0,2237,2146,1.0
Dog Days Lager,17.0,2238,2147,1.0
Sidekick Extra Pale Ale,36.0,2239,2148,1.0
Atom Smasher,23.0,2240,2149,1.0
Testudo,,2241,2150,
Hobnob B & B Pale Ale,,2242,2151,
Cane and Ebel,68.0,2243,2152,1.0
Outlaw IPA (2015),,2244,2153,
The Gilded Age,,2245,2154,
No Limits Hefeweizen,,2246,2155,
Honeyspot Road White IPA,,2247,2156,
Road 2 Ruin Double IPA,,2248,2157,
Workers Comp Saison,,2249,2158,
Ol' Factory Pils,,2250,2159,
PUNK'N,10.0,2251,2160,1.0
Yard Sale Winter Lager,22.0,2252,2161,1.0
Trader Session IPA,42.0,2253,2162,1.0
Hop Nosh IPA,83.0,2254,2163,1.0
SUM'R,17.0,2255,2164,1.0
Organic Baba Black Lager,32.0,2256,2165,1.0
Hop Notch IPA (2013),82.0,2257,2166,1.0
Cutthroat Pale Ale,34.0,2258,2167,1.0
WYLD Extra Pale Ale,29.0,2259,2168,1.0
Pilsner Ukiah,,2260,2169,
The Green Room,75.0,2261,2170,1.0
Humbucker Helles,25.0,2262,2171,1.0
Uncle John's Apple Cherry Cider,,2263,2172,
Uncle John's Apricot Apple Cider,,2264,2173,
Draught Hard Apple Cider,,2265,2174,
Scotty K NA,,2266,2175,
Bacon Brown Ale,,2267,2176,
Golden State Ale,,2268,2177,
Baltic Porter,,2269,2178,
Siamese twin,,2270,2179,
Double Duckpin,90.0,2271,2180,1.0
Old Pro,10.0,2272,2181,1.0
Duckpin Pale Ale,,2273,2182,
Balt Altbier,,2274,2183,
Campside Session IPA,50.0,2275,2184,1.0
Upland Wheat Ale,15.0,2276,2185,1.0
Dragonfly IPA,,2277,2186,
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,,2278,2187,
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,,2279,2188,
Lee Hill Series Vol. 2 - Wild Saison,24.0,2280,2189,1.0
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,51.0,2281,2190,1.0
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,,2282,2191,
Blood Orange Saison,,2283,2192,
Thai Style White IPA,33.0,2284,2193,1.0
Ferus Fluxus Wild Belgian Pale Ale,30.0,2285,2194,1.0
Upslope Imperial India Pale Ale,90.0,2286,2195,1.0
Upslope Christmas Ale,,2287,2196,
Upslope Pumpkin Ale,,2288,2197,
Upslope Belgian Style Pale Ale,30.0,2289,2198,1.0
Upslope Foreign Style Stout,,2290,2199,
Top Rope Mexican-style Craft Lager,15.0,2291,2200,1.0
Upslope Craft Lager,22.0,2292,2201,1.0
Upslope Brown Ale,,2293,2202,
Upslope Pale Ale,,2294,2203,
Upslope India Pale Ale,,2295,2204,
Common Sense Kentucky Common Ale,22.0,2296,2205,1.0
Upstate I.P.W.,70.0,2297,2206,1.0
Squatters Full Suspension Pale Ale,,2298,2207,
Squatters Hop Rising Double IPA,75.0,2299,2208,1.0
Devastator Double Bock,,2300,2209,
Wasatch Ghostrider White IPA,,2301,2210,
Wasatch Ghostrider White IPA (2014),,2302,2211,
Wasatch Apricot Hefeweizen,,2303,2212,
Squatters Hop Rising Double IPA (2014),75.0,2304,2213,1.0
Squatters Full Suspension Pale Ale,,2305,2207,
Nunica Pine,,2306,2214,
Ginger Peach,,2307,2215,
Totally Roasted,,2308,2216,
Blue Gold,,2309,2217,
Hard Apple,,2310,2218,
Nitro Can Coffee Stout,,2311,2219,
Voodoo Love Child,25.0,2312,2220,1.0
White Magick of the Sun,23.0,2313,2221,1.0
Wynona's Big Brown Ale,31.0,2314,2222,1.0
Gran Met,25.0,2315,2223,1.0
Good Vibes IPA,85.0,2316,2224,1.0
Pilzilla,85.0,2317,2225,1.0
Wachusett Light IPA,37.0,2318,2226,1.0
Green Monsta IPA,55.0,2319,2227,2.0
Wachusett IPA,50.0,2320,2228,1.0
Strawberry White,,2321,2229,
Larry Imperial IPA,85.0,2322,2230,1.0
Wachusett Summer,,2323,2231,
Country Pale Ale,17.0,2324,2232,1.0
Wachusett Light IPA (2013),37.0,2325,2233,1.0
Pumpkan,20.0,2326,2234,1.0
Wachusett Blueberry Ale,10.0,2327,2235,1.0
Green Monsta IPA,55.0,2328,2227,2.0
T-6 Red Ale (2004),,2329,2236,
Self Starter,67.0,2330,2237,1.0
Ermal's,20.0,2331,2238,1.0
10 Ton,,2332,2239,
Flyin' Rye,,2333,2240,
Christmas Ale,,2334,2241,
Pay It Forward Cocoa Porter,,2335,2242,
West Sixth Amber Ale,,2336,2243,
West Sixth IPA,,2337,2244,
One Claw,,2338,2245,
Westbrook Gose,5.0,2339,2246,1.0
White Thai,16.0,2340,2247,1.0
Westbrook IPA,65.0,2341,2248,1.0
Westfield Octoberfest,22.0,2342,2249,1.0
Pop's Old Fashioned Lager,,2343,2250,
Charlie in the Rye,55.0,2344,2251,1.0
Royal Lager,,2345,2252,
Rip Van Winkle (Current),,2346,2253,
O’Malley’s Stout,,2347,2254,
O’Malley’s IPA,89.0,2348,2255,1.0
O’Malley’s Irish Style Cream Ale,,2349,2256,
L'il Lucy's Hot Pepper Ale,28.0,2350,2257,1.0
Drop Kick Ale,,2351,2258,
Raspberry Berliner Weisse,,2352,2259,
Hop Session,,2353,2260,
Blueberry Berliner Weisse,,2354,2261,
Berliner Weisse,,2355,2262,
Super G IPA,,2356,2263,
Hefe Lemon,30.0,2357,2264,1.0
Hefe Black,30.0,2358,2265,1.0
Widmer Brothers Hefeweizen,30.0,2359,2266,1.0
Hop Slayer Double IPA,100.0,2360,2267,1.0
Pumpkin Ale,,2361,2268,
Big Bowl Blonde Ale,,2362,2269,
Phat Chance,27.0,2363,2270,1.0
Hop Slayer Double IPA (2011),100.0,2364,2271,2.0
Hop Slayer Double IPA (2011),100.0,2365,2271,2.0
Wild Onion Summer Wit,13.0,2366,2272,1.0
Jack Stout,23.0,2367,2273,1.0
Wild Onion Pumpkin Ale (2010),,2368,2274,
Paddy Pale Ale,41.0,2369,2275,1.0
Blonde Hunny,21.0,2370,2276,1.0
Wild Wolf Wee Heavy Scottish Style Ale,20.0,2371,2277,1.0
Wild Wolf American Pilsner,25.0,2372,2278,1.0
Alpha Ale,45.0,2373,2279,1.0
Mystical Stout,,2374,2280,
Bodacious Bock,,2375,2281,
Ambitious Lager,,2376,2282,
Wyoming Pale Ale,,2377,2283,
Wind River Blonde Ale,,2378,2284,
Ace IPA,83.0,2379,2285,1.0
P-51 Porter,31.0,2380,2286,1.0
#001 Golden Amber Lager,,2381,2287,
#002 American I.P.A.,60.0,2382,2288,1.0
#003 Brown & Robust Porter,,2383,2289,
#004 Session I.P.A.,38.0,2384,2290,1.0
Tarasque,,2385,2291,
Ananda India Pale Ale,61.0,2386,2292,1.0
Tiny Bomb,23.0,2387,2293,1.0
Train Hopper,72.0,2388,2294,1.0
Edward’s Portly Brown,,2389,2295,
Troopers Alley IPA,135.0,2390,2296,1.0
Wolverine Premium Lager,15.0,2391,2297,1.0
Woodchuck Amber Hard Cider,,2392,2298,
4000 Footer IPA,82.0,2393,2299,1.0
Summer Brew,15.0,2394,2300,1.0
Be Hoppy IPA,69.0,2395,2301,1.0
Worthy IPA,69.0,2396,2302,1.0
Easy Day Kolsch,25.0,2397,2303,1.0
Lights Out Vanilla Cream Extra Stout,30.0,2398,2304,1.0
Worthy IPA (2013),69.0,2399,2305,1.0
Worthy Pale,50.0,2400,2306,1.0
Patty's Chile Beer,,2401,2307,
Colorojo Imperial Red Ale,,2402,2308,
Wynkoop Pumpkin Ale,,2403,2309,
Rocky Mountain Oyster Stout,,2404,2310,
Belgorado,45.0,2405,2311,1.0
Rail Yard Ale,,2406,2312,
B3K Black Lager,,2407,2313,
Silverback Pale Ale,40.0,2408,2314,1.0
Rail Yard Ale (2009),,2409,2315,
