Description,original_index,unique_index
Dimples Appleby lives with the pick-pocket grandfather in 19th century New York City. She entertains the crowds while he works his racket. A rich lady makes it possible for the girl to go legit. 'Uncle Tom's Cabin' is performed.,5633,5545
President Franklin Roosevelt appoints a theatrical producer as the new Secretary of Amusement in order to cheer up an American public still suffering through the Depression. The new ...,5634,5546
Don Middleton is so caught up with his work he neglects his wife Elsa. Lonely Elsa begins to spend more time with Don's best friend and they become attracted to one another. Don and Elsa ...,5635,5547
A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbor's ...,5636,5548
"Two would-be safe-crackers 'sort of' kidnap the two grandchildren of millionaire J. W. Osborne. In a story somewhat reminiscent of O. Henry's The Ransom of Red Chief, the ransom amount ...",5637,5549
"In order to save one of the last Alaskin native tribes, Fang bands together with a friend of his master to stop miners from destroying a sacred land.",5638,5550
"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency ...",5639,5551
"The Willards from Terre Haute, Indiana, travels abroad for a once-in-a-lifetime vacation in Paris, France. Harry Willard believes that the greatest problem will be avoiding tap water, but ...",5640,5552
"Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when...",5641,5553
"Anything is possible when the Professor tells Tim about a supernova that grants wishes. Unfortunately, when Tim's wish doesn't go as planned, he finds himself in a dog's body!",5642,5554
"The life of Mason, from early childhood to his arrival at college.",5643,5555
"Benji sniffs out a bogus CIA agent in Athens, Greece.",5644,5556
A stray dog saves two kidnapped children.,5645,5557
"A chronicle of Martin Luther King's campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama in 1965.",5646,5558
Three children are kidnapped and taken to the forest by escaped convicts. There they escape but are pursued by the convicts. Forest rangers and police set out to rescue them.,5647,5559
A teen girl gets lost in the desert. She runs into a young man on the run from the law who's on his way to Mexico. They decide to travel together.,5648,5560
"When a young girl is injured by a riding accident, she overcomes her injury with the help of her family and her beloved horse.",5649,5561
A mountain man is falsely accused of the murder of his parents.,5650,5562
An unorthodox and irreverent DJ begins to shake up things when he is assigned to the US Armed Services Radio station in Vietnam.,5651,5563
"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",5652,5564
"This film consists of two tales of time travel, combining science fiction characters with actual historical figures. Hexum stars as Phineas Bogg, a time traveler who teams up with an orphan...",5653,5565
"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral, and witnessing a murder.",5654,5566
"Huckleberry Finn, a rambunctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi ...",5655,5567
"Huckleberry Finn, a rambunctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi ...",5656,5567
Add a Plot,5657,235
"The dog everyone loves now leaps into the '90s in this all-new exciting, updated version of Lassie! Determined to start a new life in the country, the Turner Family - Dad, stepmom, little ...",5658,5568
"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",5659,5569
"Stet, a troubled and angry 11-year-old orphan from a small Texas town, ends up at a Boy Choir school back East after the death of his single mom. Completely out of his element, he finds ...",5660,5570
A baseball player whose professional career was cut short due to his personal problems is suddenly awakened and invigorated by a young-man with Down syndrome who works at the local grocery store.,5661,5571
"Jonas Cord is a disagreeable rich young tycoon on the corporate make, with some subplots about booze, broads and Hollywood in the 1930's.",5662,5572
"Young, pretty and innocent Fanny Hill has lost her parents and must find her way in life amidst the perils of turbulent 18th century London. She is fortunate enough to find rapidly a place ...",5663,5573
"When a plane carrying various animals makes a forced landing on a desert island, the only chance to escape is to convert the plane into a boat.",5664,5574
A photographer for Life Magazine is assigned to shoot pictures of James Dean.,5665,5575
A ten-year-old boy and Robby the Robot team up to prevent a Super Computer from controlling the Earth from a satellite.,5666,5576
Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,5667,5577
"As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers.",5668,5578
A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,5669,5579
"Margot and her son Claude decide to visit her sister Pauline after she announces that she is marrying less-than-impressive Malcolm. In short order, the storm the sisters create leaves behind a mess of thrashed relationships and exposed family secrets.",5670,5580
"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",5671,5581
The extracurricular king of Rushmore preparatory school is put on academic probation.,5672,5582
A musical retelling of the American Revolution's political struggle in the Continental Congress to declare independence.,5673,5583
"Frederick Bolton has to solve two problems. First, his boss has instructed him to come up with a reasonable campaign to promote a new product, a stomach pill named 'Aspercel' - by tomorrow....",5674,5584
Meek and mild mannered bookkeeper Henry Limpet has few passions in life. It's mid-1941 and he would love to join the Navy but has been rated 4F. His friend George Stickle is in the Navy and...,5675,5585
Tom and Jerry must save a girl from her evil aunt.,5676,5586
Two ex-soldiers return from overseas--one of them having smuggled into the country a French orphan girl he has become attached to. They wind up running into their old sergeant--who hates ...,5677,5587
"Chester Wooley (Lou Costello) and Duke Egan (Bud Abbott) are traveling salesmen who make a stopover in Wagon Gap, Montana while en route to California. During the stopover, a notorious ...",5678,5588
A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,5679,5589
"After the young wife of vaudevillian Eddie Foy passes away, he incorporates their seven children into the act and takes it on the road.",5680,5590
"The opening scene of the movie describes it best: 'Once upon a time there lived in Denmark a great storyteller named Hans Christian Andersen. This is not the story of his life, but a fairy tale about the great spinner of fairy tales.'",5681,5591
"In this Disney film, orphan Pollyanna is sent to live with her wealthy Aunt Polly. A humorless sort, Aunt Polly is taken aback by Pollyanna's insistence upon seeing the happy side of everything. With her best friend and fellow orphan Jimmy Bean, Pollyanna spreads her sunshine all over town.",5682,5592
A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,5683,5593
A Mule Wiser Than Many of the Humans.,5684,5594
"Buring the British Raj, the orphan of a British soldier poses as a Hindu and is torn between his loyalty to a Buddhist mystic and aiding the English secret service.",5685,5595
A pilot and his young passenger crash-land on a mountaintop and are put into suspended animation by a strange gas. They awake 500 years later to discover that the Earth is now ruled by a ...,5686,5596
"Tarzan's jungle home, and his family, Jane and Boy, are threatened by men greedy for gold.",5687,5597
The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,5688,5598
"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",5689,5599
"After being implanted with a microchip that gives him special powers, a dog engages a young boy in conversation and adventure. Befriended by a local police officer, the dog, the boy and his...",5690,5600
"Tiny Town, the place where all nursery rhymes happened, is in BIG trouble in the here and now. They have all the communication devices but no one can communicate. They need a super-hero. ...",5691,5601
Where the Red Fern Grows is the heartwarming and adventurous tale for all ages about a young boy and his quest for his own red-bone hound hunting dogs.,5692,5602
A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5693,5603
A boy and his brother run away from home and hitch cross country with the help of a girl they meet to compete in the ultimate video game championship.,5694,5604
"When Andy and Elizabeth buy a farm in Vermont, they can't imagine the trouble that awaits them. Andy has quit his job as a sports journalist and is planning to use the peace and quiet of ...",5695,5605
A fired cop and useless lawyer sign up as security guards and find they've joined a corrupt union.,5696,5606
"Jack Chester, an overworked air traffic controller, takes his family on vacation to the beach. Things immediately start to go wrong for the Chesters, and steadily get worse. Jack ends up in...",5697,5607
From Mars to Earth and underneath. Above and Below is a rough and rhythmic roller coaster ride seating five survivors in their daily hustle through an apocalyptic world. A journey of ...,5698,5608
Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,5699,5609
"An electric chair execution of a wrongfully accused man goes horribly wrong, unleashing an unholy being on the surrounding community who name him Reaper as he seeks revenge on the unjust. (C) Official Site",5700,5610
"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",5701,5611
"A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",5702,5612
"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",5703,5613
A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable - and unimaginable.,5704,5614
"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",5705,5615
"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",5706,5616
A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,5707,5617
A grief-stricken screenwriter unknowingly enters a three-way relationship with a woman and her film executive husband - to chilling results.,5708,5618
"Reunion of six short films having homosexuality as theme: 'The Absolution of Anthony', by Dean Slotar, depicting a 16-year-old boy living with a Catholic grandfather in Bronx; 'Smear', by ...",5709,5619
Mac Mckussic is an unlikely drug dealer who wants to go straight. His old and best friend Nick Frescia is now a cop who is assigned to investigate and bring him to justice. Mac is very ...,5710,5620
Chronicles the relationship between two gay teenagers in the rural south in the late '70s.,5711,5621
Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,5712,5622
A handsome young prostitute learns about life and love during a sex-filled odyssey in an apartment building filled with strange inhabitants.,5713,5623
A young pilot finds himself recruited into a covert and corrupt CIA airlift organization operating in Vietnam War Era Laos.,5714,5624
"A suspenseful, psychological thriller, 'Truth' exposes the hidden demons buried deep inside each and every one of us. After a chance encounter over the Internet, Caleb, who suffers from ...",5715,5625
"A cruel but beautiful heiress screws over a hired carpenter, who later is the first one to find her when she gets amnesia. Looking for a little revenge he convinces her that she's his wife.",5716,5626
Publisher Will Randall becomes a werewolf and has to fight to keep his job.,5717,5627
A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a young boy.,5718,5628
"Rambo's Vietnam commanding officer Colonel Trautman is held hostage in Afghanistan, and it's up to Rambo to rescue him.",5719,5629
"A YouTuber experiences an existential crisis in this musical comedy about creativity, online media, and balancing life.",5720,5630
A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,5721,5631
"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",5722,5632
"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",5723,5633
"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a prostitute.",5724,5634
"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",5725,5635
"When their best friends announce that they're separating, a professor and his wife discover the faults in their own marriage.",5726,5636
"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",5727,5637
Focusing on a trio of friends and their elaborate plan to pull off a simple robbery and go on the run.,5728,5638
"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",5729,5639
"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",5730,5640
"While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity.",5731,5641
"As the US Army approaches Nazi Germany, they recruit German prisoners to spy behind German lines.",5732,5642
"Jane Froman (Susan Hayward), an aspiring songstress, lands a job in radio with help from pianist Don Ross (David Wayne), whom she later marries. Jane's popularity soars, and she leaves on a...",5733,5643
"A Marine and a Nun, The Marine is shipwrecked on a Pacific Island and the Nun has been left behind there, they find comfort in one another as the two wait out the war.",5734,5644
"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",5735,5645
A knight seeks to free the captive King Richard and put him back on the throne.,5736,5646
"A singer marries a famous composer, and after a while she gets the itch to go back on the stage. However, her husband won't let her. When she hears that a popular French singer named '...",5737,5647
"Despite himself, accomplished physicist and avowed bachelor Pierre Curie falls for brilliant student Marie, and together they embark on the discovery of radium.",5738,5648
"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",5739,5649
"Willy Loman is an over-the-hill salesman who faces a personal turning point when he loses his job and attempts to make peace with his family: Willy's long-suffering wife Linda, and Biff and Happy, his troubled sons and his life.",5740,5650
A professional hit man and hit woman fall in love.,5741,5651
"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",5742,5652
Sally's parents' marriage breaks up when her father undergoes a mid-life crisis and impulsively weds a prostitute as Sally's own marriage also begins to disintegrate.,5743,5653
"Director Nathaniel Kahn searches to understand his father, noted architect Louis Kahn, who died bankrupt and alone in 1974.",5744,5654
A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,5745,5655
Two alternating stories about Melinda's (Mitchell) attempts to straighten out her life.,5746,5656
"A film director's last film is a hit in Europe but bombs in America, and he is considered to be past it. However, his girlfriend convinces studio bosses to let him make a film about old-time Hollywood. What the studio doesn't know is that the director is blind. He manages to do the shoot, with the help of his Chinese assistant and, of course, his psychiatrist.",5747,5657
A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.,5748,5658
An insurance investigator and an efficency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.,5749,5659
"Jerry Falk learns that lesson the hard way when he falls head over heels in love with a beautiful but flighty girl, Amanda.",5750,5660
"A proud strip club owner is forced to come to terms with himself as a man, when his gambling addiction gets him in hot water with the mob, who offer him only one alternative.",5751,5661
An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,5752,5662
"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",5753,5663
"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",5754,5664
"After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",5755,5665
Two sisters contend for the affection of King Henry VIII.,5756,5666
A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,5757,5667
"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",5758,5668
"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",5759,5669
"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",5760,5670
"The lives of three friends, from their early school days into young adulthood.",5761,5671
A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,5762,5672
"While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation which involves his former mistress and his driver.",5763,5673
"A young lawyer Jim Goodwin investigates a potentially fixed game show. Charlie Van Doren, a big time show winner is under Goodwin's investigation.",5764,5674
A black Southern woman (Whoopi Goldberg) struggles to find her identity after suffering years of abuse from her father and others over 40 years.,5765,5675
"Set during World War II, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",5766,5676
"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being sheltered by her adoptive parents.",5767,5677
"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause.",5768,5678
A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,5769,5679
"An intriguing and entertaining study in characters going through varying levels of crisis and introspection. This psychological drama leads you in several different directions, weaving and intersecting various subplots and characters, from a brilliant Tom Cruise, as a self-proclaimed pied-piper, to a child forced to go on a TV game show and the pressures he faces from a ruthless father.",5770,5680
"The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII.",5771,5681
"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants.",5772,5682
"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.",5773,5683
"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",5774,5684
Two 1990s teenagers find themselves in a 1950s sitcom where their influence begins to profoundly change that complacent world.,5775,5685
A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,5776,5686
A romantic adventure about a legendary pilot's passion for dare-devil firefighting and his girl.,5777,5687
"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",5778,5688
A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,5779,5689
"A new kid in town assembles a fledgling rock band -- together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands.",5780,5690
"Two teenage girls travel across the U.S. in 1962, during the chaos of the Cuban missile crisis, in search of Eleanor Roosevelt.",5781,5691
"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",5782,5692
"Out-of-work college professor Grant Oldman gets more than he bargains for when he brings an unknown woman to pose as his wife for a dinner party. After a disastrous evening, Grant finds ...",5783,5693
"The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.",5784,5694
"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",5785,5695
"Jesse begins experiencing a number of disturbing and unexplainable things after the death of his neighbor. As he investigates, it isn't long before Jesse finds he's been marked for ...",5786,5696
"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",5787,5697
"After experiencing what they think are a series of 'break-ins', a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",5788,5698
"Anna Rydell returns home to her sister (and best friend) Alex after a stint in a mental hospital, though her recovery is jeopardized thanks to her cruel stepmother, aloof father, and the presence of a ghost in their home.",5789,5699
"After a family is forced to relocate for their son's health, they begin experiencing supernatural behavior in their new home, and uncover a sinister history.",5790,5700
An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,5791,5701
"When Cyrus Kriticos, a very rich collector of unique things dies, he leaves it all to his nephew and his family. All including his house, his fortune, and his malicious collection of ghosts!",5792,5702
A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,5793,5703
"Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.",5794,5704
A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,5795,5705
A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,5796,5706
"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",5797,5707
"A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.",5798,5708
A woman attempts to reunite her family by helping her husband escape prison and together kidnapping their son. But things don't go as planned when they are forced to take a police hostage on the road.,5799,5709
"It's December of 1941, and the people of California are in varying states of unease, ranging from a sincere desire to defend the country to virtual blind panic in the wake of the Japanese attack on Pearl Harbor. Thus begin several story threads that comprise the 'plot' of this strange period comedy, a sort of satirical disaster movie, from Steven Spielberg. The stories and story threads involve lusty young men, officers (Tim Matheson) and civilians (Bobby Di Cicco) alike, eager to bed the young,ladies of their dreams; Wild Bill Kelso, a nutty fighter pilot (John Belushi) following what he thinks is a squadron of Japanese fighters along the California coast; a well-meaning but clumsy tank crew (including John Candy) led by straight-arrow, by-the-book Sgt. Tree (Dan Aykroyd), who doesn't recognize the thug (Treat Williams) in his command; and homeowner Ward Douglas (Ned Beatty), who is eager to do his part for the nation's defense and, despite the misgivings of his wife (Lorraine Gary), doesn't mind his front yard overlooking the ocean being chosen to house a 40 mm anti-aircraft gun. There is also a pair of grotesquely inept airplane spotters (Murray Hamilton, Eddie Deezen) who are doing their job from atop a ferris wheel at a beachfront amusement park; a paranoid army colonel (Warren Oates) positive that the Japanese are infiltrating from the hills; a big dance being held on behalf of servicemen, being attended by a lusty young woman of size (Wendie Jo Sperber) eager to land a man in uniform; and General Joseph 'Vinegar Joe' Stillwell (Robert Stack), in charge of the defense of the West Coast, who can't seem to get anyone to listen to him when he says to keep calm. And, oh yes, there's also a real Japanese submarine that has gotten all the way to the California coast under the command of its captain (Toshiro Mifune) and a German officer observer (Christopher Lee), only to find itself without a working compass or usable maps. Its captain won't leave until the sub has attacked a militarily significant, honorable target, and the only one that anyone aboard ship knows of in California is Hollywood. By New Year's Eve, all of these characters are going to cross paths, directly or once-removed, in a comedy of errors and destruction strongly reminiscent of the finale to National Lampoon's Animal House (as well as several disaster movies from the same studio), but on a much larger and more impressive scale.",5800,5710
"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out near curfew. While waiting for the German Kommondant, Jakob overhears a German ...",5801,5711
An employee of a one-hour photo lab becomes obsessed with a young suburban family.,5802,5712
"Set in a world with memory implants, Robin Williams plays a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger.",5803,5713
Four horror/sci-fi segments directed by four famous directors which are their own versions of classic stories from Rod Serling's landmark television series.,5804,5714
"A swooning study of 'Mack the Knife' singer Bobby Darin (Spacey) specifically, and his relationship with his wife Sandra Dee (Bosworth).",5805,5715
"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who ...",5806,5716
"From a meager beginning to owning a thriving air charter service, the Taylors devoted their lives to their children Chris (Cameron Deane Stewart) and Grace (Savannah McReynolds). Raising ...",5807,5717
"A young, Agnostic woman is bound to a wheelchair after a car crash leaves her paralyzed. Now, Beth Ann Collins is forced to live with her estranged Christian father, Billy, living with the ...",5808,5718
"December 7, 1941 - On a Sunday morning, TOMIKAZU (TOMI) NAKAJI and his best friend BILLY DAVIS are playing baseball in a field near their homes in Hawaii when the Japanese launch a surprise...",5809,5719
"Drug addiction's collateral damage is starkly revealed when a former honor student, newly addicted to prescription pills, triggers a chain of events that devastates her friends and threatens to tear her family apart.",5810,5720
A small town's women give birth to unfriendly alien children posing as humans.,5811,5721
"J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life.",5812,5722
Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,5813,5723
"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",5814,5724
A comedy about Allie and Harper and their needlessly difficult journey to the beach.,5815,5725
"A group of college students researching Dorchester Stewart, better known as the infamous killer Crinoline Head, return to the scene of the horrific murders that happened in 1996.",5816,5726
"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",5817,5727
"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",5818,5728
"The Genius of Marian follows Pam White in the early stages of Alzheimer's disease. Her son, the film maker, works with her as she attempts to write a book that tributes her mother, the ...",5819,5729
"Seven short films are featured in a compilation, bridged by a sequence in which a couple meet for a blind date to see those shorts.",5820,5730
"After years of struggling to conceive with her husband, Lizzie has given up hope of having a baby on her own. But when her best friend Andie finds herself pregnant after a one-night stand, ...",5821,5731
"A collection of fourteen award winning animated short films including 'Moonshadow,' 'The Last Cartoon Man,' 'Closed Mondays,' and 'Cosmic Cartoon'.",5822,5732
"'Billy Pilgrim has come unstuck in time.' These opening words of Kurt Vonnegut's famous novel make an effective and short summary of a haunting, funny film. For the screen, director George Roy Hill faithfully renders Vonnegut's black anti-war comedy about Pilgrim (well played in a low key by Michael Sacks), who survives the horrendous 1945 fire bombing of Dresden then lives simultaneously in his past as a naïve American POW and in the future as a well-cared-for zoo resident on the planet,Tralfamadore (with zaftig Valerie Perrine as his mate). In the present, he's a middle-aged optometrist in Ilium, NY. If this sounds like a bit of a jumble -- it is. But viewers willing to watch carefully will find the movie as intricate and harmonious as Glenn Gould's plaintive renderings of the Bach keyboard pieces that decorate its soundtrack. It's not essential, but fans who read the short, poetic book will find it a treat in itself, and it will help them appreciate Hill's genius in bringing this 'Children's Crusade' to the screen. In addition to Sacks, there are noteworthy performances by Ron Leibman (Norma's union man in Norma Rae) as Pilgrim's crazed nemesis and by radio/TV/movie legend, John Dehner as the arrogant Professor Rumfoord. Hill, of course, came to this film from a big hit, Butch Cassidy and the Sundance Kid, and went on to triumph with The Sting one year later. The elaborate medieval and baroque architecture of pre-bombing Dresden was represented authentically in the film by scenes from Prague, since much of Dresden's architecture was lost to the bombing, and that city, in any case, was deep in East Germany, thus inaccessible at the time of filming. ~ Michael P. Rogers, Rovi",5823,5733
"Dr Jake Terrell, who has been training a pair of dolphins for many years, has had a breakthrough. He has taught his dolphins to speak and understand English, although they do have a limited...",5824,5734
The staff of a Korean War field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,5825,5735
A group of young recruits go through boot camp during the Second World War in Biloxi Mississippi. From the play by Neil Simon.,5826,5736
The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,5827,5737
"The Man of Steel crusades for nuclear disarmament and meets Lex Luthor's latest creation, Nuclear Man.",5828,5738
"Bids submitted to win the U.S. Mail contract for their stagecoach lines are entered by both singing cowboy Bill Harkins and the Banton brothers, Roy and Bart. During a stagecoach race to ...",5829,5739
"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members...",5830,5740
"Brian Leib, a thirty-two year old, ritualistic neurotic recluse who lives with his paranoid parents, only leaves his house to see his psychiatrist. His days are kept as simple as the loaf ...",5831,5741
"A tall, skinny boy obsessed with traffic cones, a lesbian Adam and Eve, a wise bearded man, and the self-proclaimed King of the Sea all wander about the surreal landscape of GLAMARUS, watched over by a man who lives in a television set.",5832,5742
A girl helps a guy untangle his web of lies.,5833,5743
A drama revolving around characters whose lives are transformed one summer at an exclusive East Coast country club.,5834,5744
"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",5835,5745
A documentary about the lives and experiences of four groups of subway performers revealing how these artists are perceived by society.,5836,5746
An uptight NYC lawyer takes her two teenagers to her hippie mother's farmhouse upstate for a family vacation.,5837,5747
"Set in the lower echelons of 1860s Paris, Therese Raquin, a sexually repressed beautiful young woman, is trapped into a loveless marriage to her sickly cousin, Camille, by her domineering ...",5838,5748
"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved.",5839,5749
Four college girls hold up a restaurant in order to fund their spring break vacation. While partying/drinking/taking drugs they are arrested only to be bailed out by a drug and arms dealer.,5840,5750
"Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.",5841,5751
