article_title,original_index,unique_index,count
Raised intracranial pressure following abdominal closure in a polytrauma patient.,935,935,1.0
"Collaborative practice: development, implementation, and evaluation of a weaning protocol for patients receiving mechanical ventilation",936,936,1.0
Changes in lower esophageal sphincter pressure (LES) after Stamm gastrostomy,937,937,1.0
Consumption of fried foods and risk of metabolic syndrome: the SUN cohort study,938,938,1.0
"The expert patients programme online, a 1-year study of an Internet-based self-management programme for people with long-term conditions",939,939,1.0
Clinical course of patients with aspirin-exacerbated     respiratory disease: can we predict the prognosis?,940,940,1.0
Perineal endometriosis: a case report and review of the literature,941,941,1.0
Management of hemorrhage complicated by novel oral anticoagulants in the emergency department: Case report from the northwestern emergency medicine residency,942,942,1.0
Improving cognition by adherence to physical or mental exercise: a moderated mediation analysis.,943,943,1.0
Evaluation of a hybrid constructed wetland for treating domestic sewage from individual housing units surrounding agricultural villages in South Korea,944,944,1.0
Posterior lumbar interbody fusion versus posterolateral fusion with instrumentation in the treatment of low-grade isthmic spondylolisthesis: midterm clinical outcomes,945,945,1.0
The Family Contract Game: Technique and case study,946,946,1.0
Inhibition of dxpression of VEGF in tumor cells by RNAi. [Chinese],947,947,1.0
Same-Day Discharge After Percutaneous Coronary Intervention: A Meta-Analysis.,948,948,1.0
Are stretches effective in the prevention and treatment of glenohumeral internal rotation deficit?,949,949,1.0
"Astaxanthin Inhibits JAK/STAT-3 Signaling to Abrogate Cell Proliferation, Invasion and Angiogenesis in a Hamster Model of Oral Cancer.",950,950,1.0
"Analysis of the cochrane review: Biomarkers as point-of-care tests to guide prescription of antibiotics in patients with acute respiratory infections in primary care. cochrane database syst rev. 2014,11:Cd10130",951,951,1.0
Preval̻ncia de bruxismo e dist̼rbio do sono em deficientes visuais Prevalence of bruxism and sleep disorders in the visually impaired individuals,952,952,1.0
Diagnostic performance of body mass index to identify obesity as defined by body adiposity: a systematic review and meta-analysis.,953,953,1.0
Stress enhances retrieval of drug-related memories in abstinent heroin addicts,954,954,1.0
Combined antiplatelet and anticoagulant therapy: Clinical benefits and risks,955,955,1.0
Effects of control over office workspace on perceptions of the work environment and work outcomes,956,956,1.0
"New concepts in predicting, evaluating, and managing neurodevelopmental outcomes in children with congenital heart disease.",957,957,1.0
Continuous aspiration of subglottic secretions in preventing ventilator-associated pneumonia.,958,958,1.0
Transport of infants with congenital heart disease.,959,959,1.0
Harmonizing Pain Outcome Measures: Results of the Pre-OMERACT Meeting on Partnerships for Consensus on Patient-important Pain Outcome Domains Between the Cochrane Musculoskeletal Group and OMERACT,960,960,1.0
Effects of Ginkgo biloba on haemostatic factors and inflammation in chronic peritoneal dialysis patients.,961,961,1.0
Contents List,962,962,1.0
Antimalarial agents: Are we running out of options?,963,963,1.0
A balancing act of the brain: activations and deactivations driven by cognitive load.,964,964,1.0
18F-flumazenil: a �_-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,965,965,1.0
"[In vitro culture of cells from respiratory mucosa on foils of collagen, poly-L-lactide (PLLA) and poly-3-hydroxy-butyrate (PHB)].",966,966,1.0
Poverty is the main environmental factor for obesity in a Mexican-border city,967,967,1.0
Growth hormone treatment and diabetes: survey of the kabi pharmacia international growth study.,968,968,1.0
The effects of 4-aminopyridine on neurological deficits in chronic cases of traumatic spinal cord injury in dogs: A phase I clinical trial,969,969,1.0
Yoga Spinal Flexion Positions and Vertebral Compression Fracture in Osteopenia or Osteoporosis of Spine: Case Series,970,970,1.0
Augmin-dependent microtubule nucleation at microtubule walls in the spindle,971,971,1.0
[Pravastatin and acetylsalycilic acid fixed-combination: a strategy to improve cardiovascular outcomes].,972,972,1.0
Functional conservation and divergence of J-domain-containing ZUO1/ZRF orthologs throughout evolution.,973,973,1.0
"Validity of International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) screening for sepsis in surgical mortalities.",974,974,1.0
"The association between urinary cortisol excretion and cardiovascular risk factors, bone status and quality of life in the population.",975,975,1.0
"The value of transurethral bladder biopsy after intravesical bacillus Calmette-Guerin instillation therapy for nonmuscle invasive bladder cancer: A retrospective, single center study and cumulative analysis of the literature.",976,976,1.0
Complicated skin and soft tissue infection.,977,977,1.0
"Nonsyndromic 46,XX Testicular Disorders of Sex Development",978,978,1.0
Mild endoplasmic reticulum stress augments the proinflammatory effect of IL-1�_ in pancreatic rat �_-cells via the IRE1�/XBP1s pathway.,979,979,1.0
<title>SPECCHIO: a free spectral data management and processing system</title>,980,980,1.0
Operations for cervical incompetence,981,981,1.0
Effectiveness of measles vaccination and vitamin A treatment,982,982,1.0
Acute effects of different nutritional supplements on symptoms and functional capacity in patients with chronic obstructive pulmonary disease.,983,983,1.0
Preliminary results from a single institutional prospective study of alemtuzumab for the treatment of steroid refractory acute graft versus host disease in pediatrics,984,984,1.0
"Anaesthesia, movement and emesis",985,985,1.0
Antimicrobial susceptibility among Gram-positive organisms collected from pediatric patients globally between 2004 and 2011: results from the Tigecycline Evaluation and Surveillance Trial,986,986,1.0
Left ventricular hypertrophy predicts outcome of hypertension regardless of the type of ventricular arrhythmia present,987,987,1.0
Combined use of caudal bupivacaine and rectal diclofenac is not superior to the use of each analgesic regimen alone,988,988,1.0
Measurement of muscle architecture concurrently with muscle hardness using ultrasound strain elastography.,989,989,1.0
Energy and fat intakes of children and adolescents in the united states: data from the national health and nutrition examination surveys,990,990,1.0
An official American Thoracic Society systematic review: Influence of psychosocial characteristics on workplace disability among workers with respiratory impairment.,991,991,1.0
Polymorphisms of the XPC gene may contribute to the risk of head and neck cancer: a meta-analysis.,992,992,1.0
An evaluation of the effectiveness of recruitment methods: The staying well after depression randomized controlled trial,993,993,1.0
Campfire burns in children: an Australian experience.,994,994,1.0
Distribution of silicotic collagenization in relation to smoking habits,995,995,1.0
Mega-ampere submicrosecond generator GIT-32,996,996,1.0
Correct Performance of Pelvic Muscle Exercises in Women Reporting Prior Knowledge.,997,997,1.0
"Long-term survival after ""liver first"" approach for locally advanced rectal cancer and synchronous liver metastases",998,998,1.0
Pharmacoeconomic Evaluation of Tiotropium Bromide in the Long-Term Treatment of Chronic Obstructive Pulmonary Disease (COPD) in Italy,999,999,1.0
