Genre,original_index,unique_index
"Drama,Thriller",5620,20
"Crime,Drama,Mystery",5621,33
"Romance,Drama",5622,533
"Drama,Fantasy,Romance",5623,27
"Adventure,Family,Fantasy",5624,85
"Comedy,Romance",5625,9
Drama,5626,32
"Comedy,Musical",5627,56
"Family,Adventure,Animation",5628,645
"Comedy,Family,Musical",5629,448
"Comedy,Drama,Family",5630,205
"Comedy,Musical,Family",5631,509
"Family,Comedy,Drama",5632,485
"Family,Musical",5633,516
"Comedy,Musical",5634,56
"Comedy,Drama,Family",5635,205
"Family,Comedy",5636,255
"Family,Comedy",5637,255
"Adventure,Family",5638,263
"Adventure,Family",5639,263
"Family,Comedy,Adventure",5640,451
"Adventure,Family",5641,263
"Adventure,Fantasy,Family",5642,646
Drama,5643,32
"Adventure,Comedy,Drama",5644,62
"Adventure,Family,Romance",5645,644
"Biography,Drama,History",5646,140
"Family,Adventure",5647,486
"Action,Adventure,Family",5648,241
"Drama,Family",5649,182
"Drama,Family,Western",5650,346
"Biography,Comedy,Drama",5651,29
"Biography,Drama",5652,43
"Family,Fantasy,Sci-Fi",5653,647
"Adventure,Musical,Family",5654,648
"Adventure,Drama,Family",5655,52
"Adventure,Comedy,Drama",5656,62
"Family,Drama",5657,433
"Family,Adventure",5658,486
"Comedy,Drama,Music",5659,185
Drama,5660,32
Drama,5661,32
Drama,5662,32
Comedy,5663,55
"Adventure,Family",5664,263
"Biography,Drama",5665,43
"Adventure,Comedy,Family",5666,204
"Comedy,Family",5667,246
"Comedy,Drama,Mystery",5668,649
"Comedy,Drama",5669,10
"Comedy,Drama",5670,10
"Adventure,Comedy,Drama",5671,62
"Comedy,Drama",5672,10
"Drama,Family,History",5673,457
"Family,Comedy,Drama",5674,485
"Animation,Comedy,Family",5675,18
"Animation,Comedy,Drama",5676,261
"Action,Comedy,Family",5677,277
"Action,Comedy,Family",5678,277
"Horror,Thriller",5679,46
"Biography,Comedy,Drama",5680,29
"Biography,Family,Musical",5681,650
"Drama,Kids & Family",5682,257
"Horror,Thriller",5683,46
"Comedy,War,Fantasy",5684,651
"Adventure,Drama,Family",5685,52
"Adventure,Family,Fantasy",5686,85
"Action,Adventure,Family",5687,241
"Horror,Thriller",5688,46
"Drama,Family,Fantasy",5689,252
"Adventure,Comedy,Family",5690,204
"Animation,Family,Fantasy",5691,89
"Drama,Family",5692,182
"Horror,Mystery",5693,79
"Adventure,Comedy,Drama",5694,62
"Comedy,Drama",5695,10
"Action,Comedy,Crime",5696,109
Comedy,5697,55
"Documentary,Adventure,Drama",5698,628
"Comedy,Crime,Mystery",5699,210
"Horror,Science Fiction & Fantasy,Special Interest",5700,652
"Comedy,Sci-Fi",5701,212
"Comedy,Drama,Fantasy",5702,41
"Sci-Fi,Thriller",5703,78
Comedy,5704,55
"Comedy,Romance",5705,9
"Comedy,Music,Romance",5706,107
"Adventure,Drama,Sci-Fi",5707,311
Drama,5708,32
,5709,138
"Crime,Drama,Romance",5710,65
"Drama,Romance",5711,34
Drama,5712,32
Drama,5713,32
"Action,Comedy",5714,165
"Drama,Thriller",5715,20
"Comedy,Romance",5716,9
"Drama,Horror,Romance",5717,160
"Action,Crime,Drama",5718,24
"Action,Adventure,Thriller",5719,22
"Comedy,Family,Musical",5720,448
"Comedy,Mystery",5721,456
Comedy,5722,55
"Comedy,Drama",5723,10
"Comedy,Fantasy,Romance",5724,144
"Comedy,Drama",5725,10
"Comedy,Drama,Romance",5726,64
"Adventure,Comedy,Drama",5727,62
"Comedy,Crime,Drama",5728,93
"Adventure,Comedy,Drama",5729,62
"Drama,Romance",5730,34
"Comedy,Drama,Romance",5731,64
"Drama,War",5732,66
"Biography,Drama,Musical",5733,426
"Action,Adventure,Drama",5734,63
"Action,Crime,Thriller",5735,72
"Adventure,Drama,History",5736,59
Comedy,5737,55
"Biography,Drama,Romance",5738,178
"Adventure,Drama",5739,136
Drama,5740,32
"Comedy,Crime,Drama",5741,93
"Crime,Drama,Romance",5742,65
"Comedy,Drama,Romance",5743,64
"Documentary,Biography",5744,3
"Comedy,Crime",5745,153
"Comedy,Drama,Romance",5746,64
Comedy,5747,55
"Comedy,Romance",5748,9
"Comedy,Crime,Mystery",5749,210
"Comedy,Romance",5750,9
"Crime,Drama",5751,21
Drama,5752,32
"Biography,Drama,History",5753,140
"Drama,Romance",5754,34
"Drama,Romance",5755,34
"Biography,Drama,History",5756,140
"Drama,Romance",5757,34
"Drama,Romance",5758,34
"Biography,Drama,History",5759,140
Drama,5760,32
"Drama,Romance,Sci-Fi",5761,297
"Comedy,Drama",5762,10
"Drama,Mystery,Thriller",5763,13
"Drama,History",5764,58
Drama,5765,32
"Drama,War",5766,66
"Drama,War",5767,66
Drama,5768,32
Drama,5769,32
Drama,5770,32
"Drama,History,War",5771,304
"Action,Drama,History",5772,25
"Action,Adventure,Western",5773,211
"Comedy,Drama",5774,10
"Comedy,Drama,Fantasy",5775,41
"Comedy,Drama,Romance",5776,64
"Drama,Fantasy,Romance",5777,27
"Action,Adventure,Comedy",5778,125
"Drama,Romance",5779,34
"Comedy,Drama,Family",5780,205
"Adventure,Comedy,Drama",5781,62
"Biography,Drama",5782,43
"Comedy,Romance",5783,9
Horror,5784,49
Horror,5785,49
"Horror,Thriller",5786,46
Horror,5787,49
Horror,5788,49
"Drama,Horror,Mystery",5789,81
"Drama,Horror,Mystery",5790,81
"Horror,Mystery,Thriller",5791,0
"Horror,Mystery,Thriller",5792,0
"Horror,Thriller",5793,46
"Horror,Thriller",5794,46
"Horror,Mystery,Thriller",5795,0
"Horror,Mystery,Sci-Fi",5796,375
"Action,Crime,Drama",5797,24
"Action,Crime,Thriller",5798,72
"Adventure,Comedy,Crime",5799,390
"Action & Adventure,Comedy",5800,47
"Comedy,Drama,War",5801,266
"Drama,Thriller",5802,20
"Action,Sci-Fi,Thriller",5803,169
"Horror,Sci-Fi",5804,146
"Biography,Drama,Music",5805,207
"Action,Comedy,Crime",5806,109
"Drama,Family",5807,182
"Drama,Family,Romance",5808,179
"Drama,Family,History",5809,457
"Drama,Family",5810,182
"Horror,Sci-Fi,Thriller",5811,192
"Biography,Crime,Drama",5812,95
"Action,Comedy,Crime",5813,109
"Action,Drama,Thriller",5814,142
Comedy,5815,55
Horror,5816,49
"Drama,Fantasy",5817,158
"Comedy,Drama",5818,10
"Documentary,Drama,Family",5819,247
Comedy,5820,55
"Comedy,Drama",5821,10
"Animation,Family",5822,294
"Drama,Classics,Science Fiction & Fantasy,Comedy",5823,653
"Drama,Sci-Fi,Thriller",5824,123
"Comedy,War,Drama",5825,654
"Comedy,Drama",5826,10
"Adventure,Comedy,Family",5827,204
"Action,Adventure,Family",5828,241
Western,5829,103
"Crime,Drama",5830,21
Comedy,5831,55
Drama,5832,32
"Short,Drama",5833,366
"Drama,Sport",5834,116
"Drama,Fantasy,Romance",5835,27
Documentary,5836,11
"Comedy,Drama,Music",5837,185
"Crime,Drama,Thriller",5838,73
"Comedy,Drama,Romance",5839,64
"Action,Crime,Drama",5840,24
"Biography,Crime,Drama",5841,95
"Biography,Drama,Romance",5842,178
"Comedy,Drama",5843,10
"Comedy,Drama",5844,10
"Crime,Drama,Thriller",5845,73
"Comedy,Romance",5846,9
"Drama,Romance,Comedy",5847,322
"Comedy,Drama,Romance",5848,64
"Adventure,Comedy,Drama",5849,62
"Comedy,Drama,Romance",5850,64
"Comedy,Drama",5851,10
"Comedy,Drama,Romance",5852,64
Comedy,5853,55
"Adventure,Comedy,Drama",5854,62
"Comedy,Drama",5855,10
"Comedy,Drama",5856,10
"Horror,Sci-Fi",5857,146
"Comedy,Drama,Romance",5858,64
"Drama,Comedy",5859,215
"Comedy,Drama",5860,10
Drama,5861,32
"Comedy,Fantasy",5862,148
"Drama,Romance",5863,34
"Comedy,Drama",5864,10
"Biography,Drama,Mystery",5865,537
"Animation,Family",5866,294
"Animation,Comedy,Family",5867,18
"Animation,Comedy,Family",5868,18
"Comedy,Family",5869,246
"Comedy,Family,Sport",5870,245
"Adventure,Drama,Family",5871,52
"Action,Adventure,Family",5872,241
"Drama,Thriller",5873,20
"Drama,Thriller",5874,20
"Action,Comedy,Horror",5875,36
"Animation,Family",5876,294
"Horror,Thriller",5877,46
"Horror,Thriller",5878,46
"Adventure,Comedy,Family",5879,204
Family,5880,134
"Action,Comedy,Family",5881,277
"Family,Musical,Fantasy",5882,655
"Family,Fantasy",5883,279
"Action,Adventure,Family",5884,241
"Family,Fantasy,Musical",5885,273
"Adventure,Thriller",5886,656
"Family,Fantasy,Horror",5887,498
Horror,5888,49
"Comedy,Drama,Family",5889,205
"Adventure,Comedy,Family",5890,204
"Family,Fantasy,Horror",5891,498
"Adventure,Comedy,Family",5892,204
"Adventure,Comedy,Family",5893,204
"Adventure,Family,Fantasy",5894,85
"Comedy,Family,Sci-Fi",5895,74
"Comedy,Drama,Family",5896,205
"Family,Comedy",5897,255
"Family,Fantasy,Musical",5898,273
"Comedy,Horror",5899,48
"Drama,Horror,Mystery",5900,81
"Comedy,Horror,Mystery",5901,237
Sci-Fi,5902,128
Action,5903,50
"Crime,Drama,Musical",5904,91
"Documentary,Music",5905,206
Documentary,5906,11
"Comedy,Horror,Sci-Fi",5907,80
"Family,Fantasy",5908,279
"Drama,Family,Romance",5909,179
Family,5910,134
"Comedy,Drama,Family",5911,205
"Comedy,Drama,Family",5912,205
"Comedy,Family",5913,246
"Comedy,Family",5914,246
"Comedy,Family,Fantasy",5915,253
"Comedy,Family,Music",5916,256
"Drama,Horror,Mystery",5917,81
"Comedy,Family,Western",5918,657
"Adventure,Family,Fantasy",5919,85
"Adventure,Comedy,Drama",5920,62
"Action,Crime,Drama",5921,24
"Drama,Thriller",5922,20
"Crime,Drama,Thriller",5923,73
Horror,5924,49
"Crime,Drama,Mystery",5925,33
"Drama,Thriller",5926,20
"Action,Crime,Drama",5927,24
"Short,Drama",5928,366
"Crime,Mystery,Thriller",5929,42
"Crime,Drama,Mystery",5930,33
"Crime,Drama,Mystery",5931,33
"Biography,Drama",5932,43
"Comedy,Crime,Romance",5933,124
"Action,Thriller",5934,12
"Action,Family,Sci-Fi",5935,658
"Action,Crime,Thriller",5936,72
"Comedy,Fantasy,Horror",5937,154
,5938,138
"Fantasy,Horror,Sci-Fi",5939,132
"Drama,Horror,Thriller",5940,121
"Drama,Mystery",5941,334
Horror,5942,49
Horror,5943,49
"Horror,Thriller",5944,46
"Drama,Horror,Thriller",5945,121
"Family,Fantasy,Thriller",5946,659
"Comedy,Family,Fantasy",5947,253
"Comedy,Family",5948,246
"Action,Comedy,Sci-Fi",5949,167
"Action,Horror,Thriller",5950,374
"Action,Horror,Sci-Fi",5951,189
"Comedy,Drama,Family",5952,205
"Comedy,Family,Fantasy",5953,253
"Comedy,Family,Fantasy",5954,253
Horror,5955,49
"Comedy,Drama,Fantasy",5956,41
"Horror,Sci-Fi",5957,146
"Comedy,Drama,Romance",5958,64
"Drama,Romance",5959,34
"Comedy,Sci-Fi",5960,212
"Comedy,Romance",5961,9
"Comedy,Romance",5962,9
"Comedy,Romance",5963,9
"Comedy,Romance",5964,9
"Comedy,Romance",5965,9
"Comedy,Crime,Drama",5966,93
"Comedy,Fantasy,Romance",5967,144
"Comedy,Romance,Sport",5968,92
"Drama,Mystery,Romance",5969,69
"Comedy,Romance",5970,9
"Crime,Thriller",5971,122
"Drama,Mystery,Thriller",5972,13
"Fantasy,Horror,Thriller",5973,515
"Horror,Thriller",5974,46
"Horror,Sci-Fi",5975,146
"Horror,Thriller",5976,46
"Documentary,Music",5977,206
"Mystery & Suspense,Horror",5978,606
"Crime,Drama,Mystery",5979,33
Documentary,5980,11
"Crime,Drama",5981,21
"Biography,Drama,History",5982,140
"Comedy,Crime,Romance",5983,124
Documentary,5984,11
"War,Drama",5985,380
"Crime,Drama,Romance",5986,65
"Horror,Mystery,Sci-Fi",5987,375
"Documentary,Comedy",5988,4
"Drama,Romance",5989,34
"Drama,Music,Romance",5990,348
"Horror,Mystery,Thriller",5991,0
"Comedy,Horror",5992,48
"Horror,Mystery",5993,79
"Comedy,Horror,Thriller",5994,7
"Comedy,Horror",5995,48
"Action,Comedy,Horror",5996,36
"Horror,Thriller",5997,46
"Comedy,Romance,Thriller",5998,441
Drama,5999,32
"Drama,Thriller",6000,20
Drama,6001,32
"Romance,Musical & Performing Arts,Comedy",6002,660
"Musical,Comedy",6003,661
"Crime,Horror,Mystery",6004,325
"Horror,Sci-Fi",6005,146
Thriller,6006,5
Drama,6007,32
"Action,Crime,Drama",6008,24
"Action,Comedy,Crime",6009,109
"Drama,Mystery",6010,334
"Drama,Mystery,Romance",6011,69
"Drama,Horror,Mystery",6012,81
"Drama,Sci-Fi,Thriller",6013,123
"Fantasy,Mystery,Thriller",6014,662
"Action & Adventure,Science Fiction & Fantasy",6015,267
"Documentary,Short",6016,663
"Documentary,Biography,History",6017,39
Documentary,6018,11
Documentary,6019,11
Documentary,6020,11
Documentary,6021,11
Documentary,6022,11
Documentary,6023,11
"Documentary,Comedy",6024,4
"Comedy,Crime",6025,153
"Documentary,Animation,History",6026,664
Documentary,6027,11
"Documentary,Action,Comedy",6028,665
"Action,Comedy,Crime",6029,109
Documentary,6030,11
"Documentary,News",6031,558
"Documentary,Music",6032,206
Horror,6033,49
"Action,Horror,Romance",6034,666
"Comedy,Romance",6035,9
"Comedy,Sport",6036,166
"Action,Adventure,Romance",6037,139
"Comedy,Musical,Romance",6038,28
"Action,Sport",6039,667
"Comedy,Horror",6040,48
Comedy,6041,55
"Drama,Romance",6042,34
"Drama,Mystery,Romance",6043,69
"Drama,Horror,Thriller",6044,121
"Action,Horror",6045,23
"Crime,Drama",6046,21
Drama,6047,32
"Drama,Romance",6048,34
"Biography,Drama,History",6049,140
"Biography,Drama,History",6050,140
Horror,6051,49
"Crime,Drama,Horror",6052,491
"Action,Crime,Drama",6053,24
"Action,Biography,Crime",6054,668
"Drama,Action",6055,669
"Action,Drama,Crime",6056,360
"Action,Crime,Drama",6057,24
"Action,Drama",6058,150
"Documentary,Biography,Sport",6059,37
"Horror,Thriller",6060,46
"Crime,Horror,Thriller",6061,543
Horror,6062,49
Horror,6063,49
"Horror,Thriller",6064,46
Horror,6065,49
Comedy,6066,55
Horror,6067,49
"Horror,Sci-Fi",6068,146
Horror,6069,49
"Comedy,Horror",6070,48
"Comedy,Horror",6071,48
"Action,Crime,Thriller",6072,72
"Animation,Action,Comedy",6073,251
Documentary,6074,11
"Horror,Thriller",6075,46
"Drama,War",6076,66
"Crime,Horror,Sci-Fi",6077,670
"Horror,Thriller",6078,46
Horror,6079,49
"Comedy,Drama,Romance",6080,64
Horror,6081,49
"Horror,Thriller",6082,46
"Drama,Horror",6083,8
"Action,Adventure,Comedy",6084,125
Horror,6085,49
,6086,138
Comedy,6087,55
"Mystery,Romance,Thriller",6088,218
Sci-Fi,6089,128
Horror,6090,49
"Comedy,Music,Romance",6091,107
"Crime,Horror,Mystery",6092,325
Comedy,6093,55
"Drama,Horror",6094,8
Comedy,6095,55
"Horror,Thriller",6096,46
"Comedy,Crime,Drama",6097,93
"Adventure,Drama,History",6098,59
"Biography,Drama",6099,43
"Biography,Drama,History",6100,140
"Biography,Drama,History",6101,140
"Drama,History",6102,58
"Biography,Drama,History",6103,140
"Adventure,Biography,Drama",6104,126
Drama,6105,32
"Comedy,Drama,Romance",6106,64
"Comedy,Horror,Thriller",6107,7
"Horror,Mystery",6108,79
Horror,6109,49
Western,6110,103
"Horror,Mystery",6111,79
"Action,Crime,Thriller",6112,72
"Comedy,Drama,Romance",6113,64
"Drama,History,Western",6114,671
Western,6115,103
Western,6116,103
Western,6117,103
"Romance,Western",6118,202
"Action,Adventure,Western",6119,211
"War,Western",6120,672
"Horror,Mystery",6121,79
"Western,Adventure,Romance",6122,673
"Drama,Action & Adventure,Classics",6123,674
"Horror,Mystery,Thriller",6124,0
"Crime,Drama,Romance",6125,65
"Adventure,Drama,Romance",6126,111
"Comedy,Music",6127,274
Drama,6128,32
"Comedy,Music",6129,274
Drama,6130,32
"Adventure,Comedy,Drama",6131,62
"Comedy,Drama",6132,10
Drama,6133,32
"Comedy,Crime,Drama",6134,93
Comedy,6135,55
Comedy,6136,55
"Comedy,Romance,Sport",6137,92
Comedy,6138,55
"Comedy,Romance,Sci-Fi",6139,53
Comedy,6140,55
"Drama,War",6141,66
"Comedy,Crime,Romance",6142,124
"Comedy,Drama",6143,10
"Action,Comedy,Drama",6144,278
Drama,6145,32
"Drama,Kids & Family,Romance",6146,675
"Drama,Romance",6147,34
"Adventure,Drama",6148,136
"Drama,Classics",6149,118
Comedy,6150,55
"Comedy,Drama,Romance",6151,64
"Comedy,Drama",6152,10
Drama,6153,32
"Crime,Mystery,Thriller",6154,42
"Horror,Thriller",6155,46
"Action,Thriller",6156,12
"Crime,Drama,Thriller",6157,73
"Drama,Horror,Mystery",6158,81
"Drama,Romance",6159,34
Drama,6160,32
"Biography,Drama,Music",6161,207
"Comedy,Drama,Romance",6162,64
"Biography,Drama,Romance",6163,178
Drama,6164,32
Drama,6165,32
Drama,6166,32
Drama,6167,32
Drama,6168,32
"Drama,Romance",6169,34
"Comedy,Crime",6170,153
Horror,6171,49
Comedy,6172,55
"Crime,Drama,Romance",6173,65
Drama,6174,32
"Art House & International,Drama",6175,676
"Comedy,Crime,Mystery",6176,210
Drama,6177,32
Drama,6178,32
Drama,6179,32
"Drama,Romance,Classics",6180,386
"Drama,Musical,Romance",6181,96
"Adventure,Drama,Romance",6182,111
"Comedy,Musical,Romance",6183,28
Drama,6184,32
"Drama,Romance",6185,34
"Drama,Action & Adventure,Classics,Comedy",6186,677
"Comedy,Musical,Romance",6187,28
"Comedy,Musical,Romance",6188,28
"Drama,Musical,Romance",6189,96
Horror,6190,49
"Horror,Mystery,Thriller",6191,0
Comedy,6192,55
Comedy,6193,55
"Science Fiction & Fantasy,Comedy",6194,678
Comedy,6195,55
"Comedy,Fantasy,Horror",6196,154
Comedy,6197,55
Drama,6198,32
Thriller,6199,5
"Family,Animation,Comedy",6200,630
"Drama,Music,Romance",6201,348
"Drama,Music,Musical",6202,141
"Drama,Romance,Western",6203,312
Horror,6204,49
Horror,6205,49
"Comedy,Horror",6206,48
Horror,6207,49
"Horror,Thriller",6208,46
Horror,6209,49
Horror,6210,49
"Drama,Horror,Thriller",6211,121
Horror,6212,49
Horror,6213,49
"Biography,Drama,Fantasy",6214,679
Horror,6215,49
"Horror,Thriller",6216,46
Horror,6217,49
"Horror,Thriller",6218,46
"Mystery,Thriller",6219,159
Horror,6220,49
"Comedy,Horror,Thriller",6221,7
"Horror,Thriller",6222,46
"Biography,Drama,History",6223,140
"Action,Adventure,Horror",6224,265
Horror,6225,49
"Crime,Thriller,Mystery",6226,583
Mystery,6227,67
"Adventure,Crime,Drama",6228,152
"Crime,Mystery,Thriller",6229,42
"Adventure,Crime,Mystery",6230,680
Mystery,6231,67
"Mystery,Thriller",6232,159
Mystery,6233,67
"Crime,Mystery,Thriller",6234,42
"Crime,Drama,Mystery",6235,33
"Crime,Mystery,Thriller",6236,42
"Drama,Comedy",6237,215
"Action,Crime,Thriller",6238,72
"Short,Romance",6239,681
Sci-Fi,6240,128
"Action,Adventure,Comedy",6241,125
"Action,Adventure,Sci-Fi",6242,82
"Drama,Horror,Thriller",6243,121
"Horror,Mystery,Thriller",6244,0
"Drama,Horror,Thriller",6245,121
"Comedy,Horror",6246,48
"Horror,Thriller",6247,46
"Crime,Mystery,Thriller",6248,42
"Horror,Thriller",6249,46
"Horror,Mystery,Thriller",6250,0
"Horror,Thriller",6251,46
"Crime,Drama,Thriller",6252,73
"Action,Biography,Drama",6253,317
"Comedy,Horror",6254,48
"Action,Adventure,Comedy",6255,125
"Horror,Sci-Fi,Thriller",6256,192
Horror,6257,49
"Comedy,Horror",6258,48
"Horror,Thriller",6259,46
Horror,6260,49
"Horror,Thriller",6261,46
"Drama,Horror,Mystery & Suspense",6262,425
Drama,6263,32
"Biography,Drama",6264,43
Documentary,6265,11
"Documentary,Biography,History",6266,39
"Documentary,Biography,History",6267,39
"Biography,Drama",6268,43
"Documentary,Biography",6269,3
"Documentary,History",6270,149
Horror,6271,49
"Comedy,Drama,Fantasy",6272,41
"Horror,Mystery,Thriller",6273,0
Drama,6274,32
"Drama,Thriller",6275,20
"Drama,Thriller",6276,20
"Horror,Thriller",6277,46
"Crime,Drama",6278,21
"Mystery & Suspense,Drama",6279,186
"Comedy,Drama,Music",6280,185
"Action,Adventure,Biography",6281,226
"Action,Mystery,Thriller",6282,129
"Action,Adventure,Romance",6283,139
"Adventure,Comedy,Drama",6284,62
"Adventure,Drama,Romance",6285,111
"Comedy,Crime,Drama",6286,93
"Comedy,Drama",6287,10
"Animation,Biography,Drama",6288,682
"Comedy,Horror",6289,48
Drama,6290,32
"Comedy,Drama",6291,10
"Musical,Comedy",6292,661
"Comedy,Musical,Romance",6293,28
"Drama,Thriller",6294,20
Drama,6295,32
"Comedy,Musical",6296,56
"Crime,Comedy",6297,683
"Comedy,Musical",6298,56
"Crime,Drama,Music",6299,364
"Horror,Thriller",6300,46
"Horror,Mystery",6301,79
"Drama,Horror,Mystery",6302,81
"Horror,Thriller",6303,46
"Horror,Sci-Fi,Thriller",6304,192
"Horror,Mystery",6305,79
"Horror,Thriller",6306,46
"Drama,Horror,Thriller",6307,121
"Horror,Thriller",6308,46
"Drama,Horror,Thriller",6309,121
"Horror,Thriller",6310,46
"Crime,Drama,Horror",6311,491
"Drama,Thriller",6312,20
Horror,6313,49
"Horror,Thriller",6314,46
Documentary,6315,11
"Horror,Thriller",6316,46
Documentary,6317,11
"Crime,Horror,Thriller",6318,543
"Drama,Romance",6319,34
"Biography,Drama,Music",6320,207
"Drama,Sci-Fi",6321,77
"Mystery,Thriller",6322,159
Horror,6323,49
"Drama,Mystery,Romance",6324,69
Comedy,6325,55
Horror,6326,49
Drama,6327,32
Comedy,6328,55
"Action,Thriller",6329,12
"Action,Thriller",6330,12
"Drama,Mystery,Thriller",6331,13
"Action,Crime,Thriller",6332,72
"Action,Adventure",6333,100
"Adventure,Horror,Mystery",6334,299
"Drama,Horror",6335,8
Horror,6336,49
"Horror,Thriller",6337,46
Mystery,6338,67
"Horror,Mystery,Thriller",6339,0
Horror,6340,49
"Horror,Thriller",6341,46
"Horror,Mystery,Thriller",6342,0
"Action,Adventure,Drama",6343,63
"Action,Crime,Mystery",6344,209
"Action,Crime,Drama",6345,24
Drama,6346,32
"Drama,War",6347,66
Horror,6348,49
"Horror,Romance,Sci-Fi",6349,240
"Horror,Thriller",6350,46
"Horror,Thriller",6351,46
"Horror,Mystery,Thriller",6352,0
"Drama,Horror",6353,8
"Horror,Thriller",6354,46
"Horror,Sci-Fi,Thriller",6355,192
"Horror,Sci-Fi,Thriller",6356,192
"Mystery,Thriller",6357,159
"Horror,Sci-Fi,Thriller",6358,192
"Horror,Thriller",6359,46
Horror,6360,49
"Crime,Drama,Horror",6361,491
"Horror,Mystery,Thriller",6362,0
"Short,Action",6363,622
"Horror,Thriller",6364,46
"Drama,Mystery,Romance",6365,69
"Comedy,Horror,Mystery",6366,237
"Comedy,Fantasy,Mystery",6367,684
Horror,6368,49
Documentary,6369,11
Drama,6370,32
"Action,Crime,Sci-Fi",6371,310
"Crime,Drama,Romance",6372,65
"Action,Drama,Thriller",6373,142
"Crime,Drama,Thriller",6374,73
Drama,6375,32
"Crime,Drama,Thriller",6376,73
"Biography,Crime,Drama",6377,95
"Documentary,Comedy,Drama",6378,87
"Action,Thriller",6379,12
"Crime,Drama,Romance",6380,65
"Comedy,Romance",6381,9
"Comedy,Romance",6382,9
"Drama,Romance",6383,34
"Horror,Sci-Fi,Thriller",6384,192
Documentary,6385,11
"Horror,Sci-Fi,Thriller",6386,192
"Mystery,Sci-Fi,Thriller",6387,184
"Biography,Drama,Horror",6388,685
"Horror,Sci-Fi,Thriller",6389,192
"Mystery,Sci-Fi",6390,31
"Horror,Sci-Fi",6391,146
"Drama,Thriller",6392,20
"Thriller,Crime,Drama",6393,686
"Action,Sci-Fi",6394,76
Horror,6395,49
"Horror,Sci-Fi,Thriller",6396,192
"Action,Adventure,Sci-Fi",6397,82
"Action,Comedy,Crime",6398,109
"Action,Adventure,Thriller",6399,22
Drama,6400,32
"Drama,Romance",6401,34
"Crime,Drama,Thriller",6402,73
"Crime,Mystery,Thriller",6403,42
"Crime,Drama,War",6404,687
"Crime,Drama,Thriller",6405,73
"Drama,History,War",6406,304
"Horror,Mystery,Thriller",6407,0
"Action,Adventure,Romance",6408,139
Comedy,6409,55
"Comedy,Crime,Drama",6410,93
Thriller,6411,5
"Romance,Drama",6412,533
"Action,Horror",6413,23
Horror,6414,49
Horror,6415,49
Horror,6416,49
"Sci-Fi,Horror",6417,172
"Horror,Mystery",6418,79
Horror,6419,49
"Horror,Sci-Fi,Thriller",6420,192
Horror,6421,49
"Horror,Sci-Fi",6422,146
"Drama,Fantasy,Thriller",6423,535
"Comedy,Horror,Sci-Fi",6424,80
"Horror,Sci-Fi",6425,146
"Horror,Sci-Fi,Thriller",6426,192
Mystery,6427,67
"Horror,Sci-Fi",6428,146
"Science Fiction & Fantasy,Horror",6429,688
Thriller,6430,5
"Horror,Thriller",6431,46
"Sci-Fi,Horror",6432,172
Horror,6433,49
"Sci-Fi,Horror",6434,172
"Horror,Mystery,Romance",6435,689
"Science Fiction & Fantasy,Horror",6436,688
"Sci-Fi,Horror,Mystery",6437,532
"Horror,Thriller",6438,46
"Horror,Sci-Fi,Thriller",6439,192
Horror,6440,49
"Horror,Thriller",6441,46
"Adventure,Western",6442,119
"Sci-Fi,Horror",6443,172
"Horror,Thriller",6444,46
"Drama,Horror,Romance",6445,160
Horror,6446,49
"Horror,Thriller",6447,46
Horror,6448,49
"Action,Adventure,Thriller",6449,22
"Action,Crime,Drama",6450,24
"Action,Crime,Drama",6451,24
"Horror,Mystery",6452,79
"Action,Crime",6453,422
"Action,Crime,Drama",6454,24
Thriller,6455,5
"Action,Drama,Horror",6456,1
"Horror,Thriller",6457,46
"Drama,Thriller",6458,20
"Action,Thriller",6459,12
"Action,Drama",6460,150
"Action,Drama",6461,150
"Action,Thriller",6462,12
"Action,Drama",6463,150
"Action,Drama,Romance",6464,26
"Action,Comedy",6465,165
"Action,Drama",6466,150
"Action,Adventure,Romance",6467,139
"Action,Crime,Drama",6468,24
"Action,Drama",6469,150
"Action,Drama,Thriller",6470,142
"Action,Adventure,Horror",6471,265
"Comedy,Horror,Sci-Fi",6472,80
"Horror,Sci-Fi",6473,146
"Drama,Romance",6474,34
"Horror,Mystery,Sci-Fi",6475,375
"Comedy,Horror,Sci-Fi",6476,80
"Horror,Sci-Fi",6477,146
"History,Western",6478,602
"Documentary,News",6479,558
"Comedy,Drama,Thriller",6480,232
Drama,6481,32
"Drama,Classics",6482,118
"Crime,Drama,Thriller",6483,73
"Horror,Mystery,Thriller",6484,0
"Action,Drama,War",6485,307
Drama,6486,32
"Documentary,History,News",6487,586
"Documentary,War",6488,580
"Documentary,War",6489,580
"Documentary,Action,History",6490,231
"Drama,War",6491,66
"Documentary,War",6492,580
"Comedy,Drama",6493,10
Drama,6494,32
"Crime,Drama,Film-Noir",6495,54
"Crime,Drama,Film-Noir",6496,54
"History,Western",6497,602
"Crime,Film-Noir,Mystery",6498,309
"Drama,Film-Noir,Thriller",6499,385
"Crime,Drama,Film-Noir",6500,54
Musical,6501,176
"Crime,Drama,Film-Noir",6502,54
"Biography,Drama,War",6503,315
"Drama,Romance,War",6504,101
"Crime,Film-Noir,Mystery",6505,309
"Biography,Drama,History",6506,140
"Documentary,Biography,History",6507,39
"Horror,Mystery,Thriller",6508,0
Documentary,6509,11
"Horror,Thriller",6510,46
"Drama,Romance",6511,34
