Name,Description,original_index,unique_index
1971,The story of a notorious 1971 activist burglary of an FBI office that lead to the Bureau's numerous abuses against dissidents being exposed.,5541,5541
Merchants of Doubt,"A documentary that looks at pundits-for-hire who present themselves as scientific authorities as they speak about topics like toxic chemicals, pharmaceuticals and climate change.",5542,5542
Tales of the Grim Sleeper,"Nick Broomfield digs into the case of the notorious serial killer known as the Grim Sleeper, who terrorized South Central Los Angeles over a span of twenty-five years.",5543,5543
The War Room,A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.,5544,5544
Thought Crimes: The Case of the Cannibal Cop,"Dubbed 'The Cannibal Cop,' Gilberto Valle was convicted in March 2013 of conspiring to kidnap and eat young women. Valle argued it was all a fantasy; the prosecution's narrative convinced ...",5545,5545
Magic Mike,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",5546,5546
Rudderless,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",5547,5547
Boulevard,A devoted husband in a marriage of convenience is forced to confront his secret life.,5548,5548
Spare Parts,"Four Hispanic high school students form a robotics club. With no experience, 800 bucks, used car parts and a dream, this rag tag team goes up against the country's reigning robotics champion, MIT.",5549,5549
Little Boy,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,5550,5550
Unexpected,An inner-city high school teacher discovers she is pregnant at the same time as one of her most promising students and the two develop an unlikely friendship while struggling to navigate their unexpected pregnancies.,5551,5551
Before We Go,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,5552,5552
Cartel Land,"A physician in Michoacán, Mexico leads a citizen uprising against the drug cartel that has wreaked havoc on the region for years. Across the U.S. border, a veteran heads a paramilitary ...",5553,5553
The Devil's Candy,A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas.,5554,5554
Southbound,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,5555,5555
Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,5556,5556
Fun Size,"Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. With her best friend and two nerds at her side, she needs to find her brother before her mom finds out he's missing.",5557,5557
Addicted to Fresno,Follows the lives two co-dependent sisters who work as hotel maids in Fresno.,5558,5558
This Thing with Sarah,A listless writer pursues a woman to help him get over his ex girlfriend.,5559,5559
Posthumous,"After false reports of his demise put him and his work on the map, an artist decides to continue the charade by posing as his own brother. Soon, a reporter enters his life and has a profound effect on him.",5560,5560
A Teacher,"A high school teacher in Austin, Texas has an affair with one of her students. Her life begins to unravel as the relationship comes to an end.",5561,5561
"Men, Women & Children","A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communication, their self-image, and their love lives.",5562,5562
They Came Together,A small business owner is about to lose her shop to a major corporate development.,5563,5563
Dear White People,The lives of four black students at an Ivy League college.,5564,5564
The DUFF,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",5565,5565
Into the Woods,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,5566,5566
Alex of Venice,A workaholic attorney is forced to reinvent her life after her husband suddenly leaves.,5567,5567
As Cool as I Am,A smart teenage girl comes of age in a small town with her self-centered parents who had her when they were teenagers.,5568,5568
The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",5569,5569
Adult Beginners,"A young, narcissistic entrepreneur crashes and burns on the eve of his company's big launch. With his entire life in total disarray, he leaves Manhattan to move in with his estranged ...",5570,5570
Comet,"Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.",5571,5571
Ballistic: Ecks vs. Sever,"Tasked with destroying each other, an FBI agent and a rogue DIA agent soon discover that there's a much bigger enemy at work.",5572,5572
Scaramouche,"After Andre Moreau finds he is the secret bastard son of a recently deceased noble, he realizes that it his own sister that he's romantically drawn to.",5573,5573
The Prisoner of Zenda,"Anthony Hope's classic tale gets a decidedly 'un-classic' treatment at the hands of Peter Sellers. Following the story somewhat, friends of the new King Rudolph of Ruritania fear for his ...",5574,5574
King Solomon's Mines,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,5575,5575
The Prisoner of Zenda,"King Rudolf of Ruritania is saved from a coup attempt by the help of his lookalike cousin, who falls in love with the king's fiancee.",5576,5576
I'll Cry Tomorrow,"Deprived of a normal childhood by her ambitious mother, Katie, Lillian Roth becomes a star of Broadway and Hollywood before she is twenty. Shortly before her marriage to her childhood ...",5577,5577
If I Were King,Vagabond poet François Villon rises to high office in 1463 Paris.,5578,5578
The Corsican Brothers,"Douglas Fairbanks jr plays Siamese twins, separated by a good doctor [scalpel hemostat sutures quickly!!] after their parents are killed by Vendetta, personified by Akim Tamiroff in bolero ...",5579,5579
The Exile,"Charles II, the King of England, finds himself in exile in Holland, where he falls in love with a beautiful farm-girl.",5580,5580
A Tale of Two Cities,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",5581,5581
Random Harvest,"An amnesiac World War I vet falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-War life.",5582,5582
The Imitation Game,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",5583,5583
Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",5584,5584
Birdman: Or (The Unexpected Virtue of Ignorance),"Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",5585,5585
A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,5586,5586
Run All Night,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",5587,5587
Four Brothers,Four brothers look to avenge their mother's death.,5588,5588
Watchmen,"In an alternate 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",5589,5589
Children of Men,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",5590,5590
Priest,A priest disobeys church law to track down the vampires who kidnapped his niece.,5591,5591
30 Days of Night,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.",5592,5592
Legion,A group of strangers fight for the welfare of humanity.,5593,5593
Sliding Doors,"A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.",5594,5594
Time Lapse,"Three friends discover a mysterious machine that takes pictures 24hrs into the future and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.",5595,5595
Whiplash,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,5596,5596
Chappie,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",5597,5597
Jupiter Ascending,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,5598,5598
If I Stay,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",5599,5599
Tarzan & Jane,"After being married an entire year, Jane thinks back on some of her and Tarzan's adventures as she seaches for something special to mark the occasion with.",5600,5600
Winnie the Pooh: A Very Merry Pooh Year,Ring in the season with Winnie The Pooh in a holiday adventure.,5601,5601
Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until ...",5602,5602
Born to Be Wild,Rick Heller is a juvenile delinquent who keeps getting himself into trouble. To keep him out of trouble his mother puts him to work cleaning the cage of a gorilla named Katie which she is ...,5603,5603
Benji the Hunted,Benji is left in the wilderness after an accident - can he survive ?,5604,5604
Squanto: A Warrior's Tale,Historically inaccurate chronicle of Squanto's life prior to and including the arrival of the 'Mayflower' in 1620.,5605,5605
Teacher's Pet,"Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue.",5606,5606
A Far Off Place,The witty Nonni and the stuck-up city-boy Harry are the only ones to survive a massacre of a gang of poachers among the gamekeeper's family on his lonesome farm in the savanna. Now the ...,5607,5607
Amy,A woman leaves her husband after the death of her child to teach deaf children how to speak. Her own child was deaf and although she has no formal training she successfully teaches one boy.,5608,5608
Unidentified Flying Oddball,An astronaut and his android double travel back to the time of King Arthur.,5609,5609
Mac and Me,A Mysterious Alien Creature (MAC ?) trying to escape from NASA is befriended by a young boy in a wheel chair.,5610,5610
Cop & ½,"Devon Butler is an eight-year old who dreams of being a cop. He watches police TV shows, knows police procedures, and plays cops and robbers with his friend Ray. One day, while snooping ...",5611,5611
Big Trouble,Insurance agent plots with client to kill her nutty husband.,5612,5612
The Devil and Max Devlin,"When Max dies in an accident, he goes straight to hell. But the devil Barney makes him an offer: if he manages to get three innocent youths to sell him their souls in the next two months, ...",5613,5613
Neighbors,"A quiet man's peaceful suburban lifestyle is threatened by the new, obnoxious couple that moves in next door.",5614,5614
Tall Tale,A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their ...,5615,5615
The Jungle Book,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wolves, and how he becomes king of the jungle.",5616,5616
Life with Mikey,"Michael Chapman was once a child TV star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They can't seem ...",5617,5617
Max Keeble's Big Move,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",5618,5618
Jonah: A VeggieTales Movie,"When the singing Veggies encounter some car trouble, they're stranded at old, rundown seafood joint where nothing is quite as it seems. As Bob the Tomato and the kids settle in to wait for ...",5619,5619
The Eyes of the Amaryllis,"In 1880, a little girl is sent to Nantucket Island to live with her grandmother. She discovers, however, that her grandmother is an odd woman who has some strange habits, one of which is ...",5620,5620
Everlasting,A High School Filmmaker travels to Los Angeles to confront the man who murdered his girlfriend.,5621,5621
Dirty Dancing: Havana Nights,"In November 1958, the American teenager Katey Miller moves with her parents and her younger sister to Havana. Her father is an executive of Ford expatriated to Cuba, and Katey is an ...",5622,5622
Somewhere in Time,A Chicago playwright uses self-hypnosis to find the actress whose vintage portrait hangs in a grand hotel.,5623,5623
Back to the Secret Garden,"Return to the magical place where hope and friendship grow. Back To The Secret Garden, the sequel inspired by the classic children's tale, The Secret Garden, leads us into a magical world ...",5624,5624
Someone Like You...,"After being jilted by her boyfriend, a talkshow talent scout writes a sexist column accusing all men of being cheaters, which gains her national fame.",5625,5625
Still Alice,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,5626,5626
Hollywood Party,"Jimmy Durante is jungle star Schnarzan the Conqueror, but the public is tiring of his fake lions. So when Baron Munchausen comes to town with real man-eating lions, Durante throws a big ...",5627,5627
The Phantom Tollbooth,"Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do, he gets in his toy car and drives through - only to emerge in a world full of adventure.",5628,5628
Billie,"A 16-year-old tomboy and high school athlete finds herself caught between being beating boys at sports and having a boyfriend, while her conservative father opposes women's rights in his campaign for mayor.",5629,5629
The Littlest Rebel,"Shirley Temple's father, a rebel officer, sneaks back to his rundown plantation to see his family and is arrested. A Yankee takes pity and sets up an escape. Everyone is captured and the ...",5630,5630
Captain January,"Shirley lives with a lighthouse keeper who rescued her when her parents drowned. A truant officer decides she should go to boarding school, but she's rescued by relatives. Buddy Ebsen dances 'At The Codfish Ball' with Shirley.",5631,5631
Rebecca of Sunnybrook Farm,Rebecca's Uncle Harry leaves her with Aunt Miranda who forbids her to associate with show people. But neighbor Anthony Kent is a talent scout who secretly set it up for her to broadcast.,5632,5632
Dimples,Dimples Appleby lives with the pick-pocket grandfather in 19th century New York City. She entertains the crowds while he works his racket. A rich lady makes it possible for the girl to go legit. 'Uncle Tom's Cabin' is performed.,5633,5633
Stand Up and Cheer!,President Franklin Roosevelt appoints a theatrical producer as the new Secretary of Amusement in order to cheer up an American public still suffering through the Depression. The new ...,5634,5634
Our Little Girl,Don Middleton is so caught up with his work he neglects his wife Elsa. Lonely Elsa begins to spend more time with Don's best friend and they become attracted to one another. Don and Elsa ...,5635,5635
The Barefoot Executive,A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbor's ...,5636,5636
"No Deposit, No Return","Two would-be safe-crackers 'sort of' kidnap the two grandchildren of millionaire J. W. Osborne. In a story somewhat reminiscent of O. Henry's The Ransom of Red Chief, the ransom amount ...",5637,5637
White Fang 2: Myth of the White Wolf,"In order to save one of the last Alaskin native tribes, Fang bands together with a friend of his master to stop miners from destroying a sacred land.",5638,5638
Alaska,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency ...",5639,5639
Bon Voyage!,"The Willards from Terre Haute, Indiana, travels abroad for a once-in-a-lifetime vacation in Paris, France. Harry Willard believes that the greatest problem will be avoiding tap water, but ...",5640,5640
Far from Home: The Adventures of Yellow Dog,"Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when...",5641,5641
A Dog's Tale,"Anything is possible when the Professor tells Tim about a supernova that grants wishes. Unfortunately, when Tim's wish doesn't go as planned, he finds himself in a dog's body!",5642,5642
Boyhood,"The life of Mason, from early childhood to his arrival at college.",5643,5643
For the Love of Benji,"Benji sniffs out a bogus CIA agent in Athens, Greece.",5644,5644
Benji,A stray dog saves two kidnapped children.,5645,5645
Selma,"A chronicle of Martin Luther King's campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama in 1965.",5646,5646
The Legend of Wolf Mountain,Three children are kidnapped and taken to the forest by escaped convicts. There they escape but are pursued by the convicts. Forest rangers and police set out to rescue them.,5647,5647
Castle Rock,A teen girl gets lost in the desert. She runs into a young man on the run from the law who's on his way to Mexico. They decide to travel together.,5648,5648
Wind Dancer,"When a young girl is injured by a riding accident, she overcomes her injury with the help of her family and her beloved horse.",5649,5649
The Giant of Thunder Mountain,A mountain man is falsely accused of the murder of his parents.,5650,5650
"Good Morning, Vietnam",An unorthodox and irreverent DJ begins to shake up things when he is assigned to the US Armed Services Radio station in Vietnam.,5651,5651
Awakenings,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",5652,5652
Voyager from the Unknown,"This film consists of two tales of time travel, combining science fiction characters with actual historical figures. Hexum stars as Phineas Bogg, a time traveler who teams up with an orphan...",5653,5653
Tom Sawyer,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral, and witnessing a murder.",5654,5654
The Adventures of Huckleberry Finn,"Huckleberry Finn, a rambunctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi ...",5655,5655
The Adventures of Huckleberry Finn,"Huckleberry Finn, a rambunctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi ...",5656,5655
Lassie's Great Adventure,Add a Plot,5657,5656
Lassie,"The dog everyone loves now leaps into the '90s in this all-new exciting, updated version of Lassie! Determined to start a new life in the country, the Turner Family - Dad, stepmom, little ...",5658,5657
Ricki and the Flash,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",5659,5658
Boychoir,"Stet, a troubled and angry 11-year-old orphan from a small Texas town, ends up at a Boy Choir school back East after the death of his single mom. Completely out of his element, he finds ...",5660,5659
Where Hope Grows,A baseball player whose professional career was cut short due to his personal problems is suddenly awakened and invigorated by a young-man with Down syndrome who works at the local grocery store.,5661,5660
The Carpetbaggers,"Jonas Cord is a disagreeable rich young tycoon on the corporate make, with some subplots about booze, broads and Hollywood in the 1930's.",5662,5661
Fanny Hill: Memoirs of a Woman of Pleasure,"Young, pretty and innocent Fanny Hill has lost her parents and must find her way in life amidst the perils of turbulent 18th century London. She is fortunate enough to find rapidly a place ...",5663,5662
The Last Flight of Noah's Ark,"When a plane carrying various animals makes a forced landing on a desert island, the only chance to escape is to convert the plane into a boat.",5664,5663
Life,A photographer for Life Magazine is assigned to shoot pictures of James Dean.,5665,5664
The Invisible Boy,A ten-year-old boy and Robby the Robot team up to prevent a Super Computer from controlling the Earth from a satellite.,5666,5665
Mousehunt,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,5667,5666
Broken Flowers,"As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers.",5668,5667
The Savages,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,5669,5668
Margot at the Wedding,"Margot and her son Claude decide to visit her sister Pauline after she announces that she is marrying less-than-impressive Malcolm. In short order, the storm the sisters create leaves behind a mess of thrashed relationships and exposed family secrets.",5670,5669
The Life Aquatic with Steve Zissou,"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",5671,5670
Rushmore,The extracurricular king of Rushmore preparatory school is put on academic probation.,5672,5671
1776,A musical retelling of the American Revolution's political struggle in the Continental Congress to declare independence.,5673,5672
The Horse in the Gray Flannel Suit,"Frederick Bolton has to solve two problems. First, his boss has instructed him to come up with a reasonable campaign to promote a new product, a stomach pill named 'Aspercel' - by tomorrow....",5674,5673
The Incredible Mr. Limpet,Meek and mild mannered bookkeeper Henry Limpet has few passions in life. It's mid-1941 and he would love to join the Navy but has been rated 4F. His friend George Stickle is in the Navy and...,5675,5674
Tom and Jerry: The Movie,Tom and Jerry must save a girl from her evil aunt.,5676,5675
Buck Privates Come Home,Two ex-soldiers return from overseas--one of them having smuggled into the country a French orphan girl he has become attached to. They wind up running into their old sergeant--who hates ...,5677,5676
The Wistful Widow of Wagon Gap,"Chester Wooley (Lou Costello) and Duke Egan (Bud Abbott) are traveling salesmen who make a stopover in Wagon Gap, Montana while en route to California. During the stopover, a notorious ...",5678,5677
Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,5679,5678
The Seven Little Foys,"After the young wife of vaudevillian Eddie Foy passes away, he incorporates their seven children into the act and takes it on the road.",5680,5679
Hans Christian Andersen,"The opening scene of the movie describes it best: 'Once upon a time there lived in Denmark a great storyteller named Hans Christian Andersen. This is not the story of his life, but a fairy tale about the great spinner of fairy tales.'",5681,5680
Pollyanna,"In this Disney film, orphan Pollyanna is sent to live with her wealthy Aunt Polly. A humorless sort, Aunt Polly is taken aback by Pollyanna's insistence upon seeing the happy side of everything. With her best friend and fellow orphan Jimmy Bean, Pollyanna spreads her sunshine all over town.",5682,5681
Poltergeist,A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,5683,5682
Francis,A Mule Wiser Than Many of the Humans.,5684,5683
Kim,"Buring the British Raj, the orphan of a British soldier poses as a Hindu and is torn between his loyalty to a Buddhist mystic and aiding the English secret service.",5685,5684
Buck Rogers,A pilot and his young passenger crash-land on a mountaintop and are put into suspended animation by a strange gas. They awake 500 years later to discover that the Earth is now ruled by a ...,5686,5685
Tarzan Finds a Son!,"Tarzan's jungle home, and his family, Jane and Boy, are threatened by men greedy for gold.",5687,5686
Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,5688,5687
FairyTale: A True Story,"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",5689,5688
Lenny the Wonder Dog,"After being implanted with a microchip that gives him special powers, a dog engages a young boy in conversation and adventure. Befriended by a local police officer, the dog, the boy and his...",5690,5689
It's a Digital World,"Tiny Town, the place where all nursery rhymes happened, is in BIG trouble in the here and now. They have all the communication devices but no one can communicate. They need a super-hero. ...",5691,5690
Where the Red Fern Grows,Where the Red Fern Grows is the heartwarming and adventurous tale for all ages about a young boy and his quest for his own red-bone hound hunting dogs.,5692,5691
Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5693,5692
The Wizard,A boy and his brother run away from home and hitch cross country with the help of a girl they meet to compete in the ultimate video game championship.,5694,5693
Funny Farm,"When Andy and Elizabeth buy a farm in Vermont, they can't imagine the trouble that awaits them. Andy has quit his job as a sports journalist and is planning to use the peace and quiet of ...",5695,5694
Armed and Dangerous,A fired cop and useless lawyer sign up as security guards and find they've joined a corrupt union.,5696,5695
Summer Rental,"Jack Chester, an overworked air traffic controller, takes his family on vacation to the beach. Things immediately start to go wrong for the Chesters, and steadily get worse. Jack ends up in...",5697,5696
Above and Below,From Mars to Earth and underneath. Above and Below is a rough and rhythmic roller coaster ride seating five survivors in their daily hustle through an apocalyptic world. A journey of ...,5698,5697
Who's Harry Crumb?,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,5699,5698
Reaper,"An electric chair execution of a wrongfully accused man goes horribly wrong, unleashing an unholy being on the surrounding community who name him Reaper as he seeks revenge on the unjust. (C) Official Site",5700,5699
Hot Tub Time Machine,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",5701,5700
The Cobbler,"A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",5702,5701
Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",5703,5702
Unfinished Business,A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable - and unimaginable.,5704,5703
The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",5705,5704
A Night at the Roxbury,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",5706,5705
Interstellar,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,5707,5706
The Dying Gaul,A grief-stricken screenwriter unknowingly enters a three-way relationship with a woman and her film executive husband - to chilling results.,5708,5707
Boys Briefs,"Reunion of six short films having homosexuality as theme: 'The Absolution of Anthony', by Dean Slotar, depicting a 16-year-old boy living with a Catholic grandfather in Bronx; 'Smear', by ...",5709,5708
Tequila Sunrise,Mac Mckussic is an unlikely drug dealer who wants to go straight. His old and best friend Nick Frescia is now a cop who is assigned to investigate and bring him to justice. Mac is very ...,5710,5709
Dream Boy,Chronicles the relationship between two gay teenagers in the rural south in the late '70s.,5711,5710
The Man Without a Face,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,5712,5711
Strapped,A handsome young prostitute learns about life and love during a sex-filled odyssey in an apartment building filled with strange inhabitants.,5713,5712
Air America,A young pilot finds himself recruited into a covert and corrupt CIA airlift organization operating in Vietnam War Era Laos.,5714,5713
Truth,"A suspenseful, psychological thriller, 'Truth' exposes the hidden demons buried deep inside each and every one of us. After a chance encounter over the Internet, Caleb, who suffers from ...",5715,5714
Overboard,"A cruel but beautiful heiress screws over a hired carpenter, who later is the first one to find her when she gets amnesia. Looking for a little revenge he convinces her that she's his wife.",5716,5715
Wolf,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,5717,5716
Get the Gringo,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a young boy.,5718,5717
Rambo III,"Rambo's Vietnam commanding officer Colonel Trautman is held hostage in Afghanistan, and it's up to Rambo to rescue him.",5719,5718
One Day: A Musical,"A YouTuber experiences an existential crisis in this musical comedy about creativity, online media, and balancing life.",5720,5719
Manhattan Murder Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,5721,5720
Deconstructing Harry,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",5722,5721
The Front,"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",5723,5722
Mighty Aphrodite,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a prostitute.",5724,5723
Hannah and Her Sisters,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",5725,5724
Husbands and Wives,"When their best friends announce that they're separating, a professor and his wife discover the faults in their own marriage.",5726,5725
The Grand Budapest Hotel,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",5727,5726
Bottle Rocket,Focusing on a trio of friends and their elaborate plan to pull off a simple robbery and go on the run.,5728,5727
The Darjeeling Limited,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",5729,5728
The Reader,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",5730,5729
Youth in Revolt,"While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity.",5731,5730
Decision Before Dawn,"As the US Army approaches Nazi Germany, they recruit German prisoners to spy behind German lines.",5732,5731
With a Song in My Heart,"Jane Froman (Susan Hayward), an aspiring songstress, lands a job in radio with help from pianist Don Ross (David Wayne), whom she later marries. Jane's popularity soars, and she leaves on a...",5733,5732
"Heaven Knows, Mr. Allison","A Marine and a Nun, The Marine is shipwrecked on a Pacific Island and the Nun has been left behind there, they find comfort in one another as the two wait out the war.",5734,5733
The Raid 2,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",5735,5734
Ivanhoe,A knight seeks to free the captive King Richard and put him back on the throne.,5736,5735
Moulin Rouge,"A singer marries a famous composer, and after a while she gets the itch to go back on the stage. However, her husband won't let her. When she hears that a popular French singer named '...",5737,5736
Madame Curie,"Despite himself, accomplished physicist and avowed bachelor Pierre Curie falls for brilliant student Marie, and together they embark on the discovery of radium.",5738,5737
Moby Dick,"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",5739,5738
Death of a Salesman,"Willy Loman is an over-the-hill salesman who faces a personal turning point when he loses his job and attempts to make peace with his family: Willy's long-suffering wife Linda, and Biff and Happy, his troubled sons and his life.",5740,5739
Prizzi's Honor,A professional hit man and hit woman fall in love.,5741,5740
Cassandra's Dream,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",5742,5741
You Will Meet a Tall Dark Stranger,Sally's parents' marriage breaks up when her father undergoes a mid-life crisis and impulsively weds a prostitute as Sally's own marriage also begins to disintegrate.,5743,5742
My Architect,"Director Nathaniel Kahn searches to understand his father, noted architect Louis Kahn, who died bankrupt and alone in 1974.",5744,5743
Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,5745,5744
Melinda and Melinda,Two alternating stories about Melinda's (Mitchell) attempts to straighten out her life.,5746,5745
