flight,act_arr_time,original_index,unique_index,count
AA-1917-JFK-MCO,5:43 p.m.,1448,39,11.0
UA-2906-PHL-MCO,6:38 p.m.,1449,346,9.0
CO-89-IAH-EWR,10:27 a.m.,1450,312,13.0
UA-938-DEN-ORD,7:36 p.m.,1451,322,13.0
UA-3925-IAD-ORF,9:43 a.m.,1452,302,13.0
AA-789-ORD-DEN,3:13 p.m.,1453,42,11.0
AA-1434-DFW-MCO,10:36 a.m.,1454,22,9.0
UA-664-ORD-PHL,4:23 p.m.,1455,324,15.0
AA-3756-ORD-SLC,2:50 p.m.,1456,4,15.0
CO-1614-LAX-IAH,5:26 a.m.,1457,306,12.0
CO-58-DEN-IAH,3:31 p.m.,1458,303,13.0
UA-233-LAX-JFK,12:01 a.m. (Estimated runway),1459,349,5.0
AA-3979-CVG-ORD,8:06 a.m.,1460,13,9.0
AA-3823-LAX-DEN,11:49 p.m. (Estimated runway),1461,350,4.0
AA-3786-IAH-ORD,6:15 p.m.,1462,46,11.0
AA-431-MIA-SFO,11:44 a.m.,1463,35,14.0
AA-1733-ORD-PHX,10:30 p.m. (Estimated),1464,336,4.0
UA-3373-IAD-PHL,9:13 a.m.,1465,117,19.0
UA-3099-PHX-PHL,5:38 p.m.,1466,357,9.0
UA-2314-ATL-PHL,4:47 p.m.,1467,352,8.0
CO-16-LAX-EWR,6:34 p.m.,1468,323,13.0
CO-1250-MIA-IAH,4:59 p.m.,1469,327,15.0
AA-3468-CVG-MIA,9:45 a.m.,1470,6,15.0
AA-2050-ORD-MIA,2:46 p.m.,1471,20,15.0
AA-415-BOS-ORD,10:16 a.m.,1472,43,8.0
AA-3063-SLC-LAX,9:19 p.m. (Estimated),1473,355,4.0
AA-3809-PHX-LAX,6:19 a.m.,1474,48,15.0
AA-59-JFK-SFO,11:12 a.m.,1475,49,14.0
UA-62-IAH-EWR,7:10 p.m.,1476,330,13.0
AA-616-DFW-DTW,1:27 p.m.,1477,15,11.0
AA-3-JFK-LAX,3:16 p.m.,1478,24,15.0
CO-1694-LAX-IAH,12:21 a.m. (Estimated),1479,345,5.0
AA-446-DFW-PHL,4:09 p.m.,1480,8,16.0
UA-397-JFK-SFO,,1481,446,
AA-85-JFK-SFO,,1482,293,
AA-431-MIA-SFO,,1483,447,
AA-59-JFK-SFO,,1484,448,
UA-257-JFK-SFO,,1485,281,
UA-414-LAX-SFO,,1486,250,
AA-3859-IAH-ORD,9:22 a.m.,1487,50,15.0
CO-1586-IAH-MCO,,1488,51,
AA-518-MIA-JFK,9:14 a.m.,1489,52,6.0
UA-397-JFK-SFO,11:30 a.m.,1490,53,5.0
UA-3925-IAD-ORF,9:29 a.m.,1491,54,4.0
AA-1733-ORD-PHX,10:31 p.m.,1492,55,4.0
UA-2830-MCO-CLT,5:14 p.m.,1493,56,4.0
CO-58-DEN-IAH,,1494,57,
AA-1544-SAN-ORD,4:54 p.m.,1495,58,5.0
UA-5487-SFO-MRY,11:11 a.m.,1496,59,4.0
AA-204-LAX-MCO,12/2/11 6:35 a.m.,1497,60,4.0
UA-414-LAX-SFO,7:04 a.m.,1498,61,5.0
CO-1614-LAX-IAH,,1499,62,
UA-2726-FLL-PHL,6:25 p.m.,1500,63,10.0
CO-52-IAH-LAX,,1501,64,
CO-1090-BOS-IAH,,1502,65,
AA-616-DFW-DTW,1:11 p.m.,1503,66,8.0
UA-3515-IAD-MSP,9:56 a.m.,1504,67,16.0
AA-3468-CVG-MIA,9:29 a.m.,1505,68,7.0
AA-484-DFW-MIA,7:37 p.m.,1506,69,7.0
AA-1886-BOS-MIA,1:36 p.m.,1507,70,5.0
CO-62-IAH-EWR,,1508,71,
CO-1561-PHX-IAH,,1509,72,
UA-2314-ATL-PHL,4:43 p.m.,1510,73,4.0
AA-446-DFW-PHL,4:08 p.m.,1511,74,5.0
CO-1023-IAH-DEN,,1512,75,
AA-466-IAH-MIA,8:50 a.m.,1513,76,8.0
UA-3050-PHX-CLT,5:00 p.m.,1514,77,4.0
CO-89-IAH-EWR,,1515,78,
CO-1088-CLE-IAH,,1516,79,
AA-1664-MIA-ATL,11:50 a.m.,1517,80,16.0
AA-1279-DFW-PHX,3:13 p.m.,1518,81,8.0
UA-854-SFO-IAH,1:23 p.m.,1519,82,5.0
UA-382-IAD-LAX,3:09 p.m.,1520,83,4.0
AA-4344-ORD-DTW,1:55 p.m.,1521,84,5.0
UA-257-JFK-SFO,5:22 p.m.,1522,85,5.0
UA-2945-PHL-CLT,1:11 p.m.,1523,86,4.0
CO-63-EWR-IAH,,1524,87,
CO-47-IAH-LAX,,1525,88,
AA-2050-ORD-MIA,2:39 p.m.,1526,89,7.0
UA-248-PHX-ORD,5:24 p.m.,1527,90,4.0
AA-4330-CVG-ORD,,1528,91,
AA-1434-DFW-MCO,10:34 a.m.,1529,92,6.0
AA-1640-MIA-MCO,7:25 p.m.,1530,93,7.0
AA-4307-ORD-DTW,8:38 p.m.,1531,94,8.0
AA-3-JFK-LAX,3:04 p.m.,1532,95,7.0
CO-1694-LAX-IAH,,1533,96,
UA-843-LAX-ORD,7:20 p.m.,1534,97,4.0
CO-1193-EWR-MCO,,1535,98,
AA-3842-MSP-ORD,7:49 a.m.,1536,99,8.0
AA-643-MIA-ORD,9:26 a.m.,1537,100,8.0
AA-1007-MIA-PHX,7:43 p.m.,1538,101,7.0
AA-2525-DFW-MIA,10:43 a.m.,1539,102,8.0
UA-2906-PHL-MCO,6:28 p.m.,1540,103,4.0
UA-938-DEN-ORD,7:23 p.m.,1541,104,5.0
AA-1221-MCO-ORD,9:47 p.m.,1542,105,7.0
CO-16-LAX-EWR,,1543,106,
UA-2515-DFW-CLT,10:43 a.m.,1544,107,4.0
AA-400-DFW-JFK,2:58 p.m.,1545,108,6.0
UA-664-ORD-PHL,4:20 p.m.,1546,109,8.0
AA-3756-ORD-SLC,2:50 p.m.,1547,4,15.0
UA-37-EWR-MCO,,1548,110,
AA-1522-SFO-ORD,5:52 a.m.,1549,111,4.0
UA-233-LAX-JFK,12/2/11 12:01 a.m.,1550,112,4.0
AA-3823-LAX-DEN,11:49 p.m.,1551,113,4.0
AA-2312-DFW-DTW,11:35 p.m.,1552,114,7.0
AA-1165-JFK-MIA,9:45 a.m.,1553,115,7.0
AA-431-MIA-SFO,11:33 a.m.,1554,116,7.0
UA-3373-IAD-PHL,9:13 a.m.,1555,117,19.0
AA-649-ORD-SNA,3:29 p.m.,1556,118,4.0
CO-1250-MIA-IAH,,1557,119,
UA-6273-YYC-SFO,8:33 a.m.,1558,120,5.0
UA-828-SFO-ORD,,1559,121,
CO-4888-IAH-DAL,6:19 p.m.,1560,122,4.0
UA-858-PVG-SFO,7:50 a.m.,1561,123,4.0
UA-2704-DTW-PHX,1:52 p.m.,1562,124,4.0
AA-3063-SLC-LAX,9:12 p.m.,1563,125,4.0
UA-2708-EWR-CLT,4:22 p.m.,1564,126,4.0
UA-62-IAH-EWR,,1565,127,
UA-1500-IAH-GUA,,1566,128,
AA-3804-PHL-ORD,3:36 p.m.,1567,129,13.0
AA-1917-JFK-MCO,5:39 p.m.,1568,130,6.0
AA-2268-PHX-ORD,11:04 a.m.,1569,131,9.0
AA-4277-CVG-JFK,1:42 p.m.,1570,132,7.0
AA-2957-DFW-CVG,10:58 a.m.,1571,133,7.0
UA-37-EDI-EWR,,1572,134,
AA-789-ORD-DEN,2:49 p.m.,1573,135,9.0
AA-415-BOS-ORD,10:12 a.m.,1574,136,4.0
AA-85-JFK-SFO,6:30 p.m.,1575,137,7.0
AA-3979-CVG-ORD,7:59 a.m.,1576,138,7.0
AA-3786-IAH-ORD,6:11 p.m.,1577,139,7.0
AA-271-MIA-LAX,2:21 p.m.,1578,140,7.0
CO-50-CLE-EWR,,1579,141,
UA-3099-PHX-PHL,5:34 p.m.,1580,142,6.0
AA-4198-ORD-CLE,12:37 p.m.,1581,143,7.0
AA-404-MIA-MCO,7:37 a.m.,1582,144,5.0
CO-45-EWR-MIA,,1583,145,
AA-3809-PHX-LAX,6:15 a.m.,1584,146,4.0
AA-59-JFK-SFO,10:52 a.m.,1585,147,8.0
AA-222-LAX-BOS,3:12 p.m.,1586,148,7.0
AA-1733-ORD-PHX,,1587,1,
CO-1586-IAH-MCO,10:02 p.m.,1588,415,2.0
UA-3925-IAD-ORF,,1589,244,
AA-1640-MIA-MCO,,1590,2,
UA-2830-MCO-CLT,Contact Airline,1591,397,2.0
UA-5487-SFO-MRY,,1592,248,
AA-204-LAX-MCO,,1593,5,
CO-1614-LAX-IAH,5:26aDec 1,1594,419,2.0
UA-2726-FLL-PHL,6:28 p.m.,1595,339,9.0
CO-1090-BOS-IAH,1:19 p.m.,1596,307,14.0
AA-3468-CVG-MIA,9:45aDec 1,1597,421,2.0
CO-62-IAH-EWR,7:10 p.m.,1598,308,14.0
CO-1023-IAH-DEN,1:14 p.m.,1599,311,13.0
AA-466-IAH-MIA,9:05aDec 1,1600,423,2.0
UA-3050-PHX-CLT,5:05 p.m.,1601,341,9.0
AA-1664-MIA-ATL,11:56 a.m.,1602,12,9.0
AA-3979-CVG-ORD,8:06aDec 1,1603,438,2.0
UA-382-IAD-LAX,,1604,377,
AA-616-DFW-DTW,1:27 p.m.,1605,15,11.0
AA-4344-ORD-DTW,2:10 p.m.,1606,16,9.0
UA-2945-PHL-CLT,1:15 p.m.,1607,343,9.0
CO-47-IAH-LAX,,1608,88,
AA-271-MIA-LAX,2:27 p.m.,1609,19,15.0
AA-3842-MSP-ORD,7:51aDec 1,1610,428,2.0
AA-643-MIA-ORD,9:31aDec 1,1611,429,2.0
AA-1007-MIA-PHX,7:55 p.m.,1612,27,8.0
AA-2525-DFW-MIA,11:06aDec 1,1613,439,2.0
AA-1221-MCO-ORD,9:53 p.m.,1614,28,10.0
UA-2515-DFW-CLT,10:47aDec 1,1615,430,2.0
AA-4307-ORD-DTW,8:53 p.m.,1616,23,11.0
UA-233-LAX-JFK,,1617,326,
AA-3823-LAX-DEN,Dec 02 Not Available,1618,406,2.0
AA-2312-DFW-DTW,,1619,33,
AA-1165-JFK-MIA,10:04aDec 1,1620,431,2.0
AA-431-MIA-SFO,11:44aDec 1,1621,432,2.0
UA-257-JFK-SFO,5:42 p.m.,1622,316,15.0
AA-649-ORD-SNA,Not Available,1623,210,3.0
CO-1250-MIA-IAH,4:59 p.m.,1624,327,15.0
UA-828-SFO-ORD,,1625,121,
AA-3063-SLC-LAX,,1626,37,
AA-1917-JFK-MCO,5:43 p.m.,1627,39,11.0
UA-6273-YYC-SFO,8:45 a.m.,1628,328,11.0
AA-4277-CVG-JFK,1:43 p.m.,1629,41,15.0
UA-37-EDI-EWR,12:09 p.m.,1630,332,11.0
AA-59-JFK-SFO,11:12aDec 1,1631,442,2.0
AA-415-BOS-ORD,10:16aDec 1,1632,437,2.0
AA-1544-SAN-ORD,4:56 p.m.,1633,45,12.0
AA-3786-IAH-ORD,6:15 p.m.,1634,46,11.0
CO-50-CLE-EWR,5:26 p.m.,1635,333,14.0
AA-404-MIA-MCO,7:40aDec 1,1636,440,2.0
AA-3859-IAH-ORD,,1637,241,
AA-3842-MSP-ORD,,1638,268,
AA-643-MIA-ORD,,1639,449,
AA-3804-PHL-ORD,,1640,287,
AA-2268-PHX-ORD,,1641,450,
AA-1221-MCO-ORD,,1642,272,
UA-938-DEN-ORD,,1643,271,
AA-789-ORD-DEN,,1644,451,
AA-4307-ORD-DTW,,1645,265,
AA-3979-CVG-ORD,,1646,259,
UA-664-ORD-PHL,,1647,275,
AA-3756-ORD-SLC,,1648,251,
AA-3786-IAH-ORD,,1649,294,
AA-1522-SFO-ORD,,1650,31,
AA-1544-SAN-ORD,,1651,247,
AA-4344-ORD-DTW,,1652,260,
AA-1733-ORD-PHX,,1653,1,
AA-4198-ORD-CLE,,1654,296,
UA-828-SFO-ORD,,1655,121,
AA-2050-ORD-MIA,,1656,452,
UA-248-PHX-ORD,,1657,185,
AA-415-BOS-ORD,,1658,292,
AA-4330-CVG-ORD,,1659,91,
UA-843-LAX-ORD,,1660,267,
AA-3859-IAH-ORD,9:22 a.m.,1661,50,15.0
AA-518-MIA-JFK,9:14 a.m.,1662,52,6.0
CO-1586-IAH-MCO,10:24 p.m.,1663,453,2.0
UA-3925-IAD-ORF,9:44 a.m.,1664,391,3.0
AA-1733-ORD-PHX,10:28 p.m.,1665,358,3.0
AA-204-LAX-MCO,6:55 a.m.,1666,454,2.0
UA-2726-FLL-PHL,6:23 p.m.,1667,455,2.0
CO-52-IAH-LAX,9:08 a.m.,1668,456,2.0
AA-3468-CVG-MIA,9:29 a.m.,1669,68,7.0
AA-484-DFW-MIA,7:37 p.m.,1670,69,7.0
AA-616-DFW-DTW,1:11 p.m.,1671,66,8.0
AA-446-DFW-PHL,3:59 p.m.,1672,457,2.0
CO-1023-IAH-DEN,1:07 p.m.,1673,458,2.0
AA-466-IAH-MIA,8:50 a.m.,1674,76,8.0
UA-3050-PHX-CLT,4:57 p.m.,1675,390,3.0
AA-2957-DFW-CVG,10:58 a.m.,1676,133,7.0
AA-1664-MIA-ATL,11:50 a.m.,1677,80,16.0
AA-3979-CVG-ORD,7:59 a.m.,1678,138,7.0
AA-1279-DFW-PHX,3:13 p.m.,1679,81,8.0
AA-404-MIA-MCO,7:35 a.m.,1680,459,2.0
AA-3756-ORD-SLC,2:40 p.m.,1681,460,2.0
UA-382-IAD-LAX,3:07 p.m.,1682,365,3.0
UA-257-JFK-SFO,5:27 p.m.,1683,461,2.0
UA-2945-PHL-CLT,1:08 p.m.,1684,462,2.0
CO-63-EWR-IAH,7:43 p.m.,1685,393,3.0
AA-2525-DFW-MIA,10:43 a.m.,1686,102,8.0
CO-47-IAH-LAX,8:46 p.m.,1687,394,3.0
AA-271-MIA-LAX,2:21 p.m.,1688,140,7.0
AA-2050-ORD-MIA,2:39 p.m.,1689,89,7.0
AA-4330-CVG-ORD,3:26 p.m.,1690,366,4.0
AA-1434-DFW-MCO,10:29 a.m.,1691,187,9.0
AA-1640-MIA-MCO,7:25 p.m.,1692,93,7.0
AA-4307-ORD-DTW,8:38 p.m.,1693,94,8.0
AA-3-JFK-LAX,3:04 p.m.,1694,95,7.0
CO-1694-LAX-IAH,12:02 a.m.,1695,392,3.0
CO-1193-EWR-MCO,12:02 p.m.,1696,367,3.0
AA-3842-MSP-ORD,7:49 a.m.,1697,99,8.0
AA-643-MIA-ORD,9:26 a.m.,1698,100,8.0
AA-1007-MIA-PHX,7:43 p.m.,1699,101,7.0
UA-2906-PHL-MCO,6:34 p.m.,1700,463,2.0
AA-1221-MCO-ORD,9:47 p.m.,1701,105,7.0
AA-400-DFW-JFK,2:58 p.m.,1702,108,6.0
UA-664-ORD-PHL,4:20 p.m.,1703,109,8.0
UA-37-EWR-MCO,4:06 p.m.,1704,203,3.0
UA-233-LAX-JFK,12:19 a.m.,1705,464,2.0
AA-3823-LAX-DEN,12:01 a.m.,1706,465,2.0
AA-2312-DFW-DTW,11:35 p.m.,1707,114,7.0
AA-1165-JFK-MIA,9:45 a.m.,1708,115,7.0
AA-431-MIA-SFO,11:33 a.m.,1709,116,7.0
AA-649-ORD-SNA,3:40 p.m.,1710,466,2.0
UA-828-SFO-ORD,5:21 a.m.,1711,467,2.0
CO-4888-IAH-DAL,6:56 p.m.,1712,468,2.0
AA-3063-SLC-LAX,9:11 p.m.,1713,216,8.0
AA-3804-PHL-ORD,3:36 p.m.,1714,129,13.0
AA-1917-JFK-MCO,5:39 p.m.,1715,130,6.0
AA-2268-PHX-ORD,11:04 a.m.,1716,131,9.0
AA-4277-CVG-JFK,1:42 p.m.,1717,132,7.0
AA-789-ORD-DEN,2:49 p.m.,1718,135,9.0
AA-85-JFK-SFO,6:30 p.m.,1719,137,7.0
AA-3786-IAH-ORD,6:11 p.m.,1720,139,7.0
AA-222-LAX-BOS,3:12 p.m.,1721,148,7.0
UA-3099-PHX-PHL,5:34 p.m.,1722,142,6.0
AA-4198-ORD-CLE,12:37 p.m.,1723,143,7.0
CO-45-EWR-MIA,6:33 p.m.,1724,237,3.0
AA-3809-PHX-LAX,6:09 a.m.,1725,395,3.0
AA-59-JFK-SFO,10:52 a.m.,1726,147,8.0
UA-397-JFK-SFO,11:58 a.m.,1727,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,1728,302,13.0
UA-2830-MCO-CLT,5:17 p.m.,1729,155,14.0
UA-5487-SFO-MRY,11:21 a.m.,1730,304,9.0
UA-2726-FLL-PHL,6:28 p.m.,1731,339,9.0
UA-3050-PHX-CLT,5:05 p.m.,1732,341,9.0
UA-382-IAD-LAX,3:21 p.m.,1733,315,11.0
UA-2945-PHL-CLT,1:15 p.m.,1734,343,9.0
UA-854-SFO-IAH,1:30 p.m.,1735,314,14.0
UA-3515-IAD-MSP,9:56 a.m.,1736,67,16.0
UA-248-PHX-ORD,5:34 p.m.,1737,318,12.0
UA-843-LAX-ORD,7:58 p.m.,1738,319,13.0
UA-2906-PHL-MCO,6:38 p.m.,1739,346,9.0
UA-938-DEN-ORD,7:36 p.m.,1740,322,13.0
UA-2515-DFW-CLT,10:47 a.m.,1741,347,6.0
UA-664-ORD-PHL,4:23 p.m.,1742,324,15.0
UA-37-EWR-MCO,4:17 p.m.,1743,325,13.0
UA-233-LAX-JFK,Fri Dec 2 12:29 a.m.,1744,469,1.0
UA-3373-IAD-PHL,9:13 a.m.,1745,117,19.0
UA-6273-YYC-SFO,8:45 a.m.,1746,328,11.0
UA-828-SFO-ORD,Fri Dec 2 5:11 a.m.,1747,470,1.0
UA-858-PVG-SFO,8:02 a.m.,1748,329,10.0
UA-2704-DTW-PHX,2:00 p.m.,1749,354,7.0
UA-2708-EWR-CLT,4:44 p.m.,1750,356,7.0
UA-62-IAH-EWR,7:10 p.m.,1751,330,13.0
UA-1500-IAH-GUA,11:56 a.m.,1752,471,1.0
UA-2314-ATL-PHL,4:47 p.m.,1753,352,8.0
UA-37-EDI-EWR,12:09 p.m.,1754,332,11.0
UA-3099-PHX-PHL,5:38 p.m.,1755,357,9.0
UA-414-LAX-SFO,7:17 a.m.,1756,305,12.0
UA-257-JFK-SFO,5:42 p.m.,1757,316,15.0
AA-3859-IAH-ORD,9:32 a.m.,1758,0,8.0
CO-1586-IAH-MCO,10:29 p.m.,1759,300,11.0
AA-518-MIA-JFK,9:28 a.m.,1760,3,13.0
UA-397-JFK-SFO,11:58 a.m.,1761,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,1762,302,13.0
AA-1733-ORD-PHX,,1763,1,
AA-3-JFK-LAX,3:16 p.m.,1764,24,15.0
UA-2830-MCO-CLT,5:17 p.m.,1765,155,14.0
CO-58-DEN-IAH,3:31 p.m.,1766,303,13.0
UA-5487-SFO-MRY,11:21 a.m.,1767,304,9.0
AA-204-LAX-MCO,,1768,5,
UA-414-LAX-SFO,7:17 a.m.,1769,305,12.0
CO-1614-LAX-IAH,5:26 a.m.,1770,306,12.0
UA-2726-FLL-PHL,6:28 p.m.,1771,339,9.0
CO-52-IAH-LAX,9:14 a.m.,1772,340,6.0
CO-1090-BOS-IAH,1:19 p.m.,1773,307,14.0
AA-616-DFW-DTW,1:27 p.m.,1774,15,11.0
UA-3515-IAD-MSP,9:56 a.m.,1775,67,16.0
AA-3468-CVG-MIA,9:45 a.m.,1776,6,15.0
AA-484-DFW-MIA,7:39 p.m.,1777,7,14.0
AA-1886-BOS-MIA,1:40 p.m.,1778,10,11.0
CO-62-IAH-EWR,7:10 p.m.,1779,308,14.0
CO-1561-PHX-IAH,11:32 a.m.,1780,309,12.0
UA-2314-ATL-PHL,4:47 p.m.,1781,352,8.0
AA-446-DFW-PHL,4:09 p.m.,1782,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,1783,311,13.0
AA-466-IAH-MIA,9:05 a.m.,1784,9,13.0
UA-3050-PHX-CLT,5:05 p.m.,1785,341,9.0
CO-89-IAH-EWR,10:27 a.m.,1786,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,1787,313,12.0
AA-1664-MIA-ATL,11:56 a.m.,1788,12,9.0
AA-1279-DFW-PHX,3:20 p.m. (Runway),1789,386,3.0
UA-854-SFO-IAH,1:30 p.m.,1790,314,14.0
UA-382-IAD-LAX,3:21 p.m.,1791,315,11.0
AA-4344-ORD-DTW,2:10 p.m.,1792,16,9.0
UA-257-JFK-SFO,5:42 p.m.,1793,316,15.0
UA-2945-PHL-CLT,1:15 p.m.,1794,343,9.0
CO-63-EWR-IAH,8:03 p.m.,1795,317,12.0
CO-47-IAH-LAX,8:56 p.m.,1796,387,3.0
AA-2050-ORD-MIA,2:46 p.m.,1797,20,15.0
UA-248-PHX-ORD,5:34 p.m.,1798,318,12.0
AA-4330-CVG-ORD,3:33 p.m.,1799,21,8.0
AA-1434-DFW-MCO,10:36 a.m.,1800,22,9.0
AA-1640-MIA-MCO,,1801,2,
AA-4307-ORD-DTW,8:53 p.m.,1802,23,11.0
CO-1694-LAX-IAH,,1803,96,
UA-843-LAX-ORD,7:58 p.m.,1804,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,1805,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,1806,25,15.0
AA-643-MIA-ORD,9:31 a.m.,1807,26,8.0
AA-1007-MIA-PHX,7:55 p.m.,1808,27,8.0
UA-2906-PHL-MCO,6:38 p.m.,1809,346,9.0
UA-938-DEN-ORD,7:36 p.m.,1810,322,13.0
AA-1221-MCO-ORD,9:53 p.m.,1811,28,10.0
CO-16-LAX-EWR,6:34 p.m.,1812,323,13.0
UA-2515-DFW-CLT,10:47 a.m.,1813,347,6.0
AA-400-DFW-JFK,3:04 p.m.,1814,29,14.0
UA-664-ORD-PHL,4:23 p.m.,1815,324,15.0
AA-3756-ORD-SLC,2:50 p.m.,1816,4,15.0
UA-37-EWR-MCO,4:17 p.m.,1817,325,13.0
AA-1522-SFO-ORD,,1818,31,
UA-233-LAX-JFK,,1819,326,
AA-3823-LAX-DEN,,1820,32,
AA-2312-DFW-DTW,,1821,33,
AA-1165-JFK-MIA,10:04 a.m.,1822,34,13.0
AA-431-MIA-SFO,11:44 a.m.,1823,35,14.0
UA-3373-IAD-PHL,9:13 a.m.,1824,117,19.0
AA-649-ORD-SNA,,1825,36,
CO-1250-MIA-IAH,4:59 p.m.,1826,327,15.0
UA-6273-YYC-SFO,8:45 a.m.,1827,328,11.0
UA-828-SFO-ORD,,1828,121,
CO-4888-IAH-DAL,,1829,213,
UA-858-PVG-SFO,8:02 a.m.,1830,329,10.0
UA-2704-DTW-PHX,2:00 p.m.,1831,354,7.0
AA-3063-SLC-LAX,9:20 p.m.,1832,388,3.0
UA-2708-EWR-CLT,4:44 p.m.,1833,356,7.0
UA-62-IAH-EWR,7:10 p.m.,1834,330,13.0
UA-1500-IAH-GUA,11:45 a.m.,1835,389,3.0
AA-3804-PHL-ORD,3:43 p.m.,1836,38,11.0
AA-1917-JFK-MCO,5:43 p.m.,1837,39,11.0
AA-2268-PHX-ORD,11:06 a.m.,1838,40,8.0
AA-4277-CVG-JFK,1:43 p.m.,1839,41,15.0
AA-2957-DFW-CVG,11:01 a.m.,1840,11,8.0
UA-37-EDI-EWR,12:09 p.m.,1841,332,11.0
AA-789-ORD-DEN,3:13 p.m.,1842,42,11.0
AA-415-BOS-ORD,10:16 a.m.,1843,43,8.0
AA-85-JFK-SFO,6:43 p.m.,1844,44,14.0
AA-3979-CVG-ORD,8:06 a.m.,1845,13,9.0
AA-1544-SAN-ORD,4:56 p.m.,1846,45,12.0
AA-3786-IAH-ORD,6:15 p.m.,1847,46,11.0
AA-271-MIA-LAX,2:27 p.m.,1848,19,15.0
AA-2525-DFW-MIA,11:06 a.m.,1849,17,13.0
CO-50-CLE-EWR,5:26 p.m.,1850,333,14.0
UA-3099-PHX-PHL,5:38 p.m.,1851,357,9.0
AA-4198-ORD-CLE,12:50 p.m.,1852,30,9.0
AA-404-MIA-MCO,7:40 a.m.,1853,18,11.0
CO-45-EWR-MIA,6:36 p.m.,1854,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,1855,48,15.0
AA-59-JFK-SFO,11:12 a.m.,1856,49,14.0
AA-222-LAX-BOS,3:14 p.m.,1857,47,14.0
AA-3859-IAH-ORD,9:32 a.m.,1858,0,8.0
CO-1586-IAH-MCO,10:29 p.m.,1859,300,11.0
AA-518-MIA-JFK,9:28 a.m.,1860,3,13.0
UA-397-JFK-SFO,11:58 a.m.,1861,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,1862,302,13.0
AA-1733-ORD-PHX,10:30 p.m. (Estimated),1863,336,4.0
AA-4344-ORD-DTW,2:10 p.m.,1864,16,9.0
AA-1640-MIA-MCO,7:25 p.m. (Estimated runway),1865,337,3.0
UA-2830-MCO-CLT,5:17 p.m.,1866,155,14.0
CO-58-DEN-IAH,3:31 p.m.,1867,303,13.0
AA-204-LAX-MCO,6:35 a.m. (Estimated runway),1868,338,3.0
UA-414-LAX-SFO,7:17 a.m.,1869,305,12.0
CO-1614-LAX-IAH,5:26 a.m.,1870,306,12.0
UA-2726-FLL-PHL,6:28 p.m.,1871,339,9.0
CO-52-IAH-LAX,9:14 a.m.,1872,340,6.0
CO-1090-BOS-IAH,1:19 p.m.,1873,307,14.0
AA-3468-CVG-MIA,9:45 a.m.,1874,6,15.0
UA-3515-IAD-MSP,9:56 a.m.,1875,67,16.0
AA-484-DFW-MIA,7:39 p.m.,1876,7,14.0
AA-616-DFW-DTW,1:27 p.m.,1877,15,11.0
CO-62-IAH-EWR,7:10 p.m.,1878,308,14.0
CO-63-EWR-IAH,8:03 p.m.,1879,317,12.0
AA-446-DFW-PHL,4:09 p.m.,1880,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,1881,311,13.0
AA-466-IAH-MIA,9:05 a.m.,1882,9,13.0
UA-3050-PHX-CLT,5:05 p.m.,1883,341,9.0
CO-89-IAH-EWR,10:27 a.m.,1884,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,1885,313,12.0
AA-2957-DFW-CVG,11:01 a.m.,1886,11,8.0
AA-1664-MIA-ATL,11:56 a.m.,1887,12,9.0
AA-3979-CVG-ORD,8:06 a.m.,1888,13,9.0
AA-1279-DFW-PHX,3:20 p.m. (runway),1889,342,3.0
AA-404-MIA-MCO,7:40 a.m.,1890,18,11.0
AA-3756-ORD-SLC,2:50 p.m.,1891,4,15.0
UA-382-IAD-LAX,3:21 p.m.,1892,315,11.0
UA-2945-PHL-CLT,1:15 p.m.,1893,343,9.0
CO-47-IAH-LAX,9:52 p.m. (Estimated),1894,344,2.0
AA-271-MIA-LAX,2:27 p.m.,1895,19,15.0
AA-2050-ORD-MIA,2:46 p.m.,1896,20,15.0
UA-248-PHX-ORD,5:34 p.m.,1897,318,12.0
AA-4330-CVG-ORD,3:33 p.m.,1898,21,8.0
AA-1434-DFW-MCO,10:36 a.m.,1899,22,9.0
CO-1561-PHX-IAH,11:32 a.m.,1900,309,12.0
AA-4307-ORD-DTW,8:53 p.m.,1901,23,11.0
AA-3-JFK-LAX,3:16 p.m.,1902,24,15.0
CO-1694-LAX-IAH,12:21 a.m. (Estimated),1903,345,5.0
UA-843-LAX-ORD,7:58 p.m.,1904,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,1905,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,1906,25,15.0
AA-643-MIA-ORD,9:31 a.m.,1907,26,8.0
AA-1007-MIA-PHX,7:55 p.m.,1908,27,8.0
AA-2525-DFW-MIA,11:06 a.m.,1909,17,13.0
UA-2906-PHL-MCO,6:38 p.m.,1910,346,9.0
UA-938-DEN-ORD,7:36 p.m.,1911,322,13.0
AA-1221-MCO-ORD,9:53 p.m.,1912,28,10.0
CO-16-LAX-EWR,6:34 p.m.,1913,323,13.0
