Language,Duration,original_index,unique_index
English,126 min,5582,66
"English,German",114 min,5583,947
English,149 min,5584,278
English,119 min,5585,137
"English,Spanish",114 min,5586,669
English,114 min,5587,50
English,109 min,5588,0
English,162 min,5589,293
"English,German,Italian,Romanian,Spanish,Arabic,Georgian",109 min,5590,1209
English,87 min,5591,87
English,113 min,5592,28
English,100 min,5593,9
English,99 min,5594,76
English,104 min,5595,19
English,107 min,5596,98
English,120 min,5597,5
"English,Russian",127 min,5598,1210
English,107 min,5599,98
English,75 min,5600,116
English,65 min,5601,371
English,95 min,5602,7
English,100 min,5603,9
English,88 min,5604,37
English,102 min,5605,33
English,74 min,5606,73
English,108 min,5607,61
"English,American Sign Language",100 min,5608,1211
English,93 min,5609,41
English,95 min,5610,7
English,97 min,5611,44
English,93 min,5612,41
English,96 min,5613,1
"English,German",94 min,5614,1212
English,98 min,5615,85
English,111 min,5616,55
English,91 min,5617,21
English,86 min,5618,36
English,82 min,5619,86
English,93 min,5620,41
English,87 min,5621,87
"English,Spanish",86 min,5622,1174
English,103 min,5623,124
English,100 min,5624,9
English,97 min,5625,44
English,101 min,5626,51
English,68 min,5627,58
English,90 min,5628,40
English,87 min,5629,87
English,73 min,5630,57
English,77 min,5631,266
English,81 min,5632,107
English,79 min,5633,38
English,68 min,5634,58
English,65 min,5635,371
English,96 min,5636,1
English,112 min,5637,65
English,106 min,5638,49
English,109 min,5639,0
English,130 min,5640,175
English,81 min,5641,107
English,91 min,5642,21
"English,Spanish",165 min,5643,1213
"English,Greek",85 min,5644,1214
English,86 min,5645,36
English,128 min,5646,206
English,91 min,5647,21
English,81 min,5648,107
English,90 min,5649,40
English,88 min,5650,37
English,121 min,5651,17
English,121 min,5652,17
English,91 min,5653,21
English,103 min,5654,124
English,91 min,5655,21
English,107 min,5656,98
English,73 min,5657,57
English,94 min,5658,39
English,101 min,5659,51
English,103 min,5660,124
English,95 min,5661,7
English,150 min,5662,359
"German,English",104 min,5663,1215
English,97 min,5664,44
English,111 min,5665,55
English,90 min,5666,40
English,98 min,5667,85
English,106 min,5668,49
"English,German,Cantonese",113 min,5669,1216
English,91 min,5670,21
"English,Icelandic,Filipino,Portuguese,French,Tagalog,German,Italian",119 min,5671,1217
"English,Spanish,Latin,French",93 min,5672,1218
English,141 min,5673,697
English,113 min,5674,28
English,99 min,5675,76
English,84 min,5676,47
English,77 min,5677,266
English,78 min,5678,96
English,83 min,5679,131
English,93 min,5680,41
English,112 min,5681,65
English,2 hr. 14 min.,5682,1219
English,93 min,5683,41
English,91 min,5684,21
"English,Russian",113 min,5685,1220
English,237 min,5686,238
English,82 min,5687,86
English,106 min,5688,49
English,99 min,5689,76
English,84 min,5690,47
English,109 min,5691,0
English,97 min,5692,44
English,99 min,5693,76
English,100 min,5694,9
English,101 min,5695,51
English,88 min,5696,37
"English,Spanish",87 min,5697,890
English,110 min,5698,27
English,94 min,5699,39
English,,5700,8
"English,Russian",101 min,5701,1221
"English,Yiddish",99 min,5702,1222
English,106 min,5703,49
English,91 min,5704,21
English,109 min,5705,0
English,82 min,5706,86
English,169 min,5707,174
English,101 min,5708,51
English,83 min,5709,131
"English,Spanish",115 min,5710,550
English,88 min,5711,37
English,115 min,5712,68
English,95 min,5713,7
"English,Lao",113 min,5714,1223
English,94 min,5715,39
"English,French",106 min,5716,253
"English,Spanish",125 min,5717,178
"English,Spanish",96 min,5718,668
"English,Russian",102 min,5719,515
English,52 min,5720,25
English,104 min,5721,19
English,96 min,5722,1
English,95 min,5723,7
English,95 min,5724,7
English,103 min,5725,124
English,108 min,5726,61
"English,French",99 min,5727,946
"English,Spanish",91 min,5728,357
"English,Hindi,German,Tibetan",91 min,5729,1224
"English,German,Greek,Latin",124 min,5730,1225
"English,French",90 min,5731,525
"English,French,German",119 min,5732,1226
"English,Portuguese",117 min,5733,54
"English,Japanese",108 min,5734,844
"Indonesian,Japanese,English",150 min,5735,1227
English,106 min,5736,49
English,70 min,5737,279
English,124 min,5738,102
English,116 min,5739,90
English,115 min,5740,68
English,130 min,5741,175
English,108 min,5742,61
English,98 min,5743,85
English,116 min,5744,90
English,94 min,5745,39
English,99 min,5746,76
"English,Mandarin",,5747,1123
English,97 min,5748,44
English,103 min,5749,124
English,108 min,5750,61
English,135 min,5751,108
English,100 min,5752,9
English,110 min,5753,27
"English,French",131 min,5754,1228
English,107 min,5755,98
English,115 min,5756,68
"English,French",120 min,5757,262
English,129 min,5758,83
"English,German",105 min,5759,968
"English,French",100 min,5760,633
English,103 min,5761,124
English,115 min,5762,68
"English,German,Russian",105 min,5763,1229
English,133 min,5764,439
English,154 min,5765,424
English,94 min,5766,39
"English,German",131 min,5767,1230
English,146 min,5768,29
English,144 min,5769,60
"English,German,French",3 hr. 8 min.,5770,1231
English,135 min,5771,108
"English,German,Russian",137 min,5772,1232
"English,Arabic,Sioux",136 min,5773,1233
English,107 min,5774,98
English,124 min,5775,102
English,110 min,5776,27
English,122 min,5777,63
"English,Italian",89 min,5778,100
English,119 min,5779,137
English,111 min,5780,55
English,89 min,5781,69
English,125 min,5782,129
English,102 min,5783,33
"English,Spanish,Italian,Polish,French",93 min,5784,1234
English,88 min,5785,37
"English,Spanish",84 min,5786,1235
English,83 min,5787,131
"English,Spanish",91 min,5788,357
English,87 min,5789,87
English,92 min,5790,6
English,110 min,5791,27
English,91 min,5792,21
English,113 min,5793,28
English,104 min,5794,19
English,86 min,5795,36
English,86 min,5796,36
"English,Russian,Serbo-Croatian",100 min,5797,1236
English,99 min,5798,76
English,110 min,5799,27
"English,Japanese,German,Spanish",1 hr. 59 min.,5800,1237
English,120 min,5801,5
English,96 min,5802,1
English,95 min,5803,7
"English,French,German,Vietnamese",101 min,5804,1238
English,118 min,5805,62
English,107 min,5806,98
English,83 min,5807,131
English,100 min,5808,9
English,99 min,5809,76
English,87 min,5810,87
English,99 min,5811,76
English,137 min,5812,117
"English,Russian,French",116 min,5813,1239
English,131 min,5814,241
English,98 min,5815,85
English,94 min,5816,39
English,139 min,5817,329
"English,Hindi",124 min,5818,615
English,85 min,5819,42
English,,5820,8
English,87 min,5821,87
English,91 min,5822,21
"English,German",1 hr. 44 min.,5823,1240
English,104 min,5824,19
"English,Japanese,Korean",116 min,5825,1241
English,106 min,5826,49
English,105 min,5827,10
"English,Russian,French,Italian",134 min,5828,1242
English,55 min,5829,929
"English,Arabic,Spanish",180 min,5830,1243
English,,5831,8
English,70 min,5832,279
English,,5833,8
English,112 min,5834,65
"English,Portuguese,Italian",112 min,5835,1244
English,61 min,5836,1047
English,96 min,5837,1
English,107 min,5838,98
English,100 min,5839,9
English,94 min,5840,39
English,90 min,5841,40
English,104 min,5842,19
English,94 min,5843,39
English,96 min,5844,1
English,102 min,5845,33
English,99 min,5846,76
English,,5847,8
English,107 min,5848,98
English,95 min,5849,7
English,97 min,5850,44
English,103 min,5851,124
English,91 min,5852,21
"English,Sanskrit",104 min,5853,1245
English,101 min,5854,51
English,83 min,5855,131
English,90 min,5856,40
English,82 min,5857,86
English,107 min,5858,98
English,,5859,8
English,82 min,5860,86
English,79 min,5861,38
English,85 min,5862,42
English,109 min,5863,0
English,90 min,5864,40
"English,German",111 min,5865,1246
English,76 min,5866,113
"Hindi,English",93 min,5867,1247
English,90 min,5868,40
English,93 min,5869,41
English,87 min,5870,87
English,101 min,5871,51
English,72 min,5872,70
English,103 min,5873,124
English,75 min,5874,116
English,99 min,5875,76
English,73 min,5876,57
English,80 min,5877,59
English,104 min,5878,19
English,82 min,5879,86
English,90 min,5880,40
English,90 min,5881,40
English,84 min,5882,47
English,80 min,5883,59
"English,Zulu",83 min,5884,1248
English,94 min,5885,39
English,100 min,5886,9
English,77 min,5887,266
English,96 min,5888,1
English,98 min,5889,85
English,89 min,5890,69
English,85 min,5891,42
English,84 min,5892,47
English,85 min,5893,42
English,86 min,5894,36
English,81 min,5895,107
English,85 min,5896,42
English,86 min,5897,36
English,72 min,5898,70
"English,Spanish,Japanese,German,French,Korean",129 min,5899,1249
English,90 min,5900,40
English,95 min,5901,7
English,112 min,5902,65
English,84 min,5903,47
English,84 min,5904,47
English,,5905,8
English,60 min,5906,115
English,80 min,5907,59
English,88 min,5908,37
"English,Spanish",114 min,5909,669
English,50 min,5910,1250
English,120 min,5911,5
English,,5912,8
English,83 min,5913,131
English,85 min,5914,42
"English,French",110 min,5915,942
English,88 min,5916,37
English,90 min,5917,40
English,90 min,5918,40
English,97 min,5919,44
English,101 min,5920,51
English,109 min,5921,0
English,113 min,5922,28
English,99 min,5923,76
English,92 min,5924,6
English,118 min,5925,62
English,110 min,5926,27
English,96 min,5927,1
English,,5928,8
English,89 min,5929,69
"English,Italian",113 min,5930,580
English,88 min,5931,37
English,129 min,5932,83
"English,Russian",123 min,5933,526
"English,Russian,Serbian,Bosnian,Croatian",124 min,5934,1251
English,90 min,5935,40
English,90 min,5936,40
English,81 min,5937,107
English,97 min,5938,44
English,80 min,5939,59
English,114 min,5940,50
"English,Turkish",84 min,5941,1252
English,,5942,8
English,94 min,5943,39
English,85 min,5944,42
English,82 min,5945,86
English,90 min,5946,40
English,83 min,5947,131
English,90 min,5948,40
"English,Brazilian Sign Language,Spanish",80 min,5949,1253
"English,Spanish",81 min,5950,1254
"Danish,English",82 min,5951,1255
English,118 min,5952,62
English,104 min,5953,19
"Spanish,English",92 min,5954,301
English,,5955,8
English,50 min,5956,1250
English,88 min,5957,37
"English,French",111 min,5958,315
English,114 min,5959,50
English,105 min,5960,10
English,95 min,5961,7
English,89 min,5962,69
English,92 min,5963,6
English,93 min,5964,41
English,108 min,5965,61
English,93 min,5966,41
"English,Spanish,Russian",93 min,5967,1256
English,87 min,5968,87
English,100 min,5969,9
English,95 min,5970,7
English,102 min,5971,33
English,80 min,5972,59
English,87 min,5973,87
English,101 min,5974,51
English,86 min,5975,36
English,92 min,5976,6
English,90 min,5977,40
English,,5978,8
"English,Cantonese",72 min,5979,1257
"Slovenian,English",71 min,5980,1258
"English,Spanish",90 min,5981,210
"English,French,Russian",86 min,5982,1259
"English,French",76 min,5983,1113
"English,French",84 min,5984,95
English,62 min,5985,138
English,70 min,5986,279
"English,Norwegian,Danish",103 min,5987,1260
English,89 min,5988,69
English,73 min,5989,57
English,103 min,5990,124
English,95 min,5991,7
English,91 min,5992,21
English,88 min,5993,37
English,85 min,5994,42
English,85 min,5995,42
English,81 min,5996,107
English,88 min,5997,37
English,97 min,5998,44
English,94 min,5999,39
English,96 min,6000,1
English,100 min,6001,9
English,,6002,8
English,92 min,6003,6
"English,French",92 min,6004,411
English,126 min,6005,66
English,90 min,6006,40
English,102 min,6007,33
English,109 min,6008,0
English,96 min,6009,1
English,89 min,6010,69
English,108 min,6011,61
"English,Ukrainian,Spanish",80 min,6012,1261
"English,French",91 min,6013,867
English,110 min,6014,27
English,,6015,8
English,,6016,8
English,84 min,6017,47
English,86 min,6018,36
English,118 min,6019,62
English,80 min,6020,59
English,117 min,6021,223
English,130 min,6022,175
English,70 min,6023,279
English,84 min,6024,47
English,93 min,6025,41
English,101 min,6026,51
English,,6027,8
English,92 min,6028,6
English,110 min,6029,27
English,,6030,8
English,120 min,6031,5
English,96 min,6032,1
English,74 min,6033,73
English,93 min,6034,41
English,91 min,6035,21
English,93 min,6036,41
English,93 min,6037,41
English,81 min,6038,107
English,95 min,6039,7
English,88 min,6040,37
English,99 min,6041,76
"English,French,Spanish,Italian,Sign Languages,Russian",112 min,6042,1262
"English,French,Vietnamese",101 min,6043,1263
English,103 min,6044,124
English,,6045,8
English,122 min,6046,63
English,111 min,6047,55
"English,French",121 min,6048,268
"English,Latin,French",123 min,6049,1264
"English,Spanish,Swedish",114 min,6050,1265
English,,6051,8
English,90 min,6052,40
English,112 min,6053,65
English,109 min,6054,0
English,89 min,6055,69
English,101 min,6056,51
English,106 min,6057,49
English,114 min,6058,50
English,100 min,6059,9
English,82 min,6060,86
English,92 min,6061,6
English,90 min,6062,40
"English,Bulgarian",90 min,6063,1266
English,108 min,6064,61
English,,6065,8
English,87 min,6066,87
English,86 min,6067,36
English,82 min,6068,86
English,118 min,6069,62
English,77 min,6070,266
English,89 min,6071,69
English,92 min,6072,6
English,77 min,6073,266
English,70 min,6074,279
English,92 min,6075,6
English,88 min,6076,37
English,66 min,6077,209
English,91 min,6078,21
English,90 min,6079,40
English,90 min,6080,40
English,104 min,6081,19
English,85 min,6082,42
English,100 min,6083,9
English,86 min,6084,36
English,82 min,6085,86
English,,6086,8
English,80 min,6087,59
English,94 min,6088,39
English,101 min,6089,51
English,87 min,6090,87
English,93 min,6091,41
English,95 min,6092,7
English,96 min,6093,1
English,117 min,6094,223
English,83 min,6095,131
English,89 min,6096,69
English,103 min,6097,124
English,131 min,6098,241
English,136 min,6099,170
English,168 min,6100,1267
English,171 min,6101,151
English,135 min,6102,108
English,192 min,6103,1268
"English,Latin",182 min,6104,1269
English,174 min,6105,990
"English,Irish",129 min,6106,1270
English,95 min,6107,7
English,92 min,6108,6
English,,6109,8
English,115 min,6110,68
English,93 min,6111,41
"English,Spanish",122 min,6112,22
English,121 min,6113,17
English,122 min,6114,63
"English,Spanish",90 min,6115,210
English,92 min,6116,6
English,128 min,6117,206
English,104 min,6118,19
English,87 min,6119,87
English,125 min,6120,129
English,90 min,6121,40
English,95 min,6122,7
English,1 hr. 47 min.,6123,763
English,99 min,6124,76
English,102 min,6125,33
"English,Mandarin",182 min,6126,1271
English,82 min,6127,86
English,98 min,6128,85
English,93 min,6129,41
English,111 min,6130,55
English,96 min,6131,1
English,124 min,6132,102
"English,Italian",132 min,6133,162
English,100 min,6134,9
English,94 min,6135,39
English,98 min,6136,85
English,96 min,6137,1
English,88 min,6138,37
English,108 min,6139,61
English,92 min,6140,6
English,108 min,6141,61
English,97 min,6142,44
English,96 min,6143,1
English,90 min,6144,40
English,124 min,6145,102
"English,French",1 hr. 52 min.,6146,1272
English,103 min,6147,124
English,107 min,6148,98
English,1 hr. 36 min.,6149,602
English,96 min,6150,1
English,100 min,6151,9
English,98 min,6152,85
English,1 hr. 39 min.,6153,48
English,95 min,6154,7
English,105 min,6155,10
English,91 min,6156,21
English,108 min,6157,61
English,118 min,6158,62
English,1 hr. 38 min.,6159,742
English,94 min,6160,39
English,115 min,6161,68
English,110 min,6162,27
English,140 min,6163,105
English,105 min,6164,10
English,96 min,6165,1
English,115 min,6166,68
English,90 min,6167,40
English,122 min,6168,63
"English,French",101 min,6169,193
English,105 min,6170,10
English,91 min,6171,21
English,91 min,6172,21
"English,Spanish,German",114 min,6173,1273
English,134 min,6174,231
"English,French,Portuguese,German",1 hr. 59 min.,6175,1274
"English,Romanian,Spanish",94 min,6176,1275
English,114 min,6177,50
English,115 min,6178,68
English,111 min,6179,55
"English,Russian,German,French,Finnish",3 hr. 15 min.,6180,1276
"English,Italian",143 min,6181,1277
"English,Aboriginal,Chinese,Japanese",165 min,6182,1278
English,117 min,6183,223
"English,German,Spanish",94 min,6184,1279
English,105 min,6185,10
English,2 hr. 41 min.,6186,1280
English,150 min,6187,359
English,111 min,6188,55
English,132 min,6189,214
English,84 min,6190,47
"English,Italian",110 min,6191,11
English,95 min,6192,7
English,87 min,6193,87
English,,6194,8
English,89 min,6195,69
English,85 min,6196,42
English,90 min,6197,40
English,111 min,6198,55
English,102 min,6199,33
English,77 min,6200,266
English,93 min,6201,41
"English,Spanish,French,Russian",134 min,6202,1281
English,132 min,6203,214
English,108 min,6204,61
English,107 min,6205,98
English,90 min,6206,40
English,92 min,6207,6
English,85 min,6208,42
English,91 min,6209,21
English,93 min,6210,41
English,90 min,6211,40
"English,Spanish",86 min,6212,1174
English,92 min,6213,6
English,89 min,6214,69
English,1 hr. 33 min.,6215,521
"English,Indonesian",96 min,6216,1282
"English,Japanese,Hebrew,Portuguese,French,Arabic,Filipino,German",2 hr. 5 min.,6217,1283
English,116 min,6218,90
English,97 min,6219,44
English,90 min,6220,40
English,94 min,6221,39
English,93 min,6222,41
"English,French",105 min,6223,336
"English,French,Italian",85 min,6224,1284
English,101 min,6225,51
English,65 min,6226,371
English,76 min,6227,113
"English,French,Indonesian",68 min,6228,1285
English,85 min,6229,42
English,65 min,6230,371
English,71 min,6231,195
English,63 min,6232,72
English,68 min,6233,58
English,69 min,6234,205
English,69 min,6235,205
English,74 min,6236,73
English,1 hr. 38 min.,6237,742
English,90 min,6238,40
English,,6239,8
English,96 min,6240,1
"English,Arabic",114 min,6241,1286
English,119 min,6242,137
English,105 min,6243,10
English,90 min,6244,40
English,81 min,6245,107
English,89 min,6246,69
English,90 min,6247,40
English,110 min,6248,27
English,100 min,6249,9
English,102 min,6250,33
English,82 min,6251,86
English,97 min,6252,44
"English,German,Italian,French,Spanish",123 min,6253,1287
English,87 min,6254,87
English,93 min,6255,41
English,99 min,6256,76
English,82 min,6257,86
English,85 min,6258,42
English,84 min,6259,47
English,90 min,6260,40
English,95 min,6261,7
English,1 hr. 30 min.,6262,599
English,81 min,6263,107
English,84 min,6264,47
English,87 min,6265,87
English,88 min,6266,37
English,96 min,6267,1
English,80 min,6268,59
English,130 min,6269,175
English,108 min,6270,61
English,101 min,6271,51
English,142 min,6272,93
English,97 min,6273,44
"Italian,English",142 min,6274,1288
English,93 min,6275,41
English,80 min,6276,59
English,80 min,6277,59
"English,Thai",90 min,6278,1207
English,,6279,8
"English,French,German",95 min,6280,1289
English,110 min,6281,27
"English,Syriac,Aramaic,Italian,Latin",102 min,6282,1290
English,132 min,6283,214
English,112 min,6284,65
English,132 min,6285,214
"English,Japanese",148 min,6286,1291
English,111 min,6287,55
"Hebrew,Arabic,German,English",90 min,6288,1292
English,96 min,6289,1
English,,6290,8
"English,Russian",101 min,6291,1221
English,106 min,6292,49
English,90 min,6293,40
English,75 min,6294,116
English,85 min,6295,42
English,99 min,6296,76
"English,Spanish",88 min,6297,612
English,85 min,6298,42
English,93 min,6299,41
English,89 min,6300,69
English,87 min,6301,87
"English,Hebrew",88 min,6302,289
English,100 min,6303,9
English,93 min,6304,41
English,101 min,6305,51
English,93 min,6306,41
English,93 min,6307,41
English,87 min,6308,87
English,85 min,6309,42
English,85 min,6310,42
English,98 min,6311,85
English,91 min,6312,21
English,84 min,6313,47
English,86 min,6314,36
English,,6315,8
English,101 min,6316,51
English,81 min,6317,107
"English,Bulgarian",106 min,6318,1293
English,111 min,6319,55
English,123 min,6320,141
English,97 min,6321,44
English,100 min,6322,9
English,91 min,6323,21
English,92 min,6324,6
English,94 min,6325,39
English,102 min,6326,33
English,129 min,6327,83
English,93 min,6328,41
English,93 min,6329,41
"English,Japanese",92 min,6330,333
English,100 min,6331,9
English,90 min,6332,40
English,103 min,6333,124
"English,French,Latin",93 min,6334,1294
English,82 min,6335,86
English,1 hr. 34 min.,6336,823
English,95 min,6337,7
English,71 min,6338,195
English,90 min,6339,40
English,104 min,6340,19
English,99 min,6341,76
English,81 min,6342,107
English,105 min,6343,10
"English,Russian",101 min,6344,1221
"English,Dutch,German",95 min,6345,1295
English,89 min,6346,69
"English,Turkish,Greek,Russian",111 min,6347,1296
English,112 min,6348,65
English,109 min,6349,0
English,90 min,6350,40
English,86 min,6351,36
English,93 min,6352,41
English,95 min,6353,7
English,89 min,6354,69
English,91 min,6355,21
English,85 min,6356,42
English,90 min,6357,40
English,83 min,6358,131
English,91 min,6359,21
English,81 min,6360,107
English,,6361,8
English,89 min,6362,69
English,,6363,8
English,88 min,6364,37
English,108 min,6365,61
English,102 min,6366,33
English,97 min,6367,44
"English,French,Spanish",98 min,6368,1297
English,84 min,6369,47
English,87 min,6370,87
English,110 min,6371,27
English,133 min,6372,439
"English,Spanish,Russian,Italian,French",135 min,6373,1298
"English,Spanish",109 min,6374,254
English,104 min,6375,19
"English,Russian",120 min,6376,24
"English,Spanish",126 min,6377,283
English,87 min,6378,87
English,97 min,6379,44
"English,Spanish",115 min,6380,550
"English,Spanish",91 min,6381,357
English,98 min,6382,85
English,106 min,6383,49
English,96 min,6384,1
English,,6385,8
English,85 min,6386,42
"English,Aboriginal",98 min,6387,1299
English,107 min,6388,98
English,97 min,6389,44
English,99 min,6390,76
English,103 min,6391,124
English,88 min,6392,37
English,93 min,6393,41
English,100 min,6394,9
English,85 min,6395,42
English,94 min,6396,39
"English,Norse, Old,Latin",115 min,6397,1300
English,98 min,6398,85
"English,Arabic",113 min,6399,1301
English,97 min,6400,44
English,91 min,6401,21
English,108 min,6402,61
English,114 min,6403,50
"English,French,Arabic,German",90 min,6404,1302
"English,Spanish",91 min,6405,357
"English,Vietnamese",113 min,6406,1303
English,105 min,6407,10
"English,Russian",116 min,6408,1145
"Russian,English",,6409,1304
English,103 min,6410,124
English,95 min,6411,7
"English,Russian",119 min,6412,1305
English,92 min,6413,6
English,92 min,6414,6
English,97 min,6415,44
English,88 min,6416,37
English,89 min,6417,69
English,93 min,6418,41
English,82 min,6419,86
English,89 min,6420,69
English,80 min,6421,59
English,85 min,6422,42
English,90 min,6423,40
English,94 min,6424,39
English,99 min,6425,76
English,102 min,6426,33
English,93 min,6427,41
English,92 min,6428,6
English,1 hr. 34 min.,6429,823
English,92 min,6430,6
English,81 min,6431,107
English,97 min,6432,44
English,92 min,6433,6
English,84 min,6434,47
English,91 min,6435,21
English,1 hr. 28 min.,6436,269
English,99 min,6437,76
English,75 min,6438,116
English,88 min,6439,37
English,104 min,6440,19
English,95 min,6441,7
English,102 min,6442,33
English,102 min,6443,33
English,,6444,8
English,84 min,6445,47
"English,Portuguese",101 min,6446,299
English,91 min,6447,21
English,85 min,6448,42
English,100 min,6449,9
English,101 min,6450,51
English,99 min,6451,76
English,96 min,6452,1
English,80 min,6453,59
English,95 min,6454,7
English,104 min,6455,19
"English,Italian",74 min,6456,1306
English,91 min,6457,21
English,90 min,6458,40
English,95 min,6459,7
English,92 min,6460,6
English,90 min,6461,40
"English,Russian,Spanish",107 min,6462,1307
English,92 min,6463,6
English,103 min,6464,124
English,102 min,6465,33
English,89 min,6466,69
English,95 min,6467,7
English,90 min,6468,40
English,94 min,6469,39
English,104 min,6470,19
English,81 min,6471,107
English,83 min,6472,131
English,77 min,6473,266
English,84 min,6474,47
English,92 min,6475,6
English,87 min,6476,87
English,84 min,6477,47
"English,Swedish",100 min,6478,1308
English,105 min,6479,10
English,84 min,6480,47
English,97 min,6481,44
English,,6482,8
English,93 min,6483,41
English,109 min,6484,0
English,90 min,6485,40
English,112 min,6486,65
English,84 min,6487,47
English,93 min,6488,41
"English,Arabic",97 min,6489,1309
"English,Pushto,Dari",88 min,6490,1310
"English,Japanese,Mandarin",125 min,6491,1311
English,80 min,6492,59
English,112 min,6493,65
English,92 min,6494,6
English,94 min,6495,39
English,77 min,6496,266
"English,Sioux",95 min,6497,1312
English,98 min,6498,85
English,88 min,6499,37
English,85 min,6500,42
English,94 min,6501,39
English,92 min,6502,6
English,115 min,6503,68
English,110 min,6504,27
English,102 min,6505,33
"English,Afrikaans,Zulu,Portuguese",101 min,6506,1313
English,84 min,6507,47
"English,Japanese",90 min,6508,1314
"French,English,Creole",99 min,6509,1315
"English,Japanese",102 min,6510,769
English,99 min,6511,76
English,117 min,6512,223
English,109 min,6513,0
"English,Romanian",98 min,6514,1204
English,73 min,6515,57
English,99 min,6516,76
"English,Spanish",108 min,6517,228
English,99 min,6518,76
English,,6519,8
English,,6520,8
English,102 min,6521,33
English,97 min,6522,44
English,109 min,6523,0
English,,6524,8
English,,6525,8
"English,Spanish",56 min,6526,914
English,,6527,8
English,90 min,6528,40
English,,6529,8
English,81 min,6530,107
English,,6531,8
English,,6532,8
English,,6533,8
English,,6534,8
English,,6535,8
English,,6536,8
English,82 min,6537,86
English,93 min,6538,41
English,91 min,6539,21
English,64 min,6540,56
"English,French",102 min,6541,860
English,82 min,6542,86
English,110 min,6543,27
English,103 min,6544,124
English,92 min,6545,6
English,85 min,6546,42
English,1 hr. 25 min.,6547,1316
English,87 min,6548,87
English,86 min,6549,36
English,93 min,6550,41
English,,6551,8
English,94 min,6552,39
English,93 min,6553,41
English,106 min,6554,49
English,105 min,6555,10
English,99 min,6556,76
English,87 min,6557,87
English,96 min,6558,1
English,79 min,6559,38
English,71 min,6560,195
English,74 min,6561,73
English,80 min,6562,59
English,85 min,6563,42
English,101 min,6564,51
English,89 min,6565,69
"English,Czech,Serbian",73 min,6566,1317
"English,German,Spanish",86 min,6567,1318
English,103 min,6568,124
English,89 min,6569,69
English,98 min,6570,85
English,98 min,6571,85
English,80 min,6572,59
English,117 min,6573,223
English,87 min,6574,87
English,83 min,6575,131
"English,Polish,Russian",145 min,6576,1319
"Spanish,English",90 min,6577,1320
English,89 min,6578,69
English,97 min,6579,44
English,82 min,6580,86
English,91 min,6581,21
English,90 min,6582,40
English,90 min,6583,40
English,88 min,6584,37
English,93 min,6585,41
English,95 min,6586,7
English,87 min,6587,87
English,104 min,6588,19
English,95 min,6589,7
English,98 min,6590,85
English,85 min,6591,42
English,83 min,6592,131
English,136 min,6593,170
"English,Spanish",80 min,6594,858
"English,French",80 min,6595,230
"English,French",75 min,6596,1321
English,75 min,6597,116
English,110 min,6598,27
English,73 min,6599,57
English,90 min,6600,40
English,95 min,6601,7
"English,Spanish",99 min,6602,728
English,84 min,6603,47
English,88 min,6604,37
English,101 min,6605,51
English,,6606,8
English,73 min,6607,57
English,105 min,6608,10
English,101 min,6609,51
English,91 min,6610,21
English,60 min,6611,115
English,95 min,6612,7
English,83 min,6613,131
English,80 min,6614,59
English,105 min,6615,10
English,,6616,8
English,111 min,6617,55
English,77 min,6618,266
English,109 min,6619,0
English,90 min,6620,40
English,,6621,8
English,82 min,6622,86
English,,6623,8
English,,6624,8
English,,6625,8
English,96 min,6626,1
"Thai,English",80 min,6627,1322
English,98 min,6628,85
English,87 min,6629,87
English,67 min,6630,204
English,55 min,6631,929
English,94 min,6632,39
English,,6633,8
English,91 min,6634,21
English,1 hr. 49 min.,6635,1323
"English,Italian,Mandarin,Spanish",87 min,6636,1324
English,95 min,6637,7
English,105 min,6638,10
English,90 min,6639,40
English,86 min,6640,36
English,97 min,6641,44
English,76 min,6642,113
English,90 min,6643,40
English,97 min,6644,44
English,93 min,6645,41
English,96 min,6646,1
English,94 min,6647,39
English,84 min,6648,47
English,98 min,6649,85
English,93 min,6650,41
English,87 min,6651,87
English,83 min,6652,131
English,95 min,6653,7
"English,French",89 min,6654,186
English,,6655,8
English,101 min,6656,51
"French,English",95 min,6657,1325
English,91 min,6658,21
"English,French",85 min,6659,542
"English,Spanish",84 min,6660,1235
English,99 min,6661,76
English,98 min,6662,85
English,88 min,6663,37
English,146 min,6664,29
English,85 min,6665,42
English,106 min,6666,49
English,104 min,6667,19
English,88 min,6668,37
"English,French,German,Latin",112 min,6669,1326
"English,Spanish",99 min,6670,728
English,89 min,6671,69
English,90 min,6672,40
English,97 min,6673,44
English,104 min,6674,19
English,72 min,6675,70
English,88 min,6676,37
English,80 min,6677,59
English,90 min,6678,40
English,98 min,6679,85
English,90 min,6680,40
English,75 min,6681,116
English,80 min,6682,59
English,85 min,6683,42
English,89 min,6684,69
English,85 min,6685,42
English,81 min,6686,107
English,90 min,6687,40
English,80 min,6688,59
"English,Arabic",102 min,6689,1327
English,116 min,6690,90
"English,Arabic",98 min,6691,1328
English,98 min,6692,85
"English,Portuguese,German",114 min,6693,1329
English,145 min,6694,257
"English,Russian",100 min,6695,698
English,61 min,6696,1047
English,180 min,6697,1330
English,102 min,6698,33
"English,French,Chinese,Albanian",119 min,6699,1331
"Greek,English,Arabic",73 min,6700,1332
English,87 min,6701,87
English,74 min,6702,73
English,86 min,6703,36
English,105 min,6704,10
English,80 min,6705,59
English,99 min,6706,76
English,96 min,6707,1
English,90 min,6708,40
English,94 min,6709,39
English,89 min,6710,69
English,,6711,8
English,93 min,6712,41
