Genre,Filming Locations,original_index,unique_index
"Comedy,Musical,Romance","Occidental College -1600 Campus Road, Eagle Rock, Los Angeles, California, USA",5050,4207
"Action,Crime,Drama",Costa Rica,5051,4208
"Action,Thriller",,5052,4209
"Action,Crime,Thriller","Lower Bay Station, Toronto, Ontario, Canada",5053,4210
"Crime,Drama,Mystery","Clevelander Hotel - 1020 Ocean Drive, Miami Beach, Florida, USA",5054,4211
"Action,Horror,Sci-Fi","Northern Secondary School, Toronto, Ontario, Canada",5055,4212
"Action,Adventure,Horror","Cinespace Film Studios, Toronto, Ontario, Canada",5056,4213
"Biography,Drama,History","Austin, Texas, USA",5057,4214
"Comedy,Drama,Romance","Etobicoke, Toronto, Ontario, Canada",5058,4215
"Adventure,Drama,Romance","Charlevoix Region, Québec, Canada",5059,4216
"Drama,Romance","Holdenville, Oklahoma, USA",5060,4217
"Crime,Thriller","Bangor, Pennsylvania, USA",5061,4218
"Comedy,Romance","Liberty Grand, Toronto, Ontario, Canada",5062,4219
"Adventure,Drama,History","Lac Saint-Jean, Québec, Canada",5063,4220
Documentary,"Los Angeles, California, USA",5064,11
Thriller,"Colorado Springs, Colorado, USA",5065,4221
"Documentary,Biography,Drama","New York City, New York, USA",5066,4222
"Documentary,Biography,Comedy",,5067,650
Comedy,"Santa Clarita, California, USA",5068,179
"Comedy,Romance","E. Omega Ave. & S. Carl St. Anaheim, California, USA",5069,4223
"Comedy,Drama","Centenary College - 400 Jefferson Street, Hackettstown, New Jersey, USA",5070,4224
"Comedy,Drama","Queens, New York City, New York, USA",5071,4225
Drama,"Greenwood, Mississippi, USA",5072,4226
"Animation,Comedy,Drama",,5073,777
Comedy,"Hubert Howe Bancroft Middle School, 929 N Las Palmas Avenue, Los Angeles, California, USA",5074,4227
"Action,Comedy,Crime","Los Angeles, California, USA",5075,1892
Comedy,"Osterley Park House, Isleworth, Middlesex, England, UK",5076,4228
"Action,Comedy,Thriller","Orpheum Theatre, Vancouver, British Columbia, Canada",5077,4229
"Comedy,Action","Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA",5078,4230
Comedy,"Los Angeles, California, USA",5079,337
"Crime,Drama","Arizona, USA",5080,4231
"Comedy,Romance","Buffalo, New York, USA",5081,4232
"Comedy,Crime","Atascadero, California, USA",5082,4233
Comedy,"364 Street Cloud Rd, Los Angeles, California, USA",5083,4234
"Comedy,Romance","Nelson, British Columbia, Canada",5084,4235
"Action,Adventure,Comedy","Bangkok, Thailand",5085,4236
Action & Adventure,"Kowloon Walled City, Hong Kong, China",5086,4237
"Action,Adventure,Fantasy","Ayuthaya, Thailand",5087,4238
"Comedy,Musical,Adventure","New York, USA",5088,4239
Drama,"New Orleans International Airport - 900 Airline Drive, Kenner, Louisiana, USA",5089,4240
Comedy,,5090,628
"Action,Comedy,Crime","Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",5091,4241
"Documentary,Biography","Ohio State University, Columbus, Ohio, USA",5092,4242
"Comedy,Romance","Albright St & Charm Acres Pl, Los Angeles, California, USA",5093,4243
"Action,Crime,Drama",,5094,4244
"Action,Drama,Crime","Pearsall , Texas, USA",5095,4245
"Drama,Mystery,Sci-Fi","Malibu, California, USA",5096,4246
"Action,Comedy,Crime","Main & Old Town Front Street, Temecula, California, USA",5097,4247
"Crime,Drama,Film-Noir",,5098,2126
"Adventure,Comedy,Romance",Switzerland,5099,4248
"Comedy,Music","Henry's Tacos, 11401 Moorpark St., Los Angeles, California, USA",5100,4249
"Adventure,Comedy","Amsterdam, Noord-Holland, Netherlands",5101,4250
"Horror,Mystery,Thriller","Cordele, Georgia, USA",5102,4251
Comedy,"New York, USA",5103,3913
"Comedy,Horror,Thriller","Brooklyn, New York City, New York, USA",5104,4252
"Comedy,Fantasy","Jersey City, New Jersey, USA",5105,4253
"Action,Sci-Fi","Apex Electronics - 8909 San Fernando Road, Sun Valley, Los Angeles, California, USA",5106,4254
"Action,Drama,Mystery","Los Angeles, California, USA",5107,4255
"Action,Thriller","Los Angeles, California, USA",5108,4193
"Comedy,Thriller",,5109,4256
"Action,Sci-Fi,Thriller",,5110,4257
"Comedy,Fantasy,Horror","Los Angeles, California, USA",5111,442
"Action,Adventure","Water Gardens, London, England, UK",5112,4258
"Action,Crime,Thriller","Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",5113,4259
"Comedy,Crime","Glendale, California, USA",5114,4260
"Action,Comedy,Crime","Riverdale High School, Jefferson, Louisiana, USA",5115,4261
Comedy,"Boys & Girls Club of Venice - 2232 Lincoln Blvd, Venice, Los Angeles, California, USA",5116,4262
"Adventure,Comedy,Drama","Arizona, USA",5117,4263
"Action,Comedy,Sci-Fi","Marietta, Georgia",5118,4264
"Comedy,Drama","Schiller's Liquor Bar, 131 Rivington Street, New York City, New York, USA",5119,4265
"Drama,War","Aéroport du Bourget, Le Bourget, Seine-Saint-Denis, France",5120,4266
"Comedy,Drama,Romance",,5121,170
Drama,"Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5122,4267
"Horror,Sci-Fi,Thriller","Downtown, Los Angeles, California, USA",5123,4268
"Comedy,Music,Romance","'Don Hill', Tribeca, Manhattan, New York City, New York, USA",5124,4269
"Drama,Romance","Fire Island, Long Island, New York, USA",5125,4270
"Comedy,Drama,Romance","Laurel Hardware Company - 7984 Santa Monica Boulevard, West Hollywood, California, USA",5126,4271
"Comedy,Drama","Central Park, Manhattan, New York City, New York, USA",5127,2098
Comedy,"Boulder Creek, California, USA",5128,4272
"Comedy,Drama,Romance","Beauharnois, Québec, Canada",5129,4273
Drama,"Waxahachie, Texas, USA",5130,4274
"Comedy,Romance","Los Angeles, California, USA",5131,1322
Drama,"Waxahachie, Texas, USA",5132,4274
"Drama,Romance,Sport","Los Angeles, California, USA",5133,4275
Drama,"June Mountain, California, USA",5134,4276
"Action,Crime,Drama","Hamilton, Ontario, Canada",5135,4277
"Comedy,Drama",,5136,1475
"Comedy,Romance","Media, Pennsylvania, USA",5137,4278
Horror,"Santa Clarita, California, USA",5138,4279
"Drama,Sci-Fi,Thriller",,5139,4280
"Comedy,Drama,Romance","Los Angeles, California, USA",5140,1341
"Fantasy,Horror,Thriller","Los Angeles, California, USA",5141,4281
"Comedy,Drama","Albuquerque, New Mexico, USA",5142,3022
Documentary,"San Francisco, California, USA",5143,4282
Thriller,"Los Angeles, California, USA",5144,1094
"Action,Comedy,Fantasy","Huntington Library & Botanical Gardens - 1151 Oxford Road, San Marino, California, USA",5145,4283
"Adventure,Comedy,Sci-Fi","Beehive Pub, Hare Street, Nr Buntingford, Hertfordshire, England, UK",5146,4284
"Comedy,Sci-Fi","Santa Clarita, California, USA",5147,4285
Comedy,"Lebua at State Tower - 1055 Silom Road, Bangrak, Bangkok, Thailand",5148,4286
"Comedy,Fantasy","Fenway Park - 4 Yawkey Way, Boston, Massachusetts, USA",5149,4287
"Action,Comedy,Crime","San Juan, Puerto Rico",5150,4288
"Short,Comedy",,5151,2634
"Action,Comedy,Crime","Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",5152,4289
"Action,Horror,Sci-Fi","Ashbridge's Bay, Toronto, Ontario, Canada",5153,4290
"Comedy,Horror","Bernau, Brandenburg, Germany",5154,4291
Horror,"Shortsville, New York, USA",5155,4292
"Drama,Family",,5156,779
"Horror,Thriller","4688 Connaught Drive, Vancouver, British Columbia, Canada",5157,4293
"Mystery & Suspense,Horror","Toronto, Ontario, Canada",5158,4294
"Horror,Thriller","18421 Ventura Blvd., Tarzana, California, USA",5159,4295
"Drama,Family","San Antonio, Texas, USA",5160,2196
"Comedy,Horror","Stevenson Ranch, California, USA",5161,4296
Comedy,"New York City, New York, USA",5162,154
Comedy,"Louisiana, USA",5163,4297
"Comedy,Horror","Los Angeles, California, USA",5164,443
Comedy,"Louisiana, USA",5165,4297
"Adventure,Comedy","Los Angeles, California, USA",5166,431
Comedy,"Detroit, Michigan, USA",5167,4298
"Comedy,Romance","Los Angeles, California, USA",5168,1322
Comedy,"4160 Klump Ave, Los Angeles, California, USA",5169,4299
"Horror,Thriller","British Columbia, Canada",5170,4300
"Horror,Mystery,Thriller","Alumni Park - 3551 Trousdale Parkway, University of Southern California, Los Angeles, California, USA",5171,4301
"Horror,Thriller","Campbell River, British Columbia, Canada",5172,4302
"Horror,Thriller","Cypress Park, British Columbia, Canada",5173,4303
"Horror,Mystery,Thriller","Aoyama, Tokyo, Japan",5174,4304
"Adventure,Comedy,Romance","Belle Glade, Florida, USA",5175,4305
"Comedy,Musical","Berkshire, England, UK",5176,4306
"Horror,Romance","New Jersey, USA",5177,4307
Comedy,"Toney Burger Center, Sunset Valley TX",5178,4308
"Comedy,Drama,Romance","366 South June St., Los Angeles, California, USA",5179,4309
"Comedy,Romance","1423 Sycamore Lane, Northbrook, Illinois, USA",5180,4310
"Comedy,Romance","5148 Louise Avenue, Encino, California, USA",5181,4311
"Drama,Romance","L'Orangerie - 903 North La Cienega Boulevard, Los Angeles, California, USA",5182,4312
Comedy,"Greenaway Pool, Cloverdale, British Columbia, Canada",5183,4313
"Drama,Romance","Seattle, Washington, USA",5184,4314
Comedy,"Brooklyn, New York City, New York, USA",5185,857
"Action & Adventure,Science Fiction & Fantasy,Comedy","10709 Hawthorne Blvd, Lennox, California, USA",5186,4315
"Action,Comedy,Crime","Grand Rapids, Michigan, USA",5187,4316
"Adventure,Comedy,Crime","New York City, New York, USA",5188,4317
"Action,Adventure,Comedy",Germany,5189,4318
"Adventure,Comedy","Santa Clarita, California, USA",5190,4319
"Adventure,Comedy,Crime","Bedford, Massachusetts, USA",5191,4320
Comedy,"Santa Clarita, California, USA",5192,179
Comedy,"Chapman University - One University Drive, Orange, California, USA",5193,4321
"Drama,Sci-Fi,Thriller","British Columbia, Canada",5194,4322
Documentary,,5195,26
"Comedy,Drama,Romance","California, USA",5196,4323
"Drama,Horror,Thriller","Los Angeles, California, USA",5197,4324
"Animation,Family,Comedy",,5198,746
"Animation,Adventure,Comedy","England, UK",5199,53
"Drama,Fantasy,Romance","Covington, Louisiana, USA",5200,4325
"Comedy,Family","Los Angeles, California, USA",5201,737
"Adventure,Comedy,Mystery","Bond University, Gold Coast, Queensland, Australia",5202,4326
"Comedy,Family","Fort Worth Stockyards - 121 E. Exchange Avenue, Fort Worth, Texas, USA",5203,4327
Family,"La Reina High School, 106 West Janss Road, Thousand Oaks, California, USA",5204,4328
"Adventure,Comedy,Family","Santa Barbara, California, USA",5205,4329
Family,"Boerne, Texas, USA",5206,4330
"Drama,Horror,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5207,4331
"Crime,Drama,Film-Noir","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5208,3773
Family,"Palm Springs, California, USA",5209,4332
Family,,5210,730
Family,"Merrifield Farms, Dallas, Texas, USA",5211,4333
"Horror,Thriller","Nebraska, USA",5212,4334
Family,,5213,730
Comedy,"Hydra, Greece",5214,4335
Drama,"Boyle Heights, Los Angeles, California, USA",5215,2633
Drama,"Monterey, California, USA",5216,4336
Drama,,5217,47
Drama,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5218,492
Drama,,5219,47
"Drama,Romance",,5220,88
"Mystery,Thriller","Los Angeles, California, USA",5221,939
"Drama,Fantasy,Romance","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",5222,4337
"Comedy,Crime","Louisiana, USA",5223,4338
Family,,5224,730
Drama,"Angel's Flight Railway, Bunker Hill, Downtown, Los Angeles, California, USA",5225,4339
Family,"Los Angeles, California, USA",5226,2387
"Comedy,Drama,Romance",,5227,170
Family,"Spokane, Washington, USA",5228,4340
Family,"Nashville, Tennessee, USA",5229,3298
"Action,Drama,Thriller","Covington, Georgia, USA",5230,4341
Thriller,"Buffalo, New York, USA",5231,4342
"Adventure,Drama,Romance","Guadalupe Sand Dunes, Santa Barbara County, California, USA",5232,4343
"Adventure,Drama","Yuma, Arizona, USA",5233,4344
Drama,"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",5234,4345
"Drama,Romance,Thriller","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5235,4346
"Adventure,Comedy,Family","Anchor Bay, Malta",5236,4347
"Mystery,Sci-Fi,Thriller",,5237,3367
"Drama,Sci-Fi,Thriller","Akron, Ohio, USA",5238,4348
"Crime,Drama,History","Orange County, California, USA",5239,4349
"Horror,Mystery,Thriller","Maine, USA",5240,4350
"Horror,Sci-Fi,Thriller",,5241,480
Horror,"Winnipeg, Manitoba, Canada",5242,4351
"Drama,Music,Romance","23 Windward Avenue, Venice, California, USA",5243,4352
"Comedy,Romance","Harvard Square, Cambridge, Massachusetts, USA",5244,4353
"Action,Crime,Thriller","Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA",5245,1397
"Action,Drama","Sandy's Char Burger - 6223 Lankershim Boulevard, North Hollywood, California, USA",5246,4354
Drama,"Hollywood Boulevard, Hollywood, Los Angeles, California, USA",5247,4355
"Drama,Horror,Thriller","Homestead, Florida, USA",5248,4356
Comedy,"Los Angeles, California, USA",5249,337
"Action,Drama","Los Angeles, California, USA",5250,1473
"Action,Drama","Los Angeles, California, USA",5251,1473
"Comedy,Romance","4839 Louise Avenue, Encino, Los Angeles, California, USA",5252,4357
"Drama,Western","Cooperstown, California, USA",5253,4358
"Horror,Thriller",,5254,3063
"Drama,Horror",,5255,4359
"Horror,Thriller","1926 Lincoln St, Salt Lake City, Utah, USA",5256,4360
"Horror,Thriller","Santa Clarita, California, USA",5257,1515
Horror,"Conyers, Georgia, USA",5258,4361
Horror,USA,5259,2505
"Comedy,Crime","3rd Street Tunnel, Downtown, Los Angeles, California, USA",5260,4362
"Drama,Family","Los Angeles, California, USA",5261,2471
"Horror,Thriller","1007 1st Ave, Salt Lake City, Utah, USA",5262,4363
"Comedy,Horror,Thriller","Canfield-Moreno Estate - 1923 Micheltorena Street, Silver Lake, Los Angeles, California, USA",5263,4364
"Comedy,Family,Romance","Midway, Utah, USA",5264,4365
"Comedy,Family",,5265,890
Comedy,,5266,628
"Comedy,Drama,Family","Austin, Texas, USA",5267,4366
Family,,5268,730
"Comedy,Family","Japanese Garden, Donald C. Tillman Water Reclamation Plant - 6100 Woodley Avenue, Van Nuys, Los Angeles, California, USA",5269,4367
"Comedy,Drama,Family",,5270,923
"Horror,Thriller","Santa Clarita, California, USA",5271,1515
Family,"Culver, Indiana, USA",5272,4368
"Short,Thriller,Drama","Santa Paula, California, USA",5273,4369
Family,"Louisville, Kentucky, USA",5274,4370
Family,"Kansas City, Missouri, USA",5275,4371
"Comedy,Crime,Family","Edmonton, Alberta, Canada",5276,4372
"Adventure,Family,Musical",,5277,4373
"Family,Musical,Romance",,5278,4374
"Comedy,Drama,Family","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5279,4375
"Short,Action","Los Angeles, California, USA",5280,4376
"Action,Crime,Thriller","Bangkok, Thailand",5281,2029
Thriller,"Vancouver, British Columbia, Canada",5282,4377
"Action,Adventure,Comedy","Conzelman Road, Marin Headlands, California, USA",5283,4378
Drama,"Los Angeles, California, USA",5284,109
Documentary,"Cody, Wyoming, USA",5285,4379
Documentary,,5286,26
"Comedy,Family","Los Angeles, California, USA",5287,737
Documentary,,5288,26
Documentary,,5289,26
Documentary,Ghana,5290,4380
Documentary,,5291,26
Documentary,"Donaldson Correctional Facility, Bessemer, Alabama, USA",5292,4381
"Drama,Horror,Thriller","Bloomington, Indiana, USA",5293,4382
"Documentary,Family",,5294,918
"Horror,Mystery,Thriller","California, USA",5295,4383
"Action,Adventure,Romance","Lake Myojin, Kochi, Japan",5296,4384
"Action,Horror,Sci-Fi",,5297,1568
"Drama,Family",,5298,779
"Horror,Thriller","Georgia, USA",5299,4385
Family,"Asheville, North Carolina, USA",5300,4386
"Thriller,Comedy,Horror","Utah, USA",5301,4387
Drama,"NBC Building, Rockefeller Center, Manhattan, New York City, New York, USA",5302,4388
Horror,"Alabama, USA",5303,4389
Family,,5304,730
"Adventure,Comedy,Family","Richmond, Virginia, USA",5305,4390
Family,,5306,730
"Comedy,Family,Fantasy","Pita Pit, Cheney, Washington, USA",5307,4391
Horror,"South Lyon, Michigan, USA",5308,4392
"Horror,Thriller","Moundsville, West Virginia, USA",5309,4393
Horror,"Pittsburgh, Pennsylvania, USA",5310,4394
"Comedy,Horror","New York City, New York, USA",5311,4395
"Comedy,Fantasy,Horror","Fort Totten, Bayside, Queens, New York City, New York, USA",5312,4396
"Action,Horror,Thriller","Phoenix, Arizona, USA",5313,4397
"Action,Adventure,Sci-Fi","Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA",5314,4398
"Action,Adventure,Thriller","London, England, UK",5315,24
"Adventure,Mystery,Sci-Fi","Scotland, UK",5316,4399
Family,,5317,730
Horror,"1190 Red Hawk Road, Wimberley, Texas, USA",5318,4400
Family,"Utah, USA",5319,2538
"Comedy,Family","Los Angeles, California, USA",5320,737
Family,"Malibu, California, USA",5321,4401
Family,,5322,730
Family,"Crossville, Tennessee, USA",5323,4402
"Documentary,Drama,Family",,5324,738
"Action,Sci-Fi","Oriental City Shopping Centre, Colindale, London, England, UK",5325,4403
"Action,Crime,Thriller","Castle Hayne, North Carolina, USA",5326,4404
"Action,Adventure,Fantasy","Celano, Italy",5327,4405
"Drama,Mystery,Thriller","Ontario, Canada",5328,4406
"Horror,Mystery,Thriller","Algonquin College, Ottawa, Ontario, Canada",5329,4407
Drama,"Los Angeles, California, USA",5330,109
"Horror,Mystery & Suspense,Science Fiction & Fantasy,Comedy","British Columbia, Canada",5331,4408
"Biography,Drama","Alex Theatre - 216 N. Brand Boulevard, Glendale, California, USA",5332,4409
"Comedy,Sci-Fi","New Orleans, Louisiana, USA",5333,4410
"Action,Comedy,Sci-Fi","Toronto, Ontario, Canada",5334,4411
"Comedy,Western","Monument Valley, Utah, USA",5335,4412
"Comedy,Crime","New Orleans, Louisiana, USA",5336,4413
"Action,Crime,Sci-Fi","Shepperton Studios, Shepperton, Surrey, England, UK",5337,4414
"Action,Fantasy,Sci-Fi","Melbourne, Victoria, Australia",5338,4415
Comedy,,5339,628
Comedy,"Los Angeles, California, USA",5340,337
Comedy,"Bossier City, Louisiana, USA",5341,4416
"Comedy,Romance","Los Angeles, California, USA",5342,1322
Comedy,"Las Vegas, Nevada, USA",5343,4417
Comedy,"Los Angeles, California, USA",5344,337
"Animation,Adventure,Family",,5345,138
"Comedy,Family,Fantasy","Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA",5346,4418
"Adventure,Comedy,Family","Los Angeles, California, USA",5347,1306
Fantasy,"Petaluma, California, USA",5348,4419
"Comedy,Family,Horror","Los Angeles, California, USA",5349,4420
Horror,,5350,450
"Family,Horror,Drama","Louisiana, USA",5351,4421
"Comedy,Drama,Thriller",,5352,4422
"Documentary,Adventure,Drama",,5353,4423
"Drama,Family",,5354,779
"Drama,Family,Sport","Phoenix, Arizona, USA",5355,4424
"Family,Sport","Detroit, Michigan, USA",5356,4425
"Comedy,Horror,Thriller","Bailey Canyon Wilderness Park, Sierra Madre, California, USA",5357,4426
Horror,"Charles Evans Hughes Jr. High School - 5607 Capistrano, Woodland Hills, Los Angeles, California, USA",5358,4427
"Drama,Family,History","Churchill Downs - 700 Central Avenue, Louisville, Kentucky, USA",5359,4428
"Western,Family,Adventure",,5360,4429
"Family,Adventure","Pemberton, British Columbia, Canada",5361,4430
"Comedy,Family,Fantasy","Vitello's Italian Restaurant, 4349 Tujunga Ave, Studio City, California, USA",5362,4431
"Animation,Comedy,Family",,5363,20
"Animation,Adventure,Comedy","Chapman University - One University Drive, Orange, California, USA",5364,4432
"Comedy,Family,Sci-Fi","Houston, Texas, USA",5365,4433
"Action,Adventure,Comedy","Baton Rouge, Louisiana, USA",5366,4434
"Animation,Adventure,Comedy",,5367,99
"Animation,Comedy,Family",,5368,20
"Family,Animation,Comedy",,5369,4435
"Animation,Adventure,Comedy",,5370,99
"Family,Animation,Comedy",,5371,4435
"Animation,Action,Adventure",,5372,142
"Family,Drama","Assateague Island, Virginia, USA",5373,4436
"Drama,Family","Inveraray, Argyll and Bute, Scotland, UK",5374,4437
Family,"Dallas, Texas, USA",5375,4438
Horror,"Isothermal Community College, Rutherford Campus - 286 ICC Loop Road, Spindale, North Carolina, USA",5376,4439
"Adventure,Comedy,Family","Freeport, Grand Bahama Island, Bahamas",5377,4440
"Comedy,Drama,Family",,5378,923
"Adventure,Comedy,Family","Chicago, Illinois, USA",5379,4441
"Adventure,Family,Sci-Fi","Aurora University, Aurora, Illinois, USA",5380,4442
"Drama,Family","Vancouver, British Columbia, Canada",5381,4443
Family,,5382,730
Family,"Los Angeles, California, USA",5383,2387
Action,"Bonny Doon, California, USA",5384,4444
Family,"Malibu, California, USA",5385,4401
"Crime,Drama,Horror",USA,5386,4445
Horror,"California, USA",5387,447
Horror,"Austin, Texas, USA",5388,4446
"Horror,Sci-Fi,Thriller","Ontario, Canada",5389,4447
Horror,"Texas, USA",5390,4448
Family,"Bryce Canyon National Park, Bryce, Utah, USA",5391,4449
"Drama,Family,Western","Lancaster, Ohio, USA",5392,4450
"Drama,Family,Romance",,5393,1327
"Comedy,Crime,Drama",,5394,665
"Action,Adventure,Comedy","Southern California, California, USA",5395,4451
"Horror,Thriller","CLA Studios, Morocco",5396,4452
"Animation,Adventure,Comedy",,5397,99
"Horror,Thriller","Cape Town, Western Cape, South Africa",5398,4453
"Action,Comedy,Crime","New Orleans, Louisiana, USA",5399,2659
Animation,,5400,2831
"Action,Comedy,Crime","Wynn Las Vegas - 3131 Las Vegas Blvd South, Las Vegas, Nevada, USA",5401,4454
"Crime,Drama,Thriller","Everett, Washington, USA",5402,4455
Horror,"Dundas, Ontario, Canada",5403,4456
"Animation,Family,Sci-Fi",,5404,4457
"Action,Sci-Fi","Downtown, Los Angeles, California, USA",5405,4458
"Animation,Adventure,Comedy",,5406,99
Family,,5407,730
"Drama,Horror","Ottawa, Ontario, Canada",5408,4459
Horror,"Pasadena, California, USA",5409,4460
Animation,"Hollywood, Los Angeles, California, USA",5410,4461
"Animation,Adventure,Comedy","New York City, New York, USA",5411,4462
"Drama,Horror,Mystery & Suspense","Los Angeles, California, USA",5412,4463
"Horror,Thriller","Mandeville, Louisiana, USA",5413,4464
Comedy,"Cahuenga General Store - 5510 Cahuenga Blvd, North Hollywood, California, USA",5414,4465
"Horror,Thriller","Connecticut, USA",5415,4466
"Drama,Family",,5416,779
"Drama,Family,Romance","Santa Anita Park & Racetrack - 285 West Huntington Drive, Arcadia, California, USA",5417,4467
"Horror,Sci-Fi,Thriller",Dominican Republic,5418,4468
"Comedy,Horror,Sci-Fi","Wilmington, North Carolina, USA",5419,4469
Comedy,"Los Angeles, California, USA",5420,337
"Comedy,Drama,Romance","New York City, New York, USA",5421,144
"Horror,Thriller",Morocco,5422,4470
"Crime,Horror,Thriller","Texas Ave & Levy St, Shreveport, Louisiana, USA",5423,4471
"Drama,Fantasy,Horror","Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",5424,4472
Documentary,Romania,5425,4473
Family,"Los Angeles, California, USA",5426,2387
"Family,Sci-Fi","Roberts Creek, Sunshine Coast, British Columbia, Canada",5427,4474
"Comedy,Drama,Family","Tulsa, Oklahoma, USA",5428,2177
"Drama,Family,Sci-Fi","San Diego, California, USA",5429,4475
"Drama,Family,Thriller","Los Angeles, California, USA",5430,4476
"Drama,Family",,5431,779
"Drama,Horror,Thriller",Colombia,5432,4477
"Drama,Family","Orlando, Florida, USA",5433,4478
"Action,Adventure,Family","Charlevoix, Michigan, USA",5434,4479
"Action,Adventure,Drama","Provo, Utah, USA",5435,4480
"Drama,Family,Sport","Sarasota, Florida, USA",5436,4481
"Animation,Family",,5437,931
"Action,Thriller,Western",,5438,4482
Horror,,5439,450
"Sci-Fi,Thriller",,5440,2666
"Drama,Horror,Thriller","Southampton, Long Island, New York, USA",5441,4483
Drama,"New York City, New York, USA",5442,63
"Crime,Drama,Mystery","Lodi, Wisconsin, USA",5443,4484
Horror,"Wilmington, North Carolina, USA",5444,1653
"Horror,Mystery","Los Angeles, California, USA",5445,4485
"Drama,Horror,Mystery","Herald Examiner - 1111 S. Broadway, Downtown, Los Angeles, California, USA",5446,4486
"Horror,Mystery,Thriller","British Columbia Institute of Technology - Aerospace Technology Campus, 3800 Cessna Drive, Richmond, British Columbia, Canada",5447,4487
"Horror,Mystery,Thriller","Astoria, Oregon, USA",5448,4488
"Action,Adventure,Thriller","Oujda, Morocco",5449,4489
"Documentary,Biography,Drama",,5450,739
"Comedy,Drama,Family","McKinley Home for Boys - 13840 Riverside Drive, Van Nuys, Los Angeles, California, USA",5451,4490
"Adventure,Family,Fantasy","Chenies Manor House, Chenies, Buckinghamshire, England, UK",5452,4491
"Adventure,Sci-Fi,Thriller",,5453,4492
Drama,"New York City, New York, USA",5454,63
"Documentary,Drama","Waller, Texas, USA",5455,4493
"Action,Thriller",,5456,4209
Drama,"Seattle, Washington, USA",5457,1494
"Family,Fantasy","Collingwood, Ontario, Canada",5458,4494
"Drama,Family","Tulsa, Oklahoma, USA",5459,4495
Family,"Los Angeles, California, USA",5460,2387
"Action,Drama,Family","Makoto Sushi, Encino, California, USA",5461,4496
"Comedy,Drama,Romance","Santa Clarita, California, USA",5462,512
"Crime,Drama,Western","Austin, Texas, USA",5463,4497
"Comedy,Family,Fantasy","Austin, Texas, USA",5464,4498
"Comedy,Family,Mystery","Colonial Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5465,4499
"Adventure,Comedy,Family","Warwick Building; 109 N. Sycamore Avenue, Los Angeles, California, USA",5466,4500
"Action,Adventure,Crime","The Alamo - 300 Alamo Plaza, San Antonio, Texas, USA",5467,4501
"Family,Fantasy","Hudson Valley, New York, USA",5468,4502
"Comedy,Family,Sci-Fi","Santa Clarita, California, USA",5469,4129
"Drama,Kids & Family","Cape Canaveral Air Station, Cape Canaveral, Florida, USA",5470,4503
Family,"Los Angeles, California, USA",5471,2387
Family,"Palm Springs, California, USA",5472,4332
"Comedy,Family",,5473,890
"Animation,Comedy,Family","Toronto, Ontario, Canada",5474,4504
"Adventure,Family",,5475,1270
Family,"Santa Clarita, California, USA",5476,4505
Family,"Baton Rouge, Louisiana, USA",5477,4506
Family,"Franklin, Tennessee, USA",5478,4507
Family,,5479,730
"Comedy,Drama,Family","Los Angeles, California, USA",5480,1434
Family,"San Bernardino, California, USA",5481,4508
Family,"Los Angeles, California, USA",5482,2387
"Comedy,Family,Musical","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",5483,2403
"Comedy,Family,Drama","Berliner Union-Film, Oberlandstraße 26-35, Tempelhof, Berlin, Germany",5484,4509
"Family,Adventure,Comedy","Elstree Studios, Borehamwood, Hertfordshire, England, UK",5485,4510
"Adventure,Family,Fantasy","Big Basin, California, USA",5486,4511
"Adventure,Drama,Family","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",5487,4512
"Action,Thriller","New Orleans, Louisiana, USA",5488,4513
"Adventure,Drama,Family","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5489,4514
"Adventure,Drama,Family","Bend, Oregon, USA",5490,4515
"Family,Mystery,Romance","Agios Nicholaos, Crete, Greece",5491,4516
"Adventure,Drama,Family","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",5492,4517
Horror,"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",5493,4518
"Family,Western,Action","Bend, Oregon, USA",5494,4519
