Creator,original_index,unique_index
"John Grisham,William Goldman",5922,4996
Simon Moore,5923,2783
"Joseph DeLage,Ian Shorr",5924,4997
"Michael Palmer,Tony Gilroy",5925,4998
"Carolyn Shelby,Christopher Ames",5926,4999
"Stephen Katz,John Darrouzet",5927,5000
"Natalie Bible',Brieanna Steele",5928,5001
"Lewis Colick,William S. Comanor",5929,5002
"Richard Price,Richard Price",5930,468
Matthew Aldrich,5931,5003
"Harold T.P. Hayes,Dian Fossey",5932,5004
"Robert Dunn,Paul Guay",5933,5005
"Leslie Cockburn,Andrew Cockburn",5934,5006
"Jonathan Kapoor,Marco Mannone",5935,5007
"Nathan Brookes,Bobby Lee Darby",5936,5008
"Sam Raimi,Ivan Raimi",5937,4383
"Justin Lerner,Katharine O'Brien",5938,5009
Jason Bognacki,5939,5010
"Stephen Barton,Tap Pribbenow",5940,5011
Sarah Adina Smith,5941,5012
"Jace Paul,Suzanne Prunty",5942,5013
Philip Adrian Booth,5943,5014
Andrew P. Jones,5944,5015
"John Travis,Rebecca Sonnenshine",5945,5016
Karen Kelly,5946,5017
"Gary Stuart Kaplan,Larry Swerdlove",5947,5018
"R.J. Robertson,Jim Wynorski",5948,2924
"Robert Thom,Charles B. Griffith",5949,5019
"T.J. Cimfel,David White",5950,5020
"Sidney W. Pink,Ib Melchior",5951,5021
"Valerie Curtin,Barry Levinson",5952,1121
Audrey Wells,5953,5022
Matthew Flynn,5954,5023
Damien Leone,5955,4456
David Lynch,5956,38
"Parnell Hall,Shepard Abbott",5957,5024
Adam Brooks,5958,299
Steven Rogers,5959,5025
"Garry Shandling,Michael Leeson",5960,5026
"Peter Gaulke,Gerry Swallow",5961,841
"Patrick Breen,Patrick Breen",5962,5027
"Mark Herman,Charles Webb",5963,5028
"James Frey,James Frey",5964,5029
Edward Burns,5965,2427
Tom DiCillo,5966,2014
"Peter Cook,Peter Cook",5967,5030
"Mike Myers,Graham Gordy",5968,5031
"Sean French,Kara Lindstrom",5969,5032
"Michael Hamilton-Wright,Russell Scalise",5970,5033
"Frank Miller,Frank Miller",5971,5034
Perry Blackshear,5972,5035
"Jay Huguely,Adam Marcus",5973,5036
Rob Zombie,5974,4459
"William F. Leicester,Richard Matheson",5975,5037
"John A. Russo,George A. Romero",5976,4460
Michael Benson,5977,5038
George A. Romero,5978,1
"Grace Perkins,Oliver H.P. Garrett",5979,5039
,5980,28
"Laird Doyle,Wallace Smith",5981,5040
"Sheridan Gibney,Pierre Collings",5982,5041
"Robert Lord,Wilson Mizner",5983,97
,5984,28
Howard Sackler,5985,5042
"Robert Lord,Mary C. McCall Jr.",5986,5043
"Eric Heisserer,John W. Campbell Jr.",5987,5044
,5988,28
"Harvey Fergusson,Josephine Lovett",5989,5045
"John Howard Lawson,Lionel Wiggam",5990,5046
"Wesley Strick,Eric Heisserer",5991,5047
Barney Cohen,5992,5048
Ruth Avergon,5993,5049
Adam Green,5994,5050
Adam Green,5995,5050
"Adam Green,Adam Green",5996,5051
"Joe Giannone,Joe Giannone",5997,5052
Mario Van Peebles,5998,5053
M. Blash,5999,5054
M. Blash,6000,5054
"Ricardo Benet,Ricardo Benet",6001,5055
Stephen Chbosky,6002,5056
Adam Moreno,6003,5057
"Brian De Palma,Louisa Rose",6004,5058
Craig Kovach,6005,5059
"Gregg Mancuso,Jim Piddock",6006,5060
"Malcolm Braly,Malcolm Braly",6007,5061
"Leo Garen,Jack Baran",6008,5062
"Michael Blodgett,Dennis Shryack",6009,5063
"Raymond Lofaro,Dennis Johnson",6010,5064
M. Night Shyamalan,6011,240
"Brian Nelson,M. Night Shyamalan",6012,5065
M. Night Shyamalan,6013,240
M. Night Shyamalan,6014,240
"Will Smith,Gary Whitta,M. Night Shyamalan",6015,5066
"Jeremy Chilnick,Morgan Spurlock",6016,624
,6017,28
Lawrence Wright,6018,5067
Alex Gibney,6019,3655
"Alex Gibney,Christopher Hitchens",6020,5068
Alex Gibney,6021,3655
Alex Gibney,6022,3655
"Alex Gibney,Chad Beck",6023,5069
,6024,28
Francis Veber,6025,5070
Jeremy Snead,6026,5071
Daniel Bollag,6027,5072
"Jeff Tremaine,Spike Jonze",6028,5073
"Sheldon Lettich,Jean-Claude Van Damme",6029,5074
Doug Benson,6030,5075
"Michael Bobroff,Michael Bobroff",6031,5076
,6032,28
Harold P. Warren,6033,5077
Mike Marvin,6034,5078
Heidi Ferrer,6035,5079
"Don Michael Paul,Bradley Allenstein",6036,5080
Maria Dante,6037,5081
Kim Fuller,6038,5082
Preston A. Whitmore II,6039,5083
Peter Horak,6040,5084
"Valerie Breiman,Adam Sandler",6041,5085
Terrence Malick,6042,2246
"Graham Greene,Christopher Hampton",6043,5086
Flood Reed,6044,5087
"Cory Goodman,Kevin Grevioux",6045,5088
"Helen Prejean,Tim Robbins",6046,5089
"Annie Proulx,Robert Nelson Jacobs",6047,5090
"Joanne Harris,Robert Nelson Jacobs",6048,5091
Sofia Coppola,6049,2798
"William Nicholson,Michael Hirst",6050,5092
Dante Tomaselli,6051,5093
Earl E. Smith,6052,5094
"Howard B. Kreitsek,Samuel A. Peeples",6053,5095
Howard B. Kreitsek,6054,5096
"Max Baer Jr.,Max Baer Jr.",6055,5097
William W. Norton,6056,224
"Mort Briskin,Art Powers",6057,5098
"Tom Laughlin,Delores Taylor",6058,5099
Marah Strauch,6059,5100
Michael Dougherty,6060,5101
Daniel Gilboy,6061,5102
Philip Gardiner,6062,5103
"Ian Ascher,David Chirchirillo",6063,5104
"Roberto Lombardi,John Orrichio",6064,5105
Domonic Muir,6065,5106
John Wesley Norton,6066,3278
Oren Peli,6067,5107
"Matthew Bolton,Chris W. Freeman",6068,5108
Tim Carter,6069,5109
"Al Kaplan,Jordan Rubin",6070,5110
Alan Trezza,6071,5111
"Arthur Louis Fuller,Guy Garner",6072,5112
"Mike Bell,Joe Ekers",6073,5113
,6074,28
"Adam Marcus,Debra Sullivan",6075,5114
Preston A. Whitmore II,6076,5083
"Ewart Adamson,Peter Milne",6077,5115
"Kirsten McCallion,Kirsten McCallion",6078,5116
Steve Wolsh,6079,5117
,6080,28
"David Agnew Penn,Harrison Smith",6081,5118
"Kim Henkel,Tobe Hooper",6082,4188
"Lawrence D. Cohen,Roberto Aguirre-Sacasa",6083,5119
"Robert Bruce,James A. Ward",6084,5120
"Jason Ancona,Jeff Miller",6085,5121
Rick Sloane,6086,5122
Craig Moss,6087,5123
"Randall Batinkoff,Jesse Stratton",6088,5124
Christian Grillo,6089,5125
"Derek Lee Nixon,Andrew Pozza",6090,5126
"Scott S. Anderson,Abraham Taylor",6091,5127
Kipp Tribble,6092,5128
Paul Sapiano,6093,5129
"Sandor Stern,Jay Anson",6094,5130
Mike MacLean,6095,5131
"Wes Craven,John Skipp",6096,5132
Rick Famuyiwa,6097,5133
"Jesse Lasky Jr.,Fredric M. Frank",6098,5134
Jeanie Macpherson,6099,5135
Philip Yordan,6100,5136
"John Lee Mahin,S.N. Behrman",6101,5137
"Philip Dunne,Gina Kaus",6102,5138
"Joseph L. Mankiewicz,Ranald MacDougall",6103,5139
"Fredric M. Frank,Philip Yordan",6104,5140
Christopher Fry,6105,5141
"Frank S. Nugent,Maurice Walsh",6106,5142
"Kim Henkel,Tobe Hooper",6107,4188
"Patrick Melton,Marcus Dunstan",6108,5143
"Marcus Dunstan,Patrick Melton",6109,3590
"George Schenck,William Marks",6110,5144
"Patrick Melton,Marcus Dunstan",6111,5143
"Walter Hill,Jim Thompson",6112,5145
"John Crawford,Edmund Penney",6113,5146
Rudy Wurlitzer,6114,5147
"Roland Kibbee,David Rayfiel",6115,5148
"Hal Goodman,Larry Klein",6116,5149
"Harold Robbins,John Michael Hayes",6117,4791
"Sydney Boehm,Marvin H. Albert",6118,5150
"Borden Chase,William Gulick",6119,5151
"Robert Towne,Sam Peckinpah",6120,5152
"Patrick Melton,Marcus Dunstan",6121,5143
"Willard W. Willingham,Mary Willingham",6122,5153
"Malcolm Hart,Guillermo Cabrera Infante,Stephen A. Smith,Julia Szucs,Marina Endicott",6123,5154
Silvio Horta,6124,5155
Alan Trustman,6125,5156
"Richard McKenna,Robert Anderson",6126,5157
"Christopher Guest,Michael McKean",6127,5158
"Paul Auster,Belinda Haas",6128,5159
"Bill Fishman,Peter McCarthy",6129,5160
Kevin Wade,6130,3952
Abbe Wool,6131,5161
"Michael Tolkin,Michael Tolkin",6132,5162
Tim Robbins,6133,3300
"Mark Bowden,Ramón Menéndez",6134,5163
Bob Clark,6135,5164
"Roger Swaybill,Alan Ormsby",6136,5165
"Rodney Dangerfield,Greg Fields",6137,5166
"Tim Metcalfe,Miguel Tejada-Flores",6138,3302
"Neal Israel,Neal Israel",6139,5167
"Bob Clark,Ziggy Steinberg",6140,5168
"William Wharton,Keith Gordon",6141,5169
"Parker Bennett,Terry Runte",6142,4228
"Jonathan Marc Sherman,Frank Whaley",6143,5170
"Howard Korder,Michael Almereyda",6144,5171
Bo Goldman,6145,5172
"Charles Dickens,Mitch Glazer",6146,5173
"Glenn Savan,Ted Tally",6147,5174
"Jack London,Jeanne Rosenberg",6148,5175
"Edith Wharton,Casey Robinson",6149,5176
"Jo Harvey Allen,John Cusack",6150,5177
James Still,6151,5178
Stephen Metcalfe,6152,5179
Charles Leavitt,6153,5180
"Yolande Turner,Charles Finch",6154,5181
"Joyce Selznick,Frank De Felitta",6155,5182
"Lisa M. Hansen,Dorothy Ann Puzo",6156,5183
"John Cassavetes,Steve Antin",6157,5184
Richard Jefferies,6158,702
"David Rayfiel,Marshall Brickman",6159,5185
William D. Wittliff,6160,5186
Robert Getchell,6161,275
"Nancy Meyers,Charles Shyer",6162,1489
"Eric Bergren,Christopher De Vore",6163,5187
William D. Wittliff,6164,5186
"Marsha Norman,Marsha Norman",6165,5188
"Barbara Benedek,Barbara Benedek",6166,5189
Sam Shepard,6167,5190
"Robert Dillon,Robert Dillon",6168,5191
"Rama Laurie Stagner,Rama Laurie Stagner",6169,5192
"Robert Kaufman,Leonora Thuna",6170,5193
"Michael Grais,Mark Victor",6171,3472
"Albert Brooks,Monica Mcgowan Johnson",6172,5194
Robert Duvall,6173,5195
Robert Duvall,6174,5195
Leonard Schrader,6175,5196
Charlie Peters,6176,5197
"Irving Ravetch,Harriet Frank Jr.",6177,84
"Pat Conroy,Lewis John Carlino",6178,5198
Robert Benton,6179,5199
"Trevor Griffiths,Warren Beatty",6180,5200
"Gaston Leroux,Andrew Lloyd Webber",6181,5201
"Stuart Beattie,Baz Luhrmann",6182,5202
"Leslie Dixon,John Waters",6183,5203
"James Poe,William E. Barrett",6184,5204
"Elizabeth Kata,Guy Green",6185,5205
"Tania Rose,William Rose",6186,5206
"Jo Swerling,Abe Burrows",6187,5207
"John Patrick,Philip Barry",6188,5208
"Marguerite Roberts,Sonya Levien",6189,5209
"Don Mancini,Don Mancini",6190,5210
David Seltzer,6191,388
Gregory Poirier,6192,5211
"Jon Land,Jonathan Thies",6193,5212
"Rob Schneider,Tom Brady",6194,5213
"Mike Bender,Adam Jay Epstein",6195,5214
Bilge Ebiri,6196,5215
Will Gluck,6197,5216
"Stewart Stern,Irving Shulman",6198,5217
"David Giler,Lorenzo Semple Jr.",6199,5218
"Ken Scarborough,Joe Aaron",6200,5219
"Nik Cohn,Sylvester Stallone",6201,5220
Christopher Gore,6202,5221
"Aaron Latham,James Bridges",6203,5222
"David Seltzer,Andrew Birkin",6204,5223
"Harvey Bernhard,David Seltzer",6205,5224
"Dana Olsen,Michael Spound",6206,5225
"Axelle Carolyn,Andrew Kasch",6207,5226
Mark L. Smith,6208,5227
Frank H. Woodward,6209,3522
"Declan O'Brien,Alan B. McElroy",6210,5228
"T.J. Cimfel,David White",6211,5020
,6212,28
Chris Sparling,6213,359
Adam Green,6214,5050
Ti West,6215,5229
"Simon Barrett,Jamie Nash",6216,5230
,6217,28
"Brad Miska,Simon Barrett",6218,5231
"Joseph Stefano,Max Ehrlich",6219,5232
"Eric Jay Beck,Rob Kowsaluk",6220,5233
Mitchell Lichtenstein,6221,5234
"David Birke,Daniel Stamm",6222,5235
"Arthur Laurents,Marcelle Maurette",6223,5236
"Derek Lee,Clif Prowse",6224,5237
Ti West,6225,5229
"Lynn Riggs,John Bright",6226,5238
"Leonard Lee,Frank Gruber",6227,5239
"Edward T. Lowe Jr.,Scott Darling",6228,5240
"Edwin Blum,William Absalom Drake",6229,5241
"Arthur Conan Doyle,Leonard Lee",6230,5242
"Bertram Millhauser,Lynn Riggs",6231,5243
"Bertram Millhauser,Arthur Conan Doyle",6232,3968
"Bertram Millhauser,Arthur Conan Doyle",6233,3968
"Roy Chanslor,Arthur Conan Doyle",6234,5244
"Bertram Millhauser,Arthur Conan Doyle",6235,3968
"Edmund L. Hartmann,Roy William Neill",6236,5245
"Scott Russell,Tim Garrick",6237,5246
"Sean Finegan,Gregg Maxwell Parker",6238,5247
Julien Paolini,6239,5248
"Jon Manchip White,Jon Manchip White",6240,5249
"John Ridley,David O. Russell",6241,5250
"Pierre Boulle,William Broyles Jr.",6242,5251
"Nick Damici,Jim Mickle",6243,5252
"Paul Leyden,Wrath James White",6244,5253
Chad Crawford Kinkle,6245,5254
"Lucky McKee,Chris Sivertson",6246,5255
"Patrick Melton,Marcus Dunstan",6247,5143
"Hannah Shakespeare,Ben Livingston",6248,5256
"Jeff Buhler,Clive Barker",6249,5257
"Eddie Borey,Chris Borey",6250,5258
"Patrick Melton,Marcus Dunstan",6251,5143
"Brian Bird,Ashley Smith",6252,5259
Peter Morgan,6253,349
Catherine Cyran,6254,5260
"Peng Zhang Li,Todd McGorry",6255,5261
"Michael Jones,John C. Kruize",6256,5262
Garth Eliassen,6257,5263
Rick Roessler,6258,5264
"Douglas Aarniokoski,David Loughery",6259,5265
"Nathan Brookes,Bobby Lee Darby",6260,5008
"Clay Tarver,J.J. Abrams",6261,5266
Nicholas St. John,6262,4133
"Jack Kerouac,Michael Polish",6263,5267
"Rob Epstein,Jeffrey Friedman",6264,5268
Yony Leyser,6265,5269
Chuck Workman,6266,5270
Jack Kerouac,6267,5271
Noah Buschel,6268,5272
,6269,28
"Kurt Jacobsen,Warren Leming",6270,5273
"Todd Farmer,Zane Smith",6271,5274
"David Atkins,Emir Kusturica",6272,5275
"Brad Anderson,Stephen Gevedon",6273,5276
"Franco Arcalli,Bernardo Bertolucci",6274,5277
Adam Green,6275,5050
Ti West,6276,5229
Ti West,6277,5229
Nicolas Winding Refn,6278,5278
Steven Knight,6279,239
"Jon Ronson,Peter Straughan",6280,5279
"Robert Drewe,John Michael McDonagh",6281,5280
Brian Helgeland,6282,1157
Brian Helgeland,6283,1157
"Jeffrey Hatcher,Kimberly Simi",6284,5281
"A.E.W. Mason,Michael Schiffer",6285,5282
"Paul Thomas Anderson,Thomas Pynchon",6286,5283
Bruce Wagner,6287,5284
Ari Folman,6288,5285
Jeff Lieberman,6289,5286
Choice Skinner,6290,5287
Sophie Barthes,6291,5288
"Allan Weiss,Edward Anhalt",6292,5289
"Elwood Ullman,Edward Bernds",6293,5290
"James E. McLarty,George E. Carey",6294,5291
"Paige Dylan,Paige Dylan",6295,5292
Arthur Browne Jr.,6296,5293
Barry Fanaro,6297,5294
Sally Benson,6298,5295
"James Lee,S.S. Schweitzer",6299,5296
Wes Craven,6300,3289
"Andrew Klavan,Yasushi Akimoto",6301,5297
David S. Goyer,6302,26
Dan Kay,6303,5298
Ethan Lawrence,6304,5299
"Josh Stolberg,Pete Goldfinger",6305,5300
Jonas Barnes,6306,5301
Jason Kabolati,6307,5302
"Jake Wade Wall,Steve Feke",6308,5303
Sean McConville,6309,5304
Kelly C. Palmer,6310,5305
Patrick Wehe Mahoney,6311,5306
"Antti Jokinen,Robert Orr",6312,5307
T.J. Cimfel,6313,5308
Wes Craven,6314,3289
,6315,28
Meir Zarchi,6316,5309
,6317,28
"Neil Elman,Thomas Fenton",6318,5310
Nicole Conn,6319,5311
"Marc Abraham,Colin Escott",6320,5312
"Michael Mitnick,Robert B. Weide",6321,5313
Simon Barrett,6322,5314
Tom Six,6323,5315
"Rowan Joffe,S.J. Watson",6324,5316
"Thorne Winter,Thorne Winter",6325,5317
Tom Six,6326,5315
"Glenn Porter,Mark Pellington",6327,5318
"John M. Keating,Sam McCoy",6328,5319
"Andre Fabrizio,Jeremy Passmore",6329,5320
"Yale Hannon,Yale Hannon",6330,5321
Brian McAuley,6331,5322
"Marcus Sakey,Kelly Masterson",6332,5323
Y.T. Parazi,6333,5324
"John Erick Dowdle,Drew Dowdle",6334,4094
"Patrick Brice,Mark Duplass",6335,5325
David Robert Mitchell,6336,5326
Simon Barrett,6337,5314
"Octavus Roy Cohen,Olive Cooper",6338,5327
"Adam Robitel,Gavin Heffernan",6339,5328
"Mike Flanagan,Jeff Howard",6340,5329
Ti West,6341,5229
"Zachary Donohue,Lauren Thompson",6342,5330
"Janet Scott Batchler,Lee Batchler",6343,5331
"Jon Hoeber,Erich Hoeber",6344,412
"William Brookfield,Peter R. de Vries",6345,5332
Karen Moncrieff,6346,5333
"Andrew Knight,Andrew Anastasios",6347,5334
"Nelson Gidding,Shirley Jackson",6348,5335
Justin Benson,6349,5336
Robert Ben Garant,6350,5337
"Roberto Aguirre-Sacasa,Earl E. Smith",6351,5338
Justin Benson,6352,5336
Eric Stolze,6353,5339
"Daniel Meersand,Nick Simon",6354,5340
"Christopher Denham,Oren Peli",6355,5341
Robert Lewis,6356,5342
"Jason Parish,Ryan Smith",6357,5343
"Luke Dawson,Jeremy Slater",6358,5344
"Zack Andrews,Zack Andrews",6359,5345
Jamie Nash,6360,5346
"Brian Jun,Robert Dean Klein",6361,5347
Christopher Borrelli,6362,5348
"Scott Martin,Kevin Tancharoen",6363,5349
"Roderick Taylor,Bruce A. Taylor",6364,550
Alex Garland,6365,3456
Wes Craven,6366,3289
"Stephen Sommers,Dean R. Koontz",6367,5350
"Wade Davis,Richard Maxwell",6368,5351
Barbara Bell,6369,5352
"Adam Forgash,Catherine Lloyd Burns",6370,5353
"Robert Sheckley,Steven Pressfield",6371,5354
"Paul Haggis,Fred Cavayé",6372,5355
"Tony Gilroy,William Prochnau",6373,5356
Brian Tucker,6374,5357
John Wells,6375,5358
Ben Younger,6376,5359
Paul Bernbaum,6377,2460
,6378,28
Chuck Pfarrer,6379,5360
"James Gray,Matt Reeves",6380,5361
"Deborah Kaplan,Harry Elfont",6381,3088
"Sara Bernstein,Gregory Bernstein",6382,5362
Don Roos,6383,3561
Eric Forsberg,6384,5363
"Brian Avenet-Bradley,Mark Mitchell",6385,5364
"Steve B. Harris,Eric Miller",6386,5365
"Olatunde Osunsanmi,Olatunde Osunsanmi",6387,5366
"Whitley Strieber,Whitley Strieber",6388,5367
Scott Stewart,6389,5368
"Henry Kuttner,C.L. Moore",6390,5369
Kevin Daniel Ljoka,6391,5370
Betsy Giffen Nowrasteh,6392,5371
Kevin Tenney,6393,5372
Kevin Tenney,6394,5372
"David Henry Keller,John Woodward",6395,5373
Kevin Tenney,6396,5372
"Dirk Blackman,Howard McCain",6397,5374
Emilio Estevez,6398,5375
"Chuck Pfarrer,Gary Goldman",6399,5376
"Dennis Shryack,Gordon Weaver",6400,5377
Sherry Ham-Bernard,6401,5378
Larry Ferguson,6402,4030
"Robert J. Avrech,Brian De Palma",6403,5379
Brian De Palma,6404,497
Brian De Palma,6405,497
"Daniel Lang,David Rabe",6406,5380
"Lucas Sussman,Darren Aronofsky",6407,5381
"Leslie Charteris,Jonathan Hensleigh",6408,5382
"Sergey Kaluzhanov,Gor Kirakosian",6409,5383
"John Brascia,Robert Vincent O'Neill",6410,5384
Peter Stone,6411,5385
"Blake Edwards,Evelyn Anthony",6412,5386
James R. Silke,6413,5387
Jeff Lieberman,6414,5286
"Joseph Garofalo,Eric Weston",6415,5388
"James Bartruff,Mitch Paradise",6416,5389
"Lyn Freeman,Daniel Grodnik",6417,5390
Larry Cohen,6418,1135
"Jon George,Neill D. Hicks",6419,5391
"Eli Cantor,Robert King",6420,5392
"J.S. Cardone,Bill Ewing",6421,5393
"Alan J. Adler,Michael Shoob",6422,5394
"Andrew Droz Palermo,Neima Shahdadi",6423,5395
"Richard Robinson,John Sayles",6424,5396
"Hal Dresner,Daniel C. Striepeke",6425,5397
"Jerome Max,Tito Carpi",6426,5398
"Nicole Holofcener,Laura Lippman",6427,5399
Curt Allen,6428,5400
John Sayles,6429,2482
"David Anderson,Gabe Burnstein",6430,5401
"Bryan Bertino,Bryan Bertino",6431,5402
"Richard Robinson,Alan Caillou",6432,5403
"James Callaway,Gerry Holland",6433,5404
William Sachs,6434,5405
"Robert Hutchison,Robert Blees",6435,5406
Bert I. Gordon,6436,3736
"Thomas Page,William Castle",6437,5407
"Bert I. Gordon,George Worthing Yates",6438,5408
"Don Holliday,Gene R. Kearney",6439,5409
"Graham Masterton,William Girdler",6440,5410
"Robert Clouse,David Fisher",6441,5411
Warren Douglas,6442,5412
David Seltzer,6443,388
Brant Sersen,6444,5413
"Ovidio G. Assonitis,James Cameron",6445,5414
Michael Rogers,6446,5415
"William Grefe,Robert W. Morgan",6447,5416
"Nathan Erdel,Todd Rigney",6448,5417
"René Cardona Jr.,Carlos Valdemar",6449,5418
"Vidhu Vinod Chopra,Abhijat Joshi",6450,5419
James Glickenhaus,6451,5420
"Anne Marisse,Herb Freed",6452,5421
Jim Van Bebber,6453,5422
"Aaron Butler,Paul Nicholas",6454,5423
"Robert Collector,Gary Drucker",6455,5424
"Ted Nicolaou,Mischa Tomski",6456,5425
Mark Patrick Carducci,6457,5426
Evan M. Wiener,6458,5427
"Jacob Forman,Thomas S. Hammock",6459,5428
James Booth,6460,5429
"Gary Conway,Gary Conway",6461,5430
"James Bruner,Chuck Norris",6462,5431
"Robert Short,Wallace C. Bennett",6463,5432
"Paul Aaron,Leigh Chapman",6464,5433
"Greg Latter,George Saunders",6465,5434
"Avi Kleinberger,Gideon Amir",6466,5435
"Paul De Mielche,Avi Kleinberger",6467,5436
James R. Silke,6468,5387
Emmett Alston,6469,5437
James Booth,6470,5429
"Marc Siegler,Bruce D. Clark",6471,5438
Ted Nicolaou,6472,5439
"Tim Curnen,Jim Wynorski",6473,5440
"Jack Deerson,Jack Deerson",6474,5441
"Bill Condon,Michael Laughlin",6475,5442
Larry Cohen,6476,1135
"Harry Bromley Davenport,Iain Cassie",6477,5443
"Bill Bryden,Steven Smith",6478,5444
"Brad Barber,Scott Christopherson",6479,5445
J. Davis,6480,5446
"Micah Bloomberg,Benjamin Dickinson",6481,5447
Harry Kleiner,6482,220
"Alex R. Johnson,Alex R. Johnson",6483,5448
Ray Wright,6484,5449
"Robert Hardy Andrews,Samuel Fuller",6485,5450
"Rick Moody,James Schamus",6486,5451
,6487,28
,6488,28
,6489,28
,6490,28
"Jane Hawksley,James MacManus",6491,5452
,6492,28
"Yuri Zeltser,Grace Cary Bickley",6493,5453
Lester Cole,6494,5454
"Philip Dunne,Rowland Brown",6495,5455
"Barré Lyndon,Patrick Hamilton",6496,5456
"Zane Grey,Robert Carson",6497,5457
"Harry Kleiner,Marty Holland",6498,5458
"Arthur Laurents,Libbie Block",6499,5459
"Seton I. Miller,Seton I. Miller",6500,5460
"Maxwell Anderson,Charles Lederer",6501,5461
"Norman Reilly Raine,Warren Duff",6502,5462
"Beirne Lay Jr.,Frank D. Gilroy",6503,5463
"Eric Knight,R.C. Sherriff",6504,5464
"Jacques Companéez,Simon Gantillon",6505,5465
Shawn Slovo,6506,5466
"David Ridgen,Nicolas Rossier",6507,5467
"Brad Keene,Takashi Shimizu",6508,5468
Raoul Peck,6509,5469
"Stephen Susco,Takashi Shimizu",6510,4392
Max Mayer,6511,5470
"Susan Minot,Michael Cunningham",6512,5471
Guy Jenkin,6513,5472
"Ehren Kruger,Christopher Landon",6514,5473
Coleman Hough,6515,5474
"Stanislaw Lem,Steven Soderbergh",6516,5475
"Terrel Seltzer,Ellen Simon",6517,5476
"Don Tracy,Steven Soderbergh",6518,5477
"Alejandro González Iñárritu,Michael Punke",6519,5478
"Peter Craig,Danny Strong",6520,1859
,6521,28
"Nathan Parker,Ken Bruen",6522,5479
"Derek Cianfrance,Joey Curtis",6523,5480
"Joshua Marston,Julian Sheppard",6524,5481
"Matt Damon,Paul Greengrass",6525,5482
,6526,28
Pete Travis,6527,5483
Craig Zobel,6528,5484
"Gardner Fox,Seth Grahame-Smith",6529,5485
"Joe Robert Cole,Joe Robert Cole",6530,5486
"Josh Adams,Marcus Finkel",6531,5487
Joe Miale,6532,5488
Justin Lee,6533,5489
,6534,28
,6535,28
"Neill Blomkamp,Dan O'Bannon",6536,5490
"Mary Webb,Michael Powell",6537,5491
Joan Carr-Wiggin,6538,5492
Dan Sallitt,6539,4619
Dan Sallitt,6540,4619
Andrew T. Betzer,6541,5493
Eliza Hittman,6542,5494
,6543,28
,6544,28
Roberto Minervini,6545,5495
"Roberto Minervini,Denise Ping Lee",6546,5496
,6547,28
Luke Passmore,6548,5497
"John Fuhrman,John Fuhrman",6549,5498
Aimee Lagos,6550,5499
"Kevin Burke,Federico Fernandez-Armesto",6551,5500
"Alexandre Coscas,Robert Crombie",6552,5501
"Michael Brady,David E. Kelley",6553,5502
"Jacquelyn Mitchard,Stephen Schiff",6554,5503
"Jane Smiley,Laura Jones",6555,5504
"LouAnne Johnson,Ronald Bass",6556,5505
"Ismet Prcic,Malik Vitthal",6557,5506
"John Wagner,Vince Locke",6558,5507
Theophilus Lacey,6559,5508
"Jessica Boucher,Jessica Boucher",6560,5509
"Geoff Lerer,Geoff Lerer",6561,5510
Marc-Andre Samson,6562,5511
"William Dickerson,Dwight Moody",6563,5512
Jeremy Gardner,6564,5513
Riley Stearns,6565,5514
DeWitt Bodeen,6566,5515
"Jemaine Clement,Taika Waititi",6567,5516
"James DeMonaco,James DeMonaco",6568,5517
"Juliet Snowden,Stiles White",6569,5518
"Jon Croker,Jon Croker",6570,5519
"Craig Rosenberg,Oren Moverman",6571,5520
Bobcat Goldthwait,6572,5521
Bruce Joel Rubin,6573,1627
"Blair Erickson,Daniel J. Healy",6574,5522
"David Jung,David Jung",6575,5523
"Fyodor Dostoevsky,Julius J. Epstein",6576,5524
Luiso Berdejo,6577,5525
"Michael D. Akers,Sandon Berg",6578,5526
"G.A. Hauser,Wendell Lu",6579,5527
David Lewis,6580,5528
Jon Garcia,6581,4670
Damion Dietz,6582,5529
Fred M. Caruso,6583,5530
"Matthew Rettenmund,Philip Pierce",6584,5531
J.C. Calciano,6585,5532
J.C. Calciano,6586,5532
"Casper Andreas,Jesse Archer",6587,5533
"Casper Andreas,Andy Zeffer",6588,5534
"Cory Krueckeberg,Tom Gustafson",6589,5535
Russell P. Marleau,6590,5536
Rob Williams,6591,5537
Alan Brown,6592,5538
"Judith Rossner,Richard Brooks",6593,5539
"David Lowery,Yen Tan",6594,5540
"Kevin Miranda,Todd Verow",6595,5541
Steven Vasquez,6596,5542
"Wade Gasque,Mark Strano",6597,5543
Mark Bessenger,6598,5544
"Harry Shumanski,Bernard Shumanski",6599,5545
J.C. Calciano,6600,5532
David Au,6601,5546
"Eric Eisenbrey,Todd Stephens",6602,5547
"Edmund Entin,Brent Hartinger",6603,5548
Tennyson Bardwell,6604,5549
Greg Chandler,6605,5550
Bryan Kelly,6606,5551
"Corey Norman,Corey Norman",6607,5552
"Matthew Douglas Grzeszak,Ross Scharphorn",6608,5553
"Cam Clark,Joe Leatherman",6609,5554
"David Oman,Jim Vines",6610,5555
"Tristan James Jensen,Tristan James Jensen",6611,5556
Ashlin Halfnight,6612,5557
Larry Rosen,6613,5558
"Sophia Cacciola,Michael J. Epstein",6614,5559
"Kyle Broom,Kyle Broom",6615,5560
"Angel Lebon,Brian James Southard",6616,5561
"Natalie Jones,Aaron Keeling",6617,5562
