beer-name,ounces,original_index,unique_index
Milkshake Stout,16.0 oz.,1763,1746
Cornerstone IPA,16.0 ounce,1764,1747
Lazy Daze Lager,12.0 oz. Alumi-Tek,1765,1748
Rogue American Amber Ale,16.0 oz,1766,1749
12th Round,16.0 oz.,1767,1750
RoughTail IPA,16.0 ounce,1768,1751
Polar Night Stout,16.0 OZ.,1769,1752
Sundown,12.0 ounce,1770,1753
Sanctified,12.0 ounce,1771,1754
Fear of a Brett Planet,12.0 oz.,1772,1755
Original Slacker Ale,12.0 oz.,1773,1756
Alpha Blackback,12.0 oz,1774,1757
Kiss Off IPA,12.0 oz.,1775,1758
Dog Days Summer Ale,12.0 oz.,1776,1759
1881 California Red,12.0 oz,1777,1760
CAPT Black IPA,12.0 oz.,1778,1761
Ruhstaller's Gilt Edge Lager Beer,12.0 oz.,1779,1762
CAPT Black IPA,16.0 oz.,1780,1763
1881 California Red Ale,16.0 ounce,1781,1764
Saint Archer White Ale,12.0 oz,1782,1765
Saint Archer IPA,12.0 oz.,1783,1766
Saint Archer Pale Ale,12.0 oz.,1784,1767
Saint Archer Blonde,12.0 ounce,1785,1768
Sex Panther,12.0 oz.,1786,1769
Winter Warmer (Vault Series),16.0 ounce,1787,1770
Count Hopula (Vault Series),16.0 oz,1788,1771
Oktoberfest,12.0 oz.,1789,598
SunSpot Golden Ale,12.0 ounce,1790,1772
I.W.A. (2011),12.0 oz.,1791,1773
Supermonk I.P.A.,12.0 oz,1792,1774
Epicenter Amber Ale,12.0 OZ.,1793,1775
SanTan HefeWeizen,12.0 oz.,1794,1776
Hop Shock IPA,12.0 ounce,1795,1777
Sex Panther (2014),12.0 oz.,1796,1778
Devil’s Ale,12.0 oz,1797,1779
Rail Slide Imperial Spiced Ale,12.0 oz.,1798,1780
Mr. Pineapple,12.0 ounce,1799,1781
American Idiot Ale (2012),12.0 ounce,1800,1782
Hop Shock IPA (2010),12.0 oz,1801,1783
SanTan HefeWeizen (2010),12.0 oz.,1802,1784
Devil’s Ale (2010),12.0 ounce,1803,1785
Epicenter Amber Ale (2010),12.0 oz.,1804,1786
Sanitas Saison Ale,12.0 ounce,1805,1787
Sanitas Black IPA,12.0 oz,1806,1788
Giant DIPA,16.0 ounce,1807,1789
Dread Brown Ale,12.0 ounce,1808,1790
Casinos IPA,16.0 ounce,1809,1791
Saison 88,12.0 ounce,1810,1792
Black IPA,12.0 oz,1811,1793
Santa Fe Irish Red Ale,12.0 oz.,1812,1794
Santa Fe Oktoberfest,12.0 oz.,1813,1795
Imperial Java Stout,12.0 oz.,1814,1796
Freestyle Pilsner,12.0 oz.,1815,1797
Happy Camper IPA,12.0 oz.,1816,1798
Oval Beach Blonde Ale,16.0 oz.,1817,1799
Oak Aged Cider,12.0 oz,1818,1800
Ginger Cider,12.0 oz.,1819,1801
Schilling Hard Cider,12.0 oz.,1820,1802
Schlafly Yakima Wheat Ale,12.0 oz,1821,1803
Schlafly Black Lager,12.0 oz.,1822,1804
Schlafly IPA,12.0 ounce,1823,1805
Schlafly American Brown Ale,12.0 oz.,1824,1806
Schlafly Hefeweizen,12.0 oz. Alumi-Tek,1825,1807
Schlafly Summer Lager,12.0 oz.,1826,1808
Sea Dog Wild Blueberry Wheat Ale,12.0 oz.,1827,1809
Blur India Pale Ale,12.0 oz.,1828,1810
Dry Cider,16.0 oz,1829,1811
Dry Hard Cider,16.0 oz,1830,1812
Frankenlou's IPA,16.0 oz.,1831,1813
Becky's Black Cat Porter,16.0 ounce,1832,1814
Seventh Son of a Seventh Son,16.0 oz,1833,1815
Stone Fort Brown Ale,16.0 ounce,1834,1816
Seventh Son Hopped Red Ale,16.0 ounce,1835,1817
Humulus Nimbus Super Pale Ale,16.0 oz.,1836,1818
Golden Ratio IPA,16.0 oz.,1837,1819
Black Hop IPA,12.0 oz.,1838,1820
Archer's Ale (2004),12.0 ounce,1839,1821
Monkey Fist IPA,12.0 oz.,1840,1822
Shipyard Summer Ale,12.0 oz,1841,1823
Pumpkinhead Ale,12.0 oz.,1842,1824
Shipyard Export,12.0 oz.,1843,1825
Nooner,12.0 ounce,1844,1826
Torpedo,12.0 oz.,1845,1827
Yonder Bock,12.0 oz.,1846,1828
CANfusion Rye Bock,12.0 oz.,1847,1829
Sierra Nevada Pale Ale,16.0 oz.,1848,1830
Old Chico Crystal Wheat,12.0 ounce,1849,1831
Summerfest,12.0 oz.,1850,1832
Torpedo,16.0 oz.,1851,1833
Sierra Nevada Pale Ale,12.0 oz. Alumi-Tek,1852,1834
Sietsema Red Label,16.0 oz,1853,1835
Bear Ass Brown,12.0 oz.,1854,1836
Red Mountain Ale,12.0 oz.,1855,1837
Ice Pick Ale,12.0 oz,1856,1838
4Beans,12.0 oz. Alumi-Tek,1857,1839
Jammer,12.0 oz,1858,1840
Abigale,12.0 OZ.,1859,1841
Rad,16.0 ounce,1860,1842
Bengali,24.0 ounce,1861,1843
Sensi Harvest,12.0 oz.,1862,1844
Hi-Res,12.0 oz.,1863,1845
Global Warmer,12.0 ounce,1864,1846
Autumnation (2013),16.0 OZ.,1865,1847
The Crisp,16.0 ounce,1866,1848
Sweet Action,16.0 oz.,1867,1849
Righteous Ale,16.0 oz.,1868,1850
Bengali Tiger,16.0 oz,1869,1851
3Beans,12.0 oz. Alumi-Tek,1870,1852
Brownstone,16.0 oz.,1871,1853
Apollo,16.0 oz.,1872,1854
Harbinger,16.0 ounce,1873,1855
Resin,12.0 oz,1874,1856
Diesel,16.0 OZ.,1875,1857
Autumnation (2011-12) (2011),16.0 ounce,1876,1858
The Crisp (2011),16.0 ounce,1877,1859
Sweet Action (2011),16.0 oz.,1878,1860
Righteous Ale (2011),16.0 oz.,1879,1861
Bengali Tiger (2011),16.0 ounce,1880,1862
Rudie Session IPA,12.0 oz,1881,1863
Taster's Choice,12.0 oz,1882,1864
Modus Hoperandi,12.0 OZ.,1883,1865
Estival Cream Stout,12.0 ounce,1884,1866
Vernal Minthe Stout,12.0 oz.,1885,1867
Hibernal Vinifera Stout,12.0 oz,1886,1868
Autumnal Molé Stout,12.0 oz.,1887,1869
Mexican Logger,12.0 ounce,1888,1870
True Blonde Ale,12.0 oz.,1889,1871
Euphoria Pale Ale,12.0 oz,1890,1872
ESB Special Ale,12.0 oz,1891,1873
Modus Hoperandi,12.0 oz.,1892,1874
Iron Butt Red Ale,12.0 oz,1893,1875
Initial Point India Pale Ale,12.0 ounce,1894,1876
Monkey Dancing On A Razor Blade,24.0 ounce,1895,1877
Tripel Deke,24.0 ounce,1896,1878
Urban Wilderness Pale Ale,12.0 ounce,1897,1879
Homefront IPA,12.0 oz. Alumi-Tek,1898,1880
Sly Fox Christmas Ale 2013,12.0 oz,1899,1881
Grisette,12.0 ounce,1900,1882
360° India Pale Ale,12.0 oz.,1901,1883
Helles Golden Lager,12.0 ounce,1902,1884
Sly Fox Christmas Ale 2012 (2012),12.0 oz.,1903,1885
Odyssey Imperial IPA,12.0 oz.,1904,1886
Oktoberfest Lager,12.0 oz. Alumi-Tek,1905,1887
113 IPA,12.0 oz.,1906,1888
Dunkel Lager,12.0 oz. Alumi-Tek,1907,1889
Royal Weisse Ale,12.0 OZ.,1908,1890
Pikeland Pils,12.0 ounce,1909,1891
Phoenix Pale Ale,12.0 oz.,1910,1892
Rule G IPA,12.0 oz,1911,1893
Murphy's Law,12.0 oz.,1912,1894
Alter Ego,12.0 oz,1913,1895
Monarch Pilsner,12.0 ounce,1914,1896
Snow King Pale Ale,12.0 oz. Alumi-Tek,1915,1897
Zonker Stout,12.0 oz.,1916,1898
OB-1 Organic Ale,12.0 oz.,1917,1899
Snake River Lager,12.0 oz,1918,1900
Snake River Pale Ale,12.0 oz.,1919,1901
Pako’s EyePA,12.0 oz.,1920,1902
Thanksgiving Ale,12.0 ounce,1921,1903
Double Dagger Imperial IPA,12.0 oz. Alumi-Tek,1922,1904
Dagger Falls IPA,12.0 OZ.,1923,1905
Dagger Falls IPA,12.0 oz,1924,1906
Socktoberfest,16.0 oz,1925,1907
Hopnoxious Imperial IPA,12.0 oz,1926,1908
Barrel Aged Seven Devils Imperial Stout,12.0 OZ.,1927,1909
Boise Co-Op Two Score Ale,16.0 oz.,1928,1910
Sockeye Belgian Style Summer Ale,16.0 oz,1929,1911
Sockeye Maibock,12.0 oz,1930,1912
Old Devil's Tooth,12.0 OZ.,1931,1913
Galena Golden,12.0 oz. Alumi-Tek,1932,1914
Hell-Diver Pale Ale,12.0 oz.,1933,1915
Woolybugger Wheat,12.0 oz.,1934,1916
Power House Porter,12.0 OZ.,1935,1917
Winterfest,16.0 oz.,1936,1918
Dagger Falls IPA,12.0 ounce,1937,1919
LuckenBock,16.0 ounce,1938,1920
Texas Pale Ale (TPA),16.0 oz. Alumi-Tek,1939,1921
6 String Saison,16.0 oz.,1940,1922
Kol' Beer,16.0 oz.,1941,1923
Montauk Light,12.0 oz.,1942,1924
Na Zdraví Pilsner,16.0 oz.,1943,1925
Nice Rack IPA,16.0 ounce,1944,1926
2014 IPA Cicada Series,16.0 oz,1945,1927
Sinister Minister Black IPA,16.0 oz.,1946,1928
Jack the Sipper,12.0 oz,1947,1929
Devil's Harvest Extra Pale Ale,12.0 oz.,1948,1930
Suzy B Dirty Blonde Ale,12.0 OZ.,1949,1931
Mississippi Fire Ant,16.0 oz,1950,1932
Hipster Breakfast,16.0 oz,1951,1933
Suzy B Dirty Blonde Ale,16.0 oz. Alumi-Tek,1952,1934
Devil's Harvest Extra Pale Ale,16.0 ounce,1953,1935
Pine Belt Pale Ale,12.0 oz,1954,1936
Walloon,12.0 ounce,1955,1937
Le Mort Vivant,12.0 oz.,1956,1938
Red Cockaded Ale,12.0 oz.,1957,1939
Valkyrie Double IPA,12.0 ounce,1958,1940
Red Cockaded Ale (2013),12.0 oz.,1959,1941
Old Potentate,12.0 oz,1960,1942
Bombshell Blonde,16.0 oz.,1961,1943
PRO-AM (2012) (2012),12.0 oz,1962,1944
Walloon (2014),12.0 ounce,1963,1945
Le Mort Vivant (2011),12.0 oz,1964,1946
Buried Hatchet Stout,12.0 oz,1965,1947
Pine Belt Pale Ale,16.0 ounce,1966,1948
Bombshell Blonde,12.0 oz.,1967,1949
Baby Daddy Session IPA,12.0 oz.,1968,1950
Hopluia (2004),16.0 oz,1969,1951
Ball & Chain (2014),16.0 oz,1970,1952
Bitter Biker Double IPA,16.0 oz.,1971,1953
God Damn Pigeon Porter,16.0 OZ.,1972,1954
Working for the Weekend,16.0 oz,1973,1955
Angry Adam,16.0 oz.,1974,1956
Freedom Fries,16.0 oz.,1975,1957
Bitter Biker Double IPA,12.0 oz,1976,1958
Ghost Bike Pale Ale,16.0 OZ.,1977,1959
Spiteful IPA,12.0 oz.,1978,1960
Alley Time,12.0 oz.,1979,1961
Fat Badger,12.0 oz,1980,1962
In the Weeds,12.0 oz.,1981,1963
Special Amber,12.0 ounce,1982,1964
Special Amber,12.0 ounce,1983,1964
Seven Gates Pale Ale,12.0 oz,1984,1965
Gunga Din,16.0 oz,1985,1966
Starr Pils,12.0 oz,1986,1967
Northern Lights India Pale Ale,16.0 ounce,1987,1968
Festie,12.0 oz,1988,1969
Northern Lights India Pale Ale,12.0 ounce,1989,1970
Third Eye Enlightened Pale Ale,12.0 oz.,1990,1971
Colorado Kölsch,12.0 oz,1991,1972
Steam Engine Lager,12.0 oz,1992,1973
Third Eye Pale Ale,12.0 oz. Alumi-Tek,1993,1974
Point Special (Current),12.0 oz.,1994,1975
Point Special,12.0 oz. Alumi-Tek,1995,1976
Point Cascade Pale Ale (2013),12.0 oz,1996,1977
Point Special,12.0 ounce,1997,1978
Onyx Black Ale,12.0 oz.,1998,1979
Beyond The Pale IPA,12.0 oz. Alumi-Tek,1999,1980
Point Special (2013),12.0 oz,2000,1981
Point Special (2012),12.0 oz,2001,1982
Point Special Lager,16.0 oz.,2002,1983
St. Benedict's Winter Ale,12.0 oz.,2003,1984
Point Oktoberfest,16.0 ounce,2004,1985
Point Nude Beach Summer Wheat,16.0 oz,2005,1986
Point Nude Beach Summer Wheat,12.0 oz. Alumi-Tek,2006,1987
Point Nude Beach Summer Wheat (2011),12.0 oz. Alumi-Tek,2007,1988
Drop Dead Blonde,12.0 oz,2008,1989
Three Kings Ale,12.0 oz.,2009,1990
Point Oktoberfest,12.0 ounce,2010,1991
2012 Black Ale,12.0 oz,2011,1992
Point Nude Beach Summer Wheat (2010),12.0 oz,2012,1993
Point Cascade Pale Ale,12.0 ounce,2013,1994
Point Amber Classic,12.0 oz.,2014,1995
Point Special Lager,12.0 oz,2015,1996
Wisco Disco,16.0 ounce,2016,1997
Brontide,12.0 OZ.,2017,1998
Brontide,12.0 oz.,2018,1999
Classique,12.0 ounce,2019,2000
Sunsplash Golden Ale (2004),12.0 oz,2020,2001
Sand Island Lighthouse,12.0 oz.,2021,2002
Lily Flagg Milk Stout,12.0 oz.,2022,2003
Monkeynaut IPA,12.0 oz.,2023,2004
Straub Beer (Current),12.0 oz,2024,2005
American Lager,12.0 oz.,2025,2006
American Amber,12.0 oz.,2026,2007
American Light,12.0 oz.,2027,2008
Extra Pale Ale,12.0 oz.,2028,2009
Make It So,12.0 ounce,2029,2010
Hopvale Organic Ale,16.0 ounce,2030,2011
Unchained #18 Hop Silo,16.0 oz.,2031,2012
Tip Off,16.0 ounce,2032,2013
Java Mac,16.0 ounce,2033,2014
Cowbell,16.0 oz.,2034,2015
Hop Up Offa That Brett (2014),16.0 ounce,2035,2016
PV Muckle (2013),16.0 oz.,2036,2017
Bourbon Barrel Batch 666: Sympathy for the Devil,16.0 ounce,2037,2018
Whip Fight,16.0 oz,2038,2019
Port Barrel Wee Mac,16.0 ounce,2039,2020
Fistful Of Hops Red,16.0 oz. Alumi-Tek,2040,2021
Fistful of Hops Orange,16.0 oz,2041,2022
Fistful Of Hops Blue,16.0 oz.,2042,2023
Fistful of Hops Green,16.0 oz,2043,2024
30 Min Coma,16.0 ounce,2044,2025
Wee Muckle,16.0 ounce,2045,2026
Royal Brat,16.0 oz. Silo Can,2046,2027
Grapefruit Jungle (GFJ),16.0 oz,2047,2028
Osiris Pale Ale,16.0 ounce,2048,2029
Bourbon Barrel Aged Timmie,16.0 oz.,2049,2030
Stupid Sexy Flanders,16.0 oz.,2050,2031
Bourbon Barrel Cowbell,16.0 OZ.,2051,2032
Popcorn Pilsner,16.0 ounce,2052,2033
Ring of Dingle,16.0 oz.,2053,2034
Bourbon Barrel Wee Mac,16.0 oz.,2054,2035
Bourbon Barrel Johan,16.0 oz,2055,2036
The Deuce,16.0 oz,2056,1551
The Velvet Fog,16.0 ounce,2057,2037
Sun King Oktoberfest,16.0 oz. Alumi-Tek,2058,2038
Indianapolis Indians Lager,16.0 oz,2059,2039
Indians Victory Lager (2012),16.0 oz,2060,2040
Chaka,16.0 oz,2061,2041
Isis,16.0 oz.,2062,2042
Wee Muckle (2011),16.0 oz,2063,2043
Grapefruit Jungle (GFJ) (2011),16.0 oz.,2064,2044
Sun King Oktoberfest (2011),16.0 ounce,2065,2045
Johan the Barleywine,16.0 oz,2066,2046
Wee Mac Scottish-Style Ale,16.0 oz.,2067,2047
Sunlight Cream Ale,16.0 oz,2068,2048
Osiris Pale Ale (2010),16.0 oz. Alumi-Tek,2069,2049
Dam Lager,12.0 OZ.,2070,2050
Red Clay IPA,12.0 ounce,2071,2051
Todd the Axe Man,16.0 oz.,2072,2052
Doomtree,16.0 oz.,2073,2053
BLAKKR,16.0 oz,2074,2054
Overrated! West Coast Style IPA,16.0 ounce,2075,2055
WET,16.0 ounce,2076,2056
Bitter Brewer,16.0 ounce,2077,2057
SurlyFest,16.0 oz,2078,2058
Coffee Bender,16.0 oz,2079,2059
Bender,16.0 oz.,2080,2060
Abrasive Ale,16.0 OZ.,2081,2061
Hell,16.0 oz.,2082,2062
CynicAle,16.0 oz.,2083,2063
Furious,16.0 oz. Alumi-Tek,2084,2064
Big Nose,12.0 oz,2085,2065
Cotton Mouth,12.0 oz.,2086,2066
Stump Knocker Pale Ale,12.0 OZ.,2087,2067
Midnight Oil,12.0 OZ.,2088,2068
Wild Night,12.0 oz,2089,2069
Bermuda Triangle Ginger Beer,12.0 OZ.,2090,2070
Take Two Pils,12.0 oz.,2091,2071
Waterkeeper,12.0 oz.,2092,2072
SweetWater IPA,12.0 oz.,2093,2073
420 Extra Pale Ale,12.0 oz.,2094,2074
Dodgy Knight Imperial IPA,12.0 ounce,2095,2075
TailGate Saison,12.0 oz.,2096,2076
TailGate IPA,24.0 oz.,2097,2077
TailGate IPA,12.0 oz. Silo Can,2098,2078
TailGate Hefeweizen,24.0 oz.,2099,2079
Blacktop Blonde,24.0 oz.,2100,2080
Blacktop Blonde,12.0 oz,2101,2081
TailGate Hefeweizen,12.0 ounce,2102,2082
Wooden Rooster,16.9 OZ.,2103,2083
Ginger Peach Saison,16.0 oz.,2104,2084
Zombie Monkie,16.0 oz.,2105,2085
Wild Plum Farmhouse Ale,16.0 OZ.,2106,2086
Vanilla Bean Buffalo Sweat,16.0 oz,2107,2087
Ethos IPA,16.0 oz,2108,2088
Tallgrass Pub Ale,16.0 oz,2109,2089
Oasis,16.0 ounce,2110,2090
Buffalo Sweat,16.0 oz.,2111,2091
Halcyon Unfiltered Wheat,16.0 ounce,2112,2092
8-Bit Pale Ale,16.0 oz.,2113,2093
Velvet Rooster,16.0 OZ.,2114,2094
Halcyon Unfiltered Wheat,12.0 ounce,2115,2095
Köld Lager (2010),16.0 oz,2116,2096
Oasis (2010),16.0 oz.,2117,2097
Tallgrass Ale,16.0 oz.,2118,2098
Buffalo Sweat (2010),16.0 oz,2119,2099
Tallgrass IPA,16.0 oz,2120,2100
Hat Trick Hop IPA,16.0 oz. Alumi-Tek,2121,2101
Yard Sale Amber Ale,16.0 oz.,2122,2102
Loafin Bräu,16.0 oz.,2123,2103
Old Elephant Foot IPA,16.0 oz. Alumi-Tek,2124,2104
Peck's Porter,16.0 oz.,2125,2105
Reactor,16.0 oz.,2126,2106
Mr. Orange,16.0 oz,2127,2107
Deduction,12.0 oz,2128,2108
Face Down Brown Ale,12.0 ounce,2129,2109
Tempter IPA,12.0 oz.,2130,2110
Bridal Veil Rye Pale Ale,12.0 oz.,2131,2111
Smittytown,12.0 oz.,2132,2112
Greenwood Beach,12.0 oz. Alumi-Tek,2133,2113
Gatecrasher,12.0 ounce,2134,2114
RecreationAle,12.0 oz,2135,2115
First Stand,12.0 ounce,2136,2116
Battle LIne,12.0 oz,2137,2117
Broken Bridge,12.0 oz,2138,2118
Brutus,12.0 oz.,2139,2119
Petit Mutant,16.0 oz,2140,2120
The Crusher,16.0 oz.,2141,2121
Beelzebub,16.0 oz.,2142,2122
Focal Banger,16.0 oz.,2143,2123
Heady Topper,16.0 oz. Alumi-Tek,2144,2124
Heady Topper,16.0 oz. Alumi-Tek,2145,2124
Bomber Mountain Amber Ale (2013),12.0 ounce,2146,2125
Indian Paintbrush IPA,12.0 ounce,2147,2126
Saddle Bronc Brown Ale (2013),12.0 ounce,2148,2127
Wagon Box Wheat Beer,12.0 oz.,2149,2128
Birdhouse Pale Ale,12.0 ounce,2150,2129
Ozzy,12.0 oz,2151,2130
Resurrection,12.0 oz,2152,2131
Bronx Summer Pale Ale,16.0 oz,2153,2132
Bronx Black Pale Ale,16.0 oz,2154,2133
Bronx Pale Ale,16.0 ounce,2155,2134
Surfrider,16.0 ounce,2156,2135
Kolschtal Eddy,16.0 oz.,2157,2136
South Bay Session IPA,16.0 oz,2158,2137
Grandma's Pecan,16.0 oz.,2159,2138
Double Trunk,16.0 oz,2160,2139
Just IPA,12.0 ounce,2161,2140
Lionshead,12.0 oz. Alumi-Tek,2162,2141
Manhattan Gold Lager (1990),12.0 ounce,2163,2142
G. B. Russo’s Italian Pistachio Pale Ale,16.0 oz.,2164,2143
Northern Hawk Owl Amber,12.0 OZ.,2165,2144
CEO Stout,16.0 oz.,2166,2145
Will Power Pale Ale,16.0 oz.,2167,2146
Curious Traveler Shandy,12.0 oz.,2168,2147
Hunny Do Wheat,12.0 oz. Alumi-Tek,2169,2148
Three Way Pale Ale,12.0 oz,2170,2149
Rise to the Top,12.0 oz,2171,2150
Lost Trout Brown Ale,12.0 ounce,2172,2151
Watermelon Ale,12.0 ounce,2173,2152
Knotty Blonde Ale,12.0 oz. Alumi-Tek,2174,2153
Fivepine Chocolate Porter,12.0 oz.,2175,2154
Hoodoo Voodoo IPA,12.0 oz.,2176,2155
Hydraulion Red,12.0 oz. Silo Can,2177,2156
40 Mile IPA,12.0 oz,2178,2157
Citra Faced,16.0 oz,2179,2158
Pole Barn Stout,16.0 oz.,2180,2159
Pale,16.0 oz,2181,2160
Yoshi's Nectar,16.0 OZ.,2182,2161
Leatherhead Red,12.0 ounce,2183,2162
Cropduster Mid-American IPA,12.0 oz,2184,2163
Golden Frau Honey Wheat,12.0 oz,2185,2164
Cornstalker Dark Wheat,12.0 oz,2186,2165
Cafe Leche,16.0 ounce,2187,2166
Damascene Apricot Sour,16.0 oz,2188,2167
Csar,16.0 oz,2189,2168
Klingon Warnog Roggen Dunkel,16.0 OZ.,2190,2169
Overlord Imperial IPA,16.0 ounce,2191,2170
Alloy,16.0 oz.,2192,2171
Rivet Irish Red Ale,16.0 oz,2193,2172
3 Gear Robust Porter,16.0 oz.,2194,2173
Circuit Bohemian Pilsner,16.0 oz.,2195,2174
Turnrow Harvest Ale,12.0 ounce,2196,2175
Juke Joint IPA,12.0 oz,2197,2176
Parade Ground Coffee Porter,12.0 oz,2198,2177
Tin Roof Watermelon Wheat,12.0 ounce,2199,2178
Tin Roof Blonde Ale,12.0 oz.,2200,2179
Voodoo Bengal Pale Ale,12.0 oz,2201,2180
Perfect Tin Amber,12.0 oz.,2202,2181
IPA & a Half,12.0 oz.,2203,2182
Ornery Amber Lager (2003),12.0 oz.,2204,2183
Big Island Shandy,16.0 oz.,2205,2184
Preservation IPA,16.0 oz.,2206,2185
Almanac IPA,12.0 oz.,2207,2186
Milk Mustachio Stout,12.0 oz,2208,2187
Farmer's Tan Red Ale,12.0 oz. Alumi-Tek,2209,2188
Triangle India Pale Ale,12.0 oz.,2210,2189
Triangle White Ale,12.0 ounce,2211,2190
Triangle Belgian Golden Ale,12.0 ounce,2212,2191
Troegenator,16.0 ounce,2213,2192
Nugget Nectar,16.0 ounce,2214,2193
Sunshine Pils,12.0 oz.,2215,2194
Troegenator Doublebock,16.0 ounce,2216,2195
Perpetual IPA,12.0 ounce,2217,2196
Greenville Pale Ale,12.0 oz.,2218,2197
Hoppy Boy,16.0 ounce,2219,2198
Cow Creek,12.0 ounce,2220,2199
Chupahopra,12.0 oz. Alumi-Tek,2221,2200
Twisted X,12.0 oz.,2222,2201
Day Hike Session,12.0 oz,2223,2202
Trailhead ISA,12.0 oz,2224,2203
Immersion Amber,12.0 oz,2225,2204
Evo IPA,12.0 ounce,2226,2205
Presidential Pils,12.0 ounce,2227,2206
Evolutionary IPA (2012),12.0 oz.,2228,2207
Persnickety Pale,12.0 ounce,2229,2208
SoDo Brown Ale,12.0 ounce,2230,2209
Immersion Amber Ale (2011),12.0 oz,2231,2210
Evolutionary IPA (2011),12.0 oz.,2232,2211
Trailhead India Style Session Ale (2011),12.0 ounce,2233,2212
Panorama Wheat Ale,12.0 ounce,2234,2213
Wobble,16.0 oz,2235,2214
Night Cat,12.0 oz,2236,2215
Night Cat (2014),12.0 oz.,2237,2216
Dog Days Lager,12.0 oz.,2238,2217
Sidekick Extra Pale Ale,12.0 oz. Alumi-Tek,2239,2218
Atom Smasher,12.0 oz,2240,2219
Testudo,12.0 ounce,2241,2220
Hobnob B & B Pale Ale,12.0 ounce,2242,2221
Cane and Ebel,12.0 oz,2243,2222
Outlaw IPA (2015),12.0 OZ.,2244,2223
The Gilded Age,12.0 oz,2245,2224
No Limits Hefeweizen,16.0 oz.,2246,2225
Honeyspot Road White IPA,12.0 oz,2247,2226
Road 2 Ruin Double IPA,12.0 oz.,2248,2227
Workers Comp Saison,12.0 oz,2249,2228
Ol' Factory Pils,12.0 ounce,2250,2229
PUNK'N,12.0 OZ.,2251,2230
Yard Sale Winter Lager,12.0 oz,2252,2231
Trader Session IPA,12.0 oz.,2253,2232
Hop Nosh IPA,12.0 OZ.,2254,2233
SUM'R,12.0 ounce,2255,2234
Organic Baba Black Lager,12.0 oz,2256,2235
Hop Notch IPA (2013),12.0 oz.,2257,2236
Cutthroat Pale Ale,12.0 oz.,2258,2237
WYLD Extra Pale Ale,12.0 oz.,2259,2238
Pilsner Ukiah,12.0 ounce,2260,2239
The Green Room,16.0 oz,2261,2240
Humbucker Helles,16.0 oz.,2262,2241
Uncle John's Apple Cherry Cider,16.0 ounce,2263,2242
Uncle John's Apricot Apple Cider,16.0 ounce,2264,2243
Draught Hard Apple Cider,16.0 oz,2265,2244
Scotty K NA,16.0 ounce,2266,2245
Bacon Brown Ale,16.0 oz,2267,2246
Golden State Ale,16.0 oz.,2268,2247
Baltic Porter,16.0 oz.,2269,2248
Siamese twin,16.0 OZ.,2270,2249
Double Duckpin,12.0 oz,2271,2250
Old Pro,12.0 OZ.,2272,2251
Duckpin Pale Ale,12.0 oz,2273,2252
Balt Altbier,12.0 oz.,2274,2253
Campside Session IPA,16.0 oz.,2275,2254
Upland Wheat Ale,16.0 oz. Alumi-Tek,2276,2255
Dragonfly IPA,16.0 oz.,2277,2256
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,19.2 oz.,2278,2257
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,19.2 oz,2279,2258
Lee Hill Series Vol. 2 - Wild Saison,19.2 oz.,2280,2259
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,19.2 OZ.,2281,2260
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,19.2 OZ.,2282,2261
Blood Orange Saison,12.0 oz.,2283,2262
Thai Style White IPA,12.0 oz.,2284,2263
Ferus Fluxus Wild Belgian Pale Ale,19.2 oz,2285,2264
Upslope Imperial India Pale Ale,19.2 oz.,2286,2265
Upslope Christmas Ale,16.0 oz.,2287,2266
Upslope Pumpkin Ale,16.0 ounce,2288,2267
Upslope Belgian Style Pale Ale,12.0 oz.,2289,2268
Upslope Foreign Style Stout,12.0 oz.,2290,2269
Top Rope Mexican-style Craft Lager,12.0 ounce,2291,2270
Upslope Craft Lager,12.0 oz,2292,2271
Upslope Brown Ale,12.0 oz,2293,2272
Upslope Pale Ale,12.0 oz.,2294,2273
Upslope India Pale Ale,12.0 ounce,2295,2274
Common Sense Kentucky Common Ale,16.0 OZ.,2296,2275
Upstate I.P.W.,12.0 oz,2297,2276
Squatters Full Suspension Pale Ale,12.0 oz.,2298,2277
Squatters Hop Rising Double IPA,12.0 ounce,2299,2278
Devastator Double Bock,12.0 oz. Alumi-Tek,2300,2279
Wasatch Ghostrider White IPA,12.0 ounce,2301,2280
Wasatch Ghostrider White IPA (2014),12.0 oz.,2302,2281
Wasatch Apricot Hefeweizen,12.0 ounce,2303,2282
Squatters Hop Rising Double IPA (2014),12.0 ounce,2304,2283
Squatters Full Suspension Pale Ale,12.0 ounce,2305,2284
Nunica Pine,16.0 oz.,2306,2285
Ginger Peach,16.0 oz.,2307,2286
Totally Roasted,16.0 ounce,2308,2287
Blue Gold,16.0 OZ.,2309,2288
Hard Apple,16.0 oz,2310,2289
Nitro Can Coffee Stout,12.0 ounce,2311,2290
Voodoo Love Child,12.0 oz,2312,2291
White Magick of the Sun,12.0 oz.,2313,2292
Wynona's Big Brown Ale,12.0 OZ.,2314,2293
Gran Met,12.0 oz.,2315,2294
Good Vibes IPA,12.0 oz. Alumi-Tek,2316,2295
Pilzilla,12.0 ounce,2317,2296
Wachusett Light IPA,12.0 oz,2318,2297
Green Monsta IPA,12.0 oz,2319,2298
