Duration,RatingValue,original_index,unique_index
81 min,7.4,3181,869
181 min,8.0,3182,1007
75 min,6.7,3183,1934
94 min,5.7,3184,1935
82 min,7.4,3185,1881
101 min,8.0,3186,936
110 min,6.7,3187,270
87 min,7.0,3188,654
,,3189,29
,,3190,29
72 min,6.1,3191,798
103 min,7.5,3192,100
,"3.3/10,3.9/10",3193,1936
86 min,5.3,3194,1937
93 min,4.9,3195,1107
99 min,5.0,3196,1938
90 min,3.0,3197,1939
111 min,6.4,3198,1940
92 min,6.6,3199,1508
,"7.3/10,7.6/10",3200,1941
107 min,7.0,3201,368
102 min,7.1,3202,1885
137 min,6.5,3203,1942
107 min,6.4,3204,772
121 min,7.5,3205,544
60 min,5.9,3206,1943
130 min,6.6,3207,710
104 min,6.5,3208,176
114 min,6.6,3209,1944
98 min,3.0,3210,1945
100 min,5.4,3211,1156
97 min,6.4,3212,406
82 min,7.2,3213,1946
102 min,5.5,3214,1947
75 min,3.7,3215,1948
96 min,8.0,3216,1949
94 min,7.8,3217,1950
96 min,7.2,3218,1
124 min,7.7,3219,1558
108 min,8.0,3220,1951
112 min,6.3,3221,1952
96 min,6.7,3222,1396
122 min,7.8,3223,1370
93 min,8.1,3224,1953
92 min,7.2,3225,555
98 min,7.3,3226,694
120 min,7.8,3227,38
131 min,7.6,3228,286
132 min,8.1,3229,610
134 min,8.1,3230,467
119 min,7.3,3231,1638
101 min,7.8,3232,713
101 min,7.9,3233,1954
96 min,7.5,3234,3
152 min,7.8,3235,1955
123 min,7.8,3236,1956
93 min,7.5,3237,525
126 min,7.6,3238,1235
134 min,7.7,3239,1565
146 min,7.2,3240,33
158 min,8.1,3241,1957
141 min,7.9,3242,1958
140 min,7.3,3243,321
164 min,7.6,3244,263
114 min,7.4,3245,62
170 min,7.5,3246,1959
96 min,5.4,3247,1119
98 min,5.3,3248,287
104 min,4.8,3249,1960
104 min,6.5,3250,176
108 min,6.2,3251,120
106 min,6.2,3252,421
112 min,6.4,3253,675
102 min,5.1,3254,1961
96 min,5.2,3255,1769
87 min,5.6,3256,1060
132 min,6.3,3257,481
93 min,5.6,3258,1105
109 min,6.3,3259,1353
90 min,6.8,3260,615
70 min,6.7,3261,1962
95 min,7.6,3262,339
106 min,7.3,3263,1963
76 min,7.0,3264,1964
131 min,7.8,3265,1965
99 min,6.1,3266,195
135 min,7.1,3267,1966
128 min,6.4,3268,1734
116 min,6.6,3269,1367
93 min,7.3,3270,1812
83 min,6.8,3271,741
80 min,7.3,3272,556
105 min,6.5,3273,150
56 min,6.8,3274,1967
114 min,6.5,3275,1968
122 min,7.2,3276,168
58 min,5.9,3277,1969
103 min,6.3,3278,1667
92 min,7.8,3279,1970
105 min,5.4,3280,781
85 min,6.8,3281,48
101 min,5.8,3282,1352
102 min,6.4,3283,1405
92 min,6.8,3284,1500
68 min,8.4,3285,1971
118 min,5.9,3286,237
93 min,6.3,3287,1096
110 min,6.8,3288,1610
85 min,7.6,3289,134
90 min,6.3,3290,793
110 min,7.3,3291,997
98 min,6.6,3292,116
112 min,7.5,3293,1599
129 min,7.9,3294,1972
77 min,7.2,3295,1973
76 min,5.9,3296,1974
92 min,7.0,3297,739
97 min,6.8,3298,1975
100 min,6.3,3299,229
92 min,7.0,3300,739
101 min,7.2,3301,952
86 min,7.0,3302,331
90 min,6.7,3303,892
90 min,6.1,3304,621
83 min,6.6,3305,740
104 min,7.2,3306,191
92 min,7.5,3307,838
122 min,7.3,3308,1601
93 min,7.3,3309,1812
87 min,7.2,3310,1976
101 min,7.0,3311,63
119 min,7.2,3312,1288
105 min,7.6,3313,753
117 min,7.2,3314,757
100 min,7.1,3315,1225
86 min,7.3,3316,730
85 min,7.2,3317,410
75 min,6.7,3318,1934
,,3319,29
,,3320,29
,,3321,29
88 min,6.2,3322,302
112 min,4.0,3323,1977
95 min,7.6,3324,339
69 min,7.5,3325,1200
75 min,2.0,3326,1978
90 min,7.6,3327,188
88 min,7.3,3328,1863
89 min,7.2,3329,1979
90 min,5.9,3330,350
82 min,6.7,3331,677
84 min,4.1,3332,1608
101 min,4.4,3333,1980
,,3334,29
,,3335,29
102 min,7.3,3336,215
100 min,6.4,3337,441
91 min,7.0,3338,1897
74 min,6.9,3339,586
87 min,6.7,3340,638
85 min,5.2,3341,1981
82 min,6.5,3342,1246
114 min,6.4,3343,1123
116 min,5.6,3344,1982
97 min,4.6,3345,1983
87 min,4.2,3346,1984
,3.0,3347,1985
106 min,6.8,3348,19
91 min,5.5,3349,1159
90 min,6.5,3350,532
100 min,6.6,3351,49
97 min,6.4,3352,406
135 min,5.1,3353,1986
122 min,7.3,3354,1601
104 min,6.8,3355,780
134 min,7.3,3356,1987
160 min,8.3,3357,36
103 min,7.2,3358,1988
90 min,5.2,3359,1079
107 min,6.5,3360,991
72 min,5.8,3361,1989
81 min,6.7,3362,1990
101 min,6.3,3363,1257
92 min,5.7,3364,1868
95 min,6.3,3365,8
127 min,6.5,3366,702
110 min,6.5,3367,1437
97 min,5.2,3368,1991
118 min,6.6,3369,1551
123 min,6.6,3370,1992
104 min,6.3,3371,355
124 min,6.4,3372,967
105 min,6.3,3373,520
119 min,6.7,3374,1630
95 min,7.0,3375,925
90 min,6.0,3376,145
101 min,6.8,3377,1360
80 min,4.9,3378,788
104 min,7.4,3379,21
88 min,7.2,3380,142
94 min,3.0,3381,1993
90 min,4.4,3382,1828
90 min,4.4,3383,1828
88 min,5.0,3384,1994
93 min,4.3,3385,613
83 min,4.2,3386,1642
103 min,5.1,3387,1995
94 min,5.1,3388,1170
55 min,7.0,3389,1996
84 min,7.4,3390,76
83 min,6.7,3391,1894
98 min,5.9,3392,1255
114 min,7.9,3393,1997
126 min,7.2,3394,921
102 min,5.0,3395,1998
88 min,5.4,3396,130
93 min,8.2,3397,1999
93 min,3.8,3398,2000
93 min,3.7,3399,2001
86 min,4.1,3400,2002
115 min,7.9,3401,108
87 min,4.4,3402,704
90 min,4.7,3403,1164
113 min,7.6,3404,365
106 min,6.7,3405,216
101 min,7.0,3406,63
112 min,6.5,3407,1274
133 min,7.3,3408,172
100 min,6.2,3409,2003
112 min,5.2,3410,1496
113 min,5.9,3411,1507
129 min,6.4,3412,502
,,3413,29
,,3414,29
,,3415,29
,,3416,29
89 min,8.1,3417,268
76 min,5.8,3418,2004
98 min,6.9,3419,1100
95 min,6.0,3420,2005
105 min,8.5,3421,2006
94 min,,3422,2007
135 min,7.7,3423,1561
91 min,5.9,3424,192
130 min,7.7,3425,953
90 min,6.0,3426,145
,,3427,29
,,3428,29
60 min,6.2,3429,2008
,,3430,29
89 min,5.4,3431,1765
99 min,6.1,3432,195
100 min,5.4,3433,1156
102 min,6.4,3434,1405
114 min,6.5,3435,1968
98 min,6.1,3436,1691
112 min,6.7,3437,1171
108 min,6.2,3438,120
,,3439,29
,,3440,29
,,3441,29
85 min,4.9,3442,2009
99 min,6.4,3443,2010
101 min,6.5,3444,400
110 min,7.1,3445,403
97 min,7.0,3446,55
98 min,5.8,3447,813
93 min,6.2,3448,565
98 min,5.6,3449,2011
88 min,5.9,3450,422
102 min,6.5,3451,2012
87 min,6.0,3452,1061
,,3453,29
80 min,8.4,3454,2013
,,3455,29
87 min,5.5,3456,1679
100 min,6.0,3457,1681
100 min,6.4,3458,441
104 min,6.4,3459,303
95 min,7.0,3460,925
119 min,5.4,3461,2014
,4.7,3462,2015
,,3463,29
,,3464,29
92 min,5.6,3465,2016
101 min,6.5,3466,400
95 min,6.2,3467,131
,,3468,29
,5.7,3469,2017
78 min,7.1,3470,674
108 min,6.8,3471,801
127 min,5.7,3472,2018
,,3473,29
92 min,6.3,3474,2019
82 min,2.0,3475,2020
114 min,6.7,3476,1258
,,3477,29
,,3478,29
92 min,,3479,2021
87 min,,3480,2022
,,3481,29
,,3482,29
102 min,5.4,3483,1713
131 min,6.9,3484,453
118 min,,3485,2023
,,3486,29
,,3487,29
100 min,6.3,3488,229
,,3489,29
,,3490,29
110 min,6.5,3491,1437
107 min,6.3,3492,1157
106 min,5.7,3493,2024
141 min,6.5,3494,2025
123 min,7.0,3495,330
138 min,6.9,3496,2026
104 min,7.3,3497,52
105 min,6.5,3498,150
92 min,6.4,3499,877
119 min,6.5,3500,1092
97 min,6.7,3501,1806
103 min,6.6,3502,1090
108 min,5.9,3503,151
96 min,6.5,3504,279
94 min,5.4,3505,810
115 min,5.0,3506,2027
130 min,7.6,3507,2028
123 min,6.7,3508,2029
104 min,6.2,3509,1664
110 min,6.7,3510,270
118 min,7.0,3511,2030
135 min,7.7,3512,1561
101 min,7.1,3513,89
109 min,6.8,3514,440
100 min,6.9,3515,1093
106 min,6.2,3516,421
105 min,7.1,3517,700
,"5/10,5.1/10",3518,2031
81 min,6.4,3519,162
90 min,6.9,3520,857
108 min,5.8,3521,1842
123 min,5.2,3522,2032
113 min,7.7,3523,930
129 min,7.1,3524,1620
95 min,6.4,3525,2033
82 min,5.6,3526,1345
81 min,6.3,3527,2034
97 min,6.4,3528,406
77 min,4.3,3529,2035
91 min,6.7,3530,1213
103 min,6.6,3531,1090
99 min,6.6,3532,1694
87 min,5.3,3533,183
76 min,6.2,3534,415
82 min,4.3,3535,844
118 min,6.9,3536,132
75 min,4.9,3537,1824
,,3538,29
91 min,4.8,3539,2036
95 min,4.4,3540,2037
88 min,5.1,3541,1168
124 min,5.6,3542,2038
102 min,5.9,3543,407
70 min,4.3,3544,2039
100 min,5.7,3545,281
,,3546,29
,,3547,29
114 min,6.0,3548,451
89 min,7.4,3549,1566
89 min,5.6,3550,1757
105 min,5.8,3551,1830
107 min,5.5,3552,1039
101 min,5.7,3553,246
,,3554,29
,,3555,29
97 min,,3556,2040
92 min,6.1,3557,570
96 min,5.5,3558,1041
,,3559,29
,,3560,29
100 min,,3561,2041
80 min,6.9,3562,830
,"4.9/10,4.4/10",3563,2042
106 min,7.0,3564,404
85 min,5.6,3565,387
100 min,6.4,3566,441
112 min,5.9,3567,2043
117 min,7.9,3568,1541
91 min,6.9,3569,255
71 min,,3570,2044
104 min,6.3,3571,355
104 min,6.2,3572,1664
105 min,6.2,3573,411
84 min,5.8,3574,452
106 min,6.3,3575,61
95 min,7.0,3576,925
91 min,6.0,3577,1229
86 min,6.4,3578,73
,,3579,29
,,3580,29
95 min,6.7,3581,158
92 min,3.6,3582,1720
104 min,5.2,3583,839
96 min,6.7,3584,1396
90 min,5.6,3585,665
98 min,6.4,3586,402
106 min,6.0,3587,1346
125 min,7.2,3588,478
,"4.4/10,4.9/10",3589,2045
97 min,4.0,3590,2046
98 min,5.1,3591,1272
60 min,6.7,3592,2047
110 min,6.0,3593,1930
115 min,6.6,3594,762
132 min,6.8,3595,919
93 min,5.2,3596,2048
82 min,4.8,3597,2049
103 min,5.4,3598,2050
48 min,7.6,3599,1892
113 min,5.7,3600,983
107 min,6.5,3601,991
100 min,6.2,3602,2003
100 min,3.9,3603,2051
1 hr. 34 min.,4.4/10,3604,2052
98 min,5.9,3605,1255
94 min,,3606,2007
97 min,5.5,3607,1337
91 min,6.3,3608,23
115 min,7.0,3609,944
107 min,7.1,3610,759
95 min,6.3,3611,8
70 min,7.5,3612,2053
,,3613,29
,,3614,29
105 min,5.7,3615,1341
,,3616,29
,,3617,29
121 min,,3618,2054
,,3619,29
90 min,7.4,3620,1226
122 min,7.1,3621,2055
85 min,6.0,3622,2056
98 min,6.7,3623,1134
101 min,6.5,3624,400
95 min,6.3,3625,8
106 min,7.9,3626,2057
105 min,5.6,3627,1605
63 min,7.3,3628,96
77 min,6.3,3629,1751
90 min,7.8,3630,354
75 min,6.0,3631,2058
94 min,7.3,3632,1097
95 min,6.8,3633,924
60 min,7.0,3634,2059
129 min,3.0,3635,2060
,,3636,29
,,3637,29
,7.3,3638,614
102 min,4.0,3639,2061
88 min,4.4,3640,2062
,,3641,29
122 min,6.5,3642,254
133 min,6.8,3643,2063
120 min,5.5,3644,2064
114 min,5.9,3645,2065
100 min,7.8,3646,514
118 min,6.7,3647,1221
108 min,5.8,3648,1842
95 min,4.2,3649,1363
110 min,6.5,3650,1437
121 min,5.3,3651,2066
105 min,7.6,3652,753
80 min,7.8,3653,1872
103 min,7.9,3654,1745
90 min,5.8,3655,1276
,,3656,29
135 min,9.0,3657,2067
,,3658,29
,7.2,3659,425
132 min,7.0,3660,1657
103 min,5.6,3661,1086
99 min,6.0,3662,1927
119 min,6.5,3663,1092
,,3664,29
108 min,5.6,3665,2068
128 min,6.1,3666,2069
90 min,7.6,3667,188
125 min,7.5,3668,429
129 min,6.9,3669,454
108 min,6.8,3670,801
105 min,6.8,3671,2070
102 min,7.1,3672,1885
90 min,6.5,3673,532
128 min,7.3,3674,1602
94 min,6.7,3675,44
109 min,5.7,3676,1816
75 min,2.8,3677,2071
,,3678,29
,,3679,29
90 min,4.0,3680,2072
118 min,7.2,3681,634
95 min,5.1,3682,2073
95 min,4.6,3683,1419
114 min,7.4,3684,62
90 min,5.9,3685,350
107 min,6.2,3686,1629
109 min,7.0,3687,2074
103 min,6.6,3688,1090
100 min,6.7,3689,1195
94 min,7.4,3690,1055
98 min,7.1,3691,1265
106 min,7.1,3692,210
94 min,6.7,3693,44
,,3694,29
90 min,6.6,3695,46
124 min,7.0,3696,576
93 min,4.2,3697,842
80 min,4.2,3698,418
95 min,5.2,3699,1140
124 min,6.9,3700,156
91 min,6.3,3701,23
81 min,6.8,3702,222
99 min,6.4,3703,2010
132 min,6.6,3704,1527
106 min,7.2,3705,203
106 min,6.7,3706,216
103 min,5.8,3707,1731
99 min,6.2,3708,439
102 min,6.8,3709,1676
89 min,5.0,3710,1147
102 min,5.8,3711,509
92 min,5.1,3712,1117
88 min,5.4,3713,130
133 min,7.4,3714,2075
98 min,5.7,3715,815
85 min,4.4,3716,2076
79 min,5.9,3717,298
87 min,6.7,3718,638
84 min,6.9,3719,1678
99 min,6.3,3720,519
93 min,6.9,3721,2077
111 min,6.2,3722,449
88 min,6.1,3723,378
90 min,6.2,3724,159
84 min,6.8,3725,535
,8.3,3726,2078
104 min,6.1,3727,396
98 min,6.0,3728,197
112 min,7.8,3729,433
91 min,7.0,3730,1897
111 min,6.7,3731,1647
97 min,7.0,3732,55
120 min,6.6,3733,575
106 min,6.3,3734,61
124 min,5.5,3735,2079
106 min,6.9,3736,311
109 min,6.4,3737,557
124 min,5.6,3738,2038
90 min,6.1,3739,621
105 min,6.0,3740,1065
127 min,6.4,3741,770
123 min,5.8,3742,2080
110 min,6.4,3743,1208
89 min,6.6,3744,791
105 min,5.9,3745,316
97 min,5.9,3746,297
102 min,6.3,3747,479
147 min,8.2,3748,2081
85 min,5.8,3749,2082
93 min,6.2,3750,565
102 min,6.4,3751,1405
96 min,6.5,3752,279
75 min,6.7,3753,1934
122 min,6.6,3754,517
104 min,5.7,3755,2083
76 min,6.2,3756,415
106 min,5.7,3757,2024
124 min,7.2,3758,149
116 min,6.2,3759,2084
84 min,5.8,3760,452
98 min,6.6,3761,116
117 min,8.2,3762,1300
113 min,8.1,3763,2085
98 min,6.7,3764,1134
138 min,8.1,3765,2086
132 min,8.2,3766,2087
130 min,8.5,3767,2088
85 min,8.1,3768,1438
184 min,8.1,3769,2089
129 min,8.1,3770,114
109 min,8.2,3771,2090
93 min,5.1,3772,109
97 min,7.2,3773,194
90 min,4.1,3774,2091
90 min,5.3,3775,457
100 min,7.7,3776,167
105 min,3.9,3777,2092
78 min,5.2,3778,2093
102 min,8.0,3779,1464
106 min,7.2,3780,203
90 min,6.6,3781,46
82 min,5.4,3782,2094
85 min,6.4,3783,733
88 min,7.1,3784,257
94 min,6.2,3785,796
144 min,7.2,3786,2095
91 min,1.9,3787,2096
170 min,7.6,3788,2097
126 min,7.4,3789,761
124 min,7.5,3790,1283
125 min,6.9,3791,1019
,,3792,29
90 min,2.4,3793,2098
88 min,3.2,3794,2099
89 min,5.7,3795,2100
100 min,3.6,3796,2101
,5.4,3797,2102
98 min,6.7,3798,1134
89 min,2.3,3799,2103
126 min,8.3,3800,653
105 min,7.8,3801,1249
104 min,7.8,3802,1586
112 min,6.4,3803,675
96 min,7.2,3804,1
71 min,6.7,3805,862
91 min,7.5,3806,848
93 min,5.6,3807,1105
96 min,6.5,3808,279
105 min,8.0,3809,1504
105 min,7.9,3810,2104
91 min,5.7,3811,647
119 min,8.0,3812,466
100 min,5.6,3813,412
145 min,8.0,3814,2105
95 min,5.5,3815,786
105 min,5.7,3816,1341
114 min,7.5,3817,2106
102 min,7.0,3818,205
106 min,8.0,3819,2107
90 min,6.6,3820,46
103 min,5.8,3821,1731
105 min,6.4,3822,501
92 min,7.5,3823,838
127 min,7.7,3824,807
136 min,8.1,3825,2108
108 min,7.8,3826,906
98 min,7.7,3827,669
100 min,6.4,3828,441
176 min,6.9,3829,2109
139 min,7.8,3830,769
104 min,6.5,3831,176
108 min,6.3,3832,80
88 min,5.8,3833,42
125 min,6.7,3834,1604
106 min,6.8,3835,19
106 min,6.3,3836,61
111 min,7.9,3837,2110
138 min,8.0,3838,1535
95 min,7.4,3839,2111
93 min,6.6,3840,1009
93 min,6.3,3841,1096
118 min,6.8,3842,1490
100 min,6.0,3843,1681
88 min,5.9,3844,422
100 min,6.3,3845,229
89 min,6.2,3846,2112
83 min,7.3,3847,212
117 min,5.5,3848,16
108 min,6.6,3849,2113
80 min,7.7,3850,1247
100 min,6.2,3851,2003
95 min,6.1,3852,388
107 min,5.3,3853,352
107 min,6.5,3854,991
104 min,5.4,3855,1563
108 min,5.8,3856,1842
113 min,6.3,3857,437
135 min,5.4,3858,2114
98 min,5.6,3859,2011
130 min,6.4,3860,1068
94 min,5.8,3861,811
106 min,4.3,3862,2115
93 min,5.8,3863,121
112 min,5.8,3864,1059
89 min,7.4,3865,1566
97 min,6.4,3866,406
95 min,5.6,3867,2116
117 min,5.4,3868,2117
95 min,3.7,3869,2118
97 min,5.4,3870,2119
78 min,6.5,3871,2120
96 min,6.6,3872,803
108 min,6.3,3873,80
98 min,6.2,3874,1571
96 min,6.6,3875,803
,5.0,3876,2121
93 min,4.2,3877,842
85 min,5.1,3878,2122
83 min,4.7,3879,2123
95 min,3.7,3880,2118
,5.7,3881,2017
105 min,6.4,3882,501
84 min,5.6,3883,1834
103 min,5.3,3884,2124
97 min,6.1,3885,363
100 min,5.2,3886,2125
84 min,4.9,3887,2126
90 min,4.3,3888,2127
101 min,6.8,3889,1360
112 min,6.8,3890,1537
98 min,6.0,3891,197
87 min,5.6,3892,1060
101 min,5.0,3893,709
101 min,,3894,2128
109 min,6.1,3895,548
120 min,6.5,3896,778
136 min,6.9,3897,381
130 min,7.0,3898,2129
109 min,6.3,3899,1353
146 min,7.1,3900,2130
127 min,7.1,3901,1526
98 min,6.5,3902,1613
108 min,6.0,3903,1282
104 min,5.7,3904,2083
109 min,6.5,3905,2131
101 min,3.8,3906,2132
102 min,5.4,3907,1713
114 min,5.5,3908,2133
,4.9,3909,1767
94 min,5.7,3910,1935
106 min,5.6,3911,2134
134 min,6.0,3912,1478
88 min,5.6,3913,472
100 min,6.4,3914,441
106 min,5.8,3915,1516
97 min,5.3,3916,1042
88 min,5.8,3917,42
104 min,5.7,3918,2083
88 min,4.1,3919,1273
95 min,4.3,3920,2135
98 min,,3921,1254
91 min,5.4,3922,320
103 min,5.1,3923,1995
89 min,3.8,3924,2136
91 min,5.2,3925,1666
103 min,6.3,3926,1667
93 min,6.4,3927,748
97 min,5.4,3928,2119
99 min,5.0,3929,1938
80 min,5.7,3930,424
88 min,5.7,3931,2137
83 min,7.2,3932,731
85 min,7.3,3933,771
82 min,5.8,3934,1453
105 min,,3935,2138
93 min,5.6,3936,1105
85 min,7.8,3937,1576
102 min,5.7,3938,1063
111 min,7.1,3939,1761
,,3940,29
91 min,6.4,3941,1932
100 min,6.6,3942,49
89 min,8.0,3943,2139
111 min,8.1,3944,1311
121 min,8.2,3945,2140
174 min,7.9,3946,2141
86 min,6.6,3947,542
80 min,5.4,3948,2142
102 min,6.6,3949,1036
82 min,4.3,3950,844
92 min,5.1,3951,1117
87 min,3.3,3952,2143
92 min,3.2,3953,2144
77 min,2.8,3954,2145
,5.5,3955,1181
114 min,7.7,3956,1536
89 min,4.6,3957,2146
105 min,5.8,3958,1830
96 min,7.1,3959,536
99 min,5.4,3960,1037
97 min,4.5,3961,2147
103 min,6.3,3962,1667
109 min,5.0,3963,2148
106 min,6.0,3964,1346
109 min,5.8,3965,1135
108 min,5.8,3966,1842
83 min,5.5,3967,2149
96 min,5.4,3968,1119
93 min,5.6,3969,1105
65 min,7.7,3970,2150
102 min,6.3,3971,479
115 min,5.9,3972,2151
118 min,6.5,3973,199
95 min,5.8,3974,190
88 min,7.2,3975,142
101 min,4.6,3976,1692
105 min,5.5,3977,1677
,6.3,3978,1848
90 min,6.0,3979,145
91 min,5.8,3980,371
91 min,5.6,3981,1768
99 min,6.1,3982,195
89 min,6.1,3983,299
115 min,6.3,3984,271
95 min,8.3,3985,2152
103 min,4.9,3986,1843
99 min,5.8,3987,632
111 min,5.6,3988,2153
90 min,5.7,3989,362
92 min,6.3,3990,2019
101 min,6.9,3991,717
107 min,6.9,3992,476
88 min,6.4,3993,1189
118 min,6.6,3994,1551
99 min,6.7,3995,1177
100 min,7.7,3996,167
137 min,7.7,3997,2154
150 min,7.4,3998,1542
86 min,6.1,3999,2155
106 min,7.8,4000,1111
96 min,6.7,4001,1396
107 min,7.3,4002,146
96 min,5.9,4003,1152
101 min,5.5,4004,1232
91 min,7.3,4005,337
100 min,5.5,4006,1000
98 min,3.1,4007,2156
95 min,6.4,4008,2033
94 min,7.0,4009,588
95 min,6.4,4010,2033
97 min,7.3,4011,103
95 min,5.1,4012,2073
126 min,6.7,4013,87
102 min,5.1,4014,1961
106 min,5.9,4015,157
108 min,6.1,4016,309
86 min,6.2,4017,1149
93 min,5.9,4018,1826
95 min,5.8,4019,190
99 min,6.4,4020,2010
90 min,6.5,4021,532
95 min,7.2,4022,627
87 min,4.9,4023,1137
103 min,6.6,4024,1090
47 min,7.4,4025,2157
94 min,5.6,4026,1933
100 min,4.2,4027,1864
98 min,4.7,4028,2158
,8.1,4029,2159
97 min,5.9,4030,297
1 hr. 6 min.,6.8/10,4031,2160
105 min,7.8,4032,1249
97 min,6.2,4033,1358
100 min,4.7,4034,1721
96 min,6.2,4035,1427
104 min,7.3,4036,52
85 min,8.2,4037,2161
136 min,5.9,4038,2162
103 min,6.8,4039,2163
110 min,6.4,4040,1208
109 min,6.6,4041,2164
84 min,8.3,4042,2165
117 min,6.6,4043,1242
111 min,6.3,4044,650
83 min,6.5,4045,2166
97 min,4.4,4046,1234
88 min,3.2,4047,2099
80 min,5.6,4048,2167
128 min,7.1,4049,269
85 min,5.7,4050,2168
87 min,6.8,4051,161
87 min,5.9,4052,2169
68 min,6.5,4053,2170
87 min,5.5,4054,1679
108 min,6.1,4055,309
90 min,6.4,4056,1146
89 min,6.2,4057,2112
91 min,6.5,4058,119
90 min,5.0,4059,1665
104 min,5.4,4060,1563
108 min,6.5,4061,137
77 min,5.3,4062,2171
77 min,5.6,4063,408
84 min,4.5,4064,2172
97 min,6.6,4065,1295
81 min,5.1,4066,2173
90 min,5.8,4067,1276
82 min,4.8,4068,2049
105 min,4.9,4069,1227
87 min,5.5,4070,1679
1 hr. 45 min.,,4071,2174
95 min,5.5,4072,786
104 min,6.5,4073,176
84 min,2.9,4074,2175
90 min,7.3,4075,93
78 min,5.5,4076,2176
104 min,5.1,4077,1113
117 min,7.1,4078,2177
86 min,4.8,4079,1749
132 min,6.4,4080,272
104 min,7.4,4081,21
85 min,6.9,4082,2178
113 min,5.3,4083,2179
134 min,7.0,4084,262
90 min,8.0,4085,902
92 min,6.7,4086,691
,,4087,29
89 min,7.6,4088,1475
87 min,7.7,4089,2180
112 min,7.9,4090,1594
97 min,7.9,4091,1746
1 hr. 45 min.,"8.1/10,6.9/10",4092,2181
107 min,6.9,4093,476
113 min,7.6,4094,365
111 min,8.0,4095,755
75 min,7.8,4096,2182
100 min,7.2,4097,1902
100 min,6.9,4098,1093
115 min,7.0,4099,944
88 min,7.2,4100,142
89 min,6.6,4101,791
93 min,5.9,4102,1826
96 min,6.1,4103,480
91 min,7.0,4104,1897
144 min,8.1,4105,2183
91 min,6.8,4106,1663
81 min,7.0,4107,1851
86 min,6.7,4108,249
116 min,7.7,4109,2184
97 min,6.4,4110,406
116 min,6.3,4111,507
94 min,7.5,4112,2185
90 min,5.5,4113,259
87 min,7.8,4114,56
140 min,8.0,4115,2186
128 min,7.6,4116,385
80 min,6.2,4117,724
85 min,6.4,4118,733
111 min,5.9,4119,609
95 min,4.8,4120,1815
106 min,6.6,4121,2187
105 min,6.5,4122,150
127 min,6.9,4123,14
,,4124,29
116 min,7.0,4125,383
86 min,4.5,4126,470
93 min,5.0,4127,2188
111 min,7.5,4128,202
134 min,7.8,4129,1588
95 min,7.1,4130,358
75 min,6.8,4131,2189
85 min,6.5,4132,327
79 min,8.7,4133,2190
90 min,6.5,4134,532
100 min,6.1,4135,1883
107 min,6.4,4136,772
93 min,6.1,4137,310
122 min,7.8,4138,1370
92 min,6.5,4139,483
96 min,7.4,4140,50
106 min,5.8,4141,1516
108 min,5.4,4142,2191
1 hr. 35 min.,8.2/10,4143,2192
96 min,6.4,4144,260
103 min,7.1,4145,221
106 min,6.1,4146,294
91 min,7.2,4147,1649
98 min,5.9,4148,1255
102 min,6.2,4149,186
110 min,6.9,4150,31
103 min,6.3,4151,1667
127 min,6.5,4152,702
101 min,7.0,4153,63
134 min,6.9,4154,2193
107 min,6.5,4155,991
111 min,6.4,4156,1940
136 min,7.3,4157,2194
91 min,6.6,4158,133
90 min,7.1,4159,77
95 min,6.4,4160,2033
2 hr. 12 min.,"5.7/10,6.6/10",4161,2195
,3.1,4162,2196
93 min,,4163,656
118 min,7.8,4164,928
120 min,7.0,4165,1498
104 min,5.7,4166,2083
110 min,6.8,4167,1610
105 min,5.9,4168,316
117 min,6.9,4169,1390
110 min,7.8,4170,979
86 min,7.2,4171,2197
,4.7/10,4172,2198
240 min,,4173,2199
,"6/10,6.1/10",4174,2200
135 min,6.8,4175,2201
140 min,7.5,4176,2202
106 min,7.3,4177,1963
77 min,7.0,4178,2203
94 min,8.0,4179,1432
118 min,8.1,4180,1440
,"6.5/10,5.8/10",4181,2204
95 min,7.1,4182,358
90 min,6.9,4183,857
96 min,7.3,4184,2205
114 min,7.8,4185,1112
95 min,7.7,4186,20
93 min,6.7,4187,4
78 min,6.2,4188,1002
103 min,7.9,4189,1745
87 min,7.1,4190,561
90 min,7.0,4191,147
85 min,6.7,4192,144
118 min,6.5,4193,199
116 min,6.9,4194,84
110 min,5.8,4195,937
99 min,7.4,4196,573
81 min,5.7,4197,2206
109 min,5.3,4198,2207
97 min,7.1,4199,1084
96 min,7.5,4200,3
98 min,4.5,4201,2208
100 min,7.1,4202,1225
86 min,6.8,4203,125
119 min,8.1,4204,1131
121 min,8.1,4205,942
121 min,6.6,4206,2209
125 min,6.3,4207,2210
138 min,7.1,4208,1043
138 min,6.6,4209,2211
106 min,6.4,4210,1577
116 min,7.3,4211,322
135 min,6.7,4212,1222
116 min,6.8,4213,1548
102 min,7.6,4214,712
118 min,6.9,4215,132
115 min,6.6,4216,762
110 min,7.7,4217,312
138 min,7.3,4218,1035
100 min,6.6,4219,49
121 min,6.7,4220,2212
119 min,6.7,4221,1630
94 min,6.6,4222,359
119 min,6.7,4223,1630
,"5.4/10,5.2/10",4224,655
127 min,7.1,4225,1526
155 min,7.2,4226,2213
121 min,6.6,4227,2209
80 min,5.6,4228,2167
130 min,7.5,4229,474
95 min,5.8,4230,190
124 min,6.3,4231,2214
111 min,7.1,4232,1761
111 min,6.1,4233,280
,"5/10,4.4/10",4234,2215
