,year           ,language                                                                                 ,country                                                                                                  ,duration      ,rating_value    ,genre                                                                                  
6623,2015           ,English                                                                                  ,USA                                                                                                      ,              ,6.7             ,Horror                                                                                 
6624,2011           ,English                                                                                  ,USA                                                                                                      ,              ,6.4             ,Horror                                                                                 
6625,2015           ,English                                                                                  ,USA                                                                                                      ,              ,                ,"Horror,Thriller                                                                      "
6626,2015           ,English                                                                                  ,USA                                                                                                      ,96 min        ,                ,"Horror,Thriller                                                                      "
6627,2015           ,English                                                                                  ,"Thailand,USA,Indonesia                                                                                 ",90 min        ,7.4             ,Drama                                                                                  
6628,2015           ,English                                                                                  ,USA                                                                                                      ,98 min        ,6.5             ,Drama                                                                                  
6629,2009           ,English                                                                                  ,USA                                                                                                      ,97 min        ,5.8             ,"Drama,Romance                                                                        "
6630,2006           ,English                                                                                  ,USA                                                                                                      ,96 min        ,7.6             ,"Horror,Thriller                                                                      "
6631,2015           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.4             ,Horror                                                                                 
6632,2014           ,English                                                                                  ,USA                                                                                                      ,94 min        ,7.2             ,"Horror,Thriller                                                                      "
6633,2015           ,English                                                                                  ,USA                                                                                                      ,              ,7.5             ,"Horror,Thriller                                                                      "
6634,1988           ,English                                                                                  ,"UK,USA                                                                                                 ",91 min        ,6.3             ,Drama                                                                                  
6635,1963 1964 1965 ,English                                                                                  ,USA                                                                                                      ,1 hr. 49 min. ,6.6/10          ,"Action & Adventure,Classics,Science Fiction & Fantasy                                "
6636,2008           ,"English,Italian,Mandarin,Spanish                                                       ",USA                                                                                                      ,97 min        ,6.5             ,"Drama,Romance                                                                        "
6637,2012           ,English                                                                                  ,"UK,USA                                                                                                 ",95 min        ,7.1             ,"Horror,Thriller                                                                      "
6638,2014           ,English                                                                                  ,USA                                                                                                      ,100 min       ,7.1             ,"Horror,Thriller                                                                      "
6639,2014           ,English                                                                                  ,USA                                                                                                      ,90 min        ,5.9             ,Horror                                                                                 
6640,2014           ,English                                                                                  ,USA                                                                                                      ,96 min        ,6.5             ,Horror                                                                                 
6641,2011           ,English                                                                                  ,USA                                                                                                      ,97 min        ,7.0             ,"Horror,Thriller                                                                      "
6642,2014           ,English                                                                                  ,USA                                                                                                      ,96 min        ,7.3             ,"Comedy,Drama,Romance                                                                 "
6643,2010           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.2             ,"Horror,Thriller                                                                      "
6644,2013           ,English                                                                                  ,USA                                                                                                      ,97 min        ,7.2             ,"Horror,Thriller                                                                      "
6645,2014           ,English                                                                                  ,USA                                                                                                      ,93 min        ,6.7             ,Horror                                                                                 
6646,2009           ,English                                                                                  ,USA                                                                                                      ,96 min        ,7.1             ,"Horror,Thriller                                                                      "
6647,2006           ,English                                                                                  ,USA                                                                                                      ,94 min        ,6.6             ,"Horror,Thriller                                                                      "
6648,2008           ,English                                                                                  ,USA                                                                                                      ,88 min        ,7.0             ,"Horror,Thriller                                                                      "
6649,2005           ,English                                                                                  ,"UK,USA                                                                                                 ",98 min        ,7.2             ,"Horror,Thriller                                                                      "
6650,2007           ,English                                                                                  ,USA                                                                                                      ,93 min        ,7.1             ,"Horror,Thriller                                                                      "
6651,2005           ,English                                                                                  ,USA                                                                                                      ,97 min        ,6.7             ,Horror                                                                                 
6652,2011           ,English                                                                                  ,USA                                                                                                      ,93 min        ,6.5             ,Horror                                                                                 
6653,2011           ,English                                                                                  ,USA                                                                                                      ,95 min        ,6.8             ,"Horror,Thriller                                                                      "
6654,2013           ,"English,French                                                                         ",USA                                                                                                      ,89 min        ,5.9             ,"Horror,Thriller                                                                      "
6655,2014           ,English                                                                                  ,USA                                                                                                      ,              ,6.5             ,"Horror,Thriller                                                                      "
6656,2005           ,English                                                                                  ,"UK,USA                                                                                                 ",101 min       ,5.9             ,"Horror,Thriller                                                                      "
6657,2014           ,"English,French                                                                         ","UK,USA                                                                                                 ",95 min        ,7.0             ,Comedy                                                                                 
6658,2007           ,English                                                                                  ,USA                                                                                                      ,91 min        ,6.7             ,"Comedy,Drama,Romance                                                                 "
6659,2015           ,"English,French                                                                         ","UK,USA                                                                                                 ",95 min        ,6.1             ,"Comedy,Romance                                                                       "
6660,2014           ,"English,Spanish                                                                        ","UK,USA                                                                                                 ",88 min        ,7.6             ,Documentary                                                                            
6661,2014           ,English                                                                                  ,"UK,USA                                                                                                 ",90 min        ,6.8             ,Comedy                                                                                 
6662,2010           ,English                                                                                  ,USA                                                                                                      ,98 min        ,7.2             ,"Comedy,Romance                                                                       "
6663,1996           ,English                                                                                  ,USA                                                                                                      ,88 min        ,7.3             ,Comedy                                                                                 
6664,2009           ,English                                                                                  ,USA                                                                                                      ,91 min        ,6.4             ,"Comedy,Drama                                                                         "
6665,2002           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.1             ,"Comedy,Drama                                                                         "
6666,2012           ,English                                                                                  ,USA                                                                                                      ,100 min       ,7.0             ,"Comedy,Drama,Romance                                                                 "
6667,2005           ,English                                                                                  ,"UK,USA                                                                                                 ",100 min       ,6.2             ,"Comedy,Drama,Romance                                                                 "
6668,2012           ,English                                                                                  ,USA                                                                                                      ,88 min        ,5.6             ,Comedy                                                                                 
6669,1999           ,"English,French                                                                         ",USA                                                                                                      ,101 min       ,6.5             ,"Comedy,Drama,Romance                                                                 "
6670,2002           ,"English,Spanish                                                                        ","UK,USA                                                                                                 ",90 min        ,7.2             ,"Comedy,Romance                                                                       "
6671,2014           ,English                                                                                  ,USA                                                                                                      ,89 min        ,7.2             ,Documentary                                                                            
6672,2009           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.3             ,Documentary                                                                            
6673,2014           ,English                                                                                  ,USA                                                                                                      ,97 min        ,6.3             ,"Comedy,Drama                                                                         "
6674,2013           ,English                                                                                  ,USA                                                                                                      ,100 min       ,6.9             ,Documentary                                                                            
6675,2014           ,English                                                                                  ,USA                                                                                                      ,92 min        ,6.9             ,"Horror,Thriller                                                                      "
6676,2014           ,English                                                                                  ,USA                                                                                                      ,88 min        ,6.3             ,"Drama,Romance                                                                        "
6677,2012           ,English                                                                                  ,USA                                                                                                      ,90 min        ,6.5             ,Documentary                                                                            
6678,2013           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.1             ,"Documentary,Biography,Drama                                                          "
6679,2014           ,English                                                                                  ,USA                                                                                                      ,98 min        ,6.6             ,Documentary                                                                            
6680,2010           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.1             ,Documentary                                                                            
6681,2014           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.3             ,Documentary                                                                            
6682,2014           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.1             ,"Documentary,Crime,Drama                                                              "
6683,2013           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.5             ,Documentary                                                                            
6684,2013           ,English                                                                                  ,USA                                                                                                      ,89 min        ,7.3             ,Documentary                                                                            
6685,2013           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.5             ,"Documentary,Biography,Drama                                                          "
6686,2012           ,English                                                                                  ,USA                                                                                                      ,91 min        ,6.9             ,Documentary                                                                            
6687,2011           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.0             ,"Documentary,Biography,History                                                        "
6688,1997           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.3             ,Documentary                                                                            
6689,2007           ,"English,French                                                                         ",USA                                                                                                      ,100 min       ,7.3             ,Documentary                                                                            
6690,2008           ,English                                                                                  ,USA                                                                                                      ,101 min       ,7.5             ,Documentary                                                                            
6691,2005           ,"English,French                                                                         ","USA,France,UK,Canada,Denmark                                                                           ",98 min        ,7.1             ,"Documentary,History,War                                                              "
6692,2014           ,English                                                                                  ,USA                                                                                                      ,98 min        ,7.6             ,"Documentary,History,War                                                              "
6693,2014           ,"English,Portuguese,German                                                              ","UK,USA                                                                                                 ",101 min       ,7.1             ,Documentary                                                                            
6694,2015           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.7             ,"Documentary,Biography,Music                                                          "
6695,2014           ,"English,Spanish                                                                        ","UK,USA                                                                                                 ",100 min       ,6.9             ,Documentary                                                                            
6696,2015           ,English                                                                                  ,USA                                                                                                      ,91 min        ,6.4             ,Documentary                                                                            
6697,2014           ,English                                                                                  ,"UK,USA                                                                                                 ",100 min       ,7.4             ,Documentary                                                                            
6698,2014           ,English                                                                                  ,USA                                                                                                      ,100 min       ,7.5             ,Documentary                                                                            
6699,2010           ,"English,French,Chinese,Albanian                                                        ",USA                                                                                                      ,101 min       ,7.8             ,Documentary                                                                            
6700,2014           ,"English,Spanish                                                                        ","UK,USA                                                                                                 ",93 min        ,7.3             ,Documentary                                                                            
6701,2015           ,English                                                                                  ,USA                                                                                                      ,97 min        ,6.5             ,Documentary                                                                            
6702,2014           ,English                                                                                  ,"UK,USA                                                                                                 ",97 min        ,7.2             ,"Documentary,Biography,Drama                                                          "
6703,2013           ,English                                                                                  ,USA                                                                                                      ,96 min        ,7.1             ,Documentary                                                                            
6704,2009           ,English                                                                                  ,USA                                                                                                      ,100 min       ,6.6             ,"Comedy,Romance                                                                       "
6705,2015           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.0             ,Horror                                                                                 
6706,2013           ,English                                                                                  ,USA                                                                                                      ,90 min        ,6.6             ,"Horror,Thriller                                                                      "
6707,2012           ,English                                                                                  ,USA                                                                                                      ,96 min        ,7.1             ,Drama                                                                                  
6708,2015           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.2             ,Documentary                                                                            
6709,2014           ,English                                                                                  ,USA                                                                                                      ,94 min        ,6.9             ,Horror                                                                                 
6710,2014           ,English                                                                                  ,USA                                                                                                      ,89 min        ,7.3             ,"Horror,Thriller                                                                      "
6711,2013 2014 2015 ,English                                                                                  ,USA                                                                                                      ,              ,"6.8/10,7/10   ",Documentary                                                                            
6712,2013           ,English                                                                                  ,"UK,USA                                                                                                 ",93 min        ,7.2             ,Documentary                                                                            
6713,1997           ,English                                                                                  ,USA                                                                                                      ,95 min        ,7.1             ,Documentary                                                                            
6714,1968           ,English                                                                                  ,USA                                                                                                      ,97 min        ,7.1             ,"Documentary,History,Music                                                            "
6715,1976           ,English                                                                                  ,USA                                                                                                      ,100 min       ,7.3             ,Documentary                                                                            
6716,2005           ,English                                                                                  ,USA                                                                                                      ,93 min        ,7.1             ,Documentary                                                                            
6717,1989           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.2             ,Documentary                                                                            
6718,1983 1984 1985 ,English                                                                                  ,USA                                                                                                      ,1 hr. 30 min. ,8.4/10          ,"Documentary,Special Interest                                                         "
6719,2014           ,"English,French                                                                         ",USA                                                                                                      ,101 min       ,6.4             ,Documentary                                                                            
6720,2011           ,English                                                                                  ,"UK,USA                                                                                                 ",90 min        ,7.4             ,Documentary                                                                            
6721,2013           ,English                                                                                  ,USA                                                                                                      ,95 min        ,6.8             ,Documentary                                                                            
6722,2014           ,English                                                                                  ,USA                                                                                                      ,100 min       ,7.4             ,Documentary                                                                            
6723,2008           ,English                                                                                  ,USA                                                                                                      ,91 min        ,7.6             ,Documentary                                                                            
6724,2015           ,English                                                                                  ,USA                                                                                                      ,100 min       ,6.0             ,"Comedy,Drama,Romance                                                                 "
6725,2015           ,English                                                                                  ,USA                                                                                                      ,90 min        ,6.2             ,"Horror,Thriller                                                                      "
6726,2015           ,English                                                                                  ,USA                                                                                                      ,101 min       ,6.2             ,"Drama,Romance                                                                        "
6727,2015           ,"English,Spanish                                                                        ",USA                                                                                                      ,97 min        ,7.0             ,"Comedy,Drama                                                                         "
6728,2010           ,English                                                                                  ,USA                                                                                                      ,100 min       ,6.2             ,"Drama,Romance                                                                        "
6729,2012           ,English                                                                                  ,USA                                                                                                      ,90 min        ,6.5             ,"Drama,Romance                                                                        "
6730,2008           ,"English,Spanish                                                                        ",USA                                                                                                      ,98 min        ,6.2             ,"Drama,Romance                                                                        "
6731,2014           ,English                                                                                  ,USA                                                                                                      ,101 min       ,5.9             ,"Drama,Romance                                                                        "
6732,2015           ,English                                                                                  ,"UK,USA                                                                                                 ",101 min       ,7.1             ,"Comedy,Drama                                                                         "
6733,2014 2015 2016 ,English                                                                                  ,USA                                                                                                      ,              ,"6.5/10,6.5/10 ",Documentary                                                                            
6734,2014           ,English                                                                                  ,USA                                                                                                      ,100 min       ,7.0             ,"Comedy,Drama                                                                         "
6735,2006           ,"English,Spanish                                                                        ","UK,USA                                                                                                 ",91 min        ,7.4             ,"Drama,Romance                                                                        "
6736,2008           ,"English,French                                                                         ",USA                                                                                                      ,              ,7.2             ,Documentary                                                                            
6737,2015           ,English                                                                                  ,USA                                                                                                      ,90 min        ,7.1             ,Comedy                                                                                 
6738,2015           ,English                                                                                  ,USA                                                                                                      ,98 min        ,7.4             ,"Documentary,Crime,Drama                                                              "
6739,2015           ,English                                                                                  ,USA                                                                                                      ,94 min        ,5.7             ,"Horror,Thriller                                                                      "
6740,2015           ,English                                                                                  ,USA                                                                                                      ,93 min        ,7.7             ,"Horror,Thriller                                                                      "
6741,2015           ,English                                                                                  ,USA                                                                                                      ,89 min        ,7.3             ,"Comedy,Drama,Romance                                                                 "
6742,2015           ,English                                                                                  ,USA                                                                                                      ,97 min        ,6.6             ,"Horror,Thriller                                                                      "
6743,2015           ,"English,Spanish                                                                        ","UK,USA                                                                                                 ",90 min        ,7.0             ,"Action,Adventure,Sci-Fi                                                              "
6744,1978 1979 1980 ,English                                                                                  ,"UK,USA                                                                                                 ",2 hr. 6 min.  ,"8.6/10,6.7/10 ","Action & Adventure,Horror,Science Fiction & Fantasy                                  "
6745,2015           ,English                                                                                  ,USA                                                                                                      ,96 min        ,7.3             ,"Action,Adventure,Comedy                                                              "
6746,2014           ,English                                                                                  ,USA                                                                                                      ,89 min        ,7.3             ,Comedy                                                                                 
6747,2011           ,English                                                                                  ,USA                                                                                                      ,100 min       ,6.4             ,"Comedy,Drama                                                                         "
6748,2015           ,English                                                                                  ,USA                                                                                                      ,              ,                ,"Comedy,Drama                                                                         "
6749,2015           ,English                                                                                  ,USA                                                                                                      ,              ,                ,Horror                                                                                 
6750,2015           ,English                                                                                  ,USA                                                                                                      ,98 min        ,6.1             ,Drama                                                                                  
6751,2013           ,English                                                                                  ,USA                                                                                                      ,92 min        ,5.9             ,Drama                                                                                  
6752,2013           ,English                                                                                  ,USA                                                                                                      ,90 min        ,6.2             ,"Comedy,Drama,Romance                                                                 "
6753,2011           ,English                                                                                  ,USA                                                                                                      ,97 min        ,6.9             ,"Comedy,Romance                                                                       "
6754,2013           ,English                                                                                  ,USA                                                                                                      ,101 min       ,6.9             ,Drama                                                                                  
6755,2014           ,"English,French                                                                         ",USA                                                                                                      ,95 min        ,7.1             ,"Comedy,Drama,Romance                                                                 "
6756,2015           ,English                                                                                  ,USA                                                                                                      ,91 min        ,6.4             ,Drama                                                                                  
