Country,Filming Locations,original_index,unique_index
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6165,289
USA,"Baltimore, Maryland, USA",6166,38
USA,"Duluth, Minnesota, USA",6167,3372
USA,"Alabama, USA",6168,2393
USA,"Alabama, USA",6169,2393
USA,"Eugene, Oregon, USA",6170,461
USA,"1589 Homewood Dr., Altadena, California, USA",6171,3373
USA,"Atlanta, Georgia, USA",6172,161
"USA,Argentina","Buenos Aires, Federal District, Argentina",6173,3374
USA,"Collin County, Texas, USA",6174,3375
"Brazil,USA","Julio Prestes Train Station, São Paulo, Brazil",6175,3376
USA,"Baltimore, Maryland, USA",6176,38
USA,"Auburn, Alabama, USA",6177,3377
USA,"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",6178,1312
USA,"Ellis County, Texas, USA",6179,3378
USA,"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",6180,3379
"UK,USA","London, England, UK",6181,22
"Australia,USA,UK","Bowen, Queensland, Australia",6182,3380
"USA,UK","Lakeview Restaurant, 1132 Dundas Street. W, Toronto, Ontario",6183,3381
USA,"Sabino Canyon, Tucson, Arizona, USA",6184,3382
USA,"Culver City, California, USA",6185,296
USA,"Revue Studios, Hollywood, Los Angeles, California, USA",6186,3383
USA,"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",6187,1312
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",6188,54
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",6189,54
USA,"Chicago, Illinois, USA",6190,244
USA,"Barrandov Studios, Prague, Czech Republic",6191,1375
USA,"Santa Clarita, California, USA",6192,70
USA,"Los Angeles, California, USA",6193,10
USA,"332 Lorraine Blvd, Los Angeles, California, USA",6194,3384
USA,"Rae's Restaurant, 2901 Pico Boulevard, Santa Monica, California, USA",6195,538
USA,"New York City, New York, USA",6196,9
USA,"Calabasas High School - 22855 W. Mulholland Hwy., Calabasas, California, USA",6197,3385
USA,"7529 Franklin Avenue, Hollywood, Los Angeles, California, USA",6198,3386
USA,"Gorge Dam, Skagit River, Washington, USA",6199,3387
USA,,6200,3
USA,"New York City, New York, USA",6201,9
USA,"Church of Saint Mary the Virgin 145 West 46th Street, Manhattan, New York City, New York, USA",6202,3388
USA,"2213 Westside Drive, Deer Park, Texas, USA",6203,3389
"UK,USA","Brocket Hall, Lemsford, Welwyn Garden City, Hertfordshire, England, UK",6204,3390
USA,"James W. Jardine Water Purification Plant, Chicago, Illinois, USA",6205,3391
USA,,6206,3
USA,"Los Angeles, California, USA",6207,10
USA,"Santa Clarita, California, USA",6208,70
USA,Bulgaria,6209,400
"USA,Germany","Brandon, Manitoba, Canada",6210,3392
USA,"Shreveport, Louisiana, USA",6211,3393
USA,Panama,6212,3394
USA,"Linda Vista Hospital - 610 S. St. Louis Street, Los Angeles, California, USA",6213,3395
USA,"Indianapolis, Indiana, USA",6214,2002
USA,"Connecticut, USA",6215,707
"USA,Canada,Indonesia","Frederick County, Maryland, USA",6216,3396
"USA,New Zealand,Canada,Israel,Japan",Lithuania,6217,3397
USA,"2606 N. Madison Avenue, Altadena, California, USA",6218,3398
"UK,USA","Old Bailey, London, England, UK",6219,3399
USA,"Los Angeles, California, USA",6220,10
USA,"Austin, Texas, USA",6221,216
USA,"New Orleans, Louisiana, USA",6222,171
USA,"Cathedral of St. Alexander Nevsky - 12 Rue Daru, Paris 8, Paris, France",6223,3400
"Canada,USA","Vernazza, Liguria, Italy",6224,3401
USA,"Connecticut, USA",6225,707
USA,,6226,3
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6227,289
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6228,289
USA,"Stage 2, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6229,3402
USA,"Little Europe, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6230,1254
USA,"Glendale Grand Central Air Terminal - Grandview Avenue, Glendale, California, USA",6231,2028
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6232,289
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6233,289
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6234,289
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6235,289
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6236,289
USA,"Los Angeles, California, USA",6237,10
"USA,Bulgaria",Bulgaria,6238,3403
"USA,France",,6239,605
USA,"C.E.A. Studios, Madrid, Spain",6240,3404
"USA,Australia","California, USA",6241,3405
USA,USA,6242,21
"USA,France","Margaretville, New York, USA",6243,3406
USA,"Santa Clarita, California, USA",6244,70
USA,"Tennessee, USA",6245,1006
USA,"Los Angeles, California, USA",6246,10
USA,"Mobile, Alabama, USA",6247,2199
"USA,Spain,Hungary,Serbia","Novi Sad, Serbia",6248,3407
USA,"Burbank, California, USA",6249,49
USA,Hungary,6250,236
USA,"Los Angeles, California, USA",6251,10
USA,"North Carolina, USA",6252,83
"UK,Germany,USA","Evolution Printing, Stanhope Road, Camberley, UK",6253,3408
USA,"Los Angeles, California, USA",6254,10
USA,"Hong Kong, China",6255,3312
USA,"Norcross, Georgia, USA",6256,3409
USA,"Park City, Utah, USA",6257,1098
USA,"Lakeside, California, USA",6258,3410
USA,"North York General Hospital - Branson Division, Toronto, Ontario, Canada",6259,3411
USA,"Riverview, Coquitlam, British Columbia, Canada",6260,3412
USA,"Winnipeg, Manitoba, Canada",6261,2975
USA,"New York City, New York, USA",6262,9
USA,"Big Sur, California, USA",6263,1310
USA,USA,6264,21
USA,,6265,3
USA,,6266,3
USA,,6267,3
USA,"Brooklyn, New York City, New York, USA",6268,33
USA,,6269,3
USA,,6270,3
USA,"Kittanning, Pennsylvania, USA",6271,3413
"USA,France","San Rafael Ranch State Park, Patagonia, Arizona, USA",6272,3414
USA,"Supino's Restaurant, 250 Newbury St, Danvers, Massachusetts, USA",6273,3415
"Italy,USA","Brooklyn Heights Promenade, Brooklyn Heights, Brooklyn, New York City, New York, USA",6274,3416
USA,"Snowbasin, Utah, USA",6275,3417
USA,"New York City, New York, USA",6276,9
USA,"Kennett Square, Pennsylvania, USA",6277,3418
"Denmark,Sweden,Thailand,USA,France","Bangkok, Thailand",6278,3419
"UK,USA","Broadgate, London, England, UK",6279,3420
"UK,Ireland,USA","Albuquerque, New Mexico, USA",6280,3421
"Australia,UK,USA,France","Ballarat, Victoria, Australia",6281,3422
"USA,Germany","Caserta, Campania, Italy",6282,3423
USA,"Barrandov Studios, Prague, Czech Republic",6283,1375
USA,"Palazzo Soranzo Van Axel - 6099 Sestiere Cannaregio, Venice, Venato, Italy",6284,3424
"UK,USA","Bledlow, Buckinghamshire, England, UK",6285,3425
USA,"Arrowhead Springs Resort, 24918 Arrowhead Springs Rd, San Bernardino, California, USA",6286,3426
"Canada,Germany,France,USA","Los Angeles, California, USA",6287,3427
"Israel,France,Germany,USA,Finland,Switzerland,Belgium,Australia",,6288,3428
USA,"Mount Vernon, New York, USA",6289,1146
USA,,6290,3
"USA,France","New York City, New York, USA",6291,3128
USA,"Hawaii, USA",6292,582
USA,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",6293,58
USA,,6294,3
USA,"Broadway Tavern - 8 Broadway, Malverne, New York, USA",6295,3429
USA,"Van Nuys, Los Angeles, California, USA",6296,3430
USA,"Miami, Florida, USA",6297,379
USA,"Henderson, Nevada, USA",6298,3205
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6299,289
USA,"Apple Valley, California, USA",6300,1167
"Japan,USA,Germany","191 Peachtree Street, Atlanta, Georgia, USA",6301,3431
USA,"Chicago, Illinois, USA",6302,244
USA,Romania,6303,84
USA,"South Carolina, USA",6304,1539
USA,"Crafton, Pennsylvania, USA",6305,3432
USA,"Lake Shastina, California, USA",6306,3433
USA,"Dallas, Texas, USA",6307,1326
USA,"Bellarmine-Jefferson High School, Burbank, California, USA",6308,3434
USA,"Baton Rouge, Louisiana, USA",6309,243
USA,"Cheyenne Studios - 27567 Fantastic Lane, Castaic, California, USA",6310,3435
USA,"Baton Rouge, Louisiana, USA",6311,243
"UK,USA","Albuquerque Studios - 5650 University Boulevard SE, Albuquerque, New Mexico, USA",6312,3436
USA,"Vernon, British Columbia, Canada",6313,3437
"UK,USA","Bronson Caves, Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",6314,3438
USA,,6315,3
USA,"Connecticut, USA",6316,707
USA,,6317,3
USA,"Sofia, Bulgaria",6318,3439
USA,"Los Angeles, California, USA",6319,10
USA,"Shreveport, Louisiana, USA",6320,3393
USA,"Cape Town, South Africa",6321,3440
"USA,UK","Moriarty, New Mexico, USA",6322,3441
USA,"England, UK",6323,45
"UK,USA,France,Sweden","Blythe House, 23 Blythe Road, West Kensington, London, England, UK",6324,3442
USA,"Atlanta, Georgia, USA",6325,161
USA,,6326,3
USA,"Los Angeles, California, USA",6327,10
USA,"Fresno, California, USA",6328,899
"USA,UK","Mobile, Alabama, USA",6329,3443
USA,"Pink's Studios, Simanovci, Belgrade, Serbia",6330,3444
USA,,6331,3
"UK,USA,Sweden,Denmark","London, England, UK",6332,3445
USA,"La Perla, San Juan, Puerto Rico",6333,3446
USA,"Church of St Eustache, Paris 1, Paris, France",6334,3447
USA,"Crestline, California, USA",6335,3448
USA,"Michigan, USA",6336,373
"USA,UK","Columbia, Missouri, USA",6337,3449
USA,"Republic Studios, Hollywood, Los Angeles, California, USA",6338,2681
USA,"North Carolina, USA",6339,83
USA,"Mobile, Alabama, USA",6340,2199
USA,"Savannah, Georgia, USA",6341,581
USA,,6342,3
"Canada,Germany,USA","Cinespace Film Studios, Toronto, Ontario, Canada",6343,3450
"USA,Canada,France,Turkey","Boucherville, Québec, Canada",6344,3451
"Belgium,Netherlands,USA,UK","Amsterdam, Noord-Holland, Netherlands",6345,3452
USA,"Los Angeles, California, USA",6346,10
"Australia,USA,Turkey","Burra, South Australia, Australia",6347,3453
"UK,USA","Alderminster, Stratford-upon-Avon, Warwickshire, England, UK",6348,3454
USA,"Polignano a Mare, Bari, Apulia, Italy",6349,3455
USA,"Wilmington, North Carolina, USA",6350,1256
USA,"Louisiana, USA",6351,25
USA,,6352,3
USA,"Hudson Valley, New York, USA",6353,3073
USA,,6354,3
USA,"Santa Clarita, California, USA",6355,70
USA,"Lakeview Drive, GSMNP, Bryson City, North Carolina, USA",6356,3456
USA,"Alabama, USA",6357,2393
USA,"Santa Clarita, California, USA",6358,70
USA,,6359,3
USA,"Spiderwood Studios, Austin, Texas, USA",6360,3457
USA,"Alton, Illinois, USA",6361,3458
USA,"Eloise Insane Asylum, Westland, Michigan, USA",6362,3459
USA,,6363,3
"USA,Spain","Getxo, Vizcaya, País Vasco, Spain",6364,3460
"UK,USA","Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",6365,382
USA,"Los Angeles, California, USA",6366,10
USA,"Plaza Cafe Downtown - 54 Lincoln Ave., Santa Fe, New Mexico, USA",6367,3461
USA,"Boston, Massachusetts, USA",6368,184
"USA,Sweden","New York, USA",6369,3462
USA,,6370,3
USA,"191 Peachtree Street, Atlanta, Georgia, USA",6371,3463
"USA,France","Cartagena, Bolívar, Colombia",6372,3464
USA,"Biedrusko, Poznan, Wielkopolskie, Poland",6373,3465
USA,"New York City, New York, USA",6374,9
"UK,USA","Boston, Massachusetts, USA",6375,3466
USA,"Garden City, Long Island, New York, USA",6376,3467
USA,"City Hall - 200 N. Spring Street, Downtown, Los Angeles, California, USA",6377,1926
USA,"Los Angeles, California, USA",6378,10
USA,"White Castle, Louisiana, USA",6379,3468
USA,"Middle Village, Queens, New York City, New York, USA",6380,3469
USA,"Chicago, Illinois, USA",6381,244
USA,"California, USA",6382,27
USA,"Dodger Stadium - 1000 Elysian Park Avenue, Chávez Ravine, Elysian Park, Los Angeles, California, USA",6383,3470
USA,"Los Angeles, California, USA",6384,10
USA,,6385,3
USA,"Hollywood, Los Angeles, California, USA",6386,659
"USA,UK",Bulgaria,6387,3471
"USA,UK","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",6388,3472
USA,"Santa Clarita, California, USA",6389,70
USA,"Drain, Oregon, USA",6390,3473
USA,"Fallbrook, California, USA",6391,3474
USA,"Stouffville, Ontario, Canada",6392,3475
USA,"Bakersfield, California, USA",6393,1724
USA,,6394,3
USA,"Tucson, Arizona, USA",6395,177
USA,"Vilnius, Vilnius County, Lithuania",6396,3476
"USA,Germany,France","Bay of Islands, Newfoundland, Newfoundland and Labrador, Canada",6397,3477
USA,"Hermosa Beach, California, USA",6398,3478
USA,"Cartagena, Murcia, Spain",6399,3479
"USA,Canada","Ashcroft, British Columbia, Canada",6400,3480
USA,,6401,3
USA,"El Mirage Dry Lake, California, USA",6402,2819
USA,"1700 E. Ocean Blvd, Long Beach, California, USA",6403,3481
"USA,Canada",Jordan,6404,3482
USA,"Los Altos, California, USA",6405,3483
USA,"Dolores Park, San Francisco, California, USA",6406,3484
USA,"Lake Michigan, Illinois, USA",6407,3485
USA,"Moscow, Russia",6408,3486
"Russia,USA","Las Vegas, Nevada, USA",6409,3487
USA,"New Orleans, Louisiana, USA",6410,171
"UK,France,USA",,6411,3488
"UK,USA",Barbados,6412,3489
USA,"Glendale, Arizona, USA",6413,3490
USA,"Port Wentworth, Georgia, USA",6414,3491
USA,"Chatsworth, Los Angeles, California, USA",6415,1070
USA,,6416,3
USA,"Malibu, California, USA",6417,1681
USA,"Chrysler Building - 405 Lexington Avenue, Manhattan, New York City, New York, USA",6418,3492
USA,"Crescent City, California, USA",6419,3493
USA,"Coldwater Canyon, Beverly Hills, California, USA",6420,3494
USA,"Savannah, Georgia, USA",6421,581
USA,"Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA",6422,3495
USA,"North Carolina, USA",6423,83
USA,"Burbank, California, USA",6424,49
USA,,6425,3
"Italy,USA","La Jolla, San Diego, California, USA",6426,3496
USA,"New York City, New York, USA",6427,9
USA,,6428,3
USA,,6429,3
USA,"Mississippi, USA",6430,3497
USA,"Los Angeles, California, USA",6431,10
USA,"Camp Verde, Arizona, USA",6432,3498
USA,"Alabama, USA",6433,2393
USA,"San Fernando Valley Generating Station, San Fernando, California, USA",6434,3499
USA,"Historical Museum, Florida, USA",6435,3500
USA,"Cowan's Point, Bowen Island, British Columbia, Canada",6436,3501
USA,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",6437,58
USA,"Malibu, California, USA",6438,1681
USA,"Sonoita, Arizona, USA",6439,475
"USA,Canada","CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA",6440,3502
USA,"Bodega Bay, California, USA",6441,3503
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",6442,69
USA,"Crofton, North Cowichan, British Columbia, Canada",6443,3504
USA,,6444,3
"USA,Italy,Netherlands",Jamaica,6445,3505
"Italy,UK,Brazil,USA","Angra dos Reis, Rio de Janeiro, Brazil",6446,3506
USA,,6447,3
USA,,6448,3
"Mexico,USA,Italy","Cozumel, Quintana Roo, Mexico",6449,3507
USA,"Death Valley, California, USA",6450,3508
USA,"Indian Dunes, Ventura County, California, USA",6451,2540
USA,"Pasadena, California, USA",6452,1739
USA,"Dayton, Ohio, USA",6453,3509
"USA,West Germany","Lincoln Heights Jail - 401 N. Avenue 19, Lincoln Heights, Los Angeles, California, USA",6454,3510
"West Germany,USA,Austria","Mafilm, Budapest, Hungary",6455,3511
"Italy,USA",,6456,521
USA,"Glendale, California, USA",6457,97
USA,"New Mexico, USA",6458,1123
USA,"Lucerne Valley, Mojave Desert, California, USA",6459,3512
USA,"Houston, Texas, USA",6460,2428
USA,"Boulders Beach, Simon's Town, Cape Town, Western Cape, South Africa",6461,3513
USA,"Atlanta, Georgia, USA",6462,161
"Argentina,USA",Argentina,6463,3514
USA,"Los Angeles, California, USA",6464,10
USA,"Los Angeles, California, USA",6465,10
"USA,Canada,South Africa","Durban, KwaZulu-Natal, South Africa",6466,3515
USA,Philippines,6467,1108
USA,"Salt Lake City, Utah, USA",6468,1845
USA,Philippines,6469,1108
USA,"Los Angeles, California, USA",6470,10
USA,"Santa Monica, California, USA",6471,340
USA,"Rome, Italy",6472,346
USA,"Santa Clarita, California, USA",6473,70
USA,"Cajun Bistro - 8301 Sunset Blvd., West Hollywood, California, USA",6474,3516
USA,,6475,3
USA,"New Paltz, New York, USA",6476,3517
"UK,USA","Ashley Gardens, Westminster, London, England, UK",6477,3518
USA,"California, USA",6478,27
USA,"Utah, USA",6479,375
USA,,6480,3
USA,"Brooklyn, New York City, New York, USA",6481,33
USA,Israel,6482,1259
USA,"Austin, Texas, USA",6483,216
"USA,Canada","Burbank, California, USA",6484,3519
USA,"Fort Knox, Kentucky, USA",6485,3520
"USA,France","581 Laurel Rd, New Canaan, Connecticut, USA",6486,3521
"USA,Italy,Afghanistan",,6487,3522
USA,Afghanistan,6488,3523
USA,"Baghdad, Iraq",6489,910
"USA,UK,Afghanistan",Afghanistan,6490,3524
"Australia,China,Germany,USA","Chedun Studios, Shanghai, China",6491,3525
"USA,UK,Rwanda,Palestine,Israel,Ireland",Ireland,6492,3526
USA,"Hamilton, Ontario, Canada",6493,723
USA,"Los Angeles, California, USA",6494,10
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6495,71
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6496,71
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6497,71
USA,"409 N Shaffer Street, Orange, California, USA",6498,3527
USA,"California Studios - 5530 Melrose Avenue, Hollywood, Los Angeles, California, USA",6499,548
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",6500,56
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6501,289
USA,"Sing Sing Penitentiary - 354 Hunter Street, Ossining, New York, USA",6502,1313
USA,"San Diego, California, USA",6503,1410
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6504,71
USA,"General Service Studios - 1040 N. Las Palmas, Hollywood, Los Angeles, California, USA",6505,124
"France,UK,South Africa,USA","Cape Town, Western Cape, South Africa",6506,3528
"USA,Canada,Palestine,Israel,Lebanon",,6507,3529
"USA,Japan","Chicago, Illinois, USA",6508,3530
"France,Haiti,USA,Belgium",Haiti,6509,3531
"USA,Japan","Chicago, Illinois, USA",6510,3530
USA,"California, USA",6511,27
"USA,Germany","85th St. and West End Avenue, New York City, New York, USA",6512,3532
"USA,Malaysia,Germany","Kuching, Sarawak, Malaysia",6513,3533
"USA,UK,Germany,Romania","Bucharest, Romania",6514,3534
USA,USA,6515,21
USA,"7th & Hope Streets, Downtown, Los Angeles, California, USA",6516,3535
USA,"Bethesda Fountain, Central Park, Manhattan, New York City, New York, USA",6517,3536
USA,"Austin, Texas, USA",6518,216
USA,"Calgary, Alberta, Canada",6519,1823
USA,"Atlanta, Georgia, USA",6520,161
"USA,UK","Le Mans, Sarthe, France",6521,3537
"UK,France,USA","Balfron Tower, London, England, UK",6522,3538
USA,,6523,3
USA,,6524,3
USA,Greece,6525,2648
USA,"Las Vegas, Nevada, USA",6526,147
"USA,UK",,6527,203
USA,,6528,3
USA,,6529,3
USA,,6530,3
USA,,6531,3
USA,"Burbank, California, USA",6532,49
USA,"Portland, Oregon, USA",6533,24
USA,,6534,3
USA,,6535,3
"Canada,South Africa,USA","Vancouver, British Columbia, Canada",6536,3539
"UK,USA","Berkshires, Massachusetts, USA",6537,3540
"Canada,USA","Vancouver Island, British Columbia, Canada",6538,3541
USA,"Brooklyn, New York City, New York, USA",6539,33
USA,"New York City, New York, USA",6540,9
USA,"Maryland, USA",6541,2621
USA,"Brooklyn, New York City, New York, USA",6542,33
"USA,Italy","Slab City, California, USA",6543,3542
USA,,6544,3
"Italy,Belgium,USA","Houston, Texas, USA",6545,3543
"USA,Belgium","Texas, USA",6546,3544
USA,"Windsor, North Carolina, USA",6547,3545
USA,"Ottawa, Ontario, Canada",6548,3546
USA,"Seattle, Washington, USA",6549,529
USA,"Atlanta, Georgia, USA",6550,161
USA,"Moses Lake, Washington, USA",6551,3547
"Russia,USA","Balaklava, Crimea, Ukraine",6552,3548
USA,"Brant Point Lighthouse, Nantucket, Massachusetts, USA",6553,3549
USA,"Chicago, Illinois, USA",6554,244
USA,"Illinois, USA",6555,2314
USA,"Burlingame, California, USA",6556,3550
USA,,6557,3
"USA,Germany,Canada","Stoopy's Tavern, Toronto, Ontario, Canada",6558,3551
USA,"Loyola Marymount University - 1 LMU Drive, Westchester, Los Angeles, California, USA",6559,3552
USA,"Pennsylvania, USA",6560,1464
"Canada,USA",,6561,665
USA,"Club Ed Film Set - 150th Street E, Lancaster, California, USA",6562,3553
USA,"Idyllwild, California, USA",6563,3554
USA,"Kent, Connecticut, USA",6564,3555
USA,,6565,3
USA,"Stage 14, RKO Studios - 780 Gower Street, Hollywood, Los Angeles, California, USA",6566,3556
"New Zealand,USA","Wellington, New Zealand",6567,3557
"USA,France","Los Angeles, California, USA",6568,3558
USA,"Los Angeles, California, USA",6569,10
"UK,USA,Canada","Old Royal Naval College, Greenwich, London, England, UK",6570,3559
"USA,UK","Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",6571,2467
USA,"Willow Creek, California, USA",6572,3560
USA,"Santa Clarita, California, USA",6573,70
"Germany,USA","Albuquerque, New Mexico, USA",6574,3561
USA,"Los Angeles, California, USA",6575,10
USA,"London, England, UK",6576,418
"USA,Spain","Santa Monica, California, USA",6577,3562
USA,,6578,3
USA,"New Mexico, USA",6579,1123
USA,"Guerneville, California, USA",6580,2304
USA,,6581,3
USA,"Palm Springs, California, USA",6582,2967
USA,"Manhattan, New York City, New York, USA",6583,213
USA,"Timberline Spirits Nightclub, 2015 Boren Avenue, Washington, USA",6584,3563
USA,"Los Angeles, California, USA",6585,10
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",6586,69
USA,"Vlada NYC Lounge, 331 West 51 Street, Theater District, Manhattan, New York City, New York, USA",6587,3564
USA,"Hollywood, Los Angeles, California, USA",6588,659
USA,"Chicago, Illinois, USA",6589,244
"Belgium,USA","Antwerp, Flanders, Belgium",6590,3565
USA,"Palm Springs, California, USA",6591,2967
USA,,6592,3
USA,"Chicago, Illinois, USA",6593,244
USA,"Austin, Texas, USA",6594,216
USA,"Paris, Île-de-France, France",6595,3566
USA,"Orange County, California, USA",6596,2973
USA,,6597,3
USA,"Palm Springs, California, USA",6598,2967
USA,,6599,3
USA,,6600,3
USA,"Los Angeles, California, USA",6601,10
"USA,Germany","Fort Lauderdale, Florida, USA",6602,3567
USA,"Los Angeles, California, USA",6603,10
USA,"Bethlehem, New York, USA",6604,3568
USA,"Prattsville, New York, USA",6605,3569
USA,,6606,3
USA,"Maine, USA",6607,2974
USA,"Grand Rapids, Michigan, USA",6608,1862
USA,"Fort Wayne, Indiana, USA",6609,3570
USA,"Beverly Hills, California, USA",6610,116
USA,"Stillwater, Minnesota, USA",6611,3571
USA,,6612,3
USA,,6613,3
USA,,6614,3
USA,"Azusa, California, USA",6615,1896
USA,"Desert Hot Springs, California, USA",6616,3572
USA,"Independence, Missouri, USA",6617,3573
USA,,6618,3
USA,,6619,3
USA,"Spring Grove, Illinois, USA",6620,3574
USA,"Celina, Texas, USA",6621,3575
USA,,6622,3
USA,"Pasadena, California, USA",6623,1739
USA,,6624,3
USA,"Lubbock, Texas, USA",6625,3576
USA,,6626,3
"Thailand,USA,Indonesia","Bangkok, Thailand",6627,3577
USA,"Pine Ridge Indian Reservation, South Dakota, USA",6628,3578
USA,"Texas, USA",6629,713
USA,"Goats Head, California, USA",6630,3579
USA,"Winamac, Indiana, USA",6631,3580
USA,"Oakland, California, USA",6632,3194
USA,Bolivia,6633,2408
"UK,USA","Avala Studios, Belgrade, Serbia",6634,3581
USA,"Death Valley National Park, California, USA",6635,3582
USA,"Dallas, Texas, USA",6636,1326
"Canada,USA","Vancouver, British Columbia, Canada",6637,3031
USA,"Houston, Texas, USA",6638,2428
USA,"New Orleans, Louisiana, USA",6639,171
USA,"Los Angeles, California, USA",6640,10
USA,"Los Angeles, California, USA",6641,10
USA,"Austin, Texas, USA",6642,216
USA,Kenya,6643,1933
USA,"Los Angeles, California, USA",6644,10
USA,Bulgaria,6645,400
USA,"California, USA",6646,27
USA,"Los Angeles, California, USA",6647,10
USA,"Hollywood, Los Angeles, California, USA",6648,659
"USA,Canada","Winnipeg, Manitoba, Canada",6649,3583
USA,"Los Angeles, California, USA",6650,10
USA,"Amite, Louisiana, USA",6651,2720
USA,"Santa Clarita, California, USA",6652,70
USA,"Eugene, Oregon, USA",6653,461
USA,"Bucharest, Romania",6654,2033
USA,"Topanga Canyon, California, USA",6655,3584
"USA,Germany","257 Central Park West, New York City, New York, USA",6656,3585
"France,Belgium,USA",,6657,2029
USA,"Fort Lee, New Jersey, USA",6658,3586
"UK,USA",,6659,531
"Panama,USA",Cuba,6660,3587
"USA,Australia",Brazil,6661,3588
USA,"Lower Bay Station, Toronto, Ontario, Canada",6662,3272
USA,"Santa Clarita, California, USA",6663,70
USA,"Griffith Observatory, 2800 E Observatory Rd, Los Angeles, California, USA",6664,2598
USA,"Los Angeles, California, USA",6665,10
USA,"Florida, USA",6666,1514
"USA,Germany","Showline Studios, Toronto, Ontario, Canada",6667,1524
USA,"Santa Clarita, California, USA",6668,70
USA,"1972 Canyon Drive, Hollywood, Los Angeles, California, USA",6669,3589
"Germany,USA","Dallas, Texas, USA",6670,3590
USA,,6671,3
USA,"Sidney, Ohio, USA",6672,3591
USA,,6673,3
USA,,6674,3
USA,,6675,3
USA,"Knoxville, Tennessee, USA",6676,1895
USA,"New Orleans, Louisiana, USA",6677,171
USA,,6678,3
USA,,6679,3
USA,"Chicago, Illinois, USA",6680,244
USA,,6681,3
USA,,6682,3
USA,"Newark, New Jersey, USA",6683,2395
USA,,6684,3
USA,"13233 Executive Park Terrace, Germantown, Maryland, USA",6685,3592
USA,"Highland Hospital, Oakland, California, USA",6686,3593
USA,"San Francisco Federal Building, 90 7th Street, San Francisco, California, USA",6687,3594
USA,"Green Animals Topiary Garden - Cory's Lane off Rt. 114, Portsmouth, Rhode Island, USA",6688,3595
USA,,6689,3
USA,,6690,3
"USA,France,UK,Canada,Denmark",,6691,3596
USA,,6692,3
"USA,Germany,UK","Room 1014, Mira Hotel, Kowloon, Hong Kong, China",6693,3597
USA,,6694,3
"Germany,USA",,6695,1097
USA,,6696,3
"France,USA,UK","The National Gallery, London, England, UK",6697,3598
USA,,6698,3
USA,"Lyndhurst, New Jersey, USA",6699,3599
"Cyprus,USA",,6700,3600
USA,,6701,3
"USA,Australia",,6702,735
USA,"Columbus, Ohio, USA",6703,1322
USA,"Los Angeles, California, USA",6704,10
USA,,6705,3
USA,"Malibu, California, USA",6706,1681
USA,"Carroll Gardens, Brooklyn, New York City, New York, USA",6707,3601
USA,,6708,3
USA,"Westlake Village, California, USA",6709,3602
USA,"Los Angeles, California, USA",6710,10
USA,,6711,3
"UK,USA",,6712,531
USA,"Waco, Texas, USA",6713,3603
USA,"Monterey, California, USA",6714,507
USA,"Brookside, Kentucky, USA",6715,3604
USA,"Montclair, New Jersey, USA",6716,3605
USA,"Cape Canaveral, Florida, USA",6717,3606
USA,"San Francisco, California, USA",6718,363
USA,"Linden, New Jersey, USA",6719,3607
"UK,Japan,USA","Cambridge, Cambridgeshire, England, UK",6720,3608
