beer-name,abv,original_index,unique_index
Bitter Brewer,0.04,2077,2025
SurlyFest,0.055,2078,2026
Coffee Bender,0.051,2079,2027
Bender,0.051,2080,2028
Abrasive Ale,0.09699999999999999%,2081,2029
Hell,0.051%,2082,2030
CynicAle,0.067,2083,2031
Furious,0.062,2084,2032
Big Nose,0.073,2085,2033
Cotton Mouth,0.05%,2086,2034
Stump Knocker Pale Ale,0.056,2087,2035
Midnight Oil,0.05,2088,2036
Wild Night,0.059000000000000004%,2089,2037
Bermuda Triangle Ginger Beer,0.045,2090,2038
Take Two Pils,0.055,2091,2039
Waterkeeper,0.057%,2092,2040
SweetWater IPA,0.064%,2093,2041
420 Extra Pale Ale,0.054,2094,2042
Dodgy Knight Imperial IPA,0.08,2095,2043
TailGate Saison,0.05%,2096,2044
TailGate IPA,0.05,2097,2045
TailGate IPA,0.05,2098,2045
TailGate Hefeweizen,0.049%,2099,2046
Blacktop Blonde,0.05%,2100,2047
Blacktop Blonde,0.05,2101,2048
TailGate Hefeweizen,0.049%,2102,2046
Wooden Rooster,0.085,2103,2049
Ginger Peach Saison,0.048%,2104,2050
Zombie Monkie,0.062,2105,2051
Wild Plum Farmhouse Ale,0.055999999999999994%,2106,2052
Vanilla Bean Buffalo Sweat,0.05,2107,2053
Ethos IPA,0.068%,2108,2054
Tallgrass Pub Ale,0.044000000000000004%,2109,2055
Oasis,0.072,2110,2056
Buffalo Sweat,0.05,2111,2057
Halcyon Unfiltered Wheat,0.05%,2112,2058
8-Bit Pale Ale,0.052,2113,2059
Velvet Rooster,0.085,2114,2060
Halcyon Unfiltered Wheat,0.05,2115,2061
Köld Lager (2010),0.05,2116,2062
Oasis (2010),0.07200000000000001%,2117,2063
Tallgrass Ale,0.044,2118,2064
Buffalo Sweat (2010),0.05%,2119,2065
Tallgrass IPA,0.063,2120,2066
Hat Trick Hop IPA,0.068,2121,2067
Yard Sale Amber Ale,0.055999999999999994%,2122,2068
Loafin Bräu,0.055,2123,2069
Old Elephant Foot IPA,0.07%,2124,2070
Peck's Porter,0.065,2125,2071
Reactor,0.07%,2126,2072
Mr. Orange,0.057,2127,2073
Deduction,0.08,2128,2074
Face Down Brown Ale,0.057,2129,2075
Tempter IPA,0.064,2130,2076
Bridal Veil Rye Pale Ale,0.055,2131,2077
Smittytown,0.048%,2132,2078
Greenwood Beach,0.04%,2133,2079
Gatecrasher,0.066,2134,2080
RecreationAle,0.047%,2135,2081
First Stand,0.055,2136,2082
Battle LIne,0.063,2137,2083
Broken Bridge,0.056,2138,2084
Brutus,0.071,2139,2085
Petit Mutant,0.06,2140,2086
The Crusher,0.096%,2141,2087
Beelzebub,0.08,2142,2088
Focal Banger,0.07,2143,2089
Heady Topper,0.08,2144,2090
Heady Topper,0.08,2145,2090
Bomber Mountain Amber Ale (2013),0.046%,2146,2091
Indian Paintbrush IPA,0.07%,2147,2092
Saddle Bronc Brown Ale (2013),0.048%,2148,2093
Wagon Box Wheat Beer,0.059,2149,2094
Birdhouse Pale Ale,0.05,2150,2095
Ozzy,0.073,2151,2096
Resurrection,0.07%,2152,2097
Bronx Summer Pale Ale,0.052,2153,2098
Bronx Black Pale Ale,0.057%,2154,2099
Bronx Pale Ale,0.063,2155,2100
Surfrider,0.052,2156,2101
Kolschtal Eddy,0.055%,2157,2102
South Bay Session IPA,0.05,2158,2103
Grandma's Pecan,0.069,2159,2104
Double Trunk,0.099,2160,2105
Just IPA,0.046,2161,2106
Lionshead,0.045,2162,2107
Manhattan Gold Lager (1990),,2163,2108
G. B. Russo’s Italian Pistachio Pale Ale,0.052,2164,2109
Northern Hawk Owl Amber,0.058,2165,2110
CEO Stout,0.059,2166,2111
Will Power Pale Ale,0.047,2167,2112
Curious Traveler Shandy,0.044,2168,2113
Hunny Do Wheat,0.048,2169,2114
Three Way Pale Ale,0.052000000000000005%,2170,2115
Rise to the Top,0.040999999999999995%,2171,2116
Lost Trout Brown Ale,0.049,2172,2117
Watermelon Ale,0.051%,2173,2118
Knotty Blonde Ale,0.04%,2174,2119
Fivepine Chocolate Porter,0.062,2175,2120
Hoodoo Voodoo IPA,0.062,2176,2121
Hydraulion Red,0.053,2177,2122
40 Mile IPA,0.06,2178,2123
Citra Faced,0.055%,2179,2124
Pole Barn Stout,0.055,2180,2125
Pale,0.054,2181,2126
Yoshi's Nectar,0.053,2182,2127
Leatherhead Red,0.052,2183,2128
Cropduster Mid-American IPA,0.065%,2184,2129
Golden Frau Honey Wheat,0.075,2185,2130
Cornstalker Dark Wheat,,2186,2131
Cafe Leche,0.058,2187,2132
Damascene Apricot Sour,0.052,2188,2133
Csar,0.12,2189,2134
Klingon Warnog Roggen Dunkel,0.055%,2190,2135
Overlord Imperial IPA,0.085,2191,2136
Alloy,0.058,2192,2137
Rivet Irish Red Ale,0.051,2193,2138
3 Gear Robust Porter,0.052,2194,2139
Circuit Bohemian Pilsner,0.045,2195,2140
Turnrow Harvest Ale,0.055,2196,2141
Juke Joint IPA,0.07%,2197,2142
Parade Ground Coffee Porter,0.07,2198,2143
Tin Roof Watermelon Wheat,0.05,2199,2144
Tin Roof Blonde Ale,0.045,2200,2145
Voodoo Bengal Pale Ale,0.055,2201,2146
Perfect Tin Amber,0.045,2202,2147
IPA & a Half,0.073,2203,2148
Ornery Amber Lager (2003),0.055%,2204,2149
Big Island Shandy,0.05,2205,2150
Preservation IPA,0.068,2206,2151
Almanac IPA,0.062,2207,2152
Milk Mustachio Stout,0.065%,2208,2153
Farmer's Tan Red Ale,0.06,2209,2154
Triangle India Pale Ale,0.057,2210,2155
Triangle White Ale,0.05,2211,2156
Triangle Belgian Golden Ale,0.08%,2212,2157
Troegenator,0.082,2213,2158
Nugget Nectar,0.075,2214,2159
Sunshine Pils,0.045,2215,2160
Troegenator Doublebock,0.08199999999999999%,2216,2161
Perpetual IPA,0.075%,2217,2162
Greenville Pale Ale,0.055%,2218,2163
Hoppy Boy,0.062,2219,2164
Cow Creek,0.054000000000000006%,2220,2165
Chupahopra,0.075,2221,2166
Twisted X,0.051%,2222,2167
Day Hike Session,0.041,2223,2168
Trailhead ISA,0.048,2224,2169
Immersion Amber,0.052000000000000005%,2225,2170
Evo IPA,0.062%,2226,2171
Presidential Pils,0.048,2227,2172
Evolutionary IPA (2012),0.062%,2228,2173
Persnickety Pale,0.057,2229,2174
SoDo Brown Ale,0.054,2230,2175
Immersion Amber Ale (2011),0.052,2231,2176
Evolutionary IPA (2011),0.062,2232,2177
Trailhead India Style Session Ale (2011),0.048,2233,2178
Panorama Wheat Ale,0.046,2234,2179
Wobble,0.063,2235,2180
Night Cat,0.057999999999999996%,2236,2181
Night Cat (2014),0.057999999999999996%,2237,2182
Dog Days Lager,0.051%,2238,2183
Sidekick Extra Pale Ale,0.051%,2239,2184
Atom Smasher,0.077,2240,2185
Testudo,0.045,2241,2186
Hobnob B & B Pale Ale,0.065,2242,2187
Cane and Ebel,0.07,2243,2188
Outlaw IPA (2015),0.065%,2244,2189
The Gilded Age,0.045,2245,2190
No Limits Hefeweizen,0.05,2246,2191
Honeyspot Road White IPA,0.06,2247,2192
Road 2 Ruin Double IPA,0.072,2248,2193
Workers Comp Saison,0.048%,2249,2194
Ol' Factory Pils,0.05%,2250,2195
PUNK'N,0.05,2251,2196
Yard Sale Winter Lager,0.04,2252,2197
Trader Session IPA,0.04,2253,2198
Hop Nosh IPA,0.073%,2254,2199
SUM'R,0.04%,2255,2200
Organic Baba Black Lager,0.04%,2256,2201
Hop Notch IPA (2013),0.073,2257,2202
Cutthroat Pale Ale,0.04%,2258,2203
WYLD Extra Pale Ale,0.04,2259,2204
Pilsner Ukiah,0.055,2260,2205
The Green Room,0.06%,2261,2206
Humbucker Helles,0.047%,2262,2207
Uncle John's Apple Cherry Cider,0.065,2263,2208
Uncle John's Apricot Apple Cider,0.065%,2264,2209
Draught Hard Apple Cider,0.065,2265,2210
Scotty K NA,0.001%,2266,2211
Bacon Brown Ale,0.068%,2267,2212
Golden State Ale,0.064,2268,2213
Baltic Porter,0.078,2269,2214
Siamese twin,0.085,2270,2215
Double Duckpin,0.085,2271,2216
Old Pro,0.042%,2272,2217
Duckpin Pale Ale,0.055,2273,2218
Balt Altbier,0.06,2274,2219
Campside Session IPA,0.045,2275,2220
Upland Wheat Ale,0.045,2276,2221
Dragonfly IPA,0.06,2277,2222
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,0.128%,2278,2223
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,0.10400000000000001%,2279,2224
Lee Hill Series Vol. 2 - Wild Saison,0.068,2280,2225
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,2281,2226
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,0.076,2282,2227
Blood Orange Saison,0.06,2283,2228
Thai Style White IPA,0.065%,2284,2229
Ferus Fluxus Wild Belgian Pale Ale,0.075,2285,2230
Upslope Imperial India Pale Ale,0.099,2286,2231
Upslope Christmas Ale,0.082,2287,2232
Upslope Pumpkin Ale,0.077,2288,2233
Upslope Belgian Style Pale Ale,0.075,2289,2234
Upslope Foreign Style Stout,0.069%,2290,2235
Top Rope Mexican-style Craft Lager,0.048%,2291,2236
Upslope Craft Lager,0.048,2292,2237
Upslope Brown Ale,0.067,2293,2238
Upslope Pale Ale,0.058,2294,2239
Upslope India Pale Ale,0.072,2295,2240
Common Sense Kentucky Common Ale,0.053,2296,2241
Upstate I.P.W.,0.065%,2297,2242
Squatters Full Suspension Pale Ale,0.04%,2298,2243
Squatters Hop Rising Double IPA,0.09,2299,2244
Devastator Double Bock,0.08%,2300,2245
Wasatch Ghostrider White IPA,0.06,2301,2246
Wasatch Ghostrider White IPA (2014),0.06,2302,2247
Wasatch Apricot Hefeweizen,0.04,2303,2248
Squatters Hop Rising Double IPA (2014),0.09,2304,2249
Squatters Full Suspension Pale Ale,0.04,2305,2250
Nunica Pine,0.068,2306,2251
Ginger Peach,0.069,2307,2252
Totally Roasted,0.068%,2308,2253
Blue Gold,0.068,2309,2254
Hard Apple,0.068,2310,2255
Nitro Can Coffee Stout,0.052,2311,2256
Voodoo Love Child,0.092,2312,2257
White Magick of the Sun,0.079,2313,2258
Wynona's Big Brown Ale,0.075%,2314,2259
Gran Met,0.092,2315,2260
Good Vibes IPA,0.073,2316,2261
Pilzilla,0.075%,2317,2262
Wachusett Light IPA,0.04,2318,2263
Green Monsta IPA,0.06%,2319,2264
Wachusett IPA,0.055999999999999994%,2320,2265
Strawberry White,0.047,2321,2266
Larry Imperial IPA,0.085,2322,2267
Wachusett Summer,0.047,2323,2268
Country Pale Ale,0.051%,2324,2269
Wachusett Light IPA (2013),0.04%,2325,2270
Pumpkan,0.052,2326,2271
Wachusett Blueberry Ale,0.045%,2327,2272
Green Monsta IPA,0.06%,2328,2264
T-6 Red Ale (2004),0.047,2329,2273
Self Starter,0.052,2330,2274
Ermal's,0.054,2331,2275
10 Ton,0.07,2332,2276
Flyin' Rye,0.07,2333,2277
Christmas Ale,0.09%,2334,2278
Pay It Forward Cocoa Porter,0.07,2335,2279
West Sixth Amber Ale,0.055,2336,2280
West Sixth IPA,,2337,2281
One Claw,0.055,2338,2282
Westbrook Gose,0.04,2339,2283
White Thai,0.05,2340,2284
Westbrook IPA,0.068,2341,2285
Westfield Octoberfest,0.057,2342,2286
Pop's Old Fashioned Lager,0.052000000000000005%,2343,2287
Charlie in the Rye,0.058,2344,2288
Royal Lager,,2345,2289
Rip Van Winkle (Current),0.08%,2346,2290
O’Malley’s Stout,,2347,2291
O’Malley’s IPA,0.075%,2348,2292
O’Malley’s Irish Style Cream Ale,,2349,2293
L'il Lucy's Hot Pepper Ale,0.049%,2350,2294
Drop Kick Ale,0.052000000000000005%,2351,2295
Raspberry Berliner Weisse,0.055%,2352,2296
Hop Session,0.05,2353,2297
Blueberry Berliner Weisse,0.055,2354,2298
Berliner Weisse,0.055%,2355,2299
Super G IPA,0.06,2356,2300
Hefe Lemon,0.049,2357,2301
Hefe Black,0.049,2358,2302
Widmer Brothers Hefeweizen,0.049,2359,2303
Hop Slayer Double IPA,0.082,2360,2304
Pumpkin Ale,0.045,2361,2305
Big Bowl Blonde Ale,0.05,2362,2306
Phat Chance,0.052,2363,2307
Hop Slayer Double IPA (2011),0.082,2364,2308
Hop Slayer Double IPA (2011),0.082,2365,2308
Wild Onion Summer Wit,0.042%,2366,2309
Jack Stout,0.06,2367,2310
Wild Onion Pumpkin Ale (2010),0.045%,2368,2311
Paddy Pale Ale,0.055999999999999994%,2369,2312
Blonde Hunny,0.068%,2370,2313
Wild Wolf Wee Heavy Scottish Style Ale,0.057,2371,2314
Wild Wolf American Pilsner,0.045,2372,2315
Alpha Ale,0.051,2373,2316
Mystical Stout,0.054000000000000006%,2374,2317
Bodacious Bock,0.075,2375,2318
Ambitious Lager,0.05,2376,2319
Wyoming Pale Ale,0.072,2377,2320
Wind River Blonde Ale,0.05%,2378,2321
Ace IPA,0.07400000000000001%,2379,2322
P-51 Porter,0.08,2380,2323
#001 Golden Amber Lager,0.055%,2381,2324
#002 American I.P.A.,0.071%,2382,2325
#003 Brown & Robust Porter,0.052,2383,2326
#004 Session I.P.A.,0.048,2384,2327
Tarasque,0.059000000000000004%,2385,2328
Ananda India Pale Ale,0.062,2386,2329
Tiny Bomb,0.045,2387,2330
Train Hopper,0.057999999999999996%,2388,2331
Edward’s Portly Brown,0.045%,2389,2332
Troopers Alley IPA,0.059000000000000004%,2390,2333
Wolverine Premium Lager,0.047,2391,2334
Woodchuck Amber Hard Cider,0.05,2392,2335
4000 Footer IPA,0.065%,2393,2336
Summer Brew,0.028,2394,2337
Be Hoppy IPA,0.065,2395,2338
Worthy IPA,0.069,2396,2339
Easy Day Kolsch,0.045,2397,2340
Lights Out Vanilla Cream Extra Stout,0.077%,2398,2341
Worthy IPA (2013),0.069,2399,2342
Worthy Pale,0.06,2400,2343
Patty's Chile Beer,0.042,2401,2344
Colorojo Imperial Red Ale,0.08199999999999999%,2402,2345
Wynkoop Pumpkin Ale,0.055%,2403,2346
Rocky Mountain Oyster Stout,0.075,2404,2347
Belgorado,0.067,2405,2348
Rail Yard Ale,0.052,2406,2349
B3K Black Lager,0.055%,2407,2350
Silverback Pale Ale,0.055%,2408,2351
Rail Yard Ale (2009),0.052,2409,2352
