Director,original_index,unique_index
Steven Hilliard Stern,5613,2862
John G. Avildsen,5614,926
Jeremiah S. Chechik,5615,318
Stephen Sommers,5616,14
James Lapine,5617,2863
Tim Hill,5618,429
"Mike Nawrocki,Phil Vischer",5619,2864
Frederick King Keller,5620,1734
Anthony Stabley,5621,2865
Guy Ferland,5622,2866
Jeannot Szwarc,5623,2249
Michael Tuchner,5624,2867
Tony Goldwyn,5625,2868
"Richard Glatzer,Wash Westmoreland",5626,2869
"Richard Boleslawski,Allan Dwan",5627,2870
"Chuck Jones,Abe Levitow",5628,2871
Don Weis,5629,1749
David Butler,5630,1657
David Butler,5631,1657
Allan Dwan,5632,1708
William A. Seiter,5633,148
Hamilton MacFadden,5634,2872
John S. Robertson,5635,2268
Robert Butler,5636,2787
Norman Tokar,5637,1691
Ken Olin,5638,2873
Fraser Clarke Heston,5639,561
James Neilson,5640,1536
Phillip Borsos,5641,2767
Craig Clyde,5642,1624
Richard Linklater,5643,930
Joe Camp,5644,2857
Joe Camp,5645,2857
Ava DuVernay,5646,2874
Craig Clyde,5647,1624
Craig Clyde,5648,1624
Craig Clyde,5649,1624
James W. Roberson,5650,2875
Barry Levinson,5651,139
Penny Marshall,5652,44
"Winrich Kolbe,James D. Parriott",5653,2876
Don Taylor,5654,2727
Richard Thorpe,5655,65
Michael Curtiz,5656,29
William Beaudine,5657,1686
Daniel Petrie,5658,2328
Jonathan Demme,5659,791
François Girard,5660,2877
Chris Dowling,5661,2878
Edward Dmytryk,5662,63
"Russ Meyer,Albert Zugsmith",5663,2879
Charles Jarrott,5664,2880
Anton Corbijn,5665,2214
Herman Hoffman,5666,2881
Gore Verbinski,5667,130
Jim Jarmusch,5668,2209
Tamara Jenkins,5669,2882
Noah Baumbach,5670,1124
Wes Anderson,5671,9
Wes Anderson,5672,9
Peter H. Hunt,5673,2883
Norman Tokar,5674,1691
Arthur Lubin,5675,68
Phil Roman,5676,2884
Charles Barton,5677,563
Charles Barton,5678,563
Will Canon,5679,2885
Melville Shavelson,5680,1498
Charles Vidor,5681,1176
"David Swift (II),David Swift",5682,2886
Gil Kenan,5683,797
Arthur Lubin,5684,68
Victor Saville,5685,2887
"Ford Beebe,Saul A. Goodkind",5686,2888
Richard Thorpe,5687,65
James Wan,5688,415
Charles Sturridge,5689,1752
"Oren Goldman,Stav Ozdoba",5690,2889
Paul Greenberg,5691,2890
Norman Tokar,5692,1691
John R. Leonetti,5693,1413
Todd Holland,5694,2891
George Roy Hill,5695,1143
Mark L. Lester,5696,397
Carl Reiner,5697,1017
Nicolas Steiner,5698,2892
Paul Flaherty,5699,2893
Wen-Han Shih,5700,2894
Steve Pink,5701,2614
Tom McCarthy,5702,418
Dean Israelite,5703,2895
Ken Scott,5704,2585
Nick Cassavetes,5705,345
"John Fortenberry,Amy Heckerling",5706,2896
Christopher Nolan,5707,109
Craig Lucas,5708,2897
"Simon Chung,Pierre Yves Clouin",5709,2898
Robert Towne,5710,2899
James Bolton,5711,2900
Mel Gibson,5712,1529
Joseph Graham,5713,2901
Roger Spottiswoode,5714,269
Rob Moretti,5715,2902
Garry Marshall,5716,253
Mike Nichols,5717,456
Adrian Grunberg,5718,2903
Peter MacDonald,5719,1562
Joe Kowalski,5720,2904
Woody Allen,5721,694
Woody Allen,5722,694
Martin Ritt,5723,58
Woody Allen,5724,694
Woody Allen,5725,694
Woody Allen,5726,694
Wes Anderson,5727,9
Wes Anderson,5728,9
Wes Anderson,5729,9
Stephen Daldry,5730,1976
Miguel Arteta,5731,623
Anatole Litvak,5732,2905
Walter Lang,5733,67
John Huston,5734,565
Gareth Evans,5735,2906
Richard Thorpe,5736,65
Sidney Lanfield,5737,550
"Mervyn LeRoy,Albert Lewin",5738,2907
John Huston,5739,565
Laslo Benedek,5740,2323
John Huston,5741,565
Woody Allen,5742,694
Woody Allen,5743,694
Nathaniel Kahn,5744,2908
Woody Allen,5745,694
Woody Allen,5746,694
Woody Allen,5747,694
Woody Allen,5748,694
Woody Allen,5749,694
Woody Allen,5750,694
John Cassavetes,5751,2197
Debra Granik,5752,2273
Saul Dibb,5753,2909
Ang Lee,5754,1254
Lone Scherfig,5755,2910
Justin Chadwick,5756,1109
Cary Joji Fukunaga,5757,1966
Joe Wright,5758,589
Jean-Marc Vallée,5759,1339
Lone Scherfig,5760,2910
Mark Romanek,5761,2911
Alexander Payne,5762,423
Steven Soderbergh,5763,89
Robert Redford,5764,1142
Steven Spielberg,5765,413
Mark Herman,5766,2912
Brian Percival,5767,2913
Richard Brooks,5768,1702
Paul Thomas Anderson,5769,1024
Paul Thomas Anderson,5770,1024
Clint Eastwood,5771,293
Edward Zwick,5772,24
Joe Johnston,5773,488
Curtis Hanson,5774,438
Gary Ross,5775,839
George Lucas,5776,812
Steven Spielberg,5777,413
John Huston,5778,565
Sam Mendes,5779,20
Todd Graff,5780,2518
Kevin Connolly,5781,2914
Alan Rudolph,5782,2915
Michael Fredianelli,5783,2916
George A. Romero,5784,1
"Henry Joost,Ariel Schulman",5785,1427
Christopher Landon,5786,2917
"Henry Joost,Ariel Schulman",5787,1427
Tod Williams,5788,2918
"Charles Guard,Thomas Guard",5789,2919
Peter Cornwell,5790,2920
Alexandre Aja,5791,2089
Steve Beck,5792,2921
Jaume Collet-Serra,5793,297
Victor Salva,5794,1648
Bryan Bertino,5795,2922
John Pogue,5796,2923
Xavier Gens,5797,2924
James McTeigue,5798,2031
Steven Spielberg,5799,413
Steven Spielberg,5800,413
Peter Kassovitz,5801,2925
Mark Romanek,5802,2911
Omar Naim,5803,2926
"Joe Dante,John Landis",5804,2927
Kevin Spacey,5805,2928
Paddy Breathnach,5806,2929
Brett Eichenberger,5807,2930
"Ashley Raymer-Brown,Rachael Yeager",5808,2931
Tim Savage,5809,2932
Malindi Fickle,5810,2933
John Carpenter,5811,1327
Clint Eastwood,5812,293
Dean Parisot,5813,736
Roland Emmerich,5814,263
"Sarah-Violet Bliss,Charles Rogers",5815,2934
Tommy Faircloth,5816,2935
Terrence Malick,5817,1425
John Madden,5818,1148
"Banker White,Anna Fitch",5819,2936
Paul B. Price,5820,2937
Jessie McCormack,5821,2938
"Dean A. Berko,Christopher Padilla",5822,2939
George Roy Hill,5823,1143
Mike Nichols,5824,456
Robert Altman,5825,2407
Mike Nichols,5826,456
Leslie H. Martinson,5827,2940
Sidney J. Furie,5828,2324
Noel M. Smith,5829,2941
Taylor Hackford,5830,502
Lewis Helfer,5831,2942
Dylan Greenberg,5832,2943
Lee Toland Krieger,5833,1073
J. Mills Goodloe,5834,2944
Lee Toland Krieger,5835,1073
Bryant Botero,5836,2945
Bruce Beresford,5837,497
Charlie Stratton,5838,2946
Josh Radnor,5839,1783
Harmony Korine,5840,2195
Sofia Coppola,5841,1761
John Krokidas,5842,2947
Mary Agnes Donoghue,5843,2948
Peter Tolan,5844,2949
Thomas Mignone,5845,2950
Tom Vaughan,5846,1573
Nate Meyer,5847,2951
Jennifer Westfeldt,5848,2952
Jordan Vogt-Roberts,5849,2953
Jon Poll,5850,2954
"Nat Faxon,Jim Rash",5851,2955
Charlie McDowell,5852,2956
Maggie Carey,5853,2957
Lorene Scafaria,5854,2958
"Jay Duplass,Mark Duplass",5855,2959
Lynn Shelton,5856,1993
Alec Gillis,5857,2960
Greg Mottola,5858,330
Lake Bell,5859,2961
Joe Swanberg,5860,1787
Joe Swanberg,5861,1787
Paul Middleditch,5862,2962
Jason Reitman,5863,1763
Jenée LaMarque,5864,2963
Barbet Schroeder,5865,1889
"Howard E. Baker,Arish Fyzee",5866,2964
Jugal Hansraj,5867,2965
Steve Oedekerk,5868,714
Barry Tubb,5869,2966
Robert Vince,5870,1487
Spike Jonze,5871,382
Héctor Olivera,5872,2967
Patrick Kennelly,5873,2968
"Dan Berk,Robert Olsen",5874,2969
"Adam Brooks,Jeremy Gillespie",5875,2970
Robert C. Ramirez,5876,2971
José Manuel Cravioto,5877,2972
John McNaughton,5878,1309
Estlin Feigley,5879,2714
Brittany Goodwin,5880,2973
Neil Stephens,5881,2974
Len Talan,5882,2975
Hugh Gross,5883,2976
Carl Schenkel,5884,2977
Eugene Marner,5885,2978
Peter Carter,5886,2979
Edward L. Cahn,5887,349
William Asher,5888,2980
Timothy J. Nelson,5889,2981
Robert Tinnell,5890,2982
Ted Nicolaou,5891,1797
"Albert Band,Charles Band",5892,2983
Ted Nicolaou,5893,1797
Ted Nicolaou,5894,1797
Joey Travolta,5895,2984
John Schultz,5896,596
Dan T. Hall,5897,2985
Barry Mahon,5898,955
"Kaare Andrews,Angela Bettis",5899,2986
Michael Polish,5900,2374
Robert Lee King,5901,2987
Slava Tsukerman,5902,2988
Richard Elfman,5903,1800
Lloyd Bacon,5904,232
"Richard Elfman,Mahatma Kane Sumatra",5905,2989
Richard Elfman,5906,1800
Stephen Sayadian,5907,2990
Sam Irvin,5908,2991
Michael O. Sajbel,5909,1417
Rondell Sheridan,5910,2992
"Kim Swink,Chris Spencer",5911,2993
Helmut Schleppi,5912,2994
Jim Fall,5913,901
Bob Clark,5914,584
Norman Jewison,5915,192
Peter Hastings,5916,2995
Derick Martini,5917,290
Bernard McEveety,5918,1449
John Hough,5919,2996
Norman Tokar,5920,1691
David Mamet,5921,2997
James Foley,5922,161
Simon Moore,5923,2998
James Moran,5924,2999
Michael Apted,5925,853
Michael Apted,5926,853
Bruce Beresford,5927,497
Natalie Bible',5928,2627
Harold Becker,5929,698
Joe Roth,5930,1107
Renny Harlin,5931,1185
Michael Apted,5932,853
David Mirkin,5933,3000
Mimi Leder,5934,298
Joe Eckardt,5935,3001
Stephen Reynolds,5936,3002
Sam Raimi,5937,829
Justin Lerner,5938,3003
Jason Bognacki,5939,3004
Justin Suttles,5940,3005
Sarah Adina Smith,5941,3006
Ann Tramonte,5942,3007
Philip Adrian Booth,5943,3008
Andrew P. Jones,5944,3009
Mickey Liddell,5945,3010
Andrew Stevens,5946,3011
Larry Swerdlove,5947,3012
Jim Wynorski,5948,1818
Paul Bartel,5949,1368
"Justin Benson,Gregg Bishop",5950,3013
Sidney W. Pink,5951,3014
Barry Levinson,5952,139
Jon Turteltaub,5953,398
Erik Fleming,5954,3015
Damien Leone,5955,2644
David Lynch,5956,32
Douglas Cheek,5957,3016
Lawrence Kasdan,5958,303
Forest Whitaker,5959,2018
Mike Nichols,5960,456
J.B. Rogers,5961,1470
Fisher Stevens,5962,864
Mark Herman,5963,2912
Doug Ellin,5964,1508
Edward Burns,5965,1543
Tom DiCillo,5966,1321
Harold Ramis,5967,1223
Marco Schnabel,5968,3017
Kaige Chen,5969,3018
Brian Herzlinger,5970,3019
"Frank Miller,Robert Rodriguez",5971,246
Perry Blackshear,5972,3020
Adam Marcus,5973,3021
Rob Zombie,5974,529
"Ubaldo Ragona,Sidney Salkow",5975,3022
Tom Savini,5976,3023
Michael Benson,5977,3024
George A. Romero,5978,1
William A. Wellman,5979,83
Astra Taylor,5980,3025
Archie Mayo,5981,410
William Dieterle,5982,411
Roy Del Ruth,5983,1669
"Kirby Dick,Amy Ziering",5984,3026
Stanley Kubrick,5985,30
William Dieterle,5986,411
Matthijs van Heijningen Jr.,5987,3027
John Landis,5988,960
William A. Seiter,5989,148
Stuart Heisler,5990,2405
Samuel Bayer,5991,3028
William Fruet,5992,3029
Ken Hughes,5993,3030
Adam Green,5994,3031
Adam Green,5995,3031
BJ McDonnell,5996,3032
Joe Giannone,5997,3033
Mario Van Peebles,5998,1136
M. Blash,5999,3034
M. Blash,6000,3034
Ricardo Benet,6001,3035
Chris Columbus,6002,321
Damon Dash,6003,3036
Douglas Buck,6004,3037
Craig Kovach,6005,3038
Tony Randel,6006,3039
Raphael D. Silver,6007,3040
Paul Michael Glaser,6008,952
Jerry London,6009,3041
Mark L. Lester,6010,397
M. Night Shyamalan,6011,208
John Erick Dowdle,6012,2472
M. Night Shyamalan,6013,208
M. Night Shyamalan,6014,208
M. Night Shyamalan,6015,208
Morgan Spurlock,6016,118
"Daniel Geller,Dayna Goldfine",6017,3042
Alex Gibney,6018,281
Alex Gibney,6019,281
Eugene Jarecki,6020,3043
Alex Gibney,6021,281
Alex Gibney,6022,281
Alex Gibney,6023,281
Ryan Polito,6024,3044
James Burrows,6025,3045
Jeremy Snead,6026,3046
"Daniel Bollag,Anthony Ferro",6027,3047
Jeff Tremaine,6028,3048
Sheldon Lettich,6029,3049
Ryan Polito,6030,3044
Brett Harvey,6031,3050
Andy Capper,6032,3051
Harold P. Warren,6033,3052
Mike Marvin,6034,3053
Tom Putnam,6035,3054
Don Michael Paul,6036,3055
"David Winters,Neal Sundstrom",6037,3056
Robert Iscove,6038,2473
Preston A. Whitmore II,6039,3057
Peter Horak,6040,3058
Valerie Breiman,6041,3059
Terrence Malick,6042,1425
Phillip Noyce,6043,845
Flood Reed,6044,3060
Anna Foerster,6045,3061
Tim Robbins,6046,2057
Lasse Hallström,6047,1826
Lasse Hallström,6048,1826
Sofia Coppola,6049,1761
Shekhar Kapur,6050,2042
Dante Tomaselli,6051,3062
Charles B. Pierce,6052,3063
Jack Starrett,6053,3064
Earl Bellamy,6054,3065
Richard Compton,6055,2463
Joseph Sargent,6056,3066
Phil Karlson,6057,2043
Tom Laughlin,6058,3067
Marah Strauch,6059,3068
Michael Dougherty,6060,1949
R.D. Braunstein,6061,3069
Philip Gardiner,6062,3070
David Chirchirillo,6063,3071
John Orrichio,6064,495
Charles Band,6065,372
John Wesley Norton,6066,2045
Oren Peli,6067,3072
Matthew Bolton,6068,3073
Zach Lipovsky,6069,3074
Jordan Rubin,6070,3075
Joe Dante,6071,52
Arthur Louis Fuller,6072,3076
Rob Zombie,6073,529
Tyler Benjamin,6074,3077
John Luessenhop,6075,3078
Preston A. Whitmore II,6076,3057
Michael Curtiz,6077,29
Marcus Nispel,6078,2681
Steve Wolsh,6079,3079
Hal Hartley,6080,3080
Harrison Smith,6081,3081
Jeff Burr,6082,3082
Kimberly Peirce,6083,1098
James A. Ward,6084,3083
Rene Perez,6085,3084
Rick Sloane,6086,3085
Craig Moss,6087,3086
Randall Batinkoff,6088,3087
Christian Grillo,6089,3088
Andrew Pozza,6090,3089
Scott S. Anderson,6091,3090
"Kipp Tribble,Derik Wingo",6092,3091
Paul Sapiano,6093,3092
Stuart Rosenberg,6094,1144
Kevin O'Neill,6095,3093
Stephen Hopkins,6096,950
Rick Famuyiwa,6097,2017
Cecil B. DeMille,6098,78
Cecil B. DeMille,6099,78
Nicholas Ray,6100,302
"Mervyn LeRoy,Anthony Mann",6101,3094
Henry Koster,6102,359
"Joseph L. Mankiewicz,Rouben Mamoulian",6103,3095
Anthony Mann,6104,551
John Huston,6105,565
John Ford,6106,97
Kim Henkel,6107,3096
David Hackl,6108,1844
Kevin Greutert,6109,3097
Gordon Douglas,6110,1210
Darren Lynn Bousman,6111,102
Sam Peckinpah,6112,188
Sam Peckinpah,6113,188
Sam Peckinpah,6114,188
Edwin Sherin,6115,3098
Richard Wilson,6116,3099
Henry Hathaway,6117,153
Arnold Laven,6118,3100
Anthony Mann,6119,551
Buzz Kulik,6120,3101
Kevin Greutert,6121,3097
William Witney,6122,3102
"Richard C. Sarafian,Stephen A. Smith,Julia Szucs",6123,3103
Jamie Blanks,6124,3104
Norman Jewison,6125,192
Robert Wise,6126,699
Rob Reiner,6127,239
Philip Haas,6128,540
Bill Fishman,6129,3105
Herbert Ross,6130,145
Abbe Wool,6131,3106
Robert Altman,6132,2407
Tim Robbins,6133,2057
Ramón Menéndez,6134,3107
Bob Clark,6135,584
Bob Clark,6136,584
Alan Metter,6137,1577
Joe Roth,6138,1107
Martha Coolidge,6139,457
James Komack,6140,3108
Keith Gordon,6141,3109
Jonathan Wacks,6142,3110
Frank Whaley,6143,2395
David Salle,6144,3111
Alan Parker,6145,806
Alfonso Cuarón,6146,120
Luis Mandoki,6147,439
Randal Kleiser,6148,489
Edmund Goulding,6149,1249
Peter McCarthy,6150,3112
Dan Ireland,6151,3113
Stephen Metcalfe,6152,3114
Peter Chelsom,6153,266
Charles Finch,6154,2444
Frank De Felitta,6155,3115
Dorothy Ann Puzo,6156,3116
Sidney Lumet,6157,346
Mike Figgis,6158,1086
Mark Rydell,6159,1443
Jack Fisk,6160,3117
Karel Reisz,6161,2461
Charles Shyer,6162,142
Graeme Clifford,6163,3118
Richard Pearce,6164,3119
Tom Moore,6165,2696
Paul Brickman,6166,1312
Sam Shepard,6167,3120
Mark Rydell,6168,1443
Tony Richardson,6169,402
Robert Scheerer,6170,3121
Brian Gibson,6171,275
Albert Brooks,6172,3122
Robert Duvall,6173,3123
Robert Duvall,6174,3123
Hector Babenco,6175,3124
Bruce Beresford,6176,497
Martin Ritt,6177,58
Lewis John Carlino,6178,3125
Robert Benton,6179,2050
Warren Beatty,6180,1300
Joel Schumacher,6181,175
Baz Luhrmann,6182,2059
Adam Shankman,6183,248
Ralph Nelson,6184,191
Guy Green,6185,3126
Stanley Kramer,6186,1233
Joseph L. Mankiewicz,6187,1246
Charles Walters,6188,1373
"Robert Z. Leonard,Busby Berkeley",6189,3127
John Lafia,6190,3128
John Moore,6191,258
Gregory Poirier,6192,3129
David Kendall,6193,2436
Tom Brady,6194,1340
Joel Gallen,6195,3130
Bilge Ebiri,6196,3131
Will Gluck,6197,588
Nicholas Ray,6198,302
Alan J. Pakula,6199,135
Maurice Joyce,6200,3132
Sylvester Stallone,6201,217
Alan Parker,6202,806
James Bridges,6203,1348
Graham Baker,6204,3133
"Don Taylor,Mike Hodges",6205,3134
Greydon Clark,6206,56
"Darren Lynn Bousman,Axelle Carolyn",6207,3135
Nimród Antal,6208,951
Valeri Milev,6209,3136
Declan O'Brien,6210,3137
Adam Schindler,6211,3138
Alastair Orr,6212,3139
Chris Sparling,6213,3140
Adam Green,6214,3031
Ti West,6215,2738
"Simon Barrett,Jason Eisener",6216,3141
"Ahron Keshales,Various,Navot Papushado,Bill Plympton,Chris Nash,Dennison Ramalho,Erik Matti,Evan Katz,Hajime Ohata,Jen Soska,Sylvia Soska,Jerome Sable,Jim Hosking,Juan Martínez Moreno,Julian Barratt,Julian Gilbey,Alexandre Bustillo,Julien Maury,Kristina Buozyte,Bruno Samper,Alejandro Brugués,Lancelot Oduwa Imasuen,Larry Fessenden,Marvin Kren,Rob Boocheck,Robert Morgan,Rodney Ascher,Sôichi Umezawa,Steven Kostanski,Todd Rohal,Vincenzo Natali",6217,3142
"Matt Bettinelli-Olpin,David Bruckner",6218,3143
Michael Anderson,6219,73
Taylor Sheridan,6220,3144
Mitchell Lichtenstein,6221,3145
Daniel Stamm,6222,1324
Anatole Litvak,6223,2905
"Derek Lee,Clif Prowse",6224,3146
Ti West,6225,2738
John Rawlins,6226,3147
Roy William Neill,6227,815
Roy William Neill,6228,815
Alfred L. Werker,6229,3148
Roy William Neill,6230,815
Roy William Neill,6231,815
Roy William Neill,6232,815
Roy William Neill,6233,815
Roy William Neill,6234,815
Roy William Neill,6235,815
Roy William Neill,6236,815
Tim Garrick,6237,3149
Courtney Solomon,6238,3150
Julien Paolini,6239,3151
Andrew Marton,6240,965
David O. Russell,6241,205
Tim Burton,6242,119
Jim Mickle,6243,3152
Paul Leyden,6244,3153
Chad Crawford Kinkle,6245,3154
"Lucky McKee,Chris Sivertson",6246,3155
Marcus Dunstan,6247,3156
James McTeigue,6248,2031
Ryûhei Kitamura,6249,2734
Gonzalo López-Gallego,6250,3157
Marcus Dunstan,6251,3156
Jerry Jameson,6252,3158
Ron Howard,6253,174
Sally Mattison,6254,3159
Peng Zhang Li,6255,2067
"John 'Bud' Cardos,Mark Rosman",6256,3160
James Bryan,6257,3161
Rick Roessler,6258,3162
Douglas Aarniokoski,6259,96
"Jen Soska,Sylvia Soska",6260,3163
Declan O'Brien,6261,3137
"Abel Ferrara,Sean Weathers",6262,3164
Michael Polish,6263,2374
"Rob Epstein,Jeffrey Friedman",6264,2689
Yony Leyser,6265,3165
Chuck Workman,6266,3166
"Richard Lerner,Lewis MacAdams",6267,3167
Noah Buschel,6268,3168
John Dullaghan,6269,3169
"Kurt Jacobsen,Warren Leming",6270,3170
Patrick Lussier,6271,2549
Emir Kusturica,6272,3171
Brad Anderson,6273,1349
Bernardo Bertolucci,6274,3172
Adam Green,6275,3031
Ti West,6276,2738
Ti West,6277,2738
Nicolas Winding Refn,6278,452
Steven Knight,6279,3173
Lenny Abrahamson,6280,3174
Gregor Jordan,6281,3175
Brian Helgeland,6282,869
Brian Helgeland,6283,869
Lasse Hallström,6284,1826
Shekhar Kapur,6285,2042
Paul Thomas Anderson,6286,1024
David Cronenberg,6287,207
Ari Folman,6288,3176
Jeff Lieberman,6289,2167
Choice Skinner,6290,3177
Sophie Barthes,6291,581
Norman Taurog,6292,1706
Norman Taurog,6293,1706
Don Henderson,6294,3178
Adam Salky,6295,3179
Arthur H. Nadel,6296,3180
Michael Dinner,6297,3181
George Sidney,6298,1380
William A. Graham,6299,3182
Wes Craven,6300,294
Eric Valette,6301,3183
David S. Goyer,6302,1288
Tony Giglio,6303,3184
David R. Ellis,6304,104
Stewart Hendler,6305,3185
"Jonas Barnes,Michael Manasseri",6306,3186
Joey Stewart,6307,3187
Simon West,6308,844
Sean McConville,6309,3188
Chris Moore,6310,3189
Chris Shadley,6311,3190
Antti Jokinen,6312,3191
Brett Donowho,6313,3192
Wes Craven,6314,294
Patrick Shen,6315,3193
Meir Zarchi,6316,3194
Tao Ruspoli,6317,3195
Steven R. Monroe,6318,2639
Nicole Conn,6319,3196
Marc Abraham,6320,3197
Phillip Noyce,6321,845
Adam Wingard,6322,3198
Tom Six,6323,3199
Rowan Joffe,6324,3200
Thorne Winter,6325,3201
Tom Six,6326,3199
Mark Pellington,6327,3202
America Young,6328,3203
Brian A Miller,6329,3204
Joe Lynch,6330,3205
Nancy Leopardi,6331,3206
Henrik Ruben Genz,6332,3207
Ernie Barbarash,6333,1257
John Erick Dowdle,6334,2472
Patrick Brice,6335,2270
David Robert Mitchell,6336,3208
Adam Wingard,6337,3198
Phil Rosen,6338,3209
Adam Robitel,6339,3210
Mike Flanagan,6340,108
Ti West,6341,2738
Zachary Donohue,6342,3211
Paul W.S. Anderson,6343,949
Dominic Sena,6344,843
Daniel Alfredson,6345,3212
Karen Moncrieff,6346,3213
Russell Crowe,6347,3214
Robert Wise,6348,699
"Justin Benson,Aaron Moorhead",6349,3215
Kevin Greutert,6350,3097
Alfonso Gomez-Rejon,6351,2053
"Justin Benson,Aaron Moorhead",6352,3215
Adrián García Bogliano,6353,3216
Grégory Levasseur,6354,3217
Oren Peli,6355,3072
Matty Beckerman,6356,3218
Ryan Smith,6357,3219
David Gelb,6358,3220
Bobby Roe,6359,3221
Eduardo Sánchez,6360,3222
Brian Jun,6361,3223
Robert Legato,6362,3224
Kevin Tancharoen,6363,3225
Álvaro de Armiñán,6364,3226
Alex Garland,6365,3227
Wes Craven,6366,294
Stephen Sommers,6367,14
Wes Craven,6368,294
"Barbara Bell,Anna Lorentzon",6369,3228
Marc Forster,6370,451
Geoff Murphy,6371,850
Paul Haggis,6372,1332
Taylor Hackford,6373,502
Allen Hughes,6374,3229
John Wells,6375,3230
Ben Younger,6376,3231
Allen Coulter,6377,2281
Robert Brinkmann,6378,3232
John Woo,6379,879
James Gray,6380,3233
Mike Mitchell,6381,624
Jonathan Lynn,6382,446
Don Roos,6383,2205
Eric Forsberg,6384,3234
"Mark Mitchell,Brian Avenet-Bradley",6385,3235
Roy Knyrim,6386,3236
Olatunde Osunsanmi,6387,3237
Philippe Mora,6388,3238
Scott Stewart,6389,2850
David Twohy,6390,1157
David Schmoeller,6391,1442
Craig R. Baxley,6392,3239
Kevin Tenney,6393,2092
Kevin Tenney,6394,2092
Kevin Tenney,6395,2092
Kevin Tenney,6396,2092
Howard McCain,6397,3240
Emilio Estevez,6398,3241
Lewis Teague,6399,1166
Martin Sheen,6400,3242
Paul F. Bernard,6401,3243
Larry Ferguson,6402,3244
Brian De Palma,6403,404
Brian De Palma,6404,404
Brian De Palma,6405,404
Brian De Palma,6406,404
David Twohy,6407,1157
Phillip Noyce,6408,845
Gor Kirakosian,6409,2097
Robert Ellis Miller,6410,3245
Jeannot Szwarc,6411,2249
Blake Edwards,6412,1044
Sam Firstenberg,6413,3246
Jeff Lieberman,6414,2167
Eric Weston,6415,3247
Michael Fischa,6416,3248
Greydon Clark,6417,56
Larry Cohen,6418,444
Andrew Davis,6419,856
Terence H. Winkless,6420,3249
J.S. Cardone,6421,3250
Charles Band,6422,372
Andrew Droz Palermo,6423,3251
Joe Dante,6424,52
Bernard L. Kowalski,6425,3252
Ovidio G. Assonitis,6426,3253
Amy Berg,6427,2260
Jon Hess,6428,3254
Lewis Teague,6429,1166
Jerry Dugan,6430,3255
Bryan Bertino,6431,2922
John 'Bud' Cardos,6432,3256
Bob Claver,6433,3257
William Sachs,6434,3258
George McCowan,6435,2054
Bert I. Gordon,6436,2104
Jeannot Szwarc,6437,2249
Bert I. Gordon,6438,2104
William F. Claxton,6439,3259
William Girdler,6440,2105
Robert Clouse,6441,171
Joseph Pevney,6442,1736
John Frankenheimer,6443,194
Brant Sersen,6444,3260
"James Cameron,Ovidio G. Assonitis",6445,3261
Antonio Margheriti,6446,3262
William Grefe,6447,2397
Arthur Cullipher,6448,3263
René Cardona Jr.,6449,3264
Vidhu Vinod Chopra,6450,3265
James Glickenhaus,6451,3266
Herb Freed,6452,2458
Jim Van Bebber,6453,3267
Paul Nicholas,6454,3268
"Robert Collector,Ernst R. von Theumer",6455,3269
Ted Nicolaou,6456,1797
Joseph Mangine,6457,3270
Jorge Michel Grau,6458,3271
Thomas S. Hammock,6459,3272
Gordon Hessler,6460,3273
Sam Firstenberg,6461,3246
Joseph Zito,6462,2168
Gordon Hessler,6463,3273
Eric Karson,6464,3274
Bob Bralver,6465,3275
Cedric Sundstrom,6466,3276
Sam Firstenberg,6467,3246
Sam Firstenberg,6468,3246
Emmett Alston,6469,3277
Sam Firstenberg,6470,3246
Bruce D. Clark,6471,3278
Ted Nicolaou,6472,1797
Allan Holzman,6473,3279
"Jack Deerson,Barbara Peeters",6474,3280
Michael Laughlin,6475,3281
Larry Cohen,6476,444
Harry Bromley Davenport,6477,3282
Walter Hill,6478,445
"Brad Barber,Scott Christopherson",6479,3283
J. Davis,6480,3284
Benjamin Dickinson,6481,3285
William Dieterle,6482,411
Alex R. Johnson,6483,3286
Christian Alvart,6484,3287
Lewis Seiler,6485,2417
Ang Lee,6486,1254
Sebastian Junger,6487,3288
"Tim Hetherington,Sebastian Junger",6488,3289
Deborah Scranton,6489,3290
Danfung Dennis,6490,3291
Roger Spottiswoode,6491,269
"Lekha Singh,Roger Spottiswoode",6492,3292
Roger Spottiswoode,6493,269
R.G. Springsteen,6494,3293
Henry Hathaway,6495,153
John Brahm,6496,3294
Fritz Lang,6497,1235
Otto Preminger,6498,94
Max Ophüls,6499,2846
William Keighley,6500,358
Charles Lederer,6501,3295
William Keighley,6502,358
Robert Montgomery,6503,3296
Anatole Litvak,6504,2905
Douglas Sirk,6505,300
Phillip Noyce,6506,845
"David Ridgen,Nicolas Rossier",6507,3297
Toby Wilkins,6508,3298
Raoul Peck,6509,3299
Takashi Shimizu,6510,2610
Max Mayer,6511,2839
Lajos Koltai,6512,3300
Guy Jenkin,6513,3301
Katja von Garnier,6514,3302
Steven Soderbergh,6515,89
Steven Soderbergh,6516,89
Michael Hoffman,6517,2477
Steven Soderbergh,6518,89
Alejandro González Iñárritu,6519,1310
Francis Lawrence,6520,835
"Gabriel Clarke,John McKenna",6521,3303
Elliott Lester,6522,1866
Derek Cianfrance,6523,288
Joshua Marston,6524,3304
Paul Greengrass,6525,10
Derek Cianfrance,6526,288
Pete Travis,6527,1313
Craig Zobel,6528,3305
Seth Grahame-Smith,6529,3306
