Duration,original_index,unique_index
123 min,4793,90
94 min,4794,33
108 min,4795,50
104 min,4796,18
110 min,4797,10
109 min,4798,0
107 min,4799,71
97 min,4800,37
112 min,4801,53
84 min,4802,39
94 min,4803,33
56 min,4804,115
,4805,7
,4806,7
,4807,7
,4808,7
,4809,7
141 min,4810,145
88 min,4811,31
93 min,4812,3
117 min,4813,14
118 min,4814,51
76 min,4815,61
91 min,4816,19
97 min,4817,37
111 min,4818,44
105 min,4819,9
88 min,4820,31
82 min,4821,66
67 min,4822,107
83 min,4823,85
98 min,4824,65
110 min,4825,10
90 min,4826,34
112 min,4827,53
99 min,4828,62
97 min,4829,37
94 min,4830,33
119 min,4831,88
106 min,4832,17
118 min,4833,51
99 min,4834,62
119 min,4835,88
89 min,4836,56
108 min,4837,50
112 min,4838,53
128 min,4839,100
115 min,4840,11
98 min,4841,65
99 min,4842,62
100 min,4843,8
77 min,4844,111
91 min,4845,19
98 min,4846,65
112 min,4847,53
100 min,4848,8
95 min,4849,6
114 min,4850,41
137 min,4851,68
102 min,4852,26
219 min,4853,193
96 min,4854,1
120 min,4855,2
122 min,4856,20
96 min,4857,1
106 min,4858,17
103 min,4859,36
92 min,4860,5
,4861,7
1 hr. 57 min.,4862,142
99 min,4863,62
109 min,4864,0
105 min,4865,9
115 min,4866,11
,4867,7
117 min,4868,14
87 min,4869,38
87 min,4870,38
96 min,4871,1
79 min,4872,32
84 min,4873,39
97 min,4874,37
118 min,4875,51
104 min,4876,18
120 min,4877,2
96 min,4878,1
100 min,4879,8
96 min,4880,1
101 min,4881,42
154 min,4882,22
101 min,4883,42
102 min,4884,26
110 min,4885,10
93 min,4886,3
80 min,4887,48
96 min,4888,1
106 min,4889,17
102 min,4890,26
111 min,4891,44
88 min,4892,31
93 min,4893,3
136 min,4894,55
115 min,4895,11
118 min,4896,51
110 min,4897,10
104 min,4898,18
110 min,4899,10
85 min,4900,35
91 min,4901,19
98 min,4902,65
111 min,4903,44
83 min,4904,85
119 min,4905,88
100 min,4906,8
94 min,4907,33
141 min,4908,145
113 min,4909,23
2 hr.,4910,194
98 min,4911,65
114 min,4912,41
102 min,4913,26
109 min,4914,0
96 min,4915,1
,4916,7
118 min,4917,51
118 min,4918,51
110 min,4919,10
109 min,4920,0
90 min,4921,34
110 min,4922,10
122 min,4923,20
118 min,4924,51
143 min,4925,4
143 min,4926,4
119 min,4927,88
143 min,4928,4
92 min,4929,5
126 min,4930,54
115 min,4931,11
118 min,4932,51
83 min,4933,85
114 min,4934,41
115 min,4935,11
125 min,4936,15
79 min,4937,32
103 min,4938,36
113 min,4939,23
105 min,4940,9
119 min,4941,88
116 min,4942,52
113 min,4943,23
111 min,4944,44
116 min,4945,52
,4946,7
90 min,4947,34
,4948,7
,4949,7
55 min,4950,183
84 min,4951,39
107 min,4952,71
102 min,4953,26
110 min,4954,10
100 min,4955,8
,4956,7
106 min,4957,17
104 min,4958,18
104 min,4959,18
106 min,4960,17
107 min,4961,71
107 min,4962,71
130 min,4963,104
137 min,4964,68
156 min,4965,139
98 min,4966,65
134 min,4967,97
119 min,4968,88
127 min,4969,12
103 min,4970,36
167 min,4971,93
115 min,4972,11
118 min,4973,51
105 min,4974,9
97 min,4975,37
91 min,4976,19
92 min,4977,5
80 min,4978,48
105 min,4979,9
143 min,4980,4
115 min,4981,11
93 min,4982,3
116 min,4983,52
115 min,4984,11
118 min,4985,51
123 min,4986,90
98 min,4987,65
81 min,4988,76
138 min,4989,114
87 min,4990,38
104 min,4991,18
107 min,4992,71
92 min,4993,5
82 min,4994,66
69 min,4995,108
78 min,4996,70
83 min,4997,85
91 min,4998,19
98 min,4999,65
92 min,5000,5
165 min,5001,67
123 min,5002,90
86 min,5003,30
133 min,5004,80
103 min,5005,36
,5006,7
94 min,5007,33
104 min,5008,18
116 min,5009,52
106 min,5010,17
116 min,5011,52
104 min,5012,18
104 min,5013,18
100 min,5014,8
96 min,5015,1
106 min,5016,17
89 min,5017,56
144 min,5018,49
111 min,5019,44
,5020,7
,5021,7
,5022,7
,5023,7
,5024,7
94 min,5025,33
,5026,7
,5027,7
100 min,5028,8
94 min,5029,33
100 min,5030,8
140 min,5031,74
95 min,5032,6
116 min,5033,52
104 min,5034,18
,5035,7
108 min,5036,50
88 min,5037,31
94 min,5038,33
96 min,5039,1
93 min,5040,3
109 min,5041,0
77 min,5042,111
133 min,5043,80
105 min,5044,9
125 min,5045,15
127 min,5046,12
107 min,5047,71
,5048,7
2 hr.,5049,194
68 min,5050,47
98 min,5051,65
84 min,5052,39
106 min,5053,17
123 min,5054,90
94 min,5055,33
97 min,5056,37
108 min,5057,50
124 min,5058,13
127 min,5059,12
81 min,5060,76
,5061,7
98 min,5062,65
101 min,5063,42
95 min,5064,6
88 min,5065,31
90 min,5066,34
106 min,5067,17
84 min,5068,39
88 min,5069,31
82 min,5070,66
97 min,5071,37
130 min,5072,104
76 min,5073,61
1 hr. 30 min.,5074,156
84 min,5075,39
90 min,5076,34
87 min,5077,38
81 min,5078,76
85 min,5079,35
134 min,5080,97
102 min,5081,26
97 min,5082,37
105 min,5083,9
107 min,5084,71
102 min,5085,26
1 hr. 32 min.,5086,144
95 min,5087,6
81 min,5088,76
124 min,5089,13
110 min,5090,10
90 min,5091,34
63 min,5092,59
89 min,5093,56
91 min,5094,19
95 min,5095,6
106 min,5096,17
84 min,5097,39
87 min,5098,38
99 min,5099,62
86 min,5100,30
104 min,5101,18
101 min,5102,42
107 min,5103,71
124 min,5104,13
105 min,5105,9
89 min,5106,56
96 min,5107,1
97 min,5108,37
103 min,5109,36
100 min,5110,8
85 min,5111,35
106 min,5112,17
92 min,5113,5
98 min,5114,65
109 min,5115,0
99 min,5116,62
103 min,5117,36
102 min,5118,26
105 min,5119,9
117 min,5120,14
87 min,5121,38
117 min,5122,14
89 min,5123,56
89 min,5124,56
96 min,5125,1
94 min,5126,33
92 min,5127,5
93 min,5128,3
108 min,5129,50
94 min,5130,33
92 min,5131,5
106 min,5132,17
92 min,5133,5
110 min,5134,10
100 min,5135,8
101 min,5136,42
96 min,5137,1
,5138,7
100 min,5139,8
88 min,5140,31
101 min,5141,42
93 min,5142,3
60 min,5143,82
100 min,5144,8
121 min,5145,16
109 min,5146,0
101 min,5147,42
102 min,5148,26
106 min,5149,17
112 min,5150,53
,5151,7
103 min,5152,36
101 min,5153,42
87 min,5154,38
84 min,5155,39
87 min,5156,38
98 min,5157,65
,5158,7
99 min,5159,62
90 min,5160,34
86 min,5161,30
,5162,7
86 min,5163,30
86 min,5164,30
87 min,5165,38
86 min,5166,30
90 min,5167,34
92 min,5168,5
83 min,5169,85
97 min,5170,37
100 min,5171,8
90 min,5172,34
92 min,5173,5
91 min,5174,19
109 min,5175,0
100 min,5176,8
95 min,5177,6
102 min,5178,26
96 min,5179,1
93 min,5180,3
97 min,5181,37
110 min,5182,10
88 min,5183,31
109 min,5184,0
89 min,5185,56
,5186,7
83 min,5187,85
93 min,5188,3
120 min,5189,2
112 min,5190,53
92 min,5191,5
93 min,5192,3
93 min,5193,3
84 min,5194,39
103 min,5195,36
108 min,5196,50
78 min,5197,70
74 min,5198,60
76 min,5199,61
124 min,5200,13
90 min,5201,34
86 min,5202,30
85 min,5203,35
112 min,5204,53
89 min,5205,56
93 min,5206,3
63 min,5207,59
76 min,5208,61
86 min,5209,30
,5210,7
90 min,5211,34
81 min,5212,76
,5213,7
101 min,5214,42
80 min,5215,48
89 min,5216,56
58 min,5217,94
71 min,5218,58
81 min,5219,76
76 min,5220,61
90 min,5221,34
88 min,5222,31
96 min,5223,1
86 min,5224,30
72 min,5225,57
82 min,5226,66
80 min,5227,48
90 min,5228,34
89 min,5229,56
88 min,5230,31
80 min,5231,48
80 min,5232,48
68 min,5233,47
115 min,5234,11
95 min,5235,6
114 min,5236,41
89 min,5237,56
97 min,5238,37
95 min,5239,6
76 min,5240,61
86 min,5241,30
96 min,5242,1
103 min,5243,36
104 min,5244,18
93 min,5245,3
112 min,5246,53
90 min,5247,34
110 min,5248,10
85 min,5249,35
94 min,5250,33
99 min,5251,62
89 min,5252,56
86 min,5253,30
83 min,5254,85
87 min,5255,38
87 min,5256,38
91 min,5257,19
105 min,5258,9
96 min,5259,1
87 min,5260,38
100 min,5261,8
96 min,5262,1
94 min,5263,33
80 min,5264,48
,5265,7
,5266,7
109 min,5267,0
,5268,7
89 min,5269,56
98 min,5270,65
95 min,5271,6
,5272,7
,5273,7
90 min,5274,34
94 min,5275,33
95 min,5276,6
79 min,5277,32
75 min,5278,83
86 min,5279,30
,5280,7
,5281,7
,5282,7
99 min,5283,62
89 min,5284,56
80 min,5285,48
80 min,5286,48
88 min,5287,31
93 min,5288,3
82 min,5289,66
90 min,5290,34
78 min,5291,70
76 min,5292,61
103 min,5293,36
75 min,5294,83
92 min,5295,5
93 min,5296,3
80 min,5297,48
92 min,5298,5
86 min,5299,30
107 min,5300,71
,5301,7
100 min,5302,8
88 min,5303,31
80 min,5304,48
95 min,5305,6
85 min,5306,35
,5307,7
89 min,5308,56
88 min,5309,31
,5310,7
100 min,5311,8
90 min,5312,34
81 min,5313,76
117 min,5314,14
131 min,5315,102
124 min,5316,13
82 min,5317,66
97 min,5318,37
98 min,5319,65
87 min,5320,38
90 min,5321,34
,5322,7
,5323,7
83 min,5324,85
95 min,5325,6
106 min,5326,17
89 min,5327,56
96 min,5328,1
101 min,5329,42
89 min,5330,56
,5331,7
93 min,5332,3
93 min,5333,3
106 min,5334,17
116 min,5335,52
100 min,5336,8
96 min,5337,1
92 min,5338,5
,5339,7
99 min,5340,62
82 min,5341,66
83 min,5342,85
90 min,5343,34
85 min,5344,35
93 min,5345,3
70 min,5346,125
94 min,5347,33
92 min,5348,5
86 min,5349,30
,5350,7
85 min,5351,35
86 min,5352,30
88 min,5353,31
116 min,5354,52
,5355,7
94 min,5356,33
89 min,5357,56
87 min,5358,38
123 min,5359,90
103 min,5360,36
101 min,5361,42
80 min,5362,48
76 min,5363,61
92 min,5364,5
95 min,5365,6
78 min,5366,70
89 min,5367,56
82 min,5368,66
79 min,5369,32
74 min,5370,60
78 min,5371,70
73 min,5372,46
91 min,5373,19
97 min,5374,37
,5375,7
89 min,5376,56
98 min,5377,65
90 min,5378,34
90 min,5379,34
,5380,7
100 min,5381,8
89 min,5382,56
,5383,7
80 min,5384,48
90 min,5385,34
107 min,5386,71
89 min,5387,56
98 min,5388,65
91 min,5389,19
91 min,5390,19
78 min,5391,70
89 min,5392,56
74 min,5393,60
88 min,5394,31
,5395,7
107 min,5396,71
87 min,5397,38
110 min,5398,10
87 min,5399,38
92 min,5400,5
94 min,5401,33
92 min,5402,5
84 min,5403,39
76 min,5404,61
98 min,5405,65
88 min,5406,31
94 min,5407,33
100 min,5408,8
93 min,5409,3
,5410,7
90 min,5411,34
,5412,7
86 min,5413,30
79 min,5414,32
90 min,5415,34
77 min,5416,111
98 min,5417,65
91 min,5418,19
86 min,5419,30
80 min,5420,48
90 min,5421,34
89 min,5422,56
108 min,5423,50
119 min,5424,88
,5425,7
74 min,5426,60
90 min,5427,34
110 min,5428,10
89 min,5429,56
,5430,7
85 min,5431,35
105 min,5432,9
110 min,5433,10
113 min,5434,23
98 min,5435,65
101 min,5436,42
67 min,5437,107
84 min,5438,39
75 min,5439,83
95 min,5440,6
90 min,5441,34
120 min,5442,2
113 min,5443,23
112 min,5444,53
110 min,5445,10
103 min,5446,36
95 min,5447,6
110 min,5448,10
150 min,5449,129
71 min,5450,58
82 min,5451,66
107 min,5452,71
,5453,7
90 min,5454,34
98 min,5455,65
84 min,5456,39
,5457,7
89 min,5458,56
96 min,5459,1
60 min,5460,82
,5461,7
95 min,5462,6
115 min,5463,11
89 min,5464,56
90 min,5465,34
96 min,5466,1
101 min,5467,42
85 min,5468,35
,5469,7
1 hr. 44 min.,5470,195
,5471,7
84 min,5472,39
85 min,5473,35
85 min,5474,35
,5475,7
,5476,7
,5477,7
,5478,7
,5479,7
92 min,5480,5
90 min,5481,34
,5482,7
141 min,5483,145
92 min,5484,5
100 min,5485,8
84 min,5486,39
89 min,5487,56
96 min,5488,1
118 min,5489,51
97 min,5490,37
118 min,5491,51
91 min,5492,19
98 min,5493,65
90 min,5494,34
131 min,5495,102
98 min,5496,65
92 min,5497,5
82 min,5498,66
87 min,5499,38
69 min,5500,108
70 min,5501,125
56 min,5502,115
76 min,5503,61
127 min,5504,12
153 min,5505,84
83 min,5506,85
72 min,5507,57
111 min,5508,44
98 min,5509,65
61 min,5510,188
93 min,5511,3
128 min,5512,100
123 min,5513,90
94 min,5514,33
89 min,5515,56
87 min,5516,38
87 min,5517,38
96 min,5518,1
99 min,5519,62
99 min,5520,62
87 min,5521,38
84 min,5522,39
70 min,5523,125
,5524,7
105 min,5525,9
89 min,5526,56
93 min,5527,3
77 min,5528,111
,5529,7
91 min,5530,19
73 min,5531,46
80 min,5532,48
98 min,5533,65
82 min,5534,66
90 min,5535,34
,5536,7
86 min,5537,30
96 min,5538,1
84 min,5539,39
99 min,5540,62
79 min,5541,32
96 min,5542,1
110 min,5543,10
96 min,5544,1
81 min,5545,76
110 min,5546,10
105 min,5547,9
88 min,5548,31
83 min,5549,85
106 min,5550,17
90 min,5551,34
95 min,5552,6
100 min,5553,8
90 min,5554,34
89 min,5555,56
97 min,5556,37
86 min,5557,30
85 min,5558,35
80 min,5559,48
94 min,5560,33
75 min,5561,83
119 min,5562,88
83 min,5563,85
108 min,5564,50
101 min,5565,42
125 min,5566,15
86 min,5567,30
92 min,5568,5
97 min,5569,37
92 min,5570,5
91 min,5571,19
91 min,5572,19
115 min,5573,11
108 min,5574,50
103 min,5575,36
,5576,7
117 min,5577,14
101 min,5578,42
111 min,5579,44
95 min,5580,6
128 min,5581,100
126 min,5582,54
114 min,5583,41
149 min,5584,120
119 min,5585,88
114 min,5586,41
114 min,5587,41
109 min,5588,0
162 min,5589,126
109 min,5590,0
87 min,5591,38
113 min,5592,23
100 min,5593,8
99 min,5594,62
104 min,5595,18
107 min,5596,71
120 min,5597,2
127 min,5598,12
107 min,5599,71
75 min,5600,83
65 min,5601,131
95 min,5602,6
100 min,5603,8
88 min,5604,31
102 min,5605,26
74 min,5606,60
108 min,5607,50
100 min,5608,8
93 min,5609,3
95 min,5610,6
97 min,5611,37
93 min,5612,3
96 min,5613,1
94 min,5614,33
98 min,5615,65
111 min,5616,44
91 min,5617,19
86 min,5618,30
82 min,5619,66
93 min,5620,3
87 min,5621,38
86 min,5622,30
103 min,5623,36
100 min,5624,8
97 min,5625,37
101 min,5626,42
68 min,5627,47
90 min,5628,34
87 min,5629,38
73 min,5630,46
77 min,5631,111
81 min,5632,76
79 min,5633,32
68 min,5634,47
65 min,5635,131
96 min,5636,1
112 min,5637,53
106 min,5638,17
109 min,5639,0
130 min,5640,104
81 min,5641,76
91 min,5642,19
165 min,5643,67
85 min,5644,35
86 min,5645,30
128 min,5646,100
91 min,5647,19
81 min,5648,76
90 min,5649,34
88 min,5650,31
121 min,5651,16
121 min,5652,16
91 min,5653,19
103 min,5654,36
91 min,5655,19
107 min,5656,71
73 min,5657,46
94 min,5658,33
101 min,5659,42
103 min,5660,36
95 min,5661,6
150 min,5662,129
104 min,5663,18
97 min,5664,37
111 min,5665,44
90 min,5666,34
98 min,5667,65
106 min,5668,17
113 min,5669,23
91 min,5670,19
119 min,5671,88
93 min,5672,3
141 min,5673,145
113 min,5674,23
99 min,5675,62
84 min,5676,39
77 min,5677,111
78 min,5678,70
83 min,5679,85
93 min,5680,3
112 min,5681,53
2 hr. 14 min.,5682,196
93 min,5683,3
91 min,5684,19
113 min,5685,23
237 min,5686,118
82 min,5687,66
106 min,5688,17
99 min,5689,62
84 min,5690,39
109 min,5691,0
97 min,5692,37
99 min,5693,62
100 min,5694,8
101 min,5695,42
88 min,5696,31
87 min,5697,38
110 min,5698,10
94 min,5699,33
,5700,7
101 min,5701,42
99 min,5702,62
106 min,5703,17
91 min,5704,19
109 min,5705,0
82 min,5706,66
169 min,5707,103
101 min,5708,42
83 min,5709,85
115 min,5710,11
88 min,5711,31
115 min,5712,11
95 min,5713,6
113 min,5714,23
94 min,5715,33
106 min,5716,17
125 min,5717,15
96 min,5718,1
102 min,5719,26
52 min,5720,21
104 min,5721,18
96 min,5722,1
95 min,5723,6
95 min,5724,6
103 min,5725,36
108 min,5726,50
99 min,5727,62
91 min,5728,19
91 min,5729,19
124 min,5730,13
90 min,5731,34
119 min,5732,88
117 min,5733,14
108 min,5734,50
150 min,5735,129
106 min,5736,17
70 min,5737,125
124 min,5738,13
116 min,5739,52
115 min,5740,11
130 min,5741,104
108 min,5742,50
98 min,5743,65
116 min,5744,52
94 min,5745,33
99 min,5746,62
,5747,7
97 min,5748,37
103 min,5749,36
108 min,5750,50
135 min,5751,77
100 min,5752,8
110 min,5753,10
131 min,5754,102
107 min,5755,71
115 min,5756,11
120 min,5757,2
129 min,5758,63
105 min,5759,9
100 min,5760,8
103 min,5761,36
115 min,5762,11
105 min,5763,9
133 min,5764,80
154 min,5765,22
94 min,5766,33
131 min,5767,102
146 min,5768,24
144 min,5769,49
3 hr. 8 min.,5770,197
135 min,5771,77
137 min,5772,68
136 min,5773,55
107 min,5774,71
124 min,5775,13
110 min,5776,10
122 min,5777,20
89 min,5778,56
119 min,5779,88
111 min,5780,44
89 min,5781,56
125 min,5782,15
102 min,5783,26
93 min,5784,3
88 min,5785,31
84 min,5786,39
83 min,5787,85
91 min,5788,19
87 min,5789,38
92 min,5790,5
110 min,5791,10
91 min,5792,19
113 min,5793,23
104 min,5794,18
86 min,5795,30
86 min,5796,30
100 min,5797,8
99 min,5798,62
110 min,5799,10
1 hr. 59 min.,5800,198
120 min,5801,2
96 min,5802,1
95 min,5803,6
101 min,5804,42
118 min,5805,51
107 min,5806,71
83 min,5807,85
100 min,5808,8
99 min,5809,62
87 min,5810,38
99 min,5811,62
137 min,5812,68
116 min,5813,52
131 min,5814,102
98 min,5815,65
94 min,5816,33
139 min,5817,91
124 min,5818,13
85 min,5819,35
,5820,7
87 min,5821,38
91 min,5822,19
1 hr. 44 min.,5823,195
104 min,5824,18
116 min,5825,52
106 min,5826,17
105 min,5827,9
134 min,5828,97
55 min,5829,183
180 min,5830,117
,5831,7
70 min,5832,125
,5833,7
112 min,5834,53
112 min,5835,53
61 min,5836,188
96 min,5837,1
107 min,5838,71
100 min,5839,8
94 min,5840,33
90 min,5841,34
104 min,5842,18
94 min,5843,33
96 min,5844,1
102 min,5845,26
99 min,5846,62
,5847,7
107 min,5848,71
95 min,5849,6
97 min,5850,37
103 min,5851,36
91 min,5852,19
104 min,5853,18
101 min,5854,42
83 min,5855,85
90 min,5856,34
82 min,5857,66
107 min,5858,71
,5859,7
82 min,5860,66
79 min,5861,32
85 min,5862,35
109 min,5863,0
90 min,5864,34
111 min,5865,44
76 min,5866,61
93 min,5867,3
90 min,5868,34
93 min,5869,3
87 min,5870,38
101 min,5871,42
72 min,5872,57
103 min,5873,36
75 min,5874,83
99 min,5875,62
73 min,5876,46
80 min,5877,48
104 min,5878,18
82 min,5879,66
90 min,5880,34
90 min,5881,34
84 min,5882,39
80 min,5883,48
83 min,5884,85
94 min,5885,33
100 min,5886,8
77 min,5887,111
96 min,5888,1
98 min,5889,65
89 min,5890,56
85 min,5891,35
84 min,5892,39
85 min,5893,35
86 min,5894,30
81 min,5895,76
85 min,5896,35
86 min,5897,30
72 min,5898,57
129 min,5899,63
90 min,5900,34
95 min,5901,6
112 min,5902,53
84 min,5903,39
84 min,5904,39
,5905,7
60 min,5906,82
80 min,5907,48
88 min,5908,31
114 min,5909,41
50 min,5910,199
120 min,5911,2
,5912,7
83 min,5913,85
85 min,5914,35
110 min,5915,10
88 min,5916,31
90 min,5917,34
90 min,5918,34
97 min,5919,37
101 min,5920,42
109 min,5921,0
113 min,5922,23
99 min,5923,62
92 min,5924,5
118 min,5925,51
110 min,5926,10
96 min,5927,1
,5928,7
89 min,5929,56
113 min,5930,23
88 min,5931,31
129 min,5932,63
123 min,5933,90
124 min,5934,13
90 min,5935,34
90 min,5936,34
81 min,5937,76
97 min,5938,37
80 min,5939,48
114 min,5940,41
84 min,5941,39
,5942,7
94 min,5943,33
85 min,5944,35
82 min,5945,66
90 min,5946,34
83 min,5947,85
90 min,5948,34
80 min,5949,48
81 min,5950,76
82 min,5951,66
118 min,5952,51
104 min,5953,18
92 min,5954,5
,5955,7
50 min,5956,199
88 min,5957,31
111 min,5958,44
114 min,5959,41
105 min,5960,9
95 min,5961,6
89 min,5962,56
92 min,5963,5
93 min,5964,3
108 min,5965,50
93 min,5966,3
93 min,5967,3
87 min,5968,38
100 min,5969,8
95 min,5970,6
102 min,5971,26
80 min,5972,48
87 min,5973,38
101 min,5974,42
86 min,5975,30
92 min,5976,5
90 min,5977,34
,5978,7
72 min,5979,57
71 min,5980,58
90 min,5981,34
86 min,5982,30
76 min,5983,61
84 min,5984,39
62 min,5985,89
70 min,5986,125
103 min,5987,36
89 min,5988,56
73 min,5989,46
103 min,5990,36
95 min,5991,6
91 min,5992,19
88 min,5993,31
85 min,5994,35
85 min,5995,35
81 min,5996,76
88 min,5997,31
97 min,5998,37
94 min,5999,33
96 min,6000,1
100 min,6001,8
,6002,7
92 min,6003,5
92 min,6004,5
126 min,6005,54
90 min,6006,34
102 min,6007,26
109 min,6008,0
96 min,6009,1
89 min,6010,56
108 min,6011,50
80 min,6012,48
91 min,6013,19
110 min,6014,10
,6015,7
,6016,7
84 min,6017,39
86 min,6018,30
118 min,6019,51
80 min,6020,48
117 min,6021,14
130 min,6022,104
70 min,6023,125
84 min,6024,39
93 min,6025,3
101 min,6026,42
,6027,7
92 min,6028,5
110 min,6029,10
,6030,7
120 min,6031,2
96 min,6032,1
74 min,6033,60
93 min,6034,3
91 min,6035,19
93 min,6036,3
93 min,6037,3
81 min,6038,76
95 min,6039,6
88 min,6040,31
99 min,6041,62
112 min,6042,53
101 min,6043,42
103 min,6044,36
,6045,7
122 min,6046,20
111 min,6047,44
121 min,6048,16
123 min,6049,90
114 min,6050,41
,6051,7
90 min,6052,34
112 min,6053,53
109 min,6054,0
89 min,6055,56
101 min,6056,42
106 min,6057,17
114 min,6058,41
100 min,6059,8
82 min,6060,66
92 min,6061,5
90 min,6062,34
90 min,6063,34
108 min,6064,50
,6065,7
87 min,6066,38
86 min,6067,30
82 min,6068,66
118 min,6069,51
77 min,6070,111
89 min,6071,56
92 min,6072,5
77 min,6073,111
70 min,6074,125
92 min,6075,5
88 min,6076,31
66 min,6077,110
91 min,6078,19
90 min,6079,34
90 min,6080,34
104 min,6081,18
85 min,6082,35
100 min,6083,8
86 min,6084,30
82 min,6085,66
,6086,7
80 min,6087,48
94 min,6088,33
101 min,6089,42
87 min,6090,38
93 min,6091,3
95 min,6092,6
96 min,6093,1
117 min,6094,14
83 min,6095,85
89 min,6096,56
103 min,6097,36
131 min,6098,102
136 min,6099,55
168 min,6100,200
171 min,6101,95
135 min,6102,77
192 min,6103,140
182 min,6104,201
174 min,6105,128
129 min,6106,63
95 min,6107,6
92 min,6108,5
,6109,7
115 min,6110,11
93 min,6111,3
122 min,6112,20
121 min,6113,16
122 min,6114,20
90 min,6115,34
92 min,6116,5
128 min,6117,100
104 min,6118,18
87 min,6119,38
125 min,6120,15
90 min,6121,34
95 min,6122,6
1 hr. 47 min.,6123,176
99 min,6124,62
102 min,6125,26
182 min,6126,201
82 min,6127,66
98 min,6128,65
93 min,6129,3
111 min,6130,44
96 min,6131,1
124 min,6132,13
132 min,6133,101
100 min,6134,8
94 min,6135,33
98 min,6136,65
96 min,6137,1
88 min,6138,31
108 min,6139,50
92 min,6140,5
108 min,6141,50
97 min,6142,37
96 min,6143,1
90 min,6144,34
124 min,6145,13
1 hr. 52 min.,6146,202
103 min,6147,36
107 min,6148,71
1 hr. 36 min.,6149,157
96 min,6150,1
100 min,6151,8
98 min,6152,65
1 hr. 39 min.,6153,40
95 min,6154,6
105 min,6155,9
91 min,6156,19
108 min,6157,50
118 min,6158,51
1 hr. 38 min.,6159,172
94 min,6160,33
115 min,6161,11
110 min,6162,10
140 min,6163,74
105 min,6164,9
96 min,6165,1
115 min,6166,11
90 min,6167,34
122 min,6168,20
101 min,6169,42
105 min,6170,9
91 min,6171,19
91 min,6172,19
114 min,6173,41
134 min,6174,97
1 hr. 59 min.,6175,198
94 min,6176,33
114 min,6177,41
115 min,6178,11
111 min,6179,44
3 hr. 15 min.,6180,203
143 min,6181,4
165 min,6182,67
117 min,6183,14
94 min,6184,33
105 min,6185,9
2 hr. 41 min.,6186,204
150 min,6187,129
111 min,6188,44
132 min,6189,101
84 min,6190,39
110 min,6191,10
95 min,6192,6
87 min,6193,38
,6194,7
89 min,6195,56
85 min,6196,35
90 min,6197,34
111 min,6198,44
102 min,6199,26
77 min,6200,111
93 min,6201,3
134 min,6202,97
132 min,6203,101
108 min,6204,50
107 min,6205,71
90 min,6206,34
92 min,6207,5
85 min,6208,35
91 min,6209,19
93 min,6210,3
90 min,6211,34
86 min,6212,30
92 min,6213,5
89 min,6214,56
1 hr. 33 min.,6215,146
96 min,6216,1
2 hr. 5 min.,6217,205
116 min,6218,52
97 min,6219,37
90 min,6220,34
94 min,6221,33
93 min,6222,3
105 min,6223,9
85 min,6224,35
101 min,6225,42
65 min,6226,131
76 min,6227,61
68 min,6228,47
85 min,6229,35
65 min,6230,131
71 min,6231,58
63 min,6232,59
68 min,6233,47
69 min,6234,108
69 min,6235,108
74 min,6236,60
1 hr. 38 min.,6237,172
90 min,6238,34
,6239,7
96 min,6240,1
114 min,6241,41
119 min,6242,88
105 min,6243,9
90 min,6244,34
81 min,6245,76
89 min,6246,56
90 min,6247,34
110 min,6248,10
100 min,6249,8
102 min,6250,26
82 min,6251,66
97 min,6252,37
123 min,6253,90
87 min,6254,38
93 min,6255,3
99 min,6256,62
82 min,6257,66
85 min,6258,35
84 min,6259,39
90 min,6260,34
95 min,6261,6
1 hr. 30 min.,6262,156
81 min,6263,76
84 min,6264,39
87 min,6265,38
88 min,6266,31
96 min,6267,1
80 min,6268,48
130 min,6269,104
108 min,6270,50
101 min,6271,42
142 min,6272,69
97 min,6273,37
142 min,6274,69
93 min,6275,3
80 min,6276,48
80 min,6277,48
90 min,6278,34
,6279,7
95 min,6280,6
110 min,6281,10
102 min,6282,26
132 min,6283,101
112 min,6284,53
132 min,6285,101
148 min,6286,149
111 min,6287,44
90 min,6288,34
96 min,6289,1
,6290,7
101 min,6291,42
106 min,6292,17
90 min,6293,34
75 min,6294,83
85 min,6295,35
99 min,6296,62
88 min,6297,31
85 min,6298,35
93 min,6299,3
89 min,6300,56
87 min,6301,38
88 min,6302,31
100 min,6303,8
93 min,6304,3
101 min,6305,42
93 min,6306,3
93 min,6307,3
87 min,6308,38
85 min,6309,35
85 min,6310,35
98 min,6311,65
91 min,6312,19
84 min,6313,39
86 min,6314,30
,6315,7
101 min,6316,42
81 min,6317,76
106 min,6318,17
111 min,6319,44
123 min,6320,90
97 min,6321,37
100 min,6322,8
91 min,6323,19
92 min,6324,5
94 min,6325,33
102 min,6326,26
129 min,6327,63
93 min,6328,3
93 min,6329,3
92 min,6330,5
100 min,6331,8
90 min,6332,34
103 min,6333,36
93 min,6334,3
82 min,6335,66
1 hr. 34 min.,6336,106
95 min,6337,6
71 min,6338,58
90 min,6339,34
104 min,6340,18
99 min,6341,62
81 min,6342,76
105 min,6343,9
101 min,6344,42
95 min,6345,6
89 min,6346,56
111 min,6347,44
112 min,6348,53
109 min,6349,0
90 min,6350,34
86 min,6351,30
93 min,6352,3
95 min,6353,6
89 min,6354,56
91 min,6355,19
85 min,6356,35
90 min,6357,34
83 min,6358,85
91 min,6359,19
81 min,6360,76
,6361,7
89 min,6362,56
