Director,Creator,original_index,unique_index
Chris Columbus,Stephen Chbosky,6002,5598
Damon Dash,Adam Moreno,6003,5599
Douglas Buck,"Brian De Palma,Louisa Rose",6004,5600
Craig Kovach,Craig Kovach,6005,5601
Tony Randel,"Gregg Mancuso,Jim Piddock",6006,5602
Raphael D. Silver,"Malcolm Braly,Malcolm Braly",6007,5603
Paul Michael Glaser,"Leo Garen,Jack Baran",6008,5604
Jerry London,"Michael Blodgett,Dennis Shryack",6009,5605
Mark L. Lester,"Raymond Lofaro,Dennis Johnson",6010,5606
M. Night Shyamalan,M. Night Shyamalan,6011,244
John Erick Dowdle,"Brian Nelson,M. Night Shyamalan",6012,5607
M. Night Shyamalan,M. Night Shyamalan,6013,244
M. Night Shyamalan,M. Night Shyamalan,6014,244
M. Night Shyamalan,"Will Smith,Gary Whitta,M. Night Shyamalan",6015,5608
Morgan Spurlock,"Jeremy Chilnick,Morgan Spurlock",6016,648
"Daniel Geller,Dayna Goldfine",,6017,5609
Alex Gibney,Lawrence Wright,6018,5610
Alex Gibney,Alex Gibney,6019,4012
Eugene Jarecki,"Alex Gibney,Christopher Hitchens",6020,5611
Alex Gibney,Alex Gibney,6021,4012
Alex Gibney,Alex Gibney,6022,4012
Alex Gibney,"Alex Gibney,Chad Beck",6023,5612
Ryan Polito,,6024,5613
James Burrows,Francis Veber,6025,5614
Jeremy Snead,Jeremy Snead,6026,5615
"Daniel Bollag,Anthony Ferro",Daniel Bollag,6027,5616
Jeff Tremaine,"Jeff Tremaine,Spike Jonze",6028,5617
Sheldon Lettich,"Sheldon Lettich,Jean-Claude Van Damme",6029,5618
Ryan Polito,Doug Benson,6030,5619
Brett Harvey,"Michael Bobroff,Michael Bobroff",6031,5620
Andy Capper,,6032,5621
Harold P. Warren,Harold P. Warren,6033,5622
Mike Marvin,Mike Marvin,6034,5623
Tom Putnam,Heidi Ferrer,6035,5624
Don Michael Paul,"Don Michael Paul,Bradley Allenstein",6036,5625
"David Winters,Neal Sundstrom",Maria Dante,6037,5626
Robert Iscove,Kim Fuller,6038,5627
Preston A. Whitmore II,Preston A. Whitmore II,6039,5628
Peter Horak,Peter Horak,6040,5629
Valerie Breiman,"Valerie Breiman,Adam Sandler",6041,5630
Terrence Malick,Terrence Malick,6042,2426
Phillip Noyce,"Graham Greene,Christopher Hampton",6043,5631
Flood Reed,Flood Reed,6044,5632
Anna Foerster,"Cory Goodman,Kevin Grevioux",6045,5633
Tim Robbins,"Helen Prejean,Tim Robbins",6046,5634
Lasse Hallström,"Annie Proulx,Robert Nelson Jacobs",6047,5635
Lasse Hallström,"Joanne Harris,Robert Nelson Jacobs",6048,5636
Sofia Coppola,Sofia Coppola,6049,3050
Shekhar Kapur,"William Nicholson,Michael Hirst",6050,5637
Dante Tomaselli,Dante Tomaselli,6051,5638
Charles B. Pierce,Earl E. Smith,6052,5639
Jack Starrett,"Howard B. Kreitsek,Samuel A. Peeples",6053,5640
Earl Bellamy,Howard B. Kreitsek,6054,5641
Richard Compton,"Max Baer Jr.,Max Baer Jr.",6055,5642
Joseph Sargent,William W. Norton,6056,5643
Phil Karlson,"Mort Briskin,Art Powers",6057,5644
Tom Laughlin,"Tom Laughlin,Delores Taylor",6058,5645
Marah Strauch,Marah Strauch,6059,5646
Michael Dougherty,Michael Dougherty,6060,5647
R.D. Braunstein,Daniel Gilboy,6061,5648
Philip Gardiner,Philip Gardiner,6062,5649
David Chirchirillo,"Ian Ascher,David Chirchirillo",6063,5650
John Orrichio,"Roberto Lombardi,John Orrichio",6064,5651
Charles Band,Domonic Muir,6065,5652
John Wesley Norton,John Wesley Norton,6066,3583
Oren Peli,Oren Peli,6067,5653
Matthew Bolton,"Matthew Bolton,Chris W. Freeman",6068,5654
Zach Lipovsky,Tim Carter,6069,5655
Jordan Rubin,"Al Kaplan,Jordan Rubin",6070,5656
Joe Dante,Alan Trezza,6071,5657
Arthur Louis Fuller,"Arthur Louis Fuller,Guy Garner",6072,5658
Rob Zombie,"Mike Bell,Joe Ekers",6073,5659
Tyler Benjamin,,6074,5660
John Luessenhop,"Adam Marcus,Debra Sullivan",6075,5661
Preston A. Whitmore II,Preston A. Whitmore II,6076,5628
Michael Curtiz,"Ewart Adamson,Peter Milne",6077,5662
Marcus Nispel,"Kirsten McCallion,Kirsten McCallion",6078,5663
Steve Wolsh,Steve Wolsh,6079,5664
Hal Hartley,,6080,5665
Harrison Smith,"David Agnew Penn,Harrison Smith",6081,5666
Jeff Burr,"Kim Henkel,Tobe Hooper",6082,5667
Kimberly Peirce,"Lawrence D. Cohen,Roberto Aguirre-Sacasa",6083,5668
James A. Ward,"Robert Bruce,James A. Ward",6084,5669
Rene Perez,"Jason Ancona,Jeff Miller",6085,5670
Rick Sloane,Rick Sloane,6086,5671
Craig Moss,Craig Moss,6087,5672
Randall Batinkoff,"Randall Batinkoff,Jesse Stratton",6088,5673
Christian Grillo,Christian Grillo,6089,5674
Andrew Pozza,"Derek Lee Nixon,Andrew Pozza",6090,5675
Scott S. Anderson,"Scott S. Anderson,Abraham Taylor",6091,5676
"Kipp Tribble,Derik Wingo",Kipp Tribble,6092,5677
Paul Sapiano,Paul Sapiano,6093,5678
Stuart Rosenberg,"Sandor Stern,Jay Anson",6094,5679
Kevin O'Neill,Mike MacLean,6095,5680
Stephen Hopkins,"Wes Craven,John Skipp",6096,5681
Rick Famuyiwa,Rick Famuyiwa,6097,5682
Cecil B. DeMille,"Jesse Lasky Jr.,Fredric M. Frank",6098,5683
Cecil B. DeMille,Jeanie Macpherson,6099,5684
Nicholas Ray,Philip Yordan,6100,5685
"Mervyn LeRoy,Anthony Mann","John Lee Mahin,S.N. Behrman",6101,5686
Henry Koster,"Philip Dunne,Gina Kaus",6102,5687
"Joseph L. Mankiewicz,Rouben Mamoulian","Joseph L. Mankiewicz,Ranald MacDougall",6103,5688
Anthony Mann,"Fredric M. Frank,Philip Yordan",6104,5689
John Huston,Christopher Fry,6105,5690
John Ford,"Frank S. Nugent,Maurice Walsh",6106,5691
Kim Henkel,"Kim Henkel,Tobe Hooper",6107,5692
David Hackl,"Patrick Melton,Marcus Dunstan",6108,5693
Kevin Greutert,"Marcus Dunstan,Patrick Melton",6109,5694
Gordon Douglas,"George Schenck,William Marks",6110,5695
Darren Lynn Bousman,"Patrick Melton,Marcus Dunstan",6111,5696
Sam Peckinpah,"Walter Hill,Jim Thompson",6112,5697
Sam Peckinpah,"John Crawford,Edmund Penney",6113,5698
Sam Peckinpah,Rudy Wurlitzer,6114,5699
Edwin Sherin,"Roland Kibbee,David Rayfiel",6115,5700
Richard Wilson,"Hal Goodman,Larry Klein",6116,5701
Henry Hathaway,"Harold Robbins,John Michael Hayes",6117,5702
Arnold Laven,"Sydney Boehm,Marvin H. Albert",6118,5703
Anthony Mann,"Borden Chase,William Gulick",6119,5704
Buzz Kulik,"Robert Towne,Sam Peckinpah",6120,5705
Kevin Greutert,"Patrick Melton,Marcus Dunstan",6121,5706
William Witney,"Willard W. Willingham,Mary Willingham",6122,5707
"Richard C. Sarafian,Stephen A. Smith,Julia Szucs","Malcolm Hart,Guillermo Cabrera Infante,Stephen A. Smith,Julia Szucs,Marina Endicott",6123,5708
Jamie Blanks,Silvio Horta,6124,5709
Norman Jewison,Alan Trustman,6125,5710
Robert Wise,"Richard McKenna,Robert Anderson",6126,5711
Rob Reiner,"Christopher Guest,Michael McKean",6127,5712
Philip Haas,"Paul Auster,Belinda Haas",6128,5713
Bill Fishman,"Bill Fishman,Peter McCarthy",6129,5714
Herbert Ross,Kevin Wade,6130,5715
Abbe Wool,Abbe Wool,6131,5716
Robert Altman,"Michael Tolkin,Michael Tolkin",6132,5717
Tim Robbins,Tim Robbins,6133,3608
Ramón Menéndez,"Mark Bowden,Ramón Menéndez",6134,5718
Bob Clark,Bob Clark,6135,5719
Bob Clark,"Roger Swaybill,Alan Ormsby",6136,5720
Alan Metter,"Rodney Dangerfield,Greg Fields",6137,5721
Joe Roth,"Tim Metcalfe,Miguel Tejada-Flores",6138,5722
Martha Coolidge,"Neal Israel,Neal Israel",6139,5723
James Komack,"Bob Clark,Ziggy Steinberg",6140,5724
Keith Gordon,"William Wharton,Keith Gordon",6141,5725
Jonathan Wacks,"Parker Bennett,Terry Runte",6142,5726
Frank Whaley,"Jonathan Marc Sherman,Frank Whaley",6143,5727
David Salle,"Howard Korder,Michael Almereyda",6144,5728
Alan Parker,Bo Goldman,6145,5729
Alfonso Cuarón,"Charles Dickens,Mitch Glazer",6146,5730
Luis Mandoki,"Glenn Savan,Ted Tally",6147,5731
Randal Kleiser,"Jack London,Jeanne Rosenberg",6148,5732
Edmund Goulding,"Edith Wharton,Casey Robinson",6149,5733
Peter McCarthy,"Jo Harvey Allen,John Cusack",6150,5734
Dan Ireland,James Still,6151,5735
Stephen Metcalfe,Stephen Metcalfe,6152,5736
Peter Chelsom,Charles Leavitt,6153,5737
Charles Finch,"Yolande Turner,Charles Finch",6154,5738
Frank De Felitta,"Joyce Selznick,Frank De Felitta",6155,5739
Dorothy Ann Puzo,"Lisa M. Hansen,Dorothy Ann Puzo",6156,5740
Sidney Lumet,"John Cassavetes,Steve Antin",6157,5741
Mike Figgis,Richard Jefferies,6158,5742
Mark Rydell,"David Rayfiel,Marshall Brickman",6159,5743
Jack Fisk,William D. Wittliff,6160,5744
Karel Reisz,Robert Getchell,6161,5745
Charles Shyer,"Nancy Meyers,Charles Shyer",6162,3331
Graeme Clifford,"Eric Bergren,Christopher De Vore",6163,5746
Richard Pearce,William D. Wittliff,6164,5747
Tom Moore,"Marsha Norman,Marsha Norman",6165,5748
Paul Brickman,"Barbara Benedek,Barbara Benedek",6166,5749
Sam Shepard,Sam Shepard,6167,5750
Mark Rydell,"Robert Dillon,Robert Dillon",6168,5751
Tony Richardson,"Rama Laurie Stagner,Rama Laurie Stagner",6169,5752
Robert Scheerer,"Robert Kaufman,Leonora Thuna",6170,5753
Brian Gibson,"Michael Grais,Mark Victor",6171,5754
Albert Brooks,"Albert Brooks,Monica Mcgowan Johnson",6172,5755
Robert Duvall,Robert Duvall,6173,5756
Robert Duvall,Robert Duvall,6174,5756
Hector Babenco,Leonard Schrader,6175,5757
Bruce Beresford,Charlie Peters,6176,5758
Martin Ritt,"Irving Ravetch,Harriet Frank Jr.",6177,86
Lewis John Carlino,"Pat Conroy,Lewis John Carlino",6178,5759
Robert Benton,Robert Benton,6179,5760
Warren Beatty,"Trevor Griffiths,Warren Beatty",6180,5761
Joel Schumacher,"Gaston Leroux,Andrew Lloyd Webber",6181,5762
Baz Luhrmann,"Stuart Beattie,Baz Luhrmann",6182,5763
Adam Shankman,"Leslie Dixon,John Waters",6183,5764
Ralph Nelson,"James Poe,William E. Barrett",6184,5765
Guy Green,"Elizabeth Kata,Guy Green",6185,5766
Stanley Kramer,"Tania Rose,William Rose",6186,5767
Joseph L. Mankiewicz,"Jo Swerling,Abe Burrows",6187,5768
Charles Walters,"John Patrick,Philip Barry",6188,5769
"Robert Z. Leonard,Busby Berkeley","Marguerite Roberts,Sonya Levien",6189,5770
John Lafia,"Don Mancini,Don Mancini",6190,5771
John Moore,David Seltzer,6191,5772
Gregory Poirier,Gregory Poirier,6192,5773
David Kendall,"Jon Land,Jonathan Thies",6193,5774
Tom Brady,"Rob Schneider,Tom Brady",6194,5775
Joel Gallen,"Mike Bender,Adam Jay Epstein",6195,5776
Bilge Ebiri,Bilge Ebiri,6196,5777
Will Gluck,Will Gluck,6197,5778
Nicholas Ray,"Stewart Stern,Irving Shulman",6198,5779
Alan J. Pakula,"David Giler,Lorenzo Semple Jr.",6199,5780
Maurice Joyce,"Ken Scarborough,Joe Aaron",6200,5781
Sylvester Stallone,"Nik Cohn,Sylvester Stallone",6201,5782
Alan Parker,Christopher Gore,6202,5783
James Bridges,"Aaron Latham,James Bridges",6203,5784
Graham Baker,"David Seltzer,Andrew Birkin",6204,5785
"Don Taylor,Mike Hodges","Harvey Bernhard,David Seltzer",6205,5786
Greydon Clark,"Dana Olsen,Michael Spound",6206,5787
"Darren Lynn Bousman,Axelle Carolyn","Axelle Carolyn,Andrew Kasch",6207,5788
Nimród Antal,Mark L. Smith,6208,5789
Valeri Milev,Frank H. Woodward,6209,5790
Declan O'Brien,"Declan O'Brien,Alan B. McElroy",6210,5791
Adam Schindler,"T.J. Cimfel,David White",6211,5792
Alastair Orr,,6212,5793
Chris Sparling,Chris Sparling,6213,5794
Adam Green,Adam Green,6214,5592
Ti West,Ti West,6215,5795
"Simon Barrett,Jason Eisener","Simon Barrett,Jamie Nash",6216,5796
"Ahron Keshales,Various,Navot Papushado,Bill Plympton,Chris Nash,Dennison Ramalho,Erik Matti,Evan Katz,Hajime Ohata,Jen Soska,Sylvia Soska,Jerome Sable,Jim Hosking,Juan Martínez Moreno,Julian Barratt,Julian Gilbey,Alexandre Bustillo,Julien Maury,Kristina Buozyte,Bruno Samper,Alejandro Brugués,Lancelot Oduwa Imasuen,Larry Fessenden,Marvin Kren,Rob Boocheck,Robert Morgan,Rodney Ascher,Sôichi Umezawa,Steven Kostanski,Todd Rohal,Vincenzo Natali",,6217,5797
"Matt Bettinelli-Olpin,David Bruckner","Brad Miska,Simon Barrett",6218,5798
Michael Anderson,"Joseph Stefano,Max Ehrlich",6219,5799
Taylor Sheridan,"Eric Jay Beck,Rob Kowsaluk",6220,5800
Mitchell Lichtenstein,Mitchell Lichtenstein,6221,5801
Daniel Stamm,"David Birke,Daniel Stamm",6222,5802
Anatole Litvak,"Arthur Laurents,Marcelle Maurette",6223,5803
"Derek Lee,Clif Prowse","Derek Lee,Clif Prowse",6224,5804
Ti West,Ti West,6225,5795
John Rawlins,"Lynn Riggs,John Bright",6226,5805
Roy William Neill,"Leonard Lee,Frank Gruber",6227,5806
Roy William Neill,"Edward T. Lowe Jr.,Scott Darling",6228,5807
Alfred L. Werker,"Edwin Blum,William Absalom Drake",6229,5808
Roy William Neill,"Arthur Conan Doyle,Leonard Lee",6230,5809
Roy William Neill,"Bertram Millhauser,Lynn Riggs",6231,5810
Roy William Neill,"Bertram Millhauser,Arthur Conan Doyle",6232,4365
Roy William Neill,"Bertram Millhauser,Arthur Conan Doyle",6233,4365
Roy William Neill,"Roy Chanslor,Arthur Conan Doyle",6234,5811
Roy William Neill,"Bertram Millhauser,Arthur Conan Doyle",6235,4365
Roy William Neill,"Edmund L. Hartmann,Roy William Neill",6236,5812
Tim Garrick,"Scott Russell,Tim Garrick",6237,5813
Courtney Solomon,"Sean Finegan,Gregg Maxwell Parker",6238,5814
Julien Paolini,Julien Paolini,6239,5815
Andrew Marton,"Jon Manchip White,Jon Manchip White",6240,5816
David O. Russell,"John Ridley,David O. Russell",6241,5817
Tim Burton,"Pierre Boulle,William Broyles Jr.",6242,5818
Jim Mickle,"Nick Damici,Jim Mickle",6243,5819
Paul Leyden,"Paul Leyden,Wrath James White",6244,5820
Chad Crawford Kinkle,Chad Crawford Kinkle,6245,5821
"Lucky McKee,Chris Sivertson","Lucky McKee,Chris Sivertson",6246,5822
Marcus Dunstan,"Patrick Melton,Marcus Dunstan",6247,5823
James McTeigue,"Hannah Shakespeare,Ben Livingston",6248,5824
Ryûhei Kitamura,"Jeff Buhler,Clive Barker",6249,5825
Gonzalo López-Gallego,"Eddie Borey,Chris Borey",6250,5826
Marcus Dunstan,"Patrick Melton,Marcus Dunstan",6251,5823
Jerry Jameson,"Brian Bird,Ashley Smith",6252,5827
Ron Howard,Peter Morgan,6253,5828
Sally Mattison,Catherine Cyran,6254,5829
Peng Zhang Li,"Peng Zhang Li,Todd McGorry",6255,5830
"John 'Bud' Cardos,Mark Rosman","Michael Jones,John C. Kruize",6256,5831
James Bryan,Garth Eliassen,6257,5832
Rick Roessler,Rick Roessler,6258,5833
Douglas Aarniokoski,"Douglas Aarniokoski,David Loughery",6259,5834
"Jen Soska,Sylvia Soska","Nathan Brookes,Bobby Lee Darby",6260,5835
Declan O'Brien,"Clay Tarver,J.J. Abrams",6261,5836
"Abel Ferrara,Sean Weathers",Nicholas St. John,6262,5837
Michael Polish,"Jack Kerouac,Michael Polish",6263,5838
"Rob Epstein,Jeffrey Friedman","Rob Epstein,Jeffrey Friedman",6264,5839
Yony Leyser,Yony Leyser,6265,5840
Chuck Workman,Chuck Workman,6266,5841
"Richard Lerner,Lewis MacAdams",Jack Kerouac,6267,5842
Noah Buschel,Noah Buschel,6268,5843
John Dullaghan,,6269,5844
"Kurt Jacobsen,Warren Leming","Kurt Jacobsen,Warren Leming",6270,5845
Patrick Lussier,"Todd Farmer,Zane Smith",6271,5846
Emir Kusturica,"David Atkins,Emir Kusturica",6272,5847
Brad Anderson,"Brad Anderson,Stephen Gevedon",6273,5848
Bernardo Bertolucci,"Franco Arcalli,Bernardo Bertolucci",6274,5849
Adam Green,Adam Green,6275,5592
Ti West,Ti West,6276,5795
Ti West,Ti West,6277,5795
Nicolas Winding Refn,Nicolas Winding Refn,6278,5850
Steven Knight,Steven Knight,6279,5851
Lenny Abrahamson,"Jon Ronson,Peter Straughan",6280,5852
Gregor Jordan,"Robert Drewe,John Michael McDonagh",6281,5853
Brian Helgeland,Brian Helgeland,6282,1237
Brian Helgeland,Brian Helgeland,6283,1237
Lasse Hallström,"Jeffrey Hatcher,Kimberly Simi",6284,5854
Shekhar Kapur,"A.E.W. Mason,Michael Schiffer",6285,5855
Paul Thomas Anderson,"Paul Thomas Anderson,Thomas Pynchon",6286,5856
David Cronenberg,Bruce Wagner,6287,5857
Ari Folman,Ari Folman,6288,5858
Jeff Lieberman,Jeff Lieberman,6289,5859
Choice Skinner,Choice Skinner,6290,5860
Sophie Barthes,Sophie Barthes,6291,5861
Norman Taurog,"Allan Weiss,Edward Anhalt",6292,5862
Norman Taurog,"Elwood Ullman,Edward Bernds",6293,5863
Don Henderson,"James E. McLarty,George E. Carey",6294,5864
Adam Salky,"Paige Dylan,Paige Dylan",6295,5865
Arthur H. Nadel,Arthur Browne Jr.,6296,5866
Michael Dinner,Barry Fanaro,6297,5867
George Sidney,Sally Benson,6298,5868
William A. Graham,"James Lee,S.S. Schweitzer",6299,5869
Wes Craven,Wes Craven,6300,3596
Eric Valette,"Andrew Klavan,Yasushi Akimoto",6301,5870
David S. Goyer,David S. Goyer,6302,5871
Tony Giglio,Dan Kay,6303,5872
David R. Ellis,Ethan Lawrence,6304,5873
Stewart Hendler,"Josh Stolberg,Pete Goldfinger",6305,5874
"Jonas Barnes,Michael Manasseri",Jonas Barnes,6306,5875
Joey Stewart,Jason Kabolati,6307,5876
Simon West,"Jake Wade Wall,Steve Feke",6308,5877
Sean McConville,Sean McConville,6309,5878
Chris Moore,Kelly C. Palmer,6310,5879
Chris Shadley,Patrick Wehe Mahoney,6311,5880
Antti Jokinen,"Antti Jokinen,Robert Orr",6312,5881
Brett Donowho,T.J. Cimfel,6313,5882
Wes Craven,Wes Craven,6314,3596
Patrick Shen,,6315,5883
Meir Zarchi,Meir Zarchi,6316,5884
Tao Ruspoli,,6317,5885
Steven R. Monroe,"Neil Elman,Thomas Fenton",6318,5886
Nicole Conn,Nicole Conn,6319,5887
Marc Abraham,"Marc Abraham,Colin Escott",6320,5888
Phillip Noyce,"Michael Mitnick,Robert B. Weide",6321,5889
Adam Wingard,Simon Barrett,6322,5890
Tom Six,Tom Six,6323,5891
Rowan Joffe,"Rowan Joffe,S.J. Watson",6324,5892
Thorne Winter,"Thorne Winter,Thorne Winter",6325,5893
Tom Six,Tom Six,6326,5891
Mark Pellington,"Glenn Porter,Mark Pellington",6327,5894
America Young,"John M. Keating,Sam McCoy",6328,5895
Brian A Miller,"Andre Fabrizio,Jeremy Passmore",6329,5896
Joe Lynch,"Yale Hannon,Yale Hannon",6330,5897
Nancy Leopardi,Brian McAuley,6331,5898
Henrik Ruben Genz,"Marcus Sakey,Kelly Masterson",6332,5899
Ernie Barbarash,Y.T. Parazi,6333,5900
John Erick Dowdle,"John Erick Dowdle,Drew Dowdle",6334,4502
Patrick Brice,"Patrick Brice,Mark Duplass",6335,5901
David Robert Mitchell,David Robert Mitchell,6336,5902
Adam Wingard,Simon Barrett,6337,5890
Phil Rosen,"Octavus Roy Cohen,Olive Cooper",6338,5903
Adam Robitel,"Adam Robitel,Gavin Heffernan",6339,5904
Mike Flanagan,"Mike Flanagan,Jeff Howard",6340,5905
Ti West,Ti West,6341,5795
Zachary Donohue,"Zachary Donohue,Lauren Thompson",6342,5906
Paul W.S. Anderson,"Janet Scott Batchler,Lee Batchler",6343,5907
Dominic Sena,"Jon Hoeber,Erich Hoeber",6344,5908
Daniel Alfredson,"William Brookfield,Peter R. de Vries",6345,5909
Karen Moncrieff,Karen Moncrieff,6346,5910
Russell Crowe,"Andrew Knight,Andrew Anastasios",6347,5911
Robert Wise,"Nelson Gidding,Shirley Jackson",6348,5912
"Justin Benson,Aaron Moorhead",Justin Benson,6349,5913
Kevin Greutert,Robert Ben Garant,6350,5914
Alfonso Gomez-Rejon,"Roberto Aguirre-Sacasa,Earl E. Smith",6351,5915
"Justin Benson,Aaron Moorhead",Justin Benson,6352,5913
Adrián García Bogliano,Eric Stolze,6353,5916
Grégory Levasseur,"Daniel Meersand,Nick Simon",6354,5917
Oren Peli,"Christopher Denham,Oren Peli",6355,5918
Matty Beckerman,Robert Lewis,6356,5919
Ryan Smith,"Jason Parish,Ryan Smith",6357,5920
David Gelb,"Luke Dawson,Jeremy Slater",6358,5921
Bobby Roe,"Zack Andrews,Zack Andrews",6359,5922
Eduardo Sánchez,Jamie Nash,6360,5923
Brian Jun,"Brian Jun,Robert Dean Klein",6361,5924
Robert Legato,Christopher Borrelli,6362,5925
Kevin Tancharoen,"Scott Martin,Kevin Tancharoen",6363,5926
Álvaro de Armiñán,"Roderick Taylor,Bruce A. Taylor",6364,5927
Alex Garland,Alex Garland,6365,5928
Wes Craven,Wes Craven,6366,3596
Stephen Sommers,"Stephen Sommers,Dean R. Koontz",6367,5929
Wes Craven,"Wade Davis,Richard Maxwell",6368,5930
"Barbara Bell,Anna Lorentzon",Barbara Bell,6369,5931
Marc Forster,"Adam Forgash,Catherine Lloyd Burns",6370,5932
Geoff Murphy,"Robert Sheckley,Steven Pressfield",6371,5933
Paul Haggis,"Paul Haggis,Fred Cavayé",6372,5934
Taylor Hackford,"Tony Gilroy,William Prochnau",6373,5935
Allen Hughes,Brian Tucker,6374,5936
John Wells,John Wells,6375,5937
Ben Younger,Ben Younger,6376,5938
Allen Coulter,Paul Bernbaum,6377,5939
Robert Brinkmann,,6378,5940
John Woo,Chuck Pfarrer,6379,5941
James Gray,"James Gray,Matt Reeves",6380,5942
Mike Mitchell,"Deborah Kaplan,Harry Elfont",6381,5943
Jonathan Lynn,"Sara Bernstein,Gregory Bernstein",6382,5944
Don Roos,Don Roos,6383,3899
Eric Forsberg,Eric Forsberg,6384,5945
"Mark Mitchell,Brian Avenet-Bradley","Brian Avenet-Bradley,Mark Mitchell",6385,5946
Roy Knyrim,"Steve B. Harris,Eric Miller",6386,5947
Olatunde Osunsanmi,"Olatunde Osunsanmi,Olatunde Osunsanmi",6387,5948
Philippe Mora,"Whitley Strieber,Whitley Strieber",6388,5949
Scott Stewart,Scott Stewart,6389,5950
David Twohy,"Henry Kuttner,C.L. Moore",6390,5951
David Schmoeller,Kevin Daniel Ljoka,6391,5952
Craig R. Baxley,Betsy Giffen Nowrasteh,6392,5953
Kevin Tenney,Kevin Tenney,6393,5954
Kevin Tenney,Kevin Tenney,6394,5954
Kevin Tenney,"David Henry Keller,John Woodward",6395,5955
Kevin Tenney,Kevin Tenney,6396,5954
Howard McCain,"Dirk Blackman,Howard McCain",6397,5956
Emilio Estevez,Emilio Estevez,6398,5957
Lewis Teague,"Chuck Pfarrer,Gary Goldman",6399,5958
Martin Sheen,"Dennis Shryack,Gordon Weaver",6400,5959
Paul F. Bernard,Sherry Ham-Bernard,6401,5960
Larry Ferguson,Larry Ferguson,6402,5961
Brian De Palma,"Robert J. Avrech,Brian De Palma",6403,5962
Brian De Palma,Brian De Palma,6404,507
Brian De Palma,Brian De Palma,6405,507
Brian De Palma,"Daniel Lang,David Rabe",6406,5963
David Twohy,"Lucas Sussman,Darren Aronofsky",6407,5964
Phillip Noyce,"Leslie Charteris,Jonathan Hensleigh",6408,5965
Gor Kirakosian,"Sergey Kaluzhanov,Gor Kirakosian",6409,5966
Robert Ellis Miller,"John Brascia,Robert Vincent O'Neill",6410,5967
Jeannot Szwarc,Peter Stone,6411,5968
Blake Edwards,"Blake Edwards,Evelyn Anthony",6412,5969
Sam Firstenberg,James R. Silke,6413,5970
Jeff Lieberman,Jeff Lieberman,6414,5859
Eric Weston,"Joseph Garofalo,Eric Weston",6415,5971
Michael Fischa,"James Bartruff,Mitch Paradise",6416,5972
Greydon Clark,"Lyn Freeman,Daniel Grodnik",6417,5973
Larry Cohen,Larry Cohen,6418,3762
Andrew Davis,"Jon George,Neill D. Hicks",6419,5974
Terence H. Winkless,"Eli Cantor,Robert King",6420,5975
J.S. Cardone,"J.S. Cardone,Bill Ewing",6421,5976
Charles Band,"Alan J. Adler,Michael Shoob",6422,5977
Andrew Droz Palermo,"Andrew Droz Palermo,Neima Shahdadi",6423,5978
Joe Dante,"Richard Robinson,John Sayles",6424,5979
Bernard L. Kowalski,"Hal Dresner,Daniel C. Striepeke",6425,5980
Ovidio G. Assonitis,"Jerome Max,Tito Carpi",6426,5981
Amy Berg,"Nicole Holofcener,Laura Lippman",6427,5982
Jon Hess,Curt Allen,6428,5983
Lewis Teague,John Sayles,6429,5984
Jerry Dugan,"David Anderson,Gabe Burnstein",6430,5985
Bryan Bertino,"Bryan Bertino,Bryan Bertino",6431,5986
John 'Bud' Cardos,"Richard Robinson,Alan Caillou",6432,5987
Bob Claver,"James Callaway,Gerry Holland",6433,5988
William Sachs,William Sachs,6434,5989
George McCowan,"Robert Hutchison,Robert Blees",6435,5990
Bert I. Gordon,Bert I. Gordon,6436,4106
Jeannot Szwarc,"Thomas Page,William Castle",6437,5991
Bert I. Gordon,"Bert I. Gordon,George Worthing Yates",6438,5992
William F. Claxton,"Don Holliday,Gene R. Kearney",6439,5993
William Girdler,"Graham Masterton,William Girdler",6440,5994
Robert Clouse,"Robert Clouse,David Fisher",6441,5995
Joseph Pevney,Warren Douglas,6442,5996
John Frankenheimer,David Seltzer,6443,5997
Brant Sersen,Brant Sersen,6444,5998
"James Cameron,Ovidio G. Assonitis","Ovidio G. Assonitis,James Cameron",6445,5999
Antonio Margheriti,Michael Rogers,6446,6000
William Grefe,"William Grefe,Robert W. Morgan",6447,6001
Arthur Cullipher,"Nathan Erdel,Todd Rigney",6448,6002
René Cardona Jr.,"René Cardona Jr.,Carlos Valdemar",6449,6003
Vidhu Vinod Chopra,"Vidhu Vinod Chopra,Abhijat Joshi",6450,6004
James Glickenhaus,James Glickenhaus,6451,6005
Herb Freed,"Anne Marisse,Herb Freed",6452,6006
Jim Van Bebber,Jim Van Bebber,6453,6007
Paul Nicholas,"Aaron Butler,Paul Nicholas",6454,6008
"Robert Collector,Ernst R. von Theumer","Robert Collector,Gary Drucker",6455,6009
Ted Nicolaou,"Ted Nicolaou,Mischa Tomski",6456,6010
Joseph Mangine,Mark Patrick Carducci,6457,6011
Jorge Michel Grau,Evan M. Wiener,6458,6012
Thomas S. Hammock,"Jacob Forman,Thomas S. Hammock",6459,6013
Gordon Hessler,James Booth,6460,6014
Sam Firstenberg,"Gary Conway,Gary Conway",6461,6015
Joseph Zito,"James Bruner,Chuck Norris",6462,6016
Gordon Hessler,"Robert Short,Wallace C. Bennett",6463,6017
Eric Karson,"Paul Aaron,Leigh Chapman",6464,6018
Bob Bralver,"Greg Latter,George Saunders",6465,6019
Cedric Sundstrom,"Avi Kleinberger,Gideon Amir",6466,6020
