ounces,abv,original_index,unique_index,count
12.0 ounce,0.05%,1983,208,15.0
12.0 oz,0.056,1984,97,5.0
16.0 oz,0.052,1985,117,12.0
12.0 oz,0.042,1986,56,4.0
16.0 ounce,0.065,1987,42,8.0
12.0 oz,0.048%,1988,205,4.0
12.0 ounce,0.065%,1989,86,5.0
12.0 oz.,0.065,1990,41,18.0
12.0 oz,0.049%,1991,572,3.0
12.0 oz,0.057,1992,502,3.0
12.0 oz. Alumi-Tek,0.065,1993,667,1.0
12.0 oz.,0.047,1994,138,15.0
12.0 oz. Alumi-Tek,0.047,1995,229,2.0
12.0 oz,0.054,1996,245,6.0
12.0 ounce,0.047,1997,192,3.0
12.0 oz.,0.052000000000000005%,1998,373,10.0
12.0 oz. Alumi-Tek,0.063,1999,344,2.0
12.0 oz,0.047%,2000,517,5.0
12.0 oz,0.047%,2001,517,5.0
16.0 oz.,0.047%,2002,104,4.0
12.0 oz.,0.062,2003,113,14.0
16.0 ounce,0.057,2004,668,1.0
16.0 oz,0.052000000000000005%,2005,48,2.0
12.0 oz. Alumi-Tek,0.05,2006,224,3.0
12.0 oz. Alumi-Tek,0.05%,2007,348,3.0
12.0 oz,0.035,2008,36,3.0
12.0 oz.,0.049,2009,25,17.0
12.0 ounce,0.057%,2010,669,1.0
12.0 oz,0.054,2011,245,6.0
12.0 oz,0.05%,2012,131,14.0
12.0 ounce,0.054,2013,160,6.0
12.0 oz.,0.047,2014,138,15.0
12.0 oz,0.047,2015,164,12.0
16.0 ounce,0.051%,2016,580,2.0
12.0 OZ.,0.05,2017,107,11.0
12.0 oz.,0.05,2018,34,32.0
12.0 ounce,0.045,2019,237,10.0
12.0 oz,0.045,2020,158,16.0
12.0 oz.,0.051,2021,190,16.0
12.0 oz.,0.05,2022,34,32.0
12.0 oz.,0.07200000000000001%,2023,513,2.0
12.0 oz,0.05,2024,0,28.0
12.0 oz.,0.041,2025,670,2.0
12.0 oz.,0.041,2026,670,2.0
12.0 oz.,0.032,2027,671,1.0
12.0 oz.,0.053,2028,77,9.0
12.0 ounce,0.053,2029,531,3.0
16.0 ounce,0.047%,2030,672,1.0
16.0 oz.,0.083%,2031,673,1.0
16.0 ounce,0.052,2032,307,8.0
16.0 ounce,0.054,2033,51,4.0
16.0 oz.,0.054,2034,364,7.0
16.0 ounce,0.057999999999999996%,2035,613,2.0
16.0 oz.,0.083,2036,674,1.0
16.0 ounce,0.099%,2037,196,2.0
16.0 oz,0.09,2038,457,2.0
16.0 ounce,0.053%,2039,296,3.0
16.0 oz. Alumi-Tek,0.064,2040,414,2.0
16.0 oz,0.063,2041,271,5.0
16.0 oz.,0.064,2042,615,4.0
16.0 oz,0.064,2043,642,2.0
16.0 ounce,,2044,381,
16.0 ounce,0.09,2045,253,4.0
16.0 oz. Silo Can,0.065%,2046,675,1.0
16.0 oz,0.075,2047,335,4.0
16.0 ounce,0.055999999999999994%,2048,676,1.0
16.0 oz.,0.099,2049,314,3.0
16.0 oz.,0.063,2050,261,8.0
16.0 OZ.,,2051,377,
16.0 ounce,0.054,2052,51,4.0
16.0 oz.,0.071%,2053,677,1.0
16.0 oz.,0.054,2054,364,7.0
16.0 oz,0.099%,2055,678,3.0
16.0 oz,0.07%,2056,163,4.0
16.0 ounce,0.09,2057,253,4.0
16.0 oz. Alumi-Tek,0.055,2058,561,3.0
16.0 oz,0.052,2059,117,12.0
16.0 oz,0.052,2060,117,12.0
16.0 oz,0.08,2061,365,6.0
16.0 oz.,0.091%,2062,679,1.0
16.0 oz,0.09%,2063,277,3.0
16.0 oz.,0.075,2064,189,7.0
16.0 ounce,0.055,2065,199,10.0
16.0 oz,0.099%,2066,678,3.0
16.0 oz.,0.054,2067,364,7.0
16.0 oz,0.053,2068,195,3.0
16.0 oz. Alumi-Tek,0.055999999999999994%,2069,680,1.0
12.0 OZ.,0.045,2070,290,4.0
12.0 ounce,0.07,2071,33,15.0
16.0 oz.,0.07200000000000001%,2072,681,2.0
16.0 oz.,0.057,2073,441,2.0
16.0 oz,0.099%,2074,678,3.0
16.0 ounce,0.073%,2075,682,1.0
16.0 ounce,0.075,2076,129,4.0
16.0 ounce,0.04,2077,455,3.0
16.0 oz,0.055,2078,96,11.0
16.0 oz,0.051,2079,332,8.0
16.0 oz.,0.051,2080,264,5.0
16.0 OZ.,0.09699999999999999%,2081,683,1.0
16.0 oz.,0.051%,2082,329,3.0
16.0 oz.,0.067,2083,351,2.0
16.0 oz. Alumi-Tek,0.062,2084,684,1.0
12.0 oz,0.073,2085,685,2.0
12.0 oz.,0.05%,2086,246,16.0
12.0 OZ.,0.056,2087,686,1.0
12.0 OZ.,0.05,2088,107,11.0
12.0 oz,0.059000000000000004%,2089,215,6.0
12.0 OZ.,0.045,2090,290,4.0
12.0 oz.,0.055,2091,8,27.0
12.0 oz.,0.057%,2092,177,6.0
12.0 oz.,0.064%,2093,233,2.0
12.0 oz.,0.054,2094,162,5.0
12.0 ounce,0.08,2095,419,4.0
12.0 oz.,0.05%,2096,246,16.0
24.0 oz.,0.05,2097,546,2.0
12.0 oz. Silo Can,0.05,2098,687,1.0
24.0 oz.,0.049%,2099,688,1.0
24.0 oz.,0.05%,2100,689,1.0
12.0 oz,0.05,2101,0,28.0
12.0 ounce,0.049%,2102,302,5.0
16.9 OZ.,0.085,2103,690,1.0
16.0 oz.,0.048%,2104,358,4.0
16.0 oz.,0.062,2105,265,7.0
16.0 OZ.,0.055999999999999994%,2106,691,1.0
16.0 oz,0.05,2107,63,15.0
16.0 oz,0.068%,2108,289,5.0
16.0 oz,0.044000000000000004%,2109,692,1.0
16.0 ounce,0.072,2110,503,3.0
16.0 oz.,0.05,2111,105,17.0
16.0 ounce,0.05%,2112,276,6.0
16.0 oz.,0.052,2113,73,13.0
16.0 OZ.,0.085,2114,693,2.0
12.0 ounce,0.05,2115,146,25.0
16.0 oz,0.05,2116,63,15.0
16.0 oz.,0.07200000000000001%,2117,681,2.0
16.0 oz.,0.044,2118,694,1.0
16.0 oz,0.05%,2119,695,2.0
16.0 oz,0.063,2120,271,5.0
16.0 oz. Alumi-Tek,0.068,2121,230,2.0
16.0 oz.,0.055999999999999994%,2122,274,5.0
16.0 oz.,0.055,2123,66,13.0
16.0 oz. Alumi-Tek,0.07%,2124,422,2.0
16.0 oz.,0.065,2125,250,14.0
16.0 oz.,0.07%,2126,268,5.0
16.0 oz,0.057,2127,439,4.0
12.0 oz,0.08,2128,346,7.0
12.0 ounce,0.057,2129,91,9.0
12.0 oz.,0.064,2130,137,2.0
12.0 oz.,0.055,2131,8,27.0
12.0 oz.,0.048%,2132,89,7.0
12.0 oz. Alumi-Tek,0.04%,2133,415,3.0
12.0 ounce,0.066,2134,165,3.0
12.0 oz,0.047%,2135,517,5.0
12.0 ounce,0.055,2136,55,27.0
12.0 oz,0.063,2137,139,5.0
12.0 oz,0.056,2138,97,5.0
12.0 oz.,0.071,2139,448,3.0
16.0 oz,0.06,2140,248,6.0
16.0 oz.,0.096%,2141,696,1.0
16.0 oz.,0.08,2142,188,10.0
16.0 oz.,0.07,2143,118,8.0
16.0 oz. Alumi-Tek,0.08,2144,697,2.0
16.0 oz. Alumi-Tek,0.08,2145,697,2.0
12.0 ounce,0.046%,2146,698,1.0
12.0 ounce,0.07%,2147,151,3.0
12.0 ounce,0.048%,2148,141,5.0
12.0 oz.,0.059,2149,35,6.0
12.0 ounce,0.05,2150,146,25.0
12.0 oz,0.073,2151,685,2.0
12.0 oz,0.07%,2152,124,6.0
16.0 oz,0.052,2153,117,12.0
16.0 oz,0.057%,2154,339,2.0
16.0 ounce,0.063,2155,496,2.0
16.0 ounce,0.052,2156,307,8.0
16.0 oz.,0.055%,2157,130,8.0
16.0 oz,0.05,2158,63,15.0
16.0 oz.,0.069,2159,45,6.0
16.0 oz,0.099,2160,263,5.0
12.0 ounce,0.046,2161,353,6.0
12.0 oz. Alumi-Tek,0.045,2162,156,4.0
12.0 ounce,,2163,212,
16.0 oz.,0.052,2164,73,13.0
12.0 OZ.,0.058,2165,611,2.0
16.0 oz.,0.059,2166,429,4.0
16.0 oz.,0.047,2167,699,1.0
12.0 oz.,0.044,2168,175,3.0
12.0 oz. Alumi-Tek,0.048,2169,207,3.0
12.0 oz,0.052000000000000005%,2170,374,6.0
12.0 oz,0.040999999999999995%,2171,700,1.0
12.0 ounce,0.049,2172,23,5.0
12.0 ounce,0.051%,2173,512,3.0
12.0 oz. Alumi-Tek,0.04%,2174,415,3.0
12.0 oz.,0.062,2175,113,14.0
12.0 oz.,0.062,2176,113,14.0
12.0 oz. Silo Can,0.053,2177,701,1.0
12.0 oz,0.06,2178,90,10.0
16.0 oz,0.055%,2179,406,4.0
16.0 oz.,0.055,2180,66,13.0
16.0 oz,0.054,2181,50,4.0
16.0 OZ.,0.053,2182,702,2.0
12.0 ounce,0.052,2183,135,10.0
12.0 oz,0.065%,2184,420,5.0
12.0 oz,0.075,2185,345,3.0
12.0 oz,,2186,220,
16.0 ounce,0.058,2187,453,4.0
16.0 oz,0.052,2188,117,12.0
16.0 oz,0.12,2189,703,1.0
16.0 OZ.,0.055%,2190,704,1.0
16.0 ounce,0.085,2191,564,3.0
16.0 oz.,0.058,2192,173,5.0
16.0 oz,0.051,2193,332,8.0
16.0 oz.,0.052,2194,73,13.0
16.0 oz.,0.045,2195,409,7.0
12.0 ounce,0.055,2196,55,27.0
12.0 oz,0.07%,2197,124,6.0
12.0 oz,0.07,2198,93,8.0
12.0 ounce,0.05,2199,146,25.0
12.0 oz.,0.045,2200,57,15.0
12.0 oz,0.055,2201,54,15.0
12.0 oz.,0.045,2202,57,15.0
12.0 oz.,0.073,2203,11,4.0
12.0 oz.,0.055%,2204,39,16.0
16.0 oz.,0.05,2205,105,17.0
16.0 oz.,0.068,2206,554,5.0
12.0 oz.,0.062,2207,113,14.0
12.0 oz,0.065%,2208,420,5.0
12.0 oz. Alumi-Tek,0.06,2209,17,3.0
12.0 oz.,0.057,2210,125,9.0
12.0 ounce,0.05,2211,146,25.0
12.0 ounce,0.08%,2212,705,1.0
16.0 ounce,0.082,2213,58,2.0
16.0 ounce,0.075,2214,129,4.0
12.0 oz.,0.045,2215,57,15.0
16.0 ounce,0.08199999999999999%,2216,706,1.0
12.0 ounce,0.075%,2217,707,3.0
12.0 oz.,0.055%,2218,39,16.0
16.0 ounce,0.062,2219,84,4.0
12.0 ounce,0.054000000000000006%,2220,631,2.0
12.0 oz. Alumi-Tek,0.075,2221,708,1.0
12.0 oz.,0.051%,2222,116,5.0
12.0 oz,0.041,2223,709,1.0
12.0 oz,0.048,2224,484,4.0
12.0 oz,0.052000000000000005%,2225,374,6.0
12.0 ounce,0.062%,2226,244,3.0
12.0 ounce,0.048,2227,170,11.0
12.0 oz.,0.062%,2228,349,6.0
12.0 ounce,0.057,2229,91,9.0
12.0 ounce,0.054,2230,160,6.0
12.0 oz,0.052,2231,114,17.0
12.0 oz.,0.062,2232,113,14.0
12.0 ounce,0.048,2233,170,11.0
12.0 ounce,0.046,2234,353,6.0
16.0 oz,0.063,2235,271,5.0
12.0 oz,0.057999999999999996%,2236,171,7.0
12.0 oz.,0.057999999999999996%,2237,94,7.0
12.0 oz.,0.051%,2238,116,5.0
12.0 oz. Alumi-Tek,0.051%,2239,710,1.0
12.0 oz,0.077,2240,5,2.0
12.0 ounce,0.045,2241,237,10.0
12.0 ounce,0.065,2242,7,11.0
12.0 oz,0.07,2243,93,8.0
12.0 OZ.,0.065%,2244,711,1.0
12.0 oz,0.045,2245,158,16.0
16.0 oz.,0.05,2246,105,17.0
12.0 oz,0.06,2247,90,10.0
12.0 oz.,0.072,2248,10,11.0
12.0 oz,0.048%,2249,205,4.0
12.0 ounce,0.05%,2250,208,15.0
12.0 OZ.,0.05,2251,107,11.0
12.0 oz,0.04,2252,456,3.0
12.0 oz.,0.04,2253,223,8.0
12.0 OZ.,0.073%,2254,447,2.0
12.0 ounce,0.04%,2255,712,1.0
12.0 oz,0.04%,2256,391,3.0
12.0 oz.,0.073,2257,11,4.0
12.0 oz.,0.04%,2258,499,3.0
12.0 oz.,0.04,2259,223,8.0
12.0 ounce,0.055,2260,55,27.0
16.0 oz,0.06%,2261,585,3.0
16.0 oz.,0.047%,2262,104,4.0
16.0 ounce,0.065,2263,42,8.0
16.0 ounce,0.065%,2264,69,7.0
16.0 oz,0.065,2265,238,8.0
16.0 ounce,0.001%,2266,713,1.0
16.0 oz,0.068%,2267,289,5.0
16.0 oz.,0.064,2268,615,4.0
16.0 oz.,0.078,2269,714,1.0
16.0 OZ.,0.085,2270,693,2.0
12.0 oz,0.085,2271,371,3.0
12.0 OZ.,0.042%,2272,715,1.0
12.0 oz,0.055,2273,54,15.0
12.0 oz.,0.06,2274,16,31.0
16.0 oz.,0.045,2275,409,7.0
16.0 oz. Alumi-Tek,0.045,2276,337,2.0
16.0 oz.,0.06,2277,70,12.0
19.2 oz.,0.128%,2278,716,1.0
19.2 oz,0.10400000000000001%,2279,717,1.0
19.2 oz.,0.068,2280,718,1.0
19.2 OZ.,0.099,2281,719,1.0
19.2 OZ.,0.076,2282,720,1.0
12.0 oz.,0.06,2283,16,31.0
12.0 oz.,0.065%,2284,313,11.0
19.2 oz,0.075,2285,721,1.0
19.2 oz.,0.099,2286,722,1.0
16.0 oz.,0.082,2287,278,4.0
16.0 ounce,0.077,2288,635,2.0
12.0 oz.,0.075,2289,405,4.0
12.0 oz.,0.069%,2290,488,6.0
12.0 ounce,0.048%,2291,141,5.0
12.0 oz,0.048,2292,484,4.0
12.0 oz,0.067,2293,393,4.0
12.0 oz.,0.058,2294,606,7.0
12.0 ounce,0.072,2295,723,1.0
16.0 OZ.,0.053,2296,702,2.0
12.0 oz,0.065%,2297,420,5.0
12.0 oz.,0.04%,2298,499,3.0
12.0 ounce,0.09,2299,596,3.0
12.0 oz. Alumi-Tek,0.08%,2300,724,1.0
12.0 ounce,0.06,2301,15,13.0
12.0 oz.,0.06,2302,16,31.0
12.0 ounce,0.04,2303,320,7.0
12.0 ounce,0.09,2304,596,3.0
12.0 ounce,0.04,2305,320,7.0
16.0 oz.,0.068,2306,554,5.0
16.0 oz.,0.069,2307,45,6.0
16.0 ounce,0.068%,2308,301,2.0
16.0 OZ.,0.068,2309,725,1.0
16.0 oz,0.068,2310,298,5.0
12.0 ounce,0.052,2311,135,10.0
12.0 oz,0.092,2312,726,1.0
12.0 oz.,0.079,2313,21,2.0
12.0 OZ.,0.075%,2314,727,1.0
12.0 oz.,0.092,2315,143,4.0
12.0 oz. Alumi-Tek,0.073,2316,728,1.0
12.0 ounce,0.075%,2317,707,3.0
12.0 oz,0.04,2318,456,3.0
12.0 oz,0.06%,2319,148,8.0
12.0 OZ.,0.055999999999999994%,2320,650,2.0
12.0 OZ.,0.047,2321,325,3.0
12.0 ounce,0.085,2322,412,5.0
12.0 OZ.,0.047,2323,325,3.0
12.0 ounce,0.051%,2324,512,3.0
12.0 oz,0.04%,2325,391,3.0
12.0 oz.,0.052,2326,326,11.0
12.0 oz.,0.045%,2327,6,11.0
12.0 oz.,0.06%,2328,178,8.0
12.0 oz.,0.047,2329,138,15.0
16.0 oz,0.052,2330,117,12.0
16.0 oz.,0.054,2331,364,7.0
16.0 oz.,0.07,2332,118,8.0
16.0 oz.,0.07,2333,118,8.0
12.0 oz.,0.09%,2334,729,1.0
12.0 oz.,0.07,2335,26,11.0
12.0 ounce,0.055,2336,55,27.0
12.0 oz.,,2337,219,
12.0 ounce,0.055,2338,55,27.0
12.0 ounce,0.04,2339,320,7.0
12.0 oz.,0.05,2340,34,32.0
12.0 oz,0.068,2341,485,3.0
12.0 oz.,0.057,2342,125,9.0
12.0 oz,0.052000000000000005%,2343,374,6.0
12.0 oz,0.058,2344,241,8.0
16.0 ounce,,2345,381,
12.0 oz,0.08%,2346,216,2.0
12.0 ounce,,2347,212,
12.0 ounce,0.075%,2348,707,3.0
12.0 oz,,2349,220,
12.0 oz.,0.049%,2350,24,5.0
12.0 oz,0.052000000000000005%,2351,374,6.0
12.0 oz,0.055%,2352,38,6.0
12.0 oz.,0.05,2353,34,32.0
12.0 oz.,0.055,2354,8,27.0
12.0 ounce,0.055%,2355,315,5.0
16.0 ounce,0.06,2356,102,7.0
12.0 oz,0.049,2357,218,7.0
12.0 oz.,0.049,2358,25,17.0
12.0 oz.,0.049,2359,25,17.0
12.0 oz. Alumi-Tek,0.082,2360,730,2.0
12.0 oz,0.045,2361,158,16.0
12.0 ounce,0.05,2362,146,25.0
12.0 OZ.,0.052,2363,331,3.0
12.0 oz,0.082,2364,76,3.0
12.0 oz. Alumi-Tek,0.082,2365,730,2.0
12.0 oz,0.042%,2366,574,2.0
12.0 oz.,0.06,2367,16,31.0
12.0 ounce,0.045%,2368,362,3.0
12.0 oz,0.055999999999999994%,2369,182,4.0
12.0 oz,0.068%,2370,483,3.0
12.0 oz.,0.057,2371,125,9.0
12.0 ounce,0.045,2372,237,10.0
12.0 oz,0.051,2373,134,9.0
16.0 oz. Alumi-Tek,0.054000000000000006%,2374,451,2.0
16.0 oz.,0.075,2375,189,7.0
16.0 oz.,0.05,2376,105,17.0
16.0 ounce,0.072,2377,503,3.0
16.0 oz,0.05%,2378,695,2.0
16.0 ounce,0.07400000000000001%,2379,411,2.0
16.0 oz,0.08,2380,365,6.0
12.0 oz.,0.055%,2381,39,16.0
12.0 ounce,0.071%,2382,407,3.0
12.0 oz.,0.052,2383,326,11.0
12.0 OZ.,0.048,2384,486,3.0
12.0 oz,0.059000000000000004%,2385,215,6.0
12.0 ounce,0.062,2386,127,7.0
12.0 OZ.,0.045,2387,290,4.0
12.0 oz.,0.057999999999999996%,2388,94,7.0
12.0 oz.,0.045%,2389,6,11.0
12.0 oz,0.059000000000000004%,2390,215,6.0
12.0 oz.,0.047,2391,138,15.0
12.0 oz,0.05,2392,0,28.0
12.0 ounce,0.065%,2393,86,5.0
12.0 oz.,0.028,2394,731,1.0
16.0 oz,0.065,2395,238,8.0
12.0 oz.,0.069,2396,193,5.0
12.0 oz,0.045,2397,158,16.0
12.0 oz,0.077%,2398,732,1.0
12.0 oz,0.069,2399,166,5.0
12.0 oz,0.06,2400,90,10.0
12.0 oz.,0.042,2401,88,12.0
12.0 oz,0.08199999999999999%,2402,733,1.0
12.0 oz.,0.055%,2403,39,16.0
12.0 oz.,0.075,2404,405,4.0
12.0 oz.,0.067,2405,142,4.0
12.0 oz. Alumi-Tek,0.052,2406,243,5.0
12.0 oz.,0.055%,2407,39,16.0
12.0 ounce,0.055%,2408,315,5.0
12.0 oz.,0.052,2409,326,11.0
