beer_name,brewery_name,original_index,unique_index,count
Sea Hag IPA,New England Brewing Company,1461,1414,1
Elm City Pilsner,New England Brewing Company,1462,1415,1
Atlantic Amber Ale (2004),New England Brewing Company,1463,1416,1
668 Neighbor of the Beast12 oz.,New England Brewing Company,1464,1417,1
Gandhi-Bot Double IPA (12 oz.),New England Brewing Company,1465,1418,1
668 Neighbor of the Beast (16 oz.) (2010),New England Brewing Company,1466,1419,1
Gandhi-Bot Double IPA (16 oz.) (2010),New England Brewing Company,1467,1420,1
Elm City Lager (2007),New England Brewing Company,1468,1421,1
Atlantic Amber Ale (2007),New England Brewing Company,1469,1422,1
Sea Hag IPA (Current),New England Brewing Company,1470,1423,1
Rebirth Pale Ale,New Orleans Lager & Ale Brewing ...,1471,1424,1
Irish Channel Stout,New Orleans Lager & Ale Brewing ...,1472,1425,1
MechaHopzilla,New Orleans Lager & Ale Brewing ...,1473,1426,1
Hopitoulas IPA,New Orleans Lager & Ale Brewing ...,1474,1427,1
NOLA Brown Ale,New Orleans Lager & Ale Brewing ...,1475,1428,1
NOLA Blonde Ale,New Orleans Lager & Ale Brewing ...,1476,1429,1
Skylight,New Republic Brewing Company,1477,1430,1
Kadigan,New Republic Brewing Company,1478,1431,1
Dammit Jim!,New Republic Brewing Company,1479,1432,1
Nut Brown Ale,New South Brewing Company,1480,1433,1
White Ale,New South Brewing Company,1481,1434,1
Cream Ale,Newburgh Brewing Company,1482,1435,1
Green Head IPA,Newburyport Brewing Company,1483,1436,1
Plum Island Belgian White,Newburyport Brewing Company,1484,1437,1
Newburyport Pale Ale,Newburyport Brewing Company,1485,1438,1
Marblehead,Night Shift Brewing,1486,1439,1
Jam Session,NoDa Brewing Company,1487,1440,1
Hop Drop 'N Roll IPA,NoDa Brewing Company,1488,1441,1
Paleo IPA,North Country Brewing Company,1489,1442,1
Buck Snort Stout,North Country Brewing Company,1490,1443,1
Station 33 Firehouse Red,North Country Brewing Company,1491,1444,1
Slimy Pebble Pils,North Country Brewing Company,1492,1445,1
Get Together,NorthGate Brewing,1493,1446,1
Maggie's Leap,NorthGate Brewing,1494,1447,1
Wall's End,NorthGate Brewing,1495,1448,1
Pumpion,NorthGate Brewing,1496,1449,1
Stronghold,NorthGate Brewing,1497,1450,1
Parapet ESB,NorthGate Brewing,1498,1451,1
Blue Boots IPA,Northampton Brewery,1499,1452,1
Hoppy Bitch IPA,Northwest Brewing Company,1500,1453,1
Three Skulls Ale Pale Ale,Northwest Brewing Company,1501,1454,1
Walter's Premium Pilsener Beer,Northwoods Brewpub,1502,1455,1
Floppin' Crappie,Northwoods Brewpub,1503,1456,1
Left of the Dial IPA,Notch Brewing Company,1504,1457,1
Notch Session Pils,Notch Brewing Company,1505,1458,1
O'Fallon Pumpkin Beer,O'Fallon Brewery,1506,1459,1
5 Day IPA,O'Fallon Brewery,1507,1460,1
O'Fallon Wheach,O'Fallon Brewery,1508,1461,1
Watershed IPA,Oakshire Brewing,1509,1462,1
Oakshire Amber Ale,Oakshire Brewing,1510,1463,1
Overcast Espresso Stout,Oakshire Brewing,1511,1464,1
Watershed IPA (2013),Oakshire Brewing,1512,1465,1
Lake Monster,Oasis Texas Brewing Company,1513,1466,1
London Homesick Ale,Oasis Texas Brewing Company,1514,1467,1
Luchesa Lager,Oasis Texas Brewing Company,1515,1468,1
Slow Ride,Oasis Texas Brewing Company,1516,1469,1
Occidental Hefeweizen,Occidental Brewing Company,1517,1470,1
Occidental Dunkel,Occidental Brewing Company,1518,1471,1
Occidental Altbier,Occidental Brewing Company,1519,1472,1
Occidental Kölsch,Occidental Brewing Company,1520,1473,1
Perpetual Darkness,Odyssey Beerwerks,1521,1474,1
Clan Warrior,Odyssey Beerwerks,1522,1475,1
Psycho Penguin Vanilla Porter,Odyssey Beerwerks,1523,1476,1
Heliocentric Hefeweizen,Odyssey Beerwerks,1524,1477,1
Ghose Drifter Pale Ale,Odyssey Beerwerks,1525,1478,1
Ghost Rider Pale Ale (2013),Odyssey Beerwerks,1526,1479,1
Helios Hefeweizen (2013),Odyssey Beerwerks,1527,1480,1
The Hole in Hadrian's Wall,Okoboji Brewing Company,1528,1481,1
33 Select Brown Ale,Okoboji Brewing Company,1529,1482,1
Midwest Charm Farmhouse Ale,Okoboji Brewing Company,1530,1483,1
Boji Blue Pale Ale,Okoboji Brewing Company,1531,1484,1
Winter Games Select #32 Stout,Okoboji Brewing Company,1532,1485,1
Boji Beach Golden Rye Ale,Okoboji Brewing Company,1533,1486,1
Hopsmith Pale Lager,Old Forge Brewing Company,1534,1487,1
Falling Down Brown Ale,Old Forge Brewing Company,1535,1488,1
Resolution Rye Stout,Old Forge Brewing Company,1536,1489,1
Plowshare Porter,Old Forge Brewing Company,1537,1490,1
Old Forge Pumpkin Ale,Old Forge Brewing Company,1538,1491,1
Endless Sun Ale,Old Forge Brewing Company,1539,1492,1
Celestial Blonde Ale,Old Forge Brewing Company,1540,1493,1
Overbite IPA,Old Forge Brewing Company,1541,1494,1
T-Rail Pale Ale,Old Forge Brewing Company,1542,1495,1
Endless Summer Ale (2011),Old Forge Brewing Company,1543,1496,1
Clem's Gold,Orlison Brewing Company,1544,1497,1
Lizzy's Red,Orlison Brewing Company,1545,1498,1
Orlison India Pale Lager,Orlison Brewing Company,1546,1499,1
Brünette,Orlison Brewing Company,1547,1500,1
Havanüther,Orlison Brewing Company,1548,1501,1
Lyric Ale,Orpheus Brewing,1549,1502,1
Atalanta,Orpheus Brewing,1550,1503,1
Pinner Throwback IPA,Oskar Blues Brewery,1551,1504,1
Centennial State Pale Ale,Oskar Blues Brewery,1552,1505,1
Old Chub NITRO,Oskar Blues Brewery,1553,1506,1
The CROWLER™,Oskar Blues Brewery,1554,1507,1
CAN'D AID Foundation,Oskar Blues Brewery,1555,1508,1
Icey.P.A.,Oskar Blues Brewery,1556,1509,1
One Nut Brown,Oskar Blues Brewery,1557,1510,1
Birth IPA,Oskar Blues Brewery,1558,1511,1
Dale's Pale Ale,Oskar Blues Brewery,1559,1512,4
Dale's Pale Ale,Oskar Blues Brewery,1560,1512,4
Mama's Little Yella Pils,Oskar Blues Brewery,1561,1513,2
oSKAr the G'Rauch,Oskar Blues Brewery,1562,1514,2
oSKAr the G'Rauch,Oskar Blues Brewery,1563,1514,2
Dale's Pale Ale,Oskar Blues Brewery,1564,1512,4
The Deuce,Oskar Blues Brewery,1565,1515,1
Dale's Pale Ale (10 Year Anniversary),Oskar Blues Brewery,1566,1516,1
Dale's Pale Ale (2012),Oskar Blues Brewery,1567,1517,1
Gordon Imperial Red (2010),Oskar Blues Brewery,1568,1518,1
Dale's Pale Ale (2011),Oskar Blues Brewery,1569,1519,1
Dale's Pale Ale (2010),Oskar Blues Brewery,1570,1520,1
G'KNIGHT (16 oz.),Oskar Blues Brewery,1571,1521,1
15th Anniversary Abbey Ale (2012),Oskar Blues Brewery,1572,1522,1
Chaka,Oskar Blues Brewery,1573,1523,1
HGH (Home Grown Hops): Part Duh,Oskar Blues Brewery,1574,1524,1
Deviant Dale's IPA,Oskar Blues Brewery,1575,1525,1
One Hit Wonder,Oskar Blues Brewery,1576,1526,1
G'KNIGHT (12 oz.),Oskar Blues Brewery,1577,1527,1
Ten Fidy Imperial Stout,Oskar Blues Brewery,1578,1528,1
Mama's Little Yella Pils,Oskar Blues Brewery,1579,1513,2
GUBNA Imperial IPA,Oskar Blues Brewery,1580,1529,1
Old Chub,Oskar Blues Brewery,1581,1530,1
Gordon Ale (2009),Oskar Blues Brewery,1582,1531,1
Dale's Pale Ale,Oskar Blues Brewery,1583,1512,4
Gordon (2005),Oskar Blues Brewery,1584,1532,1
Ten Fidy Imperial Stout (2008),Oskar Blues Brewery,1585,1533,1
Ten Fidy Imperial Stout (2007),Oskar Blues Brewery,1586,1534,1
Old Chub (2008),Oskar Blues Brewery,1587,1535,1
Old Chub (2004),Oskar Blues Brewery,1588,1536,1
Old Chub (2003),Oskar Blues Brewery,1589,1537,1
Dale's Pale Ale (2008),Oskar Blues Brewery,1590,1538,1
Dale's Pale Ale (2006),Oskar Blues Brewery,1591,1539,1
Dale's Pale Ale (2004),Oskar Blues Brewery,1592,1540,1
Dale's Pale Ale (2003),Oskar Blues Brewery,1593,1541,1
Dale's Pale Ale (2002),Oskar Blues Brewery,1594,1542,1
Leroy (2005),Oskar Blues Brewery,1595,1543,1
Gordon Beer (2006),Oskar Blues Brewery,1596,1544,1
G'KNIGHT,Oskar Blues Brewery (North Carol...,1597,1545,1
Ten Fidy,Oskar Blues Brewery (North Carol...,1598,1546,1
Deviant Dale's IPA,Oskar Blues Brewery (North Carol...,1599,1547,1
Old Chub,Oskar Blues Brewery (North Carol...,1600,1548,1
Dale's Pale Ale,Oskar Blues Brewery (North Carol...,1601,1549,2
Dale's Pale Ale,Oskar Blues Brewery (North Carol...,1602,1549,2
Fresh Slice White IPA,Otter Creek Brewing,1603,1550,1
Overgrown American Pale Ale,Otter Creek Brewing,1604,1551,1
Ozark American Pale Ale,Ozark Beer Company,1605,1552,1
Hula Hoppie Session IPA,Palisade Brewing Company,1606,1553,1
Dirty Hippie Dark Wheat,Palisade Brewing Company,1607,1554,1
Rustic Red,Pateros Creek Brewing Company,1608,1555,1
Stimulator Pale Ale,Pateros Creek Brewing Company,1609,1556,1
Old Town Ale,Pateros Creek Brewing Company,1610,1557,1
Car 21,Pateros Creek Brewing Company,1611,1558,1
Cache La Porter,Pateros Creek Brewing Company,1612,1559,1
Rodeo Rye Pale Ale,Payette Brewing Company,1613,1560,1
Outlaw IPA,Payette Brewing Company,1614,1561,1
North Fork Lager,Payette Brewing Company,1615,1562,1
Payette Pale Ale,Payette Brewing Company,1616,1563,1
Mutton Buster,Payette Brewing Company,1617,1564,1
Side Kick Kölsch,Peace Tree Brewing Company,1618,1565,1
Fresh Cut Pilsner,Peak Organic Brewing Company,1619,1566,1
Summer Session Ale,Peak Organic Brewing Company,1620,1567,1
Lobo Lito,Pedernales Brewing Company,1621,1568,1
Robert Earl Keen Honey Pils,Pedernales Brewing Company,1622,1569,1
Mound Builder IPA,People's Brewing Company,1623,1570,1
Amazon Princess IPA,People's Brewing Company,1624,1571,1
Farmer's Daughter Wheat,People's Brewing Company,1625,1572,1
People's Pilsner,People's Brewing Company,1626,1573,1
Hotbox Brown,Perrin Brewing Company,1627,1574,1
Gold,Perrin Brewing Company,1628,1575,1
Black,Perrin Brewing Company,1629,1576,1
98 Problems (Cuz A Hop Ain't One),Perrin Brewing Company,1630,1577,1
Veteran’s Pale Ale (VPA),Perrin Brewing Company,1631,1578,1
Grapefruit IPA,Perrin Brewing Company,1632,1579,1
Pete's ESP Lager (1998),Pete's Brewing Company,1633,1580,1
Pete's Wicked Summer Brew (1995),Pete's Brewing Company,1634,1581,1
Pete's Wicked Bohemian Pilsner (1997),Pete's Brewing Company,1635,1582,1
Pete's Wicked Pale Ale (1997),Pete's Brewing Company,1636,1583,1
Pete's Wicked Summer Brew (2002),Pete's Brewing Company,1637,1584,1
Pete's Wicked Summer Brew (1997),Pete's Brewing Company,1638,1585,1
Pete's Wicked Summer Brew (1996),Pete's Brewing Company,1639,1586,1
Sparkle,Petoskey Brewing,1640,1587,1
North 45 Amber Ale,Petoskey Brewing,1641,1588,1
Horny Monk,Petoskey Brewing,1642,1589,1
Mind's Eye PA,Petoskey Brewing,1643,1590,1
Camelback,Phoenix Ale Brewery,1644,1591,1
Local 5 Pale Ale,Pikes Peak Brewing Company,1645,1592,1
Devils Head Red Ale,Pikes Peak Brewing Company,1646,1593,1
Elephant Rock IPA,Pikes Peak Brewing Company,1647,1594,1
Black Bay Milk Stout,Pine Street Brewery,1648,1595,1
Atom Splitter Pale Ale,Pine Street Brewery,1649,1596,1
Hot Date Ale,Piney River Brewing Company,1650,1597,1
Masked Bandit IPA,Piney River Brewing Company,1651,1598,1
Sweet Potato Ale,Piney River Brewing Company,1652,1599,1
Float Trip Ale,Piney River Brewing Company,1653,1600,1
Old Tom Porter,Piney River Brewing Company,1654,1601,1
Black Walnut Wheat,Piney River Brewing Company,1655,1602,1
McKinney Eddy Amber Ale,Piney River Brewing Company,1656,1603,1
Missouri Mule India Pale Ale,Piney River Brewing Company,1657,1604,1
Blood of the Unicorn,Pipeworks Brewing Company,1658,1605,1
GreyBeard™ IPA,Pisgah Brewing Company,1659,1606,1
Pisgah Pale Ale,Pisgah Brewing Company,1660,1607,1
PONTO S.I.P.A.,Pizza Port Brewing Company,1661,1608,1
Chronic Ale,Pizza Port Brewing Company,1662,1609,1
Swami's India Pale Ale,Pizza Port Brewing Company,1663,1610,1
New Cleveland Palesner,Platform Beer Company,1664,1611,1
Mazzie,Pollyanna Brewing Company,1665,1612,1
Big Chuck Barleywine,Portside Brewery,1666,1613,1
Ponderosa IPA,Prescott Brewing Company,1667,1614,1
Liquid Amber Ale,Prescott Brewing Company,1668,1615,1
Morning Wood Wheat (Current),Pug Ryan's Brewery,1669,1616,2
Hideout Helles,Pug Ryan's Brewery,1670,1617,1
Dead Eye Dunkel,Pug Ryan's Brewery,1671,1618,1
Peacemaker Pilsner,Pug Ryan's Brewery,1672,1619,1
Over the Rail Pale Ale,Pug Ryan's Brewery,1673,1620,1
Pallavicini Pilsner (2009),Pug Ryan's Brewery,1674,1621,1
Morning Wood Wheat (Current),Pug Ryan's Brewery,1675,1616,2
Pyramid Hefeweizen (2011),Pyramid Breweries,1676,1622,1
Haywire Hefeweizen (2010),Pyramid Breweries,1677,1623,1
Golden Fleece,Quest Brewing Company,1678,1624,1
Smoking Mirror,Quest Brewing Company,1679,1625,1
Rahr's Blonde,Rahr & Sons Brewing Company,1680,1626,1
Pride of Texas Pale Ale,Rahr & Sons Brewing Company,1681,1627,1
18th Anniversary Gose,Real Ale Brewing Company,1682,1628,1
White (2015),Real Ale Brewing Company,1683,1629,1
BLAKKR,Real Ale Brewing Company,1684,1630,1
Firemans #4 Blonde Ale (2013),Real Ale Brewing Company,1685,1631,1
The Sword Iron Swan Ale,Real Ale Brewing Company,1686,1632,1
Hans' Pils (2015),Real Ale Brewing Company,1687,1633,1
Four Squared (2015),Real Ale Brewing Company,1688,1634,1
Firemans #4 Blonde Ale (2015),Real Ale Brewing Company,1689,1635,1
Watership Brown Ale,Red Hare Brewing Company,1690,1636,1
Gangway IPA,Red Hare Brewing Company,1691,1637,1
Long Day Lager,Red Hare Brewing Company,1692,1638,1
Farmer's Daughter Blonde,Red Shedman Farm Brewery and Hop...,1693,1639,1
Pump House IPA,Red Shedman Farm Brewery and Hop...,1694,1640,1
Suicide Blonde IPA,Red Shedman Farm Brewery and Hop...,1695,1641,1
Vanilla Porter,Red Shedman Farm Brewery and Hop...,1696,1642,1
Honey Rye,Red Shedman Farm Brewery and Hop...,1697,1643,1
Happy Cider,Red Tank Cider Company,1698,1644,1
Long Hammer IPA,Redhook Brewery,1699,1645,2
Long Hammer IPA,Redhook Brewery,1700,1645,2
Copper Hook (2011),Redhook Brewery,1701,1646,1
Nectar of the Hops,Redstone Meadery,1702,1647,1
Sunshine Nectar,Redstone Meadery,1703,1648,1
Black Raspberry Nectar,Redstone Meadery,1704,1649,1
Blood Orange Wit,Refuge Brewery,1705,1650,1
Consilium,Renegade Brewing Company,1706,1651,1
Hammer & Sickle,Renegade Brewing Company,1707,1652,1
Redacted Rye IPA,Renegade Brewing Company,1708,1653,1
Elevation Triple India Pale Ale,Renegade Brewing Company,1709,1654,1
5:00 O'Clock Afternoon Ale,Renegade Brewing Company,1710,1655,1
Ryeteous Rye IPA (2012),Renegade Brewing Company,1711,1656,1
Stout Ol' Friend,Revolution Brewing,1712,1657,1
Stout Ol' Friend (2012),Revolution Brewing,1713,1658,1
Rye Porter,Revolution Brewing,1714,1659,1
Miner's Gold,Revolution Brewing,1715,1660,2
Vienna Lager,Revolution Brewing,1716,1661,1
Jessie's Garage,Revolution Brewing,1717,1662,1
Colorado Red Ale,Revolution Brewing,1718,1663,1
Miner's Gold,Revolution Brewing,1719,1660,2
Fist City,Revolution Brewing Company,1720,1664,1
A Little Crazy,Revolution Brewing Company,1721,1665,1
Rosa Hibiscus Ale,Revolution Brewing Company,1722,1666,1
Fistmas Ale,Revolution Brewing Company,1723,1667,1
Oktoberfest Revolution,Revolution Brewing Company,1724,1668,1
Eugene Porter,Revolution Brewing Company,1725,1669,1
Anti-Hero IPA,Revolution Brewing Company,1726,1670,1
Bottom Up Belgian Wit,Revolution Brewing Company,1727,1671,1
Hustle,Rhinegeist Brewery,1728,1672,1
Pure Fury,Rhinegeist Brewery,1729,1673,1
Dad,Rhinegeist Brewery,1730,1674,1
Panther,Rhinegeist Brewery,1731,1675,1
Franz,Rhinegeist Brewery,1732,1676,1
Zen,Rhinegeist Brewery,1733,1677,1
Truth,Rhinegeist Brewery,1734,1678,1
Cougar,Rhinegeist Brewery,1735,1679,1
Smooth Operator,Right Brain Brewery,1736,1680,1
Gose,Rising Tide Brewing Company,1737,1681,1
Maine Island Trail Ale,Rising Tide Brewing Company,1738,1682,1
River North White Ale,River North Brewery,1739,1683,1
River North Ale,River North Brewery,1740,1684,1
Lil SIPA,Rivertown Brewing Company,1741,1685,1
Hop Bomber Rye Pale Ale,Rivertown Brewing Company,1742,1686,1
Jah Mon,Rivertowne Brewing Company,1743,1687,1
Oktoberfest,Rivertowne Brewing Company,1744,1688,1
Headless Wylie,Rivertowne Brewing Company,1745,1689,1
Dayman IPA,Rivertowne Brewing Company,1746,1690,1
All Aboard! Anniversary Stout,Rivertowne Brewing Company,1747,1691,1
Hop Lace,Rivertowne Brewing Company,1748,1692,1
OH-PA Session Pale Ale,Rivertowne Brewing Company,1749,1693,1
Patrick's Poison,Rivertowne Brewing Company,1750,1694,1
Rudolph's Red,Rivertowne Brewing Company,1751,1695,1
Babbling Blonde,Rivertowne Brewing Company,1752,1696,1
Maxwell's Scottish Ale,Rivertowne Brewing Company,1753,1697,1
Grateful White,Rivertowne Brewing Company,1754,1698,1
RT Lager,Rivertowne Brewing Company,1755,1699,1
Old Wylie's IPA,Rivertowne Brewing Company,1756,1700,1
Hala Kahiki Pineapple Beer,Rivertowne Brewing Company,1757,1701,1
Track 1 Amber Lager,Roanoke Railhouse Brewery,1758,1702,1
Pine Knob Pilsner,Rochester Mills Brewing Company,1759,1703,1
Cal and Co. Black Cherry Porter,Rochester Mills Brewing Company,1760,1704,1
Lazy Daze Lager,Rochester Mills Brewing Company,1761,1705,2
Rochester Red Ale,Rochester Mills Brewing Company,1762,1706,1
Milkshake Stout,Rochester Mills Brewing Company,1763,1707,1
Cornerstone IPA,Rochester Mills Brewing Company,1764,1708,1
Lazy Daze Lager,Rochester Mills Brewing Company,1765,1705,2
Rogue American Amber Ale,Rogue Ales,1766,1709,1
12th Round,RoughTail Brewing Company,1767,1710,1
RoughTail IPA,RoughTail Brewing Company,1768,1711,1
Polar Night Stout,RoughTail Brewing Company,1769,1712,1
Sundown,Round Guys Brewing,1770,1713,1
Sanctified,Round Guys Brewing,1771,1714,1
Fear of a Brett Planet,Round Guys Brewing,1772,1715,1
Original Slacker Ale,Round Guys Brewing,1773,1716,1
Alpha Blackback,Round Guys Brewing,1774,1717,1
Kiss Off IPA,Round Guys Brewing,1775,1718,1
Dog Days Summer Ale,Round Guys Brewing,1776,1719,1
1881 California Red,Ruhstaller Beer Company,1777,1720,1
CAPT Black IPA,Ruhstaller Beer Company,1778,1721,2
Ruhstaller's Gilt Edge Lager Beer,Ruhstaller Beer Company,1779,1722,1
CAPT Black IPA,Ruhstaller Beer Company,1780,1721,2
1881 California Red Ale,Ruhstaller Beer Company,1781,1723,1
Saint Archer White Ale,Saint Archer Brewery,1782,1724,1
Saint Archer IPA,Saint Archer Brewery,1783,1725,1
Saint Archer Pale Ale,Saint Archer Brewery,1784,1726,1
Saint Archer Blonde,Saint Archer Brewery,1785,1727,1
Sex Panther,SanTan Brewing Company,1786,1728,1
Winter Warmer (Vault Series),SanTan Brewing Company,1787,1729,1
Count Hopula (Vault Series),SanTan Brewing Company,1788,1730,1
Oktoberfest,SanTan Brewing Company,1789,1731,1
SunSpot Golden Ale,SanTan Brewing Company,1790,1732,1
I.W.A. (2011),SanTan Brewing Company,1791,1733,1
Supermonk I.P.A.,SanTan Brewing Company,1792,1734,1
Epicenter Amber Ale,SanTan Brewing Company,1793,1735,1
SanTan HefeWeizen,SanTan Brewing Company,1794,1736,1
Hop Shock IPA,SanTan Brewing Company,1795,1737,1
Sex Panther (2014),SanTan Brewing Company,1796,1738,1
Devil’s Ale,SanTan Brewing Company,1797,1739,1
Rail Slide Imperial Spiced Ale,SanTan Brewing Company,1798,1740,1
Mr. Pineapple,SanTan Brewing Company,1799,1741,1
American Idiot Ale (2012),SanTan Brewing Company,1800,1742,1
Hop Shock IPA (2010),SanTan Brewing Company,1801,1743,1
SanTan HefeWeizen (2010),SanTan Brewing Company,1802,1744,1
Devil’s Ale (2010),SanTan Brewing Company,1803,1745,1
Epicenter Amber Ale (2010),SanTan Brewing Company,1804,1746,1
Sanitas Saison Ale,Sanitas Brewing Company,1805,1747,1
Sanitas Black IPA,Sanitas Brewing Company,1806,1748,1
Giant DIPA,Santa Cruz Mountain Brewing,1807,1749,1
Dread Brown Ale,Santa Cruz Mountain Brewing,1808,1750,1
Casinos IPA,Santa Cruz Mountain Brewing,1809,1751,1
Saison 88,Santa Fe Brewing Company,1810,1752,1
Black IPA,Santa Fe Brewing Company,1811,1753,1
Santa Fe Irish Red Ale,Santa Fe Brewing Company,1812,1754,1
Santa Fe Oktoberfest,Santa Fe Brewing Company,1813,1755,1
Imperial Java Stout,Santa Fe Brewing Company,1814,1756,1
Freestyle Pilsner,Santa Fe Brewing Company,1815,1757,1
Happy Camper IPA,Santa Fe Brewing Company,1816,1758,1
Oval Beach Blonde Ale,Saugatuck Brewing Company,1817,1759,1
Oak Aged Cider,Schilling & Company,1818,1760,1
Ginger Cider,Schilling & Company,1819,1761,1
Schilling Hard Cider,Schilling & Company,1820,1762,1
Schlafly Yakima Wheat Ale,Schlafly Brewing Company,1821,1763,1
Schlafly Black Lager,Schlafly Brewing Company,1822,1764,1
Schlafly IPA,Schlafly Brewing Company,1823,1765,1
Schlafly American Brown Ale,Schlafly Brewing Company,1824,1766,1
Schlafly Hefeweizen,Schlafly Brewing Company,1825,1767,1
Schlafly Summer Lager,Schlafly Brewing Company,1826,1768,1
Sea Dog Wild Blueberry Wheat Ale,Sea Dog Brewing Company,1827,1769,1
Blur India Pale Ale,Seabright Brewery,1828,1770,1
Dry Cider,Seattle Cider Company,1829,1771,1
Dry Hard Cider,Seattle Cider Company,1830,1772,1
Frankenlou's IPA,Seven Brides Brewery,1831,1773,1
Becky's Black Cat Porter,Seven Brides Brewery,1832,1774,1
Seventh Son of a Seventh Son,Seventh Son Brewing Company,1833,1775,1
Stone Fort Brown Ale,Seventh Son Brewing Company,1834,1776,1
Seventh Son Hopped Red Ale,Seventh Son Brewing Company,1835,1777,1
Humulus Nimbus Super Pale Ale,Seventh Son Brewing Company,1836,1778,1
Golden Ratio IPA,Seventh Son Brewing Company,1837,1779,1
Black Hop IPA,Shebeen Brewing Company,1838,1780,1
Archer's Ale (2004),Sherwood Forest Brewers,1839,1781,1
Monkey Fist IPA,Shipyard Brewing Company,1840,1782,1
Shipyard Summer Ale,Shipyard Brewing Company,1841,1783,1
Pumpkinhead Ale,Shipyard Brewing Company,1842,1784,1
Shipyard Export,Shipyard Brewing Company,1843,1785,1
Nooner,Sierra Nevada Brewing Company,1844,1786,1
Torpedo,Sierra Nevada Brewing Company,1845,1787,2
Yonder Bock,Sierra Nevada Brewing Company,1846,1788,1
CANfusion Rye Bock,Sierra Nevada Brewing Company,1847,1789,1
Sierra Nevada Pale Ale,Sierra Nevada Brewing Company,1848,1790,2
Old Chico Crystal Wheat,Sierra Nevada Brewing Company,1849,1791,1
Summerfest,Sierra Nevada Brewing Company,1850,1792,1
Torpedo,Sierra Nevada Brewing Company,1851,1787,2
Sierra Nevada Pale Ale,Sierra Nevada Brewing Company,1852,1790,2
Sietsema Red Label,Sietsema Orchards and Cider Mill,1853,1793,1
Bear Ass Brown,Silverton Brewery,1854,1794,1
Red Mountain Ale,Silverton Brewery,1855,1795,1
Ice Pick Ale,Silverton Brewery,1856,1796,1
4Beans,Sixpoint Craft Ales,1857,1797,1
Jammer,Sixpoint Craft Ales,1858,1798,1
Abigale,Sixpoint Craft Ales,1859,1799,1
Rad,Sixpoint Craft Ales,1860,1800,1
Bengali,Sixpoint Craft Ales,1861,1801,1
Sensi Harvest,Sixpoint Craft Ales,1862,1802,1
Hi-Res,Sixpoint Craft Ales,1863,1803,1
Global Warmer,Sixpoint Craft Ales,1864,1804,1
Autumnation (2013),Sixpoint Craft Ales,1865,1805,1
The Crisp,Sixpoint Craft Ales,1866,1806,1
Sweet Action,Sixpoint Craft Ales,1867,1807,1
Righteous Ale,Sixpoint Craft Ales,1868,1808,1
Bengali Tiger,Sixpoint Craft Ales,1869,1809,1
3Beans,Sixpoint Craft Ales,1870,1810,1
Brownstone,Sixpoint Craft Ales,1871,1811,1
Apollo,Sixpoint Craft Ales,1872,1812,1
Harbinger,Sixpoint Craft Ales,1873,1813,1
Resin,Sixpoint Craft Ales,1874,1814,1
Diesel,Sixpoint Craft Ales,1875,1815,1
Autumnation (2011-12) (2011),Sixpoint Craft Ales,1876,1816,1
The Crisp (2011),Sixpoint Craft Ales,1877,1817,1
Sweet Action (2011),Sixpoint Craft Ales,1878,1818,1
Righteous Ale (2011),Sixpoint Craft Ales,1879,1819,1
Bengali Tiger (2011),Sixpoint Craft Ales,1880,1820,1
Rudie Session IPA,Ska Brewing Company,1881,1821,1
Taster's Choice,Ska Brewing Company,1882,1822,1
Modus Hoperandi,Ska Brewing Company,1883,1823,2
Estival Cream Stout,Ska Brewing Company,1884,1824,1
Vernal Minthe Stout,Ska Brewing Company,1885,1825,1
Hibernal Vinifera Stout,Ska Brewing Company,1886,1826,1
Autumnal Molé Stout,Ska Brewing Company,1887,1827,1
Mexican Logger,Ska Brewing Company,1888,1828,1
True Blonde Ale,Ska Brewing Company,1889,1829,1
Euphoria Pale Ale,Ska Brewing Company,1890,1830,1
ESB Special Ale,Ska Brewing Company,1891,1831,1
Modus Hoperandi,Ska Brewing Company,1892,1823,2
Iron Butt Red Ale,Slanted Rock Brewing Company,1893,1832,1
Initial Point India Pale Ale,Slanted Rock Brewing Company,1894,1833,1
Monkey Dancing On A Razor Blade,SlapShot Brewing Company,1895,1834,1
Tripel Deke,SlapShot Brewing Company,1896,1835,1
Urban Wilderness Pale Ale,Sleeping Lady Brewing Company,1897,1836,1
Homefront IPA,Sly Fox Brewing Company,1898,1837,1
Sly Fox Christmas Ale 2013,Sly Fox Brewing Company,1899,1838,1
Grisette,Sly Fox Brewing Company,1900,1839,1
360° India Pale Ale,Sly Fox Brewing Company,1901,1840,1
Helles Golden Lager,Sly Fox Brewing Company,1902,1841,1
Sly Fox Christmas Ale 2012 (2012),Sly Fox Brewing Company,1903,1842,1
Odyssey Imperial IPA,Sly Fox Brewing Company,1904,1843,1
Oktoberfest Lager,Sly Fox Brewing Company,1905,1844,1
113 IPA,Sly Fox Brewing Company,1906,1845,1
Dunkel Lager,Sly Fox Brewing Company,1907,1846,1
Royal Weisse Ale,Sly Fox Brewing Company,1908,1847,1
Pikeland Pils,Sly Fox Brewing Company,1909,1848,1
Phoenix Pale Ale,Sly Fox Brewing Company,1910,1849,1
Rule G IPA,Smartmouth Brewing Company,1911,1850,1
Murphy's Law,Smartmouth Brewing Company,1912,1851,1
Alter Ego,Smartmouth Brewing Company,1913,1852,1
Monarch Pilsner,Snake River Brewing Company,1914,1853,1
Snow King Pale Ale,Snake River Brewing Company,1915,1854,1
Zonker Stout,Snake River Brewing Company,1916,1855,1
