Name,Director,original_index,unique_index
Heaven's Door,Craig Clyde,5319,5319
Magic Kid II,Stephen Furst,5320,5320
Santa's Summer House,David DeCoteau,5321,5321
The Peculiar Perils of Penelope Peacock,Paul Allan Brunotto,5322,5322
In Gramps' Shoes,Chip Rossetti,5323,5323
9000 Needles,Doug Dearth,5324,5324
Dredd,Pete Travis,5325,5325
Raw Deal,John Irvin,5326,5326
Red Sonja,Richard Fleischer,5327,5327
Chloe,Atom Egoyan,5328,5328
House at the End of the Street,Mark Tonderai,5329,5329
The End of Love,Mark Webber,5330,5330
Jennifer's Body,"M. David Mullen,Karyn Kusama",5331,5331
Lovelace,"Rob Epstein,Jeffrey Friedman",5332,5332
Hot Tub Time Machine 2,Steve Pink,5333,5333
Pixels,Chris Columbus,5334,5334
A Million Ways to Die in the West,Seth MacFarlane,5335,5335
Get Hard,Etan Cohen,5336,5336
Judge Dredd,Danny Cannon,5337,5337
"I, Frankenstein",Stuart Beattie,5338,5338
Who the F#@K Took My Daughter?,"Jason Friedberg,Aaron Seltzer",5339,5339
Superfast!,"Jason Friedberg,Aaron Seltzer",5340,5340
Vampires Suck,"Jason Friedberg,Aaron Seltzer",5341,5341
Date Movie,"Aaron Seltzer,Jason Friedberg",5342,5342
Best Night Ever,"Jason Friedberg,Aaron Seltzer",5343,5343
The Hungover Games,Josh Stolberg,5344,5344
Jack and the Beanstalk,Gisaburo Sugii,5345,5345
Jack and the Beanstalk,Jean Yarbrough,5346,5346
Jack and the Beanstalk,Gary J. Tunnicliffe,5347,5347
Merlin's Shop of Mystical Wonders,Kenneth J. Berton,5348,5348
Baby Ghost,Donald G. Jackson,5349,5349
Ride with the Devil,Donald G. Jackson,5350,5350
Return to Boggy Creek,Tom Moore,5351,5351
Playing Dangerous,Lawrence Lanoff,5352,5352
Bound by Sea,Nathan Daniel,5353,5353
As I Stand,Carlo Nicoletta,5354,5354
One Hit from Home,"Johnny Meier,David Aaron Stone",5355,5355
Home Run Showdown,Oz Scott,5356,5356
Freddy's Dead: The Final Nightmare,Rachel Talalay,5357,5357
A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,5358,5358
Secretariat,Randall Wallace,5359,5359
Savage Sam,Norman Tokar,5360,5360
The Journey of Natty Gann,Jeremy Kagan,5361,5361
Munchie,Jim Wynorski,5362,5362
Pound Puppies and the Legend of Big Paw,Pierre DeCelles,5363,5363
The Adventures of Rocky & Bullwinkle,Des McAnuff,5364,5364
RocketMan,Stuart Gillard,5365,5365
Inspector Gadget,David Kellogg,5366,5366
"Hey There, It's Yogi Bear","Joseph Barbera,William Hanna",5367,5367
Jetsons: The Movie,"Joseph Barbera,William Hanna",5368,5368
"Looney, Looney, Looney Bugs Bunny Movie",Friz Freleng,5369,5369
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,"Friz Freleng,Chuck Jones",5370,5370
Daffy Duck's Movie: Fantastic Island,"Phil Monroe,Friz Freleng",5371,5371
The Powerpuff Girls Movie,Craig McCracken,5372,5372
Misty,James B. Clark,5373,5373
The Three Lives of Thomasina,Don Chaffey,5374,5374
Adventures of Bailey: Christmas Hero,Steve Franke,5375,5375
Final Exam,Jimmy Huston,5376,5376
Zeus and Roxanne,George Miller,5377,5377
Merry Ex-Mas,Brian Skiba,5378,5378
I Heart Shakey,Kevin Cooper,5379,5379
Traveling Without Moving,Estlin Feigley,5380,5380
Ace of Hearts,David Mackay,5381,5381
The Dog Who Saved Summer,Sean Olson,5382,5382
Beverly Hills Christmas,Brian Skiba,5383,5383
Quiet Cool,Clay Borris,5384,5384
An Easter Bunny Puppy,David DeCoteau,5385,5385
The Devil's Rejects,Rob Zombie,5386,5386
House of 1000 Corpses,Rob Zombie,5387,5387
The Texas Chainsaw Massacre,Marcus Nispel,5388,5388
Jason X,James Isaac,5389,5389
The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,5390,5390
Thunderhead - Son of Flicka,Louis King,5391,5391
Green Grass of Wyoming,Louis King,5392,5392
Black Beauty,Max Nosseck,5393,5393
Cheap Thrills,E.L. Katz,5394,5394
Hollywood Adventures,Timothy Kendall,5395,5395
The Hills Have Eyes,Alexandre Aja,5396,5396
All Creatures Big and Small,"Toby Genkel,Sean McCormack",5397,5397
The Last House on the Left,Dennis Iliadis,5398,5398
Hot Pursuit,Anne Fletcher,5399,5399
A Mouse Tale,"David Bisbano,Mychal Simka",5400,5400
Paul Blart: Mall Cop 2,Andy Fickman,5401,5401
7 Minutes,Jay Martin,5402,5402
Wrong Turn,Rob Schmidt,5403,5403
Space Chimps 2: Zartog Strikes Back,John H. Williams,5404,5404
Escape from the Planet of the Apes,Don Taylor,5405,5405
Everyone's Hero,"Colin Brady,Christopher Reeve",5406,5406
Turtle Tale,Luc Campeau,5407,5407
Clown,Jon Watts,5408,5408
Would You Rather,David Guy Levy,5409,5409
Vincent the Artist,"Vincent J. Wiley,Deborah Romare",5410,5410
The Embryo Who Came in from the Cold,Ganit Orian,5411,5411
Contracted,Eric England,5412,5412
No One Lives,Ryûhei Kitamura,5413,5413
Grandma,Paul Weitz,5414,5414
Mother's Day,Charles Kaufman,5415,5415
Camellia,Morris Engel,5416,5416
The Story of Seabiscuit,David Butler,5417,5417
Cabin Fever: Patient Zero,Kaare Andrews,5418,5418
Cabin Fever 2: Spring Fever,Ti West,5419,5419
Babysitter,Morgan Krantz,5420,5420
Learning to Drive,Isabel Coixet,5421,5421
The Hills Have Eyes II,Martin Weisz,5422,5422
I Spit on Your Grave,Steven R. Monroe,5423,5423
Crimson Peak,Guillermo del Toro,5424,5424
Reconstruction,Irene Lusztig,5425,5425
Monster & Me,Jeff Solema,5426,5426
The Last Mimzy,Robert Shaye,5427,5427
A Christmas Snow,Tracy Trost,5428,5428
Night Sights,Matt Thompson,5429,5429
Deaf Ghost,Troy Kotsur,5430,5430
Askari,David Lister,5431,5431
The Boy,Craig William Macneill,5432,5432
Letters to God,"David Nixon,Patrick Doughtie",5433,5433
The Frontier Boys,John Grooters,5434,5434
The Climb,John Schmidt,5435,5435
The Investigator,Curtis Graham,5436,5436
Henry & Me,Barrett Esposito,5437,5437
4Got10,Timothy Woodward Jr.,5438,5438
House with 100 Eyes,"Jay Lee,Jim Roof",5439,5439
Air,Christian Cantamessa,5440,5440
Dark Was the Night,Jack Heller,5441,5441
Time Out of Mind,Oren Moverman,5442,5442
Uncle John,Steven Piet,5443,5443
The Conjuring,James Wan,5444,5444
Sinister,Scott Derrickson,5445,5445
Insidious,James Wan,5446,5446
The Cabin in the Woods,Drew Goddard,5447,5447
The Ring Two,Hideo Nakata,5448,5448
Spectre,Sam Mendes,5449,5449
Two: The Story of Roman & Nyro,Heather Winters,5450,5450
The Boy with Green Hair,Joseph Losey,5451,5451
Tom's Midnight Garden,Willard Carroll,5452,5452
Alien: Paradise Lost,Ridley Scott,5453,5453
Honeymoon,Dan Sallitt,5454,5454
Stop the Pounding Heart,Roberto Minervini,5455,5455
The Millionaire Tour,Inon Shampanier,5456,5456
Fair Play,Sean Eliot Carlsen,5457,5457
One Magic Christmas,Phillip Borsos,5458,5458
The Lamp,Tracy Trost,5459,5459
All Kids Count,Michael J. Nathanson,5460,5460
The Second Coming of Christ,Daniel Anghelcev,5461,5461
The Story of Us,Rob Reiner,5462,5462
Appaloosa,Ed Harris,5463,5463
Shorts,Robert Rodriguez,5464,5464
The Ghost and Mr. Chicken,Alan Rafkin,5465,5465
Monkey Trouble,Franco Amurri,5466,5466
Cloak & Dagger,Richard Franklin,5467,5467
The Last Keepers,Maggie Greenwald,5468,5468
Monster Mutt,Todd Tucker,5469,5469
Race to Space,Sean McNamara,5470,5470
Lucky Dog,Michael Feifer,5471,5471
Christmas in Palm Springs,Fred Olen Ray,5472,5472
Sox,J. Horton,5473,5473
Get Squirrely,Ross Venokur,5474,5474
Last Stupid Family Lake 4th of July,Mark Cartier,5475,5475
Time Toys,Mark Rosman,5476,5476
Camp Cool Kids,Lisa Arnold,5477,5477
Last Best Summer Ever,Ken Carpenter,5478,5478
Lift Me Up,Mark Cartier,5479,5479
"Sex, Death and Bowling",Ally Walker,5480,5480
Toby's Big Adventure,Michael J. Sarna,5481,5481
Toby Goes to Camp,Michael J. Sarna,5482,5482
The Happiest Millionaire,Norman Tokar,5483,5483
Emil and the Detectives,Peter Tewksbury,5484,5484
One of Our Dinosaurs Is Missing,Robert Stevenson,5485,5485
The Gnome-Mobile,Robert Stevenson,5486,5486
Big Red,Norman Tokar,5487,5487
The Dangerous,"Maria Dante,Rod Hewitt",5488,5488
The Prince and the Pauper,"William Keighley,William Dieterle",5489,5489
Tonka,Lewis R. Foster,5490,5490
The Moon-Spinners,James Neilson,5491,5491
The Sign of Zorro,"Lewis R. Foster,Norman Foster",5492,5492
Don't Look Up,Fruit Chan,5493,5493
Hot Lead and Cold Feet,Robert Butler,5494,5494
"Follow Me, Boys!",Norman Tokar,5495,5495
tom thumb,George Pal,5496,5496
The Strongest Man in the World,Vincent McEveety,5497,5497
The Kid Brother,"Ted Wilde,J.A. Howe",5498,5498
Girl Shy,"Fred C. Newmeyer,Sam Taylor",5499,5499
The Cameraman,"Edward Sedgwick,Buster Keaton",5500,5500
"Steamboat Bill, Jr.","Charles Reisner,Buster Keaton",5501,5501
Seven Chances,Buster Keaton,5502,5502
The Freshman,"Fred C. Newmeyer,Sam Taylor",5503,5503
Everybody's All-American,Taylor Hackford,5504,5504
Empire of the Sun,Steven Spielberg,5505,5505
Persistence of Vision,Kevin Schreck,5506,5506
The Princess and the Cobbler,Richard Williams,5507,5507
The Mend,John Magary,5508,5508
The Bugs Bunny/Road-Runner Movie,"Chuck Jones,Phil Monroe",5509,5509
Dick Tracy,William Berke,5510,5510
Super Fly,Gordon Parks Jr.,5511,5511
Dead Poets Society,Peter Weir,5512,5512
The Falls: Testament of Love,Jon Garcia,5513,5513
Judas Kiss,J.T. Tepnapa,5514,5514
Test,Chris Mason Johnson,5515,5515
Kissing Darkness,James Townsend,5516,5516
The Dark Place,Jody Wheeler,5517,5517
Burning Blue,D.M.W. Greer,5518,5518
Pokemon: Power of One,"Michael Haigney,Kunihiko Yuyama",5519,5519
Triple Crossed,Sean Paul Lockhart,5520,5520
In Bloom,Chris Michael Birkmeier,5521,5521
Love or Whatever,Rosser Goodman,5522,5522
Or So the Story Goes: Happy Thoughts,Theresa Labreglio,5523,5523
A Dog of Flanders,Howell Hansel,5524,5524
Desert Bloom,Eugene Corr,5525,5525
The Prince and the Surfer,"Arye Gross,Gregory Gieras",5526,5526
Shiloh,Dale Rosenbloom,5527,5527
The Sad Horse,James B. Clark,5528,5528
Sanjay's Super Team,Sanjay Patel,5529,5529
"Getting Go, the Go Doc Project",Cory Krueckeberg,5530,5530
Last Summer,Mark Thiedeman,5531,5531
Night Eyes,David Cocheret,5532,5532
Hidden in the Woods,Patricio Valladares,5533,5533
Amorous,Joanna Coates,5534,5534
Saving Silverman,Dennis Dugan,5535,5535
Orange County,Jake Kasdan,5536,5536
Actress,Robert Greene,5537,5537
Gideon's Army,Dawn Porter,5538,5538
Red Army,Gabe Polsky,5539,5539
Big Men,Rachel Boynton,5540,5540
1971,Johanna Hamilton,5541,5541
Merchants of Doubt,Robert Kenner,5542,5542
Tales of the Grim Sleeper,Nick Broomfield,5543,5543
The War Room,"Chris Hegedus,D.A. Pennebaker",5544,5544
Thought Crimes: The Case of the Cannibal Cop,Erin Lee Carr,5545,5545
Magic Mike,Steven Soderbergh,5546,5546
Rudderless,William H. Macy,5547,5547
Boulevard,Dito Montiel,5548,5548
Spare Parts,Sean McNamara,5549,5549
Little Boy,Alejandro Monteverde,5550,5550
Unexpected,Kris Swanberg,5551,5551
Before We Go,Chris Evans,5552,5552
Cartel Land,Matthew Heineman,5553,5553
The Devil's Candy,Sean Byrne,5554,5554
Southbound,"Roxanne Benjamin,David Bruckner",5555,5555
Sinister 2,Ciarán Foy,5556,5556
Fun Size,Josh Schwartz,5557,5557
Addicted to Fresno,Jamie Babbit,5558,5558
This Thing with Sarah,Michael Doneger,5559,5559
Posthumous,Lulu Wang,5560,5560
A Teacher,Hannah Fidell,5561,5561
"Men, Women & Children",Jason Reitman,5562,5562
They Came Together,David Wain,5563,5563
Dear White People,Justin Simien,5564,5564
The DUFF,Ari Sandel,5565,5565
Into the Woods,Rob Marshall,5566,5566
Alex of Venice,Chris Messina,5567,5567
As Cool as I Am,Max Mayer,5568,5568
The Virgin Suicides,Sofia Coppola,5569,5569
Adult Beginners,Ross Katz,5570,5570
Comet,Sam Esmail,5571,5571
Ballistic: Ecks vs. Sever,Wych Kaosayananda,5572,5572
Scaramouche,George Sidney,5573,5573
The Prisoner of Zenda,Richard Quine,5574,5574
King Solomon's Mines,"Compton Bennett,Andrew Marton",5575,5575
The Prisoner of Zenda,"Hugh Ford,Edwin S. Porter",5576,5576
I'll Cry Tomorrow,Daniel Mann,5577,5577
If I Were King,Frank Lloyd,5578,5578
The Corsican Brothers,Gregory Ratoff,5579,5579
The Exile,Max Ophüls,5580,5580
A Tale of Two Cities,"Jack Conway,Robert Z. Leonard",5581,5581
Random Harvest,Mervyn LeRoy,5582,5582
The Imitation Game,Morten Tyldum,5583,5583
Gone Girl,David Fincher,5584,5584
Birdman: Or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,5585,5585
A Walk Among the Tombstones,Scott Frank,5586,5586
Run All Night,Jaume Collet-Serra,5587,5587
Four Brothers,John Singleton,5588,5588
Watchmen,Zack Snyder,5589,5589
Children of Men,Alfonso Cuarón,5590,5590
Priest,Scott Stewart,5591,5591
30 Days of Night,David Slade,5592,5592
Legion,Scott Stewart,5593,5593
Sliding Doors,Peter Howitt,5594,5594
Time Lapse,Bradley King,5595,5595
Whiplash,Damien Chazelle,5596,5596
Chappie,Neill Blomkamp,5597,5597
Jupiter Ascending,"Andy Wachowski,Lana Wachowski",5598,5598
If I Stay,R.J. Cutler,5599,5599
Tarzan & Jane,"Steve Loter,Lisa Schaffer",5600,5600
Winnie the Pooh: A Very Merry Pooh Year,"Gary Katona,Ed Wexler",5601,5601
Flipper,Alan Shapiro,5602,5602
Born to Be Wild,John Gray,5603,5603
Benji the Hunted,Joe Camp,5604,5604
Squanto: A Warrior's Tale,Xavier Koller,5605,5605
Teacher's Pet,Timothy Björklund,5606,5606
A Far Off Place,Mikael Salomon,5607,5607
Amy,Vincent McEveety,5608,5608
Unidentified Flying Oddball,Russ Mayberry,5609,5609
Mac and Me,Stewart Raffill,5610,5610
Cop & ½,Henry Winkler,5611,5611
Big Trouble,John Cassavetes,5612,5612
The Devil and Max Devlin,Steven Hilliard Stern,5613,5613
Neighbors,John G. Avildsen,5614,5614
Tall Tale,Jeremiah S. Chechik,5615,5615
The Jungle Book,Stephen Sommers,5616,5616
Life with Mikey,James Lapine,5617,5617
Max Keeble's Big Move,Tim Hill,5618,5618
Jonah: A VeggieTales Movie,"Mike Nawrocki,Phil Vischer",5619,5619
The Eyes of the Amaryllis,Frederick King Keller,5620,5620
Everlasting,Anthony Stabley,5621,5621
Dirty Dancing: Havana Nights,Guy Ferland,5622,5622
Somewhere in Time,Jeannot Szwarc,5623,5623
Back to the Secret Garden,Michael Tuchner,5624,5624
Someone Like You...,Tony Goldwyn,5625,5625
Still Alice,"Richard Glatzer,Wash Westmoreland",5626,5626
Hollywood Party,"Richard Boleslawski,Allan Dwan",5627,5627
The Phantom Tollbooth,"Chuck Jones,Abe Levitow",5628,5628
Billie,Don Weis,5629,5629
The Littlest Rebel,David Butler,5630,5630
Captain January,David Butler,5631,5631
Rebecca of Sunnybrook Farm,Allan Dwan,5632,5632
Dimples,William A. Seiter,5633,5633
Stand Up and Cheer!,Hamilton MacFadden,5634,5634
Our Little Girl,John S. Robertson,5635,5635
The Barefoot Executive,Robert Butler,5636,5636
"No Deposit, No Return",Norman Tokar,5637,5637
White Fang 2: Myth of the White Wolf,Ken Olin,5638,5638
Alaska,Fraser Clarke Heston,5639,5639
Bon Voyage!,James Neilson,5640,5640
Far from Home: The Adventures of Yellow Dog,Phillip Borsos,5641,5641
A Dog's Tale,Craig Clyde,5642,5642
Boyhood,Richard Linklater,5643,5643
For the Love of Benji,Joe Camp,5644,5644
Benji,Joe Camp,5645,5645
Selma,Ava DuVernay,5646,5646
The Legend of Wolf Mountain,Craig Clyde,5647,5647
Castle Rock,Craig Clyde,5648,5648
Wind Dancer,Craig Clyde,5649,5649
The Giant of Thunder Mountain,James W. Roberson,5650,5650
"Good Morning, Vietnam",Barry Levinson,5651,5651
Awakenings,Penny Marshall,5652,5652
Voyager from the Unknown,"Winrich Kolbe,James D. Parriott",5653,5653
Tom Sawyer,Don Taylor,5654,5654
The Adventures of Huckleberry Finn,Richard Thorpe,5655,5655
The Adventures of Huckleberry Finn,Michael Curtiz,5656,5656
Lassie's Great Adventure,William Beaudine,5657,5657
Lassie,Daniel Petrie,5658,5658
Ricki and the Flash,Jonathan Demme,5659,5659
Boychoir,François Girard,5660,5660
Where Hope Grows,Chris Dowling,5661,5661
The Carpetbaggers,Edward Dmytryk,5662,5662
Fanny Hill: Memoirs of a Woman of Pleasure,"Russ Meyer,Albert Zugsmith",5663,5663
The Last Flight of Noah's Ark,Charles Jarrott,5664,5664
Life,Anton Corbijn,5665,5665
The Invisible Boy,Herman Hoffman,5666,5666
Mousehunt,Gore Verbinski,5667,5667
Broken Flowers,Jim Jarmusch,5668,5668
The Savages,Tamara Jenkins,5669,5669
Margot at the Wedding,Noah Baumbach,5670,5670
The Life Aquatic with Steve Zissou,Wes Anderson,5671,5671
Rushmore,Wes Anderson,5672,5672
1776,Peter H. Hunt,5673,5673
The Horse in the Gray Flannel Suit,Norman Tokar,5674,5674
The Incredible Mr. Limpet,Arthur Lubin,5675,5675
Tom and Jerry: The Movie,Phil Roman,5676,5676
Buck Privates Come Home,Charles Barton,5677,5677
The Wistful Widow of Wagon Gap,Charles Barton,5678,5678
Demonic,Will Canon,5679,5679
The Seven Little Foys,Melville Shavelson,5680,5680
Hans Christian Andersen,Charles Vidor,5681,5681
Pollyanna,"David Swift (II),David Swift",5682,5682
Poltergeist,Gil Kenan,5683,5683
Francis,Arthur Lubin,5684,5684
Kim,Victor Saville,5685,5685
Buck Rogers,"Ford Beebe,Saul A. Goodkind",5686,5686
Tarzan Finds a Son!,Richard Thorpe,5687,5687
Insidious: Chapter 2,James Wan,5688,5688
FairyTale: A True Story,Charles Sturridge,5689,5689
Lenny the Wonder Dog,"Oren Goldman,Stav Ozdoba",5690,5690
It's a Digital World,Paul Greenberg,5691,5691
Where the Red Fern Grows,Norman Tokar,5692,5692
Annabelle,John R. Leonetti,5693,5693
The Wizard,Todd Holland,5694,5694
Funny Farm,George Roy Hill,5695,5695
Armed and Dangerous,Mark L. Lester,5696,5696
Summer Rental,Carl Reiner,5697,5697
Above and Below,Nicolas Steiner,5698,5698
Who's Harry Crumb?,Paul Flaherty,5699,5699
Reaper,Wen-Han Shih,5700,5700
Hot Tub Time Machine,Steve Pink,5701,5701
The Cobbler,Tom McCarthy,5702,5702
Project Almanac,Dean Israelite,5703,5703
Unfinished Business,Ken Scott,5704,5704
The Other Woman,Nick Cassavetes,5705,5705
A Night at the Roxbury,"John Fortenberry,Amy Heckerling",5706,5706
Interstellar,Christopher Nolan,5707,5707
The Dying Gaul,Craig Lucas,5708,5708
Boys Briefs,"Simon Chung,Pierre Yves Clouin",5709,5709
Tequila Sunrise,Robert Towne,5710,5710
Dream Boy,James Bolton,5711,5711
The Man Without a Face,Mel Gibson,5712,5712
Strapped,Joseph Graham,5713,5713
Air America,Roger Spottiswoode,5714,5714
Truth,Rob Moretti,5715,5715
Overboard,Garry Marshall,5716,5716
Wolf,Mike Nichols,5717,5717
Get the Gringo,Adrian Grunberg,5718,5718
Rambo III,Peter MacDonald,5719,5719
One Day: A Musical,Joe Kowalski,5720,5720
Manhattan Murder Mystery,Woody Allen,5721,5721
Deconstructing Harry,Woody Allen,5722,5722
The Front,Martin Ritt,5723,5723
Mighty Aphrodite,Woody Allen,5724,5724
Hannah and Her Sisters,Woody Allen,5725,5725
Husbands and Wives,Woody Allen,5726,5726
The Grand Budapest Hotel,Wes Anderson,5727,5727
Bottle Rocket,Wes Anderson,5728,5728
The Darjeeling Limited,Wes Anderson,5729,5729
The Reader,Stephen Daldry,5730,5730
Youth in Revolt,Miguel Arteta,5731,5731
Decision Before Dawn,Anatole Litvak,5732,5732
With a Song in My Heart,Walter Lang,5733,5733
"Heaven Knows, Mr. Allison",John Huston,5734,5734
The Raid 2,Gareth Evans,5735,5735
Ivanhoe,Richard Thorpe,5736,5736
Moulin Rouge,Sidney Lanfield,5737,5737
Madame Curie,"Mervyn LeRoy,Albert Lewin",5738,5738
Moby Dick,John Huston,5739,5739
Death of a Salesman,Laslo Benedek,5740,5740
Prizzi's Honor,John Huston,5741,5741
Cassandra's Dream,Woody Allen,5742,5742
You Will Meet a Tall Dark Stranger,Woody Allen,5743,5743
My Architect,Nathaniel Kahn,5744,5744
Small Time Crooks,Woody Allen,5745,5745
Melinda and Melinda,Woody Allen,5746,5746
Hollywood Ending,Woody Allen,5747,5747
Magic in the Moonlight,Woody Allen,5748,5748
The Curse of the Jade Scorpion,Woody Allen,5749,5749
Anything Else,Woody Allen,5750,5750
The Killing of a Chinese Bookie,John Cassavetes,5751,5751
Winter's Bone,Debra Granik,5752,5752
The Duchess,Saul Dibb,5753,5753
Sense and Sensibility,Ang Lee,5754,5754
One Day,Lone Scherfig,5755,5755
The Other Boleyn Girl,Justin Chadwick,5756,5756
Jane Eyre,Cary Joji Fukunaga,5757,5757
Pride & Prejudice,Joe Wright,5758,5758
The Young Victoria,Jean-Marc Vallée,5759,5759
An Education,Lone Scherfig,5760,5760
Never Let Me Go,Mark Romanek,5761,5761
The Descendants,Alexander Payne,5762,5762
The Good German,Steven Soderbergh,5763,5763
Quiz Show,Robert Redford,5764,5764
The Color Purple,Steven Spielberg,5765,5765
The Boy in the Striped Pajamas,Mark Herman,5766,5766
The Book Thief,Brian Percival,5767,5767
Elmer Gantry,Richard Brooks,5768,5768
The Master,Paul Thomas Anderson,5769,5769
Magnolia,Paul Thomas Anderson,5770,5770
Flags of Our Fathers,Clint Eastwood,5771,5771
Defiance,Edward Zwick,5772,5772
Hidalgo,Joe Johnston,5773,5773
Wonder Boys,Curtis Hanson,5774,5774
Pleasantville,Gary Ross,5775,5775
American Graffiti,George Lucas,5776,5776
Always,Steven Spielberg,5777,5777
Beat the Devil,John Huston,5778,5778
Revolutionary Road,Sam Mendes,5779,5779
Bandslam,Todd Graff,5780,5780
Dear Eleanor,Kevin Connolly,5781,5781
Mrs. Parker and the Vicious Circle,Alan Rudolph,5782,5782
A Bird in the Bush,Michael Fredianelli,5783,5783
Land of the Dead,George A. Romero,5784,5784
Paranormal Activity 4,"Henry Joost,Ariel Schulman",5785,5785
Paranormal Activity: The Marked Ones,Christopher Landon,5786,5786
Paranormal Activity 3,"Henry Joost,Ariel Schulman",5787,5787
Paranormal Activity 2,Tod Williams,5788,5788
The Uninvited,"Charles Guard,Thomas Guard",5789,5789
The Haunting in Connecticut,Peter Cornwell,5790,5790
Mirrors,Alexandre Aja,5791,5791
Thir13en Ghosts,Steve Beck,5792,5792
House of Wax,Jaume Collet-Serra,5793,5793
Jeepers Creepers II,Victor Salva,5794,5794
The Strangers,Bryan Bertino,5795,5795
Quarantine 2: Terminal,John Pogue,5796,5796
Hitman,Xavier Gens,5797,5797
Ninja Assassin,James McTeigue,5798,5798
The Sugarland Express,Steven Spielberg,5799,5799
1941,Steven Spielberg,5800,5800
Jakob the Liar,Peter Kassovitz,5801,5801
One Hour Photo,Mark Romanek,5802,5802
The Final Cut,Omar Naim,5803,5803
Twilight Zone: The Movie,"Joe Dante,John Landis",5804,5804
Beyond the Sea,Kevin Spacey,5805,5805
I Went Down,Paddy Breathnach,5806,5806
By God's Grace,Brett Eichenberger,5807,5807
No Lost Cause,"Ashley Raymer-Brown,Rachael Yeager",5808,5808
Under the Blood-Red Sun,Tim Savage,5809,5809
Suck it Up Buttercup,Malindi Fickle,5810,5810
Village of the Damned,John Carpenter,5811,5811
J. Edgar,Clint Eastwood,5812,5812
RED 2,Dean Parisot,5813,5813
White House Down,Roland Emmerich,5814,5814
Fort Tilden,"Sarah-Violet Bliss,Charles Rogers",5815,5815
Dorchester's Revenge: The Return of Crinoline Head,Tommy Faircloth,5816,5816
The Tree of Life,Terrence Malick,5817,5817
The Best Exotic Marigold Hotel,John Madden,5818,5818
The Genius of Marian,"Banker White,Anna Fitch",5819,5819
Shhh,Paul B. Price,5820,5820
Expecting,Jessie McCormack,5821,5821
Fantastic Animation Festival,"Dean A. Berko,Christopher Padilla",5822,5822
Slaughterhouse-Five,George Roy Hill,5823,5823
The Day of the Dolphin,Mike Nichols,5824,5824
MASH,Robert Altman,5825,5825
Biloxi Blues,Mike Nichols,5826,5826
Batman: The Movie,Leslie H. Martinson,5827,5827
Superman IV: The Quest for Peace,Sidney J. Furie,5828,5828
California Mail,Noel M. Smith,5829,5829
"Blood In, Blood Out",Taylor Hackford,5830,5830
Life on the Ledge,Lewis Helfer,5831,5831
Glamarus,Dylan Greenberg,5832,5832
Denise,Lee Toland Krieger,5833,5833
A Gentleman's Game,J. Mills Goodloe,5834,5834
The Age of Adaline,Lee Toland Krieger,5835,5835
The Sounds of the Underground,Bryant Botero,5836,5836
"Peace, Love, & Misunderstanding",Bruce Beresford,5837,5837
In Secret,Charlie Stratton,5838,5838
Happythankyoumoreplease,Josh Radnor,5839,5839
Spring Breakers,Harmony Korine,5840,5840
The Bling Ring,Sofia Coppola,5841,5841
Kill Your Darlings,John Krokidas,5842,5842
Jenny's Wedding,Mary Agnes Donoghue,5843,5843
Finding Amanda,Peter Tolan,5844,5844
On the Doll,Thomas Mignone,5845,5845
Some Kind Of Beautiful,Tom Vaughan,5846,5846
See Girl Run,Nate Meyer,5847,5847
Friends with Kids,Jennifer Westfeldt,5848,5848
The Kings of Summer,Jordan Vogt-Roberts,5849,5849
Charlie Bartlett,Jon Poll,5850,5850
The Way Way Back,"Nat Faxon,Jim Rash",5851,5851
The One I Love,Charlie McDowell,5852,5852
The To Do List,Maggie Carey,5853,5853
Seeking a Friend for the End of the World,Lorene Scafaria,5854,5854
"Jeff, Who Lives at Home","Jay Duplass,Mark Duplass",5855,5855
Your Sister's Sister,Lynn Shelton,5856,5856
Harbinger Down,Alec Gillis,5857,5857
Adventureland,Greg Mottola,5858,5858
In a World...,Lake Bell,5859,5859
Happy Christmas,Joe Swanberg,5860,5860
All the Light in the Sky,Joe Swanberg,5861,5861
Rapture-Palooza,Paul Middleditch,5862,5862
Up in the Air,Jason Reitman,5863,5863
The Pretty One,Jenée LaMarque,5864,5864
Reversal of Fortune,Barbet Schroeder,5865,5865
Unstable Fables: 3 Pigs & a Baby,"Howard E. Baker,Arish Fyzee",5866,5866
Roadside Romeo,Jugal Hansraj,5867,5867
Barnyard,Steve Oedekerk,5868,5868
Grand Champion,Barry Tubb,5869,5869
MVP: Most Vertical Primate,Robert Vince,5870,5870
Where the Wild Things Are,Spike Jonze,5871,5871
Wizards of the Lost Kingdom,Héctor Olivera,5872,5872
Excess Flesh,Patrick Kennelly,5873,5873
Body,"Dan Berk,Robert Olsen",5874,5874
Father's Day,"Adam Brooks,Jeremy Gillespie",5875,5875
Clifford's Really Big Movie,Robert C. Ramirez,5876,5876
Bound to Vengeance,José Manuel Cravioto,5877,5877
The Harvest,John McNaughton,5878,5878
The Stream,Estlin Feigley,5879,5879
Secrets in the Fall,Brittany Goodwin,5880,5880
All Screwed Up,Neil Stephens,5881,5881
Hansel and Gretel,Len Talan,5882,5882
After the Wizard,Hugh Gross,5883,5883
Tarzan and the Lost City,Carl Schenkel,5884,5884
