RatingValue,RatingCount,original_index,unique_index
4.6,585,3020,2950
6.6,394,3021,2951
6.9,10,3022,667
6.1,443,3023,2952
7.0,"1,161",3024,2953
7.5,"10,840",3025,2954
7.3,"2,590",3026,2955
6.0,788,3027,2956
7.1,"1,646",3028,2957
7.0,"3,940",3029,2958
7.3,"4,681",3030,2959
6.7,"1,513",3031,2960
6.8,680,3032,2961
6.6,"1,091",3033,2962
6.0,703,3034,2963
7.2,"5,518",3035,2964
7.5,"6,145",3036,2965
6.7,"1,788",3037,2966
7.1,"3,074",3038,2967
6.8,"2,096",3039,2968
7.3,"2,547",3040,2969
6.0,322,3041,2970
6.2,210,3042,2971
5.0,379,3043,2972
6.6,499,3044,2973
6.1,215,3045,2974
7.5,54,3046,2975
4.3,"112,245",3047,2976
6.6,"2,055",3048,2977
7.1,"1,900",3049,2978
6.1,"3,122",3050,2979
4.7,846,3051,2980
4.5,82,3052,2981
5.4,"3,886",3053,2982
7.2,"2,113",3054,2983
4.0,157,3055,2984
6.6,58,3056,2985
5.6,41,3057,2986
,,3058,29
,,3059,29
,,3060,29
,,3061,29
6.3,"1,609",3062,2987
6.6,"1,039",3063,2988
7.6,60,3064,2989
6.7,421,3065,2990
7.1,"2,110",3066,2991
5.9,187,3067,2992
7.0,589,3068,2993
6.7,348,3069,2994
6.6,299,3070,2995
7.1,672,3071,2996
6.9,908,3072,2997
7.4,557,3073,2998
7.1,165,3074,2999
7.1,"5,015",3075,3000
7.3,"2,427",3076,3001
6.6,274,3077,3002
6.6,665,3078,3003
6.6,735,3079,3004
7.0,"2,655",3080,3005
6.3,80,3081,3006
6.8,"3,454",3082,3007
7.2,"2,242",3083,3008
7.0,"1,525",3084,3009
7.2,"1,167",3085,3010
7.0,75,3086,3011
7.1,"1,316",3087,3012
7.3,"2,158",3088,3013
7.2,856,3089,3014
7.2,"1,522",3090,3015
6.3,"1,607",3091,3016
6.7,"1,094",3092,3017
6.7,40,3093,2901
6.0,"1,244",3094,3018
7.6,"9,488",3095,3019
6.7,"2,805",3096,3020
6.4,241,3097,3021
7.2,"1,224",3098,3022
7.2,"1,917",3099,3023
6.7,241,3100,3024
7.5,"81,422",3101,3025
7.6,56,3102,3026
6.7,53,3103,3027
7.5,453,3104,3028
6.3,167,3105,3029
7.0,"5,776",3106,3030
6.3,766,3107,3031
5.9,"1,967",3108,3032
7.2,286,3109,3033
6.6,"2,839",3110,3034
6.3,"2,282",3111,2384
7.6/10,"4,261",3112,3035
6.9,"6,254",3113,3036
7.7,"12,580",3114,3037
7.5,"18,147",3115,3038
6.5,"1,946",3116,3039
7.1,"1,828",3117,3040
7.1,"1,690",3118,3041
7.4,"1,885",3119,3042
7.1,"2,850",3120,3043
7.0,"2,351",3121,3044
7.1,"1,434",3122,3045
7.8,"3,134",3123,3046
7.2,"195,887",3124,3047
7.9,"237,247",3125,3048
7.3,"263,502",3126,3049
7.3,"246,478",3127,3050
6.8,"143,755",3128,3051
7.1,"1,640",3129,3052
7.6,"180,525",3130,3053
7.0,"154,153",3131,3054
8.0,"116,246",3132,3055
"6.1/10,5.5/10","100,365",3133,3056
7.9,"527,251",3134,3057
7.1,"39,364",3135,3058
7.5,"2,865",3136,3059
6.4,"103,785",3137,3060
6.8,"255,807",3138,3061
"6.8/10,7/10","214,408",3139,3062
7.0,955,3140,3063
6.7,"1,569",3141,3064
,348,3142,3065
6.8,"1,770",3143,3066
4.7,"4,255",3144,3067
6.6,"6,714",3145,3068
7.4,"8,245",3146,3069
5.8,"2,935",3147,3070
6.9,375,3148,3071
6.1,623,3149,3072
4.3,"5,989",3150,3073
6.3,"39,278",3151,3074
5.5,"5,097",3152,3075
7.6,"81,390",3153,3076
5.3,"5,551",3154,3077
5.6,"21,800",3155,3078
6.7,264,3156,3079
7.3,"26,239",3157,3080
5.9,"7,529",3158,3081
6.9,"1,493",3159,3082
6.2,246,3160,3083
5.2,204,3161,3084
6.6,555,3162,3085
6.0,346,3163,3086
7.4,818,3164,3087
7.0,250,3165,3088
7.0,"1,032",3166,3089
7.1,"2,566",3167,3090
7.0,"1,880",3168,3091
5.8,129,3169,3092
7.6,"59,384",3170,3093
6.0,248,3171,3094
7.2,"1,158",3172,2399
6.4,496,3173,3095
,893,3174,3096
6.5,454,3175,3097
6.9,"12,356",3176,3098
7.6,"1,816",3177,3099
5.8,"9,817",3178,3100
6.4,"11,105",3179,3101
5.6,"5,005",3180,3102
7.4,"57,470",3181,3103
8.0,"28,127",3182,3104
6.7,542,3183,3105
5.7,549,3184,3106
7.4,"3,929",3185,3107
8.0,"8,762",3186,3108
6.7,"5,496",3187,3109
7.0,"2,799",3188,3110
,,3189,29
,,3190,29
6.1,429,3191,3111
7.5,"5,897",3192,3112
"3.3/10,3.9/10","14,591",3193,3113
5.3,"6,055",3194,3114
4.9,"14,515",3195,3115
5.0,"14,031",3196,3116
3.0,"6,400",3197,3117
6.4,"1,600",3198,3118
6.6,"1,891",3199,3119
"7.3/10,7.6/10","3,005",3200,3120
7.0,"2,877",3201,3121
7.1,"1,123",3202,3122
6.5,"26,175",3203,3123
6.4,"64,725",3204,3124
7.5,"48,066",3205,3125
5.9,194,3206,3126
6.6,"93,955",3207,3127
6.5,"81,821",3208,3128
6.6,156,3209,3129
3.0,"1,112",3210,3130
5.4,325,3211,3131
6.4,"14,278",3212,3132
7.2,"2,794",3213,3133
5.5,"1,605",3214,3134
3.7,34,3215,3135
8.0,"96,901",3216,3136
7.8,"217,431",3217,3137
7.2,"182,703",3218,3138
7.7,"154,399",3219,3139
8.0,"510,007",3220,3140
6.3,"62,495",3221,3141
6.7,"62,483",3222,3142
7.8,"487,358",3223,3143
8.1,"173,969",3224,3144
7.2,"55,112",3225,3145
7.3,"133,738",3226,3146
7.8,"411,303",3227,3147
7.6,"303,719",3228,3148
8.1,"435,043",3229,3149
8.1,"373,297",3230,3150
7.3,"126,685",3231,3151
7.8,"300,963",3232,3152
7.9,"331,349",3233,3153
7.5,"386,014",3234,3154
7.8,"101,790",3235,3155
7.8,"179,831",3236,3156
7.5,"81,295",3237,3157
7.6,"141,349",3238,3158
7.7,"243,728",3239,3159
7.2,"108,164",3240,3160
8.1,"338,649",3241,3161
7.9,"126,489",3242,3162
7.3,"55,410",3243,3163
7.6,"167,842",3244,3164
7.4,"92,896",3245,3165
7.5,"241,130",3246,3166
5.4,"3,005",3247,3167
5.3,"3,692",3248,3168
4.8,"3,806",3249,3169
6.5,"15,083",3250,3170
6.2,"20,677",3251,3171
6.2,"18,780",3252,3172
6.4,"89,649",3253,3173
5.1,"25,833",3254,3174
5.2,"18,849",3255,3175
5.6,"45,463",3256,3176
6.3,"58,882",3257,3177
5.6,"34,027",3258,3178
6.3,"26,942",3259,3179
6.8,"1,106",3260,3180
6.7,136,3261,3181
7.6,"1,615",3262,3182
7.3,"1,278",3263,3183
7.0,"1,051",3264,3184
7.8,60,3265,3185
6.1,"8,985",3266,3186
7.1,"42,883",3267,3187
6.4,"43,459",3268,3188
6.6,"37,058",3269,3189
7.3,"66,535",3270,3190
6.8,5,3271,3191
7.3,157,3272,3192
6.5,"23,271",3273,3193
6.8,13,3274,3194
6.5,"16,322",3275,3195
7.2,"16,520",3276,3196
5.9,"1,023",3277,3197
6.3,"38,226",3278,3198
7.8,"61,372",3279,3199
5.4,"33,601",3280,3200
6.8,"77,154",3281,3201
5.8,310,3282,3202
6.4,"1,046",3283,3203
6.8,"5,058",3284,3204
8.4,"57,980",3285,3205
5.9,"92,919",3286,3206
6.3,"18,521",3287,3207
6.8,"39,116",3288,3208
7.6,"105,122",3289,3209
6.3,"31,202",3290,3210
7.3,"47,628",3291,3211
6.6,"4,608",3292,3212
7.5,"20,675",3293,3213
7.9,"34,351",3294,3214
7.2,"3,987",3295,3215
5.9,"4,147",3296,3216
7.0,69,3297,3217
6.8,"26,028",3298,3218
6.3,"16,040",3299,3219
7.0,"6,367",3300,3220
7.2,"97,539",3301,3221
7.0,"94,651",3302,3222
6.7,"70,218",3303,3223
6.1,"42,105",3304,3224
6.6,"40,220",3305,3225
7.2,"72,507",3306,3226
7.5,"1,791",3307,3227
7.3,"4,486",3308,3228
7.3,"3,956",3309,3229
7.2,736,3310,3230
7.0,"19,714",3311,3231
7.2,721,3312,3232
7.6,"1,145",3313,3233
7.2,"1,265",3314,3234
7.1,971,3315,3235
7.3,"1,949",3316,3236
7.2,"1,403",3317,3237
6.7,347,3318,3238
,,3319,29
,,3320,29
,,3321,29
6.2,"4,984",3322,3239
4.0,24,3323,3240
7.6,"8,053",3324,3241
7.5,"3,760",3325,3242
2.0,295,3326,3243
7.6,"2,565",3327,3244
7.3,"2,853",3328,3245
7.2,"3,650",3329,3246
5.9,335,3330,3247
6.7,"12,374",3331,3248
4.1,190,3332,3249
4.4,309,3333,3250
,,3334,29
,,3335,29
7.3,"15,489",3336,3251
6.4,123,3337,3252
7.0,"39,101",3338,3253
6.9,"3,388",3339,3254
6.7,367,3340,3255
5.2,"11,796",3341,3256
6.5,"6,121",3342,3257
6.4,"19,162",3343,3258
5.6,"29,367",3344,3259
4.6,"19,172",3345,3260
4.2,93,3346,3261
3.0,96,3347,3262
6.8,"16,894",3348,3263
5.5,115,3349,3264
6.5,547,3350,3265
6.6,"10,255",3351,3266
6.4,"1,354",3352,3267
5.1,"11,549",3353,3268
7.3,"20,558",3354,3269
6.8,"10,628",3355,3270
7.3,"15,233",3356,3271
8.3,"245,302",3357,3272
7.2,"72,046",3358,3273
5.2,"6,671",3359,3274
6.5,"21,924",3360,3275
5.8,"12,173",3361,3276
6.7,"6,811",3362,3277
6.3,"1,462",3363,3278
5.7,"1,086",3364,3279
6.3,"8,741",3365,3280
6.5,"87,113",3366,3281
6.5,"17,391",3367,3282
5.2,"16,288",3368,3283
6.6,"111,416",3369,3284
6.6,"40,501",3370,3285
6.3,"56,031",3371,3286
6.4,"82,460",3372,3287
6.3,"53,363",3373,3288
6.7,"43,026",3374,3289
7.0,"16,047",3375,3290
6.0,429,3376,3291
6.8,"4,218",3377,3292
4.9,111,3378,3293
7.4,"15,892",3379,3294
7.2,"7,801",3380,3295
3.0,209,3381,3296
4.4,691,3382,3297
4.4,"4,072",3383,3298
5.0,606,3384,3299
4.3,"8,948",3385,3300
4.2,"12,706",3386,3301
5.1,"10,041",3387,3302
5.1,"3,074",3388,3303
7.0,62,3389,3304
7.4,"33,623",3390,3305
6.7,"4,880",3391,3306
5.9,"17,634",3392,3307
7.9,"20,297",3393,3308
7.2,"9,386",3394,3309
5.0,"24,721",3395,3310
5.4,"27,472",3396,3311
8.2,"127,355",3397,3312
3.8,"2,197",3398,3313
3.7,"1,670",3399,3314
4.1,94,3400,3315
7.9,"28,664",3401,3316
4.4,"10,940",3402,3317
4.7,417,3403,3318
7.6,"1,023",3404,3319
6.7,"1,602",3405,3320
7.0,"1,412",3406,3321
6.5,"2,836",3407,3322
7.3,"1,519",3408,3323
6.2,"3,788",3409,3324
5.2,"3,000",3410,3325
5.9,"19,643",3411,3326
6.4,"9,939",3412,3327
,,3413,29
,,3414,29
,,3415,29
,,3416,29
8.1,14,3417,3328
5.8,483,3418,3329
6.9,"35,484",3419,3330
6.0,"14,460",3420,3331
8.5,96,3421,3332
,,3422,29
7.7,"3,708",3423,3333
5.9,"28,640",3424,3334
7.7,"1,430",3425,3335
6.0,467,3426,3336
,,3427,29
,,3428,29
6.2,22,3429,3337
,,3430,29
5.4,"72,157",3431,3338
6.1,"131,919",3432,3339
5.4,"68,536",3433,3340
6.4,"135,629",3434,3341
6.5,"86,581",3435,3342
6.1,"110,994",3436,3343
6.7,"132,047",3437,3344
6.2,"154,749",3438,3345
,,3439,29
,,3440,29
,,3441,29
4.9,"49,912",3442,3346
6.4,"43,599",3443,3347
6.5,"67,800",3444,3348
7.1,"288,175",3445,3349
7.0,"222,494",3446,3350
5.8,"10,820",3447,3351
6.2,"7,444",3448,3352
5.6,"59,026",3449,3353
5.9,"18,991",3450,3354
6.5,"21,081",3451,3355
6.0,352,3452,3356
,,3453,29
8.4,5,3454,3357
,,3455,29
5.5,"1,524",3456,3358
6.0,"5,658",3457,3359
6.4,"1,434",3458,3360
6.4,570,3459,3361
7.0,"2,947",3460,3362
5.4,"1,123",3461,3363
4.7,26,3462,3364
,,3463,29
,,3464,29
5.6,"2,653",3465,3365
6.5,"1,161",3466,3366
6.2,832,3467,3367
,,3468,29
5.7,10,3469,3368
7.1,792,3470,3369
6.8,"2,593",3471,1816
5.7,"1,065",3472,3370
,,3473,29
6.3,876,3474,3371
2.0,387,3475,3372
6.7,"1,008",3476,3373
,,3477,29
,,3478,29
,,3479,29
,,3480,29
,,3481,29
,,3482,29
5.4,"25,576",3483,3374
6.9,328,3484,3375
,,3485,29
,,3486,29
,,3487,29
6.3,893,3488,3376
,,3489,29
,,3490,29
6.5,"27,688",3491,3377
6.3,"22,577",3492,3378
5.7,"9,972",3493,3379
6.5,"55,650",3494,3380
7.0,"73,642",3495,3381
6.9,"167,344",3496,3382
7.3,"160,507",3497,3383
6.5,"67,191",3498,3384
6.4,"14,992",3499,3385
6.5,"140,828",3500,3386
6.7,"157,199",3501,3387
6.6,"66,152",3502,3388
5.9,"66,786",3503,3389
6.5,"75,767",3504,3390
5.4,"13,348",3505,3391
5.0,"46,536",3506,3392
7.6,"48,456",3507,3393
6.7,"17,074",3508,3394
6.2,"16,902",3509,3395
6.7,"18,568",3510,3396
7.0,"1,699",3511,3397
7.7,"294,276",3512,3398
7.1,"137,178",3513,3399
6.8,"260,147",3514,3400
6.9,"129,924",3515,3401
6.2,"4,404",3516,3402
7.1,"158,103",3517,3403
"5/10,5.1/10","24,415",3518,3404
6.4,"175,150",3519,3405
6.9,"79,906",3520,3406
5.8,"11,459",3521,3407
5.2,"9,321",3522,3408
7.7,"2,670",3523,3409
7.1,"12,873",3524,3410
6.4,"1,760",3525,3411
5.6,"2,216",3526,3412
6.3,"2,606",3527,3413
6.4,"37,556",3528,3414
4.3,"2,385",3529,3415
6.7,"37,636",3530,3416
6.6,"8,615",3531,3417
6.6,"10,854",3532,3418
5.3,168,3533,3419
6.2,"3,508",3534,3420
4.3,"6,620",3535,3421
6.9,"1,421",3536,3422
4.9,"1,707",3537,3423
,,3538,29
4.8,"57,554",3539,3424
4.4,"1,423",3540,3425
5.1,494,3541,3426
5.6,"20,043",3542,3427
5.9,"2,412",3543,3428
4.3,647,3544,3429
5.7,"41,149",3545,3430
,,3546,29
,,3547,29
6.0,"26,857",3548,3431
7.4,"9,098",3549,3432
5.6,"34,567",3550,3433
5.8,"38,736",3551,3434
5.5,"11,207",3552,3435
5.7,"8,038",3553,3436
,,3554,29
,,3555,29
,,3556,29
6.1,"27,440",3557,3437
5.5,"11,081",3558,3438
,,3559,29
,,3560,29
,,3561,29
6.9,143,3562,3439
"4.9/10,4.4/10","3,467",3563,3440
7.0,"18,444",3564,3441
5.6,"5,744",3565,3442
6.4,"65,242",3566,3443
5.9,"45,079",3567,3444
7.9,"83,640",3568,3445
6.9,"59,376",3569,3446
,,3570,29
6.3,"56,054",3571,3447
6.2,924,3572,3448
6.2,"45,539",3573,3449
5.8,428,3574,3450
6.3,"20,892",3575,3451
7.0,"42,028",3576,3452
6.0,"8,340",3577,3453
6.4,"35,712",3578,3454
,,3579,29
,,3580,29
6.7,"78,351",3581,3455
3.6,648,3582,3456
5.2,"23,568",3583,3457
6.7,"18,366",3584,3458
5.6,"1,966",3585,3459
6.4,"10,393",3586,3460
6.0,"54,413",3587,3461
7.2,"9,233",3588,3462
"4.4/10,4.9/10","26,851",3589,3463
4.0,"2,790",3590,3464
5.1,"11,601",3591,3465
6.7,31,3592,3466
6.0,"9,436",3593,3467
6.6,"75,214",3594,3468
6.8,"81,037",3595,3469
5.2,"2,179",3596,3470
4.8,39,3597,3471
5.4,"28,371",3598,3472
7.6,21,3599,3473
5.7,"44,195",3600,3474
6.5,"54,872",3601,3475
6.2,"8,056",3602,3476
3.9,"2,371",3603,3477
4.4/10,"3,374",3604,3478
5.9,"3,750",3605,3479
,,3606,29
5.5,"38,649",3607,3480
6.3,"7,762",3608,3481
7.0,"11,240",3609,3482
7.1,"106,946",3610,3483
6.3,"30,093",3611,3484
7.5,45,3612,3485
,,3613,29
,,3614,29
5.7,283,3615,3486
,,3616,29
,,3617,29
,,3618,29
,,3619,29
7.4,984,3620,3487
7.1,"1,132",3621,3488
6.0,"1,264",3622,3489
6.7,184,3623,3490
6.5,"1,073",3624,3491
6.3,600,3625,3492
7.9,"2,124",3626,3493
5.6,"2,078",3627,3494
7.3,"14,568",3628,3495
6.3,"12,567",3629,3496
7.8,299,3630,3497
6.0,"4,287",3631,3498
7.3,425,3632,3499
6.8,"5,979",3633,3500
7.0,776,3634,3501
3.0,544,3635,3502
,,3636,29
,,3637,29
7.3,142,3638,3503
4.0,77,3639,3504
4.4,173,3640,3505
,,3641,29
6.5,"1,283",3642,3506
6.8,871,3643,3507
5.5,"1,504",3644,3508
5.9,"104,294",3645,3509
7.8,282,3646,3510
6.7,"1,218",3647,3511
5.8,603,3648,3512
4.2,"5,093",3649,3513
6.5,165,3650,3514
5.3,174,3651,3515
7.6,82,3652,3516
7.8,90,3653,3517
7.9,62,3654,3518
5.8,170,3655,3519
,,3656,29
9.0,65,3657,3520
,,3658,29
7.2,239,3659,3521
7.0,"30,391",3660,3522
5.6,"10,406",3661,3523
6.0,"3,525",3662,3524
6.5,"179,774",3663,3525
,,3664,29
5.6,"2,562",3665,3526
6.1,577,3666,3527
7.6,10,3667,3528
7.5,"105,696",3668,3529
6.9,"75,855",3669,3530
6.8,"47,735",3670,3531
6.8,"114,320",3671,3532
7.1,"84,422",3672,3533
6.5,"11,346",3673,3534
7.3,"277,957",3674,3535
6.7,"81,417",3675,3536
5.7,"36,248",3676,3537
2.8,"4,171",3677,3538
,,3678,29
,275,3679,3539
4.0,"19,865",3680,3540
7.2,"22,930",3681,3541
5.1,"2,350",3682,3542
4.6,"2,421",3683,3543
7.4,"213,907",3684,3544
5.9,"10,035",3685,3545
6.2,"8,072",3686,3546
7.0,"163,731",3687,3547
6.6,"45,245",3688,3548
6.7,"55,868",3689,3549
7.4,"4,849",3690,3550
7.1,"44,365",3691,3551
7.1,"105,245",3692,3552
6.7,"7,274",3693,3553
,,3694,29
6.6,"1,146",3695,3554
7.0,"9,956",3696,3555
4.2,90,3697,3556
4.2,36,3698,3557
5.2,"1,300",3699,3558
6.9,"3,000",3700,3559
6.3,"9,635",3701,3560
6.8,"12,086",3702,3561
6.4,"24,215",3703,3562
6.6,"125,881",3704,3563
7.2,"14,132",3705,3564
6.7,"24,838",3706,3565
5.8,"11,411",3707,3566
6.2,"3,880",3708,3567
6.8,"6,295",3709,3568
5.0,"3,316",3710,3569
5.8,"2,205",3711,3570
5.1,"2,149",3712,3571
5.4,"1,020",3713,3572
7.4,"2,867",3714,3573
5.7,640,3715,3574
4.4,212,3716,3575
5.9,"3,417",3717,3576
6.7,75,3718,3577
6.9,740,3719,3578
6.3,"3,824",3720,3579
6.9,"26,510",3721,3580
6.2,926,3722,3581
6.1,"6,359",3723,3582
6.2,"2,505",3724,3583
6.8,"13,964",3725,3584
8.3,21,3726,3585
6.1,"3,812",3727,3586
6.0,"24,630",3728,3587
7.8,"87,011",3729,3588
7.0,"11,048",3730,3589
6.7,"5,549",3731,3590
7.0,"6,233",3732,3591
6.6,"6,057",3733,3592
6.3,"2,988",3734,3593
5.5,"5,152",3735,3594
6.9,"6,102",3736,3595
6.4,"5,568",3737,3596
5.6,"7,003",3738,2828
6.1,"4,105",3739,3597
6.0,"4,377",3740,3598
6.4,"13,997",3741,3599
5.8,"2,947",3742,3600
6.4,"1,048",3743,3601
6.6,"35,443",3744,3602
5.9,"8,204",3745,3603
5.9,"7,907",3746,3604
6.3,"19,899",3747,3605
8.2,"46,540",3748,3606
5.8,"17,315",3749,3607
6.2,"39,566",3750,3608
6.4,"77,210",3751,3609
6.5,"6,011",3752,3610
6.7,"5,520",3753,3611
6.6,"32,086",3754,3612
5.7,"1,084",3755,3613
6.2,46,3756,3614
5.7,"13,262",3757,3615
7.2,"13,198",3758,3616
6.2,"2,831",3759,3617
5.8,"34,510",3760,3618
6.6,"2,014",3761,3619
8.2,"484,805",3762,3620
8.1,"532,737",3763,3621
6.7,"1,828",3764,3622
8.1,"690,350",3765,3623
8.2,"716,846",3766,3624
8.5,"752,420",3767,3625
8.1,"57,758",3768,3626
8.1,"91,820",3769,3627
8.1,"424,155",3770,3628
8.2,"233,008",3771,3629
5.1,"2,291",3772,3630
7.2,"203,505",3773,3631
4.1,"1,056",3774,3632
5.3,"5,905",3775,3633
7.7,"254,756",3776,3634
3.9,"3,349",3777,3635
5.2,"2,185",3778,3636
8.0,"316,939",3779,3637
7.2,"232,491",3780,3638
6.6,"5,536",3781,3639
5.4,"2,507",3782,3640
6.4,"5,405",3783,3641
7.1,"2,405",3784,3642
6.2,"10,873",3785,3643
7.2,"201,850",3786,3644
1.9,"14,921",3787,3645
7.6,"131,172",3788,3646
7.4,"75,787",3789,3647
7.5,"71,866",3790,3648
6.9,"3,203",3791,3649
,,3792,29
2.4,173,3793,3650
3.2,"1,429",3794,3651
5.7,"1,257",3795,2917
3.6,399,3796,3652
5.4,34,3797,3653
6.7,15,3798,3654
2.3,775,3799,3655
8.3,"542,175",3800,3656
7.8,"90,294",3801,3657
7.8,"74,936",3802,3658
6.4,"35,185",3803,3659
7.2,"1,862",3804,3660
6.7,225,3805,3661
7.5,"135,860",3806,3662
5.6,"33,042",3807,3663
6.5,"45,332",3808,3664
8.0,"20,233",3809,3665
7.9,"55,664",3810,3666
5.7,"1,706",3811,3667
8.0,"57,984",3812,3668
5.6,"1,528",3813,3669
8.0,"59,662",3814,3670
5.5,"2,328",3815,3671
5.7,"1,466",3816,3672
7.5,"43,340",3817,3673
7.0,"11,202",3818,3674
8.0,"198,128",3819,3675
6.6,"37,478",3820,3676
5.8,"3,244",3821,3677
6.4,"2,711",3822,3678
7.5,"6,859",3823,3679
7.7,"213,006",3824,3680
8.1,"44,893",3825,3681
7.8,"26,746",3826,3682
7.7,"11,336",3827,3683
6.4,"4,200",3828,3684
6.9,"4,672",3829,3685
7.8,"214,071",3830,3686
6.5,"2,836",3831,3322
6.3,"134,476",3832,3687
5.8,"27,868",3833,3688
6.7,"1,164",3834,3689
6.8,"3,489",3835,3690
6.3,"24,542",3836,3691
7.9,"74,719",3837,3692
8.0,"66,867",3838,3693
7.4,"70,194",3839,3694
6.6,"2,155",3840,3695
6.3,919,3841,3696
6.8,"49,849",3842,3697
6.0,"1,784",3843,3698
5.9,"1,481",3844,3699
6.3,"3,278",3845,3700
6.2,129,3846,3701
7.3,"8,203",3847,3702
5.5,"20,299",3848,3703
6.6,"32,073",3849,3704
7.7,"6,860",3850,3705
6.2,"58,892",3851,3706
6.1,"32,466",3852,3707
5.3,"33,383",3853,3708
6.5,"47,302",3854,3709
5.4,"54,602",3855,3710
5.8,"58,067",3856,3711
6.3,"136,599",3857,3712
5.4,"73,283",3858,3713
5.6,"78,585",3859,3714
6.4,"126,746",3860,3715
5.8,"36,996",3861,3716
4.3,"37,303",3862,3717
5.8,"27,455",3863,3718
5.8,"11,520",3864,3719
7.4,330,3865,3720
6.4,"54,555",3866,3721
5.6,"80,339",3867,3722
5.4,"19,105",3868,3723
3.7,"19,440",3869,3724
5.4,"39,941",3870,3725
6.5,163,3871,3726
6.6,"54,846",3872,3727
6.3,"72,302",3873,3728
6.2,397,3874,3729
6.6,875,3875,3730
5.0,20,3876,3731
4.2,"1,019",3877,3732
5.1,"8,646",3878,3733
4.7,"3,399",3879,3734
3.7,168,3880,3735
5.7,33,3881,3736
6.4,"3,088",3882,3737
5.6,198,3883,3738
5.3,810,3884,3739
6.1,"40,309",3885,3740
5.2,"9,185",3886,3741
4.9,"1,648",3887,3742
4.3,"3,575",3888,3743
6.8,122,3889,3744
6.8,"26,506",3890,3745
6.0,"7,927",3891,3746
5.6,"13,066",3892,3747
5.0,"9,921",3893,3748
,,3894,29
6.1,"34,664",3895,3749
6.5,"44,658",3896,3750
6.9,"196,090",3897,3751
7.0,"207,984",3898,3752
6.3,"139,079",3899,3753
7.1,"223,192",3900,3754
7.1,"108,646",3901,3755
6.5,"54,646",3902,3756
6.0,"73,666",3903,3757
5.7,"29,697",3904,3758
6.5,"14,984",3905,3759
3.8,"2,213",3906,3760
5.4,"10,138",3907,3761
5.5,"57,589",3908,3762
4.9,7,3909,3763
5.7,"13,747",3910,3764
5.6,"45,462",3911,3765
6.0,"75,736",3912,3766
5.6,"45,029",3913,3767
6.4,748,3914,3768
5.8,"96,346",3915,3769
5.3,64,3916,3770
5.8,"1,247",3917,3771
5.7,"5,381",3918,3772
4.1,609,3919,3773
4.3,100,3920,3774
,,3921,29
5.4,"4,264",3922,3775
5.1,"4,043",3923,3776
3.8,"3,030",3924,3777
5.2,"2,243",3925,3778
6.3,"37,810",3926,3779
6.4,"2,072",3927,3780
5.4,"1,186",3928,3781
5.0,"2,720",3929,3782
5.7,"4,481",3930,3783
5.7,"4,901",3931,3784
7.2,314,3932,3785
7.3,391,3933,3786
5.8,71,3934,3787
,,3935,29
5.6,190,3936,3788
7.8,"1,415",3937,3789
5.7,680,3938,3790
7.1,777,3939,3791
,,3940,29
6.4,47,3941,3792
6.6,345,3942,3793
8.0,"2,373",3943,3794
8.1,"2,873",3944,3795
8.2,"242,124",3945,3796
7.9,"3,250",3946,3797
6.6,"12,366",3947,3798
5.4,597,3948,3799
6.6,"13,248",3949,3800
4.3,743,3950,3801
5.1,422,3951,3802
3.3,153,3952,3803
3.2,147,3953,3804
2.8,227,3954,3805
5.5,52,3955,3806
7.7,"134,740",3956,3807
4.6,"68,233",3957,3808
5.8,"92,910",3958,3809
7.1,"82,251",3959,3810
5.4,"41,476",3960,3811
4.5,"20,752",3961,3812
6.3,"46,996",3962,3813
5.0,"32,651",3963,3814
6.0,420,3964,3815
5.8,"6,638",3965,3816
5.8,"57,637",3966,3817
5.5,737,3967,3818
5.4,"15,495",3968,3819
5.6,699,3969,3820
7.7,14,3970,3821
6.3,513,3971,3822
5.9,"21,744",3972,3823
6.5,"2,918",3973,3824
5.8,589,3974,3825
7.2,"1,743",3975,3826
4.6,210,3976,3827
5.5,"21,873",3977,3828
6.3,15,3978,3829
6.0,476,3979,3830
5.8,"4,776",3980,3831
5.6,"6,177",3981,3832
6.1,"1,395",3982,3833
6.1,"1,672",3983,3834
6.3,"6,250",3984,3835
8.3,70,3985,3836
4.9,"3,701",3986,3837
5.8,"41,945",3987,3838
5.6,"24,192",3988,3839
5.7,132,3989,3840
6.3,"3,207",3990,3841
6.9,691,3991,3842
6.9,"1,405",3992,3843
6.4,256,3993,3844
6.6,500,3994,3845
6.7,962,3995,3846
7.7,"147,391",3996,3847
7.7,"129,204",3997,3848
7.4,"185,640",3998,3849
6.1,54,3999,3850
7.8,"202,930",4000,3851
6.7,"110,181",4001,3852
7.3,"177,047",4002,3853
5.9,"8,118",4003,3854
5.5,"17,835",4004,3855
7.3,"36,770",4005,3856
5.5,"4,813",4006,3857
3.1,862,4007,3858
6.4,"21,349",4008,3859
7.0,"24,013",4009,3860
6.4,"11,862",4010,3861
7.3,"32,246",4011,3862
5.1,726,4012,3863
6.7,"12,240",4013,3864
5.1,154,4014,3865
5.9,"2,859",4015,3866
6.1,18,4016,3867
6.2,"9,759",4017,3868
5.9,"14,100",4018,3869
5.8,"22,508",4019,3870
6.4,"11,727",4020,3871
6.5,"4,585",4021,3872
7.2,"39,947",4022,3873
4.9,"1,318",4023,3874
6.6,"1,692",4024,3875
7.4,"5,919",4025,3876
5.6,96,4026,3877
4.2,"2,499",4027,3878
4.7,"1,091",4028,3879
8.1,87,4029,3880
