flight,act_arr_time,original_index,unique_index
AA-1221-MCO-ORD,,1642,272
UA-938-DEN-ORD,,1643,271
AA-789-ORD-DEN,,1644,451
AA-4307-ORD-DTW,,1645,265
AA-3979-CVG-ORD,,1646,259
UA-664-ORD-PHL,,1647,275
AA-3756-ORD-SLC,,1648,251
AA-3786-IAH-ORD,,1649,294
AA-1522-SFO-ORD,,1650,31
AA-1544-SAN-ORD,,1651,247
AA-4344-ORD-DTW,,1652,260
AA-1733-ORD-PHX,,1653,1
AA-4198-ORD-CLE,,1654,296
UA-828-SFO-ORD,,1655,121
AA-2050-ORD-MIA,,1656,452
UA-248-PHX-ORD,,1657,185
AA-415-BOS-ORD,,1658,292
AA-4330-CVG-ORD,,1659,91
UA-843-LAX-ORD,,1660,267
AA-3859-IAH-ORD,9:22 a.m.,1661,50
AA-518-MIA-JFK,9:14 a.m.,1662,52
CO-1586-IAH-MCO,10:24 p.m.,1663,453
UA-3925-IAD-ORF,9:44 a.m.,1664,391
AA-1733-ORD-PHX,10:28 p.m.,1665,358
AA-204-LAX-MCO,6:55 a.m.,1666,454
UA-2726-FLL-PHL,6:23 p.m.,1667,455
CO-52-IAH-LAX,9:08 a.m.,1668,456
AA-3468-CVG-MIA,9:29 a.m.,1669,68
AA-484-DFW-MIA,7:37 p.m.,1670,69
AA-616-DFW-DTW,1:11 p.m.,1671,66
AA-446-DFW-PHL,3:59 p.m.,1672,457
CO-1023-IAH-DEN,1:07 p.m.,1673,458
AA-466-IAH-MIA,8:50 a.m.,1674,76
UA-3050-PHX-CLT,4:57 p.m.,1675,390
AA-2957-DFW-CVG,10:58 a.m.,1676,133
AA-1664-MIA-ATL,11:50 a.m.,1677,80
AA-3979-CVG-ORD,7:59 a.m.,1678,138
AA-1279-DFW-PHX,3:13 p.m.,1679,81
AA-404-MIA-MCO,7:35 a.m.,1680,459
AA-3756-ORD-SLC,2:40 p.m.,1681,460
UA-382-IAD-LAX,3:07 p.m.,1682,365
UA-257-JFK-SFO,5:27 p.m.,1683,461
UA-2945-PHL-CLT,1:08 p.m.,1684,462
CO-63-EWR-IAH,7:43 p.m.,1685,393
AA-2525-DFW-MIA,10:43 a.m.,1686,102
CO-47-IAH-LAX,8:46 p.m.,1687,394
AA-271-MIA-LAX,2:21 p.m.,1688,140
AA-2050-ORD-MIA,2:39 p.m.,1689,89
AA-4330-CVG-ORD,3:26 p.m.,1690,366
AA-1434-DFW-MCO,10:29 a.m.,1691,187
AA-1640-MIA-MCO,7:25 p.m.,1692,93
AA-4307-ORD-DTW,8:38 p.m.,1693,94
AA-3-JFK-LAX,3:04 p.m.,1694,95
CO-1694-LAX-IAH,12:02 a.m.,1695,392
CO-1193-EWR-MCO,12:02 p.m.,1696,367
AA-3842-MSP-ORD,7:49 a.m.,1697,99
AA-643-MIA-ORD,9:26 a.m.,1698,100
AA-1007-MIA-PHX,7:43 p.m.,1699,101
UA-2906-PHL-MCO,6:34 p.m.,1700,463
AA-1221-MCO-ORD,9:47 p.m.,1701,105
AA-400-DFW-JFK,2:58 p.m.,1702,108
UA-664-ORD-PHL,4:20 p.m.,1703,109
UA-37-EWR-MCO,4:06 p.m.,1704,203
UA-233-LAX-JFK,12:19 a.m.,1705,464
AA-3823-LAX-DEN,12:01 a.m.,1706,465
AA-2312-DFW-DTW,11:35 p.m.,1707,114
AA-1165-JFK-MIA,9:45 a.m.,1708,115
AA-431-MIA-SFO,11:33 a.m.,1709,116
AA-649-ORD-SNA,3:40 p.m.,1710,466
UA-828-SFO-ORD,5:21 a.m.,1711,467
CO-4888-IAH-DAL,6:56 p.m.,1712,468
AA-3063-SLC-LAX,9:11 p.m.,1713,216
AA-3804-PHL-ORD,3:36 p.m.,1714,129
AA-1917-JFK-MCO,5:39 p.m.,1715,130
AA-2268-PHX-ORD,11:04 a.m.,1716,131
AA-4277-CVG-JFK,1:42 p.m.,1717,132
AA-789-ORD-DEN,2:49 p.m.,1718,135
AA-85-JFK-SFO,6:30 p.m.,1719,137
AA-3786-IAH-ORD,6:11 p.m.,1720,139
AA-222-LAX-BOS,3:12 p.m.,1721,148
UA-3099-PHX-PHL,5:34 p.m.,1722,142
AA-4198-ORD-CLE,12:37 p.m.,1723,143
CO-45-EWR-MIA,6:33 p.m.,1724,237
AA-3809-PHX-LAX,6:09 a.m.,1725,395
AA-59-JFK-SFO,10:52 a.m.,1726,147
UA-397-JFK-SFO,11:58 a.m.,1727,301
UA-3925-IAD-ORF,9:43 a.m.,1728,302
UA-2830-MCO-CLT,5:17 p.m.,1729,155
UA-5487-SFO-MRY,11:21 a.m.,1730,304
UA-2726-FLL-PHL,6:28 p.m.,1731,339
UA-3050-PHX-CLT,5:05 p.m.,1732,341
UA-382-IAD-LAX,3:21 p.m.,1733,315
UA-2945-PHL-CLT,1:15 p.m.,1734,343
UA-854-SFO-IAH,1:30 p.m.,1735,314
UA-3515-IAD-MSP,9:56 a.m.,1736,67
UA-248-PHX-ORD,5:34 p.m.,1737,318
UA-843-LAX-ORD,7:58 p.m.,1738,319
UA-2906-PHL-MCO,6:38 p.m.,1739,346
UA-938-DEN-ORD,7:36 p.m.,1740,322
UA-2515-DFW-CLT,10:47 a.m.,1741,347
UA-664-ORD-PHL,4:23 p.m.,1742,324
UA-37-EWR-MCO,4:17 p.m.,1743,325
UA-233-LAX-JFK,Fri Dec 2 12:29 a.m.,1744,469
UA-3373-IAD-PHL,9:13 a.m.,1745,117
UA-6273-YYC-SFO,8:45 a.m.,1746,328
UA-828-SFO-ORD,Fri Dec 2 5:11 a.m.,1747,470
UA-858-PVG-SFO,8:02 a.m.,1748,329
UA-2704-DTW-PHX,2:00 p.m.,1749,354
UA-2708-EWR-CLT,4:44 p.m.,1750,356
UA-62-IAH-EWR,7:10 p.m.,1751,330
UA-1500-IAH-GUA,11:56 a.m.,1752,471
UA-2314-ATL-PHL,4:47 p.m.,1753,352
UA-37-EDI-EWR,12:09 p.m.,1754,332
UA-3099-PHX-PHL,5:38 p.m.,1755,357
UA-414-LAX-SFO,7:17 a.m.,1756,305
UA-257-JFK-SFO,5:42 p.m.,1757,316
AA-3859-IAH-ORD,9:32 a.m.,1758,0
CO-1586-IAH-MCO,10:29 p.m.,1759,300
AA-518-MIA-JFK,9:28 a.m.,1760,3
UA-397-JFK-SFO,11:58 a.m.,1761,301
UA-3925-IAD-ORF,9:43 a.m.,1762,302
AA-1733-ORD-PHX,,1763,1
AA-3-JFK-LAX,3:16 p.m.,1764,24
UA-2830-MCO-CLT,5:17 p.m.,1765,155
CO-58-DEN-IAH,3:31 p.m.,1766,303
UA-5487-SFO-MRY,11:21 a.m.,1767,304
AA-204-LAX-MCO,,1768,5
UA-414-LAX-SFO,7:17 a.m.,1769,305
CO-1614-LAX-IAH,5:26 a.m.,1770,306
UA-2726-FLL-PHL,6:28 p.m.,1771,339
CO-52-IAH-LAX,9:14 a.m.,1772,340
CO-1090-BOS-IAH,1:19 p.m.,1773,307
AA-616-DFW-DTW,1:27 p.m.,1774,15
UA-3515-IAD-MSP,9:56 a.m.,1775,67
AA-3468-CVG-MIA,9:45 a.m.,1776,6
AA-484-DFW-MIA,7:39 p.m.,1777,7
AA-1886-BOS-MIA,1:40 p.m.,1778,10
CO-62-IAH-EWR,7:10 p.m.,1779,308
CO-1561-PHX-IAH,11:32 a.m.,1780,309
UA-2314-ATL-PHL,4:47 p.m.,1781,352
AA-446-DFW-PHL,4:09 p.m.,1782,8
CO-1023-IAH-DEN,1:14 p.m.,1783,311
AA-466-IAH-MIA,9:05 a.m.,1784,9
UA-3050-PHX-CLT,5:05 p.m.,1785,341
CO-89-IAH-EWR,10:27 a.m.,1786,312
CO-1088-CLE-IAH,10:56 a.m.,1787,313
AA-1664-MIA-ATL,11:56 a.m.,1788,12
AA-1279-DFW-PHX,3:20 p.m. (Runway),1789,386
UA-854-SFO-IAH,1:30 p.m.,1790,314
UA-382-IAD-LAX,3:21 p.m.,1791,315
AA-4344-ORD-DTW,2:10 p.m.,1792,16
UA-257-JFK-SFO,5:42 p.m.,1793,316
UA-2945-PHL-CLT,1:15 p.m.,1794,343
CO-63-EWR-IAH,8:03 p.m.,1795,317
CO-47-IAH-LAX,8:56 p.m.,1796,387
AA-2050-ORD-MIA,2:46 p.m.,1797,20
UA-248-PHX-ORD,5:34 p.m.,1798,318
AA-4330-CVG-ORD,3:33 p.m.,1799,21
AA-1434-DFW-MCO,10:36 a.m.,1800,22
AA-1640-MIA-MCO,,1801,2
AA-4307-ORD-DTW,8:53 p.m.,1802,23
CO-1694-LAX-IAH,,1803,96
UA-843-LAX-ORD,7:58 p.m.,1804,319
CO-1193-EWR-MCO,12:09 p.m.,1805,320
AA-3842-MSP-ORD,7:51 a.m.,1806,25
AA-643-MIA-ORD,9:31 a.m.,1807,26
AA-1007-MIA-PHX,7:55 p.m.,1808,27
UA-2906-PHL-MCO,6:38 p.m.,1809,346
UA-938-DEN-ORD,7:36 p.m.,1810,322
AA-1221-MCO-ORD,9:53 p.m.,1811,28
CO-16-LAX-EWR,6:34 p.m.,1812,323
UA-2515-DFW-CLT,10:47 a.m.,1813,347
AA-400-DFW-JFK,3:04 p.m.,1814,29
UA-664-ORD-PHL,4:23 p.m.,1815,324
AA-3756-ORD-SLC,2:50 p.m.,1816,4
UA-37-EWR-MCO,4:17 p.m.,1817,325
AA-1522-SFO-ORD,,1818,31
UA-233-LAX-JFK,,1819,326
AA-3823-LAX-DEN,,1820,32
AA-2312-DFW-DTW,,1821,33
AA-1165-JFK-MIA,10:04 a.m.,1822,34
AA-431-MIA-SFO,11:44 a.m.,1823,35
UA-3373-IAD-PHL,9:13 a.m.,1824,117
AA-649-ORD-SNA,,1825,36
CO-1250-MIA-IAH,4:59 p.m.,1826,327
UA-6273-YYC-SFO,8:45 a.m.,1827,328
UA-828-SFO-ORD,,1828,121
CO-4888-IAH-DAL,,1829,213
UA-858-PVG-SFO,8:02 a.m.,1830,329
UA-2704-DTW-PHX,2:00 p.m.,1831,354
AA-3063-SLC-LAX,9:20 p.m.,1832,388
UA-2708-EWR-CLT,4:44 p.m.,1833,356
UA-62-IAH-EWR,7:10 p.m.,1834,330
UA-1500-IAH-GUA,11:45 a.m.,1835,389
AA-3804-PHL-ORD,3:43 p.m.,1836,38
AA-1917-JFK-MCO,5:43 p.m.,1837,39
AA-2268-PHX-ORD,11:06 a.m.,1838,40
AA-4277-CVG-JFK,1:43 p.m.,1839,41
AA-2957-DFW-CVG,11:01 a.m.,1840,11
UA-37-EDI-EWR,12:09 p.m.,1841,332
AA-789-ORD-DEN,3:13 p.m.,1842,42
AA-415-BOS-ORD,10:16 a.m.,1843,43
AA-85-JFK-SFO,6:43 p.m.,1844,44
AA-3979-CVG-ORD,8:06 a.m.,1845,13
AA-1544-SAN-ORD,4:56 p.m.,1846,45
AA-3786-IAH-ORD,6:15 p.m.,1847,46
AA-271-MIA-LAX,2:27 p.m.,1848,19
AA-2525-DFW-MIA,11:06 a.m.,1849,17
CO-50-CLE-EWR,5:26 p.m.,1850,333
UA-3099-PHX-PHL,5:38 p.m.,1851,357
AA-4198-ORD-CLE,12:50 p.m.,1852,30
AA-404-MIA-MCO,7:40 a.m.,1853,18
CO-45-EWR-MIA,6:36 p.m.,1854,335
AA-3809-PHX-LAX,6:19 a.m.,1855,48
AA-59-JFK-SFO,11:12 a.m.,1856,49
AA-222-LAX-BOS,3:14 p.m.,1857,47
AA-3859-IAH-ORD,9:32 a.m.,1858,0
CO-1586-IAH-MCO,10:29 p.m.,1859,300
AA-518-MIA-JFK,9:28 a.m.,1860,3
UA-397-JFK-SFO,11:58 a.m.,1861,301
UA-3925-IAD-ORF,9:43 a.m.,1862,302
AA-1733-ORD-PHX,10:30 p.m. (Estimated),1863,336
AA-4344-ORD-DTW,2:10 p.m.,1864,16
AA-1640-MIA-MCO,7:25 p.m. (Estimated runway),1865,337
UA-2830-MCO-CLT,5:17 p.m.,1866,155
CO-58-DEN-IAH,3:31 p.m.,1867,303
AA-204-LAX-MCO,6:35 a.m. (Estimated runway),1868,338
UA-414-LAX-SFO,7:17 a.m.,1869,305
CO-1614-LAX-IAH,5:26 a.m.,1870,306
UA-2726-FLL-PHL,6:28 p.m.,1871,339
CO-52-IAH-LAX,9:14 a.m.,1872,340
CO-1090-BOS-IAH,1:19 p.m.,1873,307
AA-3468-CVG-MIA,9:45 a.m.,1874,6
UA-3515-IAD-MSP,9:56 a.m.,1875,67
AA-484-DFW-MIA,7:39 p.m.,1876,7
AA-616-DFW-DTW,1:27 p.m.,1877,15
CO-62-IAH-EWR,7:10 p.m.,1878,308
CO-63-EWR-IAH,8:03 p.m.,1879,317
AA-446-DFW-PHL,4:09 p.m.,1880,8
CO-1023-IAH-DEN,1:14 p.m.,1881,311
AA-466-IAH-MIA,9:05 a.m.,1882,9
UA-3050-PHX-CLT,5:05 p.m.,1883,341
CO-89-IAH-EWR,10:27 a.m.,1884,312
CO-1088-CLE-IAH,10:56 a.m.,1885,313
AA-2957-DFW-CVG,11:01 a.m.,1886,11
AA-1664-MIA-ATL,11:56 a.m.,1887,12
AA-3979-CVG-ORD,8:06 a.m.,1888,13
AA-1279-DFW-PHX,3:20 p.m. (runway),1889,342
AA-404-MIA-MCO,7:40 a.m.,1890,18
AA-3756-ORD-SLC,2:50 p.m.,1891,4
UA-382-IAD-LAX,3:21 p.m.,1892,315
UA-2945-PHL-CLT,1:15 p.m.,1893,343
CO-47-IAH-LAX,9:52 p.m. (Estimated),1894,344
AA-271-MIA-LAX,2:27 p.m.,1895,19
AA-2050-ORD-MIA,2:46 p.m.,1896,20
UA-248-PHX-ORD,5:34 p.m.,1897,318
AA-4330-CVG-ORD,3:33 p.m.,1898,21
AA-1434-DFW-MCO,10:36 a.m.,1899,22
CO-1561-PHX-IAH,11:32 a.m.,1900,309
AA-4307-ORD-DTW,8:53 p.m.,1901,23
AA-3-JFK-LAX,3:16 p.m.,1902,24
CO-1694-LAX-IAH,12:21 a.m. (Estimated),1903,345
UA-843-LAX-ORD,7:58 p.m.,1904,319
CO-1193-EWR-MCO,12:09 p.m.,1905,320
AA-3842-MSP-ORD,7:51 a.m.,1906,25
AA-643-MIA-ORD,9:31 a.m.,1907,26
AA-1007-MIA-PHX,7:55 p.m.,1908,27
AA-2525-DFW-MIA,11:06 a.m.,1909,17
UA-2906-PHL-MCO,6:38 p.m.,1910,346
UA-938-DEN-ORD,7:36 p.m.,1911,322
AA-1221-MCO-ORD,9:53 p.m.,1912,28
CO-16-LAX-EWR,6:34 p.m.,1913,323
UA-2515-DFW-CLT,10:47 a.m.,1914,347
AA-400-DFW-JFK,3:04 p.m.,1915,29
UA-664-ORD-PHL,4:23 p.m.,1916,324
UA-37-EWR-MCO,4:17 p.m.,1917,325
AA-1522-SFO-ORD,5:42 a.m. (Estimated runway),1918,348
UA-233-LAX-JFK,12:01 a.m. (Estimated runway),1919,349
AA-3823-LAX-DEN,11:49 p.m. (Estimated runway),1920,350
AA-2312-DFW-DTW,11:35 p.m. (Estimated runway),1921,351
UA-2314-ATL-PHL,4:47 p.m.,1922,352
AA-1165-JFK-MIA,10:04 a.m.,1923,34
AA-431-MIA-SFO,11:44 a.m.,1924,35
UA-257-JFK-SFO,5:42 p.m.,1925,316
UA-3373-IAD-PHL,9:13 a.m.,1926,117
CO-1250-MIA-IAH,4:59 p.m.,1927,327
UA-828-SFO-ORD,,1928,121
CO-4888-IAH-DAL,6:40 p.m. (Estimated),1929,353
UA-2704-DTW-PHX,2:00 p.m.,1930,354
AA-3063-SLC-LAX,9:19 p.m. (Estimated),1931,355
UA-2708-EWR-CLT,4:44 p.m.,1932,356
UA-62-IAH-EWR,7:10 p.m.,1933,330
AA-3804-PHL-ORD,3:43 p.m.,1934,38
AA-1917-JFK-MCO,5:43 p.m.,1935,39
AA-2268-PHX-ORD,11:06 a.m.,1936,40
AA-4277-CVG-JFK,1:43 p.m.,1937,41
AA-789-ORD-DEN,3:13 p.m.,1938,42
UA-854-SFO-IAH,1:30 p.m.,1939,314
AA-415-BOS-ORD,10:16 a.m.,1940,43
AA-85-JFK-SFO,6:43 p.m.,1941,44
AA-3786-IAH-ORD,6:15 p.m.,1942,46
AA-222-LAX-BOS,3:14 p.m.,1943,47
CO-50-CLE-EWR,5:26 p.m.,1944,333
UA-3099-PHX-PHL,5:38 p.m.,1945,357
AA-4198-ORD-CLE,12:50 p.m.,1946,30
CO-45-EWR-MIA,6:36 p.m.,1947,335
AA-3809-PHX-LAX,6:19 a.m.,1948,48
AA-59-JFK-SFO,11:12 a.m.,1949,49
AA-3859-IAH-ORD,9:22 a.m.,1950,50
CO-1586-IAH-MCO,10:29 p.m.,1951,300
AA-518-MIA-JFK,9:28 a.m.,1952,3
UA-397-JFK-SFO,11:58 a.m.,1953,301
UA-3925-IAD-ORF,9:43 a.m.,1954,302
AA-1733-ORD-PHX,,1955,1
AA-3-JFK-LAX,3:16 p.m.,1956,24
UA-2830-MCO-CLT,5:17 p.m.,1957,155
CO-58-DEN-IAH,3:31 p.m.,1958,303
UA-5487-SFO-MRY,11:21 a.m.,1959,304
AA-204-LAX-MCO,,1960,5
UA-414-LAX-SFO,7:17 a.m.,1961,305
CO-1614-LAX-IAH,5:26 a.m.,1962,306
UA-2726-FLL-PHL,6:25 p.m.,1963,63
CO-52-IAH-LAX,9:09 a.m.,1964,161
CO-1090-BOS-IAH,1:19 p.m.,1965,307
AA-616-DFW-DTW,1:18 p.m.,1966,163
UA-3515-IAD-MSP,9:56 a.m.,1967,67
AA-3468-CVG-MIA,9:45 a.m.,1968,6
AA-484-DFW-MIA,7:39 p.m.,1969,7
AA-1886-BOS-MIA,1:40 p.m.,1970,10
CO-62-IAH-EWR,7:10 p.m.,1971,308
CO-1561-PHX-IAH,11:32 a.m.,1972,309
UA-2314-ATL-PHL,5:00 p.m.,1973,310
AA-446-DFW-PHL,4:09 p.m.,1974,8
CO-1023-IAH-DEN,1:14 p.m.,1975,311
AA-466-IAH-MIA,9:05 a.m.,1976,9
UA-3050-PHX-CLT,5:03 p.m.,1977,173
CO-89-IAH-EWR,10:27 a.m.,1978,312
CO-1088-CLE-IAH,10:56 a.m.,1979,313
AA-1664-MIA-ATL,11:50 a.m.,1980,80
AA-1279-DFW-PHX,3:19 p.m.,1981,176
UA-854-SFO-IAH,1:30 p.m.,1982,314
UA-382-IAD-LAX,3:21 p.m.,1983,315
AA-4344-ORD-DTW,2:01 p.m.,1984,179
UA-257-JFK-SFO,5:42 p.m.,1985,316
UA-2945-PHL-CLT,1:14 p.m.,1986,181
CO-63-EWR-IAH,8:03 p.m.,1987,317
CO-47-IAH-LAX,9:38 p.m.,1988,183
AA-2050-ORD-MIA,2:46 p.m.,1989,20
UA-248-PHX-ORD,5:34 p.m.,1990,318
AA-4330-CVG-ORD,3:25 p.m.,1991,186
AA-1434-DFW-MCO,10:29 a.m.,1992,187
AA-1640-MIA-MCO,,1993,2
AA-4307-ORD-DTW,8:43 p.m.,1994,189
CO-1694-LAX-IAH,,1995,96
UA-843-LAX-ORD,7:58 p.m.,1996,319
CO-1193-EWR-MCO,12:09 p.m.,1997,320
AA-3842-MSP-ORD,7:51 a.m.,1998,25
AA-643-MIA-ORD,9:29 a.m.,1999,193
AA-1007-MIA-PHX,7:53 p.m.,2000,194
UA-2906-PHL-MCO,6:35 p.m.,2001,321
UA-938-DEN-ORD,7:36 p.m.,2002,322
AA-1221-MCO-ORD,9:49 p.m.,2003,197
CO-16-LAX-EWR,6:34 p.m.,2004,323
UA-2515-DFW-CLT,10:45 a.m.,2005,199
AA-400-DFW-JFK,3:04 p.m.,2006,29
UA-664-ORD-PHL,4:23 p.m.,2007,324
AA-3756-ORD-SLC,2:52 p.m.,2008,202
UA-37-EWR-MCO,4:17 p.m.,2009,325
AA-1522-SFO-ORD,,2010,31
UA-233-LAX-JFK,,2011,326
AA-3823-LAX-DEN,,2012,32
AA-2312-DFW-DTW,,2013,33
AA-1165-JFK-MIA,10:04 a.m.,2014,34
AA-431-MIA-SFO,11:44 a.m.,2015,35
UA-3373-IAD-PHL,9:13 a.m.,2016,117
AA-649-ORD-SNA,,2017,36
CO-1250-MIA-IAH,4:59 p.m.,2018,327
UA-6273-YYC-SFO,8:45 a.m.,2019,328
UA-828-SFO-ORD,,2020,121
CO-4888-IAH-DAL,,2021,213
UA-858-PVG-SFO,8:02 a.m.,2022,329
UA-2704-DTW-PHX,2:02 p.m.,2023,215
AA-3063-SLC-LAX,9:11 p.m.,2024,216
UA-2708-EWR-CLT,4:24 p.m.,2025,217
UA-62-IAH-EWR,7:10 p.m.,2026,330
UA-1500-IAH-GUA,12:12 p.m.,2027,331
AA-3804-PHL-ORD,3:36 p.m.,2028,129
AA-1917-JFK-MCO,5:34 p.m.,2029,220
AA-2268-PHX-ORD,11:07 a.m.,2030,221
AA-4277-CVG-JFK,1:43 p.m.,2031,41
AA-2957-DFW-CVG,11:00 a.m.,2032,223
UA-37-EDI-EWR,12:09 p.m.,2033,332
AA-789-ORD-DEN,3:01 p.m.,2034,225
AA-415-BOS-ORD,10:10 a.m.,2035,226
AA-85-JFK-SFO,6:43 p.m.,2036,44
AA-3979-CVG-ORD,7:57 a.m.,2037,228
AA-1544-SAN-ORD,4:56 p.m.,2038,45
AA-3786-IAH-ORD,6:09 p.m.,2039,230
AA-271-MIA-LAX,2:27 p.m.,2040,19
AA-2525-DFW-MIA,11:06 a.m.,2041,17
CO-50-CLE-EWR,5:26 p.m.,2042,333
UA-3099-PHX-PHL,6:17 p.m.,2043,334
AA-4198-ORD-CLE,12:48 p.m.,2044,235
AA-404-MIA-MCO,7:32 a.m.,2045,236
CO-45-EWR-MIA,6:36 p.m.,2046,335
AA-3809-PHX-LAX,6:19 a.m.,2047,48
AA-59-JFK-SFO,11:12 a.m.,2048,49
AA-222-LAX-BOS,3:14 p.m.,2049,47
AA-3859-IAH-ORD,9:32 a.m.,2050,0
CO-1586-IAH-MCO,10:29 p.m.,2051,300
AA-518-MIA-JFK,9:28 a.m.,2052,3
UA-397-JFK-SFO,11:58 a.m.,2053,301
UA-3925-IAD-ORF,9:43 a.m.,2054,302
AA-1733-ORD-PHX,,2055,1
AA-3-JFK-LAX,3:16 p.m.,2056,24
UA-2830-MCO-CLT,5:17 p.m.,2057,155
CO-58-DEN-IAH,3:31 p.m.,2058,303
UA-5487-SFO-MRY,11:21 a.m.,2059,304
AA-204-LAX-MCO,,2060,5
UA-414-LAX-SFO,7:17 a.m.,2061,305
CO-1614-LAX-IAH,5:26 a.m.,2062,306
UA-2726-FLL-PHL,6:28 p.m.,2063,339
CO-52-IAH-LAX,9:14 a.m.,2064,340
CO-1090-BOS-IAH,1:19 p.m.,2065,307
AA-616-DFW-DTW,1:27 p.m.,2066,15
UA-3515-IAD-MSP,9:56 a.m.,2067,67
AA-3468-CVG-MIA,9:45 a.m.,2068,6
AA-484-DFW-MIA,7:39 p.m.,2069,7
AA-1886-BOS-MIA,1:40 p.m.,2070,10
CO-62-IAH-EWR,7:10 p.m.,2071,308
CO-1561-PHX-IAH,11:32 a.m.,2072,309
UA-2314-ATL-PHL,4:47 p.m.,2073,352
AA-446-DFW-PHL,4:09 p.m.,2074,8
CO-1023-IAH-DEN,1:14 p.m.,2075,311
AA-466-IAH-MIA,9:05 a.m.,2076,9
UA-3050-PHX-CLT,5:05 p.m.,2077,341
CO-89-IAH-EWR,10:27 a.m.,2078,312
CO-1088-CLE-IAH,10:56 a.m.,2079,313
AA-1664-MIA-ATL,11:56 a.m.,2080,12
AA-1279-DFW-PHX,3:20 p.m. (Runway),2081,386
UA-854-SFO-IAH,1:30 p.m.,2082,314
UA-382-IAD-LAX,3:21 p.m.,2083,315
AA-4344-ORD-DTW,2:10 p.m.,2084,16
UA-257-JFK-SFO,5:42 p.m.,2085,316
UA-2945-PHL-CLT,1:15 p.m.,2086,343
CO-63-EWR-IAH,8:03 p.m.,2087,317
CO-47-IAH-LAX,8:56 p.m.,2088,387
AA-2050-ORD-MIA,2:46 p.m.,2089,20
UA-248-PHX-ORD,5:34 p.m.,2090,318
AA-4330-CVG-ORD,3:33 p.m.,2091,21
AA-1434-DFW-MCO,10:36 a.m.,2092,22
AA-1640-MIA-MCO,,2093,2
AA-4307-ORD-DTW,8:53 p.m.,2094,23
CO-1694-LAX-IAH,,2095,96
UA-843-LAX-ORD,7:58 p.m.,2096,319
CO-1193-EWR-MCO,12:09 p.m.,2097,320
AA-3842-MSP-ORD,7:51 a.m.,2098,25
AA-643-MIA-ORD,9:31 a.m.,2099,26
AA-1007-MIA-PHX,7:55 p.m.,2100,27
UA-2906-PHL-MCO,6:38 p.m.,2101,346
UA-938-DEN-ORD,7:36 p.m.,2102,322
AA-1221-MCO-ORD,9:53 p.m.,2103,28
CO-16-LAX-EWR,6:34 p.m.,2104,323
UA-2515-DFW-CLT,10:47 a.m.,2105,347
AA-400-DFW-JFK,3:04 p.m.,2106,29
UA-664-ORD-PHL,4:23 p.m.,2107,324
AA-3756-ORD-SLC,2:50 p.m.,2108,4
UA-37-EWR-MCO,4:17 p.m.,2109,325
AA-1522-SFO-ORD,,2110,31
UA-233-LAX-JFK,,2111,326
AA-3823-LAX-DEN,,2112,32
AA-2312-DFW-DTW,,2113,33
AA-1165-JFK-MIA,10:04 a.m.,2114,34
AA-431-MIA-SFO,11:44 a.m.,2115,35
UA-3373-IAD-PHL,9:13 a.m.,2116,117
AA-649-ORD-SNA,,2117,36
CO-1250-MIA-IAH,4:59 p.m.,2118,327
UA-6273-YYC-SFO,8:45 a.m.,2119,328
UA-828-SFO-ORD,,2120,121
CO-4888-IAH-DAL,,2121,213
UA-858-PVG-SFO,8:02 a.m.,2122,329
UA-2704-DTW-PHX,2:00 p.m.,2123,354
AA-3063-SLC-LAX,9:20 p.m.,2124,388
UA-2708-EWR-CLT,4:44 p.m.,2125,356
UA-62-IAH-EWR,7:10 p.m.,2126,330
UA-1500-IAH-GUA,11:45 a.m.,2127,389
AA-3804-PHL-ORD,3:43 p.m.,2128,38
AA-1917-JFK-MCO,5:43 p.m.,2129,39
AA-2268-PHX-ORD,11:06 a.m.,2130,40
AA-4277-CVG-JFK,1:43 p.m.,2131,41
AA-2957-DFW-CVG,11:01 a.m.,2132,11
UA-37-EDI-EWR,12:09 p.m.,2133,332
AA-789-ORD-DEN,3:13 p.m.,2134,42
AA-415-BOS-ORD,10:16 a.m.,2135,43
AA-85-JFK-SFO,6:43 p.m.,2136,44
AA-3979-CVG-ORD,8:06 a.m.,2137,13
AA-1544-SAN-ORD,4:56 p.m.,2138,45
AA-3786-IAH-ORD,6:15 p.m.,2139,46
AA-271-MIA-LAX,2:27 p.m.,2140,19
AA-2525-DFW-MIA,11:06 a.m.,2141,17
CO-50-CLE-EWR,5:26 p.m.,2142,333
UA-3099-PHX-PHL,5:38 p.m.,2143,357
AA-4198-ORD-CLE,12:50 p.m.,2144,30
AA-404-MIA-MCO,7:40 a.m.,2145,18
CO-45-EWR-MIA,6:36 p.m.,2146,335
AA-3809-PHX-LAX,6:19 a.m.,2147,48
AA-59-JFK-SFO,11:12 a.m.,2148,49
AA-222-LAX-BOS,3:14 p.m.,2149,47
CO-58-DEN-IAH,,2150,57
CO-1023-IAH-DEN,,2151,75
AA-3823-LAX-DEN,,2152,32
UA-938-DEN-ORD,,2153,271
AA-789-ORD-DEN,,2154,451
AA-3859-IAH-ORD,9:22 a.m.,2155,50
CO-1586-IAH-MCO,10:29 p.m.,2156,300
AA-518-MIA-JFK,9:28 a.m.,2157,3
UA-397-JFK-SFO,11:58 a.m.,2158,301
UA-3925-IAD-ORF,9:43 a.m.,2159,302
AA-1733-ORD-PHX,,2160,1
AA-3-JFK-LAX,3:16 p.m.,2161,24
