beer-name,style,original_index,unique_index
Panther,American Porter,1731,1665
Franz,Märzen / Oktoberfest,1732,1666
Zen,American Pale Ale (APA),1733,1667
Truth,American IPA,1734,1668
Cougar,American Blonde Ale,1735,1669
Smooth Operator,Cream Ale,1736,1670
Gose,Gose,1737,1184
Maine Island Trail Ale,American Pale Ale (APA),1738,1671
River North White Ale,Witbier,1739,1672
River North Ale,American Amber / Red Ale,1740,1673
Lil SIPA,American IPA,1741,1674
Hop Bomber Rye Pale Ale,American Pale Ale (APA),1742,1675
Jah Mon,American IPA,1743,1676
Oktoberfest,Märzen / Oktoberfest,1744,573
Headless Wylie,Pumpkin Ale,1745,1677
Dayman IPA,American IPA,1746,1678
All Aboard! Anniversary Stout,Oatmeal Stout,1747,1679
Hop Lace,American White IPA,1748,1680
OH-PA Session Pale Ale,American Pale Ale (APA),1749,1681
Patrick's Poison,American Amber / Red Ale,1750,1682
Rudolph's Red,American Amber / Red Ale,1751,1683
Babbling Blonde,American Blonde Ale,1752,1684
Maxwell's Scottish Ale,Scottish Ale,1753,1685
Grateful White,Witbier,1754,1686
RT Lager,American Amber / Red Lager,1755,1687
Old Wylie's IPA,American IPA,1756,1688
Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,1757,1689
Track 1 Amber Lager,American Amber / Red Lager,1758,1690
Pine Knob Pilsner,Czech Pilsener,1759,1691
Cal and Co. Black Cherry Porter,American Porter,1760,1692
Lazy Daze Lager,American Adjunct Lager,1761,1693
Rochester Red Ale,American Amber / Red Ale,1762,1694
Milkshake Stout,Milk / Sweet Stout,1763,1695
Cornerstone IPA,American IPA,1764,1696
Lazy Daze Lager,American Adjunct Lager,1765,1693
Rogue American Amber Ale,American Amber / Red Ale,1766,1697
12th Round,American Strong Ale,1767,1698
RoughTail IPA,American IPA,1768,1699
Polar Night Stout,American Stout,1769,1700
Sundown,Saison / Farmhouse Ale,1770,1701
Sanctified,Belgian Strong Pale Ale,1771,1702
Fear of a Brett Planet,American Pale Ale (APA),1772,1703
Original Slacker Ale,English Brown Ale,1773,1704
Alpha Blackback,American Black Ale,1774,1705
Kiss Off IPA,American IPA,1775,1706
Dog Days Summer Ale,Kölsch,1776,1707
1881 California Red,American Amber / Red Ale,1777,1708
CAPT Black IPA,American Black Ale,1778,1709
Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,1779,1710
CAPT Black IPA,American Black Ale,1780,1709
1881 California Red Ale,American Amber / Red Ale,1781,1711
Saint Archer White Ale,Witbier,1782,1712
Saint Archer IPA,American IPA,1783,1713
Saint Archer Pale Ale,American Pale Ale (APA),1784,1714
Saint Archer Blonde,Kölsch,1785,1715
Sex Panther,American Porter,1786,1716
Winter Warmer (Vault Series),Winter Warmer,1787,1717
Count Hopula (Vault Series),American Double / Imperial IPA,1788,1718
Oktoberfest,Märzen / Oktoberfest,1789,573
SunSpot Golden Ale,American Blonde Ale,1790,1719
I.W.A. (2011),American Pale Wheat Ale,1791,1720
Supermonk I.P.A.,Belgian IPA,1792,1721
Epicenter Amber Ale,American Amber / Red Ale,1793,1722
SanTan HefeWeizen,Hefeweizen,1794,1723
Hop Shock IPA,American IPA,1795,1724
Sex Panther (2014),American Porter,1796,1725
Devil’s Ale,American Pale Ale (APA),1797,1726
Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,1798,1727
Mr. Pineapple,Fruit / Vegetable Beer,1799,1728
American Idiot Ale (2012),American Pale Ale (APA),1800,1729
Hop Shock IPA (2010),American IPA,1801,1730
SanTan HefeWeizen (2010),Hefeweizen,1802,1731
Devil’s Ale (2010),American Pale Ale (APA),1803,1732
Epicenter Amber Ale (2010),American Amber / Red Ale,1804,1733
Sanitas Saison Ale,Saison / Farmhouse Ale,1805,1734
Sanitas Black IPA,American Black Ale,1806,1735
Giant DIPA,American Double / Imperial IPA,1807,1736
Dread Brown Ale,American Brown Ale,1808,1737
Casinos IPA,English India Pale Ale (IPA),1809,1738
Saison 88,Saison / Farmhouse Ale,1810,1739
Black IPA,American Black Ale,1811,1740
Santa Fe Irish Red Ale,Irish Red Ale,1812,1741
Santa Fe Oktoberfest,Märzen / Oktoberfest,1813,1742
Imperial Java Stout,Russian Imperial Stout,1814,1743
Freestyle Pilsner,German Pilsener,1815,1744
Happy Camper IPA,American IPA,1816,1745
Oval Beach Blonde Ale,American Blonde Ale,1817,1746
Oak Aged Cider,Cider,1818,1747
Ginger Cider,Cider,1819,1748
Schilling Hard Cider,Cider,1820,1749
Schlafly Yakima Wheat Ale,American Pale Wheat Ale,1821,1750
Schlafly Black Lager,Schwarzbier,1822,1751
Schlafly IPA,American IPA,1823,1752
Schlafly American Brown Ale,American Brown Ale,1824,1753
Schlafly Hefeweizen,Hefeweizen,1825,1754
Schlafly Summer Lager,Munich Helles Lager,1826,1755
Sea Dog Wild Blueberry Wheat Ale,Fruit / Vegetable Beer,1827,1756
Blur India Pale Ale,American IPA,1828,1757
Dry Cider,Cider,1829,1758
Dry Hard Cider,Cider,1830,1759
Frankenlou's IPA,American IPA,1831,1760
Becky's Black Cat Porter,American Porter,1832,1761
Seventh Son of a Seventh Son,American Strong Ale,1833,1762
Stone Fort Brown Ale,English Brown Ale,1834,1763
Seventh Son Hopped Red Ale,American Amber / Red Ale,1835,1764
Humulus Nimbus Super Pale Ale,American Pale Ale (APA),1836,1765
Golden Ratio IPA,American IPA,1837,1766
Black Hop IPA,American Black Ale,1838,1767
Archer's Ale (2004),English Pale Ale,1839,1768
Monkey Fist IPA,American IPA,1840,1769
Shipyard Summer Ale,American Pale Wheat Ale,1841,1770
Pumpkinhead Ale,Pumpkin Ale,1842,1771
Shipyard Export,American Blonde Ale,1843,1772
Nooner,German Pilsener,1844,1773
Torpedo,American IPA,1845,1774
Yonder Bock,Maibock / Helles Bock,1846,1775
CANfusion Rye Bock,Rye Beer,1847,1776
Sierra Nevada Pale Ale,American Pale Ale (APA),1848,1777
Old Chico Crystal Wheat,American Pale Wheat Ale,1849,1778
Summerfest,Czech Pilsener,1850,1779
Torpedo,American IPA,1851,1774
Sierra Nevada Pale Ale,American Pale Ale (APA),1852,1777
Sietsema Red Label,Cider,1853,1780
Bear Ass Brown,American Brown Ale,1854,1781
Red Mountain Ale,American Amber / Red Ale,1855,1782
Ice Pick Ale,American IPA,1856,1783
4Beans,Baltic Porter,1857,1784
Jammer,Gose,1858,1785
Abigale,Belgian Pale Ale,1859,1786
Rad,Fruit / Vegetable Beer,1860,1787
Bengali,American IPA,1861,1788
Sensi Harvest,American Pale Ale (APA),1862,1789
Hi-Res,American Double / Imperial IPA,1863,1790
Global Warmer,American Strong Ale,1864,1791
Autumnation (2013),American IPA,1865,1792
The Crisp,German Pilsener,1866,1793
Sweet Action,Cream Ale,1867,1794
Righteous Ale,Rye Beer,1868,1795
Bengali Tiger,American IPA,1869,1796
3Beans,Baltic Porter,1870,1797
Brownstone,American Brown Ale,1871,1798
Apollo,American Pale Wheat Ale,1872,1799
Harbinger,Saison / Farmhouse Ale,1873,1800
Resin,American Double / Imperial IPA,1874,1801
Diesel,American Stout,1875,1802
Autumnation (2011-12) (2011),Pumpkin Ale,1876,1803
The Crisp (2011),German Pilsener,1877,1804
Sweet Action (2011),Cream Ale,1878,1805
Righteous Ale (2011),Rye Beer,1879,1806
Bengali Tiger (2011),American IPA,1880,1807
Rudie Session IPA,American IPA,1881,1808
Taster's Choice,Doppelbock,1882,1809
Modus Hoperandi,American IPA,1883,1810
Estival Cream Stout,American Stout,1884,1811
Vernal Minthe Stout,American Stout,1885,1812
Hibernal Vinifera Stout,Foreign / Export Stout,1886,1813
Autumnal Molé Stout,American Stout,1887,1814
Mexican Logger,American Pale Lager,1888,1815
True Blonde Ale,American Blonde Ale,1889,1816
Euphoria Pale Ale,American Pale Ale (APA),1890,1817
ESB Special Ale,Extra Special / Strong Bitter (ESB),1891,1818
Modus Hoperandi,American IPA,1892,1810
Iron Butt Red Ale,American Amber / Red Ale,1893,1819
Initial Point India Pale Ale,American IPA,1894,1820
Monkey Dancing On A Razor Blade,Belgian IPA,1895,1821
Tripel Deke,Tripel,1896,1822
Urban Wilderness Pale Ale,English Pale Ale,1897,1823
Homefront IPA,American IPA,1898,1824
Sly Fox Christmas Ale 2013,Winter Warmer,1899,1825
Grisette,Grisette,1900,1826
360° India Pale Ale,American IPA,1901,1827
Helles Golden Lager,Munich Helles Lager,1902,1828
Sly Fox Christmas Ale 2012 (2012),Winter Warmer,1903,1829
Odyssey Imperial IPA,American Double / Imperial IPA,1904,1830
Oktoberfest Lager,Märzen / Oktoberfest,1905,1831
113 IPA,American IPA,1906,1832
Dunkel Lager,Munich Dunkel Lager,1907,1833
Royal Weisse Ale,Hefeweizen,1908,1834
Pikeland Pils,German Pilsener,1909,1835
Phoenix Pale Ale,American Pale Ale (APA),1910,1836
Rule G IPA,American IPA,1911,1837
Murphy's Law,American Amber / Red Ale,1912,1838
Alter Ego,Saison / Farmhouse Ale,1913,1839
Monarch Pilsner,American Pilsner,1914,1840
Snow King Pale Ale,American Pale Ale (APA),1915,1841
Zonker Stout,Foreign / Export Stout,1916,1842
OB-1 Organic Ale,English Brown Ale,1917,1843
Snake River Lager,Vienna Lager,1918,1844
Snake River Pale Ale,American Pale Ale (APA),1919,1845
Pako’s EyePA,American IPA,1920,1846
Thanksgiving Ale,Kölsch,1921,1847
Double Dagger Imperial IPA,American Double / Imperial IPA,1922,1848
Dagger Falls IPA,American IPA,1923,1849
Dagger Falls IPA,American IPA,1924,1849
Socktoberfest,Märzen / Oktoberfest,1925,1850
Hopnoxious Imperial IPA,American Double / Imperial IPA,1926,1851
Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,1927,1852
Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,1928,1853
Sockeye Belgian Style Summer Ale,Witbier,1929,1854
Sockeye Maibock,Maibock / Helles Bock,1930,1855
Old Devil's Tooth,American Barleywine,1931,1856
Galena Golden,American Blonde Ale,1932,1857
Hell-Diver Pale Ale,American Pale Ale (APA),1933,1858
Woolybugger Wheat,American Pale Wheat Ale,1934,1859
Power House Porter,American Porter,1935,1860
Winterfest,American Strong Ale,1936,1861
Dagger Falls IPA,American IPA,1937,1849
LuckenBock,Bock,1938,1862
Texas Pale Ale (TPA),American IPA,1939,1863
6 String Saison,Saison / Farmhouse Ale,1940,1864
Kol' Beer,Kölsch,1941,1865
Montauk Light,Light Lager,1942,1866
Na Zdraví Pilsner,Czech Pilsener,1943,1867
Nice Rack IPA,American IPA,1944,1868
2014 IPA Cicada Series,American IPA,1945,1869
Sinister Minister Black IPA,American IPA,1946,1870
Jack the Sipper,Extra Special / Strong Bitter (ESB),1947,1871
Devil's Harvest Extra Pale Ale,American Pale Ale (APA),1948,1872
Suzy B Dirty Blonde Ale,American Blonde Ale,1949,1873
Mississippi Fire Ant,American Amber / Red Ale,1950,1874
Hipster Breakfast,Oatmeal Stout,1951,1875
Suzy B Dirty Blonde Ale,American Blonde Ale,1952,1873
Devil's Harvest Extra Pale Ale,American Pale Ale (APA),1953,1872
Pine Belt Pale Ale,American Pale Ale (APA),1954,1876
Walloon,Saison / Farmhouse Ale,1955,1877
Le Mort Vivant,Bière de Garde,1956,1878
Red Cockaded Ale,American Double / Imperial IPA,1957,1879
Valkyrie Double IPA,American Double / Imperial IPA,1958,1880
Red Cockaded Ale (2013),American Double / Imperial IPA,1959,1881
Old Potentate,Old Ale,1960,1882
Bombshell Blonde,American Blonde Ale,1961,1883
PRO-AM (2012) (2012),American Double / Imperial IPA,1962,1884
Walloon (2014),Saison / Farmhouse Ale,1963,1885
Le Mort Vivant (2011),Bière de Garde,1964,1886
Buried Hatchet Stout,Foreign / Export Stout,1965,1887
Pine Belt Pale Ale,American Pale Ale (APA),1966,1876
Bombshell Blonde,American Blonde Ale,1967,1883
Baby Daddy Session IPA,American IPA,1968,1888
Hopluia (2004),English India Pale Ale (IPA),1969,1889
Ball & Chain (2014),American Pale Ale (APA),1970,1890
Bitter Biker Double IPA,American Double / Imperial IPA,1971,1891
God Damn Pigeon Porter,American Porter,1972,1892
Working for the Weekend,American Double / Imperial IPA,1973,1893
Angry Adam,American Amber / Red Ale,1974,1894
Freedom Fries,American Stout,1975,1895
Bitter Biker Double IPA,American Double / Imperial IPA,1976,1891
Ghost Bike Pale Ale,American Pale Ale (APA),1977,1896
Spiteful IPA,American IPA,1978,1897
Alley Time,American Pale Ale (APA),1979,1898
Fat Badger,Irish Red Ale,1980,1899
In the Weeds,American Pale Wheat Ale,1981,1900
Special Amber,Vienna Lager,1982,1901
Special Amber,Vienna Lager,1983,1901
Seven Gates Pale Ale,American Pale Ale (APA),1984,1902
Gunga Din,Cider,1985,1903
Starr Pils,German Pilsener,1986,1904
Northern Lights India Pale Ale,American IPA,1987,1905
Festie,Märzen / Oktoberfest,1988,1906
Northern Lights India Pale Ale,American IPA,1989,1905
Third Eye Enlightened Pale Ale,American Pale Ale (APA),1990,1907
Colorado Kölsch,Kölsch,1991,1908
Steam Engine Lager,American Amber / Red Lager,1992,1909
Third Eye Pale Ale,American IPA,1993,1910
Point Special (Current),American Adjunct Lager,1994,1911
Point Special,American Adjunct Lager,1995,1912
Point Cascade Pale Ale (2013),American Pale Ale (APA),1996,1913
Point Special,American Adjunct Lager,1997,1912
Onyx Black Ale,American Black Ale,1998,1914
Beyond The Pale IPA,American IPA,1999,1915
Point Special (2013),American Adjunct Lager,2000,1916
Point Special (2012),American Adjunct Lager,2001,1917
Point Special Lager,American Adjunct Lager,2002,1918
St. Benedict's Winter Ale,Winter Warmer,2003,1919
Point Oktoberfest,Märzen / Oktoberfest,2004,1920
Point Nude Beach Summer Wheat,American Pale Wheat Ale,2005,1921
Point Nude Beach Summer Wheat,American Pale Wheat Ale,2006,1921
Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,2007,1922
Drop Dead Blonde,American Blonde Ale,2008,1923
Three Kings Ale,Kölsch,2009,1924
Point Oktoberfest,Märzen / Oktoberfest,2010,1920
2012 Black Ale,American Brown Ale,2011,1925
Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,2012,1926
Point Cascade Pale Ale,American Pale Ale (APA),2013,1927
Point Amber Classic,American Amber / Red Lager,2014,1928
Point Special Lager,American Adjunct Lager,2015,1918
Wisco Disco,American Amber / Red Ale,2016,1929
Brontide,American Black Ale,2017,1930
Brontide,American Black Ale,2018,1930
Classique,Saison / Farmhouse Ale,2019,1931
Sunsplash Golden Ale (2004),American Blonde Ale,2020,1932
Sand Island Lighthouse,Kölsch,2021,1933
Lily Flagg Milk Stout,Milk / Sweet Stout,2022,1934
Monkeynaut IPA,American IPA,2023,1935
Straub Beer (Current),American Adjunct Lager,2024,1936
American Lager,American Adjunct Lager,2025,1937
American Amber,American Amber / Red Lager,2026,1938
American Light,Light Lager,2027,1939
Extra Pale Ale,American Pale Ale (APA),2028,1940
Make It So,Extra Special / Strong Bitter (ESB),2029,1941
Hopvale Organic Ale,American Pale Ale (APA),2030,1942
Unchained #18 Hop Silo,American Double / Imperial IPA,2031,1943
Tip Off,Altbier,2032,1944
Java Mac,Scottish Ale,2033,1945
Cowbell,American Porter,2034,1946
Hop Up Offa That Brett (2014),Belgian Pale Ale,2035,1947
PV Muckle (2013),Scotch Ale / Wee Heavy,2036,1948
Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,2037,1949
Whip Fight,Scotch Ale / Wee Heavy,2038,1950
Port Barrel Wee Mac,Scotch Ale / Wee Heavy,2039,1951
Fistful Of Hops Red,American IPA,2040,1952
Fistful of Hops Orange,American IPA,2041,1953
Fistful Of Hops Blue,American IPA,2042,1954
Fistful of Hops Green,American IPA,2043,1955
30 Min Coma,Belgian IPA,2044,1956
Wee Muckle,Scotch Ale / Wee Heavy,2045,1957
Royal Brat,Extra Special / Strong Bitter (ESB),2046,1958
Grapefruit Jungle (GFJ),American IPA,2047,1959
Osiris Pale Ale,American Pale Ale (APA),2048,1960
Bourbon Barrel Aged Timmie,Russian Imperial Stout,2049,1961
Stupid Sexy Flanders,Flanders Oud Bruin,2050,1962
Bourbon Barrel Cowbell,American Porter,2051,1963
Popcorn Pilsner,German Pilsener,2052,1964
Ring of Dingle,Irish Dry Stout,2053,1965
Bourbon Barrel Wee Mac,Scottish Ale,2054,1966
Bourbon Barrel Johan,English Barleywine,2055,1967
The Deuce,American Brown Ale,2056,1511
The Velvet Fog,Quadrupel (Quad),2057,1968
Sun King Oktoberfest,Märzen / Oktoberfest,2058,1969
Indianapolis Indians Lager,Dortmunder / Export Lager,2059,1970
Indians Victory Lager (2012),Dortmunder / Export Lager,2060,1971
Chaka,Belgian Strong Pale Ale,2061,1519
Isis,American Double / Imperial IPA,2062,1972
Wee Muckle (2011),Scotch Ale / Wee Heavy,2063,1973
Grapefruit Jungle (GFJ) (2011),American IPA,2064,1974
Sun King Oktoberfest (2011),Märzen / Oktoberfest,2065,1975
Johan the Barleywine,English Barleywine,2066,1976
Wee Mac Scottish-Style Ale,Scottish Ale,2067,1977
Sunlight Cream Ale,Cream Ale,2068,1978
Osiris Pale Ale (2010),American Pale Ale (APA),2069,1979
Dam Lager,American Amber / Red Lager,2070,1980
Red Clay IPA,American IPA,2071,1981
Todd the Axe Man,American IPA,2072,1982
Doomtree,Extra Special / Strong Bitter (ESB),2073,1983
BLAKKR,American Black Ale,2074,1623
Overrated! West Coast Style IPA,American IPA,2075,1984
WET,American IPA,2076,1985
Bitter Brewer,English Bitter,2077,1986
SurlyFest,Rye Beer,2078,1987
Coffee Bender,American Brown Ale,2079,1988
Bender,American Brown Ale,2080,1989
Abrasive Ale,American Double / Imperial IPA,2081,1990
Hell,Keller Bier / Zwickel Bier,2082,1991
CynicAle,Saison / Farmhouse Ale,2083,1992
Furious,American IPA,2084,1993
Big Nose,American IPA,2085,1994
Cotton Mouth,Witbier,2086,1995
Stump Knocker Pale Ale,American Pale Ale (APA),2087,1996
Midnight Oil,Oatmeal Stout,2088,1997
Wild Night,Cream Ale,2089,1998
Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,2090,1999
Take Two Pils,German Pilsener,2091,2000
Waterkeeper,Hefeweizen,2092,2001
SweetWater IPA,American IPA,2093,2002
420 Extra Pale Ale,American Pale Ale (APA),2094,2003
Dodgy Knight Imperial IPA,American Double / Imperial IPA,2095,2004
TailGate Saison,Saison / Farmhouse Ale,2096,2005
TailGate IPA,American IPA,2097,2006
TailGate IPA,American IPA,2098,2006
TailGate Hefeweizen,Hefeweizen,2099,2007
Blacktop Blonde,American Blonde Ale,2100,2008
Blacktop Blonde,American Blonde Ale,2101,2008
TailGate Hefeweizen,Hefeweizen,2102,2007
Wooden Rooster,Tripel,2103,2009
Ginger Peach Saison,Saison / Farmhouse Ale,2104,2010
Zombie Monkie,American Porter,2105,2011
Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,2106,2012
Vanilla Bean Buffalo Sweat,Oatmeal Stout,2107,2013
Ethos IPA,American IPA,2108,2014
Tallgrass Pub Ale,American Brown Ale,2109,2015
Oasis,Extra Special / Strong Bitter (ESB),2110,2016
Buffalo Sweat,Milk / Sweet Stout,2111,2017
Halcyon Unfiltered Wheat,American Pale Wheat Ale,2112,2018
8-Bit Pale Ale,American Pale Ale (APA),2113,2019
Velvet Rooster,Tripel,2114,2020
Halcyon Unfiltered Wheat,American Pale Wheat Ale,2115,2018
Köld Lager (2010),German Pilsener,2116,2021
Oasis (2010),American Double / Imperial IPA,2117,2022
Tallgrass Ale,American Brown Ale,2118,2023
Buffalo Sweat (2010),Milk / Sweet Stout,2119,2024
Tallgrass IPA,American IPA,2120,2025
Hat Trick Hop IPA,American IPA,2121,2026
Yard Sale Amber Ale,American Amber / Red Ale,2122,2027
Loafin Bräu,Altbier,2123,2028
Old Elephant Foot IPA,American IPA,2124,2029
Peck's Porter,American Porter,2125,2030
Reactor,American IPA,2126,2031
Mr. Orange,Witbier,2127,2032
Deduction,Dubbel,2128,2033
Face Down Brown Ale,American Brown Ale,2129,2034
Tempter IPA,American IPA,2130,2035
Bridal Veil Rye Pale Ale,American Pale Ale (APA),2131,2036
Smittytown,Extra Special / Strong Bitter (ESB),2132,2037
Greenwood Beach,Fruit / Vegetable Beer,2133,2038
Gatecrasher,English India Pale Ale (IPA),2134,2039
RecreationAle,American Pale Ale (APA),2135,2040
First Stand,Saison / Farmhouse Ale,2136,2041
Battle LIne,American Brown Ale,2137,2042
Broken Bridge,Dunkelweizen,2138,2043
Brutus,English India Pale Ale (IPA),2139,2044
Petit Mutant,American Wild Ale,2140,2045
The Crusher,American Double / Imperial IPA,2141,2046
Beelzebub,American Double / Imperial Stout,2142,2047
Focal Banger,American IPA,2143,2048
Heady Topper,American Double / Imperial IPA,2144,2049
Heady Topper,American Double / Imperial IPA,2145,2049
Bomber Mountain Amber Ale (2013),American Amber / Red Ale,2146,2050
Indian Paintbrush IPA,American IPA,2147,2051
Saddle Bronc Brown Ale (2013),English Brown Ale,2148,2052
Wagon Box Wheat Beer,American Pale Wheat Ale,2149,2053
Birdhouse Pale Ale,Belgian Pale Ale,2150,2054
Ozzy,Belgian Pale Ale,2151,2055
Resurrection,Dubbel,2152,2056
Bronx Summer Pale Ale,American Pale Ale (APA),2153,2057
Bronx Black Pale Ale,American Black Ale,2154,2058
Bronx Pale Ale,American Pale Ale (APA),2155,2059
Surfrider,American Pale Ale (APA),2156,2060
Kolschtal Eddy,Kölsch,2157,2061
South Bay Session IPA,American IPA,2158,2062
Grandma's Pecan,English Brown Ale,2159,2063
Double Trunk,American Double / Imperial IPA,2160,2064
Just IPA,American IPA,2161,2065
Lionshead,American Pilsner,2162,2066
Manhattan Gold Lager (1990),American Amber / Red Lager,2163,2067
G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),2164,2068
Northern Hawk Owl Amber,American Amber / Red Ale,2165,2069
CEO Stout,American Stout,2166,2070
Will Power Pale Ale,American Pale Ale (APA),2167,2071
Curious Traveler Shandy,Shandy,2168,2072
Hunny Do Wheat,American Pale Wheat Ale,2169,2073
Three Way Pale Ale,American Pale Ale (APA),2170,2074
Rise to the Top,Cream Ale,2171,2075
Lost Trout Brown Ale,American Brown Ale,2172,2076
Watermelon Ale,Fruit / Vegetable Beer,2173,210
Knotty Blonde Ale,American Blonde Ale,2174,2077
Fivepine Chocolate Porter,American Porter,2175,2078
Hoodoo Voodoo IPA,American IPA,2176,2079
Hydraulion Red,Irish Red Ale,2177,2080
40 Mile IPA,American IPA,2178,2081
Citra Faced,American Pale Wheat Ale,2179,2082
Pole Barn Stout,Oatmeal Stout,2180,2083
Pale,American Pale Ale (APA),2181,2084
Yoshi's Nectar,California Common / Steam Beer,2182,2085
Leatherhead Red,American Amber / Red Ale,2183,2086
Cropduster Mid-American IPA,American IPA,2184,2087
Golden Frau Honey Wheat,Braggot,2185,2088
Cornstalker Dark Wheat,American Dark Wheat Ale,2186,2089
Cafe Leche,American Porter,2187,2090
Damascene Apricot Sour,Fruit / Vegetable Beer,2188,2091
Csar,Russian Imperial Stout,2189,2092
Klingon Warnog Roggen Dunkel,Roggenbier,2190,2093
Overlord Imperial IPA,American Double / Imperial IPA,2191,2094
Alloy,American IPA,2192,2095
Rivet Irish Red Ale,Irish Red Ale,2193,2096
3 Gear Robust Porter,American Porter,2194,2097
Circuit Bohemian Pilsner,Czech Pilsener,2195,2098
Turnrow Harvest Ale,American Blonde Ale,2196,2099
Juke Joint IPA,American IPA,2197,2100
Parade Ground Coffee Porter,American Porter,2198,2101
Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,2199,2102
Tin Roof Blonde Ale,American Blonde Ale,2200,2103
Voodoo Bengal Pale Ale,American Pale Ale (APA),2201,2104
Perfect Tin Amber,American Amber / Red Ale,2202,2105
IPA & a Half,American IPA,2203,2106
Ornery Amber Lager (2003),Vienna Lager,2204,2107
Big Island Shandy,Shandy,2205,2108
Preservation IPA,American IPA,2206,2109
Almanac IPA,American IPA,2207,2110
Milk Mustachio Stout,Milk / Sweet Stout,2208,2111
Farmer's Tan Red Ale,American Amber / Red Ale,2209,2112
Triangle India Pale Ale,American IPA,2210,2113
Triangle White Ale,Witbier,2211,2114
Triangle Belgian Golden Ale,Belgian Strong Pale Ale,2212,2115
Troegenator,Doppelbock,2213,2116
Nugget Nectar,American Amber / Red Ale,2214,2117
Sunshine Pils,American Pilsner,2215,2118
Troegenator Doublebock,Doppelbock,2216,2119
Perpetual IPA,American IPA,2217,2120
Greenville Pale Ale,American Pale Ale (APA),2218,2121
Hoppy Boy,American IPA,2219,2122
Cow Creek,American Amber / Red Lager,2220,2123
Chupahopra,American IPA,2221,2124
Twisted X,American Adjunct Lager,2222,2125
Day Hike Session,American IPA,2223,2126
Trailhead ISA,American IPA,2224,2127
Immersion Amber,American Amber / Red Ale,2225,2128
Evo IPA,American IPA,2226,2129
Presidential Pils,Czech Pilsener,2227,2130
Evolutionary IPA (2012),American IPA,2228,2131
Persnickety Pale,American Pale Ale (APA),2229,2132
SoDo Brown Ale,American Brown Ale,2230,2133
Immersion Amber Ale (2011),American Amber / Red Ale,2231,2134
Evolutionary IPA (2011),American IPA,2232,2135
Trailhead India Style Session Ale (2011),American IPA,2233,2136
Panorama Wheat Ale,American Pale Wheat Ale,2234,2137
Wobble,American IPA,2235,2138
Night Cat,American Dark Wheat Ale,2236,2139
Night Cat (2014),American Dark Wheat Ale,2237,2140
Dog Days Lager,Dortmunder / Export Lager,2238,2141
Sidekick Extra Pale Ale,American Pale Ale (APA),2239,2142
Atom Smasher,Märzen / Oktoberfest,2240,2143
Testudo,Bière de Garde,2241,2144
Hobnob B & B Pale Ale,American Pale Ale (APA),2242,2145
Cane and Ebel,American Strong Ale,2243,2146
Outlaw IPA (2015),American IPA,2244,2147
The Gilded Age,Munich Helles Lager,2245,2148
No Limits Hefeweizen,Hefeweizen,2246,2149
Honeyspot Road White IPA,American White IPA,2247,2150
Road 2 Ruin Double IPA,American Double / Imperial IPA,2248,2151
Workers Comp Saison,Saison / Farmhouse Ale,2249,2152
Ol' Factory Pils,German Pilsener,2250,2153
PUNK'N,Pumpkin Ale,2251,2154
Yard Sale Winter Lager,American Amber / Red Lager,2252,2155
Trader Session IPA,American IPA,2253,2156
Hop Nosh IPA,American IPA,2254,2157
SUM'R,American Blonde Ale,2255,2158
Organic Baba Black Lager,Schwarzbier,2256,2159
Hop Notch IPA (2013),American IPA,2257,2160
Cutthroat Pale Ale,American Pale Ale (APA),2258,2161
WYLD Extra Pale Ale,American Pale Ale (APA),2259,2162
Pilsner Ukiah,German Pilsener,2260,2163
The Green Room,American IPA,2261,2164
Humbucker Helles,Maibock / Helles Bock,2262,2165
Uncle John's Apple Cherry Cider,Cider,2263,2166
Uncle John's Apricot Apple Cider,Cider,2264,2167
Draught Hard Apple Cider,Cider,2265,2168
Scotty K NA,Low Alcohol Beer,2266,2169
Bacon Brown Ale,American Brown Ale,2267,2170
Golden State Ale,Belgian Pale Ale,2268,2171
Baltic Porter,Baltic Porter,2269,2172
Siamese twin,Dubbel,2270,2173
Double Duckpin,American Double / Imperial IPA,2271,2174
Old Pro,Gose,2272,2175
Duckpin Pale Ale,American Pale Ale (APA),2273,2176
Balt Altbier,Altbier,2274,2177
Campside Session IPA,American IPA,2275,2178
Upland Wheat Ale,Witbier,2276,2179
Dragonfly IPA,American IPA,2277,2180
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),2278,2181
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,2279,2182
Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,2280,2183
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,2281,2184
