id,author_list,original_index,unique_index,count
774830,"{""Diederik van de Beek"",""Anthony G Rudd"",""Lalit Kalra"",""Joan Montaner"",""Javier Garau"",""Pippa J Tyrrell"",""Stephen J Hopkins"",""Craig J Smith"",""Mark Woodhead"",""Angel Chamorro"",""Mario Di Napoli"",""Andreas Meisel"",""Peter Langhorne"",""Andy Vail"",""Amit K Kishore"",""Christine Roffe""}",653,653,1
768192,"{""P. D. Fabricant"",""M. P. Bostrom"",""C. J. Dy"",""D. M. Dare""}",654,654,1
950926,"{""Beverley J. Antle""}",655,655,1
204215,"{""N̼ria Lloberas"",""Marcel la Franquesa"",""Josep M Cruzado"",""Josep M Griny�_"",""In̩s Rama"",""Gabriela Alperovich"",""Immaculada Herrero-Fresneda"",""Joan Torras"",""Pepita Gim̩nez-Bonaf̩""}",656,656,1
129552,"{""Paolo Boffetta"",""Giovanni Corrao"",""Irene Tramacere"",""Vincenzo Bagnardi"",""Eva Negri"",""Lorenza Scotti"",""Werner Garavello"",""Matteo Rota"",""Carlo La Vecchia"",""Federica Turati"",""Farhad Islami""}",657,657,1
526825,"{""Eugenio A Parati"",""Bruce M Psaty"",""Christopher Levi"",""Guido Falcone"",""Ioana Cotlarciuc"",""Bradford B Worrall"",""Rodney J Scott"",""Hugh S Markus"",""Jonathan Rosand"",""Jim Jannes"",""John W Cole"",""Sudha Seshadri"",""Rainer Malik"",""M Arfan Ikram"",""Christopher Oldmeadow"",""Karen L Furie"",""Kerri L Wiggins"",""Jane M Maguire"",""Matthew Traylor"",""Peter M Rothwell"",""[Collective Name] Wellcome Trust Case Control Consortium 2"",""[Collective Name] Australian Stroke Genetics Collaborative"",""Steven J Kittner"",""Braxton D Mitchell"",""Elizabeth G Holliday"",""Jemma C Hopewell"",""Giorgio B Boncoraglio"",""Eric Boerwinkle"",""Lisa F Lincz"",""Robert Clarke"",""Steve Bevan"",""Naomi R Wray"",""John Attia"",""James F Meschia"",""Joshua C Bis"",""Thomas H Mosley"",""Mike A Nalls"",""Cathie Sudlow"",""Yu-Ching Cheng"",""Pankaj Sharma"",""Martin Dichgans"",""[Collective Name] International Stroke Genetics Consortium"",""Myriam Fornage""}",658,658,1
56464,"{""Peter Schoenknecht"",""Matthias L Schroeter"",""Johann Steiner"",""Karsten Mueller"",""Julia Sacher""}",659,659,1
20641,"{""Alfredo D'Aniello"",""Addolorata Mascia"",""Vincenzo Esposito"",""Pier Paolo Quarato"",""Marco De Risi"",""Angelo Picardi"",""Giancarlo Di Gennaro"",""Liliana G Grammaldo"",""Sara Casciato"",""Giulio N Meldolesi""}",660,660,1
706764,"{""N. Cord-Udy""}",661,661,1
388872,"{""Wolfgang Konertz"",""Otto Krogmann"",""Pascal M Dohmen"",""Birgit Franzbach"",""Emanuela Angeli"",""Carlo Pace Napoleone"",""Johannes Kroll"",""Gleb Tarusinov"",""Torsten Christ"",""Gaetano Gargiulo""}",662,662,1
681305,"{""Yong-Long Chi"",""Xiao-Lei Zhang"",""Nai-Feng Tian"",""Yao-Sen Wu"",""Xin-Lei Wu"",""Xiang-Yang Wang"",""Fang-Min Mao"",""Li-Jun Wu"",""Xu-Qi Hu""}",663,663,1
541739,"{""Hansel J Otero"",""Peter J Neumann"",""Chi H Fang"",""Robert J Ward"",""Meera Sekar""}",664,664,1
558824,"{""M. S. Ihara"",""J. R. Tripet-Diel"",""K. Shahlaie"",""C. S. Li"",""J. Brown"",""S. H. Cohen"",""M. Giordani"",""E. O. Klineberg""}",665,665,1
954980,"{""Q. X. Zhang"",""J. H. Tian"",""X. Y. Tan"",""A. L. Yang"",""X. M. Yang"",""Z. X. Zhang""}",666,666,1
896410,"{""KATERINA1 BODOVSKI"",""RACHAEL3 WALSH"",""INBAL2 NAHUM-SHANI""}",667,667,1
751168,"{""C. D. Packer""}",668,668,1
303571,"{""Melinda Dooly""}",669,669,1
193059,"{""G. Mikus"",""N. Hohmann"",""D. Czock""}",670,670,1
416171,"{""M. Suter"",""V. Giusti""}",671,671,1
810153,"{""Katoulis A.C."",""Georgala K."",""Georgala S."",""Befon A."",""Stavropoulos P.G.""}",672,672,1
164085,"{""Ahmet Asan""}",673,673,1
619668,"{""A Gaitatzis"",""M R Trimble"",""J W Sander""}",674,674,1
490750,"{""K. F. Joyner""}",675,675,1
136068,"{""T. H. Michel"",""W. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Jul 1 DP  - NLM ET  - 2000/06/28 Rogers"",""A. Wagner"",""H. Wittink"",""R. Kulich"",""A. Sukiennik"",""R. Maciewicz""}",676,676,1
198675,{NULL},677,677,1
316114,"{""Debashish Chakravarthy"",""Elizabeth A. Hinton"",""Tracey C. Vlahovic"",""Cynthia Ann Fleck""}",678,678,1
626797,"{""Aaron P Blaisdell"",""Jared Wong"",""Kenneth J Leising"",""Michael R Waldmann""}",679,679,1
577842,"{""Vanashri Nargund-Joshi"",""Jean S. Lee""}",680,680,1
811629,"{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}",681,681,1
280418,"{""Cara B. Ebbeling"",""Dhirendra N. Sinha"",""Glorian C. Sorensen"",""Harry A. Lando"",""Mangesh S. Pednekar"",""Claudia R. Pischke"",""Prakash C. Gupta"",""Eve M. Nagler"",""Mira B. Aghi"",""Kasisomayajula Viswanath""}",682,682,1
757660,"{""A D Nageswari"",""S Vani"",""P Muthuveeralakshmi"",""S Shanmugalakshmi"",""V Dheenadhayalan"",""G Arivarignan"",""R M Pitchappan""}",683,683,1
54163,"{""P Mroczkowski"",""R Kube"",""A Dziki"",""B Moran"",""H Lippert"",""I Gastinger""}",684,684,1
65723,"{""Norbert Gutknecht"",""Manuel F Carvalho"",""Irene Pina-Vaz"",""Miguel R Martins"",""Jose A Capelas"",""Miguel A Martins""}",685,685,1
293974,"{""S Hajjem"",""M Hsairi"",""N Ben Mansour"",""H Skhiri"",""H Aounallah-Skhiri""}",686,686,1
247571,"{""D. Ring"",""R. G. Albers"",""T. G. Guitton""}",687,687,1
292980,"{""Su-Gwan Kim"",""Ji-Yeon Ahn"",""Young-Kyun Kim"",""Jong-Wan Kim"",""Pil-Young Yun""}",688,688,1
38197,"{""I. Hashimoto"",""S. Hirasawa"",""Y. Sawada"",""Y. Kasai"",""J. Mikami"",""H. Abe"",""M. Nakanishi"",""E. Bekki"",""K. Kasai"",""T. Nakamura"",""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}",689,689,1
160820,"{""M Caliskan"",""M Karab̦c�_oglu"",""A Citak"",""N Uzel"",""K Aydin"",""A Nayir"",""D D Soysal""}",690,690,1
876536,"{""I. Williamson""}",691,691,1
776197,"{""K. Prehoda"",""A. Novak"",""J. Mauser""}",692,692,1
45797,"{""[Collective Name] Jennings"",""[Collective Name] Kingwell""}",693,693,1
605277,"{""Andreas Beelmann"",""Friedrich L̦sel""}",694,694,1
749261,"{""N. E. Adler"",""J. Lin"",""E. S. Epel"",""D. H. Rehkopf"",""B. A. Laraia"",""E. H. Blackburn"",""B. L. Needham"",""C. W. Leung""}",695,695,1
752305,"{""L. Kadehjian"",""E. J. Cone"",""B. A. Goldberger""}",696,696,1
179196,"{""S. Roberts""}",697,697,1
150198,"{""S. K. Chaturvedi"",""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}",698,698,1
894415,"{""Business/Technology Editors""}",699,699,1
187769,"{""J. Le"",""B. Riegel"",""B. J. Bobrow"",""A. L. Blewer"",""B. S. Abella"",""M. Leary"",""D. Buckler""}",700,700,1
556090,"{""Pizzichini E"",""Hart L"",""Paggiaro P"",""Hamilton A"",""Peters M"",""Korducki L"",""De Salvo M"",""De La Hoz A"",""Koch A""}",701,701,1
770589,"{""U. S. Sangkomkamhang"",""P. Lumbiganon"",""W. Prasertcharoensuk"",""M. Laopaiboon""}",702,702,1
450743,{NULL},703,703,1
157566,"{""Paolo Dell'Oglio"",""Alessandro Larcher"",""Nicola Fossati"",""Nicol�_ Maria Buffi"",""Alberto Abrate"",""Giuliana Lista"",""Francesco Montorsi"",""Francesco Mistretta"",""Massimo Lazzeri"",""Giorgio Guazzoni"",""Giovanni Lughezzani""}",704,704,1
589465,"{""E. Shvartz""}",705,705,1
560120,"{""Gianfranco Pagano"",""Giovanni Musso"",""Maurizio Cassader"",""Roberto Gambino""}",706,706,1
107924,"{""K Ishikawa-Takata"",""T Ohta"",""K Moritaki"",""T Gotou"",""S Inoue""}",707,707,1
797967,"{""D Cioffi"",""J Holloway""}",708,708,1
265969,"{""J. M. Claise"",""S. Neel"",""P. Catilina"",""L. Fontana"",""S. Ughetto""}",709,709,1
820508,"{""E.-B. Malmgren-Olsson"",""K. Armelius"",""B.-��. Armelius""}",710,710,1
446026,{NULL},711,711,1
84941,"{""Anna Brown"",""Jane Green"",""Valerie Beral"",""Gillian Reeves"",""Pat Doyle""}",712,712,1
558766,"{""A. Pavin"",""A. Staffieri"",""G. Marioni"",""G. Brescia"",""R. Rinaldi""}",713,713,1
428909,"{""Jaimee L. Heffner"",""Jonathan Bricker"",""Bryan Comstock"",""Christopher Wyszynski""}",714,714,1
110453,"{""Kazeem B Yusuff"",""Unyime I Eshiet""}",715,715,1
837546,"{""E. Kim""}",716,716,1
82695,"{""Hisako Hara"",""Yukio Seki"",""Noriyuki Murai"",""Isao Koshima"",""Takuya Iida"",""Makoto Mihara"",""Takeshi Todokoro""}",717,717,1
820059,"{""K.-W. Park"",""J. Song"",""H.-J. Kim"",""S.-R. Moon"",""M.S. Lee""}",718,718,1
771288,"{""F. Deng"",""J. Wen"",""Q. Y. Cai"",""Y. P. Li""}",719,719,1
54202,"{""O E Havik"",""P Carlbring"",""L G ��st"",""T Nordgreen"",""G Andersson"",""T Furmark""}",720,720,1
888477,"{""M. H. de Oliveira Junior"",""E. S. Sarinho"",""G. V. de Araujo"",""D. M. Peixoto""}",721,721,1
741279,"{""S. V. Driamov"",""S. Butz"",""P. T. Buser"",""C. E. Zaugg"",""M. Bellahcene""}",722,722,1
64430,"{""Siwy Ling Yang"",""Kuang-Ren Chung""}",723,723,1
461657,{NULL},724,724,1
240949,"{""Brooklyn. Office of Educational Assessment. New York City Board of Education""}",725,725,1
453909,{NULL},726,726,1
222452,"{""R. Voss""}",727,727,1
163839,{NULL},728,728,1
696132,"{""dirk.hoek@ou.nl Hoek, Dirk1"",""Koeno2 Gravemeijer""}",729,729,1
257990,"{""Hotzel K"",""R "",""von Brachel"",""Kosfelder J"",""Hechler T"",""Vocks S"",""Rieger E"",""Schulte D"",""Schmidt U""}",730,730,1
332032,"{""Nuria Malats"",""Alfredo Carrato"",""Manolis Kogevinas"",""Nathaniel Rothman"",""Consol Serra"",""Reina Garcia-Closas"",""Debra Silverman"",""Adonina Tardon"",""Kenneth P. Cantor"",""Mustafa Dosemeci"",""Gemma Castano-Vinyals"",""Roel Vermeulen""}",731,731,1
617801,"{""Michael E Thase"",""Younghua Wang"",""April E Harriett"",""Melinda Mitton"",""Carol B Rockett"",""Barbara R Haight"",""Jack G Modell"",""Nathalie Richard"",""Susan VanMeter""}",732,732,1
480030,"{""C. Jahanchahi"",""C. C. Took"",""B. C. Ujang"",""D. P. Mandic""}",733,733,1
660499,"{""Marlos Rodrigues Domingues"",""Ana Claudia Gastal Fassa"",""Maria Laura Vidal Carret""}",734,734,1
355078,"{""M. C. Klein""}",735,735,1
696985,"{""George E. Woody"",""Anne Geller"",""Edgar H. Adams"",""Theodore J. Cicero"",""Alvaro Munoz"",""Edward C. Senay"",""James A. Inciardi""}",736,736,1
826471,"{""Sergio Garrido"",""Angeles Pulgar"",""Stefan Duschek"",""Mar�_a Mart�_n-V��zquez"",""Gustavo A Reyes Del Paso""}",737,737,1
807737,"{""Ugurel S."",""Schadendorf D."",""Garbe C."",""Trefzer U."",""Egberts F."",""Hassel J."",""Weichenthal M."",""Hauschild A."",""Mauch C."",""Gutzmer R.""}",738,738,1
875781,"{""P. Domicel"",""A. Tammelin"",""E. Stahle"",""A. Hambraeus""}",739,739,1
322953,"{""Komla Tsey"",""Melissa R Haswell"",""Lyndon Reilly"",""David Kavanagh"",""Chris Doran"",""Arlene Laliberte"",""Andrew Wilson"",""Yvonne Cadet-James""}",740,740,1
123731,"{""K. Radig"",""A. Roessner"",""P. Buhtz""}",741,741,1
180588,"{""Geoffrey C. Williams"",""Bai Brownson Difranza Gehrman Glantz Law Mokdad Ory Panagiotakos Pechacek Pyle Sargent Sweda Whincup Whitlock Arcavi""}",742,742,1
440684,{NULL},743,743,1
758629,"{""M Chouchkova"",""A Engibarov""}",744,744,1
964184,"{""N. Harcourt"",""S. C. Masri"",""M. Colvin"",""G. Raveendran""}",745,745,1
265490,"{""S. M. Smith"",""A. D. Marinov"",""R. Hirsch"",""D. S. Bushnell"",""B. T. Campfield"",""H. C. Blair"",""Y. Chaly""}",746,746,1
463556,{NULL},747,747,1
749844,"{""T. Sentell"",""T. Usagawa"",""M. Hagiwara"",""T. Peacock"",""H. Hee Heo"",""M. G. Pearce"",""L. Choy"",""M. R. Dela Cruz""}",748,748,1
300057,"{""M Wabitsch"",""A Moss"",""D Kunze""}",749,749,1
166521,"{""R. CN  - PubMed DA  - Feb DP  - NLM ET  - 2004/03/05 Boyle""}",750,750,1
292018,"{""Shauna S Roberts""}",751,751,1
181456,"{""Linda M. Burton"",""Altman Bullard Burton Burton Burton Burton Burton Clark Conley Dilworth-Williams Fischer Foucault Franklin Gieryn Gilbert Goering Hooks Howard Kidder Lahiri Lawson Clark Lawson Clark Lawson Clark Low Massey Oliver Perkins Rosenbaum Rosenbaum Sanders Stack Allan"",""Sherri Lawson Clark""}",752,752,1
668772,"{""Yan-Yan Li"",""Yun Qian"",""Chuan-Wei Zhou""}",753,753,1
276001,"{""T. Sone""}",754,754,1
788507,"{""S. B. Levy"",""A. O. Shogbon""}",755,755,1
620483,"{""Y L Ku""}",756,756,1
433039,{NULL},757,757,1
737167,"{""S. Ashelford"",""V. Taylor""}",758,758,1
744601,"{""Dilokthornsakul P."",""Joo M.J."",""Lee T.A."",""Pickard A.S."",""Lin F.J.""}",759,759,1
856471,"{""W. Hunziker"",""K. H. Tan""}",760,760,1
570704,"{""Saadettin Kilickap"",""Omer Dizdar"",""Sercan Aksoy"",""Ibrahim Barista"",""Hakan Harputluoglu"",""Kadri Altundag"",""Didem Sener Dede""}",761,761,1
520153,"{""Carol E Barnewolt"",""Hiroto Hatabu"",""Mizuki Nishino"",""Deborah Levine"",""Henry A Feldman"",""Judy A Estroff"",""Valerie L Ward""}",762,762,1
259267,"{""S. Dey"",""P. Bhattacharyya"",""B. K. Biswas"",""B. Bhattarai"",""P. Bhakta""}",763,763,1
24381,"{""[Collective Name] CARE Group"",""Joel J Gagnier"",""David Moher"",""Douglas G Altman"",""Gunver Kienle"",""David Riley"",""Harold Sox""}",764,764,1
827921,"{""Sandra M Walsh"",""Shiue Chen""}",765,765,1
461204,{NULL},766,766,1
482860,"{""Y Matsushima""}",767,767,1
18298,"{""Daiki Uchida"",""Yukihiro Saito"",""Hisashi Uchida"",""Atsuhiro Koya"",""Nobuyoshi Azuma""}",768,768,1
365654,"{""Skye P Barbic"",""Paul W Andrews"",""Zachary Durisko""}",769,769,1
625306,"{""G Boutet""}",770,770,1
572343,"{""M Ladetto"",""D Caracciolo"",""G Rossi"",""C Marinone"",""L Bergui"",""A Cuttica"",""A Salomone"",""M Boccadoro"",""I Ricca"",""C Tarella"",""M Pagano"",""F Zallio"",""P Gavarotti"",""A Pileri"",""A de Crescenzo""}",771,771,1
88262,"{""Carolyn Gotay""}",772,772,1
663339,"{""Chunhui Wang"",""Richard Hayes"",""Louise Kuhn"",""Stephen Shiboski"",""Jennifer S Smith"",""Natasha L Larke"",""Deborah Watson-Jones"",""Catherine F Houlihan"",""Patti E Gravitt"",""Karen K Smith-McCune""}",773,773,1
718292,"{""M Mikkonen"",""R Kotilainen"",""A Kullaa-Mikkonen""}",774,774,1
245200,"{""M. Galus""}",775,775,1
307302,"{""Raymond N. Perrin""}",776,776,1
217418,"{""Z. Hirschfeld"",""I. Brin"",""A. Fuks"",""M. Guelmann""}",777,777,1
413717,"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}",778,778,1
62246,"{""Masayuki Otsuki"",""Makoto Arakawa"",""Hidekazu Sonoda"",""Yasutaka Sasafuchi"",""Yuichi Kitasako"",""Junji Tagami""}",779,779,1
945021,"{""B. Pollin"",""C. Geny"",""J. P. Nguyen"",""P. Cesaro"",""A. Feve""}",780,780,1
649817,"{""Scott O Lilienfeld"",""Keli Holloway Allen"",""Howard N Garb"",""Jessica L Wildermuth"",""M Teresa Nezworski"",""James M Wood""}",781,781,1
934327,"{""NCT01893931 ""}",782,782,1
546484,"{""Wu-Yuin Hwang"",""Guo-Liang Hsu""}",783,783,1
917231,"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}",784,784,1
887418,"{""V. Hirsh"",""J.Y. Han"",""F. Blackhall"",""S. Iyer"",""D.W. Kim"",""A. Shaw"",""A. Reisman"",""K. Wilner"",""H. Nokihara"",""B. Besse""}",785,785,1
724055,"{""S. Sarkar"",""S. Grover""}",786,786,1
63738,"{""P K Shestakov""}",787,787,1
422739,"{""Patrick Royston"",""Rachel Waters"",""Susan Mallett"",""Douglas G Altman"",""Susan Dutton""}",788,788,1
97795,"{""J. M. Neal"",""D. J. Kopacz"",""M. A. Lewis"",""J. J. Deck""}",789,789,1
155127,"{""Lucio Montebugnoli"",""Luca Morandi"",""Luca Scapoli"",""Annalisa Palmieri"",""Davide B Gissi"",""Maria Pia Foschini"",""Ilaria Manelli""}",790,790,1
100986,"{""Rossana De Palma"",""Paolo Ortolani"",""Caterina Caminiti"",""Emilia Solinas"",""Piera Angelica Merlini"",""Diego Ardissino"",""Giorgia Paoli"",""Maria Francesca Notarangelo"",""Paolo Guastaroba"",""Antonio Marzocchi"",""Luigi Vignali"",""Roxana Mehran"",""Antonio Manari""}",791,791,1
166179,"{""I. Delgado"",""J. Vega""}",792,792,1
740811,"{""Linda L. Morris"",""Andrea Whitmer"",""Erik McIntosh""}",793,793,1
379577,"{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F�_rst""}",794,794,1
658981,"{""Martijn W Heymans"",""Tobias van den Berg"",""Han J R Anema"",""Lieke van Oort"",""Bart W Koes"",""Arianne P Verhagen"",""Riekie H C W de Vet""}",795,795,1
215650,"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nah��s Pires Corr̻a""}",796,796,1
521132,"{""Jeff Knight"",""Jeffery M Smith"",""Thomas E Trumble"",""Wren V McCallister""}",797,797,1
892609,{NULL},798,798,1
366275,"{""Maarten J Postma"",""Petros Pechlivanoglou"",""Jelena Stevanovic""}",799,799,1
513630,"{""Jennifer Payne"",""Rukshanda Ahmad"",""Gregory Doyle"",""Norm Phillips"",""Anna M Chiarelli"",""Christine Wilson"",""Kathleen Decker"",""Andrew Coldman"",""Bin Zhang"",""Jacques Brisson""}",800,800,1
605423,"{""J�_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}",801,801,1
495319,"{""S. Furman"",""D. T. Kawanishi"",""S. L. Song""}",802,802,1
733752,"{""E. J. Frew"",""J. L. Wolstenholme"",""D. K. Whynes""}",803,803,1
252118,"{""H.M. Sussman"",""P. Franklin"",""T. Simon""}",804,804,1
903817,"{""Li X.-H."",""Li G.-C."",""Xie Y.-L."",""Shang H.-C."",""Chi K.-L."",""Jin Y.-H.""}",805,805,1
80799,"{""Annalisa Ansaloni"",""Jae Sun Jeong"",""Francesco Simone Ruggeri"",""Giovanni Dietler"",""Zhe-Ming Wang"",""Hilal A Lashuel""}",806,806,1
385163,"{""Gianluca Rigatelli"",""Paolo Cardaioli"",""Massimo Giordan"",""Ashesh Buch"",""Laura Oliva"",""Dobrin Vassiliev"",""Aravinda Nanjiundappa"",""Fabio Dell'Avvocata"",""Ramesh Daggubati"",""Dario Adami""}",807,807,1
645061,"{""Hanan Al-Modallal"",""Ann Peden"",""Debra Anderson""}",808,808,1
164721,"{""M. S. Goromossow""}",809,809,1
730721,"{""NCT01713205 ""}",810,810,1
439302,{NULL},811,811,1
410748,"{""J. Saengsuwan"",""K. Sawanyawisuth"",""N. Ungtrakul"",""J. Saengsuwan""}",812,812,1
133777,"{""P G̩rard"",""J Montesanti"",""P Lepage"",""M M Massin""}",813,813,1
775428,"{""K. Peisker"",""B. Singh"",""S. Sanyal"",""Q. Chai"",""X. Ge"",""N. Metzendorf"",""S. Dasgupta""}",814,814,1
497593,"{""N. A. Mark Estes"",""Scott McNitt"",""Wojciech Zareba"",""Bronislava Polonsky"",""Douglas Laidlaw"",""Mark S. Link"",""Frank Marcus"",""Kathleen Gear""}",815,815,1
899060,"{""R. A. Ord"",""A. Salama"",""R. Movahed"",""S. A. McClure""}",816,816,1
424254,"{""B. T. Rudd""}",817,817,1
161290,"{""L. Starka"",""J. Vrbikova"",""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill"",""M. Duskova"",""I. Cermakova""}",818,818,1
746312,"{""Cayetano K."",""Ghannam D."",""Rawat N.""}",819,819,1
191138,"{""C. Coretti"",""C. Napoli"",""G. Lovero"",""M. T. Montagna"",""G. Caggiano"",""G. Scarafile"",""O. de Giglio""}",820,820,1
743819,"{""Eunice Molinar-Toribio"",""Benjam�_n Pi̱a"",""Livia G�_mez"",""Jara P̩rez-Jim̩nez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Clap̩s"",""Josep Llu�_s Torres""}",821,821,1
193292,{NULL},822,822,1
91852,"{""David Cooper"",""Erik K Alexander""}",823,823,1
663526,"{""Susanna C Larsson"",""Ann Burgaz"",""Alicja Wolk"",""Nicola Orsini""}",824,824,1
382853,"{""R Condliffe"",""J Hurdman"",""J M Wild"",""D G Kiely"",""S Rajaram"",""A J Swift"",""C A Elliot"",""C Davies"",""C Hill"",""I Sabroe"",""C Johns""}",825,825,1
1266,"{""X. H. LYWXWF Wu""}",826,826,1
407082,"{""Amanda Devine"",""Nicole Austin"",""Richard L Prince"",""Kun Zhu"",""David Bruce""}",827,827,1
411673,"{""S. B. Venkateshiah"",""N. A. Collop""}",828,828,1
382297,"{""Mark A Fogel"",""Michael V Di Maria"",""Matthew A Harris"",""Meryl S Cohen"",""Kevin K Whitehead""}",829,829,1
414396,"{""T. V. Cloward"",""J. M. Walker"",""S. Rhondeau"",""R. J. Farney""}",830,830,1
635082,"{""Nobuhiko Emi"",""Masamitsu Yanada"",""Tomoki Naoe"",""Keitaro Matsuo""}",831,831,1
446599,{NULL},832,832,1
376525,"{""Stephen A Geraci"",""Mohammed Kazi"",""Christian A Koch""}",833,833,1
637323,"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}",834,834,1
153797,"{""Martinez-Indart L"",""Cacicedo J"",""del Hoyo"",""Gomez-Iturriaga A"",""Casquero F"",""Lopez J L"",""Bilbao P"",""O ""}",835,835,1
470179,"{""M C Nevitt"",""L Palermo"",""H K Genant"",""R San Valentin"",""D M Black"",""R Epstein"",""S R Cummings""}",836,836,1
9325,"{""C K Naspitz"",""J O Warner""}",837,837,1
294719,"{""David B Hoyt"",""Sandro B Rizoli"",""Andrew J Baker"",""Eileen M Bulger"",""Wolfgang G Junger"",""Joseph Cuschieri"",""Shawn G Rhind"",""Pang N Shek""}",838,838,1
38130,"{""S. Truong"",""K. H. Treutner"",""M. Jansen"",""C. Schraven"",""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick"",""J. Neuerburg""}",839,839,1
455697,{NULL},840,840,1
518335,"{""Somjot S Brar"",""William A Gray""}",841,841,1
503528,"{""S Y Chen"",""H Chen"",""H Y Li"",""J Zhang"",""Y H Hua""}",842,842,1
503354,"{""J R Dettori"",""B D Pearson"",""C J Basmania"",""W M Lednar""}",843,843,1
176844,"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}",844,844,1
820549,"{""S. Homola""}",845,845,1
250975,"{""Konstantinos Nastos"",""Konstantinos Evangelou"",""Marilena Papaioannou"",""John Vlachogiannakos"",""Maria Gazouli"",""Apostolos Papalois"",""Christos Zeglinas"",""Ioannis Papaconstantinou"",""Panagis Lykoudis"",""Charalampos Tzathas"",""Anneza Yiallourou""}",846,846,1
37173,"{""Suzanne B. Stewart"",""Phillip Dahm"",""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}",847,847,1
641251,"{""E H Choy"",""D L Scott"",""P A Scott"",""G H Kingsley"",""C M Smith""}",848,848,1
302179,"{""Beth Anne Clavenna-Deane""}",849,849,1
627882,"{""Ruud R M Bos"",""Gerry M Raghoebar"",""Pepijn F M Gielkens"",""Boudewijn Stegenga""}",850,850,1
264151,"{""D. R. Sullivan"",""G. Netzer""}",851,851,1
711975,"{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}",852,852,1
12554,"{""G Jayashree Jagadeesh"",""David L Nelson"",""Taizo Wada"",""Fabio Candotti""}",853,853,1
564924,"{""A van Breda"",""M B von Bartheld"",""J T Annema""}",854,854,1
364080,"{""S. A. Brown"",""F. B. Garry""}",855,855,1
727134,"{""NCT01153620 ""}",856,856,1
356635,"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}",857,857,1
272721,"{""A. M. Hibbs"",""D. M. Black"",""J. A. F. Zupancic"",""A. Cnaan"",""P. L. Ballard"",""S. R. Wadlinger"",""L. Palermo"",""W. E. Truog"",""R. A. Ballard""}",858,858,1
979725,"{""R. Arabyat"",""D. W. Raisch""}",859,859,1
470615,"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fern����ndez CS"",""Fornell LL"",""���lvarez S���"",""Fern����ndez EA"",""Rodriguez MVF"",""Sim���_ MR"",""Mayo EP""}",860,860,1
71351,"{""Nk Shukla"",""Sn Das"",""P Gaur"",""Ak Singh""}",861,861,1
793299,"{""Venancio Mart�_nez Su��rez""}",862,862,1
673560,"{""Margarita Admetlla Falgueras"",""Josep Fust��� Sugra���es""}",863,863,1
258181,"{""Perjohan Lindfors"",""Liselotte Jansson"",""Brjann Ljotsson"",""Lisa Falk"",""Erik Hedman"",""Christian Ruck"",""Amanda Wibron Vesterlund"",""Sergej Andreewitch"",""Nils Lindefors"",""Gerhard Andersson"",""Timo Hursti""}",864,864,1
11709,"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}",865,865,1
603381,"{""I Marshall""}",866,866,1
570263,"{""Andrea Tendas"",""Paolo de Fabritiis"",""Marco Giovannini"",""Daniela Piccioni"",""Roberto Palumbo"",""Alessio Pio Perrotti"",""Luca Cupelli"",""Teresa Dentamaro"",""Laura Scaramucci"",""Pasquale Niscola""}",867,867,1
395807,{NULL},868,868,1
149836,"{""P. Kluding"",""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}",869,869,1
813023,"{""G. Bauer"",""E. Laffaire"",""L. Bouzas"",""C. Gilli"",""L. Novali"",""S. P. Rodriguez"",""D. Farina"",""H. Gonzalez""}",870,870,1
