beer_name,ounces,original_index,unique_index,count
Pete's ESP Lager (1998),12.0 OZ.,1633,1618,1
Pete's Wicked Summer Brew (1995),12.0 ounce,1634,1619,1
Pete's Wicked Bohemian Pilsner (1997),12.0 oz. Alumi-Tek,1635,1620,1
Pete's Wicked Pale Ale (1997),12.0 oz,1636,1621,1
Pete's Wicked Summer Brew (2002),12.0 ounce,1637,1622,1
Pete's Wicked Summer Brew (1997),12.0 oz,1638,1623,1
Pete's Wicked Summer Brew (1996),12.0 oz,1639,1624,1
Sparkle,16.0 oz.,1640,1625,1
North 45 Amber Ale,16.0 oz.,1641,1626,1
Horny Monk,16.0 oz.,1642,1627,1
Mind's Eye PA,16.0 oz. Alumi-Tek,1643,1628,1
Camelback,12.0 oz.,1644,1629,1
Local 5 Pale Ale,16.0 oz.,1645,1630,1
Devils Head Red Ale,16.0 oz,1646,1631,1
Elephant Rock IPA,12.0 oz.,1647,1632,1
Black Bay Milk Stout,12.0 oz.,1648,1633,1
Atom Splitter Pale Ale,12.0 ounce,1649,1634,1
Hot Date Ale,16.0 oz,1650,1635,1
Masked Bandit IPA,16.0 ounce,1651,1636,1
Sweet Potato Ale,16.0 oz.,1652,1637,1
Float Trip Ale,16.0 oz.,1653,1638,1
Old Tom Porter,16.0 oz,1654,1639,1
Black Walnut Wheat,16.0 oz,1655,1640,1
McKinney Eddy Amber Ale,16.0 ounce,1656,1641,1
Missouri Mule India Pale Ale,16.0 ounce,1657,1642,1
Blood of the Unicorn,16.0 oz.,1658,1643,1
GreyBeard™ IPA,12.0 oz.,1659,1644,1
Pisgah Pale Ale,12.0 ounce,1660,1645,1
PONTO S.I.P.A.,16.0 oz,1661,1646,1
Chronic Ale,16.0 oz,1662,1647,1
Swami's India Pale Ale,16.0 ounce,1663,1648,1
New Cleveland Palesner,12.0 OZ.,1664,1649,1
Mazzie,12.0 ounce,1665,1650,1
Big Chuck Barleywine,12.0 ounce,1666,1651,1
Ponderosa IPA,12.0 oz.,1667,1652,1
Liquid Amber Ale,12.0 oz.,1668,1653,1
Morning Wood Wheat (Current),12.0 OZ.,1669,1654,1
Hideout Helles,12.0 oz.,1670,1655,1
Dead Eye Dunkel,12.0 ounce,1671,1656,1
Peacemaker Pilsner,12.0 oz.,1672,1657,1
Over the Rail Pale Ale,12.0 OZ.,1673,1658,1
Pallavicini Pilsner (2009),12.0 oz.,1674,1659,1
Morning Wood Wheat (Current),12.0 oz.,1675,1660,1
Pyramid Hefeweizen (2011),12.0 oz.,1676,1661,1
Haywire Hefeweizen (2010),16.0 oz.,1677,1662,1
Golden Fleece,12.0 oz,1678,1663,1
Smoking Mirror,12.0 oz,1679,1664,1
Rahr's Blonde,12.0 ounce,1680,1665,1
Pride of Texas Pale Ale,12.0 OZ.,1681,1666,1
18th Anniversary Gose,12.0 oz.,1682,1667,1
White (2015),12.0 oz.,1683,1668,1
BLAKKR,12.0 OZ.,1684,1669,1
Firemans #4 Blonde Ale (2013),12.0 oz,1685,1670,1
The Sword Iron Swan Ale,12.0 oz.,1686,1671,1
Hans' Pils (2015),12.0 oz,1687,1672,1
Four Squared (2015),12.0 oz.,1688,1673,1
Firemans #4 Blonde Ale (2015),12.0 oz.,1689,1674,1
Watership Brown Ale,12.0 oz,1690,1675,1
Gangway IPA,12.0 oz.,1691,1676,1
Long Day Lager,12.0 oz.,1692,1677,1
Farmer's Daughter Blonde,16.0 oz.,1693,1678,1
Pump House IPA,16.0 oz,1694,1679,1
Suicide Blonde IPA,16.0 oz.,1695,1680,1
Vanilla Porter,16.0 oz.,1696,1681,1
Honey Rye,16.0 ounce,1697,1682,1
Happy Cider,16.0 ounce,1698,1683,1
Long Hammer IPA,16.0 oz.,1699,1684,1
Long Hammer IPA,12.0 oz.,1700,1685,1
Copper Hook (2011),12.0 oz,1701,1686,1
Nectar of the Hops,16.0 ounce,1702,1687,1
Sunshine Nectar,16.0 oz.,1703,1688,1
Black Raspberry Nectar,16.0 ounce,1704,1689,1
Blood Orange Wit,16.0 ounce,1705,1690,1
Consilium,12.0 ounce,1706,1691,1
Hammer & Sickle,12.0 oz.,1707,1692,1
Redacted Rye IPA,16.0 ounce,1708,1693,1
Elevation Triple India Pale Ale,12.0 OZ.,1709,1694,1
5:00 O'Clock Afternoon Ale,16.0 oz.,1710,1695,1
Ryeteous Rye IPA (2012),16.0 oz.,1711,1696,1
Stout Ol' Friend,16.0 oz.,1712,1697,1
Stout Ol' Friend (2012),16.0 oz.,1713,1698,1
Rye Porter,16.0 oz.,1714,1699,1
Miner's Gold,16.0 oz.,1715,1700,1
Vienna Lager,16.0 oz.,1716,1701,1
Jessie's Garage,16.0 oz.,1717,1702,1
Colorado Red Ale,12.0 oz,1718,282,2
Miner's Gold,12.0 oz,1719,1703,1
Fist City,12.0 ounce,1720,1704,1
A Little Crazy,12.0 ounce,1721,1705,1
Rosa Hibiscus Ale,12.0 ounce,1722,1706,1
Fistmas Ale,12.0 ounce,1723,1707,1
Oktoberfest Revolution,12.0 oz.,1724,1708,1
Eugene Porter,12.0 oz.,1725,1709,1
Anti-Hero IPA,12.0 oz,1726,1710,1
Bottom Up Belgian Wit,12.0 ounce,1727,1711,1
Hustle,12.0 oz.,1728,1712,1
Pure Fury,12.0 oz,1729,1713,1
Dad,12.0 oz.,1730,1714,1
Panther,12.0 oz.,1731,1715,1
Franz,12.0 oz. Alumi-Tek,1732,1716,1
Zen,12.0 oz.,1733,1717,1
Truth,12.0 oz.,1734,1718,1
Cougar,12.0 oz.,1735,1719,1
Smooth Operator,16.0 oz. Alumi-Tek,1736,1720,1
Gose,16.0 oz,1737,1209,2
Maine Island Trail Ale,16.0 oz.,1738,1721,1
River North White Ale,16.0 ounce,1739,1722,1
River North Ale,16.0 oz.,1740,1723,1
Lil SIPA,16.0 ounce,1741,1724,1
Hop Bomber Rye Pale Ale,16.0 oz,1742,1725,1
Jah Mon,12.0 oz,1743,1726,1
Oktoberfest,12.0 OZ.,1744,1727,1
Headless Wylie,12.0 oz. Alumi-Tek,1745,1728,1
Dayman IPA,12.0 oz,1746,1729,1
All Aboard! Anniversary Stout,12.0 oz. Alumi-Tek,1747,1730,1
Hop Lace,12.0 oz.,1748,1731,1
OH-PA Session Pale Ale,12.0 oz.,1749,1732,1
Patrick's Poison,12.0 OZ.,1750,1733,1
Rudolph's Red,12.0 oz.,1751,1734,1
Babbling Blonde,12.0 oz. Alumi-Tek,1752,1735,1
Maxwell's Scottish Ale,12.0 oz,1753,1736,1
Grateful White,12.0 oz.,1754,1737,1
RT Lager,12.0 oz.,1755,1738,1
Old Wylie's IPA,12.0 ounce,1756,1739,1
Hala Kahiki Pineapple Beer,12.0 ounce,1757,1740,1
Track 1 Amber Lager,16.0 oz,1758,1741,1
Pine Knob Pilsner,16.0 oz.,1759,1742,1
Cal and Co. Black Cherry Porter,16.0 oz.,1760,1743,1
Lazy Daze Lager,16.0 ounce,1761,1744,1
Rochester Red Ale,16.0 oz. Alumi-Tek,1762,1745,1
Milkshake Stout,16.0 oz.,1763,1746,1
Cornerstone IPA,16.0 ounce,1764,1747,1
Lazy Daze Lager,12.0 oz. Alumi-Tek,1765,1748,1
Rogue American Amber Ale,16.0 oz,1766,1749,1
12th Round,16.0 oz.,1767,1750,1
RoughTail IPA,16.0 ounce,1768,1751,1
Polar Night Stout,16.0 OZ.,1769,1752,1
Sundown,12.0 ounce,1770,1753,1
Sanctified,12.0 ounce,1771,1754,1
Fear of a Brett Planet,12.0 oz.,1772,1755,1
Original Slacker Ale,12.0 oz.,1773,1756,1
Alpha Blackback,12.0 oz,1774,1757,1
Kiss Off IPA,12.0 oz.,1775,1758,1
Dog Days Summer Ale,12.0 oz.,1776,1759,1
1881 California Red,12.0 oz,1777,1760,1
CAPT Black IPA,12.0 oz.,1778,1761,1
Ruhstaller's Gilt Edge Lager Beer,12.0 oz.,1779,1762,1
CAPT Black IPA,16.0 oz.,1780,1763,1
1881 California Red Ale,16.0 ounce,1781,1764,1
Saint Archer White Ale,12.0 oz,1782,1765,1
Saint Archer IPA,12.0 oz.,1783,1766,1
Saint Archer Pale Ale,12.0 oz.,1784,1767,1
Saint Archer Blonde,12.0 ounce,1785,1768,1
Sex Panther,12.0 oz.,1786,1769,1
Winter Warmer (Vault Series),16.0 ounce,1787,1770,1
Count Hopula (Vault Series),16.0 oz,1788,1771,1
Oktoberfest,12.0 oz.,1789,598,2
SunSpot Golden Ale,12.0 ounce,1790,1772,1
I.W.A. (2011),12.0 oz.,1791,1773,1
Supermonk I.P.A.,12.0 oz,1792,1774,1
Epicenter Amber Ale,12.0 OZ.,1793,1775,1
SanTan HefeWeizen,12.0 oz.,1794,1776,1
Hop Shock IPA,12.0 ounce,1795,1777,1
Sex Panther (2014),12.0 oz.,1796,1778,1
Devil’s Ale,12.0 oz,1797,1779,1
Rail Slide Imperial Spiced Ale,12.0 oz.,1798,1780,1
Mr. Pineapple,12.0 ounce,1799,1781,1
American Idiot Ale (2012),12.0 ounce,1800,1782,1
Hop Shock IPA (2010),12.0 oz,1801,1783,1
SanTan HefeWeizen (2010),12.0 oz.,1802,1784,1
Devil’s Ale (2010),12.0 ounce,1803,1785,1
Epicenter Amber Ale (2010),12.0 oz.,1804,1786,1
Sanitas Saison Ale,12.0 ounce,1805,1787,1
Sanitas Black IPA,12.0 oz,1806,1788,1
Giant DIPA,16.0 ounce,1807,1789,1
Dread Brown Ale,12.0 ounce,1808,1790,1
Casinos IPA,16.0 ounce,1809,1791,1
Saison 88,12.0 ounce,1810,1792,1
Black IPA,12.0 oz,1811,1793,1
Santa Fe Irish Red Ale,12.0 oz.,1812,1794,1
Santa Fe Oktoberfest,12.0 oz.,1813,1795,1
Imperial Java Stout,12.0 oz.,1814,1796,1
Freestyle Pilsner,12.0 oz.,1815,1797,1
Happy Camper IPA,12.0 oz.,1816,1798,1
Oval Beach Blonde Ale,16.0 oz.,1817,1799,1
Oak Aged Cider,12.0 oz,1818,1800,1
Ginger Cider,12.0 oz.,1819,1801,1
Schilling Hard Cider,12.0 oz.,1820,1802,1
Schlafly Yakima Wheat Ale,12.0 oz,1821,1803,1
Schlafly Black Lager,12.0 oz.,1822,1804,1
Schlafly IPA,12.0 ounce,1823,1805,1
Schlafly American Brown Ale,12.0 oz.,1824,1806,1
Schlafly Hefeweizen,12.0 oz. Alumi-Tek,1825,1807,1
Schlafly Summer Lager,12.0 oz.,1826,1808,1
Sea Dog Wild Blueberry Wheat Ale,12.0 oz.,1827,1809,1
Blur India Pale Ale,12.0 oz.,1828,1810,1
Dry Cider,16.0 oz,1829,1811,1
Dry Hard Cider,16.0 oz,1830,1812,1
Frankenlou's IPA,16.0 oz.,1831,1813,1
Becky's Black Cat Porter,16.0 ounce,1832,1814,1
Seventh Son of a Seventh Son,16.0 oz,1833,1815,1
Stone Fort Brown Ale,16.0 ounce,1834,1816,1
Seventh Son Hopped Red Ale,16.0 ounce,1835,1817,1
Humulus Nimbus Super Pale Ale,16.0 oz.,1836,1818,1
Golden Ratio IPA,16.0 oz.,1837,1819,1
Black Hop IPA,12.0 oz.,1838,1820,1
Archer's Ale (2004),12.0 ounce,1839,1821,1
Monkey Fist IPA,12.0 oz.,1840,1822,1
Shipyard Summer Ale,12.0 oz,1841,1823,1
Pumpkinhead Ale,12.0 oz.,1842,1824,1
Shipyard Export,12.0 oz.,1843,1825,1
Nooner,12.0 ounce,1844,1826,1
Torpedo,12.0 oz.,1845,1827,1
Yonder Bock,12.0 oz.,1846,1828,1
CANfusion Rye Bock,12.0 oz.,1847,1829,1
Sierra Nevada Pale Ale,16.0 oz.,1848,1830,1
Old Chico Crystal Wheat,12.0 ounce,1849,1831,1
Summerfest,12.0 oz.,1850,1832,1
Torpedo,16.0 oz.,1851,1833,1
Sierra Nevada Pale Ale,12.0 oz. Alumi-Tek,1852,1834,1
Sietsema Red Label,16.0 oz,1853,1835,1
Bear Ass Brown,12.0 oz.,1854,1836,1
Red Mountain Ale,12.0 oz.,1855,1837,1
Ice Pick Ale,12.0 oz,1856,1838,1
4Beans,12.0 oz. Alumi-Tek,1857,1839,1
Jammer,12.0 oz,1858,1840,1
Abigale,12.0 OZ.,1859,1841,1
Rad,16.0 ounce,1860,1842,1
Bengali,24.0 ounce,1861,1843,1
Sensi Harvest,12.0 oz.,1862,1844,1
Hi-Res,12.0 oz.,1863,1845,1
Global Warmer,12.0 ounce,1864,1846,1
Autumnation (2013),16.0 OZ.,1865,1847,1
The Crisp,16.0 ounce,1866,1848,1
Sweet Action,16.0 oz.,1867,1849,1
Righteous Ale,16.0 oz.,1868,1850,1
Bengali Tiger,16.0 oz,1869,1851,1
3Beans,12.0 oz. Alumi-Tek,1870,1852,1
Brownstone,16.0 oz.,1871,1853,1
Apollo,16.0 oz.,1872,1854,1
Harbinger,16.0 ounce,1873,1855,1
Resin,12.0 oz,1874,1856,1
Diesel,16.0 OZ.,1875,1857,1
Autumnation (2011-12) (2011),16.0 ounce,1876,1858,1
The Crisp (2011),16.0 ounce,1877,1859,1
Sweet Action (2011),16.0 oz.,1878,1860,1
Righteous Ale (2011),16.0 oz.,1879,1861,1
Bengali Tiger (2011),16.0 ounce,1880,1862,1
Rudie Session IPA,12.0 oz,1881,1863,1
Taster's Choice,12.0 oz,1882,1864,1
Modus Hoperandi,12.0 OZ.,1883,1865,1
Estival Cream Stout,12.0 ounce,1884,1866,1
Vernal Minthe Stout,12.0 oz.,1885,1867,1
Hibernal Vinifera Stout,12.0 oz,1886,1868,1
Autumnal Molé Stout,12.0 oz.,1887,1869,1
Mexican Logger,12.0 ounce,1888,1870,1
True Blonde Ale,12.0 oz.,1889,1871,1
Euphoria Pale Ale,12.0 oz,1890,1872,1
ESB Special Ale,12.0 oz,1891,1873,1
Modus Hoperandi,12.0 oz.,1892,1874,1
Iron Butt Red Ale,12.0 oz,1893,1875,1
Initial Point India Pale Ale,12.0 ounce,1894,1876,1
Monkey Dancing On A Razor Blade,24.0 ounce,1895,1877,1
Tripel Deke,24.0 ounce,1896,1878,1
Urban Wilderness Pale Ale,12.0 ounce,1897,1879,1
Homefront IPA,12.0 oz. Alumi-Tek,1898,1880,1
Sly Fox Christmas Ale 2013,12.0 oz,1899,1881,1
Grisette,12.0 ounce,1900,1882,1
360° India Pale Ale,12.0 oz.,1901,1883,1
Helles Golden Lager,12.0 ounce,1902,1884,1
Sly Fox Christmas Ale 2012 (2012),12.0 oz.,1903,1885,1
Odyssey Imperial IPA,12.0 oz.,1904,1886,1
Oktoberfest Lager,12.0 oz. Alumi-Tek,1905,1887,1
113 IPA,12.0 oz.,1906,1888,1
Dunkel Lager,12.0 oz. Alumi-Tek,1907,1889,1
Royal Weisse Ale,12.0 OZ.,1908,1890,1
Pikeland Pils,12.0 ounce,1909,1891,1
Phoenix Pale Ale,12.0 oz.,1910,1892,1
Rule G IPA,12.0 oz,1911,1893,1
Murphy's Law,12.0 oz.,1912,1894,1
Alter Ego,12.0 oz,1913,1895,1
Monarch Pilsner,12.0 ounce,1914,1896,1
Snow King Pale Ale,12.0 oz. Alumi-Tek,1915,1897,1
Zonker Stout,12.0 oz.,1916,1898,1
OB-1 Organic Ale,12.0 oz.,1917,1899,1
Snake River Lager,12.0 oz,1918,1900,1
Snake River Pale Ale,12.0 oz.,1919,1901,1
Pako’s EyePA,12.0 oz.,1920,1902,1
Thanksgiving Ale,12.0 ounce,1921,1903,1
Double Dagger Imperial IPA,12.0 oz. Alumi-Tek,1922,1904,1
Dagger Falls IPA,12.0 OZ.,1923,1905,1
Dagger Falls IPA,12.0 oz,1924,1906,1
Socktoberfest,16.0 oz,1925,1907,1
Hopnoxious Imperial IPA,12.0 oz,1926,1908,1
Barrel Aged Seven Devils Imperial Stout,12.0 OZ.,1927,1909,1
Boise Co-Op Two Score Ale,16.0 oz.,1928,1910,1
Sockeye Belgian Style Summer Ale,16.0 oz,1929,1911,1
Sockeye Maibock,12.0 oz,1930,1912,1
Old Devil's Tooth,12.0 OZ.,1931,1913,1
Galena Golden,12.0 oz. Alumi-Tek,1932,1914,1
Hell-Diver Pale Ale,12.0 oz.,1933,1915,1
Woolybugger Wheat,12.0 oz.,1934,1916,1
Power House Porter,12.0 OZ.,1935,1917,1
Winterfest,16.0 oz.,1936,1918,1
Dagger Falls IPA,12.0 ounce,1937,1919,1
LuckenBock,16.0 ounce,1938,1920,1
Texas Pale Ale (TPA),16.0 oz. Alumi-Tek,1939,1921,1
6 String Saison,16.0 oz.,1940,1922,1
Kol' Beer,16.0 oz.,1941,1923,1
Montauk Light,12.0 oz.,1942,1924,1
Na Zdraví Pilsner,16.0 oz.,1943,1925,1
Nice Rack IPA,16.0 ounce,1944,1926,1
2014 IPA Cicada Series,16.0 oz,1945,1927,1
Sinister Minister Black IPA,16.0 oz.,1946,1928,1
Jack the Sipper,12.0 oz,1947,1929,1
Devil's Harvest Extra Pale Ale,12.0 oz.,1948,1930,1
Suzy B Dirty Blonde Ale,12.0 OZ.,1949,1931,1
Mississippi Fire Ant,16.0 oz,1950,1932,1
Hipster Breakfast,16.0 oz,1951,1933,1
Suzy B Dirty Blonde Ale,16.0 oz. Alumi-Tek,1952,1934,1
Devil's Harvest Extra Pale Ale,16.0 ounce,1953,1935,1
Pine Belt Pale Ale,12.0 oz,1954,1936,1
Walloon,12.0 ounce,1955,1937,1
Le Mort Vivant,12.0 oz.,1956,1938,1
Red Cockaded Ale,12.0 oz.,1957,1939,1
Valkyrie Double IPA,12.0 ounce,1958,1940,1
Red Cockaded Ale (2013),12.0 oz.,1959,1941,1
Old Potentate,12.0 oz,1960,1942,1
Bombshell Blonde,16.0 oz.,1961,1943,1
PRO-AM (2012) (2012),12.0 oz,1962,1944,1
Walloon (2014),12.0 ounce,1963,1945,1
Le Mort Vivant (2011),12.0 oz,1964,1946,1
Buried Hatchet Stout,12.0 oz,1965,1947,1
Pine Belt Pale Ale,16.0 ounce,1966,1948,1
Bombshell Blonde,12.0 oz.,1967,1949,1
Baby Daddy Session IPA,12.0 oz.,1968,1950,1
Hopluia (2004),16.0 oz,1969,1951,1
Ball & Chain (2014),16.0 oz,1970,1952,1
Bitter Biker Double IPA,16.0 oz.,1971,1953,1
God Damn Pigeon Porter,16.0 OZ.,1972,1954,1
Working for the Weekend,16.0 oz,1973,1955,1
Angry Adam,16.0 oz.,1974,1956,1
Freedom Fries,16.0 oz.,1975,1957,1
Bitter Biker Double IPA,12.0 oz,1976,1958,1
Ghost Bike Pale Ale,16.0 OZ.,1977,1959,1
Spiteful IPA,12.0 oz.,1978,1960,1
Alley Time,12.0 oz.,1979,1961,1
Fat Badger,12.0 oz,1980,1962,1
In the Weeds,12.0 oz.,1981,1963,1
Special Amber,12.0 ounce,1982,1964,2
Special Amber,12.0 ounce,1983,1964,2
Seven Gates Pale Ale,12.0 oz,1984,1965,1
Gunga Din,16.0 oz,1985,1966,1
Starr Pils,12.0 oz,1986,1967,1
Northern Lights India Pale Ale,16.0 ounce,1987,1968,1
Festie,12.0 oz,1988,1969,1
Northern Lights India Pale Ale,12.0 ounce,1989,1970,1
Third Eye Enlightened Pale Ale,12.0 oz.,1990,1971,1
Colorado Kölsch,12.0 oz,1991,1972,1
Steam Engine Lager,12.0 oz,1992,1973,1
Third Eye Pale Ale,12.0 oz. Alumi-Tek,1993,1974,1
Point Special (Current),12.0 oz.,1994,1975,1
Point Special,12.0 oz. Alumi-Tek,1995,1976,1
Point Cascade Pale Ale (2013),12.0 oz,1996,1977,1
Point Special,12.0 ounce,1997,1978,1
Onyx Black Ale,12.0 oz.,1998,1979,1
Beyond The Pale IPA,12.0 oz. Alumi-Tek,1999,1980,1
Point Special (2013),12.0 oz,2000,1981,1
Point Special (2012),12.0 oz,2001,1982,1
Point Special Lager,16.0 oz.,2002,1983,1
St. Benedict's Winter Ale,12.0 oz.,2003,1984,1
Point Oktoberfest,16.0 ounce,2004,1985,1
Point Nude Beach Summer Wheat,16.0 oz,2005,1986,1
Point Nude Beach Summer Wheat,12.0 oz. Alumi-Tek,2006,1987,1
Point Nude Beach Summer Wheat (2011),12.0 oz. Alumi-Tek,2007,1988,1
Drop Dead Blonde,12.0 oz,2008,1989,1
Three Kings Ale,12.0 oz.,2009,1990,1
Point Oktoberfest,12.0 ounce,2010,1991,1
2012 Black Ale,12.0 oz,2011,1992,1
Point Nude Beach Summer Wheat (2010),12.0 oz,2012,1993,1
Point Cascade Pale Ale,12.0 ounce,2013,1994,1
Point Amber Classic,12.0 oz.,2014,1995,1
Point Special Lager,12.0 oz,2015,1996,1
Wisco Disco,16.0 ounce,2016,1997,1
Brontide,12.0 OZ.,2017,1998,1
Brontide,12.0 oz.,2018,1999,1
Classique,12.0 ounce,2019,2000,1
Sunsplash Golden Ale (2004),12.0 oz,2020,2001,1
Sand Island Lighthouse,12.0 oz.,2021,2002,1
Lily Flagg Milk Stout,12.0 oz.,2022,2003,1
Monkeynaut IPA,12.0 oz.,2023,2004,1
Straub Beer (Current),12.0 oz,2024,2005,1
American Lager,12.0 oz.,2025,2006,1
American Amber,12.0 oz.,2026,2007,1
American Light,12.0 oz.,2027,2008,1
Extra Pale Ale,12.0 oz.,2028,2009,1
Make It So,12.0 ounce,2029,2010,1
Hopvale Organic Ale,16.0 ounce,2030,2011,1
Unchained #18 Hop Silo,16.0 oz.,2031,2012,1
Tip Off,16.0 ounce,2032,2013,1
Java Mac,16.0 ounce,2033,2014,1
Cowbell,16.0 oz.,2034,2015,1
Hop Up Offa That Brett (2014),16.0 ounce,2035,2016,1
PV Muckle (2013),16.0 oz.,2036,2017,1
Bourbon Barrel Batch 666: Sympathy for the Devil,16.0 ounce,2037,2018,1
Whip Fight,16.0 oz,2038,2019,1
Port Barrel Wee Mac,16.0 ounce,2039,2020,1
Fistful Of Hops Red,16.0 oz. Alumi-Tek,2040,2021,1
Fistful of Hops Orange,16.0 oz,2041,2022,1
Fistful Of Hops Blue,16.0 oz.,2042,2023,1
Fistful of Hops Green,16.0 oz,2043,2024,1
30 Min Coma,16.0 ounce,2044,2025,1
Wee Muckle,16.0 ounce,2045,2026,1
Royal Brat,16.0 oz. Silo Can,2046,2027,1
Grapefruit Jungle (GFJ),16.0 oz,2047,2028,1
Osiris Pale Ale,16.0 ounce,2048,2029,1
Bourbon Barrel Aged Timmie,16.0 oz.,2049,2030,1
Stupid Sexy Flanders,16.0 oz.,2050,2031,1
Bourbon Barrel Cowbell,16.0 OZ.,2051,2032,1
Popcorn Pilsner,16.0 ounce,2052,2033,1
Ring of Dingle,16.0 oz.,2053,2034,1
Bourbon Barrel Wee Mac,16.0 oz.,2054,2035,1
Bourbon Barrel Johan,16.0 oz,2055,2036,1
The Deuce,16.0 oz,2056,1551,2
The Velvet Fog,16.0 ounce,2057,2037,1
Sun King Oktoberfest,16.0 oz. Alumi-Tek,2058,2038,1
Indianapolis Indians Lager,16.0 oz,2059,2039,1
Indians Victory Lager (2012),16.0 oz,2060,2040,1
Chaka,16.0 oz,2061,2041,1
Isis,16.0 oz.,2062,2042,1
Wee Muckle (2011),16.0 oz,2063,2043,1
Grapefruit Jungle (GFJ) (2011),16.0 oz.,2064,2044,1
Sun King Oktoberfest (2011),16.0 ounce,2065,2045,1
Johan the Barleywine,16.0 oz,2066,2046,1
Wee Mac Scottish-Style Ale,16.0 oz.,2067,2047,1
Sunlight Cream Ale,16.0 oz,2068,2048,1
Osiris Pale Ale (2010),16.0 oz. Alumi-Tek,2069,2049,1
Dam Lager,12.0 OZ.,2070,2050,1
Red Clay IPA,12.0 ounce,2071,2051,1
Todd the Axe Man,16.0 oz.,2072,2052,1
Doomtree,16.0 oz.,2073,2053,1
BLAKKR,16.0 oz,2074,2054,1
Overrated! West Coast Style IPA,16.0 ounce,2075,2055,1
WET,16.0 ounce,2076,2056,1
Bitter Brewer,16.0 ounce,2077,2057,1
SurlyFest,16.0 oz,2078,2058,1
Coffee Bender,16.0 oz,2079,2059,1
Bender,16.0 oz.,2080,2060,1
Abrasive Ale,16.0 OZ.,2081,2061,1
Hell,16.0 oz.,2082,2062,1
CynicAle,16.0 oz.,2083,2063,1
Furious,16.0 oz. Alumi-Tek,2084,2064,1
Big Nose,12.0 oz,2085,2065,1
Cotton Mouth,12.0 oz.,2086,2066,1
Stump Knocker Pale Ale,12.0 OZ.,2087,2067,1
Midnight Oil,12.0 OZ.,2088,2068,1
Wild Night,12.0 oz,2089,2069,1
Bermuda Triangle Ginger Beer,12.0 OZ.,2090,2070,1
Take Two Pils,12.0 oz.,2091,2071,1
Waterkeeper,12.0 oz.,2092,2072,1
SweetWater IPA,12.0 oz.,2093,2073,1
420 Extra Pale Ale,12.0 oz.,2094,2074,1
Dodgy Knight Imperial IPA,12.0 ounce,2095,2075,1
TailGate Saison,12.0 oz.,2096,2076,1
TailGate IPA,24.0 oz.,2097,2077,1
TailGate IPA,12.0 oz. Silo Can,2098,2078,1
TailGate Hefeweizen,24.0 oz.,2099,2079,1
Blacktop Blonde,24.0 oz.,2100,2080,1
Blacktop Blonde,12.0 oz,2101,2081,1
TailGate Hefeweizen,12.0 ounce,2102,2082,1
Wooden Rooster,16.9 OZ.,2103,2083,1
Ginger Peach Saison,16.0 oz.,2104,2084,1
Zombie Monkie,16.0 oz.,2105,2085,1
Wild Plum Farmhouse Ale,16.0 OZ.,2106,2086,1
Vanilla Bean Buffalo Sweat,16.0 oz,2107,2087,1
Ethos IPA,16.0 oz,2108,2088,1
Tallgrass Pub Ale,16.0 oz,2109,2089,1
Oasis,16.0 ounce,2110,2090,1
Buffalo Sweat,16.0 oz.,2111,2091,1
Halcyon Unfiltered Wheat,16.0 ounce,2112,2092,1
8-Bit Pale Ale,16.0 oz.,2113,2093,1
Velvet Rooster,16.0 OZ.,2114,2094,1
Halcyon Unfiltered Wheat,12.0 ounce,2115,2095,1
Köld Lager (2010),16.0 oz,2116,2096,1
Oasis (2010),16.0 oz.,2117,2097,1
Tallgrass Ale,16.0 oz.,2118,2098,1
Buffalo Sweat (2010),16.0 oz,2119,2099,1
Tallgrass IPA,16.0 oz,2120,2100,1
Hat Trick Hop IPA,16.0 oz. Alumi-Tek,2121,2101,1
Yard Sale Amber Ale,16.0 oz.,2122,2102,1
Loafin Bräu,16.0 oz.,2123,2103,1
Old Elephant Foot IPA,16.0 oz. Alumi-Tek,2124,2104,1
Peck's Porter,16.0 oz.,2125,2105,1
Reactor,16.0 oz.,2126,2106,1
Mr. Orange,16.0 oz,2127,2107,1
Deduction,12.0 oz,2128,2108,1
Face Down Brown Ale,12.0 ounce,2129,2109,1
Tempter IPA,12.0 oz.,2130,2110,1
Bridal Veil Rye Pale Ale,12.0 oz.,2131,2111,1
Smittytown,12.0 oz.,2132,2112,1
Greenwood Beach,12.0 oz. Alumi-Tek,2133,2113,1
Gatecrasher,12.0 ounce,2134,2114,1
RecreationAle,12.0 oz,2135,2115,1
First Stand,12.0 ounce,2136,2116,1
Battle LIne,12.0 oz,2137,2117,1
Broken Bridge,12.0 oz,2138,2118,1
Brutus,12.0 oz.,2139,2119,1
Petit Mutant,16.0 oz,2140,2120,1
The Crusher,16.0 oz.,2141,2121,1
Beelzebub,16.0 oz.,2142,2122,1
Focal Banger,16.0 oz.,2143,2123,1
Heady Topper,16.0 oz. Alumi-Tek,2144,2124,2
Heady Topper,16.0 oz. Alumi-Tek,2145,2124,2
Bomber Mountain Amber Ale (2013),12.0 ounce,2146,2125,1
Indian Paintbrush IPA,12.0 ounce,2147,2126,1
Saddle Bronc Brown Ale (2013),12.0 ounce,2148,2127,1
Wagon Box Wheat Beer,12.0 oz.,2149,2128,1
Birdhouse Pale Ale,12.0 ounce,2150,2129,1
Ozzy,12.0 oz,2151,2130,1
Resurrection,12.0 oz,2152,2131,1
Bronx Summer Pale Ale,16.0 oz,2153,2132,1
