author_list,original_index,unique_index,count
"{""T. H. Michel"",""W. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Jul 1 DP  - NLM ET  - 2000/06/28 Rogers"",""A. Wagner"",""H. Wittink"",""R. Kulich"",""A. Sukiennik"",""R. Maciewicz""}",676,638,1
{NULL},677,46,63
"{""Debashish Chakravarthy"",""Elizabeth A. Hinton"",""Tracey C. Vlahovic"",""Cynthia Ann Fleck""}",678,639,1
"{""Aaron P Blaisdell"",""Jared Wong"",""Kenneth J Leising"",""Michael R Waldmann""}",679,640,1
"{""Vanashri Nargund-Joshi"",""Jean S. Lee""}",680,641,1
"{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}",681,642,1
"{""Cara B. Ebbeling"",""Dhirendra N. Sinha"",""Glorian C. Sorensen"",""Harry A. Lando"",""Mangesh S. Pednekar"",""Claudia R. Pischke"",""Prakash C. Gupta"",""Eve M. Nagler"",""Mira B. Aghi"",""Kasisomayajula Viswanath""}",682,643,1
"{""A D Nageswari"",""S Vani"",""P Muthuveeralakshmi"",""S Shanmugalakshmi"",""V Dheenadhayalan"",""G Arivarignan"",""R M Pitchappan""}",683,644,1
"{""P Mroczkowski"",""R Kube"",""A Dziki"",""B Moran"",""H Lippert"",""I Gastinger""}",684,645,1
"{""Norbert Gutknecht"",""Manuel F Carvalho"",""Irene Pina-Vaz"",""Miguel R Martins"",""Jose A Capelas"",""Miguel A Martins""}",685,646,1
"{""S Hajjem"",""M Hsairi"",""N Ben Mansour"",""H Skhiri"",""H Aounallah-Skhiri""}",686,647,1
"{""D. Ring"",""R. G. Albers"",""T. G. Guitton""}",687,648,1
"{""Su-Gwan Kim"",""Ji-Yeon Ahn"",""Young-Kyun Kim"",""Jong-Wan Kim"",""Pil-Young Yun""}",688,649,1
"{""I. Hashimoto"",""S. Hirasawa"",""Y. Sawada"",""Y. Kasai"",""J. Mikami"",""H. Abe"",""M. Nakanishi"",""E. Bekki"",""K. Kasai"",""T. Nakamura"",""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}",689,650,1
"{""M Caliskan"",""M Karab̦c�_oglu"",""A Citak"",""N Uzel"",""K Aydin"",""A Nayir"",""D D Soysal""}",690,651,1
"{""I. Williamson""}",691,652,1
"{""K. Prehoda"",""A. Novak"",""J. Mauser""}",692,653,1
"{""[Collective Name] Jennings"",""[Collective Name] Kingwell""}",693,654,1
"{""Andreas Beelmann"",""Friedrich L̦sel""}",694,655,1
"{""N. E. Adler"",""J. Lin"",""E. S. Epel"",""D. H. Rehkopf"",""B. A. Laraia"",""E. H. Blackburn"",""B. L. Needham"",""C. W. Leung""}",695,656,1
"{""L. Kadehjian"",""E. J. Cone"",""B. A. Goldberger""}",696,657,1
"{""S. Roberts""}",697,658,1
"{""S. K. Chaturvedi"",""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}",698,659,1
"{""Business/Technology Editors""}",699,660,1
"{""J. Le"",""B. Riegel"",""B. J. Bobrow"",""A. L. Blewer"",""B. S. Abella"",""M. Leary"",""D. Buckler""}",700,661,1
"{""Pizzichini E"",""Hart L"",""Paggiaro P"",""Hamilton A"",""Peters M"",""Korducki L"",""De Salvo M"",""De La Hoz A"",""Koch A""}",701,662,1
"{""U. S. Sangkomkamhang"",""P. Lumbiganon"",""W. Prasertcharoensuk"",""M. Laopaiboon""}",702,663,1
{NULL},703,46,63
"{""Paolo Dell'Oglio"",""Alessandro Larcher"",""Nicola Fossati"",""Nicol�_ Maria Buffi"",""Alberto Abrate"",""Giuliana Lista"",""Francesco Montorsi"",""Francesco Mistretta"",""Massimo Lazzeri"",""Giorgio Guazzoni"",""Giovanni Lughezzani""}",704,664,1
"{""E. Shvartz""}",705,665,1
"{""Gianfranco Pagano"",""Giovanni Musso"",""Maurizio Cassader"",""Roberto Gambino""}",706,666,1
"{""K Ishikawa-Takata"",""T Ohta"",""K Moritaki"",""T Gotou"",""S Inoue""}",707,667,1
"{""D Cioffi"",""J Holloway""}",708,668,1
"{""J. M. Claise"",""S. Neel"",""P. Catilina"",""L. Fontana"",""S. Ughetto""}",709,669,1
"{""E.-B. Malmgren-Olsson"",""K. Armelius"",""B.-��. Armelius""}",710,670,1
{NULL},711,46,63
"{""Anna Brown"",""Jane Green"",""Valerie Beral"",""Gillian Reeves"",""Pat Doyle""}",712,671,1
"{""A. Pavin"",""A. Staffieri"",""G. Marioni"",""G. Brescia"",""R. Rinaldi""}",713,672,1
"{""Jaimee L. Heffner"",""Jonathan Bricker"",""Bryan Comstock"",""Christopher Wyszynski""}",714,673,1
"{""Kazeem B Yusuff"",""Unyime I Eshiet""}",715,674,1
"{""E. Kim""}",716,675,1
"{""Hisako Hara"",""Yukio Seki"",""Noriyuki Murai"",""Isao Koshima"",""Takuya Iida"",""Makoto Mihara"",""Takeshi Todokoro""}",717,676,1
"{""K.-W. Park"",""J. Song"",""H.-J. Kim"",""S.-R. Moon"",""M.S. Lee""}",718,677,1
"{""F. Deng"",""J. Wen"",""Q. Y. Cai"",""Y. P. Li""}",719,678,1
"{""O E Havik"",""P Carlbring"",""L G ��st"",""T Nordgreen"",""G Andersson"",""T Furmark""}",720,679,1
"{""M. H. de Oliveira Junior"",""E. S. Sarinho"",""G. V. de Araujo"",""D. M. Peixoto""}",721,680,1
"{""S. V. Driamov"",""S. Butz"",""P. T. Buser"",""C. E. Zaugg"",""M. Bellahcene""}",722,681,1
"{""Siwy Ling Yang"",""Kuang-Ren Chung""}",723,682,1
{NULL},724,46,63
"{""Brooklyn. Office of Educational Assessment. New York City Board of Education""}",725,683,1
{NULL},726,46,63
"{""R. Voss""}",727,684,1
{NULL},728,46,63
"{""dirk.hoek@ou.nl Hoek, Dirk1"",""Koeno2 Gravemeijer""}",729,685,1
"{""Hotzel K"",""R "",""von Brachel"",""Kosfelder J"",""Hechler T"",""Vocks S"",""Rieger E"",""Schulte D"",""Schmidt U""}",730,686,1
"{""Nuria Malats"",""Alfredo Carrato"",""Manolis Kogevinas"",""Nathaniel Rothman"",""Consol Serra"",""Reina Garcia-Closas"",""Debra Silverman"",""Adonina Tardon"",""Kenneth P. Cantor"",""Mustafa Dosemeci"",""Gemma Castano-Vinyals"",""Roel Vermeulen""}",731,687,1
"{""Michael E Thase"",""Younghua Wang"",""April E Harriett"",""Melinda Mitton"",""Carol B Rockett"",""Barbara R Haight"",""Jack G Modell"",""Nathalie Richard"",""Susan VanMeter""}",732,688,1
"{""C. Jahanchahi"",""C. C. Took"",""B. C. Ujang"",""D. P. Mandic""}",733,689,1
"{""Marlos Rodrigues Domingues"",""Ana Claudia Gastal Fassa"",""Maria Laura Vidal Carret""}",734,690,1
"{""M. C. Klein""}",735,691,1
"{""George E. Woody"",""Anne Geller"",""Edgar H. Adams"",""Theodore J. Cicero"",""Alvaro Munoz"",""Edward C. Senay"",""James A. Inciardi""}",736,692,1
"{""Sergio Garrido"",""Angeles Pulgar"",""Stefan Duschek"",""Mar�_a Mart�_n-V��zquez"",""Gustavo A Reyes Del Paso""}",737,693,1
"{""Ugurel S."",""Schadendorf D."",""Garbe C."",""Trefzer U."",""Egberts F."",""Hassel J."",""Weichenthal M."",""Hauschild A."",""Mauch C."",""Gutzmer R.""}",738,694,1
"{""P. Domicel"",""A. Tammelin"",""E. Stahle"",""A. Hambraeus""}",739,695,1
"{""Komla Tsey"",""Melissa R Haswell"",""Lyndon Reilly"",""David Kavanagh"",""Chris Doran"",""Arlene Laliberte"",""Andrew Wilson"",""Yvonne Cadet-James""}",740,696,1
"{""K. Radig"",""A. Roessner"",""P. Buhtz""}",741,697,1
"{""Geoffrey C. Williams"",""Bai Brownson Difranza Gehrman Glantz Law Mokdad Ory Panagiotakos Pechacek Pyle Sargent Sweda Whincup Whitlock Arcavi""}",742,698,1
{NULL},743,46,63
"{""M Chouchkova"",""A Engibarov""}",744,699,1
"{""N. Harcourt"",""S. C. Masri"",""M. Colvin"",""G. Raveendran""}",745,700,1
"{""S. M. Smith"",""A. D. Marinov"",""R. Hirsch"",""D. S. Bushnell"",""B. T. Campfield"",""H. C. Blair"",""Y. Chaly""}",746,701,1
{NULL},747,46,63
"{""T. Sentell"",""T. Usagawa"",""M. Hagiwara"",""T. Peacock"",""H. Hee Heo"",""M. G. Pearce"",""L. Choy"",""M. R. Dela Cruz""}",748,702,1
"{""M Wabitsch"",""A Moss"",""D Kunze""}",749,703,1
"{""R. CN  - PubMed DA  - Feb DP  - NLM ET  - 2004/03/05 Boyle""}",750,704,1
"{""Shauna S Roberts""}",751,705,1
"{""Linda M. Burton"",""Altman Bullard Burton Burton Burton Burton Burton Clark Conley Dilworth-Williams Fischer Foucault Franklin Gieryn Gilbert Goering Hooks Howard Kidder Lahiri Lawson Clark Lawson Clark Lawson Clark Low Massey Oliver Perkins Rosenbaum Rosenbaum Sanders Stack Allan"",""Sherri Lawson Clark""}",752,706,1
"{""Yan-Yan Li"",""Yun Qian"",""Chuan-Wei Zhou""}",753,707,1
"{""T. Sone""}",754,455,2
"{""S. B. Levy"",""A. O. Shogbon""}",755,708,1
"{""Y L Ku""}",756,709,1
{NULL},757,46,63
"{""S. Ashelford"",""V. Taylor""}",758,710,1
"{""Dilokthornsakul P."",""Joo M.J."",""Lee T.A."",""Pickard A.S."",""Lin F.J.""}",759,711,1
"{""W. Hunziker"",""K. H. Tan""}",760,712,1
"{""Saadettin Kilickap"",""Omer Dizdar"",""Sercan Aksoy"",""Ibrahim Barista"",""Hakan Harputluoglu"",""Kadri Altundag"",""Didem Sener Dede""}",761,713,1
"{""Carol E Barnewolt"",""Hiroto Hatabu"",""Mizuki Nishino"",""Deborah Levine"",""Henry A Feldman"",""Judy A Estroff"",""Valerie L Ward""}",762,714,1
"{""S. Dey"",""P. Bhattacharyya"",""B. K. Biswas"",""B. Bhattarai"",""P. Bhakta""}",763,715,1
"{""[Collective Name] CARE Group"",""Joel J Gagnier"",""David Moher"",""Douglas G Altman"",""Gunver Kienle"",""David Riley"",""Harold Sox""}",764,716,1
"{""Sandra M Walsh"",""Shiue Chen""}",765,717,1
{NULL},766,46,63
"{""Y Matsushima""}",767,718,1
"{""Daiki Uchida"",""Yukihiro Saito"",""Hisashi Uchida"",""Atsuhiro Koya"",""Nobuyoshi Azuma""}",768,719,1
"{""Skye P Barbic"",""Paul W Andrews"",""Zachary Durisko""}",769,720,1
"{""G Boutet""}",770,721,1
"{""M Ladetto"",""D Caracciolo"",""G Rossi"",""C Marinone"",""L Bergui"",""A Cuttica"",""A Salomone"",""M Boccadoro"",""I Ricca"",""C Tarella"",""M Pagano"",""F Zallio"",""P Gavarotti"",""A Pileri"",""A de Crescenzo""}",771,722,1
"{""Carolyn Gotay""}",772,723,1
"{""Chunhui Wang"",""Richard Hayes"",""Louise Kuhn"",""Stephen Shiboski"",""Jennifer S Smith"",""Natasha L Larke"",""Deborah Watson-Jones"",""Catherine F Houlihan"",""Patti E Gravitt"",""Karen K Smith-McCune""}",773,724,1
"{""M Mikkonen"",""R Kotilainen"",""A Kullaa-Mikkonen""}",774,725,1
"{""M. Galus""}",775,726,1
"{""Raymond N. Perrin""}",776,727,1
"{""Z. Hirschfeld"",""I. Brin"",""A. Fuks"",""M. Guelmann""}",777,728,1
"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}",778,729,1
"{""Masayuki Otsuki"",""Makoto Arakawa"",""Hidekazu Sonoda"",""Yasutaka Sasafuchi"",""Yuichi Kitasako"",""Junji Tagami""}",779,730,1
"{""B. Pollin"",""C. Geny"",""J. P. Nguyen"",""P. Cesaro"",""A. Feve""}",780,731,1
"{""Scott O Lilienfeld"",""Keli Holloway Allen"",""Howard N Garb"",""Jessica L Wildermuth"",""M Teresa Nezworski"",""James M Wood""}",781,732,1
"{""NCT01893931 ""}",782,733,1
"{""Wu-Yuin Hwang"",""Guo-Liang Hsu""}",783,734,1
"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}",784,735,1
"{""V. Hirsh"",""J.Y. Han"",""F. Blackhall"",""S. Iyer"",""D.W. Kim"",""A. Shaw"",""A. Reisman"",""K. Wilner"",""H. Nokihara"",""B. Besse""}",785,736,1
"{""S. Sarkar"",""S. Grover""}",786,737,1
"{""P K Shestakov""}",787,738,1
"{""Patrick Royston"",""Rachel Waters"",""Susan Mallett"",""Douglas G Altman"",""Susan Dutton""}",788,739,1
"{""J. M. Neal"",""D. J. Kopacz"",""M. A. Lewis"",""J. J. Deck""}",789,740,1
"{""Lucio Montebugnoli"",""Luca Morandi"",""Luca Scapoli"",""Annalisa Palmieri"",""Davide B Gissi"",""Maria Pia Foschini"",""Ilaria Manelli""}",790,741,1
"{""Rossana De Palma"",""Paolo Ortolani"",""Caterina Caminiti"",""Emilia Solinas"",""Piera Angelica Merlini"",""Diego Ardissino"",""Giorgia Paoli"",""Maria Francesca Notarangelo"",""Paolo Guastaroba"",""Antonio Marzocchi"",""Luigi Vignali"",""Roxana Mehran"",""Antonio Manari""}",791,742,1
"{""I. Delgado"",""J. Vega""}",792,743,1
"{""Linda L. Morris"",""Andrea Whitmer"",""Erik McIntosh""}",793,744,1
"{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F�_rst""}",794,745,1
"{""Martijn W Heymans"",""Tobias van den Berg"",""Han J R Anema"",""Lieke van Oort"",""Bart W Koes"",""Arianne P Verhagen"",""Riekie H C W de Vet""}",795,746,1
"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nah��s Pires Corr̻a""}",796,747,1
"{""Jeff Knight"",""Jeffery M Smith"",""Thomas E Trumble"",""Wren V McCallister""}",797,748,1
{NULL},798,46,63
"{""Maarten J Postma"",""Petros Pechlivanoglou"",""Jelena Stevanovic""}",799,749,1
"{""Jennifer Payne"",""Rukshanda Ahmad"",""Gregory Doyle"",""Norm Phillips"",""Anna M Chiarelli"",""Christine Wilson"",""Kathleen Decker"",""Andrew Coldman"",""Bin Zhang"",""Jacques Brisson""}",800,750,1
"{""J�_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}",801,751,1
"{""S. Furman"",""D. T. Kawanishi"",""S. L. Song""}",802,752,1
"{""E. J. Frew"",""J. L. Wolstenholme"",""D. K. Whynes""}",803,753,1
"{""H.M. Sussman"",""P. Franklin"",""T. Simon""}",804,754,1
"{""Li X.-H."",""Li G.-C."",""Xie Y.-L."",""Shang H.-C."",""Chi K.-L."",""Jin Y.-H.""}",805,755,1
"{""Annalisa Ansaloni"",""Jae Sun Jeong"",""Francesco Simone Ruggeri"",""Giovanni Dietler"",""Zhe-Ming Wang"",""Hilal A Lashuel""}",806,756,1
"{""Gianluca Rigatelli"",""Paolo Cardaioli"",""Massimo Giordan"",""Ashesh Buch"",""Laura Oliva"",""Dobrin Vassiliev"",""Aravinda Nanjiundappa"",""Fabio Dell'Avvocata"",""Ramesh Daggubati"",""Dario Adami""}",807,757,1
"{""Hanan Al-Modallal"",""Ann Peden"",""Debra Anderson""}",808,758,1
"{""M. S. Goromossow""}",809,759,1
"{""NCT01713205 ""}",810,760,1
{NULL},811,46,63
"{""J. Saengsuwan"",""K. Sawanyawisuth"",""N. Ungtrakul"",""J. Saengsuwan""}",812,761,1
"{""P G̩rard"",""J Montesanti"",""P Lepage"",""M M Massin""}",813,762,1
"{""K. Peisker"",""B. Singh"",""S. Sanyal"",""Q. Chai"",""X. Ge"",""N. Metzendorf"",""S. Dasgupta""}",814,763,1
"{""N. A. Mark Estes"",""Scott McNitt"",""Wojciech Zareba"",""Bronislava Polonsky"",""Douglas Laidlaw"",""Mark S. Link"",""Frank Marcus"",""Kathleen Gear""}",815,764,1
"{""R. A. Ord"",""A. Salama"",""R. Movahed"",""S. A. McClure""}",816,765,1
"{""B. T. Rudd""}",817,766,1
"{""L. Starka"",""J. Vrbikova"",""M. DA  - Dec DP  - Nlm ET  - 2006/03/24 Hill"",""M. Duskova"",""I. Cermakova""}",818,767,1
"{""Cayetano K."",""Ghannam D."",""Rawat N.""}",819,768,1
"{""C. Coretti"",""C. Napoli"",""G. Lovero"",""M. T. Montagna"",""G. Caggiano"",""G. Scarafile"",""O. de Giglio""}",820,769,1
"{""Eunice Molinar-Toribio"",""Benjam�_n Pi̱a"",""Livia G�_mez"",""Jara P̩rez-Jim̩nez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Clap̩s"",""Josep Llu�_s Torres""}",821,770,1
{NULL},822,46,63
"{""David Cooper"",""Erik K Alexander""}",823,771,1
"{""Susanna C Larsson"",""Ann Burgaz"",""Alicja Wolk"",""Nicola Orsini""}",824,772,1
"{""R Condliffe"",""J Hurdman"",""J M Wild"",""D G Kiely"",""S Rajaram"",""A J Swift"",""C A Elliot"",""C Davies"",""C Hill"",""I Sabroe"",""C Johns""}",825,773,1
"{""X. H. LYWXWF Wu""}",826,774,1
"{""Amanda Devine"",""Nicole Austin"",""Richard L Prince"",""Kun Zhu"",""David Bruce""}",827,775,1
"{""S. B. Venkateshiah"",""N. A. Collop""}",828,776,1
"{""Mark A Fogel"",""Michael V Di Maria"",""Matthew A Harris"",""Meryl S Cohen"",""Kevin K Whitehead""}",829,777,1
"{""T. V. Cloward"",""J. M. Walker"",""S. Rhondeau"",""R. J. Farney""}",830,778,1
"{""Nobuhiko Emi"",""Masamitsu Yanada"",""Tomoki Naoe"",""Keitaro Matsuo""}",831,779,1
{NULL},832,46,63
"{""Stephen A Geraci"",""Mohammed Kazi"",""Christian A Koch""}",833,780,1
"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}",834,781,1
"{""Martinez-Indart L"",""Cacicedo J"",""del Hoyo"",""Gomez-Iturriaga A"",""Casquero F"",""Lopez J L"",""Bilbao P"",""O ""}",835,782,1
"{""M C Nevitt"",""L Palermo"",""H K Genant"",""R San Valentin"",""D M Black"",""R Epstein"",""S R Cummings""}",836,783,1
"{""C K Naspitz"",""J O Warner""}",837,784,1
"{""David B Hoyt"",""Sandro B Rizoli"",""Andrew J Baker"",""Eileen M Bulger"",""Wolfgang G Junger"",""Joseph Cuschieri"",""Shawn G Rhind"",""Pang N Shek""}",838,785,1
"{""S. Truong"",""K. H. Treutner"",""M. Jansen"",""C. Schraven"",""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick"",""J. Neuerburg""}",839,786,1
{NULL},840,46,63
"{""Somjot S Brar"",""William A Gray""}",841,787,1
"{""S Y Chen"",""H Chen"",""H Y Li"",""J Zhang"",""Y H Hua""}",842,788,1
"{""J R Dettori"",""B D Pearson"",""C J Basmania"",""W M Lednar""}",843,789,1
"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}",844,790,1
"{""S. Homola""}",845,791,1
"{""Konstantinos Nastos"",""Konstantinos Evangelou"",""Marilena Papaioannou"",""John Vlachogiannakos"",""Maria Gazouli"",""Apostolos Papalois"",""Christos Zeglinas"",""Ioannis Papaconstantinou"",""Panagis Lykoudis"",""Charalampos Tzathas"",""Anneza Yiallourou""}",846,792,1
"{""Suzanne B. Stewart"",""Phillip Dahm"",""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}",847,793,1
"{""E H Choy"",""D L Scott"",""P A Scott"",""G H Kingsley"",""C M Smith""}",848,794,1
"{""Beth Anne Clavenna-Deane""}",849,795,1
"{""Ruud R M Bos"",""Gerry M Raghoebar"",""Pepijn F M Gielkens"",""Boudewijn Stegenga""}",850,796,1
"{""D. R. Sullivan"",""G. Netzer""}",851,797,1
"{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}",852,798,1
"{""G Jayashree Jagadeesh"",""David L Nelson"",""Taizo Wada"",""Fabio Candotti""}",853,799,1
"{""A van Breda"",""M B von Bartheld"",""J T Annema""}",854,800,1
"{""S. A. Brown"",""F. B. Garry""}",855,801,1
"{""NCT01153620 ""}",856,802,1
"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}",857,803,1
"{""A. M. Hibbs"",""D. M. Black"",""J. A. F. Zupancic"",""A. Cnaan"",""P. L. Ballard"",""S. R. Wadlinger"",""L. Palermo"",""W. E. Truog"",""R. A. Ballard""}",858,804,1
"{""R. Arabyat"",""D. W. Raisch""}",859,805,1
"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fern����ndez CS"",""Fornell LL"",""���lvarez S���"",""Fern����ndez EA"",""Rodriguez MVF"",""Sim���_ MR"",""Mayo EP""}",860,806,1
"{""Nk Shukla"",""Sn Das"",""P Gaur"",""Ak Singh""}",861,807,1
"{""Venancio Mart�_nez Su��rez""}",862,808,1
"{""Margarita Admetlla Falgueras"",""Josep Fust��� Sugra���es""}",863,809,1
"{""Perjohan Lindfors"",""Liselotte Jansson"",""Brjann Ljotsson"",""Lisa Falk"",""Erik Hedman"",""Christian Ruck"",""Amanda Wibron Vesterlund"",""Sergej Andreewitch"",""Nils Lindefors"",""Gerhard Andersson"",""Timo Hursti""}",864,810,1
"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}",865,811,1
"{""I Marshall""}",866,812,1
"{""Andrea Tendas"",""Paolo de Fabritiis"",""Marco Giovannini"",""Daniela Piccioni"",""Roberto Palumbo"",""Alessio Pio Perrotti"",""Luca Cupelli"",""Teresa Dentamaro"",""Laura Scaramucci"",""Pasquale Niscola""}",867,813,1
{NULL},868,46,63
"{""P. Kluding"",""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}",869,814,1
"{""G. Bauer"",""E. Laffaire"",""L. Bouzas"",""C. Gilli"",""L. Novali"",""S. P. Rodriguez"",""D. Farina"",""H. Gonzalez""}",870,815,1
"{""Thirimon Moe-Byrne"",""Duncan Chambers"",""Melissa Harden"",""Catriona McDaid""}",871,816,1
"{""K J Berkley""}",872,817,1
"{""M. Wang"",""G. Stewart"",""J. F. Tierney"",""G. Spilopoulos"",""W. Duncan"",""H. S. Hansen"",""Z. Rhugang"",""M. K. Parmar"",""A. Rousell"",""B. Launois"",""K. Nygaard"",""S. J. Arnott"",""M. Gignoux""}",873,818,1
"{""Axel Schindelhauer"",""Pauline Wimberger""}",874,819,1
"{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}",875,820,1
"{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig"",""J. A. Scott-Lennox"",""R. D. Lennox""}",876,821,1
{NULL},877,46,63
"{""J M Cisler"",""T Mletzko"",""C D Kilts"",""S Tripathi"",""G A James"",""X P Hu"",""C Heim"",""C B Nemeroff"",""H S Mayberg""}",878,822,1
"{""L N Meurer""}",879,823,1
"{""T Fors̩n"",""J Eriksson"",""C Osmond"",""D Barker""}",880,824,1
"{""Albert K. K. Chung"",""Siew-eng Chua""}",881,825,1
"{""P. Phanthunane"",""M. Bertram"",""H. Whiteford"",""T. Vos""}",882,826,1
"{""E Fujimaki""}",883,827,1
"{""H. Shue""}",884,828,1
"{""S. Ewen"",""F. Mahfoud"",""M. Bohm""}",885,829,1
"{""O. Thuemer"",""S. G. Sakka"",""E. Huttemann""}",886,830,1
"{""Adam Witkowski"",""Ajay K Jain"",""Ivan Casserly"",""David E Kandzari"",""David Deaton"",""Paul A Sobotka"",""John P Foran"",""Krishna J Rocha-Singh"",""Barry T Katzen"",""Peter Balmforth""}",887,831,1
"{""Zhigang Chen"",""Minyue Jia"",""Xiaoying Zhao"",""Xin He""}",888,832,1
"{""Anastasiou M"",""Tzortzopoulou A"",""Emexidis T"",""Koudouna E"",""Pouliou A"",""Vasilas N""}",889,833,1
"{""D. M. B. Hall"",""E. Holroyd""}",890,834,1
"{""M. A. Shah"",""S. F. Viegas"",""R. P. Morris"",""R. M. Patterson"",""D. Osada""}",891,835,1
"{""A. Sengupta"",""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies"",""G. U. Liepa""}",892,836,1
"{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri��tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}",893,837,1
"{""S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden""}",894,838,1
"{""S. N. Pennington"",""I. A. Shibley""}",895,839,1
"{""G Villa"",""A Zoppi"",""G D Malamani"",""G Marasi"",""A Vanasia"",""R Fogari""}",896,840,1
"{""C. Hagen"",""K. Brusgaard"",""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen"",""A. P. Hermann"",""J. Hangaard"",""D. Glintborg""}",897,841,1
{NULL},898,46,63
"{""Norah J Shire"",""Guy W Neff"",""Steven M Rudich""}",899,842,1
"{""Demetrios J. Kutsogiannis"",""Neil K. Singla"",""Frances Chung"",""Stephen R. Lane"",""Jeremey Levin"",""Joseph V.J. Pergolizzi"",""Brendan Johnson"",""Linda Blackburn"",""Sonia K. Singla""}",900,843,1
"{""Steven P. Cohen"",""Giselle McKnight"",""Kayode A. Williams"",""Joshua Stream"",""Zahid H. Bajwa"",""Jan J. Kraemer"",""Robert W. Hurley"",""Anthony Dragovich"",""Anthony Sireci""}",901,844,1
"{""Demosthenes B Panagiotakos"",""Katherine Esposito"",""Christina-Maria Kastorini"",""Dario Giugliano""}",902,845,1
"{""S. Vernino"",""P.A. Low"",""P. Sandroni"",""K. Kimpinski"",""V. Iodice""}",903,846,1
"{""Erik E Suarez"",""Bridget N Fahy"",""Brian A Bruckner"",""Courtenay R Bruce"",""Nathan G Allen"",""Harvey L Gordon""}",904,847,1
"{""W. Sexauer"",""M. S. Kavuru"",""U. Vaid"",""K. Gaurav""}",905,848,1
"{""Cynthia J. Carson""}",906,849,1
"{""How Lee"",""Greta G Cummings"",""Daniel Scott"",""E Denise Brown""}",907,850,1
"{""M. Heiden"",""E. Lyskov"",""M. Barnekow-Bergkvist"",""M. Nakata""}",908,851,1
"{""Estela Derazne"",""Jeremy D Kark"",""Yaron Niv"",""Lital Keinan-Boker"",""Ari Shamiss"",""Irena Liphshitz"",""Arnon Afek"",""Dorit Tzur"",""Moshe Furman"",""Zohar Levi""}",909,852,1
"{""R. W. Nipper"",""C. Q. Doe"",""K. E. Prehoda"",""K. H. Siller"",""N. R. Smith""}",910,853,1
"{""Mehak Bhatia"",""Shaun K Morris"",""Prabhat Jha"",""Wilson Suraweera"",""Jayadeep Patra"",""Cyril Patra"",""Prakash C Gupta""}",911,854,1
"{""Ruth H. Striegel-Moore"",""Emilia Barzegarnazari"",""Fary M. Cachelin"",""Catherine Veisel""}",912,855,1
"{""Roya Etemad-Rezai"",""Amir M Owrangi"",""Nabil Hussain"",""Jack Chiu"",""Andrew Lu"",""Brandon Entwistle"",""Grace Parraga""}",913,856,1
