beer_name,original_index,unique_index,count
Hop Session,2353,2248,1
Blueberry Berliner Weisse,2354,2249,1
Berliner Weisse,2355,2250,1
Super G IPA,2356,2251,1
Hefe Lemon,2357,2252,1
Hefe Black,2358,2253,1
Widmer Brothers Hefeweizen,2359,2254,1
Hop Slayer Double IPA,2360,2255,1
Pumpkin Ale,2361,2256,1
Big Bowl Blonde Ale,2362,2257,1
Phat Chance,2363,2258,1
Hop Slayer Double IPA (2011),2364,2259,2
Hop Slayer Double IPA (2011),2365,2259,2
Wild Onion Summer Wit,2366,2260,1
Jack Stout,2367,2261,1
Wild Onion Pumpkin Ale (2010),2368,2262,1
Paddy Pale Ale,2369,2263,1
Blonde Hunny,2370,2264,1
Wild Wolf Wee Heavy Scottish Style Ale,2371,2265,1
Wild Wolf American Pilsner,2372,2266,1
Alpha Ale,2373,2267,1
Mystical Stout,2374,2268,1
Bodacious Bock,2375,2269,1
Ambitious Lager,2376,2270,1
Wyoming Pale Ale,2377,2271,1
Wind River Blonde Ale,2378,2272,1
Ace IPA,2379,2273,1
P-51 Porter,2380,2274,1
#001 Golden Amber Lager,2381,2275,1
#002 American I.P.A.,2382,2276,1
#003 Brown & Robust Porter,2383,2277,1
#004 Session I.P.A.,2384,2278,1
Tarasque,2385,2279,1
Ananda India Pale Ale,2386,2280,1
Tiny Bomb,2387,2281,1
Train Hopper,2388,2282,1
Edward’s Portly Brown,2389,2283,1
Troopers Alley IPA,2390,2284,1
Wolverine Premium Lager,2391,2285,1
Woodchuck Amber Hard Cider,2392,2286,1
4000 Footer IPA,2393,2287,1
Summer Brew,2394,2288,1
Be Hoppy IPA,2395,2289,1
Worthy IPA,2396,2290,1
Easy Day Kolsch,2397,2291,1
Lights Out Vanilla Cream Extra Stout,2398,2292,1
Worthy IPA (2013),2399,2293,1
Worthy Pale,2400,2294,1
Patty's Chile Beer,2401,2295,1
Colorojo Imperial Red Ale,2402,2296,1
Wynkoop Pumpkin Ale,2403,2297,1
Rocky Mountain Oyster Stout,2404,2298,1
Belgorado,2405,2299,1
Rail Yard Ale,2406,2300,1
B3K Black Lager,2407,2301,1
Silverback Pale Ale,2408,2302,1
Rail Yard Ale (2009),2409,2303,1
