flight,act_dep_time,original_index,unique_index
AA-789-ORD-DEN,,1644,430
AA-4307-ORD-DTW,,1645,199
AA-3979-CVG-ORD,,1646,196
UA-664-ORD-PHL,,1647,206
AA-3756-ORD-SLC,,1648,188
AA-3786-IAH-ORD,,1649,223
AA-1522-SFO-ORD,,1650,31
AA-1544-SAN-ORD,,1651,184
AA-4344-ORD-DTW,,1652,197
AA-1733-ORD-PHX,,1653,181
AA-4198-ORD-CLE,,1654,225
UA-828-SFO-ORD,,1655,116
AA-2050-ORD-MIA,,1656,292
UA-248-PHX-ORD,,1657,155
AA-415-BOS-ORD,,1658,221
AA-4330-CVG-ORD,,1659,87
UA-843-LAX-ORD,,1660,200
AA-3859-IAH-ORD,7:16 a.m.,1661,0
AA-518-MIA-JFK,6:54 a.m.,1662,3
CO-1586-IAH-MCO,7:42 p.m.,1663,138
UA-3925-IAD-ORF,8:51 a.m.,1664,306
AA-1733-ORD-PHX,7:59 p.m.,1665,53
AA-204-LAX-MCO,11:57 p.m.,1666,431
UA-2726-FLL-PHL,4:10 p.m.,1667,61
CO-52-IAH-LAX,7:56 a.m.,1668,144
AA-3468-CVG-MIA,7:25 a.m.,1669,6
AA-484-DFW-MIA,4:29 p.m.,1670,7
AA-616-DFW-DTW,10:10 a.m.,1671,15
AA-446-DFW-PHL,12:13 p.m.,1672,70
CO-1023-IAH-DEN,12:06 p.m.,1673,149
AA-466-IAH-MIA,6:08 a.m.,1674,9
UA-3050-PHX-CLT,11:45 a.m.,1675,73
AA-2957-DFW-CVG,8:05 a.m.,1676,174
AA-1664-MIA-ATL,10:19 a.m.,1677,76
AA-3979-CVG-ORD,8:04 a.m.,1678,13
AA-1279-DFW-PHX,2:04 p.m.,1679,14
AA-404-MIA-MCO,6:57 a.m.,1680,18
AA-3756-ORD-SLC,12:42 p.m.,1681,104
UA-382-IAD-LAX,12:56 p.m.,1682,79
UA-257-JFK-SFO,2:42 p.m.,1683,348
UA-2945-PHL-CLT,12:07 p.m.,1684,82
CO-63-EWR-IAH,5:38 p.m.,1685,153
AA-2525-DFW-MIA,7:39 a.m.,1686,17
CO-47-IAH-LAX,7:27 p.m.,1687,308
AA-271-MIA-LAX,11:52 a.m.,1688,19
AA-2050-ORD-MIA,11:05 a.m.,1689,20
AA-4330-CVG-ORD,3:36 p.m.,1690,21
AA-1434-DFW-MCO,7:21 a.m.,1691,22
AA-1640-MIA-MCO,6:47 p.m.,1692,89
AA-4307-ORD-DTW,6:56 p.m.,1693,90
AA-3-JFK-LAX,12:12 p.m.,1694,91
CO-1694-LAX-IAH,7:25 p.m.,1695,307
CO-1193-EWR-MCO,9:57 a.m.,1696,432
AA-3842-MSP-ORD,6:56 a.m.,1697,25
AA-643-MIA-ORD,7:31 a.m.,1698,96
AA-1007-MIA-PHX,5:08 p.m.,1699,27
UA-2906-PHL-MCO,4:45 p.m.,1700,433
AA-1221-MCO-ORD,8:23 p.m.,1701,28
AA-400-DFW-JFK,11:01 a.m.,1702,29
UA-664-ORD-PHL,1:48 p.m.,1703,103
UA-37-EWR-MCO,2:01 p.m.,1704,163
UA-233-LAX-JFK,4:35 p.m.,1705,434
AA-3823-LAX-DEN,9:16 p.m.,1706,435
AA-2312-DFW-DTW,8:29 p.m.,1707,109
AA-1165-JFK-MIA,7:22 a.m.,1708,34
AA-431-MIA-SFO,8:51 a.m.,1709,35
AA-649-ORD-SNA,1:40 p.m.,1710,436
UA-828-SFO-ORD,11:35 p.m.,1711,437
CO-4888-IAH-DAL,6:11 p.m.,1712,438
AA-3063-SLC-LAX,8:40 p.m.,1713,120
AA-3804-PHL-ORD,2:44 p.m.,1714,38
AA-1917-JFK-MCO,3:27 p.m.,1715,39
AA-2268-PHX-ORD,7:23 a.m.,1716,173
AA-4277-CVG-JFK,12:10 p.m.,1717,41
AA-789-ORD-DEN,1:19 p.m.,1718,42
AA-85-JFK-SFO,3:36 p.m.,1719,44
AA-3786-IAH-ORD,4:12 p.m.,1720,46
AA-222-LAX-BOS,7:32 a.m.,1721,137
UA-3099-PHX-PHL,11:55 a.m.,1722,131
AA-4198-ORD-CLE,10:55 a.m.,1723,132
CO-45-EWR-MIA,4:14 p.m.,1724,439
AA-3809-PHX-LAX,6:10 a.m.,1725,48
AA-59-JFK-SFO,7:39 a.m.,1726,49
UA-397-JFK-SFO,8:29 a.m.,1727,231
UA-3925-IAD-ORF,8:42 a.m.,1728,232
UA-2830-MCO-CLT,3:27 p.m.,1729,440
UA-5487-SFO-MRY,10:33 a.m.,1730,301
UA-2726-FLL-PHL,4:00 p.m.,1731,441
UA-3050-PHX-CLT,11:30 a.m.,1732,246
UA-382-IAD-LAX,12:35 p.m.            Delayed,1733,442
UA-2945-PHL-CLT,3:11 a.m.,1734,443
UA-854-SFO-IAH,7:49 a.m.,1735,275
UA-3515-IAD-MSP,8:12 a.m.,1736,242
UA-248-PHX-ORD,1:32 p.m.            Delayed,1737,444
UA-843-LAX-ORD,2:10 p.m.,1738,255
UA-2906-PHL-MCO,4:28 p.m.            Delayed,1739,445
UA-938-DEN-ORD,4:15 p.m.,1740,258
UA-2515-DFW-CLT,7:05 a.m.,1741,446
UA-664-ORD-PHL,1:31 p.m.,1742,261
UA-37-EWR-MCO,1:48 p.m.            Delayed,1743,447
UA-233-LAX-JFK,4:25 p.m.,1744,448
UA-3373-IAD-PHL,8:26 a.m.,1745,269
UA-6273-YYC-SFO,7:27 a.m.,1746,302
UA-828-SFO-ORD,11:08 p.m.            On Time,1747,449
UA-858-PVG-SFO,1:32 p.m.,1748,303
UA-2704-DTW-PHX,11:15 a.m.,1749,272
UA-2708-EWR-CLT,2:55 p.m.,1750,450
UA-62-IAH-EWR,2:48 p.m.,1751,274
UA-1500-IAH-GUA,9:16 a.m.            Delayed,1752,451
UA-2314-ATL-PHL,2:55 p.m.,1753,452
UA-37-EDI-EWR,8:52 a.m.,1754,305
UA-3099-PHX-PHL,11:55 a.m.,1755,131
UA-414-LAX-SFO,5:56 a.m.,1756,237
UA-257-JFK-SFO,2:26 p.m.,1757,268
AA-3859-IAH-ORD,7:16 a.m.,1758,0
CO-1586-IAH-MCO,7:14 p.m.,1759,230
AA-518-MIA-JFK,6:54 a.m.,1760,3
UA-397-JFK-SFO,8:29 a.m.,1761,231
UA-3925-IAD-ORF,8:42 a.m.,1762,232
AA-1733-ORD-PHX,,1763,181
AA-3-JFK-LAX,12:11 p.m.,1764,24
UA-2830-MCO-CLT,3:28 p.m.,1765,234
CO-58-DEN-IAH,11:32 a.m.,1766,235
UA-5487-SFO-MRY,10:33 a.m.,1767,301
AA-204-LAX-MCO,,1768,5
UA-414-LAX-SFO,5:56 a.m.,1769,237
CO-1614-LAX-IAH,12:41 a.m.,1770,238
UA-2726-FLL-PHL,3:58 p.m.,1771,239
CO-52-IAH-LAX,7:29 a.m.,1772,240
CO-1090-BOS-IAH,10:19 a.m.,1773,241
AA-616-DFW-DTW,10:10 a.m.,1774,15
UA-3515-IAD-MSP,8:12 a.m.,1775,242
AA-3468-CVG-MIA,7:25 a.m.,1776,6
AA-484-DFW-MIA,4:29 p.m.,1777,7
AA-1886-BOS-MIA,10:55 a.m.,1778,10
CO-62-IAH-EWR,2:48 p.m.,1779,243
CO-1561-PHX-IAH,8:00 a.m.,1780,253
UA-2314-ATL-PHL,2:46 p.m.,1781,267
AA-446-DFW-PHL,12:12 p.m.,1782,8
CO-1023-IAH-DEN,11:56 a.m.,1783,245
AA-466-IAH-MIA,6:08 a.m.,1784,9
UA-3050-PHX-CLT,11:30 a.m.,1785,246
CO-89-IAH-EWR,6:02 a.m.,1786,247
CO-1088-CLE-IAH,8:40 a.m.,1787,248
AA-1664-MIA-ATL,10:18 a.m.,1788,12
AA-1279-DFW-PHX,2:04 p.m.,1789,14
UA-854-SFO-IAH,7:49 a.m.,1790,275
UA-382-IAD-LAX,12:35 p.m.,1791,249
AA-4344-ORD-DTW,12:13 p.m.,1792,16
UA-257-JFK-SFO,2:26 p.m.,1793,268
UA-2945-PHL-CLT,11:51 a.m.,1794,250
CO-63-EWR-IAH,5:22 p.m.,1795,244
CO-47-IAH-LAX,8:25 p.m.,1796,251
AA-2050-ORD-MIA,11:05 a.m.,1797,20
UA-248-PHX-ORD,1:32 p.m.,1798,252
AA-4330-CVG-ORD,3:36 p.m.,1799,21
AA-1434-DFW-MCO,7:21 a.m.,1800,22
AA-1640-MIA-MCO,,1801,2
AA-4307-ORD-DTW,6:55 p.m.,1802,23
CO-1694-LAX-IAH,,1803,92
UA-843-LAX-ORD,2:10 p.m.,1804,255
CO-1193-EWR-MCO,9:14 a.m.,1805,256
AA-3842-MSP-ORD,6:56 a.m.,1806,25
AA-643-MIA-ORD,7:30 a.m.,1807,26
AA-1007-MIA-PHX,5:08 p.m.,1808,27
UA-2906-PHL-MCO,4:28 p.m.,1809,257
UA-938-DEN-ORD,4:15 p.m.,1810,258
AA-1221-MCO-ORD,8:23 p.m.,1811,28
CO-16-LAX-EWR,10:20 a.m.,1812,259
UA-2515-DFW-CLT,7:07 a.m.,1813,260
AA-400-DFW-JFK,11:01 a.m.,1814,29
UA-664-ORD-PHL,1:31 p.m.,1815,261
AA-3756-ORD-SLC,12:41 p.m.,1816,4
UA-37-EWR-MCO,1:48 p.m.,1817,262
AA-1522-SFO-ORD,,1818,31
UA-233-LAX-JFK,,1819,228
AA-3823-LAX-DEN,,1820,32
AA-2312-DFW-DTW,,1821,33
AA-1165-JFK-MIA,7:22 a.m.,1822,34
AA-431-MIA-SFO,8:51 a.m.,1823,35
UA-3373-IAD-PHL,8:26 a.m.,1824,269
AA-649-ORD-SNA,,1825,36
CO-1250-MIA-IAH,3:01 p.m.,1826,270
UA-6273-YYC-SFO,7:27 a.m.,1827,302
UA-828-SFO-ORD,,1828,116
CO-4888-IAH-DAL,,1829,169
UA-858-PVG-SFO,1:32 p.m.,1830,303
UA-2704-DTW-PHX,11:15 a.m.,1831,272
AA-3063-SLC-LAX,8:39 p.m.,1832,37
UA-2708-EWR-CLT,2:52 p.m.,1833,273
UA-62-IAH-EWR,2:48 p.m.,1834,274
UA-1500-IAH-GUA,9:16 a.m.,1835,304
AA-3804-PHL-ORD,2:44 p.m.,1836,38
AA-1917-JFK-MCO,3:27 p.m.,1837,39
AA-2268-PHX-ORD,7:22 a.m.,1838,40
AA-4277-CVG-JFK,12:10 p.m.,1839,41
AA-2957-DFW-CVG,8:04 a.m.,1840,11
UA-37-EDI-EWR,8:52 a.m.,1841,305
AA-789-ORD-DEN,1:19 p.m.,1842,42
AA-415-BOS-ORD,8:56 a.m.,1843,43
AA-85-JFK-SFO,3:36 p.m.,1844,44
AA-3979-CVG-ORD,8:04 a.m.,1845,13
AA-1544-SAN-ORD,11:40 a.m.,1846,45
AA-3786-IAH-ORD,4:12 p.m.,1847,46
AA-271-MIA-LAX,11:52 a.m.,1848,19
AA-2525-DFW-MIA,7:39 a.m.,1849,17
CO-50-CLE-EWR,3:31 p.m.,1850,276
UA-3099-PHX-PHL,11:43 a.m.,1851,277
AA-4198-ORD-CLE,10:54 a.m.,1852,30
AA-404-MIA-MCO,6:57 a.m.,1853,18
CO-45-EWR-MIA,3:58 p.m.,1854,278
AA-3809-PHX-LAX,6:10 a.m.,1855,48
AA-59-JFK-SFO,7:39 a.m.,1856,49
AA-222-LAX-BOS,7:31 a.m.,1857,47
AA-3859-IAH-ORD,7:16 a.m.,1858,0
CO-1586-IAH-MCO,7:14 p.m.,1859,230
AA-518-MIA-JFK,6:54 a.m.,1860,3
UA-397-JFK-SFO,8:29 a.m.,1861,231
UA-3925-IAD-ORF,8:42 a.m.,1862,232
AA-1733-ORD-PHX,7:58 p.m.,1863,1
AA-4344-ORD-DTW,12:13 p.m.,1864,16
AA-1640-MIA-MCO,6:47 p.m. (Estimated runway),1865,233
UA-2830-MCO-CLT,3:28 p.m.,1866,234
CO-58-DEN-IAH,11:32 a.m.,1867,235
AA-204-LAX-MCO,11:29 p.m. (Estimated runway),1868,236
UA-414-LAX-SFO,5:56 a.m.,1869,237
CO-1614-LAX-IAH,12:41 a.m.,1870,238
UA-2726-FLL-PHL,3:58 p.m.,1871,239
CO-52-IAH-LAX,7:29 a.m.,1872,240
CO-1090-BOS-IAH,10:19 a.m.,1873,241
AA-3468-CVG-MIA,7:25 a.m.,1874,6
UA-3515-IAD-MSP,8:12 a.m.,1875,242
AA-484-DFW-MIA,4:29 p.m.,1876,7
AA-616-DFW-DTW,10:10 a.m.,1877,15
CO-62-IAH-EWR,2:48 p.m.,1878,243
CO-63-EWR-IAH,5:22 p.m.,1879,244
AA-446-DFW-PHL,12:12 p.m.,1880,8
CO-1023-IAH-DEN,11:56 a.m.,1881,245
AA-466-IAH-MIA,6:08 a.m.,1882,9
UA-3050-PHX-CLT,11:30 a.m.,1883,246
CO-89-IAH-EWR,6:02 a.m.,1884,247
CO-1088-CLE-IAH,8:40 a.m.,1885,248
AA-2957-DFW-CVG,8:04 a.m.,1886,11
AA-1664-MIA-ATL,10:18 a.m.,1887,12
AA-3979-CVG-ORD,8:04 a.m.,1888,13
AA-1279-DFW-PHX,2:04 p.m.,1889,14
AA-404-MIA-MCO,6:57 a.m.,1890,18
AA-3756-ORD-SLC,12:41 p.m.,1891,4
UA-382-IAD-LAX,12:35 p.m.,1892,249
UA-2945-PHL-CLT,11:51 a.m.,1893,250
CO-47-IAH-LAX,8:25 p.m.,1894,251
AA-271-MIA-LAX,11:52 a.m.,1895,19
AA-2050-ORD-MIA,11:05 a.m.,1896,20
UA-248-PHX-ORD,1:32 p.m.,1897,252
AA-4330-CVG-ORD,3:36 p.m.,1898,21
AA-1434-DFW-MCO,7:21 a.m.,1899,22
CO-1561-PHX-IAH,8:00 a.m.,1900,253
AA-4307-ORD-DTW,6:55 p.m.,1901,23
AA-3-JFK-LAX,12:11 p.m.,1902,24
CO-1694-LAX-IAH,7:15 p.m. (Estimated),1903,254
UA-843-LAX-ORD,2:10 p.m.,1904,255
CO-1193-EWR-MCO,9:14 a.m.,1905,256
AA-3842-MSP-ORD,6:56 a.m.,1906,25
AA-643-MIA-ORD,7:30 a.m.,1907,26
AA-1007-MIA-PHX,5:08 p.m.,1908,27
AA-2525-DFW-MIA,7:39 a.m.,1909,17
UA-2906-PHL-MCO,4:28 p.m.,1910,257
UA-938-DEN-ORD,4:15 p.m.,1911,258
AA-1221-MCO-ORD,8:23 p.m.,1912,28
CO-16-LAX-EWR,10:20 a.m.,1913,259
UA-2515-DFW-CLT,7:07 a.m.,1914,260
AA-400-DFW-JFK,11:01 a.m.,1915,29
UA-664-ORD-PHL,1:31 p.m.,1916,261
UA-37-EWR-MCO,1:48 p.m.,1917,262
AA-1522-SFO-ORD,12:10 a.m. (Estimated runway),1918,263
UA-233-LAX-JFK,4:28 p.m. (Estimated runway),1919,264
AA-3823-LAX-DEN,9:06 p.m. (Estimated runway),1920,265
AA-2312-DFW-DTW,8:29 p.m. (Estimated runway),1921,266
UA-2314-ATL-PHL,2:46 p.m.,1922,267
AA-1165-JFK-MIA,7:22 a.m.,1923,34
AA-431-MIA-SFO,8:51 a.m.,1924,35
UA-257-JFK-SFO,2:26 p.m.,1925,268
UA-3373-IAD-PHL,8:26 a.m.,1926,269
CO-1250-MIA-IAH,3:01 p.m.,1927,270
UA-828-SFO-ORD,,1928,116
CO-4888-IAH-DAL,5:30 p.m. (Estimated),1929,271
UA-2704-DTW-PHX,11:15 a.m.,1930,272
AA-3063-SLC-LAX,8:39 p.m.,1931,37
UA-2708-EWR-CLT,2:52 p.m.,1932,273
UA-62-IAH-EWR,2:48 p.m.,1933,274
AA-3804-PHL-ORD,2:44 p.m.,1934,38
AA-1917-JFK-MCO,3:27 p.m.,1935,39
AA-2268-PHX-ORD,7:22 a.m.,1936,40
AA-4277-CVG-JFK,12:10 p.m.,1937,41
AA-789-ORD-DEN,1:19 p.m.,1938,42
UA-854-SFO-IAH,7:49 a.m.,1939,275
AA-415-BOS-ORD,8:56 a.m.,1940,43
AA-85-JFK-SFO,3:36 p.m.,1941,44
AA-3786-IAH-ORD,4:12 p.m.,1942,46
AA-222-LAX-BOS,7:31 a.m.,1943,47
CO-50-CLE-EWR,3:31 p.m.,1944,276
UA-3099-PHX-PHL,11:43 a.m.,1945,277
AA-4198-ORD-CLE,10:54 a.m.,1946,30
CO-45-EWR-MIA,3:58 p.m.,1947,278
AA-3809-PHX-LAX,6:10 a.m.,1948,48
AA-59-JFK-SFO,7:39 a.m.,1949,49
AA-3859-IAH-ORD,7:16 a.m.,1950,0
CO-1586-IAH-MCO,7:42 p.m.,1951,138
AA-518-MIA-JFK,6:54 a.m.,1952,3
UA-397-JFK-SFO,8:49 a.m.,1953,139
UA-3925-IAD-ORF,9:01 a.m.,1954,140
AA-1733-ORD-PHX,7:59 p.m.,1955,53
AA-3-JFK-LAX,12:12 p.m.,1956,91
UA-2830-MCO-CLT,3:50 p.m.,1957,54
CO-58-DEN-IAH,12:37 p.m.,1958,141
UA-5487-SFO-MRY,10:53 a.m.,1959,57
AA-204-LAX-MCO,,1960,5
UA-414-LAX-SFO,6:10 a.m.,1961,59
CO-1614-LAX-IAH,12:58 a.m.,1962,143
UA-2726-FLL-PHL,4:10 p.m.,1963,61
CO-52-IAH-LAX,7:56 a.m.,1964,144
CO-1090-BOS-IAH,10:35 a.m.,1965,145
AA-616-DFW-DTW,10:11 a.m.,1966,64
UA-3515-IAD-MSP,8:26 a.m.,1967,65
AA-3468-CVG-MIA,7:25 a.m.,1968,6
AA-484-DFW-MIA,4:30 p.m.,1969,146
AA-1886-BOS-MIA,10:55 a.m.,1970,10
CO-62-IAH-EWR,2:59 p.m.,1971,147
CO-1561-PHX-IAH,8:18 a.m.,1972,148
UA-2314-ATL-PHL,3:04 p.m.,1973,69
AA-446-DFW-PHL,12:13 p.m.,1974,70
CO-1023-IAH-DEN,12:06 p.m.,1975,149
AA-466-IAH-MIA,6:09 a.m.,1976,72
UA-3050-PHX-CLT,11:45 a.m.,1977,73
CO-89-IAH-EWR,6:17 a.m.,1978,150
CO-1088-CLE-IAH,9:01 a.m.,1979,151
AA-1664-MIA-ATL,10:19 a.m.,1980,76
AA-1279-DFW-PHX,2:04 p.m.,1981,14
UA-854-SFO-IAH,8:07 a.m.,1982,78
UA-382-IAD-LAX,12:56 p.m.,1983,79
AA-4344-ORD-DTW,12:14 p.m.,1984,80
UA-257-JFK-SFO,2:43 p.m.,1985,81
UA-2945-PHL-CLT,12:08 p.m.,1986,152
CO-63-EWR-IAH,5:38 p.m.,1987,153
CO-47-IAH-LAX,8:36 p.m.,1988,154
AA-2050-ORD-MIA,11:06 a.m.,1989,85
UA-248-PHX-ORD,1:43 p.m.,1990,86
AA-4330-CVG-ORD,3:36 p.m.,1991,21
AA-1434-DFW-MCO,7:22 a.m.,1992,88
AA-1640-MIA-MCO,,1993,2
AA-4307-ORD-DTW,6:56 p.m.,1994,90
CO-1694-LAX-IAH,,1995,92
UA-843-LAX-ORD,2:38 p.m.,1996,158
CO-1193-EWR-MCO,9:58 a.m.,1997,159
AA-3842-MSP-ORD,6:57 a.m.,1998,95
AA-643-MIA-ORD,7:31 a.m.,1999,96
AA-1007-MIA-PHX,5:09 p.m.,2000,97
UA-2906-PHL-MCO,4:46 p.m.,2001,160
UA-938-DEN-ORD,4:37 p.m.,2002,99
AA-1221-MCO-ORD,8:23 p.m.,2003,28
CO-16-LAX-EWR,10:37 a.m.,2004,161
UA-2515-DFW-CLT,7:31 a.m.,2005,162
AA-400-DFW-JFK,11:02 a.m.,2006,102
UA-664-ORD-PHL,1:48 p.m.,2007,103
AA-3756-ORD-SLC,12:42 p.m.,2008,104
UA-37-EWR-MCO,2:01 p.m.,2009,163
AA-1522-SFO-ORD,,2010,31
UA-233-LAX-JFK,,2011,228
AA-3823-LAX-DEN,,2012,32
AA-2312-DFW-DTW,,2013,33
AA-1165-JFK-MIA,7:23 a.m.,2014,110
AA-431-MIA-SFO,8:52 a.m.,2015,111
UA-3373-IAD-PHL,8:37 a.m.,2016,112
AA-649-ORD-SNA,,2017,36
CO-1250-MIA-IAH,3:17 p.m.,2018,168
UA-6273-YYC-SFO,7:41 a.m.,2019,115
UA-828-SFO-ORD,,2020,116
CO-4888-IAH-DAL,,2021,169
UA-858-PVG-SFO,1:45 p.m.,2022,229
UA-2704-DTW-PHX,11:47 a.m.,2023,119
AA-3063-SLC-LAX,8:40 p.m.,2024,120
UA-2708-EWR-CLT,3:04 p.m.,2025,121
UA-62-IAH-EWR,2:59 p.m.,2026,171
UA-1500-IAH-GUA,9:43 a.m.,2027,172
AA-3804-PHL-ORD,2:44 p.m.,2028,38
AA-1917-JFK-MCO,3:28 p.m.,2029,124
AA-2268-PHX-ORD,7:23 a.m.,2030,173
AA-4277-CVG-JFK,12:11 p.m.,2031,125
AA-2957-DFW-CVG,8:05 a.m.,2032,174
UA-37-EDI-EWR,9:05 a.m.,2033,175
AA-789-ORD-DEN,1:20 p.m.,2034,127
AA-415-BOS-ORD,8:56 a.m.,2035,43
AA-85-JFK-SFO,3:38 p.m.,2036,129
AA-3979-CVG-ORD,8:04 a.m.,2037,13
AA-1544-SAN-ORD,11:41 a.m.,2038,56
AA-3786-IAH-ORD,4:12 p.m.,2039,46
AA-271-MIA-LAX,11:52 a.m.,2040,19
AA-2525-DFW-MIA,7:40 a.m.,2041,176
CO-50-CLE-EWR,4:02 p.m.,2042,177
UA-3099-PHX-PHL,11:55 a.m.,2043,131
AA-4198-ORD-CLE,10:55 a.m.,2044,132
AA-404-MIA-MCO,6:58 a.m.,2045,133
CO-45-EWR-MIA,4:15 p.m.,2046,178
AA-3809-PHX-LAX,6:11 a.m.,2047,135
AA-59-JFK-SFO,7:40 a.m.,2048,136
AA-222-LAX-BOS,7:32 a.m.,2049,137
AA-3859-IAH-ORD,7:16 a.m.,2050,0
CO-1586-IAH-MCO,7:14 p.m.,2051,230
AA-518-MIA-JFK,6:54 a.m.,2052,3
UA-397-JFK-SFO,8:29 a.m.,2053,231
UA-3925-IAD-ORF,8:42 a.m.,2054,232
AA-1733-ORD-PHX,,2055,181
AA-3-JFK-LAX,12:11 p.m.,2056,24
UA-2830-MCO-CLT,3:28 p.m.,2057,234
CO-58-DEN-IAH,11:32 a.m.,2058,235
UA-5487-SFO-MRY,10:33 a.m.,2059,301
AA-204-LAX-MCO,,2060,5
UA-414-LAX-SFO,5:56 a.m.,2061,237
CO-1614-LAX-IAH,12:41 a.m.,2062,238
UA-2726-FLL-PHL,3:58 p.m.,2063,239
CO-52-IAH-LAX,7:29 a.m.,2064,240
CO-1090-BOS-IAH,10:19 a.m.,2065,241
AA-616-DFW-DTW,10:10 a.m.,2066,15
UA-3515-IAD-MSP,8:12 a.m.,2067,242
AA-3468-CVG-MIA,7:25 a.m.,2068,6
AA-484-DFW-MIA,4:29 p.m.,2069,7
AA-1886-BOS-MIA,10:55 a.m.,2070,10
CO-62-IAH-EWR,2:48 p.m.,2071,243
CO-1561-PHX-IAH,8:00 a.m.,2072,253
UA-2314-ATL-PHL,2:46 p.m.,2073,267
AA-446-DFW-PHL,12:12 p.m.,2074,8
CO-1023-IAH-DEN,11:56 a.m.,2075,245
AA-466-IAH-MIA,6:08 a.m.,2076,9
UA-3050-PHX-CLT,11:30 a.m.,2077,246
CO-89-IAH-EWR,6:02 a.m.,2078,247
CO-1088-CLE-IAH,8:40 a.m.,2079,248
AA-1664-MIA-ATL,10:18 a.m.,2080,12
AA-1279-DFW-PHX,2:04 p.m.,2081,14
UA-854-SFO-IAH,7:49 a.m.,2082,275
UA-382-IAD-LAX,12:35 p.m.,2083,249
AA-4344-ORD-DTW,12:13 p.m.,2084,16
UA-257-JFK-SFO,2:26 p.m.,2085,268
UA-2945-PHL-CLT,11:51 a.m.,2086,250
CO-63-EWR-IAH,5:22 p.m.,2087,244
CO-47-IAH-LAX,8:25 p.m.,2088,251
AA-2050-ORD-MIA,11:05 a.m.,2089,20
UA-248-PHX-ORD,1:32 p.m.,2090,252
AA-4330-CVG-ORD,3:36 p.m.,2091,21
AA-1434-DFW-MCO,7:21 a.m.,2092,22
AA-1640-MIA-MCO,,2093,2
AA-4307-ORD-DTW,6:55 p.m.,2094,23
CO-1694-LAX-IAH,,2095,92
UA-843-LAX-ORD,2:10 p.m.,2096,255
CO-1193-EWR-MCO,9:14 a.m.,2097,256
AA-3842-MSP-ORD,6:56 a.m.,2098,25
AA-643-MIA-ORD,7:30 a.m.,2099,26
AA-1007-MIA-PHX,5:08 p.m.,2100,27
UA-2906-PHL-MCO,4:28 p.m.,2101,257
UA-938-DEN-ORD,4:15 p.m.,2102,258
AA-1221-MCO-ORD,8:23 p.m.,2103,28
CO-16-LAX-EWR,10:20 a.m.,2104,259
UA-2515-DFW-CLT,7:07 a.m.,2105,260
AA-400-DFW-JFK,11:01 a.m.,2106,29
UA-664-ORD-PHL,1:31 p.m.,2107,261
AA-3756-ORD-SLC,12:41 p.m.,2108,4
UA-37-EWR-MCO,1:48 p.m.,2109,262
AA-1522-SFO-ORD,,2110,31
UA-233-LAX-JFK,,2111,228
AA-3823-LAX-DEN,,2112,32
AA-2312-DFW-DTW,,2113,33
AA-1165-JFK-MIA,7:22 a.m.,2114,34
AA-431-MIA-SFO,8:51 a.m.,2115,35
UA-3373-IAD-PHL,8:26 a.m.,2116,269
AA-649-ORD-SNA,,2117,36
CO-1250-MIA-IAH,3:01 p.m.,2118,270
UA-6273-YYC-SFO,7:27 a.m.,2119,302
UA-828-SFO-ORD,,2120,116
CO-4888-IAH-DAL,,2121,169
UA-858-PVG-SFO,1:32 p.m.,2122,303
UA-2704-DTW-PHX,11:15 a.m.,2123,272
AA-3063-SLC-LAX,8:39 p.m.,2124,37
UA-2708-EWR-CLT,2:52 p.m.,2125,273
UA-62-IAH-EWR,2:48 p.m.,2126,274
UA-1500-IAH-GUA,9:16 a.m.,2127,304
AA-3804-PHL-ORD,2:44 p.m.,2128,38
AA-1917-JFK-MCO,3:27 p.m.,2129,39
AA-2268-PHX-ORD,7:22 a.m.,2130,40
AA-4277-CVG-JFK,12:10 p.m.,2131,41
AA-2957-DFW-CVG,8:04 a.m.,2132,11
UA-37-EDI-EWR,8:52 a.m.,2133,305
AA-789-ORD-DEN,1:19 p.m.,2134,42
AA-415-BOS-ORD,8:56 a.m.,2135,43
AA-85-JFK-SFO,3:36 p.m.,2136,44
AA-3979-CVG-ORD,8:04 a.m.,2137,13
AA-1544-SAN-ORD,11:40 a.m.,2138,45
AA-3786-IAH-ORD,4:12 p.m.,2139,46
AA-271-MIA-LAX,11:52 a.m.,2140,19
AA-2525-DFW-MIA,7:39 a.m.,2141,17
CO-50-CLE-EWR,3:31 p.m.,2142,276
UA-3099-PHX-PHL,11:43 a.m.,2143,277
AA-4198-ORD-CLE,10:54 a.m.,2144,30
AA-404-MIA-MCO,6:57 a.m.,2145,18
CO-45-EWR-MIA,3:58 p.m.,2146,278
AA-3809-PHX-LAX,6:10 a.m.,2147,48
AA-59-JFK-SFO,7:39 a.m.,2148,49
AA-222-LAX-BOS,7:31 a.m.,2149,47
CO-58-DEN-IAH,,2150,55
CO-1023-IAH-DEN,,2151,71
AA-3823-LAX-DEN,,2152,32
UA-938-DEN-ORD,,2153,203
AA-789-ORD-DEN,,2154,430
AA-3859-IAH-ORD,7:16 a.m.,2155,0
CO-1586-IAH-MCO,7:42 p.m.,2156,138
AA-518-MIA-JFK,6:54 a.m.,2157,3
UA-397-JFK-SFO,8:49 a.m.,2158,139
UA-3925-IAD-ORF,9:01 a.m.,2159,140
AA-1733-ORD-PHX,7:59 p.m.,2160,53
AA-3-JFK-LAX,12:12 p.m.,2161,91
UA-2830-MCO-CLT,3:50 p.m.,2162,54
CO-58-DEN-IAH,12:37 p.m.,2163,141
