Release Date,original_index,unique_index
4 October 2014 (USA),5534,672
9 February 2001 (USA),5535,682
"Jan 11, 2002 Wide",5536,3920
26 April 2014 (USA),5537,2079
21 January 2013 (USA),5538,3921
29 January 2015 (Germany),5539,3922
14 March 2014 (USA),5540,2798
18 April 2014 (USA),5541,1402
12 December 2014 (UK),5542,2983
30 January 2015 (UK),5543,3923
January 1994 (USA),5544,3924
20 April 2015 (USA),5545,3925
29 June 2012 (USA),5546,2550
21 February 2015 (Japan),5547,3926
10 July 2015 (USA),5548,460
5 June 2015 (Mexico),5549,3927
24 April 2015 (USA),5550,368
24 July 2015 (USA),5551,462
21 July 2015 (USA),5552,3928
3 July 2015 (USA),5553,3732
27 September 2015 (USA),5554,3929
16 September 2015 (Canada),5555,3930
21 August 2015 (USA),5556,1331
26 October 2012 (USA),5557,3931
1 September 2015 (USA),5558,3932
14 February 2014 (USA),5559,382
16 October 2014 (Germany),5560,3933
6 September 2013 (USA),5561,3934
17 October 2014 (USA),5562,1785
5 September 2014 (UK),5563,3935
4 December 2014 (Brazil),5564,3936
20 February 2015 (USA),5565,671
25 December 2014 (USA),5566,1510
17 April 2015 (USA),5567,794
21 June 2013 (USA),5568,21
19 May 2000 (USA),5569,1687
24 April 2015 (USA),5570,368
5 December 2014 (USA),5571,3833
20 September 2002 (USA),5572,2563
27 June 1952 (USA),5573,3937
17 August 1979 (USA),5574,3938
24 November 1950 (USA),5575,3939
18 February 1913 (USA),5576,3940
25 December 1955 (USA),5577,3941
11 November 1938 (USA),5578,3942
28 November 1941 (USA),5579,3943
17 October 1947 (USA),5580,3944
25 December 1935 (USA),5581,68
31 August 1943 (Argentina),5582,3945
25 December 2014 (USA),5583,1510
3 October 2014 (USA),5584,2921
14 November 2014 (USA),5585,927
19 September 2014 (USA),5586,362
13 March 2015 (USA),5587,749
12 August 2005 (USA),5588,2542
6 March 2009 (USA),5589,3946
5 January 2007 (USA),5590,2225
13 May 2011 (USA),5591,3628
19 October 2007 (USA),5592,1366
22 January 2010 (USA),5593,777
24 April 1998 (USA),5594,3947
15 May 2015 (USA),5595,2222
15 October 2014 (Philippines),5596,3948
6 March 2015 (USA),5597,1556
6 February 2015 (USA),5598,753
22 August 2014 (USA),5599,1681
23 July 2002 (USA),5600,3949
12 November 2002 (USA),5601,3950
17 May 1996 (USA),5602,3951
31 March 1995 (USA),5603,1249
19 June 1987 (USA),5604,3695
28 October 1994 (USA),5605,1776
16 January 2004 (USA),5606,1875
12 March 1993 (USA),5607,2927
20 March 1981 (USA),5608,552
26 July 1979 (USA),5609,3952
12 August 1988 (USA),5610,1149
2 April 1993 (USA),5611,3019
30 May 1986 (USA),5612,3953
6 March 1981 (USA),5613,3954
18 December 1981 (USA),5614,84
24 March 1995 (USA),5615,1919
25 December 1994 (USA),5616,254
4 June 1993 (USA),5617,3955
5 October 2001 (USA),5618,1877
4 October 2002 (USA),5619,394
20 August 1982 (USA),5620,3518
31 October 2015 (USA),5621,2096
27 February 2004 (USA),5622,2642
3 October 1980 (USA),5623,306
2 September 2001 (USA),5624,3956
30 March 2001 (USA),5625,2184
20 February 2015 (USA),5626,671
1 June 1934 (USA),5627,433
December 1972 (UK),5628,3957
13 December 1965 (UK),5629,3958
27 December 1935 (USA),5630,3959
17 April 1936 (USA),5631,3960
18 March 1938 (USA),5632,3961
16 October 1936 (USA),5633,3962
4 May 1934 (USA),5634,3963
17 May 1935 (USA),5635,3964
17 March 1971 (USA),5636,3965
5 February 1976 (USA),5637,3966
15 April 1994 (USA),5638,3967
14 August 1996 (USA),5639,3968
17 May 1962 (USA),5640,3969
13 January 1995 (USA),5641,3486
,5642,47
15 August 2014 (USA),5643,1805
10 June 1977 (USA),5644,3970
17 October 1974 (USA),5645,3971
9 January 2015 (USA),5646,629
1 September 1992 (USA),5647,3972
2000 (USA),5648,3973
,5649,47
1 March 1991 (USA),5650,1148
15 January 1988 (USA),5651,125
11 January 1991 (USA),5652,3974
11 June 1997 (USA),5653,3975
15 March 1973 (USA),5654,3976
10 February 1939 (USA),5655,3977
3 August 1960 (USA),5656,3978
August 1963 (USA),5657,3979
22 July 1994 (USA),5658,2664
7 August 2015 (USA),5659,233
12 March 2015 (Singapore),5660,3980
15 May 2015 (USA),5661,2222
9 April 1964 (USA),5662,3981
10 March 1965 (USA),5663,3982
25 June 1980 (USA),5664,2063
4 December 2015 (USA),5665,981
October 1957 (USA),5666,3983
19 December 1997 (USA),5667,1086
26 August 2005 (USA),5668,2586
1 February 2008 (USA),5669,3984
14 December 2007 (USA),5670,1078
25 December 2004 (USA),5671,2558
19 February 1999 (USA),5672,783
17 November 1972 (USA),5673,3985
7 February 1969 (Brazil),5674,3986
28 March 1964 (USA),5675,3987
30 July 1993 (USA),5676,3497
4 April 1947 (USA),5677,3988
8 October 1947 (USA),5678,3989
12 February 2015 (Brazil),5679,3990
1955 (UK),5680,3991
14 August 1953 (France),5681,3992
"May 19, 1960 Wide",5682,3993
22 May 2015 (USA),5683,778
February 1950 (USA),5684,3994
26 January 1951 (USA),5685,3995
11 April 1939 (USA),5686,3996
16 June 1939 (USA),5687,3997
13 September 2013 (USA),5688,676
24 October 1997 (USA),5689,2246
5 December 2005 (Hungary),5690,3998
25 June 1994 (USA),5691,3999
21 June 1974 (USA),5692,2678
3 October 2014 (USA),5693,2921
15 December 1989 (USA),5694,4000
3 June 1988 (USA),5695,51
15 August 1986 (USA),5696,3113
9 August 1985 (USA),5697,2624
26 January 2015 (Netherlands),5698,4001
3 February 1989 (USA),5699,4002
"Jul 1, 2015 Limited",5700,4003
26 March 2010 (USA),5701,27
13 March 2015 (USA),5702,749
30 January 2015 (USA),5703,329
6 March 2015 (USA),5704,1556
25 April 2014 (USA),5705,4004
2 October 1998 (USA),5706,32
7 November 2014 (USA),5707,810
January 2005 (USA),5708,4005
,5709,47
2 December 1988 (USA),5710,2588
11 December 2008 (Germany),5711,4006
25 August 1993 (USA),5712,4007
17 July 2010 (USA),5713,4008
10 August 1990 (USA),5714,714
11 February 2014 (USA),5715,4009
16 December 1987 (USA),5716,4010
17 June 1994 (USA),5717,2197
15 March 2012 (Israel),5718,4011
25 May 1988 (USA),5719,4012
21 July 2014 (USA),5720,4013
18 August 1993 (USA),5721,4014
12 December 1997 (USA),5722,1237
17 September 1976 (USA),5723,4015
11 January 1996 (USA),5724,4016
14 March 1986 (USA),5725,4017
18 September 1992 (USA),5726,1527
28 March 2014 (USA),5727,741
21 February 1996 (USA),5728,4018
26 October 2007 (USA),5729,3509
30 January 2009 (USA),5730,488
8 January 2010 (USA),5731,2740
25 February 1952 (Norway),5732,4019
4 April 1952 (USA),5733,4020
13 March 1957 (USA),5734,4021
11 April 2014 (USA),5735,812
20 February 1953 (USA),5736,4022
19 January 1934 (USA),5737,4023
February 1944 (USA),5738,4024
27 June 1956 (USA),5739,4025
9 May 1952 (Finland),5740,4026
14 June 1985 (USA),5741,2571
18 January 2008 (USA),5742,261
22 October 2010 (USA),5743,336
12 November 2003 (USA),5744,4027
19 May 2000 (USA),5745,1687
8 April 2005 (USA),5746,1160
"May 3, 2002 Wide",5747,4028
15 August 2014 (USA),5748,1805
24 August 2001 (USA),5749,190
19 September 2003 (USA),5750,18
8 October 1977 (Sweden),5751,4029
16 July 2010 (USA),5752,985
10 October 2008 (USA),5753,280
26 January 1996 (USA),5754,818
19 August 2011 (USA),5755,2315
29 February 2008 (USA),5756,390
22 April 2011 (USA),5757,3041
23 November 2005 (USA),5758,1280
8 January 2010 (USA),5759,2740
5 February 2010 (USA),5760,3135
15 October 2010 (USA),5761,3126
9 December 2011 (USA),5762,1484
19 January 2007 (USA),5763,451
7 October 1994 (USA),5764,365
7 February 1986 (USA),5765,3008
26 November 2008 (USA),5766,2930
27 November 2013 (USA),5767,781
July 1960 (USA),5768,249
21 September 2012 (USA),5769,3812
"Dec 17, 1999 Wide",5770,4030
20 October 2006 (USA),5771,2203
16 January 2009 (USA),5772,2090
5 March 2004 (USA),5773,679
25 February 2000 (USA),5774,2926
23 October 1998 (USA),5775,1258
1 August 1973 (USA),5776,4031
22 December 1989 (USA),5777,718
17 December 1953 (Italy),5778,4032
23 January 2009 (USA),5779,1277
14 August 2009 (USA),5780,841
2016 (USA),5781,432
23 November 1994 (USA),5782,70
25 June 2008 (USA),5783,4033
24 June 2005 (USA),5784,4034
19 October 2012 (USA),5785,4035
3 January 2014 (USA),5786,4036
21 October 2011 (USA),5787,2179
22 October 2010 (USA),5788,336
30 January 2009 (USA),5789,488
27 March 2009 (USA),5790,811
15 August 2008 (USA),5791,2551
26 October 2001 (USA),5792,328
6 May 2005 (USA),5793,1930
29 August 2003 (USA),5794,3627
30 May 2008 (USA),5795,2741
17 June 2011 (USA),5796,911
21 November 2007 (USA),5797,853
25 November 2009 (USA),5798,55
5 April 1974 (USA),5799,3716
"Dec 14, 1979 Wide",5800,4037
24 September 1999 (USA),5801,1343
13 September 2002 (USA),5802,2825
15 October 2004 (USA),5803,303
24 June 1983 (USA),5804,4038
29 December 2004 (USA),5805,4039
24 June 1998 (USA),5806,4040
2 November 2014 (USA),5807,4041
27 May 2011 (USA),5808,4042
14 September 2014 (USA),5809,4043
12 April 2014 (USA),5810,4044
28 April 1995 (USA),5811,493
11 November 2011 (USA),5812,4045
19 July 2013 (USA),5813,398
28 June 2013 (USA),5814,3597
14 August 2015 (USA),5815,463
2 August 2014 (USA),5816,4046
17 May 2011 (France),5817,4047
25 May 2012 (USA),5818,406
11 March 2014 (Netherlands),5819,4048
10 October 1975 (USA),5820,4049
6 December 2013 (USA),5821,3037
27 May 1977 (USA),5822,632
"Mar 15, 1972 Limited",5823,4050
29 March 1974 (Denmark),5824,4051
March 1970 (USA),5825,4052
25 March 1988 (USA),5826,4053
26 October 1966 (Italy),5827,4054
24 July 1987 (USA),5828,4055
14 November 1936 (USA),5829,4056
30 April 1993 (USA),5830,2547
20 October 2005 (USA),5831,4057
18 August 2014 (USA),5832,2346
4 July 2012 (USA),5833,4058
20 August 2002 (USA),5834,4059
24 April 2015 (USA),5835,368
May 2007 (USA),5836,4060
16 August 2012 (Israel),5837,4061
3 April 2014 (Singapore),5838,4062
3 March 2011 (Israel),5839,4063
22 March 2013 (USA),5840,761
21 June 2013 (USA),5841,21
19 September 2013 (Croatia),5842,4064
31 July 2015 (USA),5843,1307
14 March 2011 (Portugal),5844,4065
2010 (USA),5845,1155
21 August 2015 (USA),5846,1331
"Apr 26, 2013 Limited",5847,4066
16 March 2012 (USA),5848,3717
23 August 2013 (UK),5849,4067
22 February 2008 (USA),5850,1894
26 July 2013 (USA),5851,1088
8 August 2014 (USA),5852,1804
26 July 2013 (USA),5853,1088
22 June 2012 (USA),5854,764
11 May 2012 (UK),5855,4068
29 June 2012 (UK),5856,1958
7 August 2015 (USA),5857,233
3 April 2009 (USA),5858,3642
"Aug 9, 2013 Limited",5859,4069
26 June 2014 (USA),5860,2116
3 December 2013 (USA),5861,4070
7 June 2013 (USA),5862,661
23 December 2009 (USA),5863,883
7 February 2014 (USA),5864,826
9 November 1990 (USA),5865,4071
March 2008 (USA),5866,4072
24 October 2008 (India),5867,4073
4 August 2006 (USA),5868,4074
March 2002 (USA),5869,4075
5 October 2001 (Canada),5870,4076
16 October 2009 (USA),5871,546
October 1985 (USA),5872,4077
13 March 2015 (USA),5873,749
25 January 2015 (USA),5874,2770
11 January 2014 (Japan),5875,4078
23 April 2004 (USA),5876,207
26 June 2015 (USA),5877,259
10 April 2015 (USA),5878,1953
15 October 2013 (USA),5879,2851
22 September 2015 (USA),5880,4079
4 September 2012 (USA),5881,4080
24 December 1989 (West Germany),5882,4081
2 July 2011 (USA),5883,4082
24 April 1998 (USA),5884,3947
April 1987 (USA),5885,4083
August 1978 (USA),5886,4084
8 December 1962 (USA),5887,4085
February 1982 (USA),5888,4086
,5889,47
15 December 1995 (Canada),5890,4087
15 October 1996 (USA),5891,4088
24 September 1993 (Brazil),5892,4089
13 August 1996 (USA),5893,4090
27 July 1994 (USA),5894,1595
,5895,47
9 October 2003 (USA),5896,3025
October 2005 (USA),5897,4091
31 October 1969 (USA),5898,4092
26 April 2013 (UK),5899,4093
14 August 2015 (USA),5900,463
September 2001 (USA),5901,4094
15 April 1983 (USA),5902,2891
,5903,47
31 March 1934 (USA),5904,491
,5905,47
6 March 2008 (USA),5906,4095
1 December 1989 (USA),5907,2279
29 November 2013 (USA),5908,4096
9 March 2007 (USA),5909,1784
1 August 2013 (USA),5910,4097
4 April 2014 (USA),5911,299
24 December 2011 (USA),5912,4098
23 November 2013 (USA),5913,4099
23 September 1994 (USA),5914,2928
6 September 1996 (USA),5915,2152
26 July 2002 (USA),5916,896
21 August 2015 (USA),5917,1331
20 June 1973 (USA),5918,4100
21 March 1975 (USA),5919,4101
16 December 1977 (USA),5920,2883
9 November 2001 (USA),5921,2781
11 October 1996 (USA),5922,3087
28 February 1992 (USA),5923,4102
7 April 2015 (USA),5924,2087
27 September 1996 (USA),5925,2561
15 March 1991 (USA),5926,3467
5 April 2007 (Germany),5927,4103
16 October 2010 (USA),5928,4104
2 November 2001 (USA),5929,825
17 February 2006 (USA),5930,1475
18 January 2008 (Finland),5931,4105
7 October 1988 (USA),5932,3588
23 March 2001 (USA),5933,2820
26 September 1997 (USA),5934,1517
2011 (USA),5935,45
11 September 2015 (USA),5936,56
19 February 1993 (USA),5937,4106
15 March 2015 (USA),5938,955
17 May 2014 (USA),5939,4107
,5940,47
26 June 2015 (USA),5941,259
15 June 2014 (USA),5942,3360
6 October 2014 (USA),5943,4108
4 March 2015 (Philippines),5944,4109
31 October 2008 (USA),5945,187
22 March 1995 (USA),5946,4110
,5947,47
27 September 1993 (USA),5948,4111
27 April 1975 (USA),5949,4112
23 October 2014 (USA),5950,4113
20 February 1961 (Denmark),5951,4114
18 December 1992 (USA),5952,4115
7 July 2000 (USA),5953,1261
10 September 1999 (USA),5954,4116
,5955,47
,5956,47
31 August 1984 (USA),5957,4117
5 May 1995 (USA),5958,4118
29 May 1998 (USA),5959,2150
3 March 2000 (USA),5960,2647
23 March 2001 (USA),5961,2820
15 May 2003 (Australia),5962,4119
9 May 2003 (UK),5963,4120
27 February 1998 (USA),5964,2984
30 November 2001 (USA),5965,3119
3 August 2001 (Portugal),5966,4121
20 October 2000 (USA),5967,341
20 June 2008 (USA),5968,1720
21 June 2002 (UK),5969,4122
16 April 2010 (Mexico),5970,4123
22 August 2014 (USA),5971,1681
25 January 2015 (USA),5972,2770
13 August 1993 (USA),5973,2503
18 April 2013 (Russia),5974,4124
8 March 1964 (USA),5975,4125
19 October 1990 (USA),5976,4126
2 October 1996 (USA),5977,4127
"Sep 8, 2007 Wide",5978,4128
8 August 1931 (USA),5979,4129
26 April 2007 (Germany),5980,4130
23 January 1935 (USA),5981,4131
February 1936 (USA),5982,4132
20 May 1933 (USA),5983,4133
31 January 2003 (UK),5984,4134
1 April 1953 (USA),5985,4135
19 October 1935 (USA),5986,4136
14 October 2011 (USA),5987,4137
4 December 2007 (USA),5988,4138
28 October 1932 (USA),5989,4139
March 1947 (USA),5990,4140
30 April 2010 (USA),5991,2317
9 May 1986 (USA),5992,3644
24 April 1981 (USA),5993,1880
November 2010 (Australia),5994,4141
2 April 2010 (Italy),5995,4142
7 November 2013 (Qatar),5996,4143
1 January 1982 (USA),5997,165
6 June 2000 (USA),5998,4144
8 February 2008 (USA),5999,1954
10 March 2013 (USA),6000,1213
31 May 2013 (Mexico),6001,4145
"Nov 23, 2005 Wide",6002,4146
21 July 2007 (Japan),6003,4147
11 March 2008 (USA),6004,4148
14 August 2004 (USA),6005,4149
23 March 1996 (South Korea),6006,4150
27 April 1979 (USA),6007,3224
11 April 1986 (USA),6008,1997
15 January 1988 (USA),6009,125
1 December 1977 (West Germany),6010,4151
30 July 2004 (USA),6011,445
17 September 2010 (USA),6012,236
13 June 2008 (USA),6013,1074
21 July 2006 (USA),6014,1005
"May 31, 2013 Wide",6015,4152
20 January 2013 (USA),6016,4153
24 April 2011 (USA),6017,4154
21 April 2010 (USA),6018,4155
January 2010 (USA),6019,4156
7 May 2003 (France),6020,4157
4 March 2011 (UK),6021,4158
11 July 2013 (Germany),6022,4159
12 November 2012 (USA),6023,4160
3 July 2015 (USA),6024,3732
30 April 1982 (USA),6025,4161
18 July 2014 (USA),6026,1109
20 September 2013 (USA),6027,210
22 September 2006 (USA),6028,800
9 August 1991 (USA),6029,4162
3 September 2014 (Netherlands),6030,3110
17 October 2014 (USA),6031,1785
22 March 2013 (UK),6032,4163
15 November 1966 (USA),6033,4164
21 November 1986 (USA),6034,933
21 February 2008 (Russia),6035,4165
27 July 2007 (USA),6036,894
1988 (USA),6037,3391
20 June 2003 (USA),6038,1775
1 September 2006 (USA),6039,1985
,6040,47
12 May 1989 (USA),6041,3222
22 February 2013 (Ireland),6042,4166
7 March 2003 (USA),6043,3117
6 June 2015 (USA),6044,3686
21 October 2016 (USA),6045,29
2 February 1996 (USA),6046,313
18 January 2002 (USA),6047,987
19 January 2001 (USA),6048,161
20 October 2006 (USA),6049,2203
12 October 2007 (USA),6050,2555
27 May 2003 (USA),6051,4167
24 December 1976 (USA),6052,4168
31 August 1977 (USA),6053,4169
28 September 1975 (USA),6054,4170
1 December 1975 (Sweden),6055,4171
22 October 1973 (Sweden),6056,4172
August 1975 (USA),6057,4173
2 August 1971 (Sweden),6058,4174
22 May 2015 (USA),6059,778
9 December 2007 (USA),6060,4175
29 November 2015 (USA),6061,4176
1 January 2012 (USA),6062,4177
12 February 2013 (USA),6063,1301
30 September 2012 (USA),6064,4178
March 2008 (France),6065,4179
,6066,47
16 October 2009 (USA),6067,546
31 October 2011 (USA),6068,414
27 March 2015 (USA),6069,757
20 March 2015 (USA),6070,2490
19 June 2015 (USA),6071,232
9 July 2013 (USA),6072,4180
12 September 2009 (USA),6073,4181
22 March 2011 (USA),6074,4182
4 January 2013 (USA),6075,3064
24 February 1995 (USA),6076,4183
14 March 1936 (USA),6077,4184
12 August 2015 (Philippines),6078,4185
13 March 2015 (USA),6079,749
8 November 1990 (Australia),6080,4186
11 February 2016 (Germany),6081,4187
12 January 1990 (USA),6082,4188
18 October 2013 (USA),6083,250
March 2013 (USA),6084,4189
21 July 2015 (Germany),6085,4190
14 August 2007 (Hungary),6086,4191
15 January 2013 (USA),6087,4192
8 August 2014 (USA),6088,1804
8 April 2014 (USA),6089,4193
10 March 2009 (USA),6090,4194
November 2011 (USA),6091,4195
22 October 2011 (USA),6092,1630
31 December 2011 (USA),6093,3855
27 July 1979 (USA),6094,4196
2012 (USA),6095,3178
11 August 1989 (USA),6096,4197
19 June 2015 (USA),6097,232
January 1950 (USA),6098,1712
23 November 1923 (USA),6099,4198
30 October 1961 (USA),6100,507
25 December 1951 (USA),6101,2443
4 December 1953 (France),6102,4199
31 July 1963 (UK),6103,4200
14 December 1961 (USA),6104,4201
28 September 1966 (USA),6105,4202
14 September 1952 (USA),6106,4203
21 October 1995 (Japan),6107,4204
24 October 2008 (USA),6108,2029
"Oct 29, 2010 Wide",6109,4205
20 June 1970 (Japan),6110,4206
26 October 2007 (USA),6111,3509
13 December 1972 (USA),6112,3156
13 May 1970 (USA),6113,4207
31 August 1973 (Hong Kong),6114,4208
9 April 1971 (USA),6115,4209
14 October 1964 (USA),6116,2400
10 June 1966 (USA),6117,4210
1 August 1967 (USA),6118,4211
13 February 1952 (USA),6119,4212
20 September 1968 (West Germany),6120,4213
23 October 2009 (USA),6121,1287
1 May 1967 (USA),6122,4214
"Jan 1, 1971 Wide",6123,4215
25 September 1998 (USA),6124,1943
19 June 1968 (USA),6125,4216
20 December 1966 (USA),6126,4217
2 March 1984 (USA),6127,978
4 June 1993 (USA),6128,3955
21 October 1988 (USA),6129,2712
15 March 1991 (USA),6130,3467
8 October 1992 (Germany),6131,4218
8 May 1992 (USA),6132,3337
21 January 2000 (USA),6133,1396
10 September 1993 (USA),6134,650
19 March 1982 (USA),6135,4219
24 June 1983 (USA),6136,4038
13 June 1986 (USA),6137,4220
10 July 1987 (USA),6138,996
7 August 1985 (USA),6139,4221
22 March 1985 (USA),6140,3796
24 April 1992 (USA),6141,4222
16 August 1991 (USA),6142,4223
16 January 2002 (USA),6143,4224
5 May 1995 (USA),6144,4118
19 February 1982 (USA),6145,4225
"Jan 30, 1998 Limited",6146,4226
19 October 1990 (USA),6147,4126
18 January 1991 (USA),6148,3092
"Sep 2, 1939 Limited",6149,4227
January 1994 (USA),6150,3924
16 July 1999 (USA),6151,39
9 June 2000 (Poland),6152,4228
"Oct 9, 1998 Wide",6153,4229
19 June 1993 (South Korea),6154,4230
22 March 1991 (USA),6155,1340
9 April 1988 (Japan),6156,4231
22 January 1999 (USA),6157,2539
19 September 2003 (USA),6158,18
"Jan 21, 1994 Wide",6159,4232
18 September 1981 (USA),6160,228
2 October 1985 (USA),6161,4233
30 October 1987 (USA),6162,2722
3 February 1983 (Argentina),6163,4234
29 September 1984 (USA),6164,4235
29 January 1987 (Australia),6165,4236
15 June 1990 (Netherlands),6166,4237
11 November 1988 (USA),6167,1311
19 December 1984 (USA),6168,4238
16 September 1994 (USA),6169,2978
21 August 1981 (Finland),6170,4239
23 May 1986 (USA),6171,2565
22 August 1985 (Argentina),6172,4240
4 September 2003 (Argentina),6173,4241
20 February 1998 (USA),6174,2389
"Aug 1, 1985 Wide",6175,4242
3 February 1989 (USA),6176,4002
2 March 1979 (USA),6177,4243
26 October 1979 (USA),6178,4244
5 October 1984 (USA),6179,2938
"Dec 4, 1981 Wide",6180,4245
22 December 2004 (USA),6181,931
26 November 2008 (USA),6182,2930
20 July 2007 (USA),6183,2003
5 July 1963 (West Germany),6184,4246
10 December 1965 (USA),6185,4247
"Nov 7, 1963 Limited",6186,4248
16 January 1956 (Brazil),6187,4249
17 July 1956 (USA),6188,4250
25 April 1941 (USA),6189,4251
9 November 1990 (USA),6190,4071
6 June 2006 (USA),6191,3030
30 March 2001 (USA),6192,2184
17 August 2006 (Hungary),6193,4252
"Dec 13, 2002 Wide",6194,4253
14 December 2001 (USA),6195,2922
5 March 2003 (USA),6196,4254
20 February 2009 (USA),6197,4255
27 October 1955 (USA),6198,4256
14 June 1974 (USA),6199,4257
26 March 1999 (USA),6200,4258
15 July 1983 (USA),6201,903
16 May 1980 (USA),6202,4259
6 June 1980 (USA),6203,4260
20 March 1981 (USA),6204,552
9 June 1978 (USA),6205,4261
January 1983 (USA),6206,4262
16 October 2015 (USA),6207,371
20 April 2007 (USA),6208,1959
13 October 2014 (USA),6209,4263
25 October 2011 (USA),6210,4264
19 February 2016 (USA),6211,4265
25 March 2015 (Philippines),6212,4266
5 February 2015 (Kuwait),6213,4267
20 February 2015 (USA),6214,671
"Oct 30, 2009 Wide",6215,4268
6 June 2013 (USA),6216,4269
"Oct 31, 2014 Limited",6217,4270
6 September 2012 (Russia),6218,3604
May 1961 (UK),6219,4271
24 July 2012 (USA),6220,4272
3 April 2008 (Singapore),6221,4273
11 April 2014 (Poland),6222,4274
13 December 1956 (USA),6223,4275
27 January 2015 (Japan),6224,4276
29 March 2012 (Russia),6225,4277
18 September 1942 (USA),6226,4278
7 June 1946 (USA),6227,4279
12 February 1943 (USA),6228,4280
1 September 1939 (USA),6229,4281
26 October 1945 (USA),6230,3465
30 April 1943 (USA),6231,4282
21 January 1944 (USA),6232,4283
27 July 1945 (USA),6233,4284
16 March 1945 (USA),6234,4285
1 August 1944 (USA),6235,4286
26 May 1944 (USA),6236,4287
"Aug 1, 2014 Limited",6237,4288
30 August 2013 (USA),6238,4289
1 January 2015 (France),6239,4290
15 April 1965 (USA),6240,4291
1 October 1999 (USA),6241,1001
27 July 2001 (USA),6242,4292
25 October 2013 (UK),6243,4293
25 July 2014 (USA),6244,2801
8 July 2013 (USA),6245,4294
8 May 2014 (USA),6246,4295
31 July 2009 (USA),6247,1230
27 April 2012 (USA),6248,1382
7 August 2008 (Russia),6249,4296
3 January 2014 (USA),6250,4036
30 November 2012 (USA),6251,1598
18 September 2015 (USA),6252,42
27 September 2013 (USA),6253,4297
7 September 1990 (USA),6254,4298
1 October 2010 (USA),6255,1961
August 1984 (USA),6256,4299
September 1981 (USA),6257,4300
28 August 1987 (USA),6258,325
24 October 2013 (Russia),6259,4301
21 October 2014 (USA),6260,2106
9 June 2014 (China),6261,4302
"Jan 1, 1979 Wide",6262,3077
1 November 2013 (USA),6263,1781
27 August 2010 (Italy),6264,4303
12 December 2010 (Chile),6265,4304
23 January 1999 (USA),6266,4305
16 April 1986 (USA),6267,4306
11 October 2007 (USA),6268,4307
30 April 2004 (UK),6269,4308
25 June 2013 (USA),6270,4309
16 January 2009 (USA),6271,2090
9 September 1994 (USA),6272,4310
14 September 2001 (Italy),6273,4311
30 September 1979 (USA),6274,3904
25 March 2010 (Kazakhstan),6275,4312
17 October 2007 (USA),6276,4313
13 January 2006 (UK),6277,4314
22 May 2013 (France),6278,4315
"Apr 25, 2014 Limited",6279,4316
5 September 2014 (USA),6280,4317
26 March 2004 (USA),6281,191
5 September 2003 (USA),6282,3620
11 May 2001 (USA),6283,2911
6 January 2006 (USA),6284,1228
20 September 2002 (USA),6285,2563
9 January 2015 (USA),6286,629
27 February 2015 (USA),6287,2211
12 June 2008 (Israel),6288,4318
6 May 2004 (USA),6289,4319
,6290,47
5 May 2010 (France),6291,4320
21 November 1962 (USA),6292,4321
30 June 1965 (USA),6293,4322
September 1969 (USA),6294,4323
23 October 2015 (USA),6295,2779
4 December 1967 (USA),6296,4324
25 August 2000 (USA),6297,4325
20 May 1964 (USA),6298,4326
21 January 1970 (USA),6299,4327
22 July 1977 (USA),6300,3526
4 January 2008 (USA),6301,4328
9 January 2009 (USA),6302,1538
23 May 2008 (UK),6303,4329
15 July 2008 (USA),6304,3453
11 September 2009 (USA),6305,2970
6 February 2009 (USA),6306,534
13 December 2012 (Kuwait),6307,4330
3 February 2006 (USA),6308,2557
29 January 2010 (Mexico),6309,4331
8 January 2009 (Russia),6310,4332
9 March 2010 (USA),6311,4333
11 March 2011 (UK),6312,4334
9 October 2012 (USA),6313,4335
August 1985 (USA),6314,4336
1 March 2009 (USA),6315,361
22 November 1978 (USA),6316,4337
2010 (USA),6317,1155
19 January 2014 (Japan),6318,4338
25 June 2010 (USA),6319,2006
27 November 2015 (USA),6320,2780
15 August 2014 (USA),6321,1805
5 September 2014 (UK),6322,3935
November 2011 (Australia),6323,4339
31 October 2014 (USA),6324,255
20 April 2013 (USA),6325,189
18 June 2015 (Taiwan),6326,4340
26 July 2012 (Russia),6327,4341
,6328,47
22 August 2014 (USA),6329,1681
23 January 2015 (USA),6330,721
28 December 2014 (USA),6331,4342
8 January 2015 (Denmark),6332,4343
27 November 2014 (Kuwait),6333,4344
29 August 2014 (USA),6334,4345
23 June 2015 (USA),6335,1378
"Apr 3, 2015 Wide",6336,4346
23 August 2013 (USA),6337,2554
5 April 1937 (USA),6338,4347
21 October 2014 (USA),6339,2106
11 April 2014 (USA),6340,812
1 May 2014 (USA),6341,3000
14 March 2014 (USA),6342,2798
21 February 2014 (USA),6343,1680
11 September 2009 (USA),6344,2970
6 March 2015 (USA),6345,1556
28 November 2013 (Hungary),6346,4348
26 December 2014 (Australia),6347,4349
18 September 1963 (USA),6348,3498
20 March 2015 (USA),6349,2490
7 November 2014 (USA),6350,810
17 October 2014 (USA),6351,1785
23 January 2013 (USA),6352,4350
November 2014 (USA),6353,952
5 December 2014 (USA),6354,3833
15 May 2015 (USA),6355,2222
1 May 2014 (Singapore),6356,4351
14 September 2012 (USA),6357,4352
27 February 2015 (USA),6358,2211
10 October 2014 (USA),6359,771
3 October 2014 (USA),6360,2921
1 January 2011 (USA),6361,4353
,6362,47
27 March 2014 (USA),6363,779
7 November 2009 (Japan),6364,4354
