Creator,Cast,original_index,unique_index
"Robert Thoeren,Polly James","Greer Garson,Walter Pidgeon,Edward Arnold,Agnes Moorehead,Cecil Kellaway,Gladys Cooper,Frances Rafferty,Tom Drake,Peter Lawford,Dan Duryea,Hugh Marlowe,Selena Royle,Fortunio Bonanova,Lee Patrick,St. Luke's Episcopal Church Choristers",7195,7154
"S.N. Behrman,Salka Viertel","Greta Garbo,Melvyn Douglas,Constance Bennett,Roland Young,Robert Sterling,Ruth Gordon,Frances Carson",7196,7155
"George Marion Jr.,Richard Mack","W.C. Fields,Edgar Bergen,Charlie McCarthy,Eddie 'Rochester' Anderson,Mortimer Snerd,Constance Moore,John Arledge,James Bush,Thurston Hall,Mary Forbes,Edward Brophy,Arthur Hohl,Princess Baba,Blacaman",7197,7156
Casey Robinson,"Gregory Peck,Susan Hayward,Ava Gardner,Hildegard Knef,Leo G. Carroll,Torin Thatcher,Ava Norring,Helene Stanley,Marcel Dalio,Vicente Gómez,Richard Allan",7198,7157
"Stirling Silliphant,David Goodis","Aldo Ray,Brian Keith,Anne Bancroft,Jocelyn Brando,James Gregory,Frank Albertson,Rudy Bond",7199,7158
"Henry Farrell,Lukas Heller","Bette Davis,Olivia de Havilland,Joseph Cotten,Agnes Moorehead,Cecil Kellaway,Victor Buono,Mary Astor,Wesley Addy,William Campbell,Bruce Dern,Frank Ferguson,George Kennedy,Dave Willock,Michel Petit,John Megna",7200,7159
"Arthur Sheekman,William Driskill","Susan Hayward,Dean Martin,Wilfrid Hyde-White,Ralph Meeker,Martin Balsam,Frank Maxwell,Connie Sawyer,Ford Rainey,Charles Watts,Larry Gates,Robert S. Simon,Bill Zuckert",7201,7160
"Fannie Hurst,Eleanore Griffin","Susan Hayward,John Gavin,Vera Miles,Charles Drake,Virginia Grey,Reginald Gardiner,Tammy Marihugh,Robert Eyer,Natalie Schafer,Doreen McLean,Alex Gerry,Karen Norris,Hayden Rorke,Mary Lawrence,Joseph Cronin",7202,7161
"Frederic Wakeman,Luther Davis","Clark Gable,Deborah Kerr,Sydney Greenstreet,Adolphe Menjou,Ava Gardner,Keenan Wynn,Edward Arnold,Aubrey Mather,Richard Gaines,Frank Albertson,Douglas Fowley,Clinton Sundberg,Gloria Holden,Connie Gilchrist,Kathryn Card",7203,7162
"Nelson Gidding,Don Mankiewicz","Susan Hayward,Simon Oakland,Virginia Vincent,Theodore Bikel,Wesley Lau,Philip Coolidge,Lou Krugman,James Philbrook,Bartlett Robinson,Gage Clarke,Joe De Santis,John Marley,Raymond Bailey,Alice Backes,Gertrude Flynn",7204,7163
"Rachel Field,Casey Robinson","Bette Davis,Charles Boyer,Jeffrey Lynn,Barbara O'Neil,Virginia Weidler,Helen Westley,Walter Hampden,Henry Daniell,Harry Davenport,George Coulouris,Montagu Love,Janet Beecher,June Lockhart,Ann E. Todd,Richard Nichols",7205,7164
Jules Furthman,"Jack Buetel,Jane Russell,Thomas Mitchell,Walter Huston,Mimi Aguglia,Joe Sawyer,Gene Rizzi",7206,7165
"Grover Jones,John Fox Jr.","Sylvia Sidney,Fred MacMurray,Henry Fonda,Fred Stone,Nigel Bruce,Beulah Bondi,Robert Barrat,George 'Spanky' McFarland,Fuzzy Knight,Otto Fries,Samuel S. Hinds,Alan Baxter,Margaret Armstrong,Ricca Allen,Fern Emmett",7207,7166
"Marshall Neilan,Joseph Moncure March","Ben Lyon,James Hall,Jean Harlow,John Darrow,Lucien Prival,Frank Clarke,Roy Wilson,Douglas Gilmore,Jane Winton,Evelyn Hall,William B. Davidson,Wyndham Standing,Lena Malena,Marian Marsh,Carl von Haartman",7208,7167
"Richard LaGravenese,Sara Gruen","Reese Witherspoon,Robert Pattinson,Christoph Waltz,Paul Schneider,Jim Norton,Hal Holbrook,Mark Povinelli,Richard Brake,Stephen Monroe Taylor,Ken Foree,Scott MacDonald,James Frain,Sam Anderson,John Aylward,Brad Greenquist",7209,7168
Jayce Bartok,"Elizabeth Ashley,Jayce Bartok,Bruce Dern,Miriam Shor,Aaron Stanford,Kristen Stewart,Talia Balsam,Tom Cavanagh,Melissa Leo,Jesse L. Martin,Avery Rak,Andrew George Jr.,Dan McCabe,Conor Romero,Jeffrey Spiegel",7210,7169
Charles Pratt Jr.,"Vera Miles,Clu Gulager,Daphne Zuniga,James Read,Marilyn Kagan,Robert Dowdell,Patti Heider,Frances Peterson,Hunter Tylo,Paula Knowles,Trey Stroud,Peter Malof,Christopher Bradley,Joy Jones,Mary Davis Duncan",7211,7170
Danilo Bach,"Jay Baker,Pat Barlow,Lloyd Berry,Deborah Foreman,Deborah Goodrich,Tom Heaton,Mike Nomad,Ken Olandt,Griffin O'Neal,Leah Pinsent,Clayton Rohner,Amy Steel,Thomas F. Wilson",7212,7171
Richard Rothstein,"Paul Le Mat,Catherine Hicks,Stephen McHattie,Wilford Brimley,Peter Billingsley,Edward Herrmann,Jack O'Leary,Mary Steelsmith,Gina Christian,Kirk Koskella,Frank J. Cimorelli,Arnold C. Waterman,Fred W.S. Newton,J.P.S. Brown,Roy Gunsberg",7213,7172
Brent V. Friedman,"Rosalind Allen,Ami Dolenz,Seth Green,Virginya Keehne,Ray Oriel,Alfonso Ribeiro,Peter Scolari,Dina Dayrit,Michael Medeiros,Barry Lynch,Clint Howard,Rance Howard,Timothy Landfield,Judy Jean Berns,J.D. Stone",7214,7173
"Buronson,Tetsuo Hara","Gary Daniels,Malcolm McDowell,Costas Mandylor,Downtown Julie Brown,Dante Basco,Nalona Herron,Melvin Van Peebles,Clint Howard,Andre Rosey Brown,Paulo Tocha,Chris Penn,Tracey Walter,Rowena Guinness,Isako Washio,Michael Charles Friedman",7215,7174
"Nicolas Falacci,Nicolas Falacci","Karen Black,Peter DeLuise,Ami Dolenz,Maya McLaughlin,Evan MacKenzie,David Sawyer,Shirley Spiegler Jacobs,Josette DiCarlo,Lloyd J. Kalicki,Daniel Arthur Wray,Roger Perkovich,Ray Maurin,Stacy Montezon,Bekki Vallin,Butch Mounce",7216,7175
Matt Dorff,"Sammi Davis,Cliff Robertson,Dominic Raacke,Jan Niklas,Paul Winfield,Martin Umbach,Peter Simonischek,Michael Mendl,Jen Sung,Anina Abt-Siebold,Piotr Papierz,Sabine Svoboda,Gesche Tebbenhoff,George Chung,Evelyn Meyka",7217,7176
Tony Randel,"Sammi Davis,Jon Lindstrom,Jake Bern,Alex Weed,Jenny Dare Paulin,Lindsey Girardot,Charles Noland,Wray Gould",7218,7177
"Leora Barish,Henry Bean","Jessica Alba,Henry Bean,Dennis Dun,Audie England,Morgan Fairchild,Joel Grey,John Kerry,Costas Mandylor,Ivory Ocean,Sean Rolf,Meredith Salenger,Mark Schneider,Richard Vidan,Adrian Vitoria,Billy Wirth",7219,7178
"Stirling Silliphant,Joseph Wambaugh","George C. Scott,Stacy Keach,Jane Alexander,Scott Wilson,Rosalind Cash,Erik Estrada,Clifton James,Richard E. Kalk,James Sikking,Beverly Hope Atkinson,Mittie Lawrence,Isabel Sanford,Carol Speed,Tracee Lyles,Burke Byrnes",7220,7179
"Fred Barron,Fred Barron","John Heard,Lindsay Crouse,Jeff Goldblum,Jill Eikenberry,Bruno Kirby,Gwen Welles,Stephen Collins,Lewis J. Stadlen,Jon Korkes,Michael J. Pollard,Lane Smith,Joe Morton,Richard Cox,Marilu Henner,Raymond J. Barry",7221,7180
"Ann Beattie,Joan Micklin Silver","John Heard,Mary Beth Hurt,Peter Riegert,Kenneth McMillan,Gloria Grahame,Nora Heflin,Jerry Hardin,Tarah Nutter,Mark Metcalf,Allen Joseph,Frances Bay,Griffin Dunne,Alex Johnson,Beverly Rowland,Oscar Rowland",7222,7181
Arthur Chisholm,"Virginia Aquino,B. Constance Barry,Brent Collins,Calvert DeForest,Cecily Floyd,Pat Lavelle,Rose Lishner,George Mirabella,Jerome Overton,James Remar",7223,7182
"Ronald M. Cohen,Edward Huebsch","Burt Lancaster,Roscoe Lee Browne,Joseph Cotten,Melvyn Douglas,Charles Durning,Richard Jaeckel,William Marshall,Gerald S. O'Loughlin,Richard Widmark,Paul Winfield,Burt Young,Charles Aidman,Leif Erickson,Charles McGraw,Morgan Paull",7224,7183
"Bill Condon,Michael Laughlin","Michael Murphy,Louise Fletcher,Dan Shor,Fiona Lewis,Arthur Dignam,Dey Young,Marc McClure,Scott Brady,Charles Lane,Elizabeth Cheshire,Beryl Te Wiata,Jim Boelsen,Billy Al Bengston,Nicole Anderson,Bill Condon",7225,7184
"Donald Arthur,Bea Hellmann","Jami Gertz,Martha Plimpton,George Peppard,Bruce Payne,Rip Torn,Gayle Hunnicutt,Dayle Haddon,Theresa Merritt,James Remar,John Farren,Madeleine Sherwood,Matthew Burton,Yeardley Smith,Gedeon Burkhard,Kathleen Doyle",7226,7185
"Lina Wertmüller,Carl Gottlieb","Richard Pryor,Lonette McKee,Margaret Avery,Morgan Woodward,Marilyn Coleman,Bebe Drake,Gloria Edwards,Ernesto Hernández,Otis Day,Morgan Roberts,Diane Rodriguez,Dolph Sweet,Tim Thomerson,Daniel Valdez,Luis Valdez",7227,7186
"John Milius,Fred Rexer","Nick Nolte,Powers Boothe,Michael Ironside,Maria Conchita Alonso,Rip Torn,Clancy Brown,William Forsythe,Matt Mulhern,Larry B. Scott,Dan Tullis Jr.,John Dennis Johnston,Luis Contreras,Gary Carlos Cervantes,Tommy 'Tiny' Lister,Marco Rodríguez",7228,7187
"Joe Menosky,Jeff Rothberg","Jon Cryer,Keith Coogan,Annabeth Gish,Oliver Cotton,Claude Brooks,Tim Quill,Alexandra Auder,Tony Soper,Ned Eisenberg,Marita Geraghty,Steven Small,Johnny Walker,John Spencer,Gretchen Cryer,Anne Pitoniak",7229,7188
"Lonne Elder III,Richard Pryor","Richard Pryor,Cicely Tyson,Ángel Ramírez,Jimmy Hughes,Edwin DeLeon,Edwin Kinter,Tami Luchow,Janet Wong,Alphonso Alexander,Kia Cooper,Robert Christian,George Coe,Bill Quinn,Roy Jenson,Fred Carney",7230,7189
Michael Crichton,"Tom Selleck,Cynthia Rhodes,Gene Simmons,Kirstie Alley,Stan Shaw,G.W. Bailey,Joey Cramer,Chris Mulkey,Anne-Marie Martin,Michael Paul Chan,Elizabeth Norment,Carol Teasdale,Jackson Davies,Paul Batten,Babs Chula",7231,7190
Gail Morgan Hickman,"Charles Bronson,Kathleen Wilhoite,Carrie Snodgress,Robert F. Lyons,Richard Romanus,Angel Tompkins,Bill Henderson,James Luisi,Clifford A. Pellow,Janet MacLachlan,Lawrence Tierney,Jerome Thor,Mischa Hausserman,Cal Haynes,Hans Howes",7232,7191
"Clifford Green,Ellen Green","Demi Moore,Michael Biehn,Jürgen Prochnow,Peter Friedman,Manny Jacobs,John Taylor,Lee Garlington,Akosua Busia,Harry Basil,Arnold Johnson,John Walcutt,Michael Laskin,Hugo Stanger,Patricia Allison,Ian Buchanan",7233,7192
"Mark Frost,Nicholas Conde","Martin Sheen,Helen Shaver,Harley Cross,Robert Loggia,Elizabeth Wilson,Harris Yulin,Lee Richardson,Richard Masur,Carla Pinza,Jimmy Smits,Raúl Dávila,Malick Bowens,Janet-Laine Green,Larry Ramos,Philip Corey",7234,7193
"William Goldman,William Goldman","Burt Reynolds,Karen Young,Peter MacNicol,Howard Hesseman,Neill Barry,Diana Scarwid,Joseph Mascolo,Alfie Wise,Deborah Rush,Wendell Burton,Joanne Jackson,Joe Klecko,Peter Koch,Joseph Bernard,Barry Polkowitz",7235,7194
"Christopher Frank,William P. Wingate","Burt Reynolds,Cliff Robertson,Kenneth McMillan,Cynthia Gibb,Scott Wilson,Lauren Hutton,Philip Anglim,Tracey Walter,Dennis Burkley,Alex Diakun,Brooks Gardner,Mike Kirton,Duncan Fraser,Janne Mortil,Campbell Lane",7236,7195
Barry Beckerman,"Burt Reynolds,Dyan Cannon,John P. Ryan,Joe Santos,Giorgio Tozzi,Ron Weyand,Larry Block,Beeson Carroll,Kevin Conway,Kay Frye,John Glover,Merwin Goldsmith,Melody Santangello,Irving Selbst,Alex Wilson",7237,7196
Charlie Peters,"Burt Reynolds,Beverly D'Angelo,Norman Fell,Paul Dooley,Elizabeth Ashley,Lauren Hutton,Juanita Moore,Peter Billingsley,Jacqueline Brookes,Linda Gillen,Mike Kellin,Victoria Young,Elsa Raven,Carol Locatell,Kay Armen",7238,7197
Robby Benson,"Robby Benson,Karla DeVito,Rue McClanahan,Burt Reynolds,Frankie Valli,Kaye Ballard,Cliff Bemis,Louise Lasser,Lyric Benson,Debra Port,Stan Brown,Lou Kaplan,Lori Tate,Beth Meadows,Sharyn Greene",7239,7198
John Sayles,"Burt Reynolds,Casey Siemaszko,Sheila Kelley,Lorraine Toussaint,Albert Salmi,Harry Carey Jr.,Maury Chaykin,Stephen Tobolowsky,Richard Key Jones,Tom Lasswell,Walter Shane,Frank A. Damiani,David Frishberg,John Baldwin,Eddie Driscoll",7240,7199
"Stephen Metcalfe,Stephen Metcalfe","Robert De Niro,Kathy Baker,Ed Harris,Sloane Shelton,Ivar Brogger,Michael Arkin,Tom Isbell,Kirk Taylor,Jordan Lund,Charles S. Dutton,Bruce Ramsay,Jessalyn Gilsig,George Gerdes,Josh Pais,Lois Dellar",7241,7200
William W. Norton,"Burt Reynolds,Jack Weston,Lauren Hutton,Jerry Reed,Alice Ghostley,Dub Taylor,Mike Douglas,Burton Gilliam,William Engesser,John Steadman,Lori Futch,Stephanie Burchfield,Dudley Remus,Alex Hawkins,J. Don Ferguson",7242,7201
"William Diehl,Gerald Di Pego","Burt Reynolds,Vittorio Gassman,Brian Keith,Charles Durning,Earl Holliman,Bernie Casey,Henry Silva,Richard Libertini,Darryl Hickman,Rachel Ward,Joseph Mascolo,Carol Locatell,Hari Rhodes,John Fiedler,James O'Connell",7243,7202
Steve Gordon,"Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald,Jill Eikenberry,Stephen Elliott,Ted Ross,Barney Martin,Thomas Barbour,Anne De Salvo,Marjorie Barnes,Dillon Evans,Maurice Copeland,Justine Johnston,Paul Vincent",7244,7203
"Elmore Leonard,Elmore Leonard","Burt Reynolds,Candice Bergen,George Segal,Charles Durning,José Pérez,Richard Lawson,Castulo Guerra,Dar Robinson,Alex Rocco,David Reynoso,Tricia Leigh Fisher,Sachi Parker,Don Moyer,Joey Pouliot,Phanie Napoli",7245,7204
"Ben Hecht,Charles MacArthur","Kathleen Turner,Burt Reynolds,Christopher Reeve,Ned Beatty,Henry Gibson,George Newbern,Al Waxman,Ken James,Barry Flatman,Ted Simonett,Anthony Sherwood,Joe Silver,Charles Kimbrough,Monica Parker,Allan Royal",7246,7205
"Edward Rugoff,Ralph Rugoff","Craig Sheffer,Brigitte Bako,Costas Mandylor,Dan Lett,Maurice Godin,Peter Keleghan,Heidi von Palleske,Torri Higginson,Frank Pellegrino,Evan Sabba,Victoria Snow,Vince Marino,Gerry Salsberg,Jack Duffy,Damon D'Oliveira",7247,7206
Eric Barker,"Eric Roberts,Esteban Powell,C. Thomas Howell,Farrah Forke,Damian Chapa,Lindsay Taylor,Lynsey Taylor,Eric Poppick,Michael D. Roberts,Brent Huff,Robert Miano,Paul Parducci,Lou Casal,Zeus Mendoza,Cole S. McKay",7248,7207
"Jeffrey Goldenberg,Bob Held","Mario Van Peebles,James Remar,Sharisse Baker-Bernard,Gladise Jiminez,David Groh,Stephen Caffrey,Stephen Poletti,Peter Allas,Leslie Zemeckis,Jaime Kailani Bayot,Simon Rhee,David Grant Wright,Tony Noakes,Leonard Kelly-Young,Erynn Dalton",7249,7208
Vernon Zimmerman,"Marjoe Gortner,Lynda Carter,Jesse Vint,Merrie Lynn Ross,Belinda Balaski,Gene Drew,Peggy Stewart,Gerrit Graham,John Durren,Virgil Frye,James Gammon,Howard R. Kirk,Aly Yoder,Joe Kurtzo,Chuck Russell",7250,7209
"Lawrence B. Marcus,Richard Rush","Peter O'Toole,Steve Railsback,Barbara Hershey,Allen Garfield,Alex Rocco,Sharon Farrell,Adam Roarke,Philip Bruns,Charles Bail,John Garwood,Jim Hess,John Pearce,Michael Railsback,George Wallace,Dee Carroll",7251,7210
Mark L. Lester,"Dusty Russell,Buddy Love,Gene Drew,Dutch Schnitzer,Speed Stearns,Ed Ryan,Big Tim Welch,Dan Carter,Bruce Mackey,Laura Brooks,Bill McKnight,Dick Dawe,Eric Nord,Erica Stone,Nancy Walton",7252,7211
"James Gabriel Berman,Larry Cohen","Kevin Dillon,Nick Mancuso,Lysette Anthony,Robert Lewis,Matthew Walker,Stefan Arngrim,Megan Leitch,Jo Bates,J.B. Bivens,Claire Riley,Mark Holden,Kate Luyben,Felicia Shulman,Robert Weiss,Claudio Masciulli",7253,7212
,"Henry Trumblay,Bud Boerma,Joe Byars,Jim Cates,Ron Cheesman,Larry Mann,Jim Moreau,Floyd Reed Jr.,Floyd Reed Sr.,Danny Reed,George Sisson,Rusty Smith,Bob Spears",7254,7213
"Thomas Rickman,Bill Kerby","Burt Reynolds,Jan-Michael Vincent,Sally Field,Brian Keith,John Marley,Robert Klein,James Best,Adam West,Alfie Wise,Terry Bradshaw,Norman Grabowski,George Furth,Jim Burk,Don 'Red' Barry,Princess O'Mahoney",7255,7214
"Paul Deason,Mark L. Lester","Claudia Jennings,Lieux Dressler,John Martino,Paul Carr,Dennis Fimple,Gene Drew,Jennifer Burton,Dolores Dorn,Len Lesser,Speed Stearns,Eric Nord,Nicky Blair,Jo Ann Adkisson,Gerald Sanders,Herb Graham",7256,7215
Milton Miron,"Steve Friedman,Dennis Fimple,Perry Cook,Rusty Blitz,Lesley Woods,Merrie Lynn Ross,Margaret Wheeler,Kathy Bellinger,Oaky Miller,Patti Jerome,Peggy Stewart,Al Lewis,Del Hinkley,William Tregoe,George Skaff",7257,7216
,,7258,654
"Lee Wells,Lee Wells","Andrew McCarthy,Alex Zonn,Matthew Laurance,Carl Ciarfalio,Antony Ponzini,Jeanna Michaels,Scott Glenn,Kathrin Middleton,Peter Iacangelo,Mayf Nutter,Don Stark,Damon Carr,Kim Lankford,Frank Novak,Terri Hawkes",7259,7217
"Alan Caillou,Alan Caillou","George Hamilton,Sue Lyon,Bert Freed,Rod Cameron,Dub Taylor,Ron Masak,Hal Baylor,Judith Baldwin,Kathrine Baumann,Ben Bentley,Alana Stewart,Joe Davis,Lee de Broux,Roger Edington,Frank Ellis",7260,7218
"Frank Sacks,Robert Boris","Lou Diamond Phillips,Scott Glenn,Chelsea Field,Yaphet Kotto,Andrew Divoff,Richard Grove,William Lucking,L. Scott Caldwell,Larry Holt,Daniel Quinn,Thomas Rosales Jr.,Ed Frias,Jay Arlen Jones,Adam Gifford,Jophery C. Brown",7261,7219
"Antonio Santillán,Norman Katkov","Evel Knievel,Gene Kelly,Lauren Hutton,Red Buttons,Leslie Nielsen,Cameron Mitchell,Frank Gifford,Eric Olson,Sheila Allen,Albert Salmi,Dabney Coleman,Ernie F. Orsatti,Sidney Clute,Robert Tafur,Marjoe Gortner",7262,7220
Andrew Bergman,"Ryan O'Neal,Jack Warden,Mariangela Melato,Richard Kiel,Fred Gwynne,Mike Kellin,David Rounds,Joel Stedman,Angela Pietropinto,Michael Lombard,Jessica James,Charles Bruce Millholland,Merwin Goldsmith,Irving Metzman,Lois De Banzie",7263,7221
"James Hilton,Terence Rattigan","Peter O'Toole,Petula Clark,Michael Redgrave,George Baker,Siân Phillips,Michael Bryant,Jack Hedley,Alison Leggatt,Jenny Runacre,Clinton Greyn,Barbara Couper,Michael Culver,Elspeth March,Clive Morton,Ronnie Stevens",7264,7222
"David Rabe,David Rabe","Matthew Modine,Michael Wright,Mitchell Lichtenstein,David Alan Grier,Guy Boyd,George Dzundza,Albert Macklin,B.J. Cleveland,Bill Allen,Paul Lazar,Phil Ward,James Terry McIlvain,Todd Savell,Mark Fickert,Dustye Winniford",7265,7223
"Daniel Algrant,John Warren","Eric Stoltz,Mary-Louise Parker,Ralph Macchio,Jill Clayburgh,Tony Curtis,Timothy Dalton,Lynne Thigpen,Kathleen Turner,Roscoe Lee Browne,Whoopi Goldberg,Paul Guilfoyle,Calista Flockhart,Arabella Field,LisaGay Hamilton,David Johansen",7266,7224
"John Irving,Tony Richardson","Rob Lowe,Jodie Foster,Paul McCrane,Beau Bridges,Lisa Banes,Jennifer Dundas,Seth Green,Wally Aspell,Nastassja Kinski,Joely Richardson,Wallace Shawn,Jobst Oriwol,Linda Clark,Nicholas Podbrey,Norris Domingue",7267,7225
Rene Daalder,"Derrel Maury,Andrew Stevens,Robert Carradine,Kimberly Beck,Ray Underwood,Steve Bond,Rex Steven Sikes,Lani O'Grady,Damon Douglas,Dennis Kort,Cheryl Smith,Jeffrey Winner,Tom Logan",7268,7226
"Roderick Taylor,Roderick Taylor","Colin Farrell,Scott Caan,Ali Larter,Gabriel Macht,Gregory Smith,Harris Yulin,Kathy Bates,Timothy Dalton,Will McCormack,Ronny Cox,Terry O'Quinn,Nathaniel Arcand,Ty O'Neal,Joe Stevens,Barry Tubb",7269,7227
"Don Jakoby,Don Jakoby","Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,Paul Freeman,Natacha Lindinger,Valéria Cavalli,Jay Benedict,Joëlle Devaux-Vullion,Bruno Bilotta,Mario Opinato,Grant Russell,William Dunn,Asher Tzarfati,Rob Diem,Ken Samuels",7270,7228
"S.N. Warren,Jean-Claude Van Damme","Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,Ashley Johnson,Brian Thompson,Voyo Goric,Michel Qissi,George McDaniel,Eric Karson,Ash Adams,William T. Amos,Roz Bosley,Dennis Rucker,Billy Blanks",7271,7229
David S. Goyer,"Jean-Claude Van Damme,Robert Guillaume,Cynthia Gibb,George Dickerson,Art LaFleur,Patrick Kilpatrick,Joshua John Miller,Hank Stone,Conrad Dunn,Jack Bannon,Abdul Salaam El Razzac,Armin Shimerman,John Lantz,Hans Howes,Harry Waters Jr.",7272,7230
Larry Ferguson,"Jean-Claude Van Damme,Natasha Henstridge,Jean-Hugues Anglade,Zach Grenier,Paul Ben-Victor,Frank Senger,Stefanos Miltsakakis,Frank Van Keeken,David Hemblen,Stéphane Audran,Dan Moran,Donald Burda,Rob Kaman,Herb Lovelle,Denis Costanzo",7273,7231
"Frank Dux,Jean-Claude Van Damme","Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,Jack McGee,Aki Aleong,Abdel Qissi,Louis Mandylor,Chang Ching Peng Chaplin,Ryan Cutrona,Shane Meier,Matt Lyon,Jen Sung,Peter Wong,Kitao Koji",7274,7232
Glenn Bruce,"Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Michel Qissi,Haskell V. Anderson III,Rochelle Ashana,Ka Ting Lee,Richard Foo,Ricky Liu,Ho Ying Sin,Tony Chan,Brad Kerner,Dean Harrington,Mark DiSalle,Richard Santoro",7275,7233
"Joe Eszterhas,Richard Marquand","Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,Tiffany Taubman,Edward Blatchford,Anthony Starke,Joss Ackland,Allan Graf,Leonard Termo,Robert Apisa,Jophery C. Brown,Tony Brubaker,Ron Howard George,Voyo Goric",7276,7234
"William Reilly,Claude Kerven","Demi Moore,Glenne Headly,Bruce Willis,John Pankow,Harvey Keitel,Billie Neal,Frank Vincent,Karen Shallo,Crystal Field,Marianne Leone,Marc Baron,Doris McCarthy,Christopher Scotellaro,Ron J. Amodea,Leonid Merzon",7277,7235
"Richard Martini,Tim Metcalfe","Charlie Sheen,Kerri Green,Alan Ruck,Sally Kellerman,Blair Tefkin,Raymond J. Barry,Alexa Hamilton,Bert Remsen,James Avery,Eric Bruskotter,Jackie Stewart,J.C. Mullins,Robert Ginnaven,Gary Taggart,Scott Edmonds",7278,7236
"Stewart Raffill,Stanford Sherman","Robert Urich,Mary Crosby,Michael D. Roberts,Anjelica Huston,John Matuszak,Ron Perlman,John Carradine,Natalie Core,Jeremy West,Bruce Vilanch,Alan Caillou,Marcia Lewis,Daryl Keith Roach,Robert Symonds,Gary Brockette",7279,7237
"Stephen King,Stephen King","Emilio Estevez,Pat Hingle,Laura Harrington,Yeardley Smith,John Short,Ellen McElduff,J.C. Quinn,Christopher Murney,Holter Graham,Frankie Faison,Pat Miller,Jack Canon,Barry Bell,John Brasington,J. Don Ferguson",7280,7238
Emilio Estevez,"Demi Moore,Emilio Estevez,Tom Skerritt,Veronica Cartwright,William Allen Young,Richard Minchenberg,Ernie Lively,Bill Henderson,Gene Ross,Liam Sullivan,Charlie Sheen,Hal Fishman,Chuck Henry,Nicholas Shields,Barbara Stamm",7281,7239
Michael Tolkin,"Christian Slater,Steven Bauer,Richard Herd,Le Tuan,Min Luong,Art Chudabala,Ed Lauter,Micole Mercurio,Peter Kwong,Charles Cyphers,Max Perlich,Tony Hawk,Tommy Guerrero,Christian Jacobs,Joe Gosha",7282,7240
Dick Wolf,"Charlie Sheen,D.B. Sweeney,Lara Harris,Randy Quaid,Bill Duke,R.D. Call,Arlen Dean Snyder,M. Emmet Walsh,Al Shannon,Bernie Pock,Kenny Endoso,James F. Kelly,Lori Butler,Clare Wren,Philip Benichou",7283,7241
"Paul Brown,Alan Sacks","Josh Brolin,Robert Rusler,Pamela Gidley,Brooke McCarter,Josh Richman,Brett Marx,David Wagner,Chuck McCann,Tony Alva,Mark Munski,Sherilyn Fenn,Gary Goodrich,Rocky Giordani,Steve Whittaker,Per Welinder",7284,7242
Robert E. Waters,"Karin Mani,Robert Torti,Britt Helfer,Michael Wayne,Jon Greene,Jay Fisher,Claudia Decea,Tim Cutt,Jay Walker,Moriah Shannon,Marla Stone,Kevin Velligan,Tony Oliver,Victoria Shea,Bob Baisa",7285,7243
Sandy Clark,"Mike Price,Joseph Fotinos,George 'E-Gor' Chastain,James Morrow,Bob Beidman,Lowell Cunningham,P.D. Cacek,Michael Monahan,Neil Gaiman,John Kassir,Mister Lobo,Bob Wilkins,Alan F. Milair,Barry Hobart,Leonard Maltin",7286,7244
"David Mankey,Joshua Mankey","Chuck Elm,Kory Harmon,Lea Hay,Karrie Krause,Rhonda Krause,Bella Kuna,Cande Kuna,Ashleigh Mankey,David Mankey,Debra Mankey,Joshua Mankey,Vanessa Mankey,Kalena McDaniels,Doug Ocheltree,Earl Robertson",7287,7245
"Jon Hazell,Lonnie Schuyler","Tim Anderson,Jon Hazell,Nick Murray,Mike Nyman,Lonnie Schuyler,Ariadne Shaffer,Sonja Soriano,Christopher Sweeney",7288,7246
"Dean Chapman,Kenneth Uzquiano","Mark Mundt,Rex Steven Sikes,Shawn Monaghan,Charles Ramsey,Brian Farr,Donny Polinske,Dean Chapman,Kassandra Gruszkowski,Lane Boyle,Vincent Martinez,Tommy Farr,Alex Gusavac,Tiffany Mooney,Greg Johnson,Liz Whitford",7289,7247
"Marcus Hinchey,Marc Smerling","Ryan Gosling,Kirsten Dunst,Frank Langella,Lily Rabe,Philip Baker Hall,Michael Esper,Diane Venora,Nick Offerman,Kristen Wiig,Stephen Kunken,John Cullum,Maggie Kiley,Liz Stauber,Marion McCorry,Mia Dillon",7290,7248
Wentworth Miller,"Kate Beckinsale,Kelly Borgnis,Jay Bronson,Michaela Conlin,Marcia DeRousse,Melissa Eastwood,Duncan Joiner,Ella Jones,Michael Landes,Jennifer Leigh Mann,Chris Matheny,Gerald McRaney,Robert McRary,Chad Miller,Christian Grey Moore",7291,7249
Louis Garfinkle,"Richard Boone,Theodore Bikel,Peggy Maurer,Howard Smith,Herbert Anderson,Robert Osterloh",7292,7250
