RatingValue,original_index,unique_index
6.2,4836,25
5.7,4837,49
6.7,4838,4
5.8,4839,23
6.5,4840,36
6.6,4841,18
5,4842,63
6.3,4843,5
7.4,4844,14
8.2,4845,24
7.9,4846,15
7.7,4847,13
7.4,4848,14
7.3,4849,22
7.3,4850,22
6,4851,43
5.5,4852,11
6.3,4853,5
5.4,4854,42
5.4,4855,42
7.9,4856,15
4.3,4857,66
5.7,4858,49
5.3,4859,37
5.6,4860,50
"7.1/10,7/10",4861,179
"5.5/10,6.1/10",4862,180
5.9,4863,7
6.7,4864,4
7.4,4865,14
7.3,4866,22
6.6,4867,18
8.2,4868,24
5.4,4869,42
5.3,4870,37
5.7,4871,49
5.7,4872,49
5.2,4873,38
5.7,4874,49
6.6,4875,18
6.3,4876,5
6.8,4877,6
5.5,4878,11
4.3,4879,66
6.1,4880,40
5.9,4881,7
7.2,4882,1
5.6,4883,50
6.6,4884,18
5.8,4885,23
4.9,4886,59
7.1,4887,17
5.2,4888,38
4.9,4889,59
7.1,4890,17
5.9,4891,7
5.3,4892,37
5.9,4893,7
8,4894,34
7.1,4895,17
6.8,4896,6
6.6,4897,18
7.6,4898,2
7,4899,12
7.6,4900,2
7.9,4901,15
4.5,4902,35
7.6,4903,2
7.5,4904,3
6.7,4905,4
7.1,4906,17
7,4907,12
6.2,4908,25
6.5,4909,36
"7.1/10,7.6/10",4910,181
5.6,4911,50
7.1,4912,17
7.1,4913,17
6.5,4914,36
6.2,4915,25
"4.4/10,4.5/10",4916,155
6.5,4917,36
6.2,4918,25
6.3,4919,5
6.6,4920,18
6.9,4921,10
7.1,4922,17
7.4,4923,14
6.1,4924,40
7.7,4925,13
7.3,4926,22
6.6,4927,18
8,4928,34
7.1,4929,17
7.1,4930,17
6.7,4931,4
7.4,4932,14
5.8,4933,23
6.4,4934,28
6.6,4935,18
6.8,4936,6
6.3,4937,5
6.4,4938,28
7.7,4939,13
6.6,4940,18
7.3,4941,22
6.8,4942,6
7.2,4943,1
7.6,4944,2
6.4,4945,28
,4946,19
7.9,4947,15
8,4948,34
6.2,4949,25
,4950,19
8,4951,34
5.6,4952,50
5.9,4953,7
5.6,4954,50
6.9,4955,10
,4956,19
6.5,4957,36
4,4958,70
6,4959,43
6.7,4960,4
5.8,4961,23
6.6,4962,18
7.2,4963,1
7.4,4964,14
5.2,4965,38
6.5,4966,36
7.4,4967,14
6.6,4968,18
7.3,4969,22
6.5,4970,36
6.9,4971,10
7.2,4972,1
7.7,4973,13
7.3,4974,22
7.8,4975,16
7.4,4976,14
6.4,4977,28
4.6,4978,48
5.6,4979,50
6.7,4980,4
6.2,4981,25
5.8,4982,23
6.2,4983,25
6.5,4984,36
5.6,4985,50
6.4,4986,28
6.1,4987,40
5.7,4988,49
5.9,4989,7
6.3,4990,5
6.1,4991,40
5.6,4992,50
6.4,4993,28
6.3,4994,5
5.5,4995,11
6.5,4996,36
6.4,4997,28
6.2,4998,25
6.9,4999,10
6.8,5000,6
7.1,5001,17
6,5002,43
5.8,5003,23
7.4,5004,14
7.6,5005,2
"5.7/10,5.5/10",5006,182
7.4,5007,14
7.1,5008,17
7.6,5009,2
7.8,5010,16
7.7,5011,13
7.4,5012,14
6.2,5013,25
6.3,5014,5
7,5015,12
7,5016,12
5.9,5017,7
7.7,5018,13
7.3,5019,22
,5020,19
,5021,19
,5022,19
,5023,19
,5024,19
5.4,5025,42
,5026,19
,5027,19
6.7,5028,4
6.3,5029,5
6.8,5030,6
7.6,5031,2
5.4,5032,42
7.3,5033,22
5.5,5034,11
"5.6/10,5.5/10",5035,183
7.8,5036,16
7,5037,12
6.5,5038,36
6.2,5039,25
6.6,5040,18
5.3,5041,37
7.4,5042,14
6.7,5043,4
7.4,5044,14
8,5045,34
7.9,5046,15
5.5,5047,11
,5048,19
,5049,19
7.7,5050,13
6.5,5051,36
4.4,5052,56
6.4,5053,28
6.5,5054,36
6.2,5055,25
5.9,5056,7
6.7,5057,4
6,5058,43
6.4,5059,28
5.7,5060,49
5.6,5061,50
6.1,5062,40
7.1,5063,17
7.5,5064,3
6.3,5065,5
7.3,5066,22
7.9,5067,15
4.8,5068,8
5.7,5069,49
5.9,5070,7
5.3,5071,37
6.6,5072,18
5.4,5073,42
"5.6/10,7/10",5074,184
6.1,5075,40
7.2,5076,1
6,5077,43
5.2,5078,38
6.1,5079,40
6.9,5080,10
6,5081,43
6.2,5082,25
6.4,5083,28
6.6,5084,18
3.7,5085,53
4.3/10,5086,126
3.7,5087,53
5.1,5088,26
6.6,5089,18
6.1,5090,40
6.5,5091,36
5.9,5092,7
5,5093,63
6.7,5094,4
7.1,5095,17
7.7,5096,13
5.8,5097,23
7,5098,12
6.4,5099,28
7,5100,12
6.7,5101,4
6.5,5102,36
6.2,5103,25
6.2,5104,25
5.8,5105,23
3.7,5106,53
4.3,5107,66
5.2,5108,38
4.8,5109,8
4.1,5110,52
4.3,5111,66
6.7,5112,4
6.5,5113,36
6.9,5114,10
7.2,5115,1
6.9,5116,10
7.5,5117,3
5.7,5118,49
6.4,5119,28
6.9,5120,10
7.1,5121,17
7.3,5122,22
6,5123,43
7.2,5124,1
7.6,5125,2
7,5126,12
6.7,5127,4
5.1,5128,26
7,5129,12
6.1,5130,40
7.1,5131,17
5.8,5132,23
6.6,5133,18
7.1,5134,17
5.4,5135,42
5.4,5136,42
5.5,5137,11
3.9/10,5138,185
5.6,5139,50
5.9,5140,7
5.9,5141,7
5,5142,63
7.2,5143,1
7,5144,12
6,5145,43
6.8,5146,6
6,5147,43
6.5,5148,36
7,5149,12
7.1,5150,17
,5151,19
6.7,5152,4
7.4,5153,14
5,5154,63
5.7,5155,49
6.9,5156,10
6.7,5157,4
"4.6/10,3.8/10",5158,186
6.6,5159,18
5.6,5160,50
5.1,5161,26
"3.7/10,4.3/10",5162,187
2.7,5163,60
4.7,5164,54
1.9,5165,84
2.3,5166,88
6.3,5167,5
6.4,5168,28
5.5,5169,11
5.8,5170,23
4.5,5171,35
6.2,5172,25
5.9,5173,7
5.9,5174,7
6.6,5175,18
7.4,5176,14
6.5,5177,36
7.7,5178,13
6.7,5179,4
7.2,5180,1
6.8,5181,6
6.3,5182,5
6.7,5183,4
5.6,5184,50
5.8,5185,23
"5.2/10,4.6/10",5186,188
6.2,5187,25
5.6,5188,50
5.8,5189,23
6.4,5190,28
5.5,5191,11
5.9,5192,7
6.5,5193,36
7.1,5194,17
7.7,5195,13
6.8,5196,6
5.1,5197,26
6,5198,43
5.6,5199,50
6.2,5200,25
4,5201,70
4.9,5202,59
6.8,5203,6
6.6,5204,18
2.7,5205,60
6.9,5206,10
7.9,5207,15
7.7,5208,13
4.9,5209,59
,5210,19
5.9,5211,7
4.3,5212,66
6,5213,43
5.1,5214,26
6.7,5215,4
6.6,5216,18
6.1,5217,40
5.7,5218,49
6,5219,43
6.1,5220,40
4.2,5221,39
7.1,5222,17
6.8,5223,6
5.2,5224,38
7,5225,12
4.2,5226,39
6.5,5227,36
5,5228,63
5.3,5229,37
4.4,5230,56
6,5231,43
7.3,5232,22
7.5,5233,3
7.8,5234,16
7.8,5235,16
5.2,5236,38
5.9,5237,7
4.7,5238,54
5,5239,63
4.2,5240,39
5.7,5241,49
4.5,5242,35
4.3,5243,66
5.1,5244,26
4.7,5245,54
6.2,5246,25
4.4,5247,56
5.9,5248,7
4.7,5249,54
4.9,5250,59
5.1,5251,26
5.1,5252,26
6.4,5253,28
4.7,5254,54
6,5255,43
4.9,5256,59
5.9,5257,7
4.9,5258,59
8,5259,34
5.6,5260,50
8.6,5261,0
5.2,5262,38
4.1,5263,52
6.2,5264,25
3.5,5265,96
4.9,5266,59
7.6,5267,2
,5268,19
2.5,5269,85
5.3,5270,37
5.7,5271,49
7.6,5272,2
7.8,5273,16
6.6,5274,18
6.9,5275,10
4.8,5276,8
7.1,5277,17
6.9,5278,10
7.1,5279,17
7.7,5280,13
,5281,19
,5282,19
7.3,5283,22
3.5,5284,96
7.2,5285,1
6.4,5286,28
5.4,5287,42
7.7,5288,13
6.9,5289,10
7.2,5290,1
7.9,5291,15
7.5,5292,3
5.8,5293,23
4.3,5294,66
4.7,5295,54
6.4,5296,28
6.7,5297,4
6.9,5298,10
5.8,5299,23
5.3,5300,37
4.2,5301,39
7.1,5302,17
5.2,5303,38
5.9,5304,7
,5305,19
5.3,5306,37
4.7,5307,54
3.3,5308,30
4.2,5309,39
,5310,19
4,5311,70
3.1,5312,153
3.4,5313,65
7.7,5314,13
7.7,5315,13
7,5316,12
,5317,19
5.6,5318,50
5.6,5319,50
4,5320,70
3.6,5321,69
,5322,19
5.6,5323,50
7,5324,12
7,5325,12
5.4,5326,42
4.9,5327,59
6.3,5328,5
5.6,5329,50
6,5330,43
"5.1/10,5/10",5331,189
6.2,5332,25
5.1,5333,26
5.6,5334,50
6.1,5335,40
6.1,5336,40
5.4,5337,42
5.1,5338,26
,5339,19
4,5340,70
3.5,5341,96
2.7,5342,60
3.9,5343,57
3.8,5344,82
7.4,5345,14
6.1,5346,40
4.7,5347,54
2.3,5348,88
3,5349,76
4.7,5350,54
2.2,5351,190
4.3,5352,66
6.7,5353,4
6.9,5354,10
4.4,5355,56
4.7,5356,54
4.9,5357,59
5.3,5358,37
7.2,5359,1
6.3,5360,5
7,5361,12
3.7,5362,53
4.8,5363,8
4.1,5364,52
5.9,5365,7
4.1,5366,52
6.5,5367,36
5.5,5368,11
7.1,5369,17
7,5370,12
7,5371,12
6.5,5372,36
6.5,5373,36
7.2,5374,1
6.9,5375,10
4.6,5376,48
5.2,5377,38
4.1,5378,52
3.8,5379,82
,5380,19
5.7,5381,49
5,5382,63
,5383,19
5.5,5384,11
2.2,5385,190
6.9,5386,10
6,5387,43
6.2,5388,25
4.4,5389,56
5.9,5390,7
6.2,5391,25
6.4,5392,28
5.7,5393,49
6.8,5394,6
5.3,5395,37
6.4,5396,28
5.6,5397,50
6.6,5398,18
5,5399,63
5.5,5400,11
4.4,5401,56
5,5402,63
6.1,5403,40
2.7,5404,60
6.3,5405,5
5.8,5406,23
,5407,19
5.6,5408,50
5.8,5409,23
,5410,19
,5411,19
4.8/10,5412,191
6,5413,43
7.1,5414,17
5.4,5415,42
,5416,19
6.1,5417,40
4.5,5418,35
4.3,5419,66
5.7,5420,49
6.6,5421,18
5.1,5422,26
6.3,5423,5
8.4,5424,21
7.4,5425,14
6.5,5426,36
6.3,5427,5
6,5428,43
3.2,5429,108
,5430,19
5,5431,63
5.7,5432,49
6.1,5433,40
4.9,5434,59
6.1,5435,40
5.2,5436,38
6.4,5437,28
4,5438,70
4.3,5439,66
5.1,5440,26
5.6,5441,50
5.7,5442,49
6.7,5443,4
7.5,5444,3
6.8,5445,6
6.8,5446,6
7,5447,12
5.4,5448,42
,5449,19
6.7,5450,4
6.8,5451,6
6.8,5452,6
,5453,19
7.7,5454,13
6.9,5455,10
6.4,5456,28
,5457,19
6.7,5458,4
5.8,5459,23
6.8,5460,6
,5461,19
5.9,5462,7
6.8,5463,6
4.9,5464,59
7.4,5465,14
5.2,5466,38
6.5,5467,36
5.3,5468,37
3.5,5469,96
5.7/10,5470,192
5.9,5471,7
6,5472,43
4.5,5473,35
,5474,19
,5475,19
,5476,19
,5477,19
,5478,19
,5479,19
5.6,5480,50
,5481,19
,5482,19
6.9,5483,10
6.5,5484,36
6,5485,43
6.5,5486,36
6.5,5487,36
3.7,5488,53
7.3,5489,22
6.7,5490,4
6.9,5491,10
7,5492,12
3.1,5493,153
6,5494,43
7.3,5495,22
6.5,5496,36
5.9,5497,7
7.6,5498,2
8,5499,34
8.3,5500,20
8,5501,34
8,5502,34
7.6,5503,2
6.2,5504,25
7.8,5505,16
8.1,5506,9
7.2,5507,1
5.4,5508,42
7.3,5509,22
6,5510,43
6.5,5511,36
8,5512,34
6.6,5513,18
5.5,5514,11
6.5,5515,36
3.8,5516,82
4.6,5517,48
6,5518,43
5.8,5519,23
5,5520,63
6.5,5521,36
5.5,5522,11
7.5,5523,3
,5524,19
6.6,5525,18
4.6,5526,48
6.4,5527,28
4.6,5528,48
,5529,19
7.1,5530,17
5.8,5531,23
6.8,5532,6
6.1,5533,40
6.1,5534,40
5.9,5535,7
"5.2/10,4.9/10",5536,74
6,5537,43
7.7,5538,13
7.7,5539,13
7.3,5540,22
7.3,5541,22
7.6,5542,2
7.1,5543,17
7.5,5544,3
6.4,5545,28
6.1,5546,40
7.5,5547,3
5.9,5548,7
7.2,5549,1
7.4,5550,14
5.6,5551,50
7.1,5552,17
7.5,5553,3
6.8,5554,6
7.4,5555,14
5.5,5556,11
5.4,5557,42
5.5,5558,11
6.2,5559,25
5.6,5560,50
4.9,5561,59
6.7,5562,4
5.5,5563,11
6.4,5564,28
6.6,5565,18
6,5566,43
5.9,5567,7
5.8,5568,23
7.2,5569,1
5.5,5570,11
6.7,5571,4
3.6,5572,69
7.7,5573,13
5,5574,63
6.9,5575,10
5.6,5576,50
7.4,5577,14
7.4,5578,14
6.6,5579,18
6.8,5580,6
7.9,5581,15
8,5582,34
8.1,5583,9
8.2,5584,24
7.8,5585,16
6.5,5586,36
6.6,5587,18
6.9,5588,10
7.6,5589,2
7.9,5590,15
5.7,5591,49
6.6,5592,18
5.2,5593,38
6.8,5594,6
6.4,5595,28
8.5,5596,41
6.9,5597,10
5.5,5598,11
6.8,5599,6
5.3,5600,37
6.7,5601,4
5.2,5602,38
4.9,5603,59
6.2,5604,25
6.1,5605,40
5.9,5606,7
6.6,5607,18
6.7,5608,4
5.1,5609,26
3.4,5610,65
3.8,5611,82
5.2,5612,38
5,5613,63
5.5,5614,11
5.8,5615,23
6,5616,43
5.5,5617,11
5.3,5618,37
6.6,5619,18
6.7,5620,4
,5621,19
6,5622,43
7.3,5623,22
5.9,5624,7
6.1,5625,40
7.5,5626,3
6.3,5627,5
7,5628,12
5.6,5629,50
7,5630,12
7.1,5631,17
7.1,5632,17
6.7,5633,4
5.7,5634,49
6.6,5635,18
5.9,5636,7
6.4,5637,28
5.3,5638,37
5.7,5639,49
5.9,5640,7
6.4,5641,28
5.7,5642,49
8,5643,34
5.8,5644,23
6.1,5645,40
7.5,5646,3
4.4,5647,56
5.8,5648,23
5.1,5649,26
5.6,5650,50
7.3,5651,22
7.8,5652,16
6.4,5653,28
6.4,5654,28
6.9,5655,10
6.3,5656,5
5.9,5657,7
5.8,5658,23
6.2,5659,25
6.6,5660,18
6.4,5661,28
6.4,5662,28
4.1,5663,52
5.7,5664,49
6.3,5665,5
5.2,5666,38
6.4,5667,28
7.2,5668,1
7.2,5669,1
6.1,5670,40
7.3,5671,22
7.7,5672,13
7.6,5673,2
6.3,5674,5
6.4,5675,28
5.2,5676,38
7.5,5677,3
7.3,5678,22
5.3,5679,37
6.8,5680,6
6.9,5681,10
7.6/10,5682,124
5,5683,63
6.3,5684,5
6.6,5685,18
7.2,5686,1
7,5687,12
6.6,5688,18
6.5,5689,36
3.4,5690,65
6.8,5691,6
6.9,5692,10
5.4,5693,42
6,5694,43
6.1,5695,40
5.5,5696,11
6.2,5697,25
7.5,5698,3
5.8,5699,23
,5700,19
6.5,5701,36
5.8,5702,23
6.4,5703,28
5.4,5704,42
6,5705,43
6.2,5706,25
8.7,5707,86
6.6,5708,18
5.4,5709,42
6,5710,43
6.4,5711,28
6.7,5712,4
6.8,5713,6
5.7,5714,49
5.1,5715,26
6.7,5716,4
6.2,5717,25
7,5718,12
5.7,5719,49
8,5720,34
7.4,5721,14
7.4,5722,14
7.4,5723,14
7.1,5724,17
8,5725,34
7.6,5726,2
8.1,5727,9
7.1,5728,17
7.2,5729,1
7.6,5730,2
6.5,5731,36
7.4,5732,14
7,5733,12
7.4,5734,14
8,5735,34
6.9,5736,10
6.6,5737,18
7.2,5738,1
7.4,5739,14
7.4,5740,14
6.8,5741,6
6.7,5742,4
6.3,5743,5
7.4,5744,14
6.7,5745,4
6.5,5746,36
"5.4/10,5.4/10",5747,193
6.6,5748,18
6.8,5749,6
6.4,5750,28
7.5,5751,3
7.2,5752,1
6.9,5753,10
7.7,5754,13
7,5755,12
6.7,5756,4
7.4,5757,14
7.8,5758,16
7.3,5759,22
7.3,5760,22
7.2,5761,1
7.3,5762,22
6.1,5763,40
7.5,5764,3
7.8,5765,16
7.8,5766,16
7.6,5767,2
7.9,5768,15
7.1,5769,17
"7.5/10,6.8/10",5770,194
7.1,5771,17
7.2,5772,1
6.6,5773,18
7.4,5774,14
7.5,5775,3
7.5,5776,3
6.4,5777,28
6.7,5778,4
7.3,5779,22
6.4,5780,28
,5781,19
6.4,5782,28
6,5783,43
6.3,5784,5
4.6,5785,48
5,5786,63
5.9,5787,7
5.7,5788,49
6.4,5789,28
5.9,5790,7
6.2,5791,25
5.5,5792,11
5.3,5793,37
5.5,5794,11
6.2,5795,25
5.3,5796,37
6.3,5797,5
6.4,5798,28
6.8,5799,6
5.1/10,5800,195
6.5,5801,36
6.8,5802,6
6.2,5803,25
6.5,5804,36
6.7,5805,4
7,5806,12
6.3,5807,5
7.7,5808,13
8.3,5809,20
8.3,5810,20
5.6,5811,50
6.6,5812,18
6.7,5813,4
6.4,5814,28
5.3,5815,37
3.4,5816,65
6.7,5817,4
7.3,5818,22
7.7,5819,13
,5820,19
5.1,5821,26
7.1,5822,17
7.5/10,5823,196
6.1,5824,40
7.6,5825,2
6.6,5826,18
6.5,5827,36
3.7,5828,53
6.2,5829,25
8,5830,34
7.4,5831,14
8.4,5832,21
6.2,5833,25
6.4,5834,28
7.3,5835,22
6.1,5836,40
5.9,5837,7
6.1,5838,40
6.8,5839,6
5.3,5840,37
5.6,5841,50
6.5,5842,36
5.3,5843,37
5.6,5844,50
5.7,5845,49
5.7,5846,49
,5847,19
6.2,5848,25
7.2,5849,1
7,5850,12
7.4,5851,14
7.1,5852,17
5.8,5853,23
6.7,5854,4
6.5,5855,36
6.7,5856,4
4.6,5857,48
6.8,5858,6
"7.6/10,7.8/10",5859,197
5.6,5860,50
6.2,5861,25
5.2,5862,38
7.5,5863,3
6.4,5864,28
7.3,5865,22
5.3,5866,37
5.3,5867,37
5.6,5868,50
4.4,5869,56
3.3,5870,30
6.8,5871,6
2.7,5872,60
5.7,5873,49
6,5874,43
5.9,5875,7
5.5,5876,11
5.7,5877,49
5.9,5878,7
6.8,5879,6
7.4,5880,14
4.4,5881,56
7,5882,12
2.9,5883,117
3.9,5884,57
6.2,5885,25
6.4,5886,28
4.4,5887,56
6.5,5888,36
5.3,5889,37
4.9,5890,59
3.3,5891,30
3.8,5892,82
5.1,5893,26
5.4,5894,42
2.4,5895,119
5.9,5896,7
3.7,5897,53
4.1,5898,52
4.7,5899,54
4.3,5900,66
6.3,5901,5
6.1,5902,40
4,5903,70
7,5904,12
8,5905,34
8.3,5906,20
6.4,5907,28
5.9,5908,7
7.4,5909,14
7.4,5910,14
7.4,5911,14
4.7,5912,54
6.4,5913,28
5.7,5914,49
5.3,5915,37
3.9,5916,57
4.5,5917,35
6.6,5918,18
6.3,5919,5
6.7,5920,4
6.6,5921,18
5.9,5922,7
6.5,5923,36
5.1,5924,26
6.1,5925,40
6.3,5926,5
5.7,5927,49
9.7,5928,198
5.5,5929,11
5.1,5930,26
6.1,5931,40
7,5932,12
6.2,5933,25
5.9,5934,7
3.8,5935,82
5.5,5936,11
7.6,5937,2
7,5938,12
4.6,5939,48
5.6,5940,50
5.4,5941,42
5.7,5942,49
3.7,5943,53
4.3,5944,66
3.8,5945,82
3.8,5946,82
3.2,5947,108
5,5948,63
6.2,5949,25
4.2,5950,39
4.1,5951,52
5,5952,63
6,5953,43
3.9,5954,57
,5955,19
7,5956,12
5.5,5957,11
6.5,5958,36
5.8,5959,23
5.6,5960,50
4.9,5961,59
5.1,5962,26
5.4,5963,42
5.6,5964,50
6.5,5965,36
5.7,5966,49
5.9,5967,7
3.8,5968,82
5.5,5969,11
4.2,5970,39
6.6,5971,18
7.3,5972,22
4.3,5973,66
5.1,5974,26
7,5975,12
6.9,5976,10
9,5977,79
"6.1/10,6.2/10",5978,199
7,5979,12
7.4,5980,14
7.2,5981,1
7.4,5982,14
7.1,5983,17
6.5,5984,36
5.7,5985,49
6.5,5986,36
6.2,5987,25
7.7,5988,13
6.6,5989,18
6.5,5990,36
5.2,5991,38
4.5,5992,35
4.9,5993,59
5.4,5994,42
5.7,5995,49
5.6,5996,50
5.3,5997,37
3.7,5998,53
5.3,5999,37
4.6,6000,48
6.1,6001,40
"5.8/10,5.5/10",6002,200
3.9,6003,57
3.9,6004,57
1.9,6005,84
5.1,6006,26
5.7,6007,49
6.2,6008,25
4.3,6009,66
5.5,6010,11
6.5,6011,36
6.3,6012,5
5.1,6013,26
5.7,6014,49
"3.8/10,3.8/10",6015,201
7.2,6016,1
7,6017,12
7.3,6018,22
7.1,6019,17
7.7,6020,13
7.4,6021,14
6.9,6022,10
7.5,6023,3
5.9,6024,7
5,6025,63
6.1,6026,40
7.6,6027,2
7.1,6028,17
5.4,6029,42
6.2,6030,25
8.4,6031,21
6.2,6032,25
1.9,6033,84
5.8,6034,23
1.9,6035,84
2,6036,31
2,6037,31
2.1,6038,32
2,6039,31
2,6040,31
1.9,6041,84
6,6042,43
7.1,6043,17
5.1,6044,26
,6045,19
7.6,6046,2
6.8,6047,6
7.3,6048,22
6.4,6049,28
6.9,6050,10
3.2,6051,108
6.1,6052,40
5.7,6053,49
6,6054,43
6.9,6055,10
6.3,6056,5
6.4,6057,28
6.2,6058,25
6.7,6059,4
6.8,6060,6
5.2,6061,38
2.3,6062,88
2.8,6063,110
4.8,6064,8
3.8,6065,82
4.7,6066,54
6.3,6067,5
2.8,6068,110
5.2,6069,38
4.8,6070,8
5.4,6071,42
4.3,6072,66
6,6073,43
4.7,6074,54
4.8,6075,8
4.7,6076,54
6.8,6077,6
4.6,6078,48
2.6,6079,67
7.5,6080,3
2.7,6081,60
5.1,6082,26
6,6083,43
7.1,6084,17
2.3,6085,88
2.8,6086,110
2.6,6087,67
7.1,6088,17
5.6,6089,50
3.5,6090,96
5.6,6091,50
4.8,6092,8
3.3,6093,30
6.2,6094,25
4.5,6095,35
5.1,6096,26
7.5,6097,3
6.8,6098,6
7.1,6099,17
7.1,6100,17
7.2,6101,1
6.8,6102,6
7,6103,12
7.3,6104,22
6.2,6105,25
7.9,6106,15
3.1,6107,153
5.8,6108,23
"3.1/10,2.9/10",6109,202
6.3,6110,5
5.9,6111,7
7.5,6112,3
7.4,6113,14
7.4,6114,14
6.8,6115,6
6.4,6116,28
7,6117,12
6.4,6118,28
7.4,6119,14
6.5,6120,36
6,6121,43
5.7,6122,49
"6.2/10,4.8/10",6123,203
5.5,6124,11
7,6125,12
7.7,6126,13
8,6127,34
7.2,6128,1
5.8,6129,23
6.3,6130,5
6.4,6131,28
7.7,6132,13
6.9,6133,10
5.7,6134,49
6.1,6135,40
4.8,6136,8
6.5,6137,36
4.9,6138,59
7,6139,12
4.6,6140,48
7.2,6141,1
6,6142,43
5.4,6143,42
5.2,6144,38
7,6145,12
"5.4/10,5.4/10",6146,193
6.5,6147,36
6.6,6148,18
,6149,19
5.8,6150,23
5,6151,63
5.8,6152,23
"6.8/10,7.1/10",6153,204
4.6,6154,48
5.1,6155,26
4.4,6156,56
5.1,6157,26
4.9,6158,59
"3.4/10,3.6/10",6159,205
6.8,6160,6
7.1,6161,17
6.1,6162,40
7.4,6163,14
6.8,6164,6
7.5,6165,3
6.7,6166,4
4.9,6167,59
6.3,6168,5
6.4,6169,28
5.8,6170,23
5.6,6171,50
7.1,6172,17
5.8,6173,23
7.2,6174,1
7.5/10,6175,196
5.6,6176,50
7.3,6177,22
7.2,6178,1
7.3,6179,22
7.9/10,6180,206
7.4,6181,14
6.6,6182,18
6.8,6183,6
7.7,6184,13
8,6185,34
6.8/10,6186,103
7.3,6187,22
7,6188,12
6.9,6189,10
5.7,6190,49
5.5,6191,11
5.3,6192,37
5.9,6193,7
"3.7/10,4.1/10",6194,207
5.7,6195,49
5.9,6196,7
6.2,6197,25
7.8,6198,16
7.3,6199,22
5,6200,63
4.4,6201,56
6.5,6202,36
6.2,6203,25
5.5,6204,11
6.2,6205,25
4.4,6206,56
6.6,6207,18
6.2,6208,25
4.3,6209,66
4.5,6210,35
6.6,6211,18
4.2,6212,39
5.4,6213,42
5.8,6214,23
"7.1/10,6.9/10",6215,208
6.1,6216,40
6.1/10,6217,209
5.8,6218,23
6.7,6219,4
5,6220,63
5.5,6221,11
6.3,6222,5
7.2,6223,1
6.3,6224,5
5.5,6225,11
6.8,6226,6
7,6227,12
6.8,6228,6
7.6,6229,2
7.2,6230,1
7,6231,12
7.4,6232,14
6.9,6233,10
7.6,6234,2
7.5,6235,3
7.6,6236,2
2.4/10,6237,210
4.4,6238,56
8.9,6239,97
6.1,6240,40
7.2,6241,1
5.7,6242,49
5.8,6243,23
5.8,6244,23
5.2,6245,38
5.1,6246,26
6.4,6247,28
6.4,6248,28
6.2,6249,25
6.3,6250,5
6.1,6251,40
5.9,6252,7
8.2,6253,24
4.2,6254,39
3.9,6255,57
4.7,6256,54
3.5,6257,96
5.3,6258,37
4.6,6259,48
4.8,6260,8
4.7,6261,54
10-Jun,6262,51
5.8,6263,23
6.8,6264,6
7.1,6265,17
7.5,6266,3
7,6267,12
6.4,6268,28
7.9,6269,15
8.9,6270,97
5.5,6271,11
7.4,6272,14
6.5,6273,36
6.7,6274,4
6.2,6275,25
4.8,6276,8
4.9,6277,59
5.7,6278,49
"7.7/10,8.1/10",6279,211
7,6280,12
6.5,6281,36
5.1,6282,26
6.9,6283,10
6.5,6284,36
6.5,6285,36
6.7,6286,4
6.3,6287,5
8,6288,34
5.3,6289,37
,6290,19
6.5,6291,36
5.5,6292,11
5.9,6293,7
5.9,6294,7
6.2,6295,25
5.4,6296,42
5.6,6297,50
6.3,6298,5
5.8,6299,23
6.4,6300,28
3.9,6301,57
4.8,6302,8
5.3,6303,37
4,6304,70
5.1,6305,26
5.6,6306,50
5.4,6307,42
5,6308,63
4.6,6309,48
5.6,6310,50
5.4,6311,42
5.2,6312,38
3.4,6313,65
3.7,6314,53
7.2,6315,1
5.7,6316,49
7.6,6317,2
5.7,6318,49
6.4,6319,28
6.6,6320,18
6.5,6321,36
6.7,6322,4
3.9,6323,57
6.3,6324,5
8.6,6325,0
3,6326,76
6,6327,43
,6328,19
4.6,6329,48
5,6330,63
5.8,6331,23
5.5,6332,11
5.7,6333,49
6.1,6334,40
6.2,6335,25
"8.2/10,8/10",6336,212
6.5,6337,36
6.3,6338,5
6,6339,43
6.5,6340,36
6.1,6341,40
6.1,6342,40
5.6,6343,50
5.5,6344,11
6.1,6345,40
6.3,6346,5
7.1,6347,17
7.6,6348,2
6.6,6349,18
5.4,6350,42
5.6,6351,50
6.2,6352,25
5.9,6353,7
4.7,6354,54
4.2,6355,39
4.8,6356,8
5.4,6357,42
5.2,6358,38
5.1,6359,26
5.2,6360,38
5.4,6361,42
,6362,19
7.5,6363,3
4.2,6364,39
7.7,6365,13
6.3,6366,5
6.9,6367,10
6.4,6368,28
6.6,6369,18
6.6,6370,18
5.3,6371,37
7.4,6372,14
6.2,6373,25
6.2,6374,25
6.8,6375,6
7,6376,12
6.5,6377,36
7.9,6378,15
6.1,6379,40
6.4,6380,28
5.3,6381,37
5.7,6382,49
5.7,6383,49
2.6,6384,67
6.3,6385,5
4.7,6386,54
5.9,6387,7
5.7,6388,49
6.3,6389,5
6.6,6390,18
4.1,6391,52
5.3,6392,37
6.2,6393,25
5.2,6394,38
4.1,6395,52
4.2,6396,39
6.3,6397,5
5.9,6398,7
5.4,6399,42
6.5,6400,36
4.3,6401,66
6.5,6402,36
6.7,6403,4
6.2,6404,25
5.9,6405,7
7.1,6406,17
6.2,6407,25
6.2,6408,25
4.5,6409,35
5.9,6410,7
