ounces,ibu,original_index,unique_index,count
19.2 oz,30.0,2285,517,1.0
19.2 oz.,90.0,2286,518,1.0
16.0 oz.,,2287,25,
16.0 ounce,,2288,23,
12.0 oz.,30.0,2289,153,17.0
12.0 oz.,,2290,1,
12.0 ounce,15.0,2291,68,13.0
12.0 oz,22.0,2292,217,5.0
12.0 oz,,2293,0,
12.0 oz.,,2294,1,
12.0 ounce,,2295,2,
16.0 OZ.,22.0,2296,519,1.0
12.0 oz,70.0,2297,227,9.0
12.0 oz.,,2298,1,
12.0 ounce,75.0,2299,234,5.0
12.0 oz. Alumi-Tek,,2300,5,
12.0 ounce,,2301,2,
12.0 oz.,,2302,1,
12.0 ounce,,2303,2,
12.0 ounce,75.0,2304,234,5.0
12.0 ounce,,2305,2,
16.0 oz.,,2306,25,
16.0 oz.,,2307,25,
16.0 ounce,,2308,23,
16.0 OZ.,,2309,57,
16.0 oz,,2310,56,
12.0 ounce,,2311,2,
12.0 oz,25.0,2312,229,5.0
12.0 oz.,23.0,2313,248,4.0
12.0 OZ.,31.0,2314,520,1.0
12.0 oz.,25.0,2315,168,11.0
12.0 oz. Alumi-Tek,85.0,2316,447,2.0
12.0 ounce,85.0,2317,357,6.0
12.0 oz,37.0,2318,505,3.0
12.0 oz,55.0,2319,194,8.0
12.0 OZ.,50.0,2320,521,1.0
12.0 OZ.,,2321,3,
12.0 ounce,85.0,2322,357,6.0
12.0 OZ.,,2323,3,
12.0 ounce,17.0,2324,9,5.0
12.0 oz,37.0,2325,505,3.0
12.0 oz.,20.0,2326,75,19.0
12.0 oz.,10.0,2327,91,4.0
12.0 oz.,55.0,2328,132,9.0
12.0 oz.,,2329,1,
16.0 oz,67.0,2330,522,1.0
16.0 oz.,20.0,2331,269,11.0
16.0 oz.,,2332,25,
16.0 oz.,,2333,25,
12.0 oz.,,2334,1,
12.0 oz.,,2335,1,
12.0 ounce,,2336,2,
12.0 oz.,,2337,1,
12.0 ounce,,2338,2,
12.0 ounce,5.0,2339,287,2.0
12.0 oz.,16.0,2340,335,3.0
12.0 oz,65.0,2341,218,12.0
12.0 oz.,22.0,2342,94,6.0
12.0 oz,,2343,0,
12.0 oz,55.0,2344,194,8.0
16.0 ounce,,2345,23,
12.0 oz,,2346,0,
12.0 ounce,,2347,2,
12.0 ounce,89.0,2348,523,1.0
12.0 oz,,2349,0,
12.0 oz.,28.0,2350,22,13.0
12.0 oz,,2351,0,
12.0 oz,,2352,0,
12.0 oz.,,2353,1,
12.0 oz.,,2354,1,
12.0 ounce,,2355,2,
16.0 ounce,,2356,23,
12.0 oz,30.0,2357,320,5.0
12.0 oz.,30.0,2358,153,17.0
12.0 oz.,30.0,2359,153,17.0
12.0 oz. Alumi-Tek,100.0,2360,524,2.0
12.0 oz,,2361,0,
12.0 ounce,,2362,2,
12.0 OZ.,27.0,2363,525,1.0
12.0 oz,100.0,2364,247,5.0
12.0 oz. Alumi-Tek,100.0,2365,524,2.0
12.0 oz,13.0,2366,36,3.0
12.0 oz.,23.0,2367,248,4.0
12.0 ounce,,2368,2,
12.0 oz,41.0,2369,508,2.0
12.0 oz,21.0,2370,282,5.0
12.0 oz.,20.0,2371,75,19.0
12.0 ounce,25.0,2372,228,6.0
12.0 oz,45.0,2373,109,11.0
16.0 oz. Alumi-Tek,,2374,58,
16.0 oz.,,2375,25,
16.0 oz.,,2376,25,
16.0 ounce,,2377,23,
16.0 oz,,2378,56,
16.0 ounce,83.0,2379,526,1.0
16.0 oz,31.0,2380,527,1.0
12.0 oz.,,2381,1,
12.0 ounce,60.0,2382,4,10.0
12.0 oz.,,2383,1,
12.0 OZ.,38.0,2384,485,2.0
12.0 oz,,2385,0,
12.0 ounce,61.0,2386,528,1.0
12.0 OZ.,23.0,2387,102,2.0
12.0 oz.,72.0,2388,398,3.0
12.0 oz.,,2389,1,
12.0 oz,135.0,2390,529,1.0
12.0 oz.,15.0,2391,63,11.0
12.0 oz,,2392,0,
12.0 ounce,82.0,2393,19,2.0
12.0 oz.,15.0,2394,63,11.0
16.0 oz,69.0,2395,511,2.0
12.0 oz.,69.0,2396,79,3.0
12.0 oz,25.0,2397,229,5.0
12.0 oz,30.0,2398,320,5.0
12.0 oz,69.0,2399,92,4.0
12.0 oz,50.0,2400,334,5.0
12.0 oz.,,2401,1,
12.0 oz,,2402,0,
12.0 oz.,,2403,1,
12.0 oz.,,2404,1,
12.0 oz.,45.0,2405,160,7.0
12.0 oz. Alumi-Tek,,2406,5,
12.0 oz.,,2407,1,
12.0 ounce,40.0,2408,101,9.0
12.0 oz.,,2409,1,
