Name,Year,original_index,unique_index
A Dog of Flanders,1914,5524,5523
Desert Bloom,1986,5525,5524
The Prince and the Surfer,1999,5526,5525
Shiloh,1996,5527,5526
The Sad Horse,1959,5528,5527
Sanjay's Super Team,2015,5529,5528
"Getting Go, the Go Doc Project",2013,5530,5529
Last Summer,2013,5531,5530
Night Eyes,2014,5532,5531
Hidden in the Woods,2014,5533,5532
Amorous,2014,5534,5533
Saving Silverman,2001,5535,5534
Orange County,2001 2002 2003,5536,5535
Actress,2014,5537,5536
Gideon's Army,2013,5538,5537
Red Army,2014,5539,5538
Big Men,2013,5540,5539
1971,2014,5541,5540
Merchants of Doubt,2014,5542,5541
Tales of the Grim Sleeper,2014,5543,5542
The War Room,1993,5544,5543
Thought Crimes: The Case of the Cannibal Cop,2015,5545,5544
Magic Mike,2012,5546,5545
Rudderless,2014,5547,5546
Boulevard,2014,5548,5547
Spare Parts,2015,5549,5548
Little Boy,2015,5550,5549
Unexpected,2015,5551,5550
Before We Go,2014,5552,5551
Cartel Land,2015,5553,5552
The Devil's Candy,2015,5554,5553
Southbound,2015,5555,5554
Sinister 2,2015,5556,5555
Fun Size,2012,5557,5556
Addicted to Fresno,2015,5558,5557
This Thing with Sarah,2013,5559,5558
Posthumous,2014,5560,5559
A Teacher,2013,5561,5560
"Men, Women & Children",2014,5562,5561
They Came Together,2014,5563,5562
Dear White People,2014,5564,5563
The DUFF,2015,5565,5564
Into the Woods,2014,5566,5565
Alex of Venice,2014,5567,5566
As Cool as I Am,2013,5568,5567
The Virgin Suicides,1999,5569,5568
Adult Beginners,2014,5570,5569
Comet,2014,5571,5570
Ballistic: Ecks vs. Sever,2002,5572,5571
Scaramouche,1952,5573,5572
The Prisoner of Zenda,1979,5574,5573
King Solomon's Mines,1950,5575,5574
The Prisoner of Zenda,1913,5576,5575
I'll Cry Tomorrow,1955,5577,5576
If I Were King,1938,5578,5577
The Corsican Brothers,1941,5579,5578
The Exile,1947,5580,5579
A Tale of Two Cities,1935,5581,5580
Random Harvest,1942,5582,5581
The Imitation Game,2014,5583,5582
Gone Girl,2014,5584,5583
Birdman: Or (The Unexpected Virtue of Ignorance),2014,5585,5584
A Walk Among the Tombstones,2014,5586,5585
Run All Night,2015,5587,5586
Four Brothers,2005,5588,5587
Watchmen,2009,5589,5588
Children of Men,2006,5590,5589
Priest,2011,5591,5590
30 Days of Night,2007,5592,5591
Legion,2010,5593,5592
Sliding Doors,1998,5594,5593
Time Lapse,2014,5595,5594
Whiplash,2014,5596,5595
Chappie,2015,5597,5596
Jupiter Ascending,2015,5598,5597
If I Stay,2014,5599,5598
Tarzan & Jane,2002,5600,5599
Winnie the Pooh: A Very Merry Pooh Year,2002,5601,5600
Flipper,1996,5602,5601
Born to Be Wild,1995,5603,5602
Benji the Hunted,1987,5604,5603
Squanto: A Warrior's Tale,1994,5605,5604
Teacher's Pet,2004,5606,5605
A Far Off Place,1993,5607,5606
Amy,1981,5608,5607
Unidentified Flying Oddball,1979,5609,5608
Mac and Me,1988,5610,5609
Cop & ½,1993,5611,5610
Big Trouble,1986,5612,5611
The Devil and Max Devlin,1981,5613,5612
Neighbors,1981,5614,5613
Tall Tale,1995,5615,5614
The Jungle Book,1994,5616,5615
Life with Mikey,1993,5617,5616
Max Keeble's Big Move,2001,5618,5617
Jonah: A VeggieTales Movie,2002,5619,5618
The Eyes of the Amaryllis,1982,5620,5619
Everlasting,2015,5621,5620
Dirty Dancing: Havana Nights,2004,5622,5621
Somewhere in Time,1980,5623,5622
Back to the Secret Garden,2001,5624,5623
Someone Like You...,2001,5625,5624
Still Alice,2014,5626,5625
Hollywood Party,1934,5627,5626
The Phantom Tollbooth,1970,5628,5627
Billie,1965,5629,5628
The Littlest Rebel,1935,5630,5629
Captain January,1936,5631,5630
Rebecca of Sunnybrook Farm,1938,5632,5631
Dimples,1936,5633,5632
Stand Up and Cheer!,1934,5634,5633
Our Little Girl,1935,5635,5634
The Barefoot Executive,1971,5636,5635
"No Deposit, No Return",1976,5637,5636
White Fang 2: Myth of the White Wolf,1994,5638,5637
Alaska,1996,5639,5638
Bon Voyage!,1962,5640,5639
Far from Home: The Adventures of Yellow Dog,1995,5641,5640
A Dog's Tale,1999,5642,5641
Boyhood,2014,5643,5642
For the Love of Benji,1977,5644,5643
Benji,1974,5645,5644
Selma,2014,5646,5645
The Legend of Wolf Mountain,1992,5647,5646
Castle Rock,2000,5648,5647
Wind Dancer,1993,5649,5648
The Giant of Thunder Mountain,1991,5650,5649
"Good Morning, Vietnam",1987,5651,5650
Awakenings,1990,5652,5651
Voyager from the Unknown,1982,5653,5652
Tom Sawyer,1973,5654,5653
The Adventures of Huckleberry Finn,1939,5655,5654
The Adventures of Huckleberry Finn,1960,5656,5655
Lassie's Great Adventure,1963,5657,5656
Lassie,1994,5658,5657
Ricki and the Flash,2015,5659,5658
Boychoir,2014,5660,5659
Where Hope Grows,2014,5661,5660
The Carpetbaggers,1964,5662,5661
Fanny Hill: Memoirs of a Woman of Pleasure,1964,5663,5662
The Last Flight of Noah's Ark,1980,5664,5663
Life,2015,5665,5664
The Invisible Boy,1957,5666,5665
Mousehunt,1997,5667,5666
Broken Flowers,2005,5668,5667
The Savages,2007,5669,5668
Margot at the Wedding,2007,5670,5669
The Life Aquatic with Steve Zissou,2004,5671,5670
Rushmore,1998,5672,5671
1776,1972,5673,5672
The Horse in the Gray Flannel Suit,1968,5674,5673
The Incredible Mr. Limpet,1964,5675,5674
Tom and Jerry: The Movie,1992,5676,5675
Buck Privates Come Home,1947,5677,5676
The Wistful Widow of Wagon Gap,1947,5678,5677
Demonic,2015,5679,5678
The Seven Little Foys,1955,5680,5679
Hans Christian Andersen,1952,5681,5680
Pollyanna,1959 1960 1961,5682,5681
Poltergeist,2015,5683,5682
Francis,1950,5684,5683
Kim,1950,5685,5684
Buck Rogers,1939,5686,5685
Tarzan Finds a Son!,1939,5687,5686
Insidious: Chapter 2,2013,5688,5687
FairyTale: A True Story,1997,5689,5688
Lenny the Wonder Dog,2005,5690,5689
It's a Digital World,1994,5691,5690
Where the Red Fern Grows,1974,5692,5691
Annabelle,2014,5693,5692
The Wizard,1989,5694,5693
Funny Farm,1988,5695,5694
Armed and Dangerous,1986,5696,5695
Summer Rental,1985,5697,5696
Above and Below,2015,5698,5697
Who's Harry Crumb?,1989,5699,5698
Reaper,2014 2015 2016,5700,5699
Hot Tub Time Machine,2010,5701,5700
The Cobbler,2014,5702,5701
Project Almanac,2014,5703,5702
Unfinished Business,2015,5704,5703
The Other Woman,2014,5705,5704
A Night at the Roxbury,1998,5706,5705
Interstellar,2014,5707,5706
The Dying Gaul,2005,5708,5707
Boys Briefs,1999,5709,5708
Tequila Sunrise,1988,5710,5709
Dream Boy,2008,5711,5710
The Man Without a Face,1993,5712,5711
Strapped,2010,5713,5712
Air America,1990,5714,5713
Truth,2013,5715,5714
Overboard,1987,5716,5715
Wolf,1994,5717,5716
Get the Gringo,2012,5718,5717
Rambo III,1988,5719,5718
One Day: A Musical,2014,5720,5719
Manhattan Murder Mystery,1993,5721,5720
Deconstructing Harry,1997,5722,5721
The Front,1976,5723,5722
Mighty Aphrodite,1995,5724,5723
Hannah and Her Sisters,1986,5725,5724
Husbands and Wives,1992,5726,5725
The Grand Budapest Hotel,2014,5727,5726
Bottle Rocket,1996,5728,5727
The Darjeeling Limited,2007,5729,5728
The Reader,2008,5730,5729
Youth in Revolt,2009,5731,5730
Decision Before Dawn,1951,5732,5731
With a Song in My Heart,1952,5733,5732
"Heaven Knows, Mr. Allison",1957,5734,5733
The Raid 2,2014,5735,5734
Ivanhoe,1952,5736,5735
Moulin Rouge,1934,5737,5736
Madame Curie,1943,5738,5737
Moby Dick,1956,5739,5738
Death of a Salesman,1951,5740,5739
Prizzi's Honor,1985,5741,5740
Cassandra's Dream,2007,5742,5741
You Will Meet a Tall Dark Stranger,2010,5743,5742
My Architect,2003,5744,5743
Small Time Crooks,2000,5745,5744
Melinda and Melinda,2004,5746,5745
Hollywood Ending,2001 2002 2003,5747,5746
Magic in the Moonlight,2014,5748,5747
The Curse of the Jade Scorpion,2001,5749,5748
Anything Else,2003,5750,5749
The Killing of a Chinese Bookie,1976,5751,5750
Winter's Bone,2010,5752,5751
The Duchess,2008,5753,5752
Sense and Sensibility,1995,5754,5753
One Day,2011,5755,5754
The Other Boleyn Girl,2008,5756,5755
Jane Eyre,2011,5757,5756
Pride & Prejudice,2005,5758,5757
The Young Victoria,2009,5759,5758
An Education,2009,5760,5759
Never Let Me Go,2010,5761,5760
The Descendants,2011,5762,5761
The Good German,2006,5763,5762
Quiz Show,1994,5764,5763
The Color Purple,1985,5765,5764
The Boy in the Striped Pajamas,2008,5766,5765
The Book Thief,2013,5767,5766
Elmer Gantry,1960,5768,5767
The Master,2012,5769,5768
Magnolia,1998 1999 2000,5770,5769
Flags of Our Fathers,2006,5771,5770
Defiance,2008,5772,5771
Hidalgo,2004,5773,5772
Wonder Boys,2000,5774,5773
Pleasantville,1998,5775,5774
American Graffiti,1973,5776,5775
Always,1989,5777,5776
Beat the Devil,1953,5778,5777
Revolutionary Road,2008,5779,5778
Bandslam,2009,5780,5779
Dear Eleanor,2016,5781,5780
Mrs. Parker and the Vicious Circle,1994,5782,5781
A Bird in the Bush,2008,5783,5782
Land of the Dead,2005,5784,5783
Paranormal Activity 4,2012,5785,5784
Paranormal Activity: The Marked Ones,2014,5786,5785
Paranormal Activity 3,2011,5787,5786
Paranormal Activity 2,2010,5788,5787
The Uninvited,2009,5789,5788
The Haunting in Connecticut,2009,5790,5789
Mirrors,2008,5791,5790
Thir13en Ghosts,2001,5792,5791
House of Wax,2005,5793,5792
Jeepers Creepers II,2003,5794,5793
The Strangers,2008,5795,5794
Quarantine 2: Terminal,2011,5796,5795
Hitman,2007,5797,5796
Ninja Assassin,2009,5798,5797
The Sugarland Express,1974,5799,5798
1941,1978 1979 1980,5800,5799
Jakob the Liar,1999,5801,5800
One Hour Photo,2002,5802,5801
The Final Cut,2004,5803,5802
Twilight Zone: The Movie,1983,5804,5803
Beyond the Sea,2004,5805,5804
I Went Down,1997,5806,5805
By God's Grace,2014,5807,5806
No Lost Cause,2011,5808,5807
Under the Blood-Red Sun,2014,5809,5808
Suck it Up Buttercup,2014,5810,5809
Village of the Damned,1995,5811,5810
J. Edgar,2011,5812,5811
RED 2,2013,5813,5812
White House Down,2013,5814,5813
Fort Tilden,2014,5815,5814
Dorchester's Revenge: The Return of Crinoline Head,2014,5816,5815
The Tree of Life,2011,5817,5816
The Best Exotic Marigold Hotel,2011,5818,5817
The Genius of Marian,2013,5819,5818
Shhh,1975,5820,5819
Expecting,2013,5821,5820
Fantastic Animation Festival,1977,5822,5821
Slaughterhouse-Five,1971 1972 1973,5823,5822
The Day of the Dolphin,1973,5824,5823
MASH,1970,5825,5824
Biloxi Blues,1988,5826,5825
Batman: The Movie,1966,5827,5826
Superman IV: The Quest for Peace,1987,5828,5827
California Mail,1936,5829,5828
"Blood In, Blood Out",1993,5830,5829
Life on the Ledge,2005,5831,5830
Glamarus,2014,5832,5831
Denise,2012,5833,5832
A Gentleman's Game,2002,5834,5833
The Age of Adaline,2015,5835,5834
The Sounds of the Underground,2007,5836,5835
"Peace, Love, & Misunderstanding",2011,5837,5836
In Secret,2013,5838,5837
Happythankyoumoreplease,2010,5839,5838
Spring Breakers,2012,5840,5839
The Bling Ring,2013,5841,5840
Kill Your Darlings,2013,5842,5841
Jenny's Wedding,2015,5843,5842
Finding Amanda,2008,5844,5843
On the Doll,2007,5845,5844
Some Kind Of Beautiful,2014,5846,5845
See Girl Run,2012 2013 2014,5847,5846
Friends with Kids,2011,5848,5847
The Kings of Summer,2013,5849,5848
Charlie Bartlett,2007,5850,5849
The Way Way Back,2013,5851,5850
The One I Love,2014,5852,5851
The To Do List,2013,5853,5852
Seeking a Friend for the End of the World,2012,5854,5853
"Jeff, Who Lives at Home",2011,5855,5854
Your Sister's Sister,2011,5856,5855
Harbinger Down,2015,5857,5856
Adventureland,2009,5858,5857
In a World...,2012 2013 2014,5859,5858
Happy Christmas,2014,5860,5859
All the Light in the Sky,2012,5861,5860
Rapture-Palooza,2013,5862,5861
Up in the Air,2009,5863,5862
The Pretty One,2013,5864,5863
Reversal of Fortune,1990,5865,5864
Unstable Fables: 3 Pigs & a Baby,2008,5866,5865
Roadside Romeo,2008,5867,5866
Barnyard,2006,5868,5867
Grand Champion,2002,5869,5868
MVP: Most Vertical Primate,2001,5870,5869
Where the Wild Things Are,2009,5871,5870
Wizards of the Lost Kingdom,1985,5872,5871
Excess Flesh,2015,5873,5872
Body,2015,5874,5873
Father's Day,2011,5875,5874
Clifford's Really Big Movie,2004,5876,5875
Bound to Vengeance,2015,5877,5876
The Harvest,2013,5878,5877
The Stream,2013,5879,5878
Secrets in the Fall,2015,5880,5879
All Screwed Up,2009,5881,5880
Hansel and Gretel,1987,5882,5881
After the Wizard,2011,5883,5882
Tarzan and the Lost City,1998,5884,5883
Beauty and the Beast,1987,5885,5884
The Creeper,1977,5886,5885
Beauty and the Beast,1962,5887,5886
Night Warning,1982,5888,5887
Who Gets the House?,1999,5889,5888
Kids of the Round Table,1995,5890,5889
Spellbreaker: Secret of the Leprechauns,1996,5891,5890
Prehysteria!,1993,5892,5891
Magic in the Mirror,1996,5893,5892
Dragonworld,1994,5894,5893
Earth Minus Zero,1996,5895,5894
When Zachary Beaver Came to Town,2003,5896,5895
EZ Money,2005,5897,5896
The Wonderful Land of Oz,1969,5898,5897
The ABCs of Death,2012,5899,5898
Amnesiac,2015,5900,5899
Psycho Beach Party,2000,5901,5900
Liquid Sky,1982,5902,5901
Streets of Rage,1994,5903,5902
Wonder Bar,1934,5904,5903
30 Days to Vegas,2009,5905,5904
28 Days to Vegas,2008,5906,5905
Dr. Caligari,1989,5907,5906
My Santa,2013,5908,5907
The Ultimate Gift,2006,5909,5908
Second Chances,2013,5910,5909
Valley Inn,2014,5911,5910
Christmas with a Capital C,2011,5912,5911
Kristin's Christmas Past,2013,5913,5912
It Runs in the Family,1994,5914,5913
Bogus,1996,5915,5914
The Country Bears,2002,5916,5915
The Curse of Downers Grove,2015,5917,5916
One Little Indian,1973,5918,5917
Escape to Witch Mountain,1975,5919,5918
Candleshoe,1977,5920,5919
Heist,2001,5921,5920
The Chamber,1996,5922,5921
Under Suspicion,1991,5923,5922
Always Watching: A Marble Hornets Story,2015,5924,5923
Extreme Measures,1996,5925,5924
Class Action,1991,5926,5925
The Contract,2006,5927,5926
Developing Her,2010,5928,5927
Domestic Disturbance,2001,5929,5928
Freedomland,2006,5930,5929
Cleaner,2007,5931,5930
Gorillas in the Mist,1988,5932,5931
Heartbreakers,2001,5933,5932
The Peacemaker,1997,5934,5933
Pizza Man,2011,5935,5934
12 Rounds 3: Lockdown,2015,5936,5935
Army of Darkness,1992,5937,5936
The Automatic Hate,2015,5938,5937
Another,2014,5939,5938
The Owl,2014,5940,5939
The Midnight Swim,2014,5941,5940
Exeter,2014,5942,5941
Dead Still,2014,5943,5942
Haunting of Cellblock 11,2014,5944,5943
The Haunting of Molly Hartley,2008,5945,5944
The Skateboard Kid II,1995,5946,5945
The Skateboard Kid,1993,5947,5946
Little Miss Millions,1993,5948,5947
Death Race 2000,1975,5949,5948
V/H/S: Viral,2014,5950,5949
Reptilicus,1961,5951,5950
Toys,1992,5952,5951
The Kid,2000,5953,5952
My Brother the Pig,1999,5954,5953
Terrifier,2015,5955,5954
Rabbits,2002,5956,5955
C.H.U.D.,1984,5957,5956
French Kiss,1995,5958,5957
Hope Floats,1998,5959,5958
What Planet Are You From?,2000,5960,5959
Say It Isn't So,2001,5961,5960
Just a Kiss,2002,5962,5961
Hope Springs,2003,5963,5962
Kissing a Fool,1998,5964,5963
Sidewalks of New York,2001,5965,5964
Double Whammy,2001,5966,5965
Bedazzled,2000,5967,5966
The Love Guru,2008,5968,5967
Killing Me Softly,2002,5969,5968
Baby on Board,2009,5970,5969
Sin City: A Dame to Kill For,2014,5971,5970
They Look Like People,2015,5972,5971
Jason Goes to Hell: The Final Friday,1993,5973,5972
The Lords of Salem,2012,5974,5973
The Last Man on Earth,1964,5975,5974
Night of the Living Dead,1990,5976,5975
Prerokbe Ognja,1996,5977,5976
Diary of the Dead,2006 2007 2008,5978,5977
Night Nurse,1931,5979,5978
Zizek!,2005,5980,5979
Bordertown,1935,5981,5980
The Story of Louis Pasteur,1936,5982,5981
The Little Giant,1933,5983,5982
Derrida,2002,5984,5983
Fear and Desire,1953,5985,5984
Dr. Socrates,1935,5986,5985
The Thing,2011,5987,5986
Mr. Warmth: The Don Rickles Project,2007,5988,5987
Hot Saturday,1932,5989,5988
Smash-Up: The Story of a Woman,1947,5990,5989
A Nightmare on Elm Street,2010,5991,5990
Killer Party,1986,5992,5991
Night School,1981,5993,5992
Hatchet II,2010,5994,5993
Hatchet,2006,5995,5994
Hatchet III,2013,5996,5995
Madman,1982,5997,5996
Love Kills,1998,5998,5997
Lying,2006,5999,5998
The Wait,2013,6000,5999
Nómadas,2010,6001,6000
Rent,2004 2005 2006,6002,6001
Death of a Dynasty,2003,6003,6002
Sisters,2006,6004,6003
Unearthed,2004,6005,6004
One Good Turn,1996,6006,6005
On the Yard,1978,6007,6006
Band of the Hand,1986,6008,6007
Rent-a-Cop,1987,6009,6008
Stunts,1977,6010,6009
The Village,2004,6011,6010
Devil,2010,6012,6011
The Happening,2008,6013,6012
Lady in the Water,2006,6014,6013
After Earth,2012 2013 2014,6015,6014
You Don't Know Jack,2013,6016,6015
Something Ventured,2011,6017,6016
My Trip to Al-Qaeda,2010,6018,6017
Casino Jack and the United States of Money,2010,6019,6018
The Trials of Henry Kissinger,2002,6020,6019
Client 9: The Rise and Fall of Eliot Spitzer,2010,6021,6020
We Steal Secrets: The Story of WikiLeaks,2013,6022,6021
"Park Avenue: Money, Power and the American Dream",2012,6023,6022
"Chronic-Con, Episode 420: A New Dope",2015,6024,6023
Partners,1982,6025,6024
Video Games: The Movie,2014,6026,6025
Blood Ganja,2013,6027,6026
Jackass Number Two,2006,6028,6027
Double Impact,1991,6029,6028
The Greatest Movie Ever Rolled,2012,6030,6029
The Culture High,2014,6031,6030
Reincarnated,2012,6032,6031
Manos: The Hands of Fate,1966,6033,6032
The Wraith,1986,6034,6033
The Hottie & the Nottie,2008,6035,6034
Who's Your Caddy?,2007,6036,6035
Space Mutiny,1988,6037,6036
From Justin to Kelly,2003,6038,6037
Crossover,2006,6039,6038
Die Hard Dracula,1998,6040,6039
Going Overboard,1989,6041,6040
To the Wonder,2012,6042,6041
The Quiet American,2002,6043,6042
American Backwoods: Slew Hampshire,2013,6044,6043
Underworld: Next Generation,2016,6045,6044
Dead Man Walking,1995,6046,6045
The Shipping News,2001,6047,6046
Chocolat,2000,6048,6047
Marie Antoinette,2006,6049,6048
Elizabeth: The Golden Age,2007,6050,6049
Horror,2003,6051,6050
The Town That Dreaded Sundown,1976,6052,6051
Final Chapter: Walking Tall,1977,6053,6052
Walking Tall Part II,1975,6054,6053
Macon County Line,1974,6055,6054
White Lightning,1973,6056,6055
Framed,1975,6057,6056
Billy Jack,1971,6058,6057
Sunshine Superman,2014,6059,6058
Trick 'r Treat,2007,6060,6059
I Spit on Your Grave: Vengeance is Mine,2015,6061,6060
Paranormal Haunting: The Curse of the Blue Moon Inn,2011,6062,6061
616: Paranormal Incident,2013,6063,6062
Paranormal Captivity,2012,6064,6063
The Haunted Casino,2007,6065,6064
Not Another B Movie,2010,6066,6065
Paranormal Activity,2007,6067,6066
Paranormal Incident,2011,6068,6067
Dead Rising: Watchtower,2015,6069,6068
Zombeavers,2014,6070,6069
Burying the Ex,2014,6071,6070
Assassins Tale,2013,6072,6071
The Haunted World of El Superbeasto,2009,6073,6072
The Walking Dead Girls,2011,6074,6073
Texas Chainsaw 3D,2013,6075,6074
The Walking Dead,1995,6076,6075
The Walking Dead,1936,6077,6076
Exeter,2015,6078,6077
Muck,2015,6079,6078
The Unbelievable Truth,1989,6080,6079
Zombie Killers: Elephant's Graveyard,2015,6081,6080
Leatherface: Texas Chainsaw Massacre III,1990,6082,6081
Carrie,2013,6083,6082
The Hit Girl,2013,6084,6083
The Burning Dead,2015,6085,6084
Babe Watch: Forbidden Parody,1996,6086,6085
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,6087,6086
37,2014,6088,6087
Apocalypse Kiss,2014,6089,6088
Hallettsville,2009,6090,6089
The Jerk Theory,2009,6091,6090
Coffin,2011,6092,6091
Hollywood Sex Wars,2011,6093,6092
The Amityville Horror,1979,6094,6093
Attack of the 50 Foot Cheerleader,2012,6095,6094
A Nightmare on Elm Street 5: The Dream Child,1989,6096,6095
Dope,2015,6097,6096
Samson and Delilah,1949,6098,6097
The Ten Commandments,1923,6099,6098
King of Kings,1961,6100,6099
Quo Vadis,1951,6101,6100
The Robe,1953,6102,6101
Cleopatra,1963,6103,6102
El Cid,1961,6104,6103
The Bible: In the Beginning...,1966,6105,6104
The Quiet Man,1952,6106,6105
Texas Chainsaw Massacre: The Next Generation,1994,6107,6106
Saw V,2008,6108,6107
Saw 3D,2009 2010 2011,6109,6108
Barquero,1970,6110,6109
Saw IV,2007,6111,6110
The Getaway,1972,6112,6111
The Ballad of Cable Hogue,1970,6113,6112
Pat Garrett & Billy the Kid,1973,6114,6113
Valdez Is Coming,1971,6115,6114
Invitation to a Gunfighter,1964,6116,6115
Nevada Smith,1966,6117,6116
Rough Night in Jericho,1967,6118,6117
Bend of the River,1952,6119,6118
Villa Rides,1968,6120,6119
Saw VI,2009,6121,6120
40 Guns to Apache Pass,1967,6122,6121
Vanishing Point,1970 1971 1972,6123,6122
Urban Legend,1998,6124,6123
The Thomas Crown Affair,1968,6125,6124
The Sand Pebbles,1966,6126,6125
This Is Spinal Tap,1984,6127,6126
The Music of Chance,1993,6128,6127
Tapeheads,1988,6129,6128
True Colors,1991,6130,6129
Roadside Prophets,1992,6131,6130
The Player,1992,6132,6131
Cradle Will Rock,1999,6133,6132
Money for Nothing,1993,6134,6133
Porky's,1981,6135,6134
Porky's II: The Next Day,1983,6136,6135
Back to School,1986,6137,6136
Revenge of the Nerds II: Nerds in Paradise,1987,6138,6137
Real Genius,1985,6139,6138
Porky's Revenge,1985,6140,6139
A Midnight Clear,1992,6141,6140
Mystery Date,1991,6142,6141
The Jimmy Show,2001,6143,6142
Search and Destroy,1995,6144,6143
Shoot the Moon,1982,6145,6144
Great Expectations,1997 1998 1999,6146,6145
White Palace,1990,6147,6146
White Fang,1991,6148,6147
The Old Maid,1938 1939 1940,6149,6148
Floundering,1994,6150,6149
The Velocity of Gary,1998,6151,6150
Beautiful Joe,2000,6152,6151
The Mighty,1997 1998 1999,6153,6152
Where Sleeping Dogs Lie,1991,6154,6153
Scissors,1991,6155,6154
Cold Steel,1987,6156,6155
Gloria,1999,6157,6156
Cold Creek Manor,2003,6158,6157
Intersection,1993 1994 1995,6159,6158
Raggedy Man,1981,6160,6159
Sweet Dreams,1985,6161,6160
Baby Boom,1987,6162,6161
Frances,1982,6163,6162
Country,1984,6164,6163
"'night, Mother",1986,6165,6164
Men Don't Leave,1990,6166,6165
Far North,1988,6167,6166
The River,1984,6168,6167
Blue Sky,1994,6169,6168
How to Beat the High Co$t of Living,1980,6170,6169
Poltergeist II: The Other Side,1986,6171,6170
Lost in America,1985,6172,6171
Assassination Tango,2002,6173,6172
The Apostle,1997,6174,6173
Kiss of the Spider Woman,1984 1985 1986,6175,6174
Her Alibi,1989,6176,6175
Norma Rae,1979,6177,6176
The Great Santini,1979,6178,6177
Places in the Heart,1984,6179,6178
Reds,1980 1981 1982,6180,6179
The Phantom of the Opera,2004,6181,6180
Australia,2008,6182,6181
Hairspray,2007,6183,6182
Lilies of the Field,1963,6184,6183
A Patch of Blue,1965,6185,6184
"It's a Mad, Mad, Mad, Mad World",1962 1963 1964,6186,6185
Guys and Dolls,1955,6187,6186
High Society,1956,6188,6187
Ziegfeld Girl,1941,6189,6188
Child's Play 2,1990,6190,6189
The Omen,2006,6191,6190
Tomcats,2001,6192,6191
Dirty Deeds,2005,6193,6192
The Hot Chick,2001 2002 2003,6194,6193
Not Another Teen Movie,2001,6195,6194
New Guy,2003,6196,6195
Fired Up!,2009,6197,6196
Rebel Without a Cause,1955,6198,6197
The Parallax View,1974,6199,6198
Doug's 1st Movie,1999,6200,6199
Staying Alive,1983,6201,6200
Fame,1980,6202,6201
Urban Cowboy,1980,6203,6202
The Final Conflict,1981,6204,6203
Damien: Omen II,1978,6205,6204
Wacko,1982,6206,6205
Tales of Halloween,2015,6207,6206
Vacancy,2007,6208,6207
Wrong Turn 6: Last Resort,2014,6209,6208
Wrong Turn 4: Bloody Beginnings,2011,6210,6209
Shut In,2015,6211,6210
Indigenous,2014,6212,6211
The Atticus Institute,2015,6213,6212
Digging Up the Marrow,2014,6214,6213
The House of the Devil,2008 2009 2010,6215,6214
V/H/S/2,2013,6216,6215
ABCs of Death 2,2013 2014 2015,6217,6216
V/H/S,2012,6218,6217
The Naked Edge,1961,6219,6218
Vile,2011,6220,6219
Teeth,2007,6221,6220
13 Sins,2014,6222,6221
Anastasia,1956,6223,6222
Afflicted,2013,6224,6223
The Innkeepers,2011,6225,6224
Sherlock Holmes and the Voice of Terror,1942,6226,6225
Dressed to Kill,1946,6227,6226
Sherlock Holmes and the Secret Weapon,1942,6228,6227
The Adventures of Sherlock Holmes,1939,6229,6228
Pursuit to Algiers,1945,6230,6229
Sherlock Holmes in Washington,1943,6231,6230
The Spider Woman,1944,6232,6231
The Woman in Green,1945,6233,6232
The House of Fear,1945,6234,6233
The Pearl of Death,1944,6235,6234
The Scarlet Claw,1944,6236,6235
Behaving Badly,2013 2014 2015,6237,6236
Getaway,2013,6238,6237
Bangs in My Chest,2015,6239,6238
Crack in the World,1965,6240,6239
Three Kings,1999,6241,6240
Planet of the Apes,2001,6242,6241
We Are What We Are,2013,6243,6242
Come Back to Me,2014,6244,6243
Jug Face,2013,6245,6244
All Cheerleaders Die,2013,6246,6245
The Collector,2009,6247,6246
The Raven,2012,6248,6247
The Midnight Meat Train,2008,6249,6248
Open Grave,2013,6250,6249
The Collection,2012,6251,6250
Captive,2015,6252,6251
Rush,2013,6253,6252
Slumber Party Massacre III,1990,6254,6253
Last Kung Fu Monk,2010,6255,6254
Night Shadows,1984,6256,6255
Don't Go in the Woods,1981,6257,6256
Slaughterhouse,1987,6258,6257
Nurse 3D,2013,6259,6258
See No Evil 2,2014,6260,6259
Joy Ride 3,2014,6261,6260
The Driller Killer,1978 1979 1980,6262,6261
Big Sur,2013,6263,6262
Howl,2010,6264,6263
William S. Burroughs: A Man Within,2010,6265,6264
The Source: The Story of the Beats and the Beat Generation,1999,6266,6265
What Happened to Kerouac?,1986,6267,6266
Neal Cassady,2007,6268,6267
Bukowski: Born into This,2003,6269,6268
American Road,2013,6270,6269
My Bloody Valentine,2009,6271,6270
Arizona Dream,1992,6272,6271
Session 9,2001,6273,6272
Luna,1979,6274,6273
Frozen,2010,6275,6274
Trigger Man,2007,6276,6275
The Roost,2005,6277,6276
Only God Forgives,2013,6278,6277
Locke,2013 2014 2015,6279,6278
Frank,2014,6280,6279
Ned Kelly,2003,6281,6280
The Order,2003,6282,6281
A Knight's Tale,2001,6283,6282
Casanova,2005,6284,6283
The Four Feathers,2002,6285,6284
Inherent Vice,2014,6286,6285
Maps to the Stars,2014,6287,6286
Waltz with Bashir,2008,6288,6287
Satan's Little Helper,2004,6289,6288
We Are Family,2015,6290,6289
Cold Souls,2009,6291,6290
Girls! Girls! Girls!,1962,6292,6291
Tickle Me,1965,6293,6292
The Babysitter,1969,6294,6293
I Smile Back,2015,6295,6294
Clambake,1967,6296,6295
