Actors,Genre,original_index,unique_index
"Dean Martin,Jean Simmons,George Peppard","Romance,Western",6118,6032
"James Stewart,Rock Hudson,Arthur Kennedy","Action,Adventure,Western",6119,6033
"Yul Brynner,Robert Mitchum,Maria Grazia Buccella","War,Western",6120,6034
"Tobin Bell,Costas Mandylor,Mark Rolston","Horror,Mystery",6121,6035
"Audie Murphy,Michael Burns,Kenneth Tobey","Western,Adventure,Romance",6122,6036
"Barry Newman,Cleavon Little,Dean Jagger","Drama,Action & Adventure,Classics",6123,6037
"Jared Leto,Alicia Witt,Rebecca Gayheart","Horror,Mystery,Thriller",6124,6038
"Steve McQueen,Faye Dunaway,Paul Burke","Crime,Drama,Romance",6125,6039
"Steve McQueen,Richard Attenborough,Candice Bergen","Adventure,Drama,Romance",6126,6040
"Rob Reiner,Michael McKean,Christopher Guest","Comedy,Music",6127,6041
"James Spader,Mandy Patinkin,M. Emmet Walsh",Drama,6128,6042
"John Cusack,Tim Robbins,Mary Crosby","Comedy,Music",6129,6043
"John Cusack,James Spader,Imogen Stubbs",Drama,6130,6044
"John Doe,Adam Horovitz,David Anthony Marshall","Adventure,Comedy,Drama",6131,6045
"Tim Robbins,Greta Scacchi,Fred Ward","Comedy,Drama",6132,6046
"Hank Azaria,Rubén Blades,Joan Cusack",Drama,6133,6047
"John Cusack,Debi Mazar,Michael Madsen","Comedy,Crime,Drama",6134,6048
"Dan Monahan,Mark Herrier,Wyatt Knight",Comedy,6135,6049
"Dan Monahan,Wyatt Knight,Mark Herrier",Comedy,6136,6050
"Rodney Dangerfield,Sally Kellerman,Burt Young","Comedy,Romance,Sport",6137,6051
"Robert Carradine,Curtis Armstrong,Larry B. Scott",Comedy,6138,6052
"Val Kilmer,Gabriel Jarret,Michelle Meyrink","Comedy,Romance,Sci-Fi",6139,6053
"Dan Monahan,Wyatt Knight,Tony Ganios",Comedy,6140,6054
"Peter Berg,Kevin Dillon,Arye Gross","Drama,War",6141,6055
"Ethan Hawke,Teri Polo,Brian McNamara","Comedy,Crime,Romance",6142,6056
"Frank Whaley,Carla Gugino,Ethan Hawke","Comedy,Drama",6143,6057
"Griffin Dunne,Dennis Hopper,Jason Ferraro","Action,Comedy,Drama",6144,6058
"Albert Finney,Diane Keaton,Karen Allen",Drama,6145,6059
"Ethan Hawke,Gwyneth Paltrow,Hank Azaria","Drama,Kids & Family,Romance",6146,6060
"Susan Sarandon,James Spader,Jason Alexander","Drama,Romance",6147,6061
"Ethan Hawke,Klaus Maria Brandauer,Seymour Cassel","Adventure,Drama",6148,6062
"Bette Davis,Miriam Hopkins,George Brent","Drama,Classics",6149,6063
"James Le Gros,Shaka,Zander Schloss",Comedy,6150,6064
"Vincent D'Onofrio,Salma Hayek,Thomas Jane","Comedy,Drama,Romance",6151,6065
"Sharon Stone,Billy Connolly,Gil Bellows","Comedy,Drama",6152,6066
"Kieran Culkin,Elden Henson,Sharon Stone",Drama,6153,6067
"Dylan McDermott,Tom Sizemore,Sharon Stone","Crime,Mystery,Thriller",6154,6068
"Sharon Stone,Steve Railsback,Ronny Cox","Horror,Thriller",6155,6069
"Brad Davis,Sharon Stone,Jonathan Banks","Action,Thriller",6156,6070
"Sharon Stone,Jean-Luke Figueroa,Jeremy Northam","Crime,Drama,Thriller",6157,6071
"Dennis Quaid,Sharon Stone,Stephen Dorff","Drama,Horror,Mystery",6158,6072
"Richard Gere,Sharon Stone,Lolita Davidovich","Drama,Romance",6159,6073
"Sissy Spacek,Eric Roberts,Sam Shepard",Drama,6160,6074
"Jessica Lange,Ed Harris,Ann Wedgeworth","Biography,Drama,Music",6161,6075
"Diane Keaton,Sam Shepard,Harold Ramis","Comedy,Drama,Romance",6162,6076
"Jessica Lange,Kim Stanley,Sam Shepard","Biography,Drama,Romance",6163,6077
"Jessica Lange,Sam Shepard,Wilford Brimley",Drama,6164,6078
"Sissy Spacek,Anne Bancroft,Ed Berke",Drama,6165,6079
"Jessica Lange,Kathy Bates,Arliss Howard",Drama,6166,6080
"Jessica Lange,Charles Durning,Tess Harper",Drama,6167,6081
"Mel Gibson,Sissy Spacek,Shane Bailey",Drama,6168,6082
"Jessica Lange,Tommy Lee Jones,Powers Boothe","Drama,Romance",6169,6083
"Susan Saint James,Jane Curtin,Jessica Lange","Comedy,Crime",6170,6084
"JoBeth Williams,Craig T. Nelson,Heather O'Rourke",Horror,6171,6085
"Albert Brooks,Julie Hagerty,Sylvia Farrel",Comedy,6172,6086
"Robert Duvall,Luciana Pedraza,Rubén Blades","Crime,Drama,Romance",6173,6087
"Robert Duvall,Todd Allen,Paul Bagget",Drama,6174,6088
"William Hurt,Raul Julia,Sonia Braga","Art House & International,Drama",6175,6089
"Tom Selleck,Paulina Porizkova,William Daniels","Comedy,Crime,Mystery",6176,6090
"Sally Field,Beau Bridges,Ron Leibman",Drama,6177,6091
"Robert Duvall,Blythe Danner,Michael O'Keefe",Drama,6178,6092
"Sally Field,Lindsay Crouse,Ed Harris",Drama,6179,6093
"Warren Beatty,Diane Keaton,Edward Herrmann","Drama,Romance,Classics",6180,6094
"Gerard Butler,Emmy Rossum,Patrick Wilson","Drama,Musical,Romance",6181,6095
"Nicole Kidman,Hugh Jackman,Shea Adams","Adventure,Drama,Romance",6182,6096
"John Travolta,Queen Latifah,Nikki Blonsky","Comedy,Musical,Romance",6183,6097
"Sidney Poitier,Lilia Skala,Lisa Mann",Drama,6184,6098
"Sidney Poitier,Shelley Winters,Elizabeth Hartman","Drama,Romance",6185,6099
"Spencer Tracy,Milton Berle,Ethel Merman","Drama,Action & Adventure,Classics,Comedy",6186,6100
"Marlon Brando,Jean Simmons,Frank Sinatra","Comedy,Musical,Romance",6187,6101
"Bing Crosby,Grace Kelly,Frank Sinatra","Comedy,Musical,Romance",6188,6102
"James Stewart,Judy Garland,Hedy Lamarr","Drama,Musical,Romance",6189,6103
"Alex Vincent,Jenny Agutter,Gerrit Graham",Horror,6190,6104
"Liev Schreiber,Julia Stiles,Seamus Davey-Fitzpatrick","Horror,Mystery,Thriller",6191,6105
"Shannon Elizabeth,Jerry O'Connell,Jake Busey",Comedy,6192,6106
"Milo Ventimiglia,Lacey Chabert,Charles Durning",Comedy,6193,6107
"Rob Schneider,Rachel McAdams,Anna Faris","Science Fiction & Fantasy,Comedy",6194,6108
"Chyler Leigh,Jaime Pressly,Chris Evans",Comedy,6195,6109
"Kelly Miller,Scott Janes,Jonathan Uffelman","Comedy,Fantasy,Horror",6196,6110
"Eric Christian Olsen,Nicholas D'Agosto,Sarah Roemer",Comedy,6197,6111
"James Dean,Natalie Wood,Sal Mineo",Drama,6198,6112
"Warren Beatty,Paula Prentiss,William Daniels",Thriller,6199,6113
"Thomas McHugh,Fred Newman,Chris Phillips","Family,Animation,Comedy",6200,6114
"John Travolta,Cynthia Rhodes,Finola Hughes","Drama,Music,Romance",6201,6115
"Eddie Barth,Irene Cara,Lee Curreri","Drama,Music,Musical",6202,6116
"John Travolta,Debra Winger,Scott Glenn","Drama,Romance,Western",6203,6117
"Sam Neill,Rossano Brazzi,Don Gordon",Horror,6204,6118
"William Holden,Lee Grant,Jonathan Scott-Taylor",Horror,6205,6119
"Joe Don Baker,Stella Stevens,George Kennedy","Comedy,Horror",6206,6120
"Booboo Stewart,Grace Phipps,Barry Bostwick",Horror,6207,6121
"Kate Beckinsale,Luke Wilson,Frank Whaley","Horror,Thriller",6208,6122
"Anthony Ilott,Chris Jarvis,Aqueela Zoll",Horror,6209,6123
"Jennifer Pudavick,Tenika Davis,Kaitlyn Leeb",Horror,6210,6124
"Rory Culkin,Leticia Jimenez,Jack Kesy","Drama,Horror,Thriller",6211,6125
"Zachary Soetenga,Lindsey McKeon,Sofia Pernas",Horror,6212,6126
"Rya Kihlstedt,William Mapother,Sharon Maughan",Horror,6213,6127
"Ray Wise,Adam Green,Will Barratt","Biography,Drama,Fantasy",6214,6128
"Jocelin Donahue,Tom Noonan,Mary Woronov",Horror,6215,6129
"Lawrence Michael Levine,Kelsy Abbott,Adam Wingard","Horror,Thriller",6216,6130
"Eric Jacobus,Andy Nyman,Stefanie Wood",Horror,6217,6131
"Calvin Reeder,Lane Hughes,Adam Wingard","Horror,Thriller",6218,6132
"Gary Cooper,Deborah Kerr,Eric Portman","Mystery,Thriller",6219,6133
"Eric Jay Beck,April Matson,Akeem Smith",Horror,6220,6134
"Jess Weixler,John Hensley,Josh Pais","Comedy,Horror,Thriller",6221,6135
"Mark Webber,Devon Graye,Tom Bower","Horror,Thriller",6222,6136
"Ingrid Bergman,Yul Brynner,Helen Hayes","Biography,Drama,History",6223,6137
"Clif Prowse,Derek Lee,Michael Gill","Action,Adventure,Horror",6224,6138
"Sara Paxton,Pat Healy,Kelly McGillis",Horror,6225,6139
"Basil Rathbone,Nigel Bruce,Evelyn Ankers","Crime,Thriller,Mystery",6226,6140
"Basil Rathbone,Nigel Bruce,Patricia Morison",Mystery,6227,6141
"Basil Rathbone,Nigel Bruce,Lionel Atwill","Adventure,Crime,Drama",6228,6142
"Basil Rathbone,Nigel Bruce,Ida Lupino","Crime,Mystery,Thriller",6229,6143
"Basil Rathbone,Nigel Bruce,Marjorie Riordan","Adventure,Crime,Mystery",6230,6144
"Basil Rathbone,Nigel Bruce,Marjorie Lord",Mystery,6231,6145
"Basil Rathbone,Nigel Bruce,Gale Sondergaard","Mystery,Thriller",6232,6146
"Basil Rathbone,Nigel Bruce,Hillary Brooke",Mystery,6233,6147
"Basil Rathbone,Nigel Bruce,Aubrey Mather","Crime,Mystery,Thriller",6234,6148
"Basil Rathbone,Nigel Bruce,Dennis Hoey","Crime,Drama,Mystery",6235,6149
"Basil Rathbone,Nigel Bruce,Paul Cavanagh","Crime,Mystery,Thriller",6236,6150
"Nat Wolff,Selena Gomez,Mary-Louise Parker","Drama,Comedy",6237,6151
"Ethan Hawke,Selena Gomez,Jon Voight","Action,Crime,Thriller",6238,6152
"Shiloh Fernandez,Ahna O'Reilly","Short,Romance",6239,6153
"Dana Andrews,Janette Scott,Kieron Moore",Sci-Fi,6240,6154
"George Clooney,Mark Wahlberg,Ice Cube","Action,Adventure,Comedy",6241,6155
"Mark Wahlberg,Helena Bonham Carter,Tim Roth","Action,Adventure,Sci-Fi",6242,6156
"Bill Sage,Ambyr Childers,Julia Garner","Drama,Horror,Thriller",6243,6157
"Jon Abrahams,Andrew Beckham,Jeanette Branch","Horror,Mystery,Thriller",6244,6158
"Sean Bridgers,Lauren Ashley Carter,Kaitlin Cullum","Drama,Horror,Thriller",6245,6159
"Sidney Allison,Charon R. Arnold,Shay Astar","Comedy,Horror",6246,6160
"Josh Stewart,Andrea Roth,Juan Fernández","Horror,Thriller",6247,6161
"John Cusack,Alice Eve,Luke Evans","Crime,Mystery,Thriller",6248,6162
"Vinnie Jones,Bradley Cooper,Leslie Bibb","Horror,Thriller",6249,6163
"Sharlto Copley,Thomas Kretschmann,Josie Ho","Horror,Mystery,Thriller",6250,6164
"Josh Stewart,Emma Fitzpatrick,Christopher McDonald","Horror,Thriller",6251,6165
"Kate Mara,David Oyelowo,Mimi Rogers","Crime,Drama,Thriller",6252,6166
"Daniel Brühl,Chris Hemsworth,Olivia Wilde","Action,Biography,Drama",6253,6167
"Keely Christian,Brittain Frye,Michael Harris","Comedy,Horror",6254,6168
"Cindy Carino,Robert Christie,Matt Harlan Cohen","Action,Adventure,Comedy",6255,6169
"Wings Hauser,Bo Hopkins,Jody Medford","Horror,Sci-Fi,Thriller",6256,6170
"Jack McClelland,Mary Gail Artz,James P. Hayden",Horror,6257,6171
"Joe B. Barton,Don Barrett,Sherry Leigh","Comedy,Horror",6258,6172
"Paz de la Huerta,Katrina Bowden,Judd Nelson","Horror,Thriller",6259,6173
"Glenn Jacobs,Danielle Harris,Katharine Isabelle",Horror,6260,6174
"Ken Kirzinger,Jesse Hutch,Benjamin Hollingsworth","Horror,Thriller",6261,6175
"Abel Ferrara,Carolyn Marz,Baybi Day","Drama,Horror,Mystery & Suspense",6262,6176
"Jean-Marc Barr,Kate Bosworth,Josh Lucas",Drama,6263,6177
"James Franco,Todd Rotondi,Jon Prescott","Biography,Drama",6264,6178
"Fred Aldrich,Laurie Anderson,Amiri Baraka",Documentary,6265,6179
"Johnny Depp,John Turturro,Dennis Hopper","Documentary,Biography,History",6266,6180
"Gregory Corso,Jan Kerouac,Herbert Huncke","Documentary,Biography,History",6267,6181
"Tate Donovan,Amy Ryan,Glenn Fitzgerald","Biography,Drama",6268,6182
"Charles Bukowski,Bono,John Bryan","Documentary,Biography",6269,6183
"Edward Asner,Sean Stone","Documentary,History",6270,6184
"Jensen Ackles,Jaime King,Kerr Smith",Horror,6271,6185
"Johnny Depp,Jerry Lewis,Faye Dunaway","Comedy,Drama,Fantasy",6272,6186
"David Caruso,Stephen Gevedon,Paul Guilfoyle","Horror,Mystery,Thriller",6273,6187
"Jill Clayburgh,Matthew Barry,Veronica Lazar",Drama,6274,6188
"Shawn Ashmore,Emma Bell,Kevin Zegers","Drama,Thriller",6275,6189
"Reggie Cunningham,Ray Sullivan,Sean Reid","Drama,Thriller",6276,6190
"Tom Noonan,Karl Jacob,Vanessa Horneff","Horror,Thriller",6277,6191
"Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm","Crime,Drama",6278,6192
"Tom Hardy,Olivia Colman,Ruth Wilson","Mystery & Suspense,Drama",6279,6193
"Michael Fassbender,Domhnall Gleeson,Maggie Gyllenhaal","Comedy,Drama,Music",6280,6194
"Heath Ledger,Orlando Bloom,Geoffrey Rush","Action,Adventure,Biography",6281,6195
"Heath Ledger,Mark Addy,Shannyn Sossamon","Action,Mystery,Thriller",6282,6196
"Heath Ledger,Mark Addy,Rufus Sewell","Action,Adventure,Romance",6283,6197
"Heath Ledger,Sienna Miller,Jeremy Irons","Adventure,Comedy,Drama",6284,6198
"Heath Ledger,Wes Bentley,Kate Hudson","Adventure,Drama,Romance",6285,6199
"Joaquin Phoenix,Josh Brolin,Owen Wilson","Comedy,Crime,Drama",6286,6200
"Julianne Moore,Mia Wasikowska,Robert Pattinson","Comedy,Drama",6287,6201
"Ari Folman,Ron Ben-Yishai,Ronny Dayag","Animation,Biography,Drama",6288,6202
"Alexander Brickel,Katheryn Winnick,Stephen Graham","Comedy,Horror",6289,6203
"Danièle Watts,Nicholas Alexander",Drama,6290,6204
"Paul Giamatti,Emily Watson,Dina Korzun","Comedy,Drama",6291,6205
"Elvis Presley,Stella Stevens,Jeremy Slate","Musical,Comedy",6292,6206
"Elvis Presley,Julie Adams,Jocelyn Lane","Comedy,Musical,Romance",6293,6207
"Patricia Wymer,George E. Carey,Anne Bellamy","Drama,Thriller",6294,6208
"Sarah Silverman,Josh Charles,Thomas Sadoski",Drama,6295,6209
"Elvis Presley,Shelley Fabares,Will Hutchins","Comedy,Musical",6296,6210
"Richard Dreyfuss,Burt Reynolds,Dan Hedaya","Crime,Comedy",6297,6211
"Elvis Presley,Ann-Margret,Cesare Danova","Comedy,Musical",6298,6212
"Elvis Presley,Mary Tyler Moore,Barbara McNair","Crime,Drama,Music",6299,6213
"Suze Lanier-Bramlett,Robert Houston,John Steadman","Horror,Thriller",6300,6214
"Edward Burns,Shannyn Sossamon,Ana Claudia Talancón","Horror,Mystery",6301,6215
"Odette Annable,Gary Oldman,Cam Gigandet","Drama,Horror,Mystery",6302,6216
"Josh Randall,Brianna Brown,Nick Searcy","Horror,Thriller",6303,6217
"Sarah Roemer,Jake Muxworthy,Mark Rolston","Horror,Sci-Fi,Thriller",6304,6218
"Briana Evigan,Rumer Willis,Carrie Fisher","Horror,Mystery",6305,6219
"Tina Houtz,Sarah Thompson,Nana Visitor","Horror,Thriller",6306,6220
"Marc Donato,Jascha Washington,Whitney Hoy","Drama,Horror,Thriller",6307,6221
"Camilla Belle,Tommy Flanagan,Katie Cassidy","Horror,Thriller",6308,6222
"Brittany Murphy,Thora Birch,Tammy Blanchard","Drama,Horror,Thriller",6309,6223
"Don McManus,Ryanne Duzich,Teddy Dunn","Horror,Thriller",6310,6224
"Melissa Joan Hart,William Lee Scott,John Terry","Crime,Drama,Horror",6311,6225
"Hilary Swank,Jeffrey Dean Morgan,Lee Pace","Drama,Thriller",6312,6226
"Chalie Howes,Johnny Hawkes,Andrew MacFarlane",Horror,6313,6227
"Tamara Stafford,Kevin Spirtas,John Bloom","Horror,Thriller",6314,6228
"Melinda Augustus,Corby Baker,Luis Cardenas",Documentary,6315,6229
"Camille Keaton,Eron Tabor,Richard Pace","Horror,Thriller",6316,6230
"Tony Austin,Taylor Carman,Leah Chase",Documentary,6317,6231
"Jemma Dallender,Joe Absolom,Yavor Baharov","Crime,Horror,Thriller",6318,6232
"Necar Zadegan,Traci Dinwiddie,Gary Weeks","Drama,Romance",6319,6233
"Elizabeth Olsen,Tom Hiddleston,David Krumholtz","Biography,Drama,Music",6320,6234
"Brenton Thwaites,Jeff Bridges,Meryl Streep","Drama,Sci-Fi",6321,6235
"Dan Stevens,Sheila Kelley,Maika Monroe","Mystery,Thriller",6322,6236
"Ashlynn Yennie,Maddi Black,Laurence R. Harvey",Horror,6323,6237
"Nicole Kidman,Colin Firth,Mark Strong","Drama,Mystery,Romance",6324,6238
"Ming Chen,Walter Flanagan,Bryan Johnson",Comedy,6325,6239
"Eric Roberts,Bree Olson,Tommy 'Tiny' Lister",Horror,6326,6240
"Thomas Jane,Rob Lowe,Jeremy Piven",Drama,6327,6241
"David Blue,Talia Tabin,John M. Keating",Comedy,6328,6242
"Jason Patric,Bruce Willis,John Cusack","Action,Thriller",6329,6243
"Salma Hayek,Hiroyuki Watanabe,Laura Cepeda","Action,Thriller",6330,6244
"India Eisley,Laura Allen,Farrah Mackenzie","Drama,Mystery,Thriller",6331,6245
"James Franco,Kate Hudson,Tom Wilkinson","Action,Crime,Thriller",6332,6246
"Neal McDonough,Michael Jai White,Lateef Crowder","Action,Adventure",6333,6247
"Perdita Weeks,Ben Feldman,Edwin Hodge","Adventure,Horror,Mystery",6334,6248
"Patrick Brice,Mark Duplass","Drama,Horror",6335,6249
"Maika Monroe,Keir Gilchrist,Olivia Luccardi",Horror,6336,6250
"Sharni Vinson,Joe Swanberg,AJ Bowen","Horror,Thriller",6337,6251
"Guy Kibbee,Tom Brown,Lucie Kaye",Mystery,6338,6252
"Jill Larson,Anne Ramsay,Michelle Ang","Horror,Mystery,Thriller",6339,6253
"Karen Gillan,Brenton Thwaites,Katee Sackhoff",Horror,6340,6254
"Joe Swanberg,AJ Bowen,Kentucker Audley","Horror,Thriller",6341,6255
"Melanie Papalia,David Schlachtenhaufen,Adam Shapiro","Horror,Mystery,Thriller",6342,6256
"Kit Harington,Emily Browning,Kiefer Sutherland","Action,Adventure,Drama",6343,6257
"Kate Beckinsale,Gabriel Macht,Tom Skerritt","Action,Crime,Mystery",6344,6258
"Jim Sturgess,Sam Worthington,Ryan Kwanten","Action,Crime,Drama",6345,6259
"Kate Beckinsale,Nick Nolte,James Cromwell",Drama,6346,6260
"Russell Crowe,Olga Kurylenko,Jai Courtney","Drama,War",6347,6261
"Julie Harris,Claire Bloom,Richard Johnson",Horror,6348,6262
"Lou Taylor Pucci,Nadia Hilker,Vanessa Bednar","Horror,Romance,Sci-Fi",6349,6263
"Sarah Snook,Mark Webber,Joelle Carter","Horror,Thriller",6350,6264
"Addison Timlin,Veronica Cartwright,Anthony Anderson","Horror,Thriller",6351,6265
"Peter Cilella,Vinny Curran,Emily Montague","Horror,Mystery,Thriller",6352,6266
"Nick Damici,Ethan Embry,Lance Guest","Drama,Horror",6353,6267
"Ashley Hinshaw,James Buckley,Denis O'Hare","Horror,Thriller",6354,6268
"Reid Warner,Darrin Bragg,Ben Rovner","Horror,Sci-Fi,Thriller",6355,6269
"Katherine Sigismund,Corey Eid,Riley Polanski","Horror,Sci-Fi,Thriller",6356,6270
"Steven Strait,Karolina Wydra,Madison Lintz","Mystery,Thriller",6357,6271
"Olivia Wilde,Mark Duplass,Evan Peters","Horror,Sci-Fi,Thriller",6358,6272
"Brandy Schaefer,Zack Andrews,Bobby Roe","Horror,Thriller",6359,6273
"Samuel Davis,Dora Madison,Roger Edwards",Horror,6360,6274
"Gabriel Mann,Eliza Dushku,John Savage","Crime,Drama,Horror",6361,6275
"Chace Crawford,Eliza Dushku,Robert Patrick","Horror,Mystery,Thriller",6362,6276
"Eliza Dushku,Lila Gomez,Steve Harris","Short,Action",6363,6277
"Mike Vogel,Eliza Dushku,Ethan Rains","Horror,Thriller",6364,6278
"Alicia Vikander,Domhnall Gleeson,Oscar Isaac","Drama,Mystery,Romance",6365,6279
"Brandon Quintin Adams,Everett McGill,Wendy Robie","Comedy,Horror,Mystery",6366,6280
"Anton Yelchin,Ashley Sommers,Leonor Varela","Comedy,Fantasy,Mystery",6367,6281
"Bill Pullman,Cathy Tyson,Zakes Mokae",Horror,6368,6282
"Peter Ackworth,Claire Adams,Cyd Black",Documentary,6369,6283
"Radha Mitchell,Megan Mullally,Catherine Lloyd Burns",Drama,6370,6284
"Emilio Estevez,Mick Jagger,Rene Russo","Action,Crime,Sci-Fi",6371,6285
"Russell Crowe,Elizabeth Banks,Liam Neeson","Crime,Drama,Romance",6372,6286
"Meg Ryan,Russell Crowe,David Morse","Action,Drama,Thriller",6373,6287
"Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones","Crime,Drama,Thriller",6374,6288
"Ben Affleck,Chris Cooper,Tommy Lee Jones",Drama,6375,6289
"Giovanni Ribisi,Vin Diesel,Nia Long","Crime,Drama,Thriller",6376,6290
"Adrien Brody,Ben Affleck,Diane Lane","Biography,Crime,Drama",6377,6291
"Stephen Tobolowsky,Ann Hearn,Mena Suvari","Documentary,Comedy,Drama",6378,6292
"Jean-Claude Van Damme,Lance Henriksen,Yancy Butler","Action,Thriller",6379,6293
"Mark Wahlberg,Joaquin Phoenix,Charlize Theron","Crime,Drama,Romance",6380,6294
"Ben Affleck,Christina Applegate,James Gandolfini","Comedy,Romance",6381,6295
"Michael Richards,Jeff Daniels,Charlize Theron","Comedy,Romance",6382,6296
"Ben Affleck,Gwyneth Paltrow,Natasha Henstridge","Drama,Romance",6383,6297
"Megan Lee Ethridge,Griff Furst,Marissa Morse","Horror,Sci-Fi,Thriller",6384,6298
,Documentary,6385,651
"Jason Connery,A.J. Cook,George Stults","Horror,Sci-Fi,Thriller",6386,6299
"Milla Jovovich,Elias Koteas,Will Patton","Mystery,Sci-Fi,Thriller",6387,6300
"Christopher Walken,Lindsay Crouse,Frances Sternhagen","Biography,Drama,Horror",6388,6301
"Keri Russell,Jake Brennan,Josh Hamilton","Horror,Sci-Fi,Thriller",6389,6302
"Jeff Daniels,Ariana Richards,Emilia Crow","Mystery,Sci-Fi",6390,6303
"John Saxon,Joseph Culp,Robin Frates","Horror,Sci-Fi",6391,6304
"Charlie Sheen,Mare Winningham,David Andrews","Drama,Thriller",6392,6305
"Megan Ward,Kristin Minter,Linden Ashby","Thriller,Crime,Drama",6393,6306
"Robert Forster,Lance Edwards,Hilary Shepard","Action,Sci-Fi",6394,6307
"Patrick Kilpatrick,Chris Miller,Suzanne Savoy",Horror,6395,6308
"Eric Roberts,Arnold Vosloo,John Rhys-Davies","Horror,Sci-Fi,Thriller",6396,6309
"Jim Caviezel,Sophia Myles,Ron Perlman","Action,Adventure,Sci-Fi",6397,6310
"Charlie Sheen,Emilio Estevez,Leslie Hope","Action,Comedy,Crime",6398,6311
"Charlie Sheen,Michael Biehn,Joanne Whalley","Action,Adventure,Thriller",6399,6312
"Charlie Sheen,Martin Sheen,Jay Brazeau",Drama,6400,6313
"Sherry Ham-Bernard,Melissa Errico,Marialisa Costanzo","Drama,Romance",6401,6314
"Charlie Sheen,Linda Fiorentino,Michael Madsen","Crime,Drama,Thriller",6402,6315
"Craig Wasson,Melanie Griffith,Gregg Henry","Crime,Mystery,Thriller",6403,6316
"Patrick Carroll,Rob Devaney,Izzy Diaz","Crime,Drama,War",6404,6317
"John Lithgow,Lolita Davidovich,Steven Bauer","Crime,Drama,Thriller",6405,6318
"Michael J. Fox,Sean Penn,Don Harvey","Drama,History,War",6406,6319
"Bruce Greenwood,David Crow,Matthew Davis","Horror,Mystery,Thriller",6407,6320
"Val Kilmer,Elisabeth Shue,Rade Serbedzija","Action,Adventure,Romance",6408,6321
"Ivan Stebunov,Ingrid Olerinskaya,Vladimir Yaglych",Comedy,6409,6322
"James Coburn,Omar Sharif,Ronee Blakley","Comedy,Crime,Drama",6410,6323
"Ritza Brown,James Cossins,Marilu Henner",Thriller,6411,6324
"Julie Andrews,Omar Sharif,Anthony Quayle","Romance,Drama",6412,6325
"Shô Kosugi,Lucinda Dickey,Jordan Bennett","Action,Horror",6413,6326
"Don Scardino,Patricia Pearcy,R.A. Dow",Horror,6414,6327
"Clint Howard,R.G. Armstrong,Joe Cortese",Horror,6415,6328
"William Bumiller,Brenda Bakke,Merritt Butrick",Horror,6416,6329
"Jack Palance,Martin Landau,Tarah Nutter","Sci-Fi,Horror",6417,6330
"David Carradine,Michael Moriarty,Candy Clark","Horror,Mystery",6418,6331
"John Friedrich,Adrian Zmed,Ernest Harden Jr.",Horror,6419,6332
"Robert Lansing,Lisa Langlois,Franc Luz","Horror,Sci-Fi,Thriller",6420,6333
"Sarah Kendall,Frederick Flynn,Carol Kottenbrook",Horror,6421,6334
"Robert Glaudini,Demi Moore,Luca Bercovici","Horror,Sci-Fi",6422,6335
"Kiernan Shipka,Timothée Chalamet,Elizabeth Reaser","Drama,Fantasy,Thriller",6423,6336
"Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy","Comedy,Horror,Sci-Fi",6424,6337
"Strother Martin,Dirk Benedict,Heather Menzies-Urich","Horror,Sci-Fi",6425,6338
"John Huston,Shelley Winters,Bo Hopkins","Horror,Sci-Fi,Thriller",6426,6339
"Diane Lane,Elizabeth Banks,Dakota Fanning",Mystery,6427,6340
"Joseph Bologna,Dee Wallace,Richard Lynch","Horror,Sci-Fi",6428,6341
"Robert Forster,Robin Riker,Michael V. Gazzo","Science Fiction & Fantasy,Horror",6429,6342
"Dolph Lundgren,Sara Malakul Lane,Lily Brooks O'Briant",Thriller,6430,6343
"Natalie Alyn Lind,Emily Alyn Lind,Todd Stashwick","Horror,Thriller",6431,6344
"William Shatner,Tiffany Bolling,Woody Strode","Sci-Fi,Horror",6432,6345
"Fritz Weaver,Gretchen Corbett,Jon Korkes",Horror,6433,6346
"Alex Rebar,Burr DeBenning,Myron Healey","Sci-Fi,Horror",6434,6347
"Ray Milland,Sam Elliott,Joan Van Ark","Horror,Mystery,Romance",6435,6348
"Marjoe Gortner,Pamela Franklin,Ralph Meeker","Science Fiction & Fantasy,Horror",6436,6349
"Bradford Dillman,Joanna Miles,Richard Gilliland","Sci-Fi,Horror,Mystery",6437,6350
"Richard Carlson,Susan Gordon,Lugene Sanders","Horror,Thriller",6438,6351
"Stuart Whitman,Janet Leigh,Rory Calhoun","Horror,Sci-Fi,Thriller",6439,6352
"Tony Curtis,Susan Strasberg,Michael Ansara",Horror,6440,6353
"Joe Don Baker,Hope Alexander-Willis,Richard B. Shull","Horror,Thriller",6441,6354
"Clint Walker,Martha Hyer,Keenan Wynn","Adventure,Western",6442,6355
"Talia Shire,Robert Foxworth,Armand Assante","Sci-Fi,Horror",6443,6356
"Don Fanelli,Charlie Fersko,DJ Hazard","Horror,Thriller",6444,6357
"Tricia O'Neil,Steve Marachuk,Lance Henriksen","Drama,Horror,Romance",6445,6358
"Lee Majors,Karen Black,Margaux Hemingway",Horror,6446,6359
"Richard Jaeckel,Jennifer Bishop,Buffy Dee","Horror,Thriller",6447,6360
"Shane Beasley,Kelsey Carlisle,Ellie Church",Horror,6448,6361
"Arthur Kennedy,Carroll Baker,Lionel Stander","Action,Adventure,Thriller",6449,6362
